"rownum","Id","MinLevel","MaxLevel","Weight","TopologiesKey","MonsterPacksKeys","ArtFile","Name","SynthesisAreaSizeKey","AchievementItemsKey"
48,"Crypt_Medium",45,100,100,2304,[2177],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Crypt","Undercroft Memory",1,""
49,"DarkForest_Medium",45,100,100,2370,"[2310,2311,2312]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/DarkForest","Grim Woods Memory",1,""
50,"DriedLake_Medium",45,100,100,2305,[2265],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/DriedLake","Salted Earth Memory",1,""
51,"Dungeon_Medium",45,100,100,2373,[2178],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Dungeon","Temple Ruins Memory",1,""
52,"Fissure_Medium",45,100,100,2377,[2179],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Fissure","Aftermath Memory",1,""
53,"Forest_Medium",45,100,100,2307,"[2189,2190,2191]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Forest","Woods Memory",1,""
54,"ForestCave_Medium",45,100,100,2308,[2266],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/ForestCave","Sprawling Caverns Memory",1,""
55,"Garden_Medium",45,100,100,2383,[2180],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Gardens","Palace Grounds Memory",1,""
56,"Glacier_Medium",45,100,100,2309,"[2267,2268,2269,2270]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Glacier","Glacial Cavern Memory",1,""
57,"Graveyard_Medium",45,100,100,2386,"[2192,2193,2194]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Graveyard","Burial Grounds Memory",1,""
58,"Haunt_Medium",45,100,100,2310,[2181],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Haunt","Bleak Halls Memory",1,""
59,"Library_Medium",45,100,100,2390,"[2271,2272]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Library","Reading Chambers Memory",1,""
60,"Lunaris_Medium",45,100,100,2393,"[2287,2288,2289,2290]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Lunaris","Bloodbath Memory",1,""
61,"Mesa_Medium",45,100,100,2312,"[2278,2279]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Mesa","Rocky Mesa Memory",1,""
62,"Mineshaft_Medium",45,100,100,2399,[2280],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Mines","Deep Dig Memory",1,""
63,"MoonTemple_Medium",60,100,100,2402,"[2273,2274,2275,2276,2277]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/MoonTemple","Moonlight Temple Memory",1,""
64,"Mushroom_Medium",45,100,100,2313,[2195],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Mushroom","Mushroom Grotto Memory",1,""
65,"Ossuary_Medium",46,100,100,2315,[2281],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Ossuary","Grim Sepulchre Memory",1,""
66,"Park_Medium",45,100,100,2408,[2182],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Park","City Park Memory",1,""
67,"Plateau_Medium",45,100,100,2317,"[2282,2283,2284,2285,2286]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Plateau","Volcanic Plateau Memory",1,""
68,"PoolsAndStreams_Medium",45,100,100,2318,"[2291,2292,2293]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/PoolsAndStreams","Lush Wetlands Memory",1,""
69,"Prison_Medium",45,100,100,2319,"[2198,2199]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Prison","Detention Centre Memory",1,""
70,"Quarry_Medium",45,100,100,2414,[2183],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Quarry","Labour Camp Memory",1,""
71,"Reef_Medium",52,100,100,2416,[2294],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Reef","Rockpools Memory",1,""
72,"Ridge_Medium",48,100,100,2320,"[2295,2296]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Ridge","Cliffside Path Memory",1,""
73,"RuinedTemple_Medium",45,100,100,2322,[2297],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/RuinedTemple","Reclaimed Temple Memory",1,""
74,"Sanctuary_Medium",45,100,100,2422,"[2200,2201,2202]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Sanctuary","Ritual Memory",1,""
75,"Scepter_Medium",45,100,100,2425,"[2203,2204,2205]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Scepter","Eternal Residence Memory",1,""
76,"Sewers_Medium",45,100,100,2323,"[2206,2207,2208]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Sewers","Effluvia Memory",1,""
77,"Solaris_Medium",45,100,100,2430,"[2209,2210,2211]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Solaris","Pristine Palace Memory",1,""
78,"SpiderThicket_Medium",45,100,100,2326,"[2301,2302,2303]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/SpiderForest","Infested Temple Memory",1,""
79,"Slums_Medium",45,100,100,2324,"[2298,2299,2300]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Slums","Shanty Town Memory",1,""
80,"Thicket_Medium",45,100,100,2328,"[2304,2305,2306]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Thicket","Overgrowth Memory",1,""
81,"VenariusToZana",68,100,0,2329,[],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/SynthesisGuardian","Templar Laboratory Memory",3,""
82,"Guardian1",68,100,0,2271,[],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Guardian1","Altered Distant Memory",3,""
83,"Guardian2",68,100,0,2272,[],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Guardian2","Augmented Distant Memory",3,""
84,"Guardian3",68,100,0,2273,[],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Guardian3","Twisted Distant Memory",3,""
85,"Guardian4",68,100,0,2274,[],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Guardian4","Rewritten Distant Memory",3,""
86,"Boss",79,100,0,2270,[],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Boss","Cortex",3,""
87,"AcidCave",11,100,0,2330,[2165],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/AcidCave","Distant Limestone Hollow Memory",2,""
88,"Antiquary",46,100,0,2331,[2166],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Antiquary","Distant Collection Memory",2,""
89,"ArachnidTomb",56,100,0,2334,[2167],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/ArachnidTomb","Distant Infested Tomb Memory",2,""
90,"Archives",32,100,0,2335,[2168],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Archives","Distant Repository Memory",2,""
91,"AshenWood",16,100,0,2338,[2169],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/AshenWood","Distant Wildfire Memory",2,""
92,"Baths",59,100,0,2339,"[2186,2187]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Baths","Distant State Palace Memory",2,""
93,"Bazaar",28,100,0,2342,[2170],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Bazaar","Distant Exchange Memory",2,""
94,"Beach",11,100,0,2345,[2171],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Beach","Distant Sandbar Memory",2,""
95,"Belly",40,100,0,2348,[2172],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Belly","Distant Nightmare Memory",2,""
96,"Cave",17,100,0,2354,[2174],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Cave","Distant Eroded Chamber Memory",2,""
97,"CaveMine",51,100,0,2355,[2188],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/CaveMine","Distant Abandoned Shaft Memory",2,""
98,"Cells",51,100,0,2357,"[2313,2314]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Cells","Distant Holding Cells Memory",2,""
99,"Chambers",45,100,0,2360,[2175],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Chambers","Distant Courthouse Memory",2,""
100,"Colosseum",40,100,0,2363,"[2260,2261,2262,2263,2264]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Colosseum","Distant Bloodsoaked Arena Memory",2,""
101,"ControlBlocks",43,100,0,2364,[2176],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/ControlBlocks","Distant Slave Blocks Memory",2,""
102,"Crypt",51,100,0,2367,[2177],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Crypt","Distant Undercroft Memory",2,""
103,"DarkForest",23,100,0,2369,"[2310,2311,2312]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/DarkForest","Distant Grim Woods Memory",2,""
104,"DriedLake",36,100,0,2371,[2265],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/DriedLake","Distant Salted Earth Memory",2,""
105,"Dungeon",11,100,0,2372,[2178],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Dungeon","Distant Temple Ruins Memory",2,""
106,"Fields",60,100,0,2375,"[2315,2316,2317]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Fields","Distant Outskirts Memory",2,""
107,"Fissure",39,100,0,2376,[2179],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Fissure","Distant Aftermath Memory",2,""
108,"Forest",51,100,0,2379,"[2189,2190,2191]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Forest","Distant Woods Memory",2,""
109,"ForestCave",17,100,0,2381,[2266],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/ForestCave","Distant Sprawling Caverns Memory",2,""
110,"Garden",32,100,0,2382,[2180],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Gardens","Distant Palace Grounds Memory",2,""
111,"Glacier",51,100,0,2384,"[2267,2268,2269,2270]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Glacier","Distant Glacial Cavern Memory",2,""
112,"Graveyard",18,100,0,2385,"[2192,2193,2194]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Graveyard","Distant Burial Grounds Memory",2,""
113,"Haunt",51,100,0,2387,[2181],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Haunt","Distant Bleak Halls Memory",2,""
114,"Iceberg",42,100,0,2388,[2318],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Iceberg","Distant Frozen Drift Memory",2,""
115,"Library",32,100,0,2389,"[2271,2272]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Library","Distant Reading Chambers Memory",2,""
116,"Lunaris",31,100,0,2392,"[2287,2288,2289,2290]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Lunaris","Distant Bloodbath Memory",2,""
117,"LushCrater",48,100,0,2395,[2320],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/LushCrater","Distant Lush Crater Memory",2,""
118,"Mesa",11,100,0,2397,"[2278,2279]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Mesa","Distant Rocky Mesa Memory",2,""
119,"Mineshaft",36,100,0,2398,[2280],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Mines","Distant Deep Dig Memory",2,""
120,"MoonTemple",60,100,0,2401,"[2273,2274,2275,2276,2277]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/MoonTemple","Distant Moonlight Temple Memory",2,""
121,"Mushroom",11,100,0,2404,[2195],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Mushroom","Distant Mushroom Grotto Memory",2,""
122,"Oasis",63,100,0,2405,[2184],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Oasis","Distant Paradise Memory",2,""
123,"Ossuary",46,100,0,2406,[2281],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Ossuary","Distant Grim Sepulchre Memory",2,""
124,"Park",51,100,0,2407,[2182],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Park","Distant City Park Memory",2,""
125,"Pier",31,100,0,2409,"[2196,2197]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Pier","Distant Landing Memory",2,""
126,"Plateau",39,100,0,2410,"[2282,2283,2284,2285,2286]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Plateau","Distant Volcanic Plateau Memory",2,""
127,"PoolsAndStreams",21,100,0,2411,"[2291,2292,2293]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/PoolsAndStreams","Distant Lush Wetlands Memory",2,""
128,"Prison",51,100,0,2412,"[2198,2199]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Prison","Distant Detention Centre Memory",2,""
129,"Quarry",38,100,0,2413,[2183],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Quarry","Distant Labour Camp Memory",2,""
130,"Reef",52,100,0,2415,[2294],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Reef","Distant Rockpools Memory",2,""
131,"Ridge",48,100,0,2418,"[2295,2296]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Ridge","Distant Cliffside Path Memory",2,""
132,"Rooftop",47,100,0,2419,[2319],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Rooftop","Distant Rooftops Memory",2,""
133,"RuinedTemple",17,100,0,2420,[2297],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/RuinedTemple","Distant Reclaimed Temple Memory",2,""
134,"Sanctuary",45,100,0,2421,"[2200,2201,2202]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Sanctuary","Distant Ritual Memory",2,""
135,"Scepter",34,100,0,2424,"[2203,2204,2205]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Scepter","Distant Eternal Residence Memory",2,""
136,"Sewers",51,100,0,2427,"[2206,2207,2208]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Sewers","Distant Effluvia Memory",2,""
137,"Solaris",29,100,0,2429,"[2209,2210,2211]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Solaris","Distant Pristine Palace Memory",2,""
138,"SpiderForest",19,100,0,2432,[2185],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/SpiderForest","Distant Tangle Memory",2,""
139,"SpiderThicket",19,100,0,2433,"[2301,2302,2303]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/SpiderForest","Distant Infested Temple Memory",2,""
140,"Slums",26,100,0,2434,"[2298,2299,2300]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Slums","Distant Shanty Town Memory",2,""
141,"SwampBog",11,100,0,2435,[2212],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/SwampBog","Distant Mud Pit Memory",2,""
142,"Thicket",51,100,0,2436,"[2304,2305,2306]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Thicket","Distant Overgrowth Memory",2,""
143,"Causeway",56,100,0,2351,[2173],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Causeway","Distant River Crossing Memory",2,""
144,"Canals",51,100,0,2349,"[2307,2308,2309]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Canals","Distant Waterfront Memory",2,""
145,"EarlyAcidCave",1,10,0,2330,[2165],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/AcidCave","Distant Limestone Hollow Memory",2,""
146,"EarlyBeach",1,10,0,2345,[2171],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Beach","Distant Sandbar Memory",2,""
147,"EarlyDungeon",1,10,0,2372,[2178],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Dungeon","Distant Temple Ruins Memory",2,""
148,"EarlyMesa",1,10,0,2397,"[2278,2279]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Mesa","Distant Rocky Mesa Memory",2,""
149,"StartBeach_Small",1,2,100,2347,[2171],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Beach","Sandbar Memory",0,""
150,"StartGlacier_Small",3,5,100,2286,"[2267,2268,2269,2270]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Glacier","Glacial Cavern Memory",0,""
151,"StartMesa_Small",3,5,100,2287,"[2278,2279]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Mesa","Rocky Mesa Memory",0,""
152,"Archives_Small",32,50,100,2337,[2168],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Archives","Repository Memory",0,""
153,"Archives_Medium",32,100,100,2336,[2168],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Archives","Repository Memory",1,""
154,"Chambers_Small",45,50,100,2362,[2175],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Chambers","Courthouse Memory",0,""
155,"Chambers_Medium",45,100,100,2361,[2175],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Chambers","Courthouse Memory",1,""
156,"Cells_Medium",51,100,100,2358,"[2313,2314]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Cells","Holding Cells Memory",1,""
157,"LushCrater_Medium",48,100,100,2396,[2320],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/LushCrater","Lush Crater Memory",1,""
158,"AshenWood_Medium",16,100,100,2299,[2169],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/AshenWood","Wildfire Memory",1,""
159,"Belly_Medium",40,100,100,2300,[2172],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Belly","Nightmare Memory",1,""
160,"Fields_Medium",60,100,100,2306,"[2315,2316,2317]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Fields","Outskirts Memory",1,""
161,"Iceberg_Medium",42,100,100,2311,[2318],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Iceberg","Frozen Drift Memory",1,""
162,"Oasis_Medium",63,100,100,2314,[2184],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Oasis","Paradise Memory",1,""
163,"Pier_Medium",31,100,100,2316,"[2196,2197]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Pier","Landing Memory",1,""
164,"Rooftop_Medium",47,100,100,2321,[2319],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Rooftop","Rooftops Memory",1,""
165,"SpiderForest_Medium",19,100,100,2325,[2185],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/SpiderForest","Tangle Memory",1,""
166,"SwampBog_Medium",11,100,100,2327,[2212],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/SwampBog","Mud Pit Memory",1,""
