"rownum","rid","rid","rid","bool","bool","i32","bool"
281,10225,66,80,1,1,100,""
282,10226,66,80,1,1,125,""
283,10227,66,81,1,1,75,""
284,10228,66,81,1,1,125,""
285,10230,66,81,1,1,350,""
286,10229,66,81,1,1,100,""
287,10231,66,81,1,1,350,""
288,10233,66,82,1,1,100,""
289,10234,66,82,1,1,125,""
290,10232,66,82,1,1,75,""
291,10235,66,82,1,1,350,""
292,10236,66,83,1,1,75,""
293,10237,66,83,1,1,100,""
294,10238,66,83,1,1,125,""
295,10239,66,84,1,1,75,""
296,10241,66,84,1,1,350,""
297,10240,66,84,1,1,125,""
298,10242,66,85,1,1,75,""
299,10243,66,85,1,1,100,""
300,10245,66,85,1,1,350,""
301,10244,66,85,1,1,125,""
302,10246,66,86,1,1,75,""
303,10247,66,86,1,1,100,""
304,10249,66,86,"","",125,""
305,10248,66,86,1,1,100,""
306,10250,66,87,1,1,75,""
307,10251,66,87,"","",125,""
308,10252,66,87,1,1,125,""
309,10254,66,87,1,1,125,""
310,10253,66,87,1,1,125,""
311,10255,66,88,1,1,75,""
312,10256,66,88,1,1,100,""
313,10257,66,88,1,1,350,""
314,10258,66,88,1,1,500,""
315,10259,66,88,"",1,125,""
316,10260,66,89,1,1,75,""
317,10261,66,89,1,1,100,""
318,10262,66,89,"",1,100,""
319,10263,66,89,1,1,125,""
320,10264,66,89,"",1,125,""
321,10265,66,90,1,1,75,""
322,10266,66,90,"","",125,""
323,10267,66,90,1,1,125,""
324,10268,66,90,"",1,350,""
325,10269,66,90,1,1,350,""
326,10270,66,91,1,1,75,""
327,10271,66,91,1,1,75,""
328,10272,66,91,1,1,100,""
329,10273,66,91,1,1,100,""
330,10274,66,91,1,1,125,""
331,10275,66,91,1,1,75,""
332,10276,66,91,1,1,75,""
333,10277,66,91,1,1,125,""
334,10278,66,91,"",1,125,""
335,10279,66,91,"","",125,""
336,10280,66,91,1,1,350,""
337,10281,66,92,1,1,500,""
338,10282,66,92,1,1,125,""
339,10283,66,92,1,1,500,""
340,10284,66,92,"",1,350,""
341,10285,66,92,"",1,350,""
342,10286,66,92,1,1,350,""
343,10287,66,92,1,1,350,""
344,11614,103,103,1,1,25,""
345,11615,103,103,1,1,25,""
346,11616,103,103,1,1,25,""
347,11617,103,103,1,1,25,""
348,11618,103,103,1,1,25,""
349,11619,103,103,1,1,35,""
350,11620,103,103,1,1,35,""
351,11621,103,103,1,1,55,""
352,11622,103,103,1,1,55,""
353,11623,103,103,1,1,125,""
354,9648,58,59,"",1,250,""
355,9694,58,59,"",1,400,""
356,9840,58,59,"",1,175,""
357,9503,58,59,"",1,1250,""
358,9723,58,59,"",1,350,""
359,9497,58,59,"",1,65,""
360,11521,58,59,"",1,1850,""
361,9834,58,59,"",1,250,""
362,9599,58,59,"",1,200,""
363,9496,58,59,"",1,525,""
364,9642,58,59,"",1,825,""
365,9511,58,59,"",1,425,""
366,9824,58,59,"",1,175,""
367,9742,58,59,"",1,125,""
368,9678,58,59,"",1,500,""
369,9663,58,59,"",1,65,""
370,9489,58,59,"",1,200,""
371,9785,58,59,"",1,375,""
372,9553,58,59,"",1,15,""
373,9754,58,59,"",1,625,""
374,9806,58,59,"",1,1150,""
375,9562,58,59,"",1,150,""
376,9826,58,59,"",1,275,""
377,9711,58,59,"",1,700,""
378,9610,58,59,"",1,150,""
379,9822,58,59,"",1,400,""
380,9813,58,59,"",1,850,""
381,9722,58,59,"",1,450,""
382,9466,58,59,"",1,150,""
383,9498,58,59,"",1,75,""
384,9618,58,59,"",1,225,""
385,9668,58,59,"",1,55,""
386,9799,58,59,"",1,400,""
387,9751,58,59,"",1,925,""
388,9837,58,59,"",1,475,""
389,9569,58,59,"",1,250,""
390,9517,58,59,"",1,350,""
391,9596,58,59,"",1,150,""
392,9802,58,59,"",1,450,""
393,9585,58,59,"",1,10,""
394,9682,58,59,"",1,925,""
395,11234,58,59,"",1,550,""
396,9495,58,59,"",1,450,""
397,9675,58,59,"",1,500,""
398,9726,58,59,"",1,800,""
399,9537,58,59,"",1,40,""
400,9606,58,59,"",1,475,""
401,9752,58,59,"",1,275,""
402,9765,58,59,"",1,75,""
403,9677,58,59,"",1,150,""
404,9626,58,59,"",1,75,""
405,9750,58,59,"",1,1450,""
406,9444,58,59,"",1,375,""
407,9420,58,59,"",1,120,""
408,9757,58,59,"",1,225,""
409,9638,58,59,"",1,175,""
410,9469,58,59,"",1,150,""
411,9604,58,59,"",1,55,""
412,9526,58,59,"",1,125,""
413,9814,58,59,"",1,375,""
414,9425,58,59,"",1,25,""
415,9791,58,59,"",1,925,""
416,9458,58,59,"",1,225,""
417,9459,58,59,"",1,70,""
418,9704,58,59,"",1,1250,""
419,9582,58,59,"",1,150,""
420,9500,58,59,"",1,250,""
421,9532,58,59,"",1,150,""
422,9620,58,59,"",1,325,""
423,9438,58,59,"",1,200,""
424,9676,58,59,"",1,400,""
425,9520,58,59,"",1,65,""
426,9641,58,59,"",1,925,""
427,9829,58,59,"",1,1100,""
428,9761,58,59,"",1,300,""
429,9702,58,59,"",1,250,""
430,9529,58,59,"",1,250,""
431,9622,58,59,"",1,175,""
432,9509,58,59,"",1,150,""
433,9470,58,59,"",1,25,""
434,9577,58,59,"",1,275,""
435,9797,58,59,"",1,225,""
436,9479,58,59,"",1,200,""
437,9421,58,59,"",1,120,""
438,9661,58,59,"",1,175,""
439,9724,58,59,"",1,1350,""
440,9560,58,59,"",1,40,""
441,9417,58,59,"",1,35,""
442,9721,58,59,"",1,800,""
443,9451,58,59,"",1,200,""
444,9493,58,59,"",1,105,""
445,9844,58,59,"",1,1850,""
446,9607,58,59,"",1,175,""
447,9491,58,59,"",1,275,""
448,9619,58,59,"",1,125,""
449,9743,58,59,"",1,55,""
450,9477,58,59,"",1,15,""
451,9453,58,59,"",1,275,""
452,9473,58,59,"",1,850,""
453,9773,58,59,"",1,1025,""
454,9504,58,59,"",1,125,""
455,9756,58,59,"",1,550,""
456,9666,58,59,"",1,225,""
457,9561,58,59,"",1,90,""
458,9492,58,59,"",1,175,""
459,9578,58,59,"",1,175,""
460,9522,58,59,"",1,275,""
461,9681,58,59,"",1,1600,""
462,9462,58,59,"",1,175,""
463,9456,58,59,"",1,300,""
464,9424,58,59,"",1,150,""
465,9581,58,59,"",1,125,""
466,9684,58,59,"",1,1600,""
467,9465,58,59,"",1,400,""
468,9533,58,59,"",1,125,""
469,9443,58,59,"",1,350,""
470,9647,58,59,"",1,650,""
471,9437,58,59,"",1,35,""
472,9579,58,59,"",1,150,""
473,9830,58,59,"",1,350,""
474,9827,58,59,"",1,925,""
475,9471,58,59,"",1,250,""
476,9534,58,59,"",1,900,""
477,9468,58,59,"",1,225,""
478,9564,58,59,"",1,110,""
479,9435,58,59,"",1,60,""
480,9550,58,59,"",1,400,""
481,9501,58,59,"",1,100,""
482,9521,58,59,"",1,200,""
483,9502,58,59,"",1,125,""
484,9558,58,59,"",1,275,""
485,9634,58,59,"",1,825,""
486,9483,58,59,"",1,1200,""
487,9546,58,59,"",1,75,""
488,9519,58,59,"",1,250,""
489,9450,58,59,"",1,125,""
490,9559,58,59,"",1,95,""
491,9843,58,59,"",1,550,""
492,9725,58,59,"",1,650,""
493,9746,58,59,"",1,275,""
494,9455,58,59,"",1,275,""
495,9543,58,59,"",1,125,""
496,9587,58,59,"",1,275,""
497,9584,58,59,"",1,200,""
498,9613,58,59,"",1,925,""
499,9547,58,59,"",1,65,""
500,11677,58,59,"",1,375,""
501,9539,58,59,"",1,950,""
502,9740,58,59,"",1,275,""
503,9667,58,59,"",1,225,""
504,9688,58,59,"",1,175,""
505,11519,58,59,"",1,1000,""
506,9730,58,60,"",1,1150,""
507,9770,58,60,"",1,475,""
508,9525,58,60,"",1,200,""
509,9786,58,60,"",1,425,""
510,9690,58,60,"",1,300,""
511,9800,58,60,"",1,350,""
512,9516,58,60,"",1,150,""
513,9762,58,60,"",1,650,""
514,9758,58,60,"",1,375,""
515,9669,58,60,"",1,1050,""
516,9594,58,60,"",1,175,""
517,9828,58,60,"",1,1450,""
518,9764,58,60,"",1,725,""
519,9706,58,60,"",1,1850,""
520,9748,58,60,"",1,650,""
521,11373,58,60,"",1,1350,""
522,11372,58,60,"",1,925,""
523,9709,58,60,"",1,550,""
524,9528,58,60,"",1,65,""
525,9555,58,60,"",1,175,""
526,9426,58,60,"",1,150,""
527,9515,58,60,"",1,120,""
528,9508,58,60,"",1,325,""
529,9810,58,60,"",1,650,""
530,9782,58,60,"",1,250,""
531,9418,58,60,"",1,35,""
532,11676,58,60,"",1,1250,""
533,9753,58,60,"",1,1350,""
534,9771,58,60,"",1,575,""
535,9565,58,60,"",1,150,""
536,11236,58,60,"",1,1850,""
537,9580,58,60,"",1,350,""
538,9728,58,60,"",1,350,""
539,9628,58,60,"",1,650,""
540,9530,58,60,"",1,55,""
541,9686,58,60,"",1,650,""
542,9554,58,60,"",1,125,""
543,9801,58,60,"",1,625,""
544,9598,58,60,"",1,95,""
545,9737,58,60,"",1,400,""
546,9819,58,60,"",1,1100,""
547,9729,58,60,"",1,925,""
548,9423,58,60,"",1,450,""
549,9736,58,60,"",1,100,""
550,9627,58,60,"",1,700,""
551,9710,58,60,"",1,500,""
552,9563,58,60,"",1,250,""
553,9614,58,60,"",1,175,""
554,9693,58,60,"",1,1850,""
555,9816,58,60,"",1,925,""
556,9416,58,60,"",1,925,""
557,9821,58,60,"",1,300,""
558,9571,58,60,"",1,125,""
559,9766,58,60,"",1,950,""
560,9603,58,60,"",1,575,""
561,9448,58,60,"",1,150,""
562,9427,58,60,"",1,1350,""
563,9796,58,60,"",1,325,""
564,9589,58,60,"",1,150,""
565,9590,58,60,"",1,500,""
566,9732,58,60,"",1,650,""
567,9651,58,60,"",1,575,""
568,9524,58,60,"",1,200,""
569,9441,58,60,"",1,10,""
570,9419,58,60,"",1,20,""
571,9778,58,60,"",1,275,""
572,9659,58,60,"",1,125,""
573,9776,58,60,"",1,325,""
574,9807,58,60,"",1,1450,""
575,9472,58,60,"",1,150,""
576,9597,58,60,"",1,55,""
577,9572,58,60,"",1,115,""
578,9583,58,60,"",1,375,""
579,9833,58,60,"",1,1850,""
580,9670,58,60,"",1,200,""
581,9790,58,60,"",1,375,""
582,9847,58,60,"",1,200,""
583,9538,58,60,"",1,125,""
584,9600,58,60,"",1,150,""
585,9631,58,60,"",1,525,""
586,9531,58,60,"",1,90,""
587,9592,58,60,"",1,250,""
588,9588,58,60,"",1,110,""
589,9713,58,60,"",1,700,""
590,9625,58,60,"",1,45,""
591,9505,58,60,"",1,450,""
592,9720,58,60,"",1,725,""
593,9741,58,60,"",1,275,""
594,9436,58,60,"",1,70,""
595,9586,58,60,"",1,125,""
596,9672,58,60,"",1,90,""
597,9527,58,60,"",1,250,""
598,9696,58,60,"",1,875,""
599,9759,58,60,"",1,600,""
600,9454,58,61,"",1,275,""
601,9745,58,61,"",1,125,""
602,9673,58,61,"",1,375,""
603,9784,58,61,"",1,1850,""
604,9775,58,61,"",1,90,""
605,11232,58,61,"",1,600,""
606,9739,58,61,"",1,600,""
607,9566,58,61,"",1,125,""
608,9442,58,61,"",1,125,""
609,9836,58,61,"",1,325,""
610,9452,58,61,"",1,150,""
611,9823,58,61,"",1,750,""
612,9783,58,61,"",1,500,""
613,9680,58,61,"",1,225,""
614,9793,58,61,"",1,300,""
615,9842,58,61,"",1,275,""
616,9671,58,61,"",1,275,""
617,9445,58,61,"",1,10,""
618,9845,58,61,"",1,175,""
619,9630,58,61,"",1,375,""
620,9480,58,61,"",1,1850,""
621,11522,58,61,"",1,775,""
622,9494,58,61,"",1,20,""
623,9447,58,61,"",1,95,""
624,9568,58,61,"",1,350,""
625,9601,58,61,"",1,150,""
626,9805,58,61,"",1,250,""
627,9449,58,61,"",1,5,""
628,9660,58,61,"",1,550,""
629,9747,58,61,"",1,125,""
630,9646,58,61,"",1,375,""
631,9518,58,61,"",1,250,""
632,9482,58,61,"",1,25,""
633,9848,58,61,"",1,275,""
634,9707,58,61,"",1,825,""
635,9674,58,61,"",1,125,""
636,11371,58,61,"",1,175,""
637,9439,58,61,"",1,125,""
638,9685,58,61,"",1,150,""
639,9433,58,61,"",1,150,""
640,9639,58,61,"",1,200,""
641,9461,58,61,"",1,105,""
642,9609,58,61,"",1,425,""
643,9656,58,61,"",1,225,""
644,9731,58,61,"",1,600,""
645,9650,58,61,"",1,125,""
646,9616,58,61,"",1,150,""
647,9788,58,61,"",1,575,""
648,9593,58,61,"",1,200,""
649,9422,58,61,"",1,15,""
650,9794,58,61,"",1,325,""
651,9652,58,61,"",1,325,""
652,9545,58,61,"",1,325,""
653,9683,58,61,"",1,250,""
654,9488,58,61,"",1,90,""
655,9715,58,61,"",1,350,""
656,9803,58,61,"",1,70,""
657,9808,58,61,"",1,325,""
658,9464,58,61,"",1,175,""
659,9476,58,61,"",1,85,""
660,9415,58,61,"",1,25,""
661,9636,58,61,"",1,55,""
662,9735,58,61,"",1,1450,""
663,9429,58,61,"",1,60,""
664,11235,58,62,"",1,325,""
665,9703,58,62,"",1,375,""
666,9738,58,62,"",1,775,""
667,9574,58,62,"",1,175,""
668,9825,58,62,"",1,450,""
669,9548,58,62,"",1,150,""
670,9835,58,62,"",1,450,""
671,9457,58,62,"",1,85,""
672,9484,58,62,"",1,150,""
673,9490,58,62,"",1,125,""
674,9820,58,62,"",1,475,""
675,9779,58,62,"",1,1250,""
676,9460,58,62,"",1,675,""
677,9733,58,62,"",1,450,""
678,9780,58,62,"",1,375,""
679,9708,58,62,"",1,275,""
680,9431,58,62,"",1,150,""
681,9714,58,62,"",1,1025,""
682,9487,58,62,"",1,35,""
683,9485,58,62,"",1,675,""
684,9774,58,62,"",1,775,""
685,9507,58,62,"",1,525,""
686,9486,58,62,"",1,150,""
687,9772,58,62,"",1,475,""
688,9811,58,62,"",1,275,""
689,9602,58,62,"",1,200,""
690,9635,58,62,"",1,150,""
691,9691,58,62,"",1,125,""
692,9430,58,62,"",1,110,""
693,9640,58,62,"",1,150,""
694,9513,58,62,"",1,110,""
695,9481,58,62,"",1,675,""
696,9815,58,63,"",1,525,""
697,9812,58,63,"",1,725,""
698,11674,58,63,"",1,500,""
699,9831,58,63,"",1,125,""
700,9655,58,63,"",1,85,""
701,9551,58,63,"",1,125,""
702,9679,58,63,"",1,250,""
703,9705,58,63,"",1,125,""
704,9792,58,63,"",1,725,""
705,9795,58,63,"",1,175,""
706,9540,58,63,"",1,70,""
707,9804,58,63,"",1,275,""
708,9514,58,63,"",1,110,""
709,9605,58,63,"",1,125,""
710,9591,58,63,"",1,200,""
711,9523,58,63,"",1,80,""
712,9839,58,63,"",1,250,""
713,9687,58,63,"",1,30,""
714,9556,58,63,"",1,55,""
715,9817,58,63,"",1,250,""
716,9665,58,63,"",1,125,""
717,9499,58,63,"",1,150,""
718,9838,58,63,"",1,250,""
719,9544,58,63,"",1,55,""
720,9769,58,63,"",1,275,""
721,9697,58,63,"",1,200,""
722,9629,58,63,"",1,200,""
723,9716,58,63,"",1,175,""
724,9718,58,63,"",1,250,""
725,9475,58,63,"",1,200,""
726,9467,58,63,"",1,85,""
727,9692,58,63,"",1,1150,""
728,9658,58,63,"",1,200,""
729,9608,58,63,"",1,350,""
730,9777,58,63,"",1,375,""
731,9643,58,63,"",1,175,""
732,9637,58,63,"",1,400,""
733,9510,58,63,"",1,125,""
734,9478,58,63,"",1,115,""
735,9645,58,63,"",1,275,""
736,9698,58,63,"",1,150,""
737,9541,58,63,"",1,225,""
738,9734,58,63,"",1,200,""
739,9542,58,64,"",1,175,""
740,9700,58,64,"",1,775,""
741,9695,58,64,"",1,775,""
742,9536,58,64,"",1,110,""
743,9434,58,64,"",1,150,""
744,9432,58,64,"",1,250,""
745,9717,58,64,"",1,725,""
746,9768,58,64,"",1,425,""
747,9512,58,64,"",1,125,""
748,9617,58,64,"",1,40,""
749,9846,58,65,"",1,325,""
750,9664,58,65,"",1,100,""
751,9657,58,65,"",1,250,""
752,9841,58,65,"",1,1150,""
753,9699,58,65,"",1,275,""
754,9644,58,65,"",1,225,""
755,9763,58,65,"",1,250,""
756,9789,58,65,"",1,350,""
757,9781,58,65,"",1,275,""
758,9719,58,65,"",1,350,""
759,9474,58,65,"",1,50,""
760,11520,58,65,"",1,575,""
761,9749,58,65,"",1,1150,""
762,9744,58,65,"",1,225,""
763,9463,58,65,"",1,125,""
764,9809,58,65,"",1,575,""
765,9767,58,65,"",1,150,""
766,11675,58,65,"",1,525,""
767,9624,58,65,"",1,175,""
768,9506,58,65,"",1,120,""
769,9798,58,65,"",1,925,""
770,9611,58,65,"",1,350,""
771,9575,58,65,"",1,125,""
772,9612,58,65,"",1,425,""
773,9818,58,65,"",1,200,""
774,9440,58,65,"",1,125,""
775,9632,58,65,"",1,650,""
776,9549,58,65,"",1,825,""
777,9832,58,65,"",1,775,""
778,9535,58,65,"",1,125,""
779,9654,58,65,"",1,300,""
780,9653,58,65,"",1,175,""
781,9649,58,65,"",1,450,""
782,9755,58,65,"",1,225,""
783,9623,58,65,"",1,200,""
784,9576,58,65,"",1,125,""
785,9557,58,65,"",1,125,""
786,9573,58,65,"",1,125,""
787,9446,58,65,"",1,105,""
788,74,53,14,"",1,75,""
789,60,53,14,"",1,75,""
790,61,53,14,"",1,75,""
791,63,53,14,"",1,75,""
792,57,53,14,"",1,100,""
793,80,53,14,1,"",250,""
794,73,53,14,"",1,150,""
795,62,53,14,"",1,175,""
796,66,53,14,"",1,175,""
797,68,53,14,"",1,175,""
798,58,53,14,"",1,175,""
799,59,53,14,"",1,225,""
800,64,53,14,"",1,225,""
801,67,53,14,"",1,225,""
802,69,53,14,"",1,225,""
803,71,53,14,"",1,225,""
804,77,53,14,"",1,225,""
805,78,53,14,"",1,225,""
806,65,53,14,"","",75,""
807,70,53,14,"",1,250,""
808,75,53,14,"","",75,""
809,76,53,14,"","",75,""
810,79,53,14,"","",75,""
811,7937,53,53,1,1,250,""
812,210,53,53,1,1,1,""
813,7902,37,39,1,1,50,""
814,7903,37,40,1,1,50,""
815,7904,37,41,1,1,50,""
816,7905,37,42,1,1,75,""
817,7906,37,43,1,1,75,""
818,7922,37,39,1,1,450,""
819,7923,37,40,1,1,450,""
820,7924,37,41,1,1,450,""
821,7925,37,42,1,1,675,""
822,7926,37,43,1,1,675,""
823,195,37,39,1,1,2,1
824,196,37,40,1,1,2,1
825,197,37,41,1,1,2,1
826,198,37,42,1,1,1,""
827,199,37,43,1,1,1,""
828,200,37,39,1,1,400,""
829,201,37,40,1,1,400,""
830,202,37,41,1,1,400,""
831,203,37,42,1,1,600,""
