"rownum","BetrayalDialogueCueKey","i32","i32","i32","i32","i32","[i32]","rid","i32","rid","[rid]","rid","bool","[i32]","[rid]","bool","[i32]","rid","[rid]"
62,4,0,0,0,4,0,[],"",100,"",[0],"","",[],[],"",[],2354,[]
63,4,0,0,0,4,1,[],"",100,2,[],"","",[],[],"",[],2355,[]
64,4,0,0,0,4,2,[],"",100,4,[],"","",[],[],"",[],2356,[]
65,4,0,0,0,5,0,[],"",100,1,[],"","",[],[],"",[],2357,[]
66,4,0,0,0,5,1,[],"",100,2,[],"","",[],[],"",[],2358,[]
67,4,0,0,0,5,2,[],"",100,4,[],"","",[],[],"",[],2359,[]
68,4,0,0,0,5,3,[],"",100,3,[],"","",[],[],"",[],2360,[]
69,4,0,0,0,5,4,[1],"",300,"",[],"","",[],[],"",[],2361,[]
70,4,0,0,0,5,5,[3],"",300,"",[],"","",[],[],"",[],2362,[]
71,4,0,0,0,5,6,[5],"",300,"",[],"","",[],[],"",[],2363,[]
72,4,0,0,0,5,7,[6],"",300,"",[],"","",[],[],"",[],2364,[]
73,4,0,0,0,5,8,"[2,4]","",300,"",[],"","",[],[],"",[],2365,[]
74,4,0,0,0,5,9,[],"",100,"","[1,2]","","",[],[],"",[],2366,[]
75,4,0,0,0,5,10,[],"",100,"",[0],"","",[],[],"",[],2367,[]
76,4,0,0,0,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],2368,[]
77,4,0,0,0,8,1,[],"",300,"",[],"","",[],[3],"",[],2369,[]
78,4,0,0,0,8,2,[],"",300,"",[],"","",[],[7],"",[],2370,[]
79,4,0,0,0,8,3,[],"",300,"",[],"","",[],[4],"",[],2371,[]
80,4,0,0,0,8,4,[],"",300,"",[],"","",[],[10],"",[],2372,[]
81,4,0,0,0,8,5,[],"",300,"",[],"","",[],"[9,8]","",[],2373,[]
82,4,0,0,0,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22,13,14,15]","",[],2374,[]
83,4,0,0,0,9,0,[],"",100,"",[],"","",[],"[3,13,14,15]","",[],2375,[]
84,4,0,0,0,9,1,[],"",100,"",[],"","",[],[7],"",[],2376,[]
85,4,0,0,0,9,2,[],"",100,"",[],"","",[],[4],"",[],2377,[]
86,4,0,0,0,9,3,[],"",100,"",[],"","",[],[10],"",[],2378,[]
87,4,0,0,0,9,4,[],"",100,"",[],"","",[],"[9,8]","",[],2379,[]
88,4,0,0,0,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],2380,[]
89,4,0,0,0,6,0,[],"",300,"",[],"","",[],[5],"",[],2381,[]
90,4,0,0,0,6,1,[],"",300,"",[],"","",[],[11],"",[],2382,[]
91,4,0,0,0,6,2,[],"",300,"",[],"","",[],[6],"",[],2383,[]
92,4,0,0,0,6,3,[],"",300,"",[],"","",[],[12],"",[],2384,[]
93,4,0,0,0,6,4,[],7,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2385,[]
94,4,0,0,0,6,5,[],5,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2386,[]
95,4,0,0,0,6,6,[],8,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2387,[]
96,4,0,0,0,6,7,[],13,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2388,[]
97,4,0,0,0,6,8,[],14,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2389,[]
98,4,0,0,0,6,9,[],"",100,"",[],"","",[],"[5,11,6,12,16,17]","",[],2390,[]
99,4,0,0,0,10,0,[],"",100,"",[],"","",[],[2],"",[],2391,[]
100,4,0,0,0,10,1,[],"",100,"",[],"","",[7],[2],"",[],2392,[]
101,4,0,0,0,10,2,[],"",100,"",[2],"","",[],[2],"",[],2393,[]
102,4,0,0,0,10,3,[1],"",300,"",[],"","",[],[2],"",[],2394,[]
103,4,0,0,0,7,0,[],"",100,"",[],"","",[],[],"",[],2395,[]
104,4,0,0,0,7,1,[],7,1000,"",[],"","",[],[],1,[],2396,[]
105,4,0,0,0,7,2,[],3,1000,"",[],"","",[],[],1,[],2397,[]
106,4,0,0,0,7,3,[],6,1000,"",[],"","",[],[],1,[],2398,[]
107,4,0,0,0,7,4,[],16,1000,"",[],"","",[],[],1,[],2399,[]
108,4,0,0,0,7,5,[],17,1000,"",[],"","",[],[],1,[],2400,[]
109,4,0,0,0,7,6,[],"",100,"",[],"","",[],[],"",[],2401,[]
110,4,0,0,0,11,0,[],"",100,"",[],"","",[],[],"",[],2402,[]
111,4,0,0,0,11,1,[1],"",300,"",[],"","",[],[],"",[],2403,[]
112,4,0,0,0,11,2,[3],"",300,"",[],"","",[],[],"",[],2404,[]
113,4,0,0,0,12,0,[],"",100,"",[1],"","",[],[],"",[],2405,[]
114,4,0,0,0,12,1,[],"",100,"",[2],"","",[],[],"",[],2406,[]
115,4,0,0,0,12,2,[],"",100,"",[0],"","",[],[],"",[],2407,[]
116,4,0,0,0,14,0,[],"",100,"",[],"","",[],[],"",[],2408,[]
117,4,0,0,0,0,15,[9],"",100,"",[],"",1,[],[],"",[],2409,[]
118,4,0,0,0,4,3,[],"",100,"",[],"",1,[],[],"",[],2410,[]
119,4,0,0,0,5,11,[],"",100,"",[],"",1,[],[],"",[],2411,[]
120,4,0,0,0,9,6,[],"",100,"",[],"",1,[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],2412,[]
121,4,0,0,0,11,3,[],"",100,"",[],"",1,[],[],"",[],2413,[]
122,1,0,0,0,0,0,[],"",10,"",[],"","",[],[],1,[9],2420,[]
123,1,0,0,0,0,1,[],"",100,1,[],"","",[],[],"",[],2421,[]
124,1,0,0,0,0,2,[],"",100,2,[],"","",[],[],"",[],2422,[]
125,1,0,0,0,0,3,[],"",100,4,[],"","",[],[],"",[],2423,[]
126,1,0,0,0,0,4,[],"",100,3,[],"","",[],[],"",[],2424,[]
127,1,0,0,0,0,5,[1],"",300,"",[],"","",[],[],"",[],2425,[]
128,1,0,0,0,0,6,[3],"",300,"",[],"","",[],[],"",[],2426,[]
129,1,0,0,0,0,7,[5],"",300,"",[],"","",[],[],"",[],2427,[]
130,1,0,0,0,0,8,[6],"",300,"",[],"","",[],[],"",[],2428,[]
131,1,0,0,0,0,9,"[2,4]","",300,"",[],"","",[],[],"",[],2429,[]
132,1,0,0,0,0,10,[],"",100,"",[],32,"",[],[],"",[],2430,[]
133,1,0,0,0,0,11,[],"",100,"",[],31,"",[],[],"",[],2431,[]
134,1,0,0,0,0,12,[],"",100,"",[],8,"",[],[],"",[],2432,[]
135,1,0,0,0,0,13,[],"",100,"",[],6,"",[],[],"",[],2433,[]
136,1,0,0,0,0,14,[],"",100,"",[],4,"",[],[],"",[],2434,[]
137,1,0,0,0,13,0,[],"",10,"",[],"","",[],[],1,[],2435,[]
138,1,0,0,0,1,0,[],"",100,1,"[1,2]","","",[],[],"",[],2436,[]
139,1,0,0,0,1,1,[],"",100,2,"[1,2]","","",[],[],"",[],2437,[]
140,1,0,0,0,1,2,[],"",100,4,"[1,2]","","",[],[],"",[],2438,[]
141,1,0,0,0,1,3,[],"",100,3,"[1,2]","","",[],[],"",[],2439,[]
142,1,0,0,0,1,4,[],"",100,"","[1,2]","","",[],[],"",[],2440,[]
143,1,0,0,0,1,5,[],"",100,"","[1,2]","","",[],[],"",[],2441,[]
144,1,0,0,0,1,6,[],7,1000,"","[1,2]","","",[],[],1,[],2442,[]
145,1,0,0,0,1,7,[],2,1000,"","[1,2]","","",[],[],1,[],2443,[]
146,1,0,0,0,1,8,[],13,1000,"","[1,2]","","",[],[],1,[],2444,[]
147,1,0,0,0,1,9,[],14,1000,"","[1,2]","","",[],[],1,[],2445,[]
148,1,0,0,0,1,10,[],17,1000,"","[1,2]","","",[],[],1,[],2446,[]
149,1,0,0,0,1,11,[],"",100,"","[1,2]","","",[],[],"",[],2447,[]
150,1,0,0,0,1,12,[],"",100,1,[0],"","",[],[],"",[],2448,[]
151,1,0,0,0,1,13,[],"",100,2,[0],"","",[],[],"",[],2449,[]
152,1,0,0,0,1,14,[],"",100,4,[0],"","",[],[],"",[],2450,[]
153,1,0,0,0,1,15,[],"",100,3,[0],"","",[],[],"",[],2451,[]
154,1,0,0,0,1,16,[],2,1000,"",[0],"","",[],[],1,[],2452,[]
155,1,0,0,0,1,17,[],3,1000,"",[0],"","",[],[],1,[],2453,[]
156,1,0,0,0,1,18,[],10,1000,"",[0],"","",[],[],1,[],2454,[]
157,1,0,0,0,1,19,[],11,1000,"",[0],"","",[],[],1,[],2455,[]
158,1,0,0,0,1,20,[],16,1000,"",[0],"","",[],[],1,[],2456,[]
159,1,0,0,0,1,21,[],"",100,"",[0],"","",[],[],"",[],2457,[]
160,1,0,0,0,2,0,[],"",100,1,[0],"","",[],[],"",[],2458,[]
161,1,0,0,0,2,1,[],"",100,2,[0],"","",[],[],"",[],2459,[]
162,1,0,0,0,2,2,[],"",100,4,[0],"","",[],[],"",[],2460,[]
163,1,0,0,0,2,3,[],"",100,3,[0],"","",[],[],"",[],2461,[]
164,1,0,0,0,2,4,[],2,1000,"",[0],"","",[],[],1,[],2462,[]
165,1,0,0,0,2,5,[],10,1000,"",[0],"","",[],[],1,[],2463,[]
166,1,0,0,0,2,6,[],11,1000,"",[0],"","",[],[],1,[],2464,[]
167,1,0,0,0,2,7,[],16,1000,"",[0],"","",[],[],1,[],2465,[]
168,1,0,0,0,2,8,[],"",1000,"",[0],"","",[],[],"",[],2466,[]
169,1,0,0,0,1,22,[7],"",100,1,[],"","",[],[],"",[],2467,[]
170,1,0,0,0,1,23,[7],"",100,2,[],"","",[],[],"",[],2468,[]
171,1,0,0,0,1,24,[7],"",100,4,[],"","",[],[],"",[],2469,[]
172,1,0,0,0,1,25,[7],"",100,3,[],"","",[],[],"",[],2470,[]
173,1,0,0,0,1,26,[7],3,1000,"",[],"","",[],[],1,[],2471,[]
174,1,0,0,0,1,27,[7],5,1000,"",[],"","",[],[],1,[],2472,[]
175,1,0,0,0,1,28,[7],10,1000,"",[],"","",[],[],1,[],2473,[]
176,1,0,0,0,1,29,[7],11,1000,"",[],"","",[],[],1,[],2474,[]
177,1,0,0,0,1,30,[7],17,1000,"",[],"","",[],[],1,[],2475,[]
178,1,0,0,0,1,31,[7],"",100,"",[],"","",[],[],"",[],2476,[]
179,1,0,0,0,3,0,[],"",100,1,[],"","",[],[],"",[],2477,[]
180,1,0,0,0,3,1,[],"",100,2,[],"","",[],[],"",[],2478,[]
181,1,0,0,0,3,2,[],"",100,4,[],"","",[],[],"",[],2479,[]
182,1,0,0,0,3,3,[],"",100,3,[],"","",[],[],"",[],2480,[]
183,1,0,0,0,4,0,[],"",100,"",[0],"","",[],[],"",[],2481,[]
184,1,0,0,0,4,1,[],"",100,2,[],"","",[],[],"",[],2482,[]
185,1,0,0,0,4,2,[],"",100,4,[],"","",[],[],"",[],2483,[]
186,1,0,0,0,5,0,[],"",100,1,[],"","",[],[],"",[],2484,[]
187,1,0,0,0,5,1,[],"",100,2,[],"","",[],[],"",[],2485,[]
188,1,0,0,0,5,2,[],"",100,4,[],"","",[],[],"",[],2486,[]
189,1,0,0,0,5,3,[],"",100,3,[],"","",[],[],"",[],2487,[]
190,1,0,0,0,5,4,[1],"",300,"",[],"","",[],[],"",[],2488,[]
191,1,0,0,0,5,5,[3],"",300,"",[],"","",[],[],"",[],2489,[]
192,1,0,0,0,5,6,[5],"",300,"",[],"","",[],[],"",[],2490,[]
193,1,0,0,0,5,7,[6],"",300,"",[],"","",[],[],"",[],2491,[]
194,1,0,0,0,5,8,"[2,4]","",300,"",[],"","",[],[],"",[],2492,[]
195,1,0,0,0,5,9,[],"",100,"","[1,2]","","",[],[],"",[],2493,[]
196,1,0,0,0,5,10,[],"",100,"",[0],"","",[],[],"",[],2494,[]
197,1,0,0,0,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],2501,[]
198,1,0,0,0,8,1,[],"",300,"",[],"","",[],[3],"",[],2495,[]
199,1,0,0,0,8,2,[],"",300,"",[],"","",[],"[7,13,14,15]","",[],2496,[]
200,1,0,0,0,8,3,[],"",300,"",[],"","",[],[4],"",[],2497,[]
201,1,0,0,0,8,4,[],"",300,"",[],"","",[],[10],"",[],2498,[]
202,1,0,0,0,8,5,[],"",300,"",[],"","",[],"[9,8]","",[],2499,[]
203,1,0,0,0,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22]","",[],2500,[]
204,1,0,0,0,9,0,[],"",100,"",[],"","",[],"[3,13,14,15]","",[],2502,[]
205,1,0,0,0,9,1,[],"",100,"",[],"","",[],[7],"",[],2503,[]
206,1,0,0,0,9,2,[],"",100,"",[],"","",[],[4],"",[],2504,[]
207,1,0,0,0,9,3,[],"",100,"",[],"","",[],[10],"",[],2505,[]
208,1,0,0,0,9,4,[],"",100,"",[],"","",[],"[9,8]","",[],2506,[]
209,1,0,0,0,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],2507,[]
210,1,0,0,0,6,0,[],"",300,"",[],"","",[],[5],"",[],2508,[]
211,1,0,0,0,6,1,[],"",300,"",[],"","",[],[11],"",[],2509,[]
212,1,0,0,0,6,2,[],"",300,"",[],"","",[],[6],"",[],2510,[]
213,1,0,0,0,6,3,[],"",300,"",[],"","",[],[12],"",[],2511,[]
214,1,0,0,0,6,4,[],2,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2512,[]
215,1,0,0,0,6,5,[],3,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2513,[]
216,1,0,0,0,6,6,[],10,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2514,[]
217,1,0,0,0,6,7,[],11,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2515,[]
218,1,0,0,0,6,8,[],16,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],2516,[]
219,1,0,0,0,6,9,[],"",100,"",[],"","",[],"[5,11,6,12,16,17]","",[],2517,[]
220,1,0,0,0,10,0,[],"",100,"",[],"","",[],[2],"",[],2518,[]
221,1,0,0,0,10,1,[],"",100,"",[],"","",[7],[2],"",[],2519,[]
222,1,0,0,0,10,2,[],"",100,"",[2],"","",[],[2],"",[],2520,[]
223,1,0,0,0,10,3,[1],"",300,"",[],"","",[],[2],"",[],2521,[]
224,1,0,0,0,7,0,[],"",100,"",[],"","",[],[],"",[],2522,[]
225,1,0,0,0,7,1,[],2,1000,"",[],"","",[],[],1,[],2523,[]
226,1,0,0,0,7,2,[],3,1000,"",[],"","",[],[],1,[],2524,[]
227,1,0,0,0,7,3,[],9,1000,"",[],"","",[],[],1,[],2525,[]
228,1,0,0,0,7,4,[],11,1000,"",[],"","",[],[],1,[],2526,[]
229,1,0,0,0,7,5,[],13,1000,"",[],"","",[],[],1,[],2527,[]
230,1,0,0,0,7,6,[],"",100,"",[],"","",[],[],"",[],2528,[]
231,1,0,0,0,11,0,[],"",100,"",[],"","",[],[],"",[],2529,[]
232,1,0,0,0,11,1,[1],"",300,"",[],"","",[],[],"",[],2530,[]
233,1,0,0,0,11,2,[3],"",300,"",[],"","",[],[],"",[],2531,[]
234,1,0,0,0,12,0,[],"",100,"",[1],"","",[],[],"",[],2532,[]
235,1,0,0,0,12,1,[],"",100,"",[2],"","",[],[],"",[],2533,[]
236,1,0,0,0,12,2,[],"",100,"",[0],"","",[],[],"",[],2534,[]
237,1,0,0,0,14,0,[],"",100,"",[],"","",[],[],"",[],2535,[]
238,1,0,0,0,0,15,[9],"",100,1,[],"",1,[],[],"",[],2536,[]
239,1,0,0,0,0,16,[6],"",100,"",[],"",1,[],[],"",[],2537,[]
240,1,0,0,0,4,3,[],"",100,"",[],"",1,[],[],"",[],2538,[]
241,1,0,0,0,5,11,[],"",100,"",[],"",1,[],[],"",[],2539,[]
242,1,0,0,0,11,3,[],"",100,"",[],"",1,[],[],"",[],2540,[]
243,10,0,0,0,0,0,[],"",10,"",[],"","",[],[],1,[9],2547,[]
244,10,0,0,0,0,1,[],"",100,1,[],"","",[],[],"",[],2548,[]
245,10,0,0,0,0,2,[],"",100,2,[],"","",[],[],"",[],2549,[]
246,10,0,0,0,0,3,[],"",100,4,[],"","",[],[],"",[],2550,[]
247,10,0,0,0,0,4,[],"",100,3,[],"","",[],[],"",[],2551,[]
248,10,0,0,0,0,5,[1],"",300,"",[],"","",[],[],"",[],2552,[]
249,10,0,0,0,0,6,[3],"",300,"",[],"","",[],[],"",[],2553,[]
250,10,0,0,0,0,7,[3],"",300,"",[],"","",[],[],"",[],2554,[]
251,10,0,0,0,0,8,[3],"",300,"",[],"","",[],[],"",[],2555,[]
252,10,0,0,0,0,9,[5],"",300,"",[],"","",[],[],"",[],2556,[]
253,10,0,0,0,0,10,[6],"",300,"",[],"","",[],[],"",[],2557,[]
254,10,0,0,0,0,11,[6],"",300,"",[],"","",[],[],"",[],2558,[]
255,10,0,0,0,0,12,[2],"",300,"",[],"","",[],[],"",[],2559,[]
256,10,0,0,0,0,13,[],"",100,"",[],25,"",[],[],"",[],2560,[]
257,10,0,0,0,0,14,[],"",100,"",[],22,"",[],[],"",[],2561,[]
258,10,0,0,0,0,15,[],"",100,"",[],23,"",[],[],"",[],2562,[]
259,10,0,0,0,0,16,[],"",100,"",[],21,"",[],[],"",[],2563,[]
260,10,0,0,0,0,17,[],"",100,"",[],7,"",[],[],"",[],2564,[]
261,10,0,0,0,13,0,[],"",10,"",[],"","",[],[],1,[],2565,[]
262,10,0,0,0,1,0,[],"",100,1,"[1,2]","","",[],[],"",[],2566,[]
263,10,0,0,0,1,1,[],"",100,2,"[1,2]","","",[],[],"",[],2567,[]
264,10,0,0,0,1,2,[],"",100,4,"[1,2]","","",[],[],"",[],2568,[]
265,10,0,0,0,1,3,[],"",100,3,"[1,2]","","",[],[],"",[],2569,[]
266,10,0,0,0,1,4,[],"",100,"","[1,2]","","",[],[],"",[],2570,[]
267,10,0,0,0,1,5,[],"",100,"","[1,2]","","",[],[],"",[],2571,[]
268,10,0,0,0,1,6,[],4,1000,"","[1,2]","","",[],[],1,[],2572,[]
269,10,0,0,0,1,7,[],9,1000,"","[1,2]","","",[],[],1,[],2573,[]
270,10,0,0,0,1,8,[],6,1000,"","[1,2]","","",[],[],1,[],2574,[]
271,10,0,0,0,1,9,[],14,1000,"","[1,2]","","",[],[],1,[],2575,[]
272,10,0,0,0,1,10,[],15,1000,"","[1,2]","","",[],[],1,[],2576,[]
273,10,0,0,0,1,11,[],"",100,"","[1,2]","","",[],[],"",[],2577,[]
274,10,0,0,0,1,12,[],"",100,1,[0],"","",[],[],"",[],2578,[]
275,10,0,0,0,1,13,[],"",100,2,[0],"","",[],[],"",[],2579,[]
276,10,0,0,0,1,14,[],"",100,4,[0],"","",[],[],"",[],2580,[]
277,10,0,0,0,1,15,[],"",100,3,[0],"","",[],[],"",[],2581,[]
278,10,0,0,0,1,16,[],1,1000,"",[0],"","",[],[],1,[],2582,[]
279,10,0,0,0,1,17,[],7,1000,"",[0],"","",[],[],1,[],2583,[]
280,10,0,0,0,1,18,[],4,1000,"",[0],"","",[],[],1,[],2584,[]
281,10,0,0,0,1,19,[],12,1000,"",[0],"","",[],[],1,[],2585,[]
282,10,0,0,0,1,20,[],14,1000,"",[0],"","",[],[],1,[],2586,[]
283,10,0,0,0,1,21,[],"",100,"",[0],"","",[],[],"",[],2587,[]
284,10,0,0,0,2,0,[],"",100,1,[0],"","",[],[],"",[],2588,[]
285,10,0,0,0,2,1,[],"",100,2,[0],"","",[],[],"",[],2589,[]
286,10,0,0,0,2,2,[],"",100,4,[0],"","",[],[],"",[],2590,[]
287,10,0,0,0,2,3,[],"",100,3,[0],"","",[],[],"",[],2591,[]
288,10,0,0,0,2,4,[],1,1000,"",[0],"","",[],[],1,[],2592,[]
289,10,0,0,0,2,5,[],2,1000,"",[0],"","",[],[],1,[],2593,[]
290,10,0,0,0,2,6,[],3,1000,"",[0],"","",[],[],1,[],2594,[]
291,10,0,0,0,2,7,[],15,1000,"",[0],"","",[],[],1,[],2595,[]
292,10,0,0,0,2,8,[],16,1000,"",[0],"","",[],[],1,[],2596,[]
293,10,0,0,0,2,9,[],"",100,"",[0],"","",[],[],"",[],2597,[]
294,10,0,0,0,1,22,[7],"",100,1,[],"","",[],[],"",[],2598,[]
295,10,0,0,0,1,23,[7],"",100,2,[],"","",[],[],"",[],2599,[]
296,10,0,0,0,1,24,[7],"",100,4,[],"","",[],[],"",[],2600,[]
297,10,0,0,0,1,25,[7],"",100,3,[],"","",[],[],"",[],2601,[]
298,10,0,0,0,1,26,[7],"",100,"",[],"","",[],[],"",[],2602,[]
299,10,0,0,0,1,27,[7],2,1000,"",[],"","",[],[],1,[],2603,[]
300,10,0,0,0,1,28,[7],8,1000,"",[],"","",[],[],1,[],2604,[]
301,10,0,0,0,1,29,[7],11,1000,"",[],"","",[],[],1,[],2605,[]
302,10,0,0,0,1,30,[7],14,1000,"",[],"","",[],[],1,[],2606,[]
303,10,0,0,0,1,31,[7],16,1000,"",[],"","",[],[],1,[],2607,[]
304,10,0,0,0,3,0,[],"",100,1,[],"","",[],[],"",[],2608,[]
305,10,0,0,0,3,1,[],"",100,2,[],"","",[],[],"",[],2609,[]
306,10,0,0,0,3,2,[],"",100,4,[],"","",[],[],"",[],2610,[]
307,10,0,0,0,3,3,[],"",100,3,[],"","",[],[],"",[],2611,[]
308,10,0,0,0,4,0,[],"",100,"",[0],"","",[],[],"",[],2612,[]
309,10,0,0,0,4,1,[],"",100,2,[],"","",[],[],"",[],2613,[]
310,10,0,0,0,4,2,[],"",100,4,[],"","",[],[],"",[],2614,[]
311,10,0,0,0,5,0,[],"",100,1,[],"","",[],[],"",[],2615,[]
312,10,0,0,0,5,1,[],"",100,2,[],"","",[],[],"",[],2616,[]
313,10,0,0,0,5,2,[],"",100,4,[],"","",[],[],"",[],2617,[]
314,10,0,0,0,5,3,[],"",100,3,[],"","",[],[],"",[],2618,[]
315,10,0,0,0,5,4,[1],"",300,"",[],"","",[],[],"",[],2619,[]
316,10,0,0,0,5,5,[3],"",300,"",[],"","",[],[],"",[],2620,[]
317,10,0,0,0,5,6,[5],"",300,"",[],"","",[],[],"",[],2621,[]
318,10,0,0,0,5,7,[6],"",300,"",[],"","",[],[],"",[],2622,[]
