"rownum","Id","i32","Text"
54,"UniqueGlovesStrDex1",22727,"A soft caress in dead of night,\r\nthat slips about the neck, so tight."
55,"UniqueGlovesStrDex2",64162,"Wealth is not to be borne lightly."
56,"UniqueGlovesInt1",3472,"Wealth unspent is wealth wasted."
57,"UniqueGlovesInt2",45361,"While Doedre lacked Maligaro's sense of style,\r\nshe surpassed her master in pure malevolence."
58,"UniqueGlovesDexInt1",38027,"A single lightning strike fells a man.\r\nA single knife stroke fells an empire."
59,"UniqueGlovesStr1",1020,"Why cling to your sanity? It offers you nothing.\r\nSurrender to me, and I will grant you everything."
60,"UniqueAmulet7",62882,"The light that reveals is the glare that blinds."
61,"UniqueAmulet8",44377,"Mindless rage will shake the world,\r\nCunning lies will bend it.\r\nReckless haste will break the world,\r\nAnd into darkness send it."
62,"UniqueBelt1",54755,"They say a lifetime of wisdom is carried\r\nin every skin the great beasts shed."
63,"UniqueBelt2",20027,"Few men cast a longer shadow\r\n than the Great Meginord of the North."
64,"UniqueBelt3",48116,"A large enough debt turns even a friend\r\ninto an enemy, and the Perandus family\r\nhad more debtors than anyone."
65,"UniqueBelt4",53105,"Kaom's strength was rivaled only by\r\nthe great Meginord of the north."
66,"UniqueShieldStrDex1",64059,"By tourney's end, Daresso bled and shivered.\r\nYet even accursed treachery failed to steal the champion's victory."
67,"UniqueShieldInt1",13627,"The Vaal emptied their slaves of beating hearts,\r\nand left a mountain of twitching dead."
68,"UniqueShieldDex1",64040,"Cold, miserable and alone... but alive."
69,"UniqueShieldDex2",30765,"\""With piety and justice.\""\r\n- Perandus family motto"
70,"UniqueShieldStr1",56658,"Marceus' unblemished shield is a testament\r\nto his arrogance... and his fate."
71,"UniqueTwoHandAce2",25361,"Accept your fate, or lie, pretend.\r\nDeath collects you in the end."
72,"UniqueTwoHandSword3",6138,"His final sensation was of the executioner's blade.\r\nIt was not cold, instead warm and reassuring,\r\nmurmuring a promise of better times ahead.\r\nSmiling, he returned death's embrace."
73,"UniqueRapier1",3540,"She paints her offer in wicked hues\r\nAn off-white grin, an elegant bruise.\r\nTo the nascent scourge she sings the ruse:\r\n\""With me in hand, what else need you use?\"""
74,"UniqueBodyStrInt2",9550,"Nothing stops the pain like a courageous rush into battle."
75,"UniqueBodyStrInt2x",52089,"\""Prototype #7 achieved even greater injury responsiveness than expected,\r\nthough at considerable cost to the long-term survival rate of the user.\"""
76,"UniqueShieldStrInt1",46505,"A swift mind solves problems before they occur."
77,"UniqueHelmetInt4",16022,"The malice in her gaze froze blood and shattered bone."
78,"UniqueWand1",40818,"Cast into darkness\r\nAnd trapped for a thousand years,\r\nThe lonely moon weeps"
79,"UniqueMap1",56241,"\""Should I depart this mortal coil,\r\nso shall all of my treasures.\""\r\n- Atziri, Queen of the Vaal"
80,"UniqueHelmetStrDex2",13836,"Swift as thought are the actions of Man \r\nwhen borne on wings of divine providence."
81,"UniqueShieldStrInt2",9503,"When blood is paid, the weak think twice."
82,"UniqueShieldStrInt3",4325,"From death springs life."
83,"UniqueTwoHandMace3",9032,"Lumbering as a sea lion, clumsy as a berry-drunk pigeon. That was Erqi. \r\nIt mattered little. When Erqi's maul fell true, so did its target."
84,"UniqueAmulet9",38807,"Forged from the blood of countless wars, \r\nits thirst has only begun."
85,"UniqueGlovesStr2",20971,"Ride with pride,\r\nstrike with vengeance,\r\nlive with honour."
86,"UniqueGlovesDexInt2",25943,"Fly like a Storm Crow, crush like a Rhoa"
87,"UniqueBootsDex1",7444,"Do not let them step on your feet. Keep them at bay."
88,"UniqueDagger3",41951,"Unwieldy and garish became graceful\r\nand deadly in Ungil's nimble hands."
89,"UniqueDagger3x",44076,"\""Recommend further production of Prototype #122. It makes\r\nan ideal weapon for our suppression troops and guards.\"""
90,"UniqueBootsDex2",36374,"The wyrm draws warmth from the fires of desire."
91,"UniqueBootsInt4",23221,"The dead man walks where\r\nthe living fear to tread."
92,"UniqueBootsInt4x",43877,"\""Outpost Twelve has been abandoned. On the bright side, I expect the plague of apparitions\r\nto serve as ample defence for the relics we left behind.\"" \r\n- Administrator Qotra"
93,"UniqueOneHandMace1",18427,"\""I know how to say 'faster' and 'attack'\r\nin Karui, Marak and Ezo.\""\r\n- Voll of Thebrus"
94,"UniqueBodyInt1",30680,"Shavronne's apparel became ever more extravagant\r\nas her body and soul became ever more corrupted."
95,"UniqueBow4",29432,"\""The rain of a thousand quills that whittle\r\npresent into past, life into death.\""\r\n- Rigwald of the Ezomytes"
96,"UniqueBow4x",37153,"\""How did you manage to lodge arrows in every single test subject\r\nand researcher in Lab Three simultaneously?\"" \r\n- Doctor Bircus"
97,"UniqueBow5",45238,"\""The Spirit of War knows nothing of good and evil.\r\nIt knows only destruction.\""\r\n- Sekhema Asenath"
98,"UniqueTwoHandAxe3",5370,"Swinging through the air, it sings\r\nof sundered, severed, missing things."
99,"UniqueTwoHandMace4",21218,"Cursed is the star whence it came."
100,"UniqueWand2",16747,"A chilling hush, a scraping sound\r\nOf things no more entombed in ground.\r\nA shambling horde is on its way\r\nTo crush the very light of day."
101,"UniqueWand2x",40312,"\""Simply incredible. I caught an escaping test subject myself with\r\nswarms of burning skulls. Delightful!\"" \r\n- Researcher Olesya"
102,"UniqueBow6",15594,"As a soldier you want to get close to enemy archers.\r\nThat is not the case when fighting the Maraketh."
103,"UniqueBootsDex3",20512,"Alive but not unscathed, Victario fled\r\nas slaughter blossomed at the gates."
104,"UniqueBodyStr2",33894,"It is safer to be feared than to be loved."
105,"UniqueBodyDex2",22735,"I'm hiding, yet everyone knows where I am."
106,"UniqueBodyDex3",38780,"The blasted oak stands forever."
107,"UniqueBodyInt2",30677,"He who sows an ember shall reap an inferno."
108,"UniqueBow7",2659,"Mark us with mercy, then press on with care,\r\nExecute us steadily, notch away at our despair."
109,"UniqueBow7x",59440,"\""How did you manage to lodge arrows in every single test subject\r\nand researcher in Lab Three simultaneously... again?\"" \r\n- Doctor Bircus"
110,"UniqueClaw1",40666,"The darkest clouds clashed and coupled,\r\ngiving birth to four lightning children of hate."
111,"UniqueShieldStr2",25522,"A mighty bulwark, curved and strong\r\nA dauntless wall, against the throng\r\nAll lance and arrow, knocked aside\r\nFor rout of foe, for turn of tide."
112,"QuestGlyph1",14377,"Its corrugated surface brings a strange tingle\r\nto the fingertips. This is no mere decoration."
113,"QuestGlyph2",44832,"When put to the ear it whispers not of\r\nthe sea, but long dead incantations."
114,"QuestGlyph3",13108,"Its pleasing sheen remains even in shadow,\r\nas if it were somehow lit from within."
115,"QuestAllflame",44065,"Distilled from naked ambition and unfettered obsession,\r\nthe Allflame emanates a silvern warmth like no other, \r\nand engulfs those moths fool enough to embrace it."
116,"QuestMedicineChest",32439,"Doctor \""Shaky Hands\"" Opden travelled with only the\r\nfinest medicines and antidotes... and a curiously\r\ngenerous supply of opiates."
117,"QuestPoisonSpear",32006,"Maligaro loved his tools, and took great\r\npains to keep them excruciatingly sharp."
118,"QuestPoisonGem",61677,"The withering glare of corruption, made\r\ncorporeal and pellucid in crystal."
119,"QuestRibbonSpool",28470,"Machinery makes the minions.\r\nMinions make the master."
120,"QuestThaumeticSulphite",10436,"Essence of pure thaumaturgy.\r\nApply with trepidation."
121,"QuestTolmanBracelet",51032,"A craftswoman's ode to\r\nfresh hope, a new love."
122,"QuestIntAmulet",38611,"Segregated by treachery, this artefact\r\nlongs to be reunited with her sisters."
123,"QuestDexAmulet",20017,"While this artefact resonates with power,\r\nit is simply a piece in a larger puzzle."
124,"QuestStrAmulet",32537,"A relic of a sundered relationship,\r\nit awaits reconciliation with its kin."
125,"QuestCombinedAmulet",51391,"Though its power has been shared, there\r\nis still more the Apex might unlock."
126,"QuestGoldenHand",34703,"An open palm raised in peace,\r\ncut down by the slaves of war."
127,"QuestInfernalTalc",8381,"\""A Virtue Gem is a raging thunderstorm imprisoned within a single raindrop.\r\nInfernal Talc simply lets the storm out.\"" - Malachai the Soulless"
128,"QuestSewerKeys",50984,"To enter a city's bowels is to be\r\nprivy to its best-kept secrets. "
129,"QuestTowerKey",28720,"God will only offer the door.\r\nMan must choose whether to open it."
130,"QuestBust1",18249,"The Emperor honours Hector Titucius as Supreme Servant.\r\n\""Strength in purpose is strength in deed.\"""
131,"QuestBust2",54906,"The Emperor honours Gaius Sentari as Supreme Servant.\r\n\""A man's thoughts are his shackles. A man's thoughts are his wings.\"""
132,"QuestBust3",44822,"The Emperor honours Marceus Lioneye as Supreme Servant.\r\n\""The road to Glory is paved with Sacrifice.\"""
133,"UniqueBodyDex4",17632,"To catch an animal, think like an animal."
134,"UniqueStaff2",60488,"Shed by the winged beast of night,\r\nA scaly frost-encrusted thorn.\r\nAll who feel its wintry light\r\nShiver in pain at the frozen dawn."
135,"UniqueHelmetDex3",31810,"No metal slips as easily through the fingers as gold."
136,"UniqueShieldStrInt4",37488,"Born from the marriage of ice and sky,\r\nthe aurora evokes both awe and power."
137,"UniqueSceptre1",35171,"Knowledge brings power, and with power you can\r\ngrab truth by the throat and shape it as you wish."
138,"UniqueBodyInt3",42591,"My Soul is your Strength\r\nMy Price is your Blood"
139,"UniqueBodyInt4",27888,"Despair hums, softly, deadly, in the bones of my enemies. \r\nEyes will burn, and souls wither, as they bask in my radiance."
140,"UniqueClaw2",26157,"Fear blisters the heart and thins the blood.\r\nFear squeezes lungs and sets the guts to fester.\r\nFear is the wound left untended."
141,"UniqueTwoHandSword4",12481,"The nobles wanted to take her throne.\r\nShe let the peasants take their wealth.\r\nThe peasants wanted to take her wealth.\r\nShe let the soldiers take their heads.\r\nThe soldiers wanted to take her head.\r\nShe sat on her throne and wept."
142,"UniqueShieldDex3",48621,"\""As long as I see death in my mirror, so will Wraeclast.\""\r\n- Atziri, Queen of the Vaal"
143,"UniqueTwoHandAxe4",40725,"To cease the flow of blood is to \r\nchoke the rain in the very clouds.\r\nBoth life and land feel the thirst."
144,"UniqueBow8",36727,"Centuries of development in steel armoursmithing\r\nturned the armies of the Eternal Empire\r\ninto very effective lightning rods."
145,"UniqueHelmetWreath1",2536,"To stand triumphant you must serve\r\nno master other than your own ambition."
146,"UniqueShieldInt2",51102,"You carried me through life,\r\nThe least I can do is carry you through death."
147,"UniqueDagger4",60245,"A heart can be stabbed by thoughts, \r\nIf your mind is sharp enough."
148,"UniqueDagger4x",22617,"\""There is something incredibly satisfying about impaling test\r\nsubjects with Ethereal Knives. Perhaps it is the sound -\r\nthe spell, the screams, or both.\""  - Researcher Olesya"
149,"UniqueMap2",37779,"Whispers from a world apart\r\nSpeak my name beyond the tomb;\r\nBound within the Maelström's heart,\r\nWill they grant me strength or doom?"
150,"UniqueBodyDexInt1",29601,"\""...The discomfort shown by the others is amusing, but none\r\ncan deny that my work has made quite the splash...\""\r\n- Maligaro's Journal"
151,"UniqueRing6",45109,"Existence is infinite\r\nA weave of the living and dead\r\nBeyond the understanding\r\nOf the many mortal threads"
152,"UniqueShieldStr3",13842,"Fire dances with those who doubt\r\nLicks the skin and flesh from the fearful\r\nWhere there is no fear\r\nThere is no flame"
153,"UniqueMap3",9859,"For his sins he was hunted in his sleep,\r\njudgement wrought of twisted nightmare.\r\nThe Coward bound his dreams to stone, awaiting\r\nanother to walk the path of true atonement."
154,"UniqueSceptre2",35432,"Left in her tomb by the lynch mob, \r\nthe flame inside still blazed bright after her death, \r\nand so did hers."
155,"QuestPage1",63557,"\""The Vaal were even more steeped in gem culture than \r\nour Emperor and his 'Gemlings'. It's an obsession \r\nas old as civilisation itself.\""\r\n- Icius Perandus"
156,"QuestPage2",57726,"\""A communion... but with what? By all accounts, \r\nit wasn't God that the Vaal were trying to reach.\""\r\n- Icius Perandus "
157,"QuestPage3",9341,"\""A waking Nightmare. \r\nMadness of the mind? \r\nOr madness of the flesh?\""\r\n- Icius Perandus "
158,"QuestPage4",12886,"\""Siosa, your Slavery will cause them to overlook you. \r\nYour Karui Way will guide you. \r\nYour Humanity will shame us all.\""\r\n- Icius Perandus "
159,"UniqueMap4",5194,"Curious, she shook it then,\r\nAnd tiny screams emerged.\r\nCuriouser, she shook again,\r\nAnd an eerie silence purred."
160,"UniqueHelmetDex4",18041,"There was no hero made out of Starkonja's death,\r\nbut merely a long sleep made eternal."
161,"QuestDecanter",59560,"\""Man is blinded by the mud of his corporeal self. Only\r\nthrough the transformation of the material into the\r\nspiritual can we hope to taste the full body of life.\""\r\n- Malachai the Soulless"
162,"QuestPlum",58804,"As succulent as blood, as sweet as power."
163,"QuestSpikeKey",19035,"A sigil of thaumaturgy graven in granite."
164,"UniqueClaw3",44995,"\""For the life of the flesh will always be in the blood.\""\r\n- Atalui, Vaal Priestess"
165,"UniqueTwoHandMace5",57016,"The faithful may continue to serve, even after death."
166,"UniqueHelmetDex5",41988,"Nature respects the strong\r\nAnd paints the snow red\r\nWith the blood of the weak"
167,"UniqueHelmetDex5x",4654,"\""Test subject walked right through the poison gas defenses, and attempts to slow her\r\nfailed. Suppression troop six, the 'Furious Flagellants,' have been sent to intervene.\"""
168,"UniqueShieldStrInt5",25712,"My bearer shall be guarded by flame,\r\nfor I am the phoenix, forever radiant in glory."
169,"UniqueBodyInt5",55682,"The night of a thousand ribbons\r\nTo remember the day of a thousand flames\r\nWhen Sarn burned\r\nAnd was born again"
170,"UniqueBodyDex5",33816,"Forget your kite shield. Just put the biggest man\r\n in the field between you and the archers."
171,"UniqueBootsInt5",56155,"\""They say that you should take life's troubles in your stride.\r\nSome men have a longer stride than others.\""\r\n- Gaius Sentari"
172,"UniqueBootsStrDex2",12713,"\""Sirrius flew on wings of light, faster than wind, faster\r\nthan thought. But try as he might to outrun the darkness,\r\nit was there, at every turn, waiting for him.\""\r\n- Azmerian legend"
173,"UniqueStaff3",8311,"Forged to rule the waves and tide\r\nDestined to serve the monkey's paw\r\nStrong as a tower of iron\r\nDeft as the needle doubt"
174,"UniqueBodyStrInt3",45873,"When Solaris closes her burning eye\r\nAt the end of time,\r\nthe world will perish in ice."
175,"UniqueBodyInt7",27849,"The greatest mistakes cause suffering \r\nlong after they have been made"
176,"UniqueGlovesStrDex3",15059,"One warrior, any armour."
177,"UniqueGlovesInt3",42063,"Cool the head and cool the blade."
178,"UniqueGlovesInt4",31221,"\""You shall hang, in blissful agony, on my every note.\""\r\n- Kalisa, Prima Donna of Sarn"
179,"UniqueGlovesInt4x",21949,"\""Our superiors were getting anxious for results, and lowered security standards.\r\nA single attempt of a spell with this unexpected power destroyed an entire floor.\"""
180,"UniqueGlovesInt5",50338,"Death is beautiful. Let not the elements\r\nmar it with their clumsy ways."
181,"UniqueGlovesInt6",59545,"Absolute corruption empowers absolutely."
182,"UniqueGlovesDexInt3",9258,"The roar of the heavens\r\nStrikes more than fear\r\nInto the hearts of Man"
183,"UniqueGlovesDexInt4",43312,"The cards don't choose life and death\r\nThat's up to the player."
184,"UniqueHelmetDex6",10379,"A lad with no fear of the pest \r\nLet rats fill his helmet in jest \r\nWhen they picked his skull clean\r\nWhere his head should have been\r\nWas naught but a vermin-filled nest!"
185,"UniqueHelmetInt5",7308,"You are the powerless master of fire."
186,"UniqueHelmetInt6",431,"Many still hold the belief that the fossilised bones\r\nof Vaal sacrifices have magical properties."
187,"UniqueHelmetStr3",49196,"When you have slain all of your enemies,\r\nwhat is left to fear?"
188,"UniqueHelmetStr3x",7970,"\""While Prototype #3 does imbue its wearer with strength to match the original,\r\nthe first researcher to don it burst into flames when he walked into sunlight...\"""
189,"UniqueRapier2",22108,"Many a collector of rarities discovered to his dismay\r\nthat the intelligent spirit in this sword\r\ndoes not like to share its master's attention"
190,"UniqueRing7",34155,"The ring I stole,\r\nMy finger they took,\r\nA shrouded mind,\r\nCut their curses short,\r\nAs I drained their spirit\r\nAnd stole their soul.\r\nA blessing is often a curse."
191,"UniqueMap5",62395,"Laughs of all the twisted\r\nEcho through these halls of gold.\r\nIn this cold forgotten void\r\nThey wander, forever uncontrolled."
192,"UniqueMap5x",59068,"\""Suppression troop two, the 'Martyrs for Science,' were able to seal\r\nthe portals before Outpost Four was overrun. Only three men survived.\"""
193,"UniqueHelmetWreath1v2",9035,"The second trial brought most to their knees.\r\nBut not you."
194,"UniqueHelmetStrDex3",54988,"May you never hear it toll."
195,"UniqueClaw4",27689,"Desperate times demand desperate measures."
196,"UniqueClaw4x_",21322,"\""An absurdly vicious weapon in the hands of our test subjects. It seems to\r\nchannel the desperate will to live. Intriguing.\"" \r\n- Researcher Olesya"
197,"UniqueClaw5",48344,"It's cold and dark where the leviathan sleeps.\r\nColder and darker than death.\r\n- Old Sailor's saying"
198,"UniqueClaw6_",31538,"\""When the hyena howls thrice\r\ndeath is sure to follow.\""\r\n-Maraketh Wisdom"
199,"UniqueRing8",51191,"Gentle anger, raging calm."
200,"UniqueAmulet10",28295,"The world is but a piece of parchment, blank and symmetric. \r\nWe label each side: one Good, one Evil; one Black, one White. \r\nThe divine truth, however, is that both are one and the same. \r\n-Jaetai, Vaal Advisor"
201,"UniqueAmulet10x",59425,"\""A rare unequivocal success, Prototype #11 causes wounds to heal so quickly\r\nthe type Delta test subject actually survived the entire testing regimen.\"""
202,"UniqueRing9",7504,"By its light, Lori led her young charges to safety \r\nand bound up their wounds. \r\nHer sword arm was iron, yet her heart gentle \r\nand proof against hate."
203,"UniqueHelmetStrDex4",11337,"\""What lies beneath your feet?!\""\r\n\""Sacred ground, watered with tears of blood!\"""
204,"UniqueBodyInt8",12158,"When dead men rise and darkness falls\r\nOnly faith can be your walls\r\nWalls of Light, not of brick\r\nTwice as strong and twice as thick"
205,"UniqueBodyStrInt4",62835,". . . and the Light faded and hope waned\r\nZahndethus cast aside his faith\r\nand embraced the darkness."
206,"UniqueWand3",24324,"\""The trick is to give nothingness,\r\nand to receive everything in return.\""\r\n- Inquisitor Maligaro"
207,"UniqueOneHandSword3",4276,"Though the Vaal revered peace, it would have \r\nbeen suicide for any culture to rouse them to war.\r\n- Icius Perandus, Scholar to the Empire."
208,"UniqueMap6",64514,"RISE, SISTER!"
209,"UniqueMap7",39962,"The Treasures of the Tides wait\r\nin agony at the End of the World."
210,"UniqueAmulet12",23227,"Flavour Text goes HERE"
211,"UniqueMap8",5855,"Flavourful flavour text is flavourful."
212,"UniqueRing10",25360,"The portrait reflected his pain,\r\na pain that she could never see."
213,"UniqueMap9",59174,"\""Here the soil is more deadly than any swing of the axe.\""\r\n- Oba of the Karui, Conqueror of Corruption."
214,"UniqueOneHandAxe1",19630,"It is too easy for the soul to escape from an open heart."
215,"UniqueOneHandAxe1x",23876,"\""Nothing feels so smooth in the hand as Prototype #66.\r\nResults like these may justify everything we do here.\"""
216,"UniqueMap10",52015,"They flew, and leapt, and clambered over,\r\nThey crawled, and swam, and slithered under.\r\nStill its ancient secrets await unclaimed\r\nAnd of this hidden temple, only legends remain."
217,"UniqueMap11",57810,"For this beauty,\r\nbeauty without strength,\r\nchokes out life. "
218,"Amulet13",27850,"\""A bit short in the arm, are you? \r\nThen you'll be short of a head soon enough.\""\r\n- Daresso the Daring"
219,"Amulet14",52797,"\""We are the soldiers of Faith, armoured in devotion.\r\nLet the sinners come, for we - the Pure - shall endure!\""\r\n- Voll of Thebrus, at the Battle of the Bridge"
220,"Amulet15",57177,"\""Grind your words into sharp thoughts.\r\nGrind your thoughts into the sharpest of deeds.\""\r\n- Victario, the People's Poet"
221,"Ring11",53316,"God blesses those who bless themselves."
222,"Ring12",20220,"To truly appreciate life you must be there when it ends"
223,"Ring13",17647,"\""Shavronne held Sanity in her right\r\nhand and Revelation in her left.\r\nBrutus chose the left hand.\""\r\n- Kadavrus, Surgeon to the Umbra"
224,"Belt5",33117,"As long as the soul is unfettered, so is the body."
225,"UniqueMap12",4732,"Flavourful flavour text is flavourful."
226,"UniqueBootsDex4",10210,"\""Sharks thrash and swirl \r\nTo the pounding drum of their frenzied hearts\r\nAs they dance in the waters red.\""\r\n-Lavianga, Guardian of the Karui Way"
227,"UniqueTwoHandMace6",27038,"Command like a king and nothing will stand in your way."
228,"UniqueTwoHandMace6x",57835,"\""Prototype #599 offers an incredible defensive power, but at a cost.\r\nWhat underlying physics are at play here, I wonder?\"""
229,"UniqueOneHandSword4",52233,"Her purpose seems done; the oath is fulfilled.\r\nRust dulls her smirk with the last demon killed.\r\nThe embers grow dim and yet hope burns her lips:\r\n\""An old flame renewed can define our eclipse!\"""
230,"UniqueAmulet16",30695,"Forge your Perseverance on the Anvil of Faith."
231,"UniqueSceptre3",59163,"With death as my ally, all the world is within my grasp."
232,"UniqueRing14",14030,"\""Our warehouses are bursting. Our vaults are full.\r\nBut our minds are still hungry.\""\r\n- Medici Perandus, Prefect to the Treasury"
233,"UniqueRing15",57629,"Let winter come. It will only make my fire burn brighter."
234,"UniqueFlask1",62906,"Knowledge is fermented in pain and loss\r\nDistilled with reflection\r\nTo quench the thirst of those\r\nwho dream of enlightenment"
235,"UniqueHelmetInt7",53453,"Turning, gazing, blinking,\r\nbehold the eyes of void.\r\nBurning, razing, drinking,\r\nyour mind is destroyed."
236,"UniqueBodyDex6",23916,"Shedding away her regal past, \r\nshe forged a new destiny. \r\nSacrificing the ephemeral joys of man, \r\nshe embraced the eternal grasp of nature. \r\nSeizing her one true wish, \r\nshe found peace at last."
237,"UniqueBootsDemigods1",53489,"Victory is on the march and nothing can stop it."
238,"UniqueBootsDemigods2",32266,"Those who burn for victory burn for eternity."
239,"UniqueBow9",55178,"It hunts; as silent as falling snow, as deadly as the tempest."
240,"UniqueBow9x",11705,"\""Beware. Prototype #91 is haunted by a strange miasma,\r\nan odour of evil. Nothing can shield the senses.\"" \r\n- Researcher Arn"
241,"UniqueBodyStr3",47536,"Tears of blood, aching heart,\r\nMy dear Isildria must depart."
242,"UniqueTwoHandAxe6",36926,"Fire and Anarchy are the most reliable agents of change."
243,"UniqueTwoHandAxe6x",43382,"\""The remarkable imbalance of Prototype #848 leads to uncommon\r\npower or speed when striking.\"""
244,"UniqueBodyStrDex1",20013,"There is no safer place\r\nThan the Belly of the Beast"
245,"UniqueHelmetDexInt2",55354,"For none of us are as cruel as all of us."
246,"UniqueHelmetDexInt2x",2036,"\""Prototype #412 seems to bear much in\r\ncommon with Thought Extractor technology.\"""
247,"UniqueHelmetStrInt3",57476,"Where top is bottom and weak is strong."
