"rownum","Id","CharactersKey","BaseItemTypesKey","SocketColours","WorldAreasKey"
134,"StrInt2_13",6,4160,"R",1312
135,"StrInt2_14",6,4199,"B",1312
136,"DexInt2_1",5,5071,"",1312
137,"DexInt2_2",5,4862,"",1312
138,"DexInt2_3",5,4936,"",1312
139,"DexInt2_4",5,5051,"",1312
140,"DexInt2_5",5,4865,"",1312
141,"DexInt2_6",5,1,"",1312
142,"DexInt2_7",5,1,"",1312
143,"DexInt2_8",5,4596,"",1312
144,"DexInt2_9",5,3732,"G",1312
145,"DexInt2_10",5,3732,"G",1312
146,"DexInt2_11",5,3708,"B",1312
147,"DexInt2_12",5,3708,"B",1312
148,"DexInt2_13",5,4180,"G",1312
149,"DexInt2_14",5,4199,"B",1312
150,"StrDexInt2_1",2,1,"",1312
151,"StrDexInt2_2",2,1,"",1312
152,"StrDexInt2_3",2,4596,"",1312
153,"StrDexInt2_4",2,4975,"",1312
154,"StrDexInt2_5",2,5029,"",1312
155,"StrDexInt2_6",2,4824,"",1312
156,"StrDexInt2_7",2,5051,"",1312
157,"StrDexInt2_8",2,3708,"B",1312
158,"StrDexInt2_9",2,4012,"GR",1312
159,"StrDexInt2_10",2,3821,"G",1312
160,"StrDexInt2_11",2,3821,"R",1312
161,"StrDexInt2_12",2,3708,"B",1312
