"rownum","BaseItemTypesKey","Armour","Evasion","EnergyShield","IncreasedMovementSpeed","Ward","i32"
108,4268,373,0,0,0,0,0
109,4269,0,19,0,0,0,0
110,4270,0,53,0,0,0,0
111,4271,0,101,0,0,0,0
112,4272,0,150,0,0,0,0
113,4273,0,203,0,0,0,0
114,4274,0,232,0,0,0,0
115,4275,0,276,0,0,0,0
116,4276,0,346,0,0,0,0
117,4277,0,369,0,0,0,0
118,4278,0,380,0,0,0,0
119,4279,0,0,6,0,0,0
120,4280,0,0,10,0,0,0
121,4281,0,0,19,0,0,0
122,4282,0,0,27,0,0,0
123,4283,0,0,34,0,0,0
124,4284,0,0,38,0,0,0
125,4285,0,0,46,0,0,0
126,4286,0,0,52,0,0,0
127,4287,0,0,57,0,0,0
128,4288,0,0,69,0,0,0
129,4289,0,0,76,0,0,0
130,4290,13,13,0,0,0,0
131,4291,37,37,0,0,0,0
132,4292,64,64,0,0,0,0
133,4293,90,90,0,0,0,0
134,4294,98,98,0,0,0,0
135,4295,117,117,0,0,0,0
136,4296,138,138,0,0,0,0
137,4297,160,160,0,0,0,0
138,4298,229,159,0,0,0,0
139,4299,162,233,0,0,0,0
140,4300,42,42,0,0,0,0
141,4301,122,122,0,0,0,0
142,4302,185,185,0,0,0,0
143,4303,16,0,4,0,0,0
144,4304,34,0,8,0,0,0
145,4305,61,0,13,0,0,0
146,4306,85,0,17,0,0,0
147,4307,101,0,20,0,0,0
148,4308,119,0,24,0,0,0
149,4309,143,0,28,0,0,0
150,4310,160,0,31,0,0,0
151,4311,224,0,30,0,0,0
152,4312,161,0,48,0,0,0
153,4313,42,0,9,0,0,0
154,4314,122,0,24,0,0,0
155,4315,185,0,36,0,0,0
156,4316,0,13,4,0,0,0
157,4317,0,29,7,0,0,0
158,4318,0,48,10,0,0,0
159,4319,0,77,16,0,0,0
160,4320,0,96,19,0,0,0
161,4321,0,104,21,0,0,0
162,4322,0,122,24,0,0,0
163,4323,0,141,28,0,0,0
164,4324,0,157,31,0,0,0
165,4325,0,207,36,0,0,0
166,4326,0,190,45,0,0,0
167,4327,0,42,9,0,0,0
168,4328,0,122,24,0,0,0
169,4329,0,185,36,0,0,0
170,4330,0,0,0,0,0,0
171,4331,0,0,0,0,0,0
172,4332,197,0,38,0,0,0
173,4333,0,0,0,0,34,0
174,4334,0,0,0,0,81,0
175,4335,0,0,0,0,137,0
176,4336,19,0,0,-3,0,0
177,4337,68,0,0,-5,0,0
178,4338,176,0,0,-5,0,0
179,4339,216,0,0,-5,0,0
180,4340,284,0,0,-5,0,0
181,4341,324,0,0,-5,0,0
182,4342,353,0,0,-5,0,0
183,4343,373,0,0,-5,0,0
184,4344,412,0,0,-5,0,0
185,4345,451,0,0,-5,0,0
186,4346,491,0,0,-5,0,0
187,4347,530,0,0,-5,0,0
188,4348,559,0,0,-5,0,0
189,4349,601,0,0,-5,0,0
190,4350,711,0,0,-5,0,0
191,4351,738,0,0,-5,0,0
192,4352,776,0,0,0,0,0
193,4353,23,0,0,0,0,0
194,4354,0,29,0,-3,0,0
195,4355,0,98,0,-3,0,0
196,4356,0,176,0,-3,0,0
197,4357,0,255,0,-3,0,0
198,4358,0,284,0,-3,0,0
199,4359,0,324,0,-3,0,0
200,4360,0,353,0,-3,0,0
201,4361,0,373,0,-3,0,0
202,4362,0,412,0,-3,0,0
203,4363,0,451,0,-3,0,0
204,4364,0,491,0,-3,0,0
205,4365,0,530,0,-3,0,0
206,4366,0,559,0,-3,0,0
207,4367,0,601,0,-3,0,0
208,4368,0,704,0,-3,0,0
209,4369,0,854,0,-3,0,0
210,4370,0,737,0,0,0,0
211,4371,0,0,12,-3,0,0
212,4372,0,0,27,-3,0,0
213,4373,0,0,39,-3,0,0
214,4374,0,0,52,-3,0,0
215,4375,0,0,58,-3,0,0
216,4376,0,0,65,-3,0,0
217,4377,0,0,71,-3,0,0
218,4378,0,0,74,-3,0,0
219,4379,0,0,82,-3,0,0
220,4380,0,0,89,-3,0,0
221,4381,0,0,96,-3,0,0
222,4382,0,0,104,-3,0,0
223,4383,0,0,109,-3,0,0
224,4384,0,0,117,-3,0,0
225,4385,0,0,130,-3,0,0
226,4386,0,0,150,-3,0,0
227,4387,0,0,163,-3,0,0
228,4388,27,27,0,-3,0,0
229,4389,48,48,0,-3,0,0
230,4390,97,97,0,-3,0,0
231,4391,119,119,0,-3,0,0
232,4392,156,156,0,-3,0,0
233,4393,178,178,0,-3,0,0
234,4394,194,194,0,-3,0,0
235,4395,210,210,0,-3,0,0
236,4396,232,232,0,-3,0,0
237,4397,254,254,0,-3,0,0
238,4398,275,275,0,-3,0,0
239,4399,297,297,0,-3,0,0
240,4400,313,313,0,-3,0,0
241,4401,376,376,0,-3,0,0
242,4402,470,373,0,-3,0,0
243,4403,415,415,0,-3,0,0
244,4404,380,477,0,-3,0,0
245,4405,27,0,8,-5,0,0
246,4406,48,0,12,-5,0,0
247,4407,97,0,21,-5,0,0
248,4408,119,0,25,-5,0,0
249,4409,156,0,32,-5,0,0
250,4410,178,0,36,-5,0,0
251,4411,194,0,39,-5,0,0
252,4412,216,0,43,-5,0,0
253,4413,237,0,47,-5,0,0
254,4414,259,0,51,-5,0,0
255,4415,281,0,55,-5,0,0
256,4416,302,0,59,-5,0,0
257,4417,325,0,63,-5,0,0
258,4418,387,0,75,-5,0,0
259,4419,377,0,87,-5,0,0
260,4420,443,0,73,-5,0,0
261,4421,401,0,91,-5,0,0
262,4422,0,27,8,-3,0,0
263,4423,0,54,13,-3,0,0
264,4424,0,102,22,-3,0,0
265,4425,0,124,26,-3,0,0
266,4426,0,156,32,-3,0,0
267,4427,0,178,36,-3,0,0
268,4428,0,194,39,-3,0,0
269,4429,0,221,44,-3,0,0
270,4430,0,243,48,-3,0,0
271,4431,0,264,52,-3,0,0
272,4432,0,286,56,-3,0,0
273,4433,0,308,60,-3,0,0
274,4434,0,330,64,-3,0,0
275,4435,0,387,75,-3,0,0
276,4436,0,436,70,-3,0,0
277,4437,0,427,88,-3,0,0
278,4438,0,353,98,-3,0,0
279,4439,329,329,64,-3,0,0
280,4440,75,75,16,0,0,0
281,4441,217,217,42,-3,0,0
282,4442,6,0,0,0,0,0
283,4443,32,0,0,0,0,0
284,4444,77,0,0,0,0,0
285,4445,109,0,0,0,0,0
286,4446,122,0,0,0,0,0
287,4447,151,0,0,0,0,0
288,4448,177,0,0,0,0,0
289,4449,220,0,0,0,0,0
290,4450,241,0,0,0,0,0
291,4451,68,0,0,0,0,0
292,4452,164,0,0,0,0,0
293,4453,236,0,0,0,0,0
294,4454,8,0,0,0,0,0
295,4455,0,13,0,0,0,0
296,4456,0,42,0,0,0,0
297,4457,0,74,0,0,0,0
298,4458,0,113,0,0,0,0
299,4459,0,129,0,0,0,0
300,4460,0,145,0,0,0,0
301,4461,0,180,0,0,0,0
302,4462,0,220,0,0,0,0
303,4463,0,246,0,0,0,0
304,4464,0,68,0,0,0,0
305,4465,0,164,0,0,0,0
306,4466,0,236,0,0,0,0
307,4467,0,0,4,0,0,0
308,4468,0,0,8,0,0,0
309,4469,0,0,15,0,0,0
310,4470,0,0,21,0,0,0
311,4471,0,0,25,0,0,0
312,4472,0,0,29,0,0,0
313,4473,0,0,34,0,0,0
314,4474,0,0,45,0,0,0
315,4475,0,0,49,0,0,0
316,4476,0,0,14,0,0,0
317,4477,0,0,32,0,0,0
318,4478,0,0,47,0,0,0
319,4479,12,12,0,0,0,0
320,4480,34,34,0,0,0,0
321,4481,55,55,0,0,0,0
322,4482,65,65,0,0,0,0
323,4483,76,76,0,0,0,0
324,4484,92,92,0,0,0,0
325,4485,106,106,0,0,0,0
326,4486,121,121,0,0,0,0
327,4487,11,0,3,0,0,0
328,4488,25,0,5,0,0,0
329,4489,51,0,10,0,0,0
330,4490,65,0,13,0,0,0
331,4491,73,0,14,0,0,0
332,4492,88,0,17,0,0,0
333,4493,104,0,20,0,0,0
334,4494,121,0,24,0,0,0
335,4495,0,12,3,0,0,0
336,4496,0,30,6,0,0,0
337,4497,0,50,10,0,0,0
338,4498,0,62,12,0,0,0
339,4499,0,74,15,0,0,0
340,4500,0,85,17,0,0,0
341,4501,0,99,19,0,0,0
342,4502,0,121,24,0,0,0
343,4503,0,185,17,0,0,0
344,4504,0,0,0,0,0,0
345,4505,0,0,0,0,0,0
346,4506,0,126,24,0,0,0
347,4507,126,126,0,0,0,0
348,4508,126,0,24,0,0,0
349,4509,0,112,31,0,0,0
350,4510,0,0,0,0,20,0
351,4511,0,0,0,0,52,0
352,4512,0,0,0,0,85,0
353,4513,6,0,0,0,0,0
354,4514,39,0,0,0,0,0
355,4515,77,0,0,0,0,0
356,4516,116,0,0,0,0,0
357,4517,129,0,0,0,0,0
358,4518,154,0,0,0,0,0
359,4519,174,0,0,0,0,0
360,4520,232,0,0,0,0,0
361,4521,242,0,0,0,0,0
362,4522,35,0,0,0,0,0
363,4523,132,0,0,0,0,0
364,4524,236,0,0,0,0,0
365,4525,0,13,0,0,0,0
366,4526,0,32,0,0,0,0
367,4527,0,71,0,0,0,0
368,4528,0,109,0,0,0,0
369,4529,0,125,0,0,0,0
370,4530,0,148,0,0,0,0
371,4531,0,177,0,0,0,0
372,4532,0,231,0,0,0,0
373,4533,0,242,0,0,0,0
374,4534,0,35,0,0,0,0
375,4535,0,132,0,0,0,0
376,4536,0,236,0,0,0,0
377,4537,0,0,4,0,0,0
378,4538,0,0,9,0,0,0
379,4539,0,0,17,0,0,0
380,4540,0,0,24,0,0,0
381,4541,0,0,27,0,0,0
382,4542,0,0,30,0,0,0
383,4543,0,0,35,0,0,0
384,4544,0,0,43,0,0,0
385,4545,0,0,47,0,0,0
386,4546,0,0,8,0,0,0
387,4547,0,0,26,0,0,0
388,4548,0,0,45,0,0,0
389,4549,9,9,0,0,0,0
390,4550,28,28,0,0,0,0
391,4551,50,50,0,0,0,0
392,4552,65,65,0,0,0,0
393,4553,78,78,0,0,0,0
394,4554,88,88,0,0,0,0
395,4555,106,106,0,0,0,0
396,4556,121,121,0,0,0,0
397,4557,14,0,3,0,0,0
398,4558,35,0,7,0,0,0
399,4559,58,0,12,0,0,0
400,4560,67,0,13,0,0,0
401,4561,78,0,15,0,0,0
402,4562,92,0,18,0,0,0
403,4563,103,0,20,0,0,0
404,4564,121,0,24,0,0,0
405,4565,0,11,3,0,0,0
406,4566,0,30,6,0,0,0
407,4567,0,57,11,0,0,0
408,4568,0,65,13,0,0,0
409,4569,0,81,16,0,0,0
410,4570,0,90,18,0,0,0
411,4571,0,104,20,0,0,0
412,4572,0,121,24,0,0,0
413,4573,0,0,0,0,0,0
414,4574,220,0,0,0,0,0
415,4575,0,220,0,0,0,0
416,4576,0,0,43,0,0,0
417,4577,108,0,27,0,0,0
418,4578,0,0,0,0,20,0
419,4579,0,0,0,0,52,0
420,4580,0,0,0,0,85,0
