"rownum","Name","ModSellPriceTypesKeys"
53,"LocalPhysicalDamageReductionRatingPercent",[1]
54,"LocalPhysicalDamageReductionRatingPercentSuffix",[2]
55,"GlobalEnergyShieldPercent",[1]
56,"LocalBaseArmourAndEvasionRating",[1]
57,"LocalBaseArmourAndEnergyShield",[1]
58,"LocalBaseEvasionRatingAndEnergyShield",[1]
59,"LocalBaseArmourEvasionRatingAndLife",[1]
60,"LocalBaseArmourEnergyShieldAndLife",[1]
61,"LocalBaseEvasionRatingEnergyShieldAndLife",[1]
62,"LocalBaseArmourAndLife",[1]
63,"LocalBaseEnergyShieldAndLife",[1]
64,"LocalBaseEvasionRatingAndLife",[1]
65,"LocalBaseEnergyShieldAndMana",[1]
66,"LocalIncreasedArmourAndEvasionAndLife",[1]
67,"LocalIncreasedArmourAndEnergyShieldAndLife",[1]
68,"LocalIncreasedEvasionAndEnergyShieldAndLife",[1]
69,"LocalIncreasedArmourAndLife",[1]
70,"LocalIncreasedEvasionAndLife",[1]
71,"LocalIncreasedEnergyShieldAndLife",[1]
72,"LocalIncreasedDefencesAndLife",[1]
73,"MonsterEnergyShieldPercent",[]
74,"WeaponSpellDamage",[2]
75,"TwoHandWeaponSpellDamage",[2]
76,"WeaponSpellDamageAddedAsChaos",[2]
77,"WeaponSpellDamageAndMana",[1]
78,"TwoHandWeaponSpellDamageAndMana",[1]
79,"LocalIncreasedPhysicalDamagePercentAndLeech",[1]
80,"LocalIncreasedPhysicalDamagePercentAndAttackSpeed",[1]
81,"LocalIncreasedPhysicalDamagePercentAndCritChance",[1]
82,"LocalIncreasedPhysicalDamagePercentAndCritMulti",[1]
83,"LocalIncreasedPhysicalDamagePercentAndStun",[1]
84,"LocalIncreasedPhysicalDamagePercentAndArea",[1]
85,"LocalIncreasedPhysicalDamagePercentAndProjSpeed",[1]
86,"LocalIncreasedPhysicalDamagePercentAndPierce",[1]
87,"ReducedChillDuration",[5]
88,"ReducedFreezeDuration",[5]
89,"ReducedFreezeDurationMaven",[5]
90,"ReducedBurnDuration",[5]
91,"ReducedBurnDurationMaven",[5]
92,"ReducedShockDuration",[5]
93,"IncreasedCastSpeed",[1]
94,"IncreasedCastSpeedFishing",[1]
95,"IncreasedCastSpeedAddedChaos",[1]
96,"IncreasedAttackSpeed",[1]
97,"MonsterIncreasedAttackSpeed",[]
98,"MonsterIncreasedCastSpeed",[]
99,"MonsterIncreasedAttackAndCastSpeed",[]
100,"MonsterMoreAttackSpeed",[]
101,"IncreasedAccuracy",[0]
102,"MonsterIncreasedAccuracyPercent",[]
103,"LifeRegeneration",[0]
104,"ManaRegeneration",[0]
105,"ManaRegenerationMaven",[0]
106,"EnergyShieldRegeneration",[5]
107,"ArrowSpeed",[]
108,"StunDurationIncreasePercent",[1]
109,"StunRecovery",[0]
110,"FireResistance",[0]
111,"ColdResistance",[0]
112,"LightningResistance",[0]
113,"AllResistances",[2]
114,"AllResistancesMaven",[2]
115,"FireResistancePrefix",[2]
116,"ColdResistancePrefix",[2]
117,"LightningResistancePrefix",[2]
118,"ArrowPiercePer10",[]
119,"ArrowAdditionalPierce",[]
120,"CorruptionBowArrowPierce",[]
121,"AdditionalArrowPierce",[]
122,"ArrowsAlwaysPierce",[]
123,"MovementVelocity",[2]
124,"MonsterMovementVelocity",[]
125,"ItemFoundQuantityIncrease",[6]
126,"ItemFoundRarityIncrease",[5]
127,"ItemFoundRarityIncreasePrefix",[5]
128,"EnergyShieldDelay",[5]
129,"FireDamagePercentage",[1]
130,"FireDamagePercentagePrefix",[2]
131,"FireDamageWeaponPrefix",[1]
132,"TwoHandFireDamageWeaponPrefix",[1]
133,"FireDamageWeaponPrefixAndFlat",[1]
134,"TwoHandFireDamageWeaponPrefixAndFlat",[1]
135,"ColdDamagePercentage",[1]
136,"ColdDamagePercentagePrefix",[2]
137,"ColdDamageWeaponPrefix",[1]
138,"TwoHandColdDamageWeaponPrefix",[1]
139,"ColdDamageWeaponPrefixAndFlat",[1]
140,"TwoHandColdDamageWeaponPrefixAndFlat",[1]
141,"LightningDamagePercentage",[1]
142,"LightningDamagePercentagePrefix",[2]
143,"LightningDamageWeaponPrefix",[1]
144,"TwoHandLightningDamageWeaponPrefix",[1]
145,"LightningDamageWeaponPrefixAndFlat",[1]
146,"TwoHandLightningDamageWeaponPrefixAndFlat",[1]
147,"ChaosDamageWeaponPrefix",[1]
148,"TwoHandChaosDamageWeaponPrefix",[1]
149,"LocalLightningDamage",[1]
150,"LocalLightningDamageTwoHand",[1]
151,"LocalLightningDamageRanged",[1]
152,"LocalFireDamage",[1]
153,"LocalFireDamageTwoHand",[1]
154,"LocalFireDamageRanged",[1]
155,"LocalFireDamageAndPen",[1]
156,"LocalFireDamageTwoHandAndPen",[1]
157,"LocalColdDamageAndPen",[1]
158,"LocalColdDamageTwoHandAndPen",[1]
159,"LocalLightningDamageAndPen",[1]
160,"LocalLightningDamageTwoHandAndPen",[1]
161,"LocalFireDamagePenetrationHybrid",[1]
162,"LocalColdDamagePenetrationHybrid",[1]
163,"LocalLightningDamagePenetrationHybrid",[1]
164,"LocalChaosDamagePenetrationHybrid",[1]
165,"FireResistancePhysTakenAsFire",[0]
166,"ColdResistancePhysTakenAsCold",[0]
167,"LightningResistancePhysTakenAsLightning",[0]
168,"FireResistanceLeech",[0]
169,"ColdResistanceLeech",[0]
170,"LightningResistanceLeech",[0]
171,"FireResistanceAilments",[0]
172,"ColdResistanceAilments",[0]
173,"LightningResistanceAilments",[0]
174,"FireDamagePhysConvertedToFire",[0]
175,"ColdDamagePhysConvertedToCold",[0]
176,"LightningDamagePhysConvertedToLightning",[0]
177,"IncreasedLifeAndPercent",[1]
178,"LifeRegenerationAndPercent",[0]
179,"EnergyShieldAndPercent",[1]
180,"EnergyShieldAndRegen",[1]
181,"IncreasedManaAndPercent",[0]
182,"IncreasedManaAndOnHit",[0]
183,"IncreasedManaAndRegen",[0]
184,"IncreasedManaAndReservation",[0]
185,"IncreasedManaAndCost",[0]
186,"IncreasedManaAndCostNew",[0]
187,"MovementVelocitySpeed",[2]
188,"MovementVelocityDodge",[2]
189,"MovementVelocitySpellDodge",[2]
190,"ItemQuantityIncrease",[6]
191,"MonsterDamageIncrease",[]
192,"MonsterDamageFromRarity",[]
193,"MonsterDamageLifeIncrease",[]
194,"MonsterSlainExperienceIncrease",[]
195,"MonsterDroppedItemRarityIncrease",[]
196,"MonsterDroppedItemQuantityIncrease",[]
197,"TormentSlainMonsterLootBonus",[]
198,"MaximumLifeIncreasePercent",[2]
199,"MonsterMaximumLifeIncreasePercent",[]
200,"LocalPhysicalDamagePercent",[2]
201,"PhysicalDamagePercent",[2]
202,"PhysicalDamagePercentPrefix",[2]
203,"LocalIncreasedAttackSpeed",[1]
204,"LocalIncreasedAttackSpeedAddedChaos",[1]
205,"LocalPhysicalDamagePercentAddedAsChaos",[2]
206,"StunThresholdReduction",[0]
207,"CriticalStrikeChance",[1]
208,"CriticalStrikeChanceWithBows",[1]
209,"CriticalStrikeChanceDaggerImplicit1",[]
210,"CriticalStrikeChanceDaggerImplicit2",[]
211,"CriticalStrikeChanceDaggerImplicit3",[]
212,"ChaosResistance",[4]
213,"ChaosResistancePrefix",[4]
214,"ChaosResistanceDamageOverTime",[]
215,"CriticalStrikeMultiplier",[2]
216,"CriticalStrikeMultiplierWithBows",[2]
217,"SpellCriticalStrikeChance",[1]
218,"NoCriticalStrikeMultiplier",[2]
219,"AxeBonuses",[]
220,"StaffBonuses",[]
221,"ClawBonuses",[]
222,"DaggerBonuses",[]
223,"MaceBonuses",[]
224,"BowBonuses",[]
225,"SwordBonuses",[]
226,"WandBonuses",[]
227,"ProjectileSpeed",[1]
228,"IncreasedAccuracyPercent",[0]
229,"IncreasedAccuracyPercentWithSwords",[0]
230,"LifeGainPerTarget",[0]
231,"LifeGainPerTargetLocal",[0]
232,"IncreasedWeaponElementalDamagePercent",[1]
233,"FlaskIncreasedRecoverySpeed",[0]
234,"FlaskIncreasedRecoveryAmount",[1]
235,"FlaskIncreasedDuration",[2]
236,"FlaskUtilityIncreasedDuration",[2]
237,"FlaskIncreasedRecoveryOnLowLife",[0]
238,"FlaskInstantRecoveryOnLowLife",[0]
239,"FlaskPartialInstantRecovery",[0]
240,"FlaskFullInstantRecovery",[1]
241,"FlaskExtraManaCostsLife",[0]
242,"FlaskExtraLifeCostsMana",[0]
243,"FlaskExtraLifeCostsLife",[0]
244,"FlaskExtraLife",[]
245,"FlaskDispellsChill",[2]
246,"FlaskDispellsBurning",[2]
247,"FlaskExtraMaxCharges",[0]
248,"FlaskIncreasedChargesAdded",[0]
249,"FlaskBuffArmourWhileHealing",[1]
250,"FlaskBuffEvasionWhileHealing",[1]
251,"FlaskBuffEnergyShieldWhileHealing",[1]
252,"FlaskBuffMovementSpeedWhileHealing",[1]
253,"FlaskBuffStunRecoveryWhileHealing",[1]
254,"FlaskBuffResistancesWhileHealing",[1]
255,"FlaskBuffLifeLeechWhileHealing",[1]
256,"FlaskBuffLifeLeechPermyriadWhileHealing",[1]
257,"FlaskBuffManaLeechWhileHealing",[1]
258,"FlaskBuffManaLeechPermyriadWhileHealing",[1]
259,"FlaskBuffKnockbackWhileHealing",[0]
260,"FlaskBuffAttackLifeLeechWhileHealing",[1]
261,"FlaskBuffSpellEnergyShieldLeechWhileHealing",[1]
262,"FlaskBuffAttackSpeedWhileHealing",[1]
263,"FlaskBuffCastSpeedWhileHealing",[1]
264,"FlaskBuffFreezeShockIgniteChanceWhileHealing",[1]
265,"FlaskBuffReducedManaCostWhileHealing",[1]
266,"FlaskBuffAccuracyWhileHealing",[1]
267,"FlaskBuffWardWhileHealing",[1]
268,"FlaskBuffAvoidStunWhileHealing",[1]
269,"FlaskHealsMinions",[0]
270,"FlaskFullRechargeOnCrit",[2]
271,"FlaskChanceRechargeOnCrit",[2]
272,"FlaskFullRechargeOnTakeCrit",[2]
273,"FlaskDispellsPoison",[2]
274,"FlaskEffectReducedDuration",[0]
275,"FlaskChargesUsed",[0]
276,"FlaskFullRechargeOnHit",[0]
277,"FlaskIncreasedHealingCharges",[1]
278,"FlaskManaRecoveryAtEnd",[2]
279,"FlaskEffectNotRemovedOnFullMana",[2]
280,"FlaskEffectNotRemovedOnFullManaReducedRecovery",[2]
281,"LocalCriticalStrikeChance",[1]
282,"LocalCriticalStrikeMultiplier",[2]
283,"FlaskBuffPreventsDeathWhileHealing",[8]
284,"FlaskLevelRequirement",[]
285,"RingLevelRequirement",[]
286,"FireDamageAsPortionOfDamage",[6]
287,"ColdDamageAsPortionOfDamage",[6]
288,"LightningDamageAsPortionOfDamage",[]
289,"MonsterFireDamageAsPortionOfDamage",[]
290,"MonsterColdDamageAsPortionOfDamage",[]
291,"MonsterLightningDamageAsPortionOfDamage",[]
292,"LifeRegenerationRatePercentage",[5]
293,"LifeRegenerationRatePercentagePerTotem",[5]
294,"MonsterLifeRegenerationRatePercentage",[]
295,"LifeRegenerationPercentAndMovementSpeed",[]
296,"MonsterSlainFlaskChargesIncrease",[]
297,"MonsterSlainGrantNoFlaskCharges",[]
298,"LifeGainedFromEnemyDeath",[0]
299,"ManaGainedFromEnemyDeath",[0]
300,"MonsterDoesNotFlee",[]
301,"LocalIncreaseSocketedFireGemLevel",[6]
302,"LocalIncreaseSocketedFireGemLevelMaven",[6]
303,"LocalIncreaseSocketedColdGemLevel",[6]
304,"LocalIncreaseSocketedColdGemLevelMaven",[6]
305,"LocalIncreaseSocketedLightningGemLevel",[6]
306,"LocalIncreaseSocketedLightningGemLevelMaven",[6]
307,"LocalIncreaseSocketedChaosGemLevel",[2]
308,"LocalIncreaseSocketedChaosGemLevelMaven",[2]
309,"LocalIncreaseSocketedProjectileGemLevel",[6]
310,"LocalIncreaseSocketedSpellGemLevel",[6]
311,"LocalIncreaseSocketedMeleeGemLevel",[6]
312,"LocalIncreaseSocketedBowGemLevel",[6]
313,"LocalIncreaseSocketedMinionGemLevel",[6]
314,"LocalIncreaseSocketedTrapGemLevel",[6]
315,"LocalIncreaseSocketedGemLevel",[6]
316,"LocalIncreaseSocketedAuraLevel",[6]
317,"LocalIncreaseSocketedStrengthGemLevel",[6]
318,"LocalIncreaseSocketedAuraLevelCorrupted",[6]
319,"LocalIncreaseSocketedCurseLevelCorrupted",[6]
320,"LocalIncreaseSocketedProjectileLevelCorrupted",[6]
321,"LocalIncreaseSocketedFireGemLevelCorrupted",[6]
322,"LocalIncreaseSocketedColdGemLevelCorrupted",[6]
323,"LocalIncreaseSocketedLightningGemLevelCorrupted",[6]
324,"GlobalIncreaseSpellSkillGemLevel",[6]
325,"GlobalIncreaseFireSpellSkillGemLevel",[6]
326,"GlobalIncreaseColdSpellSkillGemLevel",[6]
327,"GlobalIncreaseLightningSpellSkillGemLevel",[6]
328,"GlobalIncreaseChaosSpellSkillGemLevel",[6]
329,"GlobalIncreasePhysicalSpellSkillGemLevel",[6]
330,"GlobalIncreaseMinionSpellSkillGemLevel",[6]
331,"MonsterAuraPhysicalThorns",[]
332,"MonsterAuraElementalThorns",[]
333,"MonsterAuraMediumDamage",[]
334,"MonsterAuraLargeDamage",[]
335,"MonsterAuraLargeDamageAll",[]
336,"MonsterAuraSpeed",[]
337,"MonsterAuraLifeRegen",[]
338,"MonsterAuraResists",[]
339,"MonsterAuraEnergyShield",[]
340,"MonsterAuraAccuracyAndCrit",[]
341,"MonsterAuraEnemyLifeDegen",[]
342,"MonsterAuraElementalDamage",[]
343,"MonsterAuraEnemyLifeDegenCold",[]
344,"MonsterAuraEnemyLifeDegenFire",[]
345,"MonsterAuraEnemyLifeDegenLightning",[]
346,"LocalAccuracyRating",[0]
347,"LocalAccuracyRatingIncrease",[0]
348,"Strength",[1]
349,"PercentageStrength",[6]
350,"PercentageStrengthMaven",[6]
351,"Dexterity",[1]
352,"PercentageDexterity",[6]
353,"PercentageDexterityMaven",[6]
354,"Intelligence",[1]
355,"AllAttributes",[2]
356,"StaffBlockPercent",[1]
357,"StaffBlockPercentLocalAdditional",[1]
358,"StaffSpellBlockPercent",[1]
359,"ElementalDamagePercent",[1]
360,"ElementalDamagePercentMaven",[1]
361,"MonsterElementalDamageFinal",[]
362,"MonsterActBoss",[]
363,"BlockingBlocksSpells",[6]
364,"CullingStrike",[6]
365,"CullingStrikeMaven",[6]
366,"PhysicalDamagePercentOnLowLife",[6]
367,"BlockRecovery",[0]
368,"AlwaysHits",[7]
369,"AlwaysHitsGlobal",[7]
370,"HitsCauseMonsterFlee",[5]
371,"ChaosDamage",[4]
372,"MaximumEnduranceCharges",[7]
373,"MaximumEnduranceChargesMaven",[7]
374,"AddPowerChargeOnCrit",[7]
375,"ActorSize",[6]
376,"MonsterActorSize",[]
377,"MaximumManaIncreasePercent",[6]
378,"MaximumManaIncreasePercentMaven",[6]
379,"MaximumManaIncreaseShaper",[6]
380,"AreaOfEffect",[7]
381,"MovementVelocityPenalty",[]
382,"OshabiCombatVineOrange",[]
383,"OshabiCombatVineBlue",[]
384,"OshabiCombatVineGreen",[]
385,"OshabiCombatVineRed",[]
386,"MonsterConvertPhysicalDamageToFire",[]
387,"MonsterConvertPhysicalDamageToCold",[]
388,"MonsterConvertPhysicalDamageToLightning",[]
389,"MonsterConvertPhysicalDamageToChaos",[]
390,"BurnDamage",[5]
391,"CannotCrit",[]
392,"ManaCostReduction",[6]
393,"BloodMagic",[6]
394,"CannotEvade",[]
395,"MinionRunSpeed",[5]
396,"MinionLife",[5]
397,"MinionLifeMaven",[5]
398,"MinionDamage",[6]
399,"MinionChaosResistance",[1]
400,"MinionElementalResistance",[1]
401,"MinionFlatAccuracyRating",[1]
402,"MinionDuration",[1]
403,"MinionDamageOnWeapon",[1]
404,"MinionDamageOnWeaponDoubleDamage",[1]
405,"MinionDamageOnWeaponAndMana",[1]
406,"MinionAttackAndCastSpeedOnWeapon",[]
407,"CannotBeStunned",[7]
408,"AdditionalCurseOnEnemies",[6]
409,"AdditionalCurseOnEnemiesMaven",[6]
410,"ConvertPhysicalToFire",[7]
411,"ConvertPhysicalToFireMaven",[7]
412,"ConvertPhysicalToFireVeiledFamilyRestriction",[2]
413,"ConvertPhysicalToFireImplicit",[7]
414,"MonsterMultipleProjectile",[]
415,"MonsterMultipleProjectileShotgun",[]
416,"MonsterFasterProjectile",[]
417,"MonsterWealth",[]
418,"MonsterCriticalStrikes",[]
419,"MonsterResists",[]
420,"MonsterCannotBeStunned",[]
421,"LocalArmourAndEnergyShield",[1]
422,"LocalArmourAndEnergyShieldSuffix",[2]
423,"LocalArmourAndEvasion",[1]
424,"LocalArmourAndEvasionSuffix",[2]
425,"LocalEvasionAndEnergyShield",[1]
426,"LocalEvasionAndEnergyShieldSuffix",[2]
427,"LocalArmourAndEvasionAndEnergyShield",[1]
428,"LocalArmourAndEvasionAndEnergyShieldSuffix",[2]
429,"LocalArmourAndEnergyShieldAndStunRecovery",[1]
430,"LocalArmourAndEvasionAndStunRecovery",[1]
431,"LocalEvasionAndEnergyShieldAndStunRecovery",[1]
432,"LocalArmourAndEvasionAndEnergyShieldAndStunRecovery",[1]
433,"BeltIncreasedFlaskChargesGained",[0]
434,"BeltReducedFlaskChargesUsed",[0]
435,"BeltIncreasedFlaskDuration",[0]
436,"BeltFlaskLifeRecoveryRate",[0]
437,"BeltFlaskLifeRecovery",[0]
438,"GlobalFlaskLifeRecovery",[2]
439,"BeltFlaskManaRecoveryRate",[0]
440,"BeltFlaskManaRecovery",[0]
441,"MonsterImmuneToCurses",[]
442,"MonsterHexproof",[]
443,"MonsterAuraCannotDie",[]
444,"MonsterAuraSlow",[]
445,"MonsterAuraDamageReduction",[]
446,"MonsterGrantsFrenzyChargesToAlliesOnDeath",[]
447,"MonsterGainsFrenzyChargeAsKilled",[]
448,"MonsterGainsPowerChargeAsKilled",[]
449,"MonsterGainsFrenzyChargeOnHit",[]
450,"MonsterGainsPowerChargeOnHit",[]
451,"MonsterGainsEnduranceChargeOnHit",[]
452,"MonsterIncreasedCastSpeedPerPowerCharge",[]
453,"IncreasedChillDuration",[5]
454,"Acrobatics",[7]
455,"HasNoSockets",[8]
456,"ReducedShockChance",[6]
457,"AttackerTakesDamage",[0]
458,"TakesDamageWhenAttacked",[]
459,"PainAttunement",[7]
460,"ExperienceIncrease",[8]
461,"ChanceToAvoidFreezeAndChill",[6]
462,"ReducedManaCostOnLowLife",[6]
463,"ElementalResistsOnLowLife",[5]
464,"EvasionOnLowLife",[5]
465,"LifeRegenerationOnLowLife",[5]
466,"ItemRarityOnLowLife",[7]
467,"MovementVelocityOnLowLife",[5]
468,"MovementVelocityOnFullLife",[5]
469,"ConvertPhysicalToCold",[7]
470,"ConvertPhysicalToColdMaven",[7]
471,"ConvertPhysicalToColdVeiledFamilyRestriction",[2]
472,"ConvertPhysicalToColdImplicit",[7]
473,"AttackerTakesColdDamage",[4]
474,"AttackerTakesColdDamageNoRange",[4]
475,"AttackSpeedOnFullLife",[5]
476,"CastSpeedOnFullLife",[5]
477,"CastSpeedOnLowLife",[5]
478,"Conduit",[8]
479,"MinionInstability",[]
480,"PhysicalAttackDamageTaken",[5]
481,"BlockPercentAppliedToSpellsOnLowLife",[6]
482,"MaximumColdResist",[6]
483,"MeleeAttackerTakesColdDamage",[4]
484,"RangedAttackDamageTaken",[5]
485,"MonsterSpeedAndDamageFixup",[]
486,"MonsterSpeedAndDamageFixupRarity",[]
487,"PercentDamageToDealToAttacker",[6]
488,"Nothing",[]
489,"StanceScavengerRun",[]
490,"StanceMarakethGeneral",[]
491,"StanceOrionThrone",[]
492,"StanceSandLeaperHaste",[]
493,"StanceChieftainRuckus",[]
494,"StanceSnakeSlither",[]
495,"StanceVilentaEnrage",[]
496,"StanceVilentaEnrageMap",[]
497,"StanceThaneEnrage",[]
498,"StanceWestBossWalk",[]
499,"StanceAfflictionDemonRun",[]
500,"StanceBlightWheelRun",[]
501,"StanceHarvestStriderRun",[]
502,"StanceHarvestCatBossProwl",[]
503,"StanceHarvestCatBossStealth",[]
504,"StanceHarvestBossVinePhase",[]
505,"StanceHarvestBrambleHulkRun",[]
506,"StanceHarvestOshabiCrownOfThorns",[]
507,"StanceHeistMovementSpeed",[]
508,"StaceScytheHand",[]
509,"StanceVelocity",[]
510,"MonsterGainFrenzyChargeOnKinDeath",[]
511,"MonsterChanceToIgnite",[]
512,"MonsterGroundFireOnDeath",[]
513,"MonsterGroundHolyFireOnDeath",[]
514,"MonsterCausticCloudOnDeath",[]
515,"MonsterNecromancerRaisable",[]
516,"MonsterAuraRange",[]
517,"MonsterTemporalChainsOnHit",[]
518,"MonsterEnfeebleOnHit",[]
519,"MonsterChanceToTemporalChainsOnHit",[]
520,"MonsterChanceToVulnerabilityOnHit",[]
521,"MonsterChanceToFlammabilityOnHit",[]
522,"MonsterAuraAddedColdDamage",[]
523,"MonsterAuraAddedFireDamage",[]
524,"MonsterAuraAddedLightningDamage",[]
525,"MonsterCastsFirestormText",[]
526,"MonsterCastsPunctureText",[]
527,"MonsterCastsColdsnapText",[]
528,"MonsterCastsCriticalWeaknessCurseText",[]
529,"MonsterCastsElementralWeaknessCurseText",[]
530,"MonsterCastsEnfeebleCurseText",[]
531,"MonsterCastsFireballText",[]
532,"MonsterCastsIceNovaText",[]
533,"MonsterCastsIceSpearText",[]
534,"MonsterCastsMoltenShellText",[]
535,"MonsterCastsProjectileWeaknessCurseText",[]
536,"MonsterCastsShockNovaText",[]
537,"MonsterCastsSparkText",[]
538,"MonsterCastsVulnerabilityCurseText",[]
539,"MonsterCastsWarlordsMarkCurseText",[]
540,"MonsterCastsArcticBreathText",[]
541,"MonsterCastsGlacialCascadeText",[]
542,"MonsterDetonatesCorpsesText",[]
543,"MonsterExplodes",[]
544,"MonsterExplodesOnItsTargetText",[]
545,"MonsterFiresRainOfArrowsText",[]
546,"MonsterFiresBurningArrowsText",[]
547,"MonsterFiresExplosiveArrowText",[]
548,"MonsterFiresLightningArrowsText",[]
549,"MonsterFiresCausticArrowsText",[]
550,"MonsterFiresSplitArrowsText",[]
551,"MonsterLeapsOntoEnemiesText",[]
552,"MonsterRaisesUndeadText",[]
553,"MonsterSummonsExplodingSpawnText",[]
554,"MonsterSummonsMonkeysText",[]
555,"MonsterSummonsSkeletonsText",[]
556,"MonsterSummonsSpawnText",[]
557,"MonsterUsesEnduringCryText",[]
558,"MonsterUsesFlickerStrikeText",[]
559,"MonsterUsesGlacialHammerText",[]
560,"MonsterUsesGroundSlamText",[]
561,"MonsterUsesLightningStrikeText",[]
562,"MonsterUsesPhaseRunText",[]
563,"MonsterCastsShieldChargeText",[]
564,"MonsterCastsMassFrenzyText",[]
565,"MonsterCastsTemporalChainsText",[]
566,"MonsterCastsFrenzyText",[]
567,"MonsterCastsViperStrikeText",[]
568,"MonsterCastsGroundDesecrationText",[]
569,"MonsterCastsWitherText",[]
570,"MonsterCastsElementalHitText",[]
571,"MonsterCurseCastSpeed",[]
572,"FrenzyChargeOnCriticalHit",[6]
573,"GainEnduranceChargeWhenTakeCriticalStrike",[6]
574,"DisableOffhandSlot",[6]
575,"MaximumResistances",[7]
576,"CannotBlockAttacks",[]
577,"DisplaySocketedGemGetsConcentratedAreaOfEffectLevel",[5]
578,"PhysicalDamageReductionOnLowLife",[6]
579,"ShareEnduranceChargesWithParty",[6]
580,"GainEnduranceChargeWhenCriticallyHit",[6]
581,"MonsterGroundIceOnDeath",[]
582,"MonsterGroundTarOnDeath",[]
583,"BlindingHit",[5]
584,"DisplaySocketedGemGetsBlindLevel",[5]
585,"SpellDamageAndMana",[1]
586,"SpellDamage",[1]
587,"MapLarger",[]
588,"MapBranchyDungeon",[]
589,"MapTotems",[7]
590,"MapBellyTotems",[]
591,"MapTotemsMap2Tier",[]
592,"MapTotemsMapWorlds",[]
593,"MapCorruptedSideAreaTotems",[7]
594,"MapMonsterPacksSkeletons",[]
595,"MapMonsterPacksSkeletonsMap2Tier",[]
596,"MapMonsterPacksSkeletonsMapWorlds",[]
597,"MapMonsterPacksSkeletonsStrDexIntMission",[]
598,"MapMonsterPacksBandits",[]
599,"MapMonsterPacksBanditsMap2Tier",[]
600,"MapMonsterPacksGoatmen",[]
601,"MapMonsterPacksGoatmenMap2Tier",[]
602,"MapMonsterPacksGoatmenMapWorlds",[]
603,"MapMonsterPacksSpawnsSeaWitches",[]
604,"MapMonsterPacksSpawnsSeaWitchesMap2Tier",[]
605,"MapMonsterPacksSpawnsSeaWitchesStrDexIntMission",[]
606,"MapMonsterPacksSpawnsSeaWitchesMapWorlds",[]
607,"MapMonsterPacksUndeadNecromancers",[]
608,"MapMonsterPacksUndeadNecromancersMap2Tier",[]
609,"MapMonsterPacksUndeadNecromancersStrDexIntmission",[]
610,"MapMonsterPacksUndeadNecromancersMapWorlds",[]
611,"MapMonsterPacksRanged",[]
612,"MapMonsterPacksRangedMap2Tier",[]
613,"MapMonsterPacksRangedMapWorlds",[]
614,"MapMonsterPacksAnimals",[]
615,"MapMonsterPacksAnimalsMap2Tier",[]
616,"MapMonsterPacksAnimalsStrDexIntMission",[]
617,"MapMonsterPacksAnimalsMapWorlds",[]
618,"MapMonsterPacksDemons",[]
619,"MapMosnterPacksDemonsMap2Tier",[]
620,"MapMonsterPacksDemonsStrDexIntMission",[]
621,"MapMonsterPacksDemonsMapWorlds",[]
622,"MapMonsterPacksHumanoids",[]
623,"MapMonsterPacksHumanoidsMap2Tier",[]
624,"MapMonsterPacksHumanoidsStrDexIntMission",[]
625,"MapMonsterPacksHumanoidsMapWorlds",[]
