"rownum","Id","Text"
111,"MapDeviceTooManyItemsSound","Activation failed. You hear a sound in the distance."
112,"MapDeviceNotMap","Activation failed. There is no map in the map device."
113,"MapDeviceCreateInstanceFailed","Activation failed. Unable to open portals to area."
114,"MapDeviceCancelled","Activation cancelled."
115,"MapDeviceEmpty","Activation failed. The device requires a map."
116,"PlayerDisconnected","{0} has left the area."
117,"PlayerJoined","{0} has joined the area."
118,"EnteredArea","You have entered {0}."
119,"LeagueNotYetStarted","The league has not yet started and so you cannot move. Once the league has started, you will be able to move."
120,"LeagueAlreadyEnded","This league has already ended."
121,"LadderRankAlive","{1}. {0} Level {2} {3} Exp: {4}"
122,"LadderRankDead","{1}. {0} (Dead) Level {2} {3} Exp: {4}"
123,"LadderRankTimed","{1}. {0} Level {2} {3} Time: {4}"
124,"LevelUp","{0} ({1}) is now level {2}"
125,"AlreadyInPVPQueue","You must cancel your PvP queue first."
126,"MissingRequiredQuestState","You do not have the required quest state."
127,"FailedToJoinAnyInstances","Error: Failed to join any instances."
128,"FailedToJoinInstance","Error: Failed to join instance because: {0}"
129,"FailedToConnectToInstance","Failed to connect to instance"
130,"FailedToApplyCurrency","Failed to apply item: {0}"
131,"TooManyGlobalItemLinks","You may not send more than {0} items in global chat."
132,"MutedUntilSeconds","Your account has been muted by a GM. You will be able to talk again in {0}."
133,"MutedUntilSecondsConsole","Your account has been muted by a GM. You will be able to talk again in {0}. If you would like to discuss this, please send a PM to \""Support\"" via the website."
134,"ObaPlayerJoined","You must be brave or stupid to think you might loot my treasure and live. Either way, I applaud you!"
135,"ObaDoorUnlocked","Proceed, exile, and seize what you can, while you can."
136,"ObaBeginDeathCount","The corruption is growing. Hurry now, before it consumes you as it did me."
137,"ObaFinalCountdown","{0}"
138,"ObaKillPlayer","Bah! You are unworthy to bear my legacy. Feed the corruption with your corpse. "
139,"Oba75PercentOxygen","The Nightmare has your scent. Now it hungers for your flesh."
140,"Oba50PercentOxygen","Is your cup half empty or half full, exile?"
141,"Oba25PercentOxygen","Disappointing. It seems corruption will get the better of you after all. "
142,"CowardsTrialNextWave","The darkness looms forebodingly..."
143,"CowardsTrialRoomClear","The room grows still and quiet..."
144,"CowardsTrialLevelClear","The oppressive atmosphere slowly dissipates..."
145,"VaalKillOversoul","You need to kill the Vaal Oversoul."
146,"VaalDeliverAmulets","You need to give the bandit amulets to Eramir and acquire the Apex."
147,"VaalAcquireAmulets","You need to acquire the amulets of the bandit lords."
148,"VaalGetApexDex","You need to take the Apex from Kraityn."
149,"VaalGetApexStr","You need to take the Apex from Oak."
150,"VaalGetApexInt","You need to take the Apex from Alira."
151,"VaalGetApexTown","You need to take the Apex from Eramir."
152,"MonsterRemaining1","1 monster remains."
153,"MonstersRemainingN","{0} monsters remain."
154,"MonstersRemainingMoreThan50","More than 50 monsters remain."
155,"PlayerDeathCount1","You have died 1 time."
156,"PlayerDeathCountN","You have died {0} times."
157,"PlayerKillCount","You have killed {0} monsters."
158,"PvPStats1v1","1v1 W/L/D: {0}/{1}/{2}"
159,"PvPStats3v3","3v3 W/L/D: {0}/{1}/{2}"
160,"PvPPlayerJoinedTeam","{0} has joined the {1} team."
161,"PvPNotEnoughPlayers","Match failed to start. Not enough players joined."
162,"PvPPlayerKilled","{0} has been killed by {1}."
163,"PvPPartyTooLarge","Unable to join PvP: too many party members for this PvP type."
164,"PvPPlayerAlreadyInQueue","Unable to join PvP: You are already queued for PvP."
165,"PvPPartyMemberAlreadyInQueue","Unable to join PvP: A party member is already queued for PvP."
166,"PvPPlayerTooFarQuest","Unable to join PvP: You have progressed beyond the quest limit for this PvP type."
167,"PvPPartyMemberTooFarQuest","Unable to join PvP: A party member has progressed beyond the quest limit for this PvP type."
168,"PvPPlayerTooHighLevel","Unable to join PvP: You are above the level cap for this PvP type."
169,"PvPPartyMemberTooHighLevel","Unable to join PvP: A party member is above the level cap for this PvP type."
170,"PvPPlayerHasAscendancy","Unable to join PvP: You have chosen an Ascendancy class, which is not allowed for this PvP type."
171,"PvPPartyMemberHasAscendancy","Unable to join PvP: A party member has chosen an Ascendancy class, which is not allowed for this PvP type."
172,"PvPJoinFail","Unable to join PvP queue because: {0}"
173,"PvPQueueCancelled","PvP Queue cancelled."
174,"PvPQueueCancelledBy","PvP Queue cancelled by {0}."
175,"PvPMatchListUnreachable","Unable to get PvP match list because: {0}"
176,"PvPDisabled","PvP is disabled here."
177,"PlayerSuicide","{0} has committed suicide."
178,"PlayerSlain","{0} has been slain."
179,"NoCharacterSpecified","Please specify a character name."
180,"WhoIsOffline","{0} is a level {2} {3} in the {1} league who is not currently online."
181,"WhoIsOnline","{0} is a level {2} {3} in the {1} league and is currently playing in {4}."
182,"ItemOnCursorLevel","Item on cursor is level {0}."
183,"NoItemOnCursor","There is no item on the cursor."
184,"ItemOnCursorHasNoLevel","Item on cursor doesn't have a level (it needs to be one that can get mods)."
185,"FixMyHelmetSuccess","Helmet updated."
186,"OperationFailed","Operation failed."
187,"FixMyHelmetAlreadyFixed","That helmet already has the correct visual identity."
188,"FixMyHelmetUnique","The helmet on the cursor is Unique."
189,"FixMyHelmetNotHelmet","The item on the cursor is not a helmet."
190,"ItemHasMicrotransaction","You cannot do this to an item with a microtransaction effect. Please remove the microtransaction effect and try again."
191,"BugReportNumber","Your bug report reference number is {0}."
192,"PlayedTime","You have played for {0}."
193,"CharacterAge","Your character was created {0} ago."
194,"CharacterAgeUnknown","Your character has no record of creation time."
195,"HelpCtrlClick","Ctrl-click an area transition or waypoint to create a new area instance"
196,"ReceivedRespecPoint1","You have received a Passive Respec Point."
197,"ReceivedRespecPointN","You have received {0} Passive Respec Points."
198,"ReceivedPassivePoint1","You have received a Passive Skill Point."
199,"ReceivedPassivePointN","You have received {0} Passive Skill Points."
200,"ReceivedStatBonus","You have received {0}."
201,"LeagueTradeDisabled","You cannot trade in this League."
202,"TradeItemOnCursor","You cannot trade with an item on the cursor."
203,"TradePlayerBusy","That player is currently busy."
204,"TradeAccepted","Trade accepted."
205,"TradeCancelled","Trade cancelled."
206,"YouWereIgnored","That player has ignored you."
207,"AchievementServerUnreachable","Error: Unable to connect to achievement server."
208,"DestroyCursorItem","Item on cursor destroyed."
209,"DestroyItemInTrade","You cannot destroy items in trade."
210,"DestroyQuestItem","You cannot destroy quest items."
211,"DestroyMicrotransactions","You cannot destroy items with microtransaction effects on them."
212,"DestroyBanditRespec","This item cannot be destroyed, but you can sell it to an NPC for a refund."
213,"CannotCreatePublicPartyYet","You must reach the first town before you can create public parties."
214,"PublicPartyListUnreachable","Unable to get public party list because: {0}"
215,"FullPassiveSkillRefund","Your passive skills have been refunded."
216,"TeleportFailed","Teleport failed: could not place player at destination."
217,"TutorialShowItems","Hold Alt to show items on the ground."
218,"FinishedDescent","Congratulations, you have conquered Descent!"
219,"JoinedGlobalChannel","You have joined global chat channel {1} {0}."
220,"JoinedTradeChannel","You have joined trade chat channel {1} {0}."
221,"ShopPackageDoesNotExist","Shop package does not exist."
222,"ShopPackagePurchaseFailed","Failed to purchase package."
223,"ShopPackageTransactionDoesNotExist","Shop transaction does not exist."
224,"DownForMaintenanceTemp","The server you were on was brought down for maintenance. Please log in again."
225,"ThirdPartyIdAlreadyExists","This third party account already has an Path of Exile account associated with it."
226,"GuildNameTooLong","The guild name is too long."
227,"GuildTagTooLong","The guild tag is too long."
228,"AccountAlreadyInGuild","This account is already in a guild."
229,"GuildDoesNotExist","The specified guild was not found."
230,"GuildMustBeOfficer","You must be a guild officer or leader to perform this action."
231,"NotInGuild","Account is not a member of this guild."
232,"GuildFull","The guild is full and can not have any more members added."
233,"GuildMustBeLeader","You must be the guild leader to perform this action."
234,"DisallowedOnSelf","You can't do this to yourself."
235,"TooManyGuildInvites","This character is already invited to too many guilds."
236,"GuildStatusMessageTooLong","This guild status message is too long."
237,"NotEnoughPointsForTransaction","You don't have enough points to complete this transaction."
238,"GuildMustBeMember","You must be a guild member to perform this action."
239,"RemoteStashAlreadyLocked","The remote stash is already locked. Try again soon."
240,"RemoteStashOperationRequiresLock","The remote stash requires a lock before this operation can be performed"
241,"BadGuildStashPermissions","You don't have permission to perform this action on this guild stash."
242,"MaximumGuildSlots","You are not allowed to have any more guild slots."
243,"GuildTagTooShort","Guild tag must be a minimum of 3 characters."
244,"GuildKickDisabledForAccount","You can not kick this account from the guild because they have gifted microtransaction credit too recently."
245,"FriendNoteTooLong","This friend note is too long."
246,"TooHighLevelForCap","This area has a level cap of {0}."
247,"PlayerWins","{0} wins!"
248,"TooLowLevelToSendWhisper","You can't send whispers until you are level {0}"
249,"TooLowLevelToSendChat","You can't talk in {0} chat until you are level {1}"
250,"ReachedRegularChatLimit","Please wait before sending another chat message."
251,"ReachedTradeChatLimit","Please wait before sending another message in trade chat."
252,"PortalEffectChanged","Your character will now use the {0}."
253,"PortraitFrameChanged","Your character will now use the {0}. You must log out and in again for the change to take effect."
254,"CharacterPortraitChanged","Your character will now use the {0}. You must log out and in again for the change to take effect."
255,"NoHideout","This player has no Hideout in this league."
256,"FailedToUseItem","Failed to use item: {0}"
257,"ObaCompleted","Haha! You are a mighty adventurer indeed. Use what I have given you and spread my legacy throughout all of Wraeclast."
258,"ArenaScoreTitle","Current rankings: (Kills/Deaths)"
259,"ArenaScore","{1}: {0} ({2}/{3})"
260,"LostPassivePoint1","You have lost a Passive Skill Point."
261,"LostPassivePointN","You have lost {0} Passive Skill Points."
262,"LostStatBonus","You have lost {0}."
263,"FFALadderUpdate","You are now #{0} in the arena."
264,"CraftingFailed","Crafting failed: {0}"
265,"SpectatorJoined","{0} is now spectating."
266,"LeagueStartingSoonGlobal","The next race event starts in {1}. To enter, go to the character selection screen and click Join on the \""{0}\"" league. Information about this event is available in the Events/Leagues forum."
267,"LeagueStartingSoonLocal","The league is starting in {0}."
268,"LeagueStartingNow","The league has now started!"
269,"LeagueEndingMinutes","The league is ending in {0}."
270,"LeagueFinished","The league has finished!"
271,"LeagueFirstToReachLevel","{0} is the first character to reach level {1}!"
272,"LeagueFirstToEnterArea","{0} is the first character to enter {1}!"
273,"LeagueFirstToEnterDelveLevelSolo","{0} is the first character to solo delve to depth {1}!"
274,"LeagueFirstToEnterDelveLevelParty","{0} is the first character to delve to depth {1}!"
275,"LeagueFirstToFullyClear","{0} is the first character to fully clear {1}!"
276,"LeagueFirstToDoQuest","{0} is the first character to {1}!"
277,"RealmRestartingSoon","The realm is restarting in {0}."
278,"RealmShuttingDownSown","The realm is shutting down in {0}."
279,"RealmRestarting","Beginning realm restart..."
280,"RealmShuttingDown","Beginning realm shutdown..."
281,"RealmRestartDeployPatchNotification","We are restarting the realm to deploy the {0} update. Its patch notes are in the Patch Notes forum. Downtime will be approximately {2}. {1}"
282,"RealmMaintenanceNotification","We are shutting the realm down for maintenance. Downtime will be approximately {1}. {0}"
283,"CharacterOffline","That character is not online."
284,"CharacterNameOffline","{0} is not online."
285,"CharacterDifferentLeague","That character is in a different league."
286,"NotMutualFriends","That account has not accepted you as a friend."
287,"CharacterNotInPvP","That character is not currently engaged in PvP."
288,"SpectateFollow","You are now queued to spectate that account."
289,"HideoutDoodadLimitReached","Cannot place another Hideout object. You are limited to 750 objects in your Hideout at one time."
290,"HardcoreDeathAnnouncement","{0} (Level {1}) has died at position {2} on the ladder."
291,"InteractErrorIncaBossSpawner","It seems to require a triangular key."
292,"InteractErrorMalachaiPortal","You have not killed Malachai, or were not in the area when he was killed."
293,"InteractErrorMervielExit","You have not killed Merveil, or were not in the area when she was killed."
294,"InteractErrorHillockGate","You must kill Hillock first."
295,"InteractErrorTowerTransition","You have not killed Dominus, or were not in the area when he was killed."
296,"InteractErrorMineEntranceSeal","The entrance to the Mines is blocked by Deshret's Seal."
297,"InteractErrorLockedDoor","The door is locked."
298,"InteractErrorTowerKey","The Tower Key has not been used to unlock the door."
299,"InteractErrorPoisonTree","Tree roots block your path.\r\nPerhaps they can be opened\r\nat a later time."
300,"InteractErrorUndyingBlockage","The way is blocked."
301,"InteractErrorLocked","It's locked."
302,"InteractErrorBlockageTransition","The way is blocked."
303,"InteractErrorSpikeBlockage","It seems to require some kind of key."
304,"InteractErrorGlyphWall","This wall seems to require three strangely shaped objects."
305,"InteractErrorWaterCave","You must find a way to lower the water first."
306,"InteractErrorNotYourCraftingTable","You cannot use other people's crafting benches."
307,"InteractErrorNotYourMapDevice","You cannot use other people's map devices."
308,"InteractErrorCoreTransition","You must kill all three of Malachai's guardians to access the Black Core."
309,"InteractErrorCoreTransitionOrgans","You must kill all three of Malachai's guardians and deliver the organs to Piety to access the Black Core."
310,"InteractErrorPietyGateTransition","You must deal with Piety first."
311,"InteractErrorVinktarSquareGateLocked","The gate is surging with the power of the Guardians."
312,"NotAllowedInPlayersHideout","You cannot currently access this player's area."
313,"CantChangeToHideoutFromHere","You can't go to this area from here."
314,"StrMissionStartPointRocks","The entrance has collapsed"
315,"LoginTokenExpired","Your credentials have expired. Please restart the game."
316,"IgnoredPvP","You have been ignored."
317,"LocalChatDisabledWhileSpectating","Local chat is disabled while spectating PvP."
318,"AbandonDailyNotInHideout","You can only use this command inside your Hideout."
319,"NoDailyActive","You don't have a daily mission open."
320,"MissionComplete","Mission Complete. You have gained {0} Master favour."
321,"GrandmasterSaved","Grandmaster file has been saved. Grinding Gear Games staff will be notified."
322,"LeagueFinishTimeRaceCompleted","You completed the objective of this race. Check the ladder thread to see your ranking."
323,"LeagueFinishTimeRaceLogin","You've already completed this race's objective with this character."
324,"CharacterNotFriendOrGuildmate","That account is not a mutual friend or guildmate."
325,"MapDeviceDisabled","The Map Device is disabled in this league."
326,"PVPTeamDoesNotExist","This PvP team is not registered for this event"
327,"ForwardedToMasterShard","This request was forwarded to the master database. This request should be dropped with no response."
328,"PVPTournamentFinished","The tournament is complete."
329,"ErrorNotInHideout","You must be in your Hideout to do this."
330,"ClaimCraftingBenchSuccess","Adding crafting bench to Hideout stash."
331,"CharacterIsPVPOnly","PvP-only characters may not do this."
332,"StoppedSpectateFollow","You are no longer queued to spectate."
333,"CannotTradeItemLockedToCharacter","Item cannot be traded or modified."
334,"CannotTradeItemLockedToAccount","Item cannot be traded."
335,"PvPRelocatingArena","You are being moved to another PvP arena to rebalance player numbers."
336,"MapCraftingFailedCost","You don't have enough currency."
337,"MapCraftingFailedTrade","Failed to open map. Cannot consume items while trade window is open."
338,"PvPMustHaveFullParty","Your party isn't large enough to play in this PvP match."
339,"WithdrawnFromPVPTournament","You have withdrawn from this PvP tournament."
340,"SpectatingDisabled","Spectating is disabled for this match."
341,"ChestLocked","This chest is locked."
342,"HideoutPortalLocked","Map Portals have been locked."
343,"PVPCTFOwnFlag","Bring another team's flag back here to gain a point."
344,"SpiderChestLocked","You hear skittering nearby..."
345,"AFKModeEnabled","AFK mode is now ON. Autoreply \""{0}\"""
346,"AFKModeDisabled","AFK mode is now OFF."
347,"DNDModeEnabled","DND mode is now ON. Autoreply \""{0}\"""
348,"DNDModeDisabled","DND mode is now OFF."
349,"AutoReplyEnabled","Autoreply set \""{0}\"""
350,"IncaApexDoorLocked","This door cannot be opened at this time."
351,"CharacterNameExistsButCanExpire","Creating this character would expire the character name of another character."
352,"CharacterIsNotExpired","This character's name is not expired."
353,"CharacterIsExpired","This character's name has been taken by another player due to inactivity on this account. It must be renamed."
354,"OrphanedInstance","Game server lost contact with the realm."
355,"ErrorLabyrinthLocked","This Labyrinth has already been opened, so it can no longer be joined. Visit a new Aspirants' Plaza to start a new Labyrinth."
356,"ErrorZanaMissionLocked","You have already visited this unstable area before, and cannot access it again."
357,"InteractErrorDoorRequiresGoldenKey","This door is locked. You need a Golden Key to open it."
358,"InteractErrorDoorRequiresSilverKey","This door is locked. You need a Silver Key to open it."
359,"InteractErrorDoorRequiresBronzeKey","This door is locked. You need a Bronze Key to open it."
360,"TooManyCharacterSlots","You can not have more than 255 character slots on a single account."
361,"EchoClientString","{0}"
362,"ErrorCannotWhisperIgnored","You cannot whisper people on your ignore list."
363,"AccountIsOnline","This account is currently online."
364,"IzaroChestLocked","This chest is locked. A Treasure Key is required to open it."
365,"ProfanityCheckFailed","The text you entered contains profanity."
366,"ErrorCannotChangeAscendancyClass","You may not change your Ascendancy class in this League."
367,"TencentAasLoginDenied","You are a minor and can't login."
368,"TencentAasNotification","You've been playing for {0} hours, please consider taking a rest."
369,"TencentAasAlarm","You have played for more than three hours and are a minor. You can't login until you have had a five hour rest."
370,"LeagueDisallowsCharacterDeletion","This league doesn't allow character deletion at the moment."
371,"ErrorCannotAccessMapLabyrinth","You have not yet completed the Map Labyrinth Trials."
372,"ErrorCannotSealProphecy","Failed to seal Prophecy."
373,"InviteErrorAlreadyInParty","Party invite failed. That character is already in a party."
374,"TencentCannotAccessMapDevice","Complete The Lord's Labyrinth to gain access to the Map Device. Travel to the Sarn Encampment and click on the Ascendancy Plaque to find out more about the Labyrinth. Finish the Trials of Ascendancy and defeat Emperor Izaro in his Labyrinth to gain access to endgame maps."
375,"DailyPortalBlocked","Cannot open daily mission: Portal location is blocked. Use Edit Mode to move the master to a new location and try again."
376,"OfferDoesNotExist","The offer no longer exists."
377,"OfferInWrongState","The offer is in an invalid state for this action."
378,"OfferContainsUntradeableItems","The offer can not be submitted because it contains untradeable items."
379,"NoOffersOnYourOwnItems","You can not make an offer on this item because you already own it."
380,"PublicListingLockedDueToLevel","You cannot publicly list items for sale until you have had at least one character at level 25 on your account."
381,"OffersLockedDueToLevel","You cannot make offers on items until you have had at least one character at level 25 on your account."
382,"AccountNoLongerHasItem","The player no longer has the listed item."
383,"TooManyBuyerOffers","You can only have 10 active offers at a time, please resolve active offers to create new ones."
384,"TooManySellerOffers","The seller has too many offers on thier items. Try again later."
385,"AlreadyHaveOfferOnItem","You already have an offer in progress for this item."
386,"SentOfferTooRecently","You have submitted an offer to this account too recently."
387,"EventErrorLevelTooLow","You must be at least level {0} to enter this event."
388,"EnteredPathOfEnduranceLevel","You have reached Level {0}"
389,"EventEndsIn","This event ends in {0}"
390,"GuildTagAlreadyExists","That guild tag is already in use."
391,"GlobalChatOnCooldown","Please wait a few seconds before using Global Chat again."
392,"InteractErrorKaruiDoorLocked","The gate is locked, but it appears to be missing an eye..."
393,"LabyrinthErrorPartyTooBigTencent","You may only enter the Labyrinth with {0} or fewer players in your party."
394,"InteractErrorNoSignOfPurity","You need the Sign of Purity to activate this."
395,"InteractErrorCannotAccessEndgame","You cannot access endgame content until you have completed Act 10."
396,"CharacterNameContainsProfanity","This Character name is restricted."
397,"ConsoleDisconnectedBecauseActiveUserChanged","Disconnected because the active user signed out"
398,"ConsoleDisconnectedBecauseSuspending","Disconnected because the game was suspended"
399,"InteractErrorNeedSunMoonOrbs","You need the Sun and Moon Orbs to activate this."
400,"TheBeaconLever","The torch doesn't have enough fuel to ignite."
401,"OnlyOneAllowedInHideout","You can not place more than one of this type of item in your Hideout."
402,"AccountLoggedInOnOtherRealm","You cannot be logged in on the beta and regular Path of Exile realms at the same time."
403,"KitavaArenaLocked","It is unsafe to portal to this area."
404,"InteractErrorBeaconMissingFlag","You need the Black Flag from the Cavern of Anger to use the Beacon."
405,"InteractErrorGreustShrine","An ancient Azmeri shrine. Maybe Helena knows something about it."
406,"PantheonFailedToCreateSoulItem","The Captured Soul failed to generate in the Map Device."
407,"PantheonCannotConsumeVessel","Activation failed. The Boss in this map cannot have its Soul captured."
408,"PantheonCannotConsumeVesselAlreadyCaptured","Activation failed. You have already captured the Soul of this Map's Boss."
409,"ExitToLoginFailed","Failed to connect to login server. Please login and try again."
410,"MessageDoesNotExist","The specified message does not exist."
411,"MessageTooLong","The message is too long."
412,"AreaErrorLevelTooLow","You must be at least Level {0} to access this area."
413,"AreaErrorLevelTooLowGeneric","You have not reached a high enough Level to access this area."
414,"TradeMarketCloseOfferWithItems","You still have items present in the offer, remove these items to close the offer."
415,"TradeMarketSendOfferWithNoItems","You cannot submit an offer without any currency items offered."
416,"XboxLoginErrorNoLiveAccess","Cannot log in because Xbox Live cannot be accessed."
417,"ConsoleLoginErrorNoInternetConnection","Cannot log in because there is no Internet connection."
418,"ErrorChatIsFull","Failed to join requested chat channel because it is full."
419,"LoginConnectionLimitReached","The login server is currently too busy. Please try again later."
420,"TooManyObjects","Too many objects requested, please contact support."
421,"SubtabAlreadyExists","This subtab already exists."
422,"MaxInventoryColumns","You have reached the maximum number of inventory columns allowed. CHINA ONLY NOT FOR WORLDWIDE REALM"
423,"IncorrectInventoryColumnUpgrade","You are trying to purchase the inventory upgrade for the incorrect number of existing slots. CHINA ONLY NOT FOR WORLDWIDE REALM"
424,"GenericRateLimit","Requested failed because you have made too many requests in a short time."
425,"RequestInProgress","A request is already in progress. Please try again soon."
426,"ItemNotInStash","The item is not in the given stash."
427,"BestiaryNetChanged","Your character will now use {0} to capture Beasts."
428,"ErrorPlayerHasNoMenagerie","That player does not have a Menagerie."
429,"MasterBonusExpUpdate","Gained {1} bonus reputation and favour for {0}"
430,"MicrotransactionNotAvailableInLeague","You are not allowed to buy this microtransaction in this league."
431,"CaptureMonsterSuccess","Captured Beast: {0}"
432,"PlayersRemainingN","{0} players remain."
433,"AccountNotVerifiedChatError","You must verify your account before you can chat."
434,"TooLowLevelToChooseChatIndex","You can't choose a specific chat channel until you are level {0}."
435,"IncursionLockedDoorError","You do not have the item required to open this passage."
436,"IncursionDestructibleWallError","You have no explosives."
