"rownum","string","[rid]","i32"
182,"herald_of_thunder_buff",[888],10
183,"herald_of_thunder_buff",[899],11
184,"herald_of_thunder_buff",[904],12
185,"herald_of_thunder_buff",[1031],13
186,"herald_of_thunder_buff",[1054],14
187,"herald_of_thunder_buff",[1151],15
188,"herald_of_thunder_buff",[1231],16
189,"herald_of_thunder_buff",[1277],17
190,"herald_of_thunder_buff",[1299],18
191,"herald_of_thunder_buff",[1368],19
192,"herald_of_thunder_buff",[1438],20
193,"herald_of_ice_buff",[892],-1
194,"herald_of_ice_buff",[318],0
195,"herald_of_ice_buff",[318],1
196,"herald_of_ice_buff",[591],2
197,"herald_of_ice_buff",[668],3
198,"herald_of_ice_buff",[672],4
199,"herald_of_ice_buff",[715],5
200,"herald_of_ice_buff",[801],6
201,"herald_of_ice_buff",[805],7
202,"herald_of_ice_buff",[874],8
203,"herald_of_ice_buff",[878],9
204,"herald_of_ice_buff",[887],10
205,"herald_of_ice_buff",[898],11
206,"herald_of_ice_buff",[903],12
207,"herald_of_ice_buff",[1030],13
208,"herald_of_ice_buff",[1053],14
209,"herald_of_ice_buff",[1150],15
210,"herald_of_ice_buff",[1230],16
211,"herald_of_ice_buff",[1278],17
212,"herald_of_ice_buff",[1300],18
213,"herald_of_ice_buff",[1369],19
214,"herald_of_ice_buff",[1439],20
215,"herald_of_thunder_active_buff",[0],-1
216,"herald_of_thunder_active_buff",[320],0
217,"herald_of_thunder_active_buff",[320],1
218,"herald_of_thunder_active_buff",[676],2
219,"herald_of_thunder_active_buff",[675],3
220,"herald_of_thunder_active_buff",[674],4
221,"herald_of_thunder_active_buff",[717],5
222,"herald_of_thunder_active_buff",[803],6
223,"herald_of_thunder_active_buff",[807],7
224,"herald_of_thunder_active_buff",[876],8
225,"herald_of_thunder_active_buff",[880],9
226,"herald_of_thunder_active_buff",[889],10
227,"herald_of_thunder_active_buff",[900],11
228,"herald_of_thunder_active_buff",[905],12
229,"herald_of_thunder_active_buff",[1032],13
230,"herald_of_thunder_active_buff",[1055],14
231,"herald_of_thunder_active_buff",[1152],15
232,"herald_of_thunder_active_buff",[1232],16
233,"herald_of_thunder_active_buff",[1279],17
234,"herald_of_thunder_active_buff",[1301],18
235,"herald_of_thunder_active_buff",[1370],19
236,"herald_of_thunder_active_buff",[1440],20
237,"herald_of_agony_buff",[892],-1
238,"herald_of_agony_buff",[909],0
239,"herald_of_agony_buff",[909],1
240,"herald_of_agony_buff",[909],2
241,"herald_of_agony_buff",[909],3
242,"herald_of_agony_buff",[909],4
243,"herald_of_agony_buff",[909],5
244,"herald_of_agony_buff",[909],6
245,"herald_of_agony_buff",[909],7
246,"herald_of_agony_buff",[909],8
247,"herald_of_agony_buff",[909],9
248,"herald_of_agony_buff",[912],10
249,"herald_of_agony_buff",[910],11
250,"herald_of_agony_buff",[911],12
251,"herald_of_agony_buff",[913],13
252,"herald_of_agony_buff",[914],14
253,"herald_of_agony_buff",[1147],15
254,"herald_of_agony_buff",[1234],16
255,"herald_of_agony_buff",[1275],17
256,"herald_of_agony_buff",[1297],18
257,"herald_of_agony_buff",[1366],19
258,"herald_of_agony_buff",[1436],20
259,"herald_of_light_buff",[892],-1
260,"herald_of_light_buff",[916],0
261,"herald_of_light_buff",[916],1
262,"herald_of_light_buff",[916],2
263,"herald_of_light_buff",[916],3
264,"herald_of_light_buff",[916],4
265,"herald_of_light_buff",[916],5
266,"herald_of_light_buff",[916],6
267,"herald_of_light_buff",[916],7
268,"herald_of_light_buff",[916],8
269,"herald_of_light_buff",[916],9
270,"herald_of_light_buff",[919],10
271,"herald_of_light_buff",[917],11
272,"herald_of_light_buff",[918],12
273,"herald_of_light_buff",[920],13
274,"herald_of_light_buff",[921],14
275,"herald_of_light_buff",[1148],15
276,"herald_of_light_buff",[1233],16
277,"herald_of_light_buff",[1274],17
278,"herald_of_light_buff",[1296],18
279,"herald_of_light_buff",[1365],19
280,"herald_of_light_buff",[1435],20
281,"burning_arrow_debuff",[1163],0
282,"burning_arrow_debuff",[1164],1
