"rownum","MonsterVarietiesKey","[rid]","[i32]","Name"
56,389,[718],[25],"Diabolist"
57,515,[718],[50],"Brittle Bleeder"
58,539,[718],[50],"Axiom Frostguard"
59,571,[718],[50],"Axiom Thunderguard"
60,605,[718],[50],"Brittle Thief"
61,217,[484],[80],"Bearded Devil"
62,255,[718],[50],"Bearded Shaman"
63,301,[718],[50],"Flame Hellion"
64,149,"[484,718]","[50,50]","Spectral Corsair"
65,407,[718],[50],"Murk Runner"
66,490,[],[],"Captain Fairgraves"
67,784,[718],[100],"Slimy Bloodsucker"
68,921,"[483,718]","[80,50]","Seething Brine"
69,161,"[484,718]","[50,50]","Cursed Mariner"
70,475,[718],[50],"Scrabbling Menace"
71,773,[718],[100],"Fathom Screamer"
72,918,[483],[80],"Stranglecharm"
73,937,"[483,718]","[80,50]","Seething Brine"
74,164,"[484,718]","[50,50]","Ashen Buccaneer"
75,166,"[484,718]","[50,50]","Spectral Bowman"
76,441,"[484,718]","[80,100]","Obsidian Eater"
77,460,[],[],"Amarissa, Daughter of Merveil"
78,469,[718],[50],"Singing Siren"
79,786,[718],[100],"Slimy Bloodsucker"
80,147,[],[],"Merveil, the Twisted"
81,458,[],[],"Ambrosia, Daughter of Merveil"
82,462,[718],[100],"Merveil's Daughter"
83,463,[718],[100],"Merveil's Attendant"
84,3176,[718],[50],"Resplendent Construct"
85,3177,[718],[50],"Resplendent Construct"
86,1,"[1089,9596,718]","[20,10,50]","Calaf, Headstaver"
87,327,[718],[100],"Blood Ape"
88,340,[718],[25],"Blood Chieftain"
89,760,"[485,718]","[30,50]","Bramble Cobra"
90,1359,[718],[100],"Carrion Swarmer"
91,5,[718],[50],"Kraityn's Scout"
92,116,[],[],"Hairy Bonecruncher"
93,344,[718],[25],"Carnage Chieftain"
94,352,[718],[100],"Carnage Ape"
95,364,[],[],"Gneiss"
96,366,[718],[25],"Ruined Titan"
97,733,[718],[50],"Scarecrow"
98,734,[718],[50],"Scarecrow"
99,735,[718],[50],"Scarecrow"
100,736,[718],[50],"Scarecrow"
101,737,[718],[50],"Scarecrow"
102,738,[718],[50],"Scarecrow"
103,3570,"[484,718]","[80,75]","Dirt Scrabbler"
104,102,[],[],"Cave Beast"
105,107,[],[],"The Great White Beast"
106,354,[718],[100],"Barrow Ape"
107,357,[718],[25],"Stalag Nightmare"
108,830,[718],[100],"Cave Skitterer"
109,6,[718],[50],"Kraityn's Scout"
110,54,"[1089,9596,718]","[20,10,50]","Kraityn's Aspirant"
111,115,[],[],"Bone Cruncher"
112,358,[718],[25],"Rumbling Mass"
113,359,[718],[25],"Hulking Titan"
114,510,[718],[50],"Brittle Archer"
115,621,[718],[50],"Brittle Farmer"
116,622,[718],[50],"Brittle Farmer"
117,623,[718],[50],"Brittle Farmer"
118,624,[718],[50],"Brittle Farmer"
119,625,[718],[50],"Brittle Farmer"
120,724,[],[],"Bravalo"
121,543,[718],[50],"Frost Priest"
122,545,[718],[50],"Frost Preacher"
123,564,[718],[50],"Flame Priest"
124,577,[718],[50],"Thunder Priest"
125,585,[718],[50],"Brittle Cleric"
126,826,[718],[50],"Crypt Weaver"
127,387,[718],[25],"Defiler"
128,487,"[1089,9596,718]","[20,10,50]","Archbishop Geofri the Abashed"
129,542,[718],[50],"Frost Bishop"
130,561,[718],[50],"Flame Bishop"
131,590,[718],[50],"Vault Guardian"
132,512,[718],[50],"Sin Archer"
133,794,[718],[50],"Black Death"
134,827,[718],[50],"Mutant Arach"
135,831,[718],[100],"Spindle Spider"
136,1061,[718],[50],"Sutured Aberration"
137,1062,[718],[50],"Sutured Aberration"
138,1063,[718],[50],"Sutured Aberration"
139,141,[],[],"Fidelitas, the Mourning"
140,390,[718],[25],"Sin Lord"
141,582,[718],[50],"Sparking Mage"
142,682,"[484,718]","[50,50]","Sparking Bones"
143,824,[718],[50],"Corrupted Arach"
144,8,[718],[50],"Kraityn's Sniper"
145,32,[718],[50],"Kraityn, Scarbearer"
146,51,"[1089,9596,718]","[20,10,50]","Kraityn's Thrall"
147,10,[718],[50],"Shadow Archer"
148,48,[718],[50],"Callow Thug"
149,49,"[1089,9596,718]","[20,10,50]","Shadow Stalker"
150,55,"[1089,9596,718]","[20,10,50]","Callow Thug"
151,332,[718],[100],"Stygian Ape"
152,345,[718],[25],"Stygian Silverback"
153,759,"[485,718]","[30,50]","Bramble Cobra"
154,2819,[718],[100],"Plummeting Ursa"
155,2821,[718],[100],"Plummeting Ursa"
156,3,[718],[50],"Merciless Killer"
157,749,"[485,718]","[30,50]","Night Adder"
158,821,[718],[50],"Ink Spinner"
159,2367,"[718,6945]","[25,1]","Devourer"
160,29,"[2098,9596]","[20,10]","Alira Darktongue"
161,47,"[1089,9596,485]","[20,10,50]","Alira's Blood Guard"
162,1186,"[1089,9596,718]","[30,15,50]","Blackguard Soldier"
163,1187,[],[],"Captain Arteri"
164,796,[485],[50],"The Weaver"
165,801,[718],[50],"Lurking Venom"
166,810,[718],[50],"Vaal Recluse"
167,814,[718],[50],"Leaping Spider"
168,835,[718],[100],"Hatchling"
169,262,[718],[75],"Ancient Construct"
170,267,[718],[75],"Vaal Construct"
171,692,[718],[50],"Vaal Fallen"
172,694,[718],[50],"Vaal Fallen"
173,715,[718],[50],"Vaal Arsonist"
174,752,[718],[50],"Serpentine Construct"
175,36,[718],[50],"Oak, Skullbreaker"
176,56,[718],[50],"Oak's Devoted"
177,942,"[483,718]","[80,50]","Boiling Ambusher"
178,3910,[718],[75],"Enraptured Crab"
179,3916,[718],[50],"Enraptured Crab"
180,118,[],[],"Thicket Hulk"
181,330,[718],[100],"Dread Primate"
182,768,"[485,718]","[30,50]","Glade Mamba"
183,117,[],[],"Shaggy Monstrosity"
184,133,[],[],"Armour Cruncher"
185,169,"[484,718]","[50,50]","Phantom Occultist"
186,266,[718],[75],"Ancient Construct"
187,540,[718],[50],"Frost Archmage"
188,559,[718],[50],"Flame Archmage"
189,573,[718],[50],"Thunder Archmage"
190,662,[718],[50],"Flame Guardian"
191,791,[718],[100],"Slimy Nemesis"
192,1401,[718],[25],"Ash Prophet"
193,1404,[718],[25],"Death Bishop"
194,2848,[],[],"Q'uru"
195,3604,[718],[50],"Howler"
196,657,"[1089,9596,718]","[20,10,50]","Frost Champion"
197,665,"[1089,9596,718]","[20,10,50]","Flame Champion"
198,686,"[1089,9596,484,718]","[20,10,50,50]","Thunder Guardian"
199,144,[],[],"Vaal Oversoul"
200,1044,[718],[50],"Shambling Cadaver"
201,1046,[718],[50],"Shambling Cadaver"
202,1048,[718],[50],"Shambling Cadaver"
203,1183,"[1089,9596,718]","[30,15,50]","Guard"
204,1184,[],[],"Guard Captain"
205,1428,[718],[50],"Flayed Warrior"
206,1430,[718],[50],"Restless Archer"
207,1788,[718],[50],"Undying Outcast"
208,1350,[482],[50],"Carrion Queen"
209,1444,"[485,718]","[30,50]","Spine Serpent"
210,1786,[],[],"Perpetus"
211,1396,[718],[25],"Cinder Elemental"
212,1398,[],[],"Hatebeat"
213,1436,[718],[50],"Incinerated Mage"
214,1692,[718],[50],"Undying Wretch"
215,1406,[718],[50],"Undying Incinerator"
216,1537,[718],[50],"Archer Statue"
217,1476,[718],[50],"Archer Statue"
218,1469,"[1089,9596]","[20,10]","Marceus the Defaced"
219,1682,[718],[50],"Undying Worker"
220,1739,[718],[50],"Undying Untouchable"
221,1789,[718],[50],"Undying Impaler"
222,1439,[718],[50],"Bleak Aspirant"
223,1689,[718],[50],"Undying Cultist"
224,1741,[718],[50],"Undying Archivist"
225,1094,[],[],"Captain Aurelianus"
226,1097,"[1089,9596,718]","[30,15,50]","Blackguard Mage"
227,1124,[718],[50],"Blackguard Elite"
228,1154,"[1089,9596,718]","[30,15,50]","Blackguard Elite"
229,1162,"[1089,9596,718]","[30,15,50]","Blackguard Scout"
230,1166,"[1089,9596,718]","[30,15,50]","Blackguard Soldier"
231,1335,[718],[50],"Assault Ribbon"
232,1336,[718],[50],"Galvanic Ribbon"
233,1337,[718],[50],"Flame Sentinel"
234,1322,[],[],"The Infernal Seal"
235,1323,[],[],"The Voltaic Seal"
236,1324,[718],[50],"Galvanic Ribbon"
237,1326,[718],[50],"Flame Sentinel"
238,1332,[718],[50],"Assault Ribbon"
239,1319,[718],[50],"Banner of Passion"
240,1320,[718],[50],"Banner of Knowledge"
241,1321,[718],[50],"Banner of Action"
242,1667,"[483,718]","[80,50]","Holy Water"
243,1467,[],[],"The Goddess of Purity"
244,1387,[718],[50],"Voidbearer"
245,1390,[],[],"The Shipyard Terror"
246,1792,[718],[50],"Dockhand Wraith"
247,1793,[718],[50],"Dockhand Wraith"
248,1794,[718],[50],"Dockhand Wraith"
249,1798,[718],[50],"Brittle Longshoreman"
250,1799,[718],[50],"Brittle Corsair"
251,1287,[718],[50],"Fetid Maw"
252,1407,[718],[50],"Undying Alchemist"
253,1688,[718],[50],"Stinking Undying"
254,1740,[718],[50],"Stinking Undying"
255,1781,[718],[50],"Undying Grappler"
256,2765,[718],[50],"Soulless Watcher"
257,1098,"[2098,9596,718]","[20,10,50]","Blackguard Arcmage"
258,1153,"[1089,9596,718]","[20,10,50]","Blackguard Elite"
259,1159,[718],[50],"Mortality Experimenter"
260,1165,"[1089,9596,718]","[20,10,50]","Blackguard Soldier"
261,1174,"[1089,9596]","[30,15]","General Gravicius"
262,1095,[],[],"Fleshrend, Grand Inquisitor"
263,1160,[718],[50],"Reanimator"
264,1219,[],[],"Kole"
265,1227,[718],[50],"Piety's Miscreation"
266,1239,[718],[50],"Drenched Miscreation"
267,1242,[718],[50],"Burned Miscreation"
268,1244,[718],[50],"Shocked Miscreation"
269,1161,[718],[50],"Flesh Sculptor"
270,1189,[],[],"Piety"
271,1249,[],[],"Spinecrack"
272,1251,[718],[50],"Whipping Miscreation"
273,1268,"[482,718]","[50,50]","Tentacle Miscreation"
274,1637,[718],[50],"Blood Elemental"
275,1372,[718],[50],"Avian Retch"
276,1450,[718],[25],"Porcupine Goliath"
277,1466,[718],[25],"Thistlesage"
278,2381,[6945],[1],"The Conqueror Wurm"
279,3481,[718],[50],"Pale Blackguard"
280,414,[718],[50],"Bone Rhoa"
281,578,[718],[50],"Thunder Keeper"
282,645,[],[],"Colossal Bonestalker"
283,1687,[718],[50],"Undying Archivist"
284,544,[718],[50],"Frost Keeper"
285,1698,[],[],"Trinian, Intellectus Prime"
286,1298,[718],[50],"Plumed Chimeral"
287,1311,[718],[50],"Chimeric Croaker"
288,1693,[718],[50],"Undying Evangelist"
289,1702,[718],[50],"Undying Aristocrat"
290,1726,[718],[50],"Undying Evangelist"
291,1729,[718],[50],"Undying Aristocrat"
292,1735,[],[],"Caliga, Imperatrix"
293,845,[718],[50],"Brooding Tarantula"
294,1112,"[2098,9596]","[20,10]","Compulsor Octavia Sparkfist"
295,1137,[],[],"Draconarius Wilhelm Flamebrand"
296,1139,"[1089,9596]","[20,10]","Imperator Stantinus Bitterblade "
297,1151,"[1089,9596,718]","[20,10,50]","Praetorian Guard"
298,1226,[718],[50],"Miscreation"
299,1261,[718],[50],"Whipping Miscreation"
300,1277,"[482,718]","[50,50]","Tentacle Miscreation"
301,1306,[],[],"Paradisae Venenum"
302,1389,[718],[50],"Voidbearer"
303,1418,[],[],"Dominus, Ascendant"
304,3491,[718],[50],"Infested Vulture"
305,3496,[],[],"The Hundred Foot Shadow"
306,3503,[718],[50],"Voll's Fallen"
307,3517,"[1089,9596,718]","[20,10,50]","Voll's Fallen"
308,3526,[718],[50],"Impure Archer"
309,3542,[718],[25],"Maelström"
310,3487,[718],[50],"Mindless Scavenger"
311,3528,[718],[50],"Voll's Vanguard"
312,3534,[718],[50],"Nightwane"
313,3556,"[1089,9596]","[20,10]","Voll, Emperor of Purity"
314,3564,"[484,718]","[80,75]","Dust Scrabbler"
315,3576,[718],[25],"Knitted Horror"
316,3597,[718],[50],"Shrieker"
317,3608,[718],[50],"Pocked Miner"
318,3610,[718],[50],"Pikerivet"
319,3619,[718],[50],"Pocked Miner"
320,3622,[718],[50],"Pocked Lanternbearer"
321,3636,[718],[0],"Pocked Goliath"
322,3599,[],[],"Voidscream"
323,3606,[718],[50],"Pocked Miner"
324,3629,[718],[50],"Tunneler"
325,3632,[],[],"Hammerstorm"
326,3598,[718],[50],"Shrieker"
327,3609,[718],[50],"Pocked Plunderer"
328,3620,[718],[50],"Pocked Plunderer"
329,3624,[718],[50],"Pocked Illuminator"
330,3625,[718],[25],"The Burning Man"
331,3631,[718],[50],"Burrower"
332,3638,[718],[0],"Pocked Behemoth"
333,1397,[718],[25],"Living Fury"
334,3670,[718],[50],"Fury Hound"
335,3676,[718],[125],"Inua Totem"
336,3681,[],[],"Torchoak Grove"
337,3692,[],[],"Rakango"
338,3694,[],[],"Triskeriaki"
339,3864,[718],[75],"Volcanic Golem"
340,3661,[718],[50],"Hyrri's Sister"
341,3663,[718],[50],"Kaom's Chosen"
342,3664,[718],[50],"Kaom's Chosen"
343,3665,[718],[50],"Lavianga's Acolyte"
344,3680,[718],[50],"Vakali Totem"
345,3702,[],[],"King Kaom"
346,3868,[718],[75],"Volcanic Golem"
347,1084,[718],[50],"Rotten Gladiator"
348,1086,[718],[50],"Rotten Gladiator"
349,3709,[718],[50],"Pitbull Demon"
350,3711,[],[],"Steelchaw"
351,3719,[718],[50],"Rooster Fiend"
352,3720,[718],[50],"Rooster Demon"
353,3722,[],[],"Eyepecker"
354,3731,[],[],"Barkhul"
355,3742,[718],[50],"Mad Gladiator"
356,3746,"[1089,9596,718]","[30,15,50]","Mad Gladiator"
357,3747,[],[],"Fighting Bull"
358,3760,[],[],"Daresso, King of Swords"
359,3832,[718],[75],"Icy Manifestation"
360,4080,[],[],"Rudiarius Felix"
361,4082,"[1089,9596]","[30,15]","Mevion"
362,4084,"[1089,9596]","[20,10]","Dimachaeri Cassius"
363,524,[718],[50],"Bonewarped Archer"
364,525,[718],[50],"Bonewarped Archer"
365,636,[718],[50],"Bonewarped Warrior"
366,638,[718],[50],"Bonewarped Warrior"
367,3770,[718],[50],"Wandering Eye"
368,3781,[718],[100],"Eye Hatchery"
369,3787,[718],[50],"Gut Flayer"
370,3792,[718],[50],"Gut Spiker"
371,3795,[718],[50],"Noisome Ophidian"
372,4071,[718],[25],"Stygian Revenant"
373,4073,[],[],"The Bone Queen"
374,1192,[],[],"Piety, the Abomination"
375,1639,[718],[50],"Aggravated Wound"
376,1653,[718],[50],"Aggravated Wound"
377,3799,"[953,1837]","[60,5000]","Maligaro, The Inquisitor"
378,3806,[],[],"Doedre Darktongue"
379,3814,[],[],"Shavronne of Umbra"
380,3821,[],[],"Malachai, The Nightmare"
381,3925,[718],[50],"Primordial Creation"
382,3926,[718],[50],"Primordial Creation"
383,218,[718],[50],"Alpine Devil"
384,257,[718],[50],"Alpine Shaman"
385,309,[718],[50],"Mountain Hellion"
386,311,[718],[50],"Mountain Hellion Alpha"
387,4862,[],[],"Vendigo"
388,4864,[],[],"The White Death"
389,4865,"[1089,9596,718]","[20,10,50]","Blackguard Jaeger"
390,4866,[718],[50],"Blackguard Jaeger"
391,4867,[718],[50],"Risen Jaeger"
392,4620,[],[],"Overseer Krow"
393,4915,[718],[50],"Indoctrinated Slave"
394,4917,[718],[50],"Truth Extractor"
395,4949,[718],[50],"Oriath Enforcer"
396,4950,"[1089,9596,718]","[20,10,50]","Oriath Enforcer"
397,5214,[],[],"Karui Rebel"
398,5215,[],[],"Karui Rebel"
399,4618,[718],[50],"Slave Driver"
400,4630,"[1089,9596]","[30,15]","Justicar Casticus"
401,4640,[718],[50],"Slave Catcher"
402,4588,[718],[50],"Purge Hound"
403,4635,[718],[50],"Blackguard Stalker"
404,4636,[718],[50],"Blackguard Stalker"
405,4713,[],[],"Flame Mother"
406,4714,[],[],"The Matriarch"
407,4727,"[1089,9596,718]","[20,10,50]","Temple Ward"
408,4728,[718],[50],"Temple Guardian"
409,5227,[718],[50],"Frightened Citizen"
410,5228,[718],[50],"Frightened Citizen"
411,5230,[718],[50],"Frightened Citizen"
412,5231,[718],[50],"Frightened Citizen"
413,5232,[718],[50],"Frightened Citizen"
414,5233,[718],[50],"Frightened Citizen"
415,1216,[718],[50],"Crimson Scholar"
416,4641,[718],[50],"Deranged Slaver"
417,4642,[718],[50],"Depraved Slaver"
418,4718,[718],[50],"The Risen Matriarch"
419,4729,"[1089,9596,718]","[20,10,50]","Heretical Ward"
420,4730,"[1089,9596,718]","[20,10,50]","Heretical Ward"
421,4731,[718],[50],"Heretical Guardian"
422,4946,[718],[50],"Heretical Adjudicator"
423,5064,[],[],"Utula, Stone and Steel"
424,5235,[718],[50],"Kitava Zealot"
425,5236,[718],[50],"Kitava Zealot"
426,5237,[718],[50],"Kitava Zealot"
427,4627,[718],[50],"Temple Justicar"
428,4944,[718],[50],"Temple Adjudicator"
429,1210,[],[],"Cato, Scholar of Light"
430,4628,[718],[50],"Twisted Justicar"
431,4629,[718],[50],"Depraved Justicar"
432,4726,[718],[50],"Sanguine Sister"
433,1209,[718],[50],"Temple Scholar"
434,4724,[718],[50],"Blessed Sister"
435,4840,[],[],"Innocence, God-Emperor of Eternity"
436,4930,[718],[50],"Prayer Guard"
437,556,[718],[50],"Desecrated Saint"
438,586,[718],[50],"Brittle Cleric"
439,587,[718],[50],"Brittle Cleric"
440,649,[],[],"Awoken Giant"
441,5303,[718],[75],"Restless Pauper"
442,5304,[718],[75],"Restless Pauper"
443,5305,[718],[75],"Restless Pauper"
444,5330,[],[],"Bone Husk"
445,5436,[],[],"Bone Stalker"
446,555,[718],[50],"Gleaming Saint"
447,600,[718],[50],"Risen Saint"
448,2728,[718],[100],"Living Memorial"
449,2729,[718],[100],"Living Memorial"
450,2730,[718],[100],"Living Memorial"
451,2731,[718],[100],"Living Memorial"
452,5288,[718],[50],"Vengeful Soul"
453,5289,[718],[50],"Vengeful Soul"
454,5290,[718],[50],"Vengeful Soul"
455,5291,[718],[50],"Vengeful Soul"
456,5292,[718],[50],"Desperate Soul"
457,5293,[718],[50],"Desperate Soul"
458,5294,[718],[50],"Desperate Soul"
459,5295,[718],[50],"Desperate Soul"
460,4869,[],[],"Kitava's Herald"
461,5281,[718],[50],"Wailing Widow"
462,4887,[718],[50],"Noble Dead"
463,4894,[718],[50],"Noble Dead"
464,4895,[718],[50],"Noble Dead"
465,4896,[718],[50],"Noble Dead"
466,4897,[718],[50],"Rhys of Abram"
467,4904,[718],[50],"Noble Dead"
468,4908,[718],[50],"Noble Dead"
469,4909,[718],[50],"Noble Dead"
470,4910,[718],[50],"Noble Dead"
471,435,[718],[100],"Crustacean Sniper"
472,3666,[718],[50],"Tukohama's Scout"
473,3667,[718],[50],"Tukohama's Warrior"
474,3668,[718],[50],"Tukohama's Warrior"
475,3669,[718],[50],"Tukohama's Vanguard"
476,3671,[718],[50],"War Hound"
477,3674,[],[],"Raihara, Tukohama's Loyal"
478,438,[718],[100],"Crustacean Sniper"
479,477,[718],[100],"Invading Crustacean"
480,952,[718],[50],"Clearwater Strider"
481,958,[483],[80],"Riptide"
482,3919,[718],[50],"Savage Crab"
483,5217,[718],[25],"The Dishonoured Queen"
484,5221,[718],[50],"Forgotten Warrior"
485,5223,[718],[50],"Forgotten Warrior"
486,5225,[718],[50],"Forgotten Warrior"
487,5075,[],[],"Tukohama, Karui God of War"
488,501,[718],[50],"Timeless Hunter"
489,591,[718],[50],"Timeless Wanderer"
490,1446,"[485,718]","[30,50]","Infested Serpent"
491,3571,"[484,718]","[80,75]","Infested Skitterer"
492,4924,[],[],"Fleetfreak"
493,568,[718],[50],"Brittle Arsonist"
494,672,[718],[50],"Flame Guardian"
495,1403,[718],[25],"Ash Prophet"
496,4880,[718],[25],"Rattling Condemned"
497,391,[718],[25],"Thunder Whisperer"
498,513,[718],[50],"Thunder Thrall"
499,684,"[484,718]","[50,50]","Thunder Guardian"
500,1783,[718],[50],"Shavronne's Gemling"
501,4846,[],[],"Reassembled Brutus"
502,206,[718],[50],"Goatman Stomper"
503,254,[718],[50],"Goatman Fire-raiser"
504,313,[718],[50],"Enslaved Hellion"
505,315,[718],[50],"Enslaved Hellion"
506,427,[718],[100],"Gravel Eater"
507,5274,[],[],"Abberath, the Cloven One"
508,77,[718],[50],"Stag Acolyte"
509,81,[718],[50],"Stag Acolyte"
510,82,[718],[50],"Bear Acolyte"
511,85,[718],[50],"Bear Acolyte"
512,86,"[1089,9596,718]","[20,10,50]","Boar Acolyte"
513,89,"[1089,9596,718]","[20,10,50]","Boar Acolyte"
514,844,[718],[50],"Brooding Tarantula"
515,848,[718],[50],"Enraptured Arachnid"
516,849,[718],[50],"Enraptured Arachnid"
517,979,[718],[50],"Alira's Dearest"
518,3482,[718],[50],"Pale Blackguard"
519,4140,[],[],"Defiled Proclamation"
520,98,[],[],"The Animal Pack"
521,338,[718],[100],"Infested Ape"
522,339,[718],[100],"Infested Ape"
523,349,[718],[25],"Host Chieftain"
524,350,[718],[25],"Host Chieftain"
525,763,"[485,718]","[30,50]","Host Cobra"
526,764,"[485,718]","[30,50]","Host Cobra"
527,1293,[718],[50],"Infested Maw"
528,1294,[718],[50],"Infested Maw"
529,425,[718],[50],"Infested Rhoa"
530,426,[718],[50],"Infested Rhoa"
531,1352,[485],[50],"Ryslatha, the Puppet Mistress"
532,4522,[],[],"Parasite"
533,4523,[],[],"Ravenous Parasite"
534,351,[],[],"Hollowskull, the Willing Host"
535,478,[718],[100],"Infested Crustacean"
536,3909,[718],[50],"Infested Crab"
537,3915,[718],[50],"Infested Crab"
538,181,"[484,718]","[50,50]","Spectral Corsair"
539,473,[718],[50],"Singing Siren"
540,482,[718],[100],"Shield Crab"
541,2767,[718],[50],"Cavern Drifter"
542,3905,[718],[100],"Infested Crawler"
543,3918,[718],[50],"Infested Crawler"
544,5269,[],[],"Brinecrack"
545,504,[718],[50],"Brittle Poacher"
546,508,[718],[50],"Weathered Watchman"
547,592,[718],[50],"Sandworn Watchman"
548,949,"[483,718]","[80,50]","Sand Strider"
549,3912,[718],[75],"Infested Crawler"
550,4138,[718],[50],"Animated Reef"
551,4542,[718],[50],"Brine Vassal"
552,4543,[718],[50],"Swarthy Mollusc"
553,4855,[],[],"Tsoagoth, The Brine King"
554,103,[],[],"Enraptured Beast"
555,104,[],[],"Enraptured Beast"
556,381,[718],[25],"Rubble Golem"
557,516,[718],[50],"Disbanded Dead"
558,517,[718],[50],"Disbanded Dead"
559,519,[718],[50],"Disbanded Dead"
560,521,[718],[50],"Disbanded Dead"
561,614,"[1089,9596,718]","[20,10,50]","Brittle Bandit"
562,615,"[1089,9596,718]","[20,10,50]","Brittle Bandit"
563,617,"[1089,9596,718]","[20,10,50]","Brittle Bandit"
564,619,"[1089,9596,718]","[20,10,50]","Brittle Bandit"
565,3488,[718],[50],"Scavenging Vulture"
566,4524,[],[],"Ravenous Parasite"
567,597,[718],[50],"Ash Harvester"
568,3310,[],[],"Fire Trap"
569,3315,[],[],"Blast Rain Trap"
570,397,[718],[25],"Bringer of Souls"
571,503,[718],[50],"Brittle Born-again"
572,598,[718],[50],"Brittle Born-again"
573,1050,[718],[50],"Devout Dead"
574,1052,[718],[50],"Devout Dead"
575,1054,[718],[50],"Devout Dead"
576,1494,[718],[50],"Idolised Saint"
577,1495,[718],[50],"Idolised Saint"
578,1496,[718],[50],"Idolised Saint"
579,3585,[],[],"Bundle of Woe"
580,182,[718],[50],"Spectral Mage"
581,602,[718],[50],"Vault Guardian"
582,828,[718],[50],"Crypt Ambusher"
583,3385,[718],[50],"Wraith"
584,1245,[718],[50],"Augmented Dead"
585,978,[718],[50],"Plague Retch"
586,1670,[718],[50],"Undying Subject"
587,1723,[718],[50],"Undying Subject"
588,1671,[718],[50],"Undying Inductor"
589,1724,[718],[50],"Undying Inductor"
590,3774,[718],[100],"Wide-eyed Assemblage"
591,3788,[718],[50],"Arranged Anatomy"
592,5001,[],[],"Maligaro, the Artist"
593,5006,[],[],"Black Death, Pain Unending"
594,5008,[],[],"Fidelitas, Loyalty Undying"
595,5019,[718],[50],"Hybrid Arachnid"
596,5020,[718],[50],"Scalding Arachnid"
597,109,[],[],"The Great White Bones"
598,396,[],[],"The Bone Sculptor"
599,2824,[718],[100],"Tunnelfiend"
600,2826,[718],[100],"Tunnelfiend"
601,2827,[718],[100],"Infested Tunnelfiend"
602,2829,[718],[100],"Infested Tunnelfiend"
603,2831,[718],[100],"Infested Tunnelfiend"
604,2836,[718],[100],"Infested Tunnelfiend"
605,78,[718],[50],"Ralakesh's Horn"
606,83,[718],[50],"Ralakesh's Claw"
607,87,"[1089,9596,718]","[20,10,50]","Ralakesh's Tusk"
608,5025,"[1089,9596]","[20,10]","Greust, Lord of the Forest"
609,5032,[],[],"Oak, Skullbreaker"
610,5035,"[2098,9596]","[20,10]","Alira Darktongue"
611,5038,[],[],"Kraityn, Scarbearer"
612,22,[718],[50],"Treacherous Deserter"
613,50,"[1089,9596,718]","[20,10,50]","Heartless Deserter"
614,750,"[485,718]","[30,50]","Host Adder"
615,751,"[485,718]","[30,50]","Host Adder"
616,822,[718],[50],"Ink Spinner"
617,2363,[6945],[1],"Tunnelworm"
618,2370,"[718,6945]","[25,1]","Devourer"
619,2837,[718],[100],"Woods Ursa"
620,2839,[718],[100],"Woods Ursa"
621,2840,[718],[100],"Infested Ursa"
622,2842,[718],[100],"Infested Ursa"
623,2844,[718],[100],"Infested Ursa"
624,2846,[718],[100],"Infested Ursa"
