"rownum","Id","BaseItemTypesKeys1","BaseItemTypesKeys2","BaseItemTypesKeys3","BaseItemTypesKeys4","BaseItemTypesKeys5","BaseItemTypesKeys6","BaseItemTypesKeys7","BaseItemTypesKeys8","BaseItemTypesKeys9","BaseItemTypesKeys10","BaseItemTypesKeys11","BaseItemTypesKeys12","WorldAreasKey","BaseItemTypesKeys13","BaseItemTypesKeys14"
10,"Descent11","[4145,4146,6,6,4068,4069,4070,2,14,11,11]","[4147,4148,4619,6,6,4068,4069,4070,2,2]","[4145,4146,6,6,4068,4069,4070,2,14,11,11]","[4147,4148,4619,6,6,4068,4069,4070,2,2]","[4145,4146,6,6,4068,4069,4070,2,14,11,11]","[4147,4148,4619,6,6,4068,4069,4070,2,2]","[4145,4146,6,6,4068,4069,4070,2,14,11,11]","[4147,4148,4619,6,6,4068,4069,4070,2,2]","[4145,4146,6,6,4068,4069,4070,2,14,11,11]","[4147,4148,4619,6,6,4068,4069,4070,2,2]","[4145,4146,6,6,4068,4069,4070,2,14,11,11]","[4147,4148,4619,6,6,4068,4069,4070,2,2]",1307,"[4145,4146,6,6,4068,4069,4070,2,14,11,11]","[4147,4148,4619,6,6,4068,4069,4070,2,2]"
11,"Descent12","[4098,1,1,1,4886,4876,4586,4601,4916,4915,14,6,2,15,15]","[1,1,1,4098,4915,4586,4601,4876,4916,4886,12,12,6,2]","[4098,1,1,1,4886,4876,4586,4601,4916,4875,14,6,2,15,15]","[1,1,1,4098,4916,4875,4586,4601,4886,4876,12,12,6,2]","[4098,1,1,1,4880,4586,4601,5050,4916,4913,14,6,2,15,15]","[1,1,1,4098,4916,4586,4601,4913,5050,4880,12,12,6,2]","[4098,1,1,1,4916,4879,4586,4601,4917,4874,14,6,2,15,15]","[1,1,1,4098,4917,4879,4874,4916,12,12,6,2]","[4098,1,1,1,4586,4601,4917,4915,4874,14,6,2,15,15]","[1,1,1,4098,4917,4586,4601,4915,4874,12,12,6,2]","[4098,1,1,1,4586,4601,4915,4874,4916,4875,14,6,2,15,15]","[1,1,1,4098,4586,4601,4915,4874,4916,4875,12,12,6,2]",1308,"[4098,1,1,1,4586,4601,4915,4916,4874,14,6,2,15,15]","[1,1,1,4098,4586,4601,4915,4916,4874,12,12,6,2]"
12,"Descent13","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]",1309,"[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]"
13,"Descent14","[6,6,2,2,13,13,4957,5094,5109]","[21,21,20,20,20,19,19,13,13,4957,5094,5109]","[6,6,2,2,13,13,4957,5094,5109]","[21,21,20,20,20,19,19,13,13,4957,5094,5109]","[6,6,2,2,13,13,5041,4957,5082]","[21,21,20,20,20,19,19,13,13,5041,4957,5082]","[6,6,2,2,13,13,4992,5003,5106,5079,5083]","[21,21,20,20,20,19,19,13,13,4992,5003,5106,5079,5083]","[6,6,2,2,13,13,4990,4992,5003,5106,5083]","[21,21,20,20,20,19,19,13,13,4990,4992,5003,5106,5083]","[6,6,2,2,13,13,4990,5106,5094,5109]","[21,21,20,20,20,19,19,13,13,4990,5106,5094,5109]",1310,"[6,6,2,2,13,13,4990,4957,5106,5094,5109]","[21,21,20,20,20,19,19,13,13,4957,4990,5106,5094,5109]"
14,"Descent15",[],[],[],[],[],[],[],[],[],[],[],[],1311,[],[]
15,"Descent2_2_1","[4064,4066,10,10,15,11,4146,4093,4937,4887,5072,4582,4582,4597,5107]",[],"[4064,4066,10,10,15,11,4146,4093,4582,4582,4597,4885,4937,4906,5072,5107]",[],"[4064,4066,10,10,15,11,4146,4093,4582,4597,4582,4906,4820,5084]",[],"[4064,4066,10,10,15,11,4146,4093,4582,4597,4582,4934,4906,5095,5090]",[],"[4064,4066,10,10,15,11,4146,4093,4582,4597,4582,5095,5090]",[],"[4064,4066,10,10,15,11,4146,4093,4582,4597,4582,4942,5072,5090,5107]",[],1313,"[4064,4066,10,10,15,11,4146,4093,4582,4597,4582,4937,5072,5090,5107]",[]
16,"Descent2_2_2","[4065,10,10,15,11,1,1,1,4145,6,4092,4937,4887,5072,4582,4597,5107]",[],"[4065,10,10,15,11,1,1,1,4145,6,4092,4582,4597,4885,4937,4906,5072,5107]",[],"[4065,10,10,15,11,1,1,1,4145,6,4092,4582,4597,4906,4820,5084]",[],"[4065,10,10,15,11,1,1,1,4145,6,4092,4582,4597,4934,4906,5095,5090]",[],"[4065,10,10,15,11,1,1,1,4145,6,4092,4582,4597,5095,5090]",[],"[4065,10,10,15,11,1,1,1,4145,6,4092,4582,4597,4942,5072,5090,5107]",[],1314,"[4065,10,10,15,11,1,1,1,4145,6,4092,4582,4597,4937,5072,5090,5107]",[]
17,"Descent2_3","[8,8,8,12,12,14,15,11,11,10,10,1,1,4583,4598]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],1315,"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[]
18,"Descent2_4","[4960,4825,4583]",[],"[4583,4825,4960,4828]",[],"[4583,4828,4831,4960]",[],"[4583,4834,4831,4828,5099,4969]",[],"[4583,4834,4828,5099]",[],"[4583,4825,4834,4960]",[],1318,"[4583,4831,4834,4825,4960,4828]",[]
19,"Descent2_5_1","[4094,4096,6,11,11,14,1,1,4147]",[],"[4095,4096,6,11,11,14,1,1,4147]",[],"[4095,4096,6,11,11,14,1,1,4147]",[],"[4094,4096,6,11,11,14,1,1,4147]",[],"[4095,4096,6,11,11,14,1,1,4147]",[],"[4095,4094,6,11,11,14,1,1,4147]",[],1319,"[4095,4096,6,11,11,14,1,1,4147]",[]
20,"Descent2_5_2","[4094,4095,6,6,2,4145]",[],"[4094,4096,6,6,2,4145]",[],"[4094,4095,6,6,2,4145]",[],"[4094,4095,6,6,2,4145]",[],"[4094,4095,6,6,2,4145]",[],"[4096,4095,6,6,2,4145]",[],1320,"[4094,4095,6,6,2,4145]",[]
21,"Descent2_6_1","[6,6,2,4801,4584,4599,5104]",[],"[6,6,2,4966,5104,4801]",[],"[6,6,2,4966,4890,4907]",[],"[6,6,2,4966,4797,4971,5098,5086]",[],"[6,6,2,4797,4901,4908,5098,5086]",[],"[6,6,2,4797,4901,4989,4962,5104]",[],1321,"[6,6,2,4797,5104,4901]",[]
22,"Descent2_6_2","[21,20,19,23,21,20,19,23,4801,4584,4599,5104]",[],"[21,20,19,23,21,20,19,23,4966,5104,4801]",[],"[21,20,19,23,21,20,19,23,4966,4890,4907]",[],"[21,20,19,23,21,20,19,23,4966,4797,4971,5098,5086]",[],"[21,20,19,23,21,20,19,23,4797,4901,4908,5098,5086]",[],"[21,20,19,23,21,20,19,23,4797,4901,4989,4962,5104]",[],1323,"[21,20,19,23,21,20,19,23,4797,5104,4901]",[]
23,"Descent2_8_1","[6,2,2,4099,4100,21,20,19,21,20,19,5046,5047,5045,4806]",[],"[6,2,2,4099,4101,21,20,19,21,20,19,5045,5046,5047,4806,4813]",[],"[6,2,2,4099,4100,21,20,19,21,20,19,5046,5047,5045,4813,4941]",[],"[6,2,2,4099,4100,21,20,19,21,20,19,5047,5046,5045,4813,4941]",[],"[6,2,2,4100,4101,21,20,19,21,20,19,5047,5046,4999,4941]",[],"[6,2,2,4099,4100,21,20,19,21,20,19,5047,5046,4941,5045,4806]",[],1327,"[6,2,2,4099,4100,21,20,19,21,20,19,4101,5047,5046,5045,4813,4806,4941]",[]
24,"Descent2_8_2","[6,4099,4101,10,10,11,11,1,1,21,20,19,21,20,19,14,5046,5047,5045,4806,4584,4599]",[],"[6,4100,4101,10,10,11,11,1,1,21,20,19,21,20,19,14,5045,5046,5047,4806,4813]",[],"[6,4100,4101,10,10,11,11,1,1,21,20,19,21,20,19,14,5046,5047,5045,4813,4941]",[],"[6,4099,4101,10,10,11,11,1,1,21,20,19,21,20,19,14,5047,5046,5045,4813,4941]",[],"[6,4099,4101,10,10,11,11,1,1,21,20,19,21,20,19,14,5047,5046,4999,4941]",[],"[6,4100,4101,10,10,11,11,1,1,21,20,19,21,20,19,14,5047,5046,4941,5045,4806]",[],1328,"[6,4100,4101,10,10,11,11,1,1,21,20,19,21,20,19,14,4099,5047,5046,5045,4813,4806,4941]",[]
25,"Descent2_9_1","[6,2,13,13,13,2,6,6,6,2,4070,4868,4826,4898,4585,4585,4600,4600,4070]",[],"[6,2,13,13,13,2,6,6,6,2,4070,4995,4826,4898,4868,4070]",[],"[6,2,13,13,13,2,6,6,6,2,4070,4995,4826,4898,4070]",[],"[6,2,13,13,13,2,6,6,6,2,4070,4871,4826,4868,5078,4070]",[],"[6,2,13,13,13,2,6,6,6,2,4070,4871,4891,4070]",[],"[6,2,13,13,13,2,6,6,6,2,4070,4871,4891,4898,4868,4070]",[],1329,"[6,2,13,13,13,2,6,6,6,2,4070,4868,4826,4898,4871,4891,4995,4070]",[]
26,"Descent2_9_2","[6,2,13,13,13,1,1,21,20,19,4068,4868,4826,4898,4585,4585,4600,4600,4068]",[],"[6,2,13,13,13,1,1,21,20,19,4068,4995,4826,4898,4868,4068]",[],"[6,2,13,13,13,1,1,21,20,19,4068,4995,4826,4898,4068]",[],"[6,2,13,13,13,1,1,21,20,19,4068,4871,4826,4868,5078,4068]",[],"[6,2,13,13,13,1,1,21,20,19,4068,4871,4891,4068]",[],"[6,2,13,13,13,1,1,21,20,19,4068,4871,4891,4898,4868,4068]",[],1330,"[6,2,13,13,13,1,1,21,20,19,4068,4868,4826,4898,4871,4891,4995,4068]",[]
27,"Descent2_9_3","[6,2,13,13,13,2,6,12,14,13,4069,4868,4826,4898,4585,4585,4600,4600,4069]",[],"[6,2,13,13,13,2,6,12,14,13,4069,4995,4826,4898,4868,4069]",[],"[6,2,13,13,13,2,6,12,14,13,4069,4995,4826,4898,4069]",[],"[6,2,13,13,13,2,6,12,14,13,4069,4871,4826,4868,5078,4069]",[],"[6,2,13,13,13,2,6,12,14,13,4069,4871,4891,4069]",[],"[6,2,13,13,13,2,6,12,14,13,4069,4871,4891,4898,4868,4069]",[],1331,"[6,2,13,13,13,2,6,12,14,13,4069,4868,4826,4898,4871,4891,4995,4069]",[]
28,"Descent2_11","[5,21,20,19,2,6,13,4075]",[],"[5,21,20,19,2,6,13,4075]",[],"[5,21,20,19,2,6,13,4075]",[],"[5,21,20,19,2,6,13,4075]",[],"[5,21,20,19,2,6,13,4075]",[],"[5,21,20,19,2,6,13,4075]",[],1335,"[5,21,20,19,2,6,13,4075]",[]
29,"Descent2_12","[1,1,1,6,2,8,8,8,12,12,13,4915,4875,4886,4876,4914,4586,4601]",[],"[1,1,1,6,2,8,8,8,12,12,13,4875,5050,4916,4913,4876]",[],"[1,1,1,6,2,8,8,8,12,12,13,5050,4880,4916,4913]",[],"[1,1,1,6,2,8,8,8,12,12,13,4953,4955,4954,4917,4916,4879]",[],"[1,1,1,6,2,8,8,8,12,12,13,4953,4955,4954,4910,4917]",[],"[1,1,1,6,2,8,8,8,12,12,13,4953,4955,4954,4875,4915]",[],1336,"[1,1,1,6,2,8,8,8,12,12,13,4953,4955,4954,4915,4917,4916]",[]
30,"Descent2_3_S1","[4619,4619,4505]",[],"[4619,4619,4505]",[],"[4619,4619,4505]",[],"[4619,4619,4505]",[],"[4619,4619,4505]",[],"[4619,4619,4505]",[],1316,"[4619,4619,4505]",[]
31,"Descent2_6_1_S1","[4798,3874,5070,4882,5056,3930]",[],"[4798,3874,5070,4882,5056,3930]",[],"[4798,3874,5070,4882,5056,3930]",[],"[4798,3874,5070,4882,5056,3930]",[],"[4798,3874,5070,4882,5056,3930]",[],"[4798,3874,5070,4882,5056,3930]",[],1322,"[4798,3874,5070,4882,5056,3930]",[]
32,"Descent2_6_2_S1","[4921,5066]",[],"[4921,5066]",[],"[4921,5066]",[],"[4921,5066]",[],"[4921,5066]",[],"[4921,5066]",[],1324,"[4921,5066]",[]
