"rownum","Id","MonsterVarietiesKey","i32","rid","bool","bool","i32","i32","bool","rid","rid","i32","bool","i32","string","bool","bool"
78,78,4227,125,"",1,1,0,0,"","","",0,"",0,"","",1
79,79,3778,125,766,1,1,0,0,"","","",0,"",0,"","",1
80,80,4360,125,"",1,1,0,0,"","","",0,"",0,"","",1
81,81,4275,125,114,1,1,0,0,"","","",0,"",0,"","",1
82,82,2554,125,"",1,1,0,0,"","","",0,"",0,"","",1
83,83,4443,125,"",1,1,0,0,"","","",0,"",0,"","",1
84,84,4277,125,246,1,1,0,0,"","","",0,"",0,"","",1
85,85,4278,125,246,1,1,0,0,"","","",0,"",0,"","",1
86,86,4361,125,"",1,1,0,0,"","","",0,"",0,"","",1
87,87,4152,125,"",1,1,0,0,"","","",0,"",0,"","",1
88,88,3656,125,"",1,1,0,0,"","","",0,"",0,"","",1
89,89,1384,125,"",1,1,0,0,"","","",0,"",0,"","",1
90,90,1385,125,"",1,1,0,0,"","","",0,"",0,"","",1
91,91,1386,125,"",1,1,0,0,"","","",0,"",0,"","",1
92,92,1381,125,246,1,1,0,0,"","","",0,"",0,"","",1
93,93,1382,125,246,1,1,0,0,"","","",0,"",0,"","",1
94,94,1383,125,246,1,1,0,0,"","","",0,"",0,"","",1
95,95,2557,125,"",1,1,0,0,"","","",0,"",0,"","",1
96,96,4258,125,"",1,1,0,0,"","","",0,"",0,"","",1
97,97,4229,125,"",1,1,0,0,"","","",0,"",0,"","",1
98,98,4236,125,"",1,1,0,0,"","","",0,"",0,"","",1
99,99,4208,125,"",1,1,0,0,"","","",0,"",0,"","",1
100,100,4237,125,"",1,1,0,0,"","","",0,"",0,"","",1
101,101,4239,125,"",1,1,0,0,"","","",0,"",0,"","",1
102,102,4240,125,"",1,1,0,0,"","","",0,"",0,"","",1
103,103,4231,125,"",1,1,0,0,"","","",0,"",0,"","",1
104,104,2558,125,"",1,1,0,0,"","","",0,"",0,"","",1
105,105,2561,125,"",1,1,0,0,"","","",0,"",0,"","",1
106,106,"",17,330,1,1,0,0,"","","",0,"",0,"","",1
107,107,"",18,330,1,1,0,0,"","","",0,"",0,"","",1
108,108,"",19,330,1,1,0,0,"","","",0,"",0,"","",1
109,109,"",20,330,1,1,0,0,"","","",0,"",0,"","",1
110,110,"",21,330,1,1,0,0,"","","",0,"",0,"","",1
111,111,4428,125,"",1,1,0,0,"","","",0,"",0,"","",1
112,112,4495,125,"",1,1,0,0,"","","",0,"",0,"","",1
113,113,"",22,900,1,1,0,0,"","","",0,"",0,"","",1
114,114,"",23,900,1,1,0,0,"","","",0,"",0,"","",1
115,115,"",24,900,1,1,0,0,"","","",0,"",0,"","",1
116,116,"",25,900,1,1,0,0,"","","",0,"",0,"","",1
117,117,"",26,900,1,1,0,0,"","","",0,"",0,"","",1
118,118,"",27,900,1,1,0,0,"","","",0,"",0,"","",1
119,119,"",28,900,1,1,0,0,"","","",0,"",0,"","",1
120,120,"",29,900,1,1,0,0,"","","",0,"",0,"","",1
121,121,"",30,900,1,1,0,0,"","","",0,"",0,"","",1
122,122,"",31,900,1,1,0,0,"","","",0,"",0,"","",1
123,123,4522,125,"",1,1,0,0,"","","",0,"",0,"","",1
124,124,4211,125,"",1,1,0,0,"","","",0,"",0,"","",1
125,125,4594,125,"",1,1,0,0,"","","",0,"",0,"","",1
126,126,2855,125,"",1,1,0,0,"","","",0,"",0,"","",1
127,127,1039,125,599,1,1,0,0,"","","",0,"",0,"","",1
128,128,4124,125,"",1,1,0,0,"","","",0,"",0,"","",1
129,129,2762,125,"",1,1,0,0,"","","",0,"",0,"","",1
130,130,562,125,475,1,1,0,0,"","","",0,"",0,"","",1
131,131,4548,125,"",1,1,0,0,"","","",0,"",0,"","",1
132,132,2597,125,"",1,1,0,0,"","","",0,"",0,"","",1
133,133,"",32,330,1,1,0,0,"","","",0,"",0,"","",1
134,134,2600,125,920,1,1,0,0,"","","",0,"",0,"","",1
135,135,4565,125,"",1,1,0,0,"","","",0,"",0,"","",1
136,136,4204,125,"",1,1,0,0,"","","",0,"",0,"","",1
137,137,"",34,330,1,1,0,0,"","","",0,"",0,"","",1
138,138,"",34,330,1,1,0,0,"","","",0,"",0,"","",1
139,139,"",34,330,1,1,0,0,"","","",0,"",0,"","",1
140,140,"",33,599,1,1,0,0,"","","",0,"",0,"","",1
141,141,4587,125,599,1,1,0,0,"","","",0,"",0,"","",1
142,142,3483,125,"",1,1,0,0,"","","",0,"",0,"","",1
143,143,4432,125,"",1,1,0,0,"","","",0,"",0,"","",1
144,144,985,125,"",1,1,0,0,"","","",0,"",0,"","",1
145,145,4583,125,983,1,1,0,0,"","","",0,"",0,"","",1
146,146,1708,125,599,1,1,0,0,"","","",0,"",0,"","",1
147,147,1710,125,599,1,1,0,0,"","","",0,"",0,"","",1
148,148,1712,125,599,1,1,0,0,"","","",0,"",0,"","",1
149,149,2605,125,"",1,1,0,0,"","","",0,"",0,"","",1
150,150,176,125,1030,1,1,0,0,"","","",0,"",0,"","",1
151,151,4206,125,"",1,1,0,0,"","","",0,"",0,"","",1
152,152,3618,125,526,1,1,0,0,"","","",0,"",0,"","",1
153,153,4238,125,"",1,1,0,0,"","","",0,"",0,"","",1
154,154,3374,125,330,1,1,0,0,"","","",0,"",0,"","",1
155,155,3375,125,330,1,1,0,0,"","","",0,"",0,"","",1
156,156,678,125,330,1,1,0,0,"","","",0,"",0,"","",1
157,157,4234,125,"",1,1,0,0,"","","",0,"",0,"","",1
158,158,1286,125,"",1,1,0,0,"","","",0,"",0,"","",1
159,159,2763,125,"",1,1,0,0,"","","",0,"",0,"","",1
160,160,2008,125,1030,1,1,0,0,"","","",0,"",0,"","",1
161,161,2009,125,1030,1,1,0,0,"","","",0,"",0,"","",1
162,162,4379,125,"",1,1,0,0,"","","",0,"",0,"","",1
163,163,850,125,"",1,1,0,0,"","","",0,"",0,"","",1
164,164,380,125,"",1,1,0,0,"","","",0,"",0,"","",1
165,165,3659,125,"",1,1,0,0,"","","",0,"",0,"","",1
166,166,4212,125,"",1,1,0,0,"","","",0,"",0,"","",1
167,167,4433,125,1031,1,1,0,0,"","","",0,"",0,"","",1
168,168,4691,125,1030,1,1,0,0,"","","",0,"",0,"","",1
169,169,2598,125,920,1,1,0,0,"","","",0,"",0,"","",1
170,170,3875,125,"",1,1,0,0,"","","",0,"",0,"","",1
171,171,4435,125,"",1,1,0,0,"","","",0,"",0,"","",1
172,172,3552,125,1030,1,1,0,0,"","","",0,"",0,"","",1
173,173,3852,125,"",1,1,0,0,"","","",0,"",0,"","",1
174,174,1366,125,"",1,1,0,0,"","","",0,"",0,"","",1
175,175,2655,125,860,1,1,0,0,"","","",0,"",0,"","",1
176,176,2677,125,409,1,1,0,0,"","","",0,"",0,"","",1
177,177,4431,125,"",1,1,0,0,"","","",0,"",0,"","",1
178,178,157,125,246,1,1,0,0,"","","",0,"",0,"","",1
179,179,4228,125,"",1,1,0,0,"","","",0,"",0,"","",1
180,180,4230,125,"",1,1,0,0,"","","",0,"",0,"","",1
181,181,4232,125,"",1,1,0,0,"","","",0,"",0,"","",1
182,182,4213,125,"",1,1,0,0,"","","",0,"",0,"","",1
183,183,4380,125,"",1,1,0,0,"","","",0,"",0,"","",1
184,184,851,125,"",1,1,0,0,"","","",0,"",0,"","",1
185,185,4377,125,"",1,1,0,0,"","","",0,"",0,"","",1
186,186,"",39,"",1,1,0,0,"","","",0,"",0,"","",1
187,187,907,125,330,1,1,0,0,"","","",0,"",0,"","",1
188,188,4697,125,"",1,1,0,0,"","","",0,"",0,"","",1
189,189,2196,125,"",1,1,0,0,"","","",0,"",0,"","",1
190,190,893,125,"",1,1,0,0,"","","",0,"",0,"","",1
191,191,894,125,"",1,1,0,0,"","","",0,"",0,"","",1
192,192,895,125,"",1,1,0,0,"","","",0,"",0,"","",1
193,193,896,125,"",1,1,0,0,"","","",0,"",0,"","",1
194,194,"",40,1056,1,1,0,0,"","","",0,"",0,"","",1
195,195,4668,125,"",1,1,0,0,"","","",0,"",0,"","",1
196,196,3321,125,"",1,1,0,0,"","","",0,"",10,"","",1
197,197,4207,125,"",1,1,0,0,"","","",0,"",0,"","",1
198,198,4830,125,"",1,1,0,0,"","","",0,"",0,"","",1
199,199,4831,125,"",1,1,0,0,"","","",0,"",0,"","",1
200,200,3853,125,"",1,1,0,0,"","","",0,"",0,"","",1
201,201,909,125,"",1,1,0,0,"","","",0,"",0,"","",1
202,202,666,125,59,1,1,0,0,"","","",0,"",0,"","",1
203,203,601,125,59,1,1,0,0,"","","",0,"",0,"","",1
204,204,"",41,330,1,1,0,0,"","","",0,"",0,"","",1
205,205,159,125,330,1,1,0,0,"","","",0,"",0,"","",1
206,206,4921,125,330,1,1,0,0,"","","",0,"",0,"","",1
207,207,4974,125,246,1,1,0,0,"","","",0,"",0,"","",1
208,208,3687,125,"",1,1,0,0,"","","",0,"",0,"","",1
209,209,4854,125,"",1,1,0,0,"","","",0,"",0,"","",1
210,210,"",42,"",1,1,0,0,"","","",0,"",0,"","",1
211,211,"",44,"",1,1,0,0,"","","",0,"",0,"","",1
212,212,"",43,"",1,1,0,0,"","","",0,"",0,"","",1
213,213,"",45,"",1,1,0,0,"","","",0,"",0,"","",1
214,214,4997,125,900,1,1,0,0,"","","",0,"",0,"","",1
215,215,3686,125,"",1,1,0,0,"","","",0,"",0,"","",1
216,216,3876,125,246,1,1,0,0,"","","",0,"",0,"","",1
217,217,3854,125,246,1,1,0,0,"","","",0,"",0,"","",1
218,218,3894,125,246,1,1,0,0,"","","",0,"",0,"","",1
219,219,3047,125,246,1,1,0,0,"","","",0,"",0,"","",1
220,220,5070,125,"",1,1,0,0,"","","",0,"",0,"","",1
221,221,4203,125,"",1,1,0,0,"","","",0,"",0,"","",1
222,222,1056,125,"",1,1,0,0,"","","",0,"",0,"","",1
223,223,2794,125,"",1,1,0,0,"","","",0,"",0,"","",1
224,224,5167,125,"",1,1,0,0,"","","",0,"",0,"","",1
225,225,5324,125,"",1,1,0,0,"","","",0,"",0,"","",1
226,226,5016,125,"",1,1,0,0,"","","",0,"",0,"","",1
227,227,5326,125,"",1,1,0,0,"","","",0,"",0,"","",1
228,228,4529,125,"",1,1,0,0,"","","",0,"",0,"","",1
229,229,2539,125,372,1,1,0,0,"","","",0,"",0,"","",1
230,230,1876,125,"",1,1,0,0,"","","",0,"",0,"","",1
231,231,960,125,"",1,1,0,0,"","","",0,"",0,"","",1
232,232,2010,125,"",1,1,0,0,"","","",0,"",0,"","",1
233,233,2364,125,"",1,1,0,0,"","","",0,"",0,"","",1
234,234,2666,125,59,1,1,0,0,"","","",0,"",0,"","",1
235,235,"",66,"",1,1,0,0,"","","",0,"",0,"","",1
236,236,3586,125,59,1,1,0,0,"","","",0,"",0,"","",1
237,237,316,125,"",1,1,0,0,"","","",0,"",0,"","",1
238,238,2833,125,"",1,1,0,0,"","","",0,"",0,"","",1
239,239,1295,125,"",1,1,0,0,"","","",0,"",0,"","",1
240,240,4205,125,"",1,1,0,0,"","","",0,"",0,"","",1
241,241,5022,125,"",1,1,0,0,"","","",0,"",0,"","",1
242,242,2781,125,"",1,1,0,0,"","","",0,"",0,"","",1
243,243,5316,125,"",1,1,0,0,"","","",0,"",0,"","",1
244,244,5316,125,1364,1,1,0,0,"","","",0,"",0,"","",1
245,245,4235,125,"",1,1,0,0,"","","",0,"",0,"","",1
246,246,4241,125,"",1,1,0,0,"","","",0,"",0,"","",1
247,247,2698,125,"",1,1,0,0,"","","",0,"",0,"","",1
248,248,3845,125,"",1,1,0,0,"","","",0,"",0,"","",1
249,249,912,125,"",1,1,0,0,"","","",0,"",0,"","",1
250,250,5168,125,"",1,1,0,0,"","","",0,"",0,"","",1
251,251,1179,125,"",1,1,0,0,"","","",0,"",0,"","",1
252,252,4217,125,"",1,1,0,0,"","","",0,"",0,"","",1
253,253,5471,125,"",1,1,0,0,"","","",0,"",0,"","",1
254,254,986,125,983,1,1,0,0,"","","",0,"",0,"","",1
255,255,4585,125,983,1,1,0,0,"","","",0,"",0,"","",1
256,256,1057,125,"",1,1,0,0,"","","",0,"",0,"","",1
257,257,913,125,"",1,1,0,0,"","","",0,"",0,"","",1
258,258,5483,125,"",1,1,0,0,"","","",0,"",0,"","",1
259,259,"",47,"",1,1,0,0,"","","",0,"",0,"","",1
260,260,"",48,1325,1,1,0,0,"","","",0,"",0,"","",1
261,261,5486,125,"",1,1,0,0,"","","",0,"",0,"","",1
262,262,5487,125,"",1,1,0,0,"","","",0,"",0,"","",1
263,263,4221,125,552,1,1,0,0,"","","",0,"",0,"","",1
264,264,"",49,"",1,1,0,0,"","","",0,"",0,"","",1
265,265,5158,125,"",1,1,0,0,"","","",0,"",0,"","",1
266,266,982,125,"",1,1,0,0,"","","",0,"",0,"","",1
267,267,317,125,"",1,1,0,0,"","","",0,"",0,"","",1
268,268,2834,125,"",1,1,0,0,"","","",0,"",0,"","",1
269,269,1296,125,"",1,1,0,0,"","","",0,"",0,"","",1
270,270,4217,125,"",1,1,0,0,"","","",0,"",0,"","",1
271,271,1370,125,"",1,1,0,0,"","","",0,"",0,"","",1
272,272,"",46,1092,1,1,0,0,"","","",0,"",0,"","",1
273,273,"",52,1325,1,1,0,0,"","","",0,"",0,"","",1
274,274,5557,125,1719,1,1,0,0,"","","",0,"",0,"","",1
275,275,"",53,"",1,1,0,0,"","","",0,"",0,"","",1
276,276,5547,125,"",1,1,0,0,"","","",0,"",0,"","",1
277,277,5540,125,"",1,1,0,0,"","","",0,"",0,"","",1
278,278,5543,125,"",1,1,0,0,"","","",0,"",0,"","",1
279,279,5545,125,"",1,1,0,0,"","","",0,"",0,"","",1
280,280,"",58,"",1,1,0,0,"","","",0,"",0,"","",1
281,281,"",59,"",1,1,0,0,"","","",0,"",0,"","",1
282,282,5550,125,"",1,1,0,0,"","","",0,"",0,"","",1
283,283,5555,125,"",1,1,0,0,"","","",0,"",0,"","",1
284,284,5553,125,"",1,1,0,0,"","","",0,"",0,"","",1
285,285,5558,125,"",1,1,0,0,"","","",0,"",0,"","",1
286,286,5651,125,"",1,1,0,0,"","","",0,"",0,"","",1
287,287,"",54,"",1,1,0,0,"","","",0,"",0,"","",1
288,288,"",71,"",1,1,0,0,"","","",0,"",0,"","",1
289,289,"",67,"",1,1,0,0,"","","",0,"",0,"","",1
290,290,"",68,351,1,1,0,0,"","","",0,"",0,"","",1
291,291,3044,125,351,1,1,0,0,"","","",0,"",0,"","",1
292,292,"",69,351,1,1,0,0,"","","",0,"",0,"","",1
293,293,3045,125,351,1,1,0,0,"","","",0,"",0,"","",1
294,294,"",70,351,1,1,0,0,"","","",0,"",0,"","",1
295,295,3046,125,351,1,1,0,0,"","","",0,"",0,"","",1
296,296,3047,125,351,1,1,0,0,"","","",0,"",0,"","",1
297,297,5529,125,"",1,1,0,0,"","","",0,"",0,"","",1
298,298,5650,125,"",1,1,0,0,"","","",0,"",0,"","",1
299,299,"",72,"",1,1,0,0,"","","",0,"",0,"","",1
300,300,5648,125,"",1,1,0,0,"","","",0,"",0,"","",1
301,301,"",73,"",1,1,0,0,"","","",0,"",0,"","",1
302,302,"",74,"",1,1,0,0,"","","",0,"",0,"","",1
303,303,"",75,"",1,1,0,0,"","","",0,"",0,"","",1
304,304,5475,125,"",1,1,0,0,"","","",0,"",0,"","",1
305,305,"",68,934,1,1,0,0,"","","",0,"",0,"","",1
306,306,"",69,934,1,1,0,0,"","","",0,"",0,"","",1
307,307,"",70,934,1,1,0,0,"","","",0,"",0,"","",1
308,308,5623,125,"",1,1,0,0,"","","",0,"",0,"","",1
309,309,"",64,"",1,1,0,0,"","","",0,"",0,"","",1
310,310,"",65,"",1,1,0,0,"","","",0,"",0,"","",1
311,311,5645,125,"",1,1,0,0,"","","",0,"",0,"","",1
312,312,5592,125,"",1,1,0,0,"","","",0,"",0,"","",1
313,313,5660,125,"",1,1,0,0,"","","",0,"",0,"","",1
314,314,5665,125,"",1,1,0,0,"","","",0,"",0,"","",1
315,315,5476,125,"",1,1,0,0,"","","",0,"",0,"","",1
316,316,4870,125,"",1,1,0,0,"","","",0,"",0,"","",1
317,317,5751,125,"",1,1,0,0,"","","",0,"",0,"","",1
318,318,2692,125,1463,1,1,0,0,"","","",0,"",0,"","",1
319,319,5851,125,351,1,1,0,0,"","","",0,"",0,"","",1
320,320,5722,125,"",1,1,0,0,"","","",0,"",0,"","",1
321,321,5684,125,"",1,1,0,0,"","","",0,"",0,"","",1
322,322,5683,125,"",1,1,0,0,"","","",0,"",0,"","",1
323,323,5763,125,1371,1,1,0,0,"","","",0,"",0,"","",1
324,324,5811,125,"",1,1,0,0,"","","",0,"",0,"","",1
325,325,5766,125,"",1,1,0,0,"","","",0,"",0,"","",1
326,326,5757,125,"",1,1,0,0,"","","",0,"",0,"","",1
327,327,5760,125,"",1,1,0,0,"","","",0,"",0,"","",1
328,328,2799,125,"",1,1,0,0,"","","",0,"",0,"","",1
329,329,1034,125,"",1,1,0,0,"","","",0,"",0,"","",1
330,330,"",76,"",1,1,0,0,"","","",0,"",0,"","",1
331,331,5750,125,"",1,1,0,0,"","","",0,"",0,"","",1
332,332,2791,125,"",1,1,0,0,"","","",0,"",0,"","",1
333,333,5799,125,"",1,1,0,0,"","","",0,"",0,"","",1
334,334,5795,125,"",1,1,0,0,"","","",0,"",0,"","",1
335,335,5772,125,"",1,1,0,0,"","","",0,"",0,"","",1
336,336,5711,125,"",1,1,0,0,"","","",0,"",0,"","",1
337,337,5843,125,"",1,1,0,0,"","","",0,"",0,"","",1
338,338,5847,125,"",1,1,0,0,"","","",0,"",0,"","",1
339,339,5671,125,"",1,1,0,0,"","","",0,"",0,"","",1
340,340,5023,125,"",1,1,0,0,"","","",0,"",0,"","",1
341,341,"",77,"",1,1,0,0,"","","",0,"",0,"","",1
342,342,1228,125,2054,1,1,0,0,"","","",0,"",0,"","",1
343,343,2250,125,"",1,1,0,0,"","","",0,"",0,"","",1
344,344,2800,125,"",1,1,0,0,"","","",0,"",0,"","",1
345,345,2656,125,"",1,1,0,0,"","","",0,"",0,"","",1
346,346,3889,125,2162,1,1,0,0,"","","",0,"",0,"","",1
347,347,2697,125,"",1,1,0,0,"","","",0,"",0,"","",1
348,348,1714,125,599,1,1,0,0,"","","",0,"",0,"","",1
349,349,1716,125,599,1,1,0,0,"","","",0,"",0,"","",1
350,350,1718,125,599,1,1,0,0,"","","",0,"",0,"","",1
351,351,1807,125,"",1,1,0,0,"","","",0,"",0,"","",1
352,352,2801,125,"",1,1,0,0,"","","",0,"",0,"","",1
353,353,6079,125,2054,1,1,0,0,"","","",0,"",0,"","",1
354,354,1808,125,"",1,1,0,0,"","","",0,"",0,"","",1
355,355,5473,125,"",1,1,0,0,"","","",0,"",0,"","",1
356,356,5024,125,"",1,1,0,0,"","","",0,"",0,"","",1
357,357,4366,125,"",1,1,0,0,"","","",0,"",0,"","",1
358,358,4367,125,"",1,1,0,0,"","","",0,"",0,"","",1
359,359,914,125,"",1,1,0,0,"","","",0,"",0,"","",1
360,360,"",79,"",1,1,0,0,"","","",0,"",0,"","",1
361,361,"",80,"",1,1,0,0,"","","",0,"",0,"","",1
362,362,4430,125,"",1,1,0,0,"","","",0,"",0,"","",1
363,363,"",81,"",1,1,0,0,"","","",0,"",0,"","",1
364,364,6408,125,"",1,1,0,0,"","","",0,"",0,"","",1
365,365,6411,125,"",1,1,0,0,"","","",0,"",0,"","",1
366,366,5534,125,"",1,1,0,0,"","","",0,"",0,"","",1
367,367,6609,125,"",1,1,0,0,"","","",0,"",0,"","",1
368,368,6592,125,"",1,1,0,0,"","","",0,"",0,"","",1
369,369,6593,125,"",1,1,0,0,"","","",0,"",0,"","",1
370,370,6594,125,"",1,1,0,0,"","","",0,"",0,"","",1
371,371,6595,125,"",1,1,0,0,"","","",0,"",0,"","",1
372,372,6548,125,"",1,1,0,0,"","","",0,"",0,"","",1
373,373,4242,125,2603,1,1,0,0,"","","",0,"",0,"","",1
374,374,6349,125,"",1,1,0,0,"","","",0,"",0,"","",1
375,375,6588,125,"",1,1,0,0,"","","",0,"",0,"","",1
376,376,6716,125,"",1,1,0,0,"","","",0,"",0,"","",1
377,377,6730,125,"",1,1,0,0,"","","",0,"",0,"","",1
378,378,"",82,"",1,1,0,0,"","","",0,"",0,"","",1
379,379,6643,125,"",1,1,0,0,"","","",0,"",0,"","",1
380,380,3575,125,1476,1,1,0,0,"","","",0,"",0,"","",1
381,381,6874,125,"",1,1,0,0,"","","",0,"",0,"","",1
382,382,6077,125,604,1,1,0,0,"","","",0,"",0,"","",1
383,383,6078,125,604,1,1,0,0,"","","",0,"",0,"","",1
384,384,"",83,351,1,1,0,0,"","","",0,"",0,"","",1
385,385,"",84,351,1,1,0,0,"","","",0,"",0,"","",1
386,386,4243,125,3016,1,1,0,0,"","","",0,"",0,"","",1
387,387,2804,125,"",1,1,0,0,"","","",0,"",0,"","",1
388,388,6928,125,330,1,1,0,0,"","","",0,"",0,"","",1
389,389,6930,125,"",1,1,0,0,"","","",0,"",0,"","",1
390,390,421,125,"",1,1,0,0,"","","",0,"",0,"","",1
391,391,788,125,"",1,1,0,0,"","","",0,"",0,"","",1
392,392,318,125,"",1,1,0,0,"","","",0,"",0,"","",1
393,393,2835,125,"",1,1,0,0,"","","",0,"",0,"","",1
394,394,1297,125,"",1,1,0,0,"","","",0,"",0,"","",1
395,395,326,125,985,1,1,0,0,"","","",0,"",0,"","",1
396,396,6780,125,"",1,1,0,0,"","","",0,"",0,"","",1
397,397,6940,125,"",1,1,0,0,"","","",0,"",0,"","",1
398,398,6939,125,"",1,1,0,0,"","","",0,"",0,"","",1
399,399,6852,125,"",1,1,0,0,"","","",0,"",0,"","",1
400,400,605,125,59,1,1,0,0,"","","",0,"",0,"","",1
401,401,6974,125,3429,1,1,0,0,"","","",0,"",0,"","",1
402,402,6975,125,3429,1,1,0,0,"","","",0,"",0,"","",1
403,403,6976,125,3429,1,1,0,0,"","","",0,"",0,"","",1
404,404,6977,125,"",1,1,0,0,"","","",0,"",0,"","",1
405,405,6978,125,3431,1,1,0,0,"","","",0,"",0,"","",1
406,406,1370,125,934,1,1,0,0,"","","",0,"",0,"","",1
407,407,7067,125,"",1,1,0,0,"","","",0,"",0,"","",1
408,408,1809,125,"",1,1,0,0,"","","",0,"",0,"","",1
409,409,5325,125,"",1,1,0,0,"","","",0,"",0,"","",1
