"rownum","Id","BaseItemTypesKey","PosX","PosY","Order","SizeX","SizeY","bool","i32","i32"
34,"Metadata/Items/Scarabs/ScarabUniques1",7760,68,186,34,1,1,"",2,75
35,"Metadata/Items/Scarabs/ScarabUniques2",7761,169,186,35,1,1,"",2,75
36,"Metadata/Items/Scarabs/ScarabUniques3",7762,270,186,36,1,1,"",2,75
37,"Metadata/Items/Scarabs/ScarabBeasts1",7764,68,89,37,1,1,"",2,75
38,"Metadata/Items/Scarabs/ScarabBeasts2",7765,169,89,38,1,1,"",2,75
39,"Metadata/Items/Scarabs/ScarabBeasts3",7766,270,89,39,1,1,"",2,75
40,"Metadata/Items/Scarabs/ScarabShaperRares1",7772,491,89,40,1,1,"",2,75
41,"Metadata/Items/Scarabs/ScarabShaperRares2",7773,592,89,41,1,1,"",2,75
42,"Metadata/Items/Scarabs/ScarabShaperRares3",7774,693,89,42,1,1,"",2,75
43,"Metadata/Items/Scarabs/ScarabElderRares1",7776,491,482,43,1,1,"",2,75
44,"Metadata/Items/Scarabs/ScarabElderRares2",7777,592,482,44,1,1,"",2,75
45,"Metadata/Items/Scarabs/ScarabElderRares3",7778,693,482,45,1,1,"",2,75
46,"Metadata/Items/Scarabs/ScarabSulphite1",7780,68,382,46,1,1,"",2,75
47,"Metadata/Items/Scarabs/ScarabSulphite2",7781,169,382,47,1,1,"",2,75
48,"Metadata/Items/Scarabs/ScarabSulphite3",7782,270,382,48,1,1,"",2,75
49,"Metadata/Items/Scarabs/ScarabDivinationCards1",7784,491,579,49,1,1,"",2,75
50,"Metadata/Items/Scarabs/ScarabDivinationCards2",7785,592,579,50,1,1,"",2,75
51,"Metadata/Items/Scarabs/ScarabDivinationCards3",7786,693,579,51,1,1,"",2,75
52,"Metadata/Items/Scarabs/ScarabTorment1",7788,68,284,52,1,1,"",2,75
53,"Metadata/Items/Scarabs/ScarabTorment2",7789,169,284,53,1,1,"",2,75
54,"Metadata/Items/Scarabs/ScarabTorment3",7790,270,284,54,1,1,"",2,75
55,"Metadata/Items/Scarabs/ScarabStrongbox1",7792,68,675,55,1,1,"",2,75
56,"Metadata/Items/Scarabs/ScarabStrongbox2",7793,169,675,56,1,1,"",2,75
57,"Metadata/Items/Scarabs/ScarabStrongbox3",7794,270,675,57,1,1,"",2,75
58,"Metadata/Items/Scarabs/ScarabHarbinger1",7796,491,384,58,1,1,"",2,75
59,"Metadata/Items/Scarabs/ScarabHarbinger2",7797,592,384,59,1,1,"",2,75
60,"Metadata/Items/Scarabs/ScarabHarbinger3",7798,693,384,60,1,1,"",2,75
61,"Metadata/Items/Scarabs/ScarabPerandus1",7800,491,189,61,1,1,"",2,75
62,"Metadata/Items/Scarabs/ScarabPerandus2",7801,592,189,62,1,1,"",2,75
63,"Metadata/Items/Scarabs/ScarabPerandus3",7802,693,189,63,1,1,"",2,75
64,"Metadata/Items/MapFragments/CurrencyLegionFragmentKarui",6048,335,420,64,1,1,"",0,70
65,"Metadata/Items/MapFragments/CurrencyLegionFragmentMaraketh",6049,627,420,65,1,1,"",0,70
66,"Metadata/Items/MapFragments/CurrencyLegionFragmentEternal",6050,238,420,66,1,1,"",0,70
67,"Metadata/Items/MapFragments/CurrencyLegionFragmentTemplar",6051,530,420,67,1,1,"",0,70
68,"Metadata/Items/MapFragments/CurrencyLegionFragmentVaal",6052,433,420,68,1,1,"",0,70
69,"Metadata/Items/Currency/CurrencyLegionKaruiShard",192,335,326,69,1,1,1,0,70
70,"Metadata/Items/Currency/CurrencyLegionMarakethShard",193,627,326,70,1,1,1,0,70
71,"Metadata/Items/Currency/CurrencyLegionEternalEmpireShard",194,238,326,71,1,1,1,0,70
72,"Metadata/Items/Currency/CurrencyLegionTemplarShard",195,530,326,72,1,1,1,0,70
73,"Metadata/Items/Currency/CurrencyLegionVaalShard",196,433,326,73,1,1,1,0,70
74,"Metadata/Items/Scarabs/ScarabLegion1",7804,68,577,74,1,1,"",2,75
75,"Metadata/Items/Scarabs/ScarabLegion2",7805,169,577,75,1,1,"",2,75
76,"Metadata/Items/Scarabs/ScarabLegion3",7806,270,577,76,1,1,"",2,75
77,"Metadata/Items/MapFragments/CurrencyElderFragment1",6017,220,674,77,1,1,"",0,70
78,"Metadata/Items/MapFragments/CurrencyElderFragment2",6018,220,768,78,1,1,"",0,70
79,"Metadata/Items/MapFragments/CurrencyElderFragment3",6019,122,768,79,1,1,"",0,70
80,"Metadata/Items/MapFragments/CurrencyElderFragment4",6020,122,674,80,1,1,"",0,70
81,"Metadata/Items/MapFragments/CurrencyUberElderFragment1",6022,744,674,81,1,1,"",0,70
82,"Metadata/Items/MapFragments/CurrencyUberElderFragment2",6023,744,768,82,1,1,"",0,70
83,"Metadata/Items/MapFragments/CurrencyUberElderFragment3",6024,647,768,83,1,1,"",0,70
84,"Metadata/Items/MapFragments/CurrencyUberElderFragment4",6025,647,674,84,1,1,"",0,70
85,"Metadata/Items/Scarabs/ScarabMetamorph1",7808,68,479,85,1,1,"",2,75
86,"Metadata/Items/Scarabs/ScarabMetamorph2",7809,169,479,86,1,1,"",2,75
87,"Metadata/Items/Scarabs/ScarabMetamorph3",7810,270,479,87,1,1,"",2,75
88,"Metadata/Items/MapFragments/CurrencyMavenKey",8119,744,420,88,1,1,"",0,70
89,"Metadata/Items/MapFragments/CurrencyMavenKeyFragment",8120,744,326,89,1,1,"",0,70
90,"Metadata/Items/MapFragments/CurrencyBreachFragmentFire2",6033,228,433,90,1,1,"",1,74
91,"Metadata/Items/MapFragments/CurrencyBreachFragmentFire3",6038,228,551,91,1,1,"",1,74
92,"Metadata/Items/MapFragments/CurrencyBreachFragmentFire4",6043,228,668,92,1,1,"",1,74
93,"Metadata/Items/MapFragments/CurrencyBreachFragmentCold2",6034,329,433,93,1,1,"",1,74
94,"Metadata/Items/MapFragments/CurrencyBreachFragmentCold3",6039,329,551,94,1,1,"",1,74
95,"Metadata/Items/MapFragments/CurrencyBreachFragmentCold4",6044,329,668,95,1,1,"",1,74
96,"Metadata/Items/MapFragments/CurrencyBreachFragmentLightning2",6035,430,433,96,1,1,"",1,74
97,"Metadata/Items/MapFragments/CurrencyBreachFragmentLightning3",6040,430,551,97,1,1,"",1,74
98,"Metadata/Items/MapFragments/CurrencyBreachFragmentLightning4",6045,430,668,98,1,1,"",1,74
99,"Metadata/Items/MapFragments/CurrencyBreachFragmentPhysical2",6036,532,433,99,1,1,"",1,74
100,"Metadata/Items/MapFragments/CurrencyBreachFragmentPhysical3",6041,532,551,100,1,1,"",1,74
101,"Metadata/Items/MapFragments/CurrencyBreachFragmentPhysical4",6046,532,668,101,1,1,"",1,74
102,"Metadata/Items/MapFragments/CurrencyBreachFragmentChaos2",6037,633,433,102,1,1,"",1,74
103,"Metadata/Items/MapFragments/CurrencyBreachFragmentChaos3",6042,633,551,103,1,1,"",1,74
104,"Metadata/Items/MapFragments/CurrencyBreachFragmentChaos4",6047,633,668,104,1,1,"",1,74
105,"Metadata/Items/Scarabs/ScarabBlight1",7812,68,774,105,1,1,"",2,75
106,"Metadata/Items/Scarabs/ScarabBlight2",7813,169,774,106,1,1,"",2,75
107,"Metadata/Items/Scarabs/ScarabBlight3",7814,270,774,107,1,1,"",2,75
108,"Metadata/Items/Scarabs/ScarabBlight4",7815,370,774,108,1,1,"",2,75
109,"Metadata/Items/Scarabs/ScarabBreach4",7755,793,677,109,1,1,"",2,75
110,"Metadata/Items/Scarabs/ScarabMaps4",7759,793,287,110,1,1,"",2,75
111,"Metadata/Items/Scarabs/ScarabUniques4",7763,370,186,111,1,1,"",2,75
112,"Metadata/Items/Scarabs/ScarabBeasts4",7767,370,89,112,1,1,"",2,75
113,"Metadata/Items/Scarabs/ScarabShaperRares4",7775,793,89,113,1,1,"",2,75
114,"Metadata/Items/Scarabs/ScarabElderRares4",7779,793,482,114,1,1,"",2,75
115,"Metadata/Items/Scarabs/ScarabSulphite4",7783,370,382,115,1,1,"",2,75
116,"Metadata/Items/Scarabs/ScarabDivinationCards4",7787,793,579,116,1,1,"",2,75
117,"Metadata/Items/Scarabs/ScarabTorment4",7791,370,284,117,1,1,"",2,75
118,"Metadata/Items/Scarabs/ScarabStrongbox4",7795,370,675,118,1,1,"",2,75
119,"Metadata/Items/Scarabs/ScarabHarbinger4",7799,793,384,119,1,1,"",2,75
120,"Metadata/Items/Scarabs/ScarabPerandus4",7803,793,189,120,1,1,"",2,75
121,"Metadata/Items/Scarabs/ScarabLegion4",7807,370,577,121,1,1,"",2,75
122,"Metadata/Items/Scarabs/ScarabMetamorph4",7811,370,479,122,1,1,"",2,75
123,"Metadata/Items/MapFragments/CurrencyOfferingToTheGoddessDedication",6057,371,542,123,1,1,"",0,70
124,"Metadata/Items/MapFragments/CurrencyOfferingToTheGoddessGift",6056,495,542,124,1,1,"",0,70
125,"Metadata/Items/MapFragments/CurrencyOfferingToTheGoddessTribute",6055,619,542,125,1,1,"",0,70
126,"Metadata/Items/Scarabs/ScarabAbyss1",7816,491,774,126,1,1,"",2,75
127,"Metadata/Items/Scarabs/ScarabAbyss2",7817,592,774,127,1,1,"",2,75
128,"Metadata/Items/Scarabs/ScarabAbyss3",7818,693,774,128,1,1,"",2,75
129,"Metadata/Items/Scarabs/ScarabAbyss4",7819,793,774,129,1,1,"",2,75
130,"Metadata/Items/Currency/CurrencyRitualSplinter",293,122,326,130,1,1,"",0,70
131,"Metadata/Items/Currency/CurrencyRitualStone",294,122,420,131,1,1,"",0,70
132,"Metadata/Items/MapFragments/CurrencyHarvestBossKey",8147,744,542,132,1,1,"",0,70
