"rownum","BaseMetadata","i32","[rid]","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool","bool","bool","bool","bool","bool","bool","bool","i32","i32","i32","i32","rid","bool","bool","i32","Script","bool"
10,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerSkeletonKnight",1,"[6168,6169]",20,500,0,0,2600,3100,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
11,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerSkeletonKnight",9,"[6168,6169]",20,500,0,0,2400,2900,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
12,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerSkeletonKnight",29,"[6168,6169]",20,500,0,0,2300,2800,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
13,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerSkeletonKnight",52,"[6168,6169]",20,500,0,0,2200,2700,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
14,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerSkeletonKnight",92,"[6168,6169]",20,500,0,0,2100,2600,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
15,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerSkeletonKnight",173,"[6168,6169]",20,500,0,0,2000,1500,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
16,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerSkeletonKnight",239,"[6168,6169]",20,500,0,0,1500,2000,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
17,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerSkeletonKnight",319,"[6168,6169]",20,500,0,0,1250,1750,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
18,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerSkeletonKnight",469,"[6168,6169]",20,500,0,0,1000,1500,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
19,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerSkeletonKnight",569,"[6168,6169]",20,500,0,0,800,1300,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
20,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerFragment",1,[6167],20,500,0,0,2600,3100,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
21,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerFragment",9,[6167],20,500,0,0,2400,2900,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
22,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerFragment",29,[6167],20,500,0,0,2300,2800,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
23,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerFragment",52,[6167],20,500,0,0,2200,2700,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
24,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerFragment",92,[6167],20,500,0,0,2100,2600,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
25,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerFragment",173,[6167],20,500,0,0,2000,1500,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
26,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerFragment",239,[6167],20,500,0,0,1500,2000,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
27,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerFragment",319,[6167],20,500,0,0,1250,1750,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
28,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerFragment",469,[6167],20,500,0,0,1000,1500,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
29,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerFragment",569,[6167],20,500,0,0,800,1300,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
30,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistSpear",1,[6173],20,500,0,0,2600,3100,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
31,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistSpear",9,[6173],20,500,0,0,2400,2900,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
32,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistSpear",29,[6173],20,500,0,0,2300,2800,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
33,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistSpear",52,[6173],20,500,0,0,2200,2700,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
34,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistSpear",92,[6173],20,500,0,0,2100,2600,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
35,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistSpear",173,[6173],20,500,0,0,2000,1500,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
36,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistSpear",239,[6173],20,500,0,0,1500,2000,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
37,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistSpear",319,[6173],20,500,0,0,1250,1750,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
38,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistSpear",469,[6173],20,500,0,0,1000,1500,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
39,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistSpear",569,[6173],20,500,0,0,800,1300,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
40,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistKnifestick",1,[6172],20,500,0,0,2600,3100,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
41,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistKnifestick",9,[6172],20,500,0,0,2400,2900,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
42,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistKnifestick",29,[6172],20,500,0,0,2300,2800,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
43,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistKnifestick",52,[6172],20,500,0,0,2200,2700,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
44,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistKnifestick",92,[6172],20,500,0,0,2100,2600,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
45,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistKnifestick",173,[6172],20,500,0,0,2000,1500,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
46,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistKnifestick",239,[6172],20,500,0,0,1500,2000,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
47,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistKnifestick",319,[6172],20,500,0,0,1250,1750,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
48,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistKnifestick",469,[6172],20,500,0,0,1000,1500,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
49,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistKnifestick",569,[6172],20,500,0,0,800,1300,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
50,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistDagger",1,[6171],20,500,0,0,2600,3100,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
51,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistDagger",9,[6171],20,500,0,0,2400,2900,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
52,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistDagger",29,[6171],20,500,0,0,2300,2800,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
53,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistDagger",52,[6171],20,500,0,0,2200,2700,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
54,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistDagger",92,[6171],20,500,0,0,2100,2600,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
55,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistDagger",173,[6171],20,500,0,0,2000,1500,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
56,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistDagger",239,[6171],20,500,0,0,1500,2000,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
57,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistDagger",319,[6171],20,500,0,0,1250,1750,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
58,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistDagger",469,[6171],20,500,0,0,1000,1500,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
59,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistDagger",569,[6171],20,500,0,0,800,1300,0,0,"","","","","","","","","","",5,0,30,0,"","","",1,"",""
60,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistChampion",1,[6174],20,500,0,0,2600,3100,0,0,"","","","","","","","","","",2,0,0,0,2,"","",1,"",""
61,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistChampion",9,[6174],20,500,0,0,2400,2900,0,0,"","","","","","","","","","",2,0,0,0,2,"","",1,"",""
62,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistChampion",29,[6174],20,500,0,0,2300,2800,0,0,"","","","","","","","","","",2,0,0,0,2,"","",1,"",""
63,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistChampion",52,[6174],20,500,0,0,2200,2700,0,0,"","","","","","","","","","",2,0,0,0,2,"","",1,"",""
64,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistChampion",92,[6174],20,500,0,0,2100,2600,0,0,"","","","","","","","","","",2,0,0,0,2,"","",1,"",""
65,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistChampion",173,[6174],20,500,0,0,2000,1500,0,0,"","","","","","","","","","",2,0,0,0,2,"","",1,"",""
66,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistChampion",239,[6174],20,500,0,0,1500,2000,0,0,"","","","","","","","","","",2,0,0,0,2,"","",1,"",""
67,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistChampion",319,[6174],20,500,0,0,1250,1750,0,0,"","","","","","","","","","",2,0,0,0,2,"","",1,"",""
68,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistChampion",469,[6174],20,500,0,0,1000,1500,0,0,"","","","","","","","","","",2,0,0,0,2,"","",1,"",""
69,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/VaalBloodEncounter/VaalBloodEncounterSpawnerCultistChampion",569,[6174],20,500,0,0,800,1300,0,0,"","","","","","","","","","",2,0,0,0,2,"","",1,"",""
70,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Weta1",1,[6189],20,1000,0,3,2760,5520,0,0,"",1,"","","",1,"","","","",2,5,20,0,"","","",1,"triggerer.DoAction( Emerge );",""
71,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Weta1",9,[6189],20,1000,0,3,2400,4800,0,0,"",1,"","","",1,"","","","",2,5,25,0,"","","",1,"triggerer.DoAction( Emerge );",""
72,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Weta1",29,[6189],20,1000,0,3,2040,4080,0,0,"",1,"","","",1,"","","","",2,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
73,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Weta1",52,[6189],20,1000,0,3,1680,3360,0,0,"",1,"","","",1,"","","","",2,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
74,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Weta1",92,[6189],20,1000,0,3,1300,2700,0,0,"",1,"","","",1,"","","","",2,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
75,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Weta1",173,[6189],20,1000,0,3,1100,2200,0,0,"",1,"","","",1,"","","","",2,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
76,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Weta1",239,[6189],20,1000,0,3,1000,1800,0,0,"",1,"","","",1,"","","","",2,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
77,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Weta2",1,[6190],5,1000,0,3,3700,7300,0,0,"",1,"","","",1,"","","","",1,5,20,0,"","","",1,"triggerer.DoAction( Emerge );",""
78,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Weta2",9,[6190],5,1000,0,3,3200,6300,0,0,"",1,"","","",1,"","","","",1,5,25,0,"","","",1,"triggerer.DoAction( Emerge );",""
79,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Weta2",29,[6190],5,1000,0,3,2700,5500,0,0,"",1,"","","",1,"","","","",1,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
80,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Weta2",52,[6190],5,1000,0,3,2300,4800,0,0,"",1,"","","",1,"","","","",1,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
81,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Weta2",92,[6190],5,1000,0,3,2000,4200,0,0,"",1,"","","",1,"","","","",1,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
82,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Weta2",173,[6190],5,1000,0,3,1800,3700,0,0,"",1,"","","",1,"","","","",1,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
83,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Weta2",239,[6190],5,1000,0,3,1700,3300,0,0,"",1,"","","",1,"","","","",1,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
84,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Weta3",1,[6218],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",1,1,0,10,"","","",1,"",""
85,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Weta3",9,[6218],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",1,1,0,15,"","","",1,"",""
86,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Weta3",29,[6218],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",1,1,0,20,"","","",1,"",""
87,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Weta3",52,[6218],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",1,1,0,25,"","","",1,"",""
88,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Weta3",92,[6218],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",1,1,0,25,"","","",1,"",""
89,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Weta3",173,[6218],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",1,1,0,25,"","","",1,"",""
