"rownum","i32","[rid]","[rid]","i32","i32","i32","i32","i32","bool","i32","i32","i32","bool","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","i32","i32","bool","i32","bool","rid","[i32]","i32","bool","bool","rid","bool","[rid]","bool","bool","rid","bool","[rid]","bool","bool"
22,22,[2077],[],250,3,3,55,10,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[100],"",1,"","",[],"",""
23,23,[2076],[],0,3,3,10,15,1,3,2,10,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[160],"",1,"","",[],"",""
24,24,[],[],0,1,4,10,0,1,13,13,0,"","",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"","","","",[],"",""
25,25,[2081],[],0,1,4,20,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","",[],"",""
26,26,[2082],[],0,1,4,12,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","",[],"",""
27,27,[2110],[],750,2,3,50,0,1,6,2,100,1,"",0,0,8,0,3,0,4,0,1,0,"","",150,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
28,28,[2075],[],0,2,3,20,0,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
29,29,[2075],[],0,2,3,20,0,1,3,2,0,1,1,0,0,8,0,1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
30,30,[2113],[],0,2,3,20,0,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
31,31,[2113],[],0,2,3,20,0,1,3,2,0,1,1,0,0,8,0,1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
32,32,[2114],[],0,2,3,20,0,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
33,33,[2114],[],0,2,3,20,0,1,3,2,0,1,1,0,0,8,0,1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
34,34,[2115],[],0,1,2,15,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
35,35,[2126],[],0,1,2,20,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
36,36,[2127],[],0,1,4,16,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
37,37,[2128],[],0,1,4,10,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
38,38,[],[],0,1,2,10,0,1,13,13,0,"","",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
39,39,[2126],[],0,1,2,20,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
40,40,[2169],[],0,1,2,15,0,1,13,13,0,1,"",0,0,8,0,4,15,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
41,41,[2168],[],0,1,5,16,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,2,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
42,42,[2169],[],0,1,2,15,0,1,13,13,0,1,"",0,0,8,0,4,15,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
43,43,[2169],[],0,1,2,15,0,1,13,13,0,1,"",0,0,8,0,4,15,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
44,44,[2172],[],0,1,4,8,0,1,13,13,0,1,"",0,0,8,0,4,12,7,0,1,12,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
45,45,[2014],[],0,1,2,5,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
46,46,[2014],[],0,1,2,5,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
47,47,[2014],[],0,1,2,5,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
48,48,[2014],[],0,1,2,5,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
49,49,[2014],[],0,1,2,5,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
50,50,[2014],[],0,1,2,5,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
51,51,[2145],[],0,1,2,15,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
52,52,[2093],[],0,1,3,20,0,1,13,13,0,1,"",0,0,8,0,4,2,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
53,53,[2094],[],0,1,3,20,0,1,13,13,0,1,"",0,0,8,0,4,2,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
54,54,[2091],[],0,1,2,12,0,1,13,13,0,1,"",0,0,8,0,4,10,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
55,55,[],[],0,3,2,16,10,1,3,2,0,"","",0,0,8,0,1,0,2,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
56,56,[],[],250,1,2,47,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
57,57,[2369],[],0,1,4,22,0,1,13,13,0,"","",0,0,8,0,4,20,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
58,58,[],[],0,3,2,63,5,1,4,2,0,"","",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
59,59,[2367],[],0,1,4,18,0,1,13,13,0,1,"",0,0,8,0,1,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
60,60,[2247],[],200,2,2,85,0,1,6,2,85,1,"",0,0,8,0,3,0,4,0,1,0,1,"",25,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
61,61,[2316],[],300,2,3,20,0,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",160,7,"",50,"","",[],3,1,1,"","",[],"",1,"","",[],"",""
62,62,[],[],200,2,3,22,0,1,3,2,0,"","",0,0,8,0,1,0,4,0,1,0,"","",160,7,"",33,"","",[],3,"","","","",[],"",1,"","",[],"",""
63,63,[],[],500,3,3,25,5,1,3,2,0,"","",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
64,64,[2391],[],700,3,3,70,35,1,6,2,30,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[400],"",1,"","",[],"",""
65,65,[2316],[],0,2,3,20,0,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
66,66,[],[],0,1,2,12,0,1,13,13,0,"","",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
67,67,[2092],[],0,1,3,19,0,1,13,13,0,1,"",0,0,8,0,4,1,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
68,68,[2310],[],0,1,4,20,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
69,69,[2311],[],0,1,4,12,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
70,70,[2351],[],0,1,3,10,0,1,13,13,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
71,71,[],[],0,2,2,22,0,1,6,2,100,"","",0,0,8,0,1,0,4,0,1,0,"","",220,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
72,72,[],[],0,2,2,22,0,1,6,2,100,"","",0,0,8,0,1,0,4,0,1,0,"","",200,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
73,73,[2364],[],0,1,4,10,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
74,74,[2368],[],0,1,4,18,0,1,13,13,0,1,"",0,0,8,0,1,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
75,75,[],[],0,2,2,20,0,1,3,2,0,"","",0,0,8,0,1,0,4,0,1,0,"","",150,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
76,76,[],[],0,1,2,22,0,1,13,13,0,"","",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
77,77,[],[],0,1,4,6,0,1,13,13,0,"","",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"","","","",[],"",""
78,78,[295],[],0,1,4,20,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
79,79,[],[],0,1,4,16,0,1,13,13,0,"","",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
80,80,[2430],[],0,3,3,120,10,1,6,2,100,"","",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[120],"",1,"","",[],"",""
81,81,[],[],0,3,3,60,6,1,3,6,-3,"","",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
82,82,[2471],[],0,1,4,12,0,1,13,13,0,1,"",0,0,8,0,4,11,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
83,83,[],[],0,1,4,10,0,1,13,13,0,"","",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
84,84,[2463],[],200,3,3,37,8,1,6,2,100,1,"",0,0,8,0,4,11,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
85,85,[2486],[],0,1,4,15,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
86,86,[2487],[],0,1,4,7,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
87,87,[2498],[2499],0,1,3,12,0,1,13,13,0,1,"",0,0,8,0,1,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
88,88,[2471],[],0,1,4,12,0,1,13,13,0,1,"",0,0,8,0,4,3,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","",[],"",""
89,89,[],[],0,1,2,7,0,1,13,13,0,"","",0,0,8,0,1,0,7,0,1,0,"",1,0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
90,90,[2494],[],0,1,2,13,0,1,13,13,0,1,"",0,0,8,0,4,11,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","",[],"",""
91,91,[2497],[],0,1,4,15,0,1,13,13,0,"","",0,0,8,0,4,11,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"","","","",[],"",""
92,92,[],[],0,1,4,10,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
93,93,[2534],[],0,1,4,16,0,1,13,13,0,1,"",0,0,8,0,4,11,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
94,94,[2590],[],0,3,3,18,30,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
95,95,[2591],[],0,3,3,18,30,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
96,96,[2592],[],200,3,3,74,16,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
97,97,[2508],[],0,1,3,25,0,1,13,13,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
98,98,[295],[],0,1,4,10,0,1,13,13,0,1,"",0,0,8,0,1,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
99,99,[298],[],0,1,4,10,0,1,13,13,0,1,"",0,0,8,0,1,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
100,100,[],[],0,2,2,10,0,1,6,2,100,"","",0,0,8,0,1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
101,101,[2513],[],750,1,2,25,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
102,102,[2524],[],0,1,4,20,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","",[],"",""
103,103,[2690],[],500,2,2,82,0,1,3,2,0,1,"",0,0,8,0,3,0,4,0,1,0,"","",30,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
104,104,[2690],[],500,2,2,82,0,1,3,2,0,1,1,0,0,8,0,3,0,4,0,1,0,"","",30,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
105,105,[2586],[],0,2,2,20,0,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
106,106,[2587],[],200,3,3,64,18,1,6,2,100,1,"",0,0,8,0,4,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
107,107,[2560],[],0,2,2,16,0,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
108,108,[2560],[],0,2,2,16,0,1,3,2,0,1,1,0,0,8,0,1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
109,109,[2561],[],0,3,3,37,6,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
110,110,[2585],[],0,1,3,21,0,1,13,13,0,1,"",0,0,8,0,4,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
111,111,[2610],[],0,2,2,21,0,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
112,112,[2610],[],0,2,2,21,0,1,6,2,100,1,1,0,0,8,0,1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
113,113,[2609],[],0,4,2,14,5,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
114,114,[2608],[],0,1,3,23,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
115,115,[2633],[],0,3,3,10,30,1,6,2,100,1,"",0,0,8,0,3,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
116,116,[],[],0,3,2,12,8,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
117,117,[2636],[],0,1,3,19,0,1,13,13,0,1,"",0,0,8,0,4,1,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
118,118,[2316],[],0,2,2,20,0,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
119,119,[2238],[],0,3,3,37,8,1,6,2,100,1,"",0,0,8,0,4,11,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
120,120,[2535],[],0,1,3,12,0,1,13,13,0,1,"",0,0,8,0,1,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
121,121,[2697],[],200,1,2,12,0,1,13,13,0,1,"",0,0,8,0,1,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
122,122,[2698],[],200,3,3,40,20,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
123,123,[2698],[],200,3,3,28,12,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
124,124,[2694],[],200,3,3,37,20,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
125,125,[2695],[],200,3,3,40,40,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
126,126,[2696],[],0,1,4,10,0,1,13,13,0,1,"",0,0,8,0,1,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
127,127,[2617],[],0,1,2,14,0,1,13,13,0,1,"",0,0,8,0,1,0,2,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
128,128,[2618],[],0,1,2,14,0,1,13,13,0,1,"",0,0,8,0,1,0,2,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
129,129,[2619],[],0,1,2,20,0,1,13,13,0,1,"",0,0,8,0,1,0,2,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
130,130,[2621],[],0,2,2,25,0,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",305,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
131,131,[2541],[],0,1,4,16,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","",[],"",""
132,132,[954],[],0,1,4,12,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
133,133,[954],[],0,1,3,12,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
134,134,[],[],0,1,4,9,0,1,13,13,0,"","",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"","","","",[],"",""
135,135,[],[],0,1,4,6,0,1,13,13,0,"","",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"","","","",[],"",""
136,136,[2629],[],0,1,4,30,0,1,13,13,0,"","",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
137,137,[2651],[],1200,2,3,46,0,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",60,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
138,138,[2649],[],0,1,3,26,0,1,13,13,0,1,"",0,0,8,0,4,1,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
139,139,[2622],[],0,2,3,20,0,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",180,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
140,140,[],[2635],0,1,3,12,0,1,13,13,0,"","",0,0,8,0,4,1,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","",[],"",""
141,141,[2597],[],250,3,3,69,10,1,3,2,0,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
142,142,[2562],[],0,1,3,5,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
143,143,[2582],[],400,3,3,64,18,1,6,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
144,144,[2583],[],0,1,4,11,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","",[],"",""
145,145,[],[],0,2,2,20,0,1,6,2,100,1,1,0,0,8,0,1,0,4,0,1,0,"","",180,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
146,146,[2588],[],0,1,3,5,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
147,147,[2593],[],0,1,3,29,0,1,13,13,0,1,"",0,0,8,0,1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
148,148,[2594],[],0,4,3,40,29,1,13,13,100,1,1,0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
149,149,[2595],[],170,3,2,64,20,1,3,2,100,1,"",0,0,8,0,1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","",[],"",""
