"rownum","MapPinsKey0","MapPinsKey1","i32","RestrictedAreaText","i32","i32","i32","i32","i32","i32","i32"
34,36,37,2565,"",2565,2565,2565,0,0,470,0
35,36,44,2565,"",2565,2565,2565,0,0,470,0
36,44,45,435,"The way is impassable due to the Undying blockage.",195,435,474,0,0,574,0
37,44,38,2565,"",2565,2565,2565,0,0,574,0
38,38,39,2565,"",2565,2565,2565,0,0,574,0
39,38,40,2565,"",2565,2565,2565,0,0,574,0
40,40,41,2565,"",2565,2565,2565,0,0,574,0
41,41,42,2565,"",2565,2565,2565,0,0,574,0
42,40,45,2565,"The bridge across is blocked by a thaumaturgical barrier.",476,2565,435,0,0,692,0
43,40,43,2565,"",2565,2565,2565,0,0,692,0
44,45,46,2565,"",2565,2565,2565,0,0,692,0
45,45,47,2565,"",2565,2565,2565,0,0,692,0
46,47,48,2565,"",2565,2565,2565,0,0,692,0
47,47,49,2565,"",2565,2565,2565,0,0,692,0
48,51,50,2565,"",2565,2565,2565,0,0,692,0
49,50,52,2565,"",2565,2565,2565,0,0,692,0
50,50,53,2565,"",2565,2565,2565,0,0,692,0
51,53,54,2565,"",2565,2565,2565,0,0,692,0
52,54,55,2565,"",2565,2565,2565,0,0,692,0
53,55,56,2565,"",2565,2565,2565,0,0,692,0
54,54,57,2565,"",2565,2565,2565,0,0,692,0
55,57,58,2565,"",2565,2565,2565,0,0,692,0
56,54,59,2565,"",2565,2565,2565,0,0,692,0
57,59,60,698,"You must pierce the hide with the Rapture device.",223,2565,2565,0,0,794,0
58,50,61,2565,"",2565,2565,2565,0,0,794,0
59,63,62,2565,"",2565,2565,2565,0,0,794,0
60,62,64,2565,"",2565,2565,2565,0,0,794,0
61,64,65,2565,"",2565,2565,1072,0,0,794,0
62,65,67,2565,"",2565,2565,2565,0,0,794,0
63,67,69,2565,"",2565,2565,1072,0,0,794,0
64,69,68,2565,"",2565,1072,317,0,0,794,0
65,68,66,2565,"",2565,2565,2565,0,0,794,0
66,66,70,2565,"",2565,2565,2565,0,0,794,0
67,66,71,2565,"",2565,2565,2565,0,0,794,0
68,66,72,1411,"You need the Sign of Purity to access the Cathedral Rooftop.",1044,2565,2565,0,0,918,0
69,66,64,2565,"The entrance is now blocked.",1072,2565,317,0,0,978,0
70,73,74,2565,"",2565,2565,2565,0,0,978,0
71,73,75,2565,"",2565,2565,2565,0,0,978,0
72,75,76,2565,"",2565,2565,2565,0,0,978,0
73,75,77,2565,"",2565,2565,2565,0,0,978,0
74,77,78,1179,"You need to find the missing Karui eye to open the gate.",1182,2565,2565,0,0,1094,0
75,78,79,1176,"You must defeat Tukohama to unlock the exit.",1181,2565,2565,0,0,1186,0
76,79,80,2565,"",2565,2565,2565,0,0,1186,0
77,80,81,2565,"",2565,2565,2565,0,0,1186,0
78,81,82,2565,"",2565,2565,2565,0,0,1186,0
79,82,83,2565,"",2565,2565,2565,0,0,1186,0
80,83,84,2565,"",2565,2565,2565,0,0,1186,0
81,83,85,2565,"",2565,2565,2565,0,0,1186,0
82,85,86,2565,"",2565,2565,2565,0,0,1186,0
83,86,87,2565,"",2565,2565,2565,0,0,1186,0
84,87,88,1161,"You must light the Beacon to access the Brine King's Reef.",1154,2565,2565,0,0,1306,0
85,89,90,2565,"",2565,2565,2565,0,0,1306,0
86,90,91,2565,"",2565,2565,2565,0,0,1306,0
87,91,92,2565,"",2565,2565,2565,0,0,1306,0
88,91,94,2565,"",2565,2565,2565,0,0,1306,0
89,91,97,2565,"The bandits have blocked the way. You must find another way around.",1271,2565,1271,0,0,1444,0
90,92,93,2565,"",2565,2565,2565,0,0,1444,0
91,94,96,2565,"",2565,1288,1165,0,0,1444,0
92,94,95,2565,"",2565,2565,2565,0,0,1444,0
93,96,97,2565,"",2565,2565,2565,0,0,1444,0
94,97,98,2565,"",2565,2565,2565,0,0,1444,0
95,98,99,2565,"",2565,2565,2565,0,0,1444,0
96,98,100,2565,"",2565,2565,2565,0,0,1444,0
97,100,101,2565,"",2565,2565,2565,0,0,1444,0
98,101,102,2565,"",2565,2565,2565,0,0,1444,0
99,103,104,2565,"",2565,2565,2565,0,0,1444,0
100,104,105,2565,"",2565,2565,2565,0,0,1444,0
101,105,106,2565,"",2565,2565,2565,0,0,1444,0
102,105,111,2565,"",2565,2565,2565,0,0,1444,0
103,108,107,2565,"",2565,2565,2565,0,0,1444,0
104,106,108,2565,"",2565,2565,2565,0,0,1444,0
105,108,109,2565,"",2565,2565,2565,0,0,1444,0
106,109,110,2565,"",2565,2565,2565,0,0,1444,0
107,109,116,2565,"",2565,2565,2565,0,0,1444,0
108,111,112,2565,"",2565,2565,2565,0,0,1444,0
109,112,113,2565,"",2565,2565,2565,0,0,1444,0
110,113,115,2565,"",2565,2565,2565,0,0,1444,0
111,115,114,2565,"",2565,2565,2565,0,0,1444,0
112,114,116,2565,"",2565,2565,2565,0,0,1444,0
113,117,118,2565,"",2565,2565,2565,0,0,1444,0
114,118,119,2565,"",2565,2565,2565,0,0,1444,0
115,119,120,2565,"",2565,2565,2565,0,0,1444,0
116,120,121,1632,"You must find a way to clear the Sandstorm to access the Oasis.",1637,2565,2565,0,0,1574,0
117,120,122,2565,"",2565,2565,2565,0,0,1574,0
118,122,123,2565,"",2565,2565,2565,0,0,1574,0
119,122,124,2565,"",2565,2565,2565,0,0,1574,0
120,124,125,2565,"",2565,2565,2565,0,0,1574,0
121,125,126,2565,"",2565,2565,2565,0,0,1574,0
122,125,127,1612,"You must deliver the ingredients to Sin to access the Beast.",1375,2565,2565,0,0,1698,0
123,127,128,2565,"",2565,2565,2565,0,0,1698,0
124,129,130,2565,"",2565,2565,2565,0,0,1698,0
125,130,131,2565,"",2565,2565,2565,0,0,1698,0
126,131,132,2565,"",2565,2565,2565,0,0,1698,0
127,132,133,2565,"",2565,2565,2565,0,0,1698,0
128,131,134,2565,"Kitava's Horns block the way.",2565,1666,1667,0,0,1760,0
129,134,135,2565,"",2565,2565,2565,0,0,1760,0
130,131,136,2565,"",2565,2565,2565,0,0,1760,0
131,131,137,2565,"",2565,2565,2565,0,0,1760,0
132,131,138,2565,"",2565,2565,2565,0,0,1760,0
133,139,141,2565,"",2565,2565,2565,0,0,1760,0
134,139,142,2565,"",2565,2565,2565,0,0,1760,0
135,139,143,2565,"",2565,2565,2565,0,0,1760,0
