"rownum","BaseItemTypesKey","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","Display_Wand_ModsKey","Display_Bow_ModsKey","Display_Quiver_ModsKey","Display_Amulet_ModsKey","Display_Ring_ModsKey","Display_Belt_ModsKey","Display_Gloves_ModsKey","Display_Boots_ModsKey","Display_BodyArmour_ModsKey","Display_Helmet_ModsKey","Display_Shield_ModsKey","i32","DropLevelMinimum","DropLevelMaximum","Monster_ModsKeys","EssenceTypeKey","Level","i32","Display_Weapon_ModsKey","Display_MeleeWeapon_ModsKey","Display_OneHandWeapon_ModsKey","Display_TwoHandWeapon_ModsKey","Display_TwoHandMeleeWeapon_ModsKey","Display_Armour_ModsKey","Display_RangedWeapon_ModsKey","Helmet_ModsKey","BodyArmour_ModsKey","Boots_ModsKey","Gloves_ModsKey","Bow_ModsKey","Wand_ModsKey","Staff_ModsKey","TwoHandSword_ModsKey","TwoHandAxe_ModsKey","TwoHandMace_ModsKey","Claw_ModsKey","Dagger_ModsKey","OneHandSword_ModsKey","OneHandThrustingSword_ModsKey","OneHandAxe_ModsKey","OneHandMace_ModsKey","Sceptre_ModsKey","Display_Monster_ModsKey","ItemLevelRestriction","Belt_ModsKey","Amulet_ModsKey","Ring_ModsKey","Display_Jewellery_ModsKey","Shield_ModsKey","Display_Items_ModsKey","IsScreamingEssence"
10,79,"","","","","","","","","","","","","",2306,1869,610,610,701,701,"","",690,-1245983058,48,100,[11508],1,4,931,"","",2173,2185,"",689,"",689,689,701,701,2185,2173,2185,2185,2185,2185,2173,2173,2173,2173,2173,2173,2173,11454,75,610,1869,610,"",690,"",""
11,80,"","","","","","","","","","","","","",2307,1870,611,611,"","",691,705,698,-182539987,68,100,[11509],1,5,1024,"","",2178,2190,"",702,"",705,691,702,702,2190,2178,2190,2190,2190,2190,2178,2178,2178,2178,2178,2178,2178,11455,0,611,1870,611,"",698,"",1
12,81,"","","","","","","","","","","","","",2308,1871,613,612,"","",693,706,699,910335598,0,0,[11510],1,6,0,"","",2179,2191,"",703,"",706,693,703,703,2191,2179,2191,2191,2191,2191,2179,2179,2179,2179,2179,2179,2179,11456,0,612,1871,613,"",699,"",""
13,82,"","","","","","","","","","","","","",2309,1872,614,613,"","",697,707,700,1591416724,0,0,[11511],1,7,0,"","",2180,2192,"",704,"",707,697,704,704,2192,2180,2192,2192,2192,2192,2180,2180,2180,2180,2180,2180,2180,11457,0,613,1872,614,"",700,"",""
14,83,"","","","","","","","","","","","","",946,"","",4273,"","","","","",1724552963,1,47,[11505],2,1,700,8577,"","","","",294,"",294,294,294,294,8577,8577,8577,8577,8577,8577,8577,8577,8577,8577,8577,8577,8577,11444,35,4273,2715,2715,2715,294,"",""
15,84,"","","","","","","","","","","","","",947,"","",4274,"","","","","",-1337235593,12,67,[11506],2,2,770,8578,"","","","",295,"",295,295,295,295,8578,8578,8578,8578,8578,8578,8578,8578,8578,8578,8578,8578,8578,11445,45,4274,2716,2716,2716,295,"",""
16,85,"","","","","","","","","","","","","",948,"","",4275,"","","","","",1334812465,30,100,[11507],2,3,847,8579,"","","","",296,"",296,296,296,296,8579,8579,8579,8579,8579,8579,8579,8579,8579,8579,8579,8579,8579,11446,60,4275,2717,2717,2717,296,"",""
17,86,"","","","","","","","","","","","","",949,"","",4276,287,287,"","","",-669856137,48,100,[11508],2,4,931,8580,"","","","",288,"",288,288,287,287,8580,8580,8580,8580,8580,8580,8580,8580,8580,8580,8580,8580,8580,11447,75,4276,2718,2718,2718,288,"",""
18,87,"","","","","","","","","","","","","",950,"","",4277,"","",290,289,290,181619222,68,100,[11509],2,5,1024,8581,"","","","",288,"",289,290,288,288,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,8581,11448,0,4277,2719,2719,2719,290,"",1
19,88,"","","","","","","","","","","","","",951,"","",4278,"","",292,290,291,2059925248,0,0,[11510],2,6,0,8582,"","","","",289,"",290,292,289,289,8582,8582,8582,8582,8582,8582,8582,8582,8582,8582,8582,8582,8582,11449,0,4278,2720,2720,2720,291,"",""
20,89,"","","","","","","","","","","","","",952,"","",4279,"","",297,299,298,-1356244188,0,0,[11511],2,7,0,8583,"","","","",300,"",299,297,300,300,8583,8583,8583,8583,8583,8583,8583,8583,8583,8583,8583,8583,8583,11450,0,4279,2721,2721,2721,298,"",""
21,90,"","","","","","","","","","","","","",708,"","",4345,708,4345,4345,4345,4345,1018082169,1,47,[11505],3,1,700,"","",1241,1252,"",4345,"",4345,4345,4345,708,1252,1241,1252,1252,1252,1252,1241,1241,1241,1241,1241,1241,1241,11419,35,4345,708,708,708,4345,"",""
22,91,"","","","","","","","","","","","","",709,"","",4346,709,4346,4346,4346,4346,829889309,12,67,[11506],3,2,770,"","",1242,1253,"",4346,"",4346,4346,4346,709,1253,1242,1253,1253,1253,1253,1242,1242,1242,1242,1242,1242,1242,11420,45,4346,709,709,709,4346,"",""
23,92,"","","","","","","","","","","","","",710,"","",4347,710,4347,4347,4347,4347,2051179612,30,100,[11507],3,3,847,"","",1243,1254,"",4347,"",4347,4347,4347,710,1254,1243,1254,1254,1254,1254,1243,1243,1243,1243,1243,1243,1243,11421,60,4347,711,711,711,4347,"",""
24,93,"","","","","","","","","","","","","",721,713,712,4348,721,4348,4348,4348,4348,-743698363,48,100,[11508],3,4,931,"","",1244,1255,"",4348,"",4348,4348,4348,721,1255,1244,1255,1255,1255,1255,1244,1244,1244,1244,1244,1244,1244,11422,75,4348,713,712,"",4348,"",""
25,94,"","","","","","","","","","","","","",722,715,718,4349,722,4349,4349,4349,4349,-205989316,68,100,"[11509,11426]",3,5,1024,"","",1246,1257,"",4349,"",4349,4349,4349,722,1257,1246,1257,1257,1257,1257,1246,1246,1246,1246,1246,1246,1246,11423,0,4349,715,718,"",4349,"",1
26,95,"","","","","","","","","","","","","",723,716,719,4350,723,4350,4350,4350,4350,-1738015661,0,0,"[11510,11426]",3,6,0,"","",1247,1258,"",4350,"",4350,4350,4350,723,1258,1247,1258,1258,1258,1258,1247,1247,1247,1247,1247,1247,1247,11424,0,4350,716,719,"",4350,"",""
27,96,"","","","","","","","","","","","","",724,717,720,4351,724,4351,4351,4351,4351,1330507188,0,0,"[11511,11426]",3,7,0,"","",1251,1262,"",4351,"",4351,4351,4351,724,1262,1251,1262,1262,1262,1262,1251,1251,1251,1251,1251,1251,1251,11425,0,4351,717,720,"",4351,"",""
28,97,"","","","","","","","","","","","","",78,"","","","","","","","",535092733,12,67,"[11506,11513]",4,2,669,"","",7899,7905,"",78,"",78,78,78,78,7905,7899,7905,7905,7905,7905,7899,7899,7899,7899,7899,7899,7899,11413,45,78,78,78,78,78,78,""
29,98,"","","","","","","","","","","","","",79,"","","","","","","","",-267836319,30,100,"[11507,11513]",4,3,736,"","",7900,7906,"",79,"",79,79,79,79,7906,7900,7906,7906,7906,7906,7900,7900,7900,7900,7900,7900,7900,11414,60,79,79,79,79,79,79,""
30,99,"","","","","","","","","","","","","",81,"","","","","","","","",-880120152,48,100,"[11508,11513]",4,4,810,"","",7901,7907,"",81,"",81,81,81,81,7907,7901,7907,7907,7907,7907,7901,7901,7901,7901,7901,7901,7901,11415,75,81,81,81,81,81,81,""
31,100,"","","","","","","","","","","","","",82,"","","","","","","","",1066624914,68,100,"[11509,11513]",4,5,891,"","",7902,7908,"",82,"",82,82,82,82,7908,7902,7908,7908,7908,7908,7902,7902,7902,7902,7902,7902,7902,11416,0,82,82,82,82,82,82,1
32,101,"","","","","","","","","","","","","",84,"","","","","","","","",993214565,0,0,"[11510,11513]",4,6,0,"","",7903,7909,"",84,"",84,84,84,84,7909,7903,7909,7909,7909,7909,7903,7903,7903,7903,7903,7903,7903,11417,0,84,84,84,84,84,84,""
33,102,"","","","","","","","","","","","","",87,"","","","","","","","",-558420537,0,0,"[11511,11513]",4,7,0,"","",7904,7910,"",87,"",87,87,87,87,7910,7904,7910,7910,7910,7910,7904,7904,7904,7904,7904,7904,7904,11418,0,87,87,87,87,87,87,""
34,103,"","","","","","","","","","","","",1693,2901,"","",2901,"","","","","",-36091224,12,67,"[11506,11515]",5,2,669,1693,"","","",1705,2901,"",2901,2901,2901,2901,1693,1693,1705,1705,1705,1705,1693,1693,1693,1693,1693,1693,1693,11353,45,2901,3406,3406,3406,2901,"",""
35,104,"","","","","","","","","","","","",1695,2902,"","",2902,"","","","","",-1327428615,30,100,"[11507,11515]",5,3,736,1695,"","","",1707,2902,"",2902,2902,2902,2902,1695,1695,1707,1707,1707,1707,1695,1695,1695,1695,1695,1695,1695,11354,60,2902,3407,3407,3407,2902,"",""
36,105,"","","","","","","","","","","","",1697,2903,"","",2903,"","","","","",891153638,48,100,"[11508,11515]",5,4,810,1697,"","","",1709,2903,"",2903,2903,2903,2903,1697,1697,1709,1709,1709,1709,1697,1697,1697,1697,1697,1697,1697,11355,75,2903,3408,3408,3408,2903,"",""
37,106,"","","","","","","","","","","","",1699,2905,"","",2905,"","","","","",128783824,68,100,"[11509,11515]",5,5,891,1699,"","","",1711,2905,"",2905,2905,2905,2905,1699,1699,1711,1711,1711,1711,1699,1699,1699,1699,1699,1699,1699,11356,0,2905,3409,3409,3409,2905,"",1
38,107,"","","","","","","","","","","","",1700,2906,"","",2906,"","","","","",-452117587,0,0,"[11510,11515]",5,6,0,1700,"","","",1712,2906,"",2906,2906,2906,2906,1700,1700,1712,1712,1712,1712,1700,1700,1700,1700,1700,1700,1700,11357,0,2906,3410,3410,3410,2906,"",""
39,108,"","","","","","","","","","","","",1702,2907,"","",2907,"","","","","",1536872438,0,0,"[11511,11515]",5,7,0,1702,"","","",1724,2907,"",2907,2907,2907,2907,1702,1702,1724,1724,1724,1724,1702,1702,1702,1702,1702,1702,1702,11358,0,2907,3411,3411,3411,2907,"",""
40,109,"","","","","","","","","","","","","",891,"","",4339,891,4339,10996,4339,10996,-475311494,12,67,"[11506,11514]",6,2,669,"","",8833,8871,"",4339,"",4339,10996,4339,891,8871,8833,8871,8871,8871,8871,8833,8833,8833,8833,8833,8833,8833,11377,45,4339,891,891,891,10996,"",""
41,110,"","","","","","","","","","","","","",900,"","",4340,900,4340,10997,4340,10997,1008794806,30,100,"[11507,11514]",6,3,736,"","",8835,8873,"",4340,"",4340,10997,4340,900,8873,8835,8873,8873,8873,8873,8835,8835,8835,8835,8835,8835,8835,11378,60,4340,893,893,893,10997,"",""
42,111,"","","","","","","","","","","","","",901,"","",4341,901,4341,10998,4341,10998,-1179354155,48,100,"[11508,11514]",6,4,810,"","",8837,8875,"",4341,"",4341,10998,4341,901,8875,8837,8875,8875,8875,8875,8837,8837,8837,8837,8837,8837,8837,11379,75,4341,895,895,895,10998,"",""
43,112,"","","","","","","","","","","","","",902,"","",4342,902,4342,10999,4342,10999,747230036,68,100,"[11509,11514]",6,5,891,"","",8839,8877,"",4342,"",4342,10999,4342,902,8877,8839,8877,8877,8877,8877,8839,8839,8839,8839,8839,8839,8839,11380,0,4342,897,897,897,10999,"",1
44,113,"","","","","","","","","","","","","",903,"","",4343,903,4343,11000,4343,11000,-826006652,0,0,"[11510,11514]",6,6,0,"","",8840,8878,"",4343,"",4343,11000,4343,903,8878,8840,8878,8878,8878,8878,8840,8840,8840,8840,8840,8840,8840,11381,0,4343,898,898,898,11000,"",""
45,114,"","","","","","","","","","","","","",904,"","",4344,904,4344,11001,4344,11001,-1551618851,0,0,"[11511,11514]",6,7,0,"","",8841,8879,"",4344,"",4344,11001,4344,904,8879,8841,8879,8879,8879,8879,8841,8841,8841,8841,8841,8841,8841,11382,0,4344,899,899,899,11001,"",""
46,115,"","","","","","","","","","","","","",4189,"","",4206,"","","","","",697488794,12,67,[11506],7,2,669,"","",18763,18774,"",4206,"",4206,4206,4206,4206,18774,18763,18774,18774,18774,18774,18763,18763,18763,18763,18763,18763,18763,11385,45,4206,4189,4189,4189,4206,"",""
47,116,"","","","","","","","","","","","","",4190,"","",4207,"","","","","",-185991819,30,100,[11507],7,3,736,"","",18764,18775,"",4207,"",4207,4207,4207,4207,18775,18764,18775,18775,18775,18775,18764,18764,18764,18764,18764,18764,18764,11386,60,4207,4190,4190,4190,4207,"",""
48,117,"","","","","","","","","","","","","",4191,"","",4208,"","","","","",2034631909,48,100,[11508],7,4,810,"","",18765,18776,"",4208,"",4208,4208,4208,4208,18776,18765,18776,18776,18776,18776,18765,18765,18765,18765,18765,18765,18765,11387,75,4208,4191,4191,4191,4208,"",""
49,118,"","","","","","","","","","","","","",4192,"","",4209,"","","","","",-575837846,68,100,[11509],7,5,891,"","",18770,18777,"",4209,"",4209,4209,4209,4209,18777,18770,18777,18777,18777,18777,18770,18770,18770,18770,18770,18770,18770,11388,0,4209,4192,4192,4192,4209,"",1
50,119,"","","","","","","","","","","","","",4193,"","",4210,"","","","","",117284401,0,0,[11510],7,6,0,"","",18771,18778,"",4210,"",4210,4210,4210,4210,18778,18771,18778,18778,18778,18778,18771,18771,18771,18771,18771,18771,18771,11389,0,4210,4193,4193,4193,4210,"",""
51,120,"","","","","","","","","","","","","",4194,"","",4211,"","","","","",-779044208,0,0,[11511],7,7,0,"","",18772,18779,"",4211,"",4211,4211,4211,4211,18779,18772,18779,18779,18779,18779,18772,18772,18772,18772,18772,18772,18772,11390,0,4211,4194,4194,4194,4211,"",""
52,121,"","","","","","","","","","","","","",856,"","",4384,856,4384,10991,4384,10991,836789809,30,100,"[11507,11513]",8,3,640,"","",8818,8863,"",4384,"",4384,10991,4384,856,8863,8818,8863,8863,8863,8863,8818,8818,8818,8818,8818,8818,8818,11391,60,4384,857,857,857,10991,"",""
53,122,"","","","","","","","","","","","","",864,"","",4385,864,4385,10992,4385,10992,-1267169214,48,100,"[11508,11513]",8,4,704,"","",8820,8865,"",4385,"",4385,10992,4385,864,8865,8820,8865,8865,8865,8865,8820,8820,8820,8820,8820,8820,8820,11392,75,4385,859,859,859,10992,"",""
54,123,"","","","","","","","","","","","","",865,"","",4386,865,4386,10993,4386,10993,-1833058895,68,100,"[11509,11513]",8,5,775,"","",8822,8867,"",4386,"",4386,10993,4386,865,8867,8822,8867,8867,8867,8867,8822,8822,8822,8822,8822,8822,8822,11393,0,4386,860,860,860,10993,"",1
55,124,"","","","","","","","","","","","","",866,"","",4387,866,4387,10994,4387,10994,864068417,0,0,"[11510,11513]",8,6,0,"","",8823,8868,"",4387,"",4387,10994,4387,866,8868,8823,8868,8868,8868,8868,8823,8823,8823,8823,8823,8823,8823,11394,0,4387,862,862,862,10994,"",""
56,125,"","","","","","","","","","","","","",867,"","",4388,867,4388,10995,4388,10995,222024053,0,0,"[11511,11513]",8,7,0,"","",8824,8869,"",4388,"",4388,10995,4388,867,8869,8824,8869,8869,8869,8869,8824,8824,8824,8824,8824,8824,8824,11395,0,4388,863,863,863,10995,"",""
57,126,"","","","","","","","","","","","","",2,"","","","","","","","",-1583709973,30,100,"[11507,11515,7270]",9,3,640,"","",7888,7893,"",2,"",2,2,2,2,7893,7888,7893,7893,7893,7893,7888,7888,7888,7888,7888,7888,7888,11436,60,2,2,2,2,2,2,""
58,127,"","","","","","","","","","","","","",4,"","","","","","","","",292711936,48,100,"[11508,11515,7270]",9,4,704,"","",7889,7894,"",4,"",4,4,4,4,7894,7889,7894,7894,7894,7894,7889,7889,7889,7889,7889,7889,7889,11437,75,4,4,4,4,4,4,""
59,128,"","","","","","","","","","","","","",5,"","","","","","","","",-645724387,68,100,"[11509,11515,7270]",9,5,775,"","",7890,7895,"",5,"",5,5,5,5,7895,7890,7895,7895,7895,7895,7890,7890,7890,7890,7890,7890,7890,11438,0,5,5,5,5,5,5,1
60,129,"","","","","","","","","","","","","",7,"","","","","","","","",-193173256,0,0,"[11510,11515,7270]",9,6,0,"","",7891,7896,"",7,"",7,7,7,7,7896,7891,7896,7896,7896,7896,7891,7891,7891,7891,7891,7891,7891,11439,0,7,7,7,7,7,7,""
61,130,"","","","","","","","","","","","","",10,"","","","","","","","",-954409300,0,0,"[11511,11515,7270]",9,7,0,"","",7892,7897,"",10,"",10,10,10,10,7897,7892,7897,7897,7897,7897,7892,7892,7892,7892,7892,7892,7892,11440,0,10,10,10,10,10,10,""
62,131,"","","","","","","","","","","","",1799,3046,"","",3046,"","","","","",1046769873,30,100,"[11507,11514]",10,3,640,1799,"",1799,"",1811,3046,"",3046,3046,3046,3046,1799,1799,1811,1811,1811,1811,1799,1799,1799,1799,1799,1799,1799,11366,60,3046,3471,3471,3471,3046,"",""
63,132,"","","","","","","","","","","","",1801,3047,"","",3047,"","","","","",-383181272,48,100,"[11508,11514]",10,4,704,1801,"",1801,"",1813,3047,"",3047,3047,3047,3047,1801,1801,1813,1813,1813,1813,1801,1801,1801,1801,1801,1801,1801,11367,75,3047,3472,3472,3472,3047,"",""
64,133,"","","","","","","","","","","","",1803,3049,"","",3049,"","","","","",491155825,68,100,"[11509,11514]",10,5,775,1803,"",1803,"",1815,3049,"",3049,3049,3049,3049,1803,1803,1815,1815,1815,1815,1803,1803,1803,1803,1803,1803,1803,11368,0,3049,3474,3474,3474,3049,"",1
65,134,"","","","","","","","","","","","",1804,3050,"","",3050,"","","","","",-150361862,0,0,"[11510,11514]",10,6,0,1804,"",1804,"",1816,3050,"",3050,3050,3050,3050,1804,1804,1816,1816,1816,1816,1804,1804,1804,1804,1804,1804,1804,11369,0,3050,3475,3475,3475,3050,"",""
66,135,"","","","","","","","","","","","",1806,3051,"","",3051,"","","","","",1926779813,0,0,"[11511,11514]",10,7,0,1806,"",1806,"",1828,3051,"",3051,3051,3051,3051,1806,1806,1828,1828,1828,1828,1806,1806,1806,1806,1806,1806,1806,11370,0,3051,3476,3476,3476,3051,"",""
67,136,"","","","","","","","","","","","","",2679,1853,"","",1914,1914,1905,1905,1905,-557327777,30,100,[11507],11,3,640,3999,"","","","",1905,"",1905,1905,1914,1914,3999,3999,3999,3999,3999,3999,3999,3999,3999,3999,3999,3999,3999,11458,60,1884,1853,1884,1884,1905,"",""
68,137,"","","","","","","","","","","","","",2680,1854,"","",1915,1915,1906,1910,1906,-1074439089,48,100,[11508],11,4,704,4000,"","","","",1915,"",1910,1906,1915,1915,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,11459,75,1885,1854,1885,1885,1906,"",""
69,138,"","","","","","","","","","","","","",2681,1855,"","",1916,1916,1907,1911,1907,1419643846,68,100,[11509],11,5,775,4001,"","","","",1916,"",1911,1907,1916,1916,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,11460,0,1886,1855,1886,1886,1907,"",1
70,139,"","","","","","","","","","","","","",2682,1857,"","",1917,1917,1908,1912,1908,2044538361,0,0,[11510],11,6,0,4002,"","","","",1917,"",1912,1908,1917,1917,4002,4002,4002,4002,4002,4002,4002,4002,4002,4002,4002,4002,4002,11461,0,1887,1857,1887,1887,1908,"",""
71,140,"","","","","","","","","","","","","",2683,1858,"","",1918,1918,1909,1913,1909,-444339820,0,0,[11511],11,7,0,4003,"","","","",1918,"",1913,1909,1918,1918,4003,4003,4003,4003,4003,4003,4003,4003,4003,4003,4003,4003,4003,11462,0,1889,1858,1889,1889,1909,"",""
72,141,"","","","","","","","","","","","","",829,"","",5598,829,5598,10987,5598,10987,-964777382,48,100,"[11508,11515,11560]",12,4,612,"","",8803,8855,"",5598,"",5598,10987,5598,829,8855,8803,8855,8855,8855,8855,8803,8803,8803,8803,8803,8803,8803,11428,75,5598,824,824,824,10987,"",""
73,142,"","","","","","","","","","","","","",830,"","",5599,830,5599,10988,5599,10988,1027011185,68,100,"[11509,11515,11560]",12,5,673,"","",8805,8857,"",5599,"",5599,10988,5599,830,8857,8805,8857,8857,8857,8857,8805,8805,8805,8805,8805,8805,8805,11429,0,5599,826,826,826,10988,"",1
74,143,"","","","","","","","","","","","","",831,"","",5600,831,5600,10989,5600,10989,-1839053998,0,0,"[11510,11515,11560]",12,6,0,"","",8806,8858,"",5600,"",5600,10989,5600,831,8858,8806,8858,8858,8858,8858,8806,8806,8806,8806,8806,8806,8806,11430,0,5600,827,827,827,10989,"",""
75,144,"","","","","","","","","","","","","",832,"","",5601,832,5601,10990,5601,10990,1845632009,0,0,"[11511,11515,11560]",12,7,0,"","",8807,8859,"",5601,"",5601,10990,5601,832,8859,8807,8859,8859,8859,8859,8807,8807,8807,8807,8807,8807,8807,11431,0,5601,828,828,828,10990,"",""
76,145,"","","","","","","","","","","","","",2820,2820,2832,3306,2832,6440,6440,5796,5263,-1618168670,48,100,[11508],13,4,612,3760,"","","","",6440,"",5796,6440,6440,2832,3760,3760,3760,3760,3760,3760,3760,3760,3760,3760,3760,3760,3760,11406,75,3306,2820,2832,"",5263,"",""
77,146,"","","","","","","","","","","","","",2821,2821,2833,3307,2833,6441,6441,5797,5264,-2058874949,68,100,[11509],13,5,673,3761,"","","","",6441,"",5797,6441,6441,2833,3761,3761,3761,3761,3761,3761,3761,3761,3761,3761,3761,3761,3761,11407,0,3307,2821,2833,"",5264,"",1
78,147,"","","","","","","","","","","","","",2822,2822,2834,3308,2834,6442,6442,5798,5265,-697952158,0,0,[11510],13,6,0,3762,"","","","",6442,"",5798,6442,6442,2834,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,11408,0,3308,2822,2834,"",5265,"",""
79,148,"","","","","","","","","","","","","",2831,2831,2835,3309,2835,6443,6443,5799,5266,-417900903,0,0,[11511],13,7,0,3763,"","","","",6443,"",5799,6443,6443,2835,3763,3763,3763,3763,3763,3763,3763,3763,3763,3763,3763,3763,3763,11409,0,3309,2831,2835,"",5266,"",""
80,149,"","","","","","","","","","","","","",160,"","","","","","","","",-2072698540,48,100,"[11508,11514]",14,4,612,"","",7879,7883,"",160,"",160,160,160,160,7883,7879,7883,7883,7883,7883,7879,7879,7879,7879,7879,7879,7879,11463,75,160,160,160,160,160,160,""
81,150,"","","","","","","","","","","","","",161,"","","","","","","","",-19953861,68,100,"[11509,11514]",14,5,673,"","",7880,7884,"",161,"",161,161,161,161,7884,7880,7884,7884,7884,7884,7880,7880,7880,7880,7880,7880,7880,11464,0,161,161,161,161,161,161,1
82,151,"","","","","","","","","","","","","",163,"","","","","","","","",-1542366365,0,0,"[11510,11514]",14,6,0,"","",7881,7885,"",163,"",163,163,163,163,7885,7881,7885,7885,7885,7885,7881,7881,7881,7881,7881,7881,7881,11465,0,163,163,163,163,163,163,""
83,152,"","","","","","","","","","","","","",166,"","","","","","","","",473094408,0,0,"[11511,11514]",14,7,0,"","",7882,7886,"",166,"",166,166,166,166,7886,7882,7886,7886,7886,7886,7882,7882,7882,7882,7882,7882,7882,11466,0,166,166,166,166,166,166,""
84,153,"","","","","","","","","","","","","",2625,"","",18813,2616,2007,8774,19643,3286,-355385139,48,100,[11508],15,4,612,"",2509,"","","",3286,2513,19643,8774,2007,2616,2513,2513,2509,2509,2509,2509,2509,2509,2509,2509,2509,2509,2509,11402,75,18813,2621,2621,2621,3286,"",""
85,154,"","","","","","","","","","","","","",2626,"","",18814,2618,2008,8775,19644,3287,839378797,68,100,[11509],15,5,673,"",2510,"","","",3287,2514,19644,8775,2008,2618,2514,2514,2510,2510,2510,2510,2510,2510,2510,2510,2510,2510,2510,11403,0,18814,2622,2622,2622,3287,"",1
86,155,"","","","","","","","","","","","","",2627,"","",18815,2619,2009,8776,19645,3288,-1822562206,0,0,[11510],15,6,0,"",2511,"","","",3288,2515,19645,8776,2009,2619,2515,2515,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,11404,0,18815,2623,2623,2623,3288,"",""
