"rownum","Id","Description","CharactersKey","Level","PassiveSkillsKeys","IsPVP","CharacterStartStateSetKey","rid","CharacterStartQuestStateKeys","bool","InfoText","rid"
51,"StrIntConsoleDemo","Command (40)",6,40,"[1885,894,1911,1884,730,765,543,31,1927,79,766,698,83,26,27,524,1907,649,470,1897,556,1898,1345,437,1261,25,711,723,1905,397,721,747,32,1899,753,423,1908,434,648,1245,1262,767,453,892,442,1259,551]","",8,71,[10],"","Claim the powers of your enemies and lead an army to victory.",""
52,"StrInt2ConsoleDemo","Stormcaller (40)",6,40,[],"",8,70,[10],"","Strike down your enemies with a wide range of lightning skills.",""
53,"StrInt2ConsoleDemoKitava","Stormcaller (45)",6,45,[],"",8,77,[15],"","Strike down your enemies with a wide range of lightning skills.",""
54,"DexIntConsoleDemo","Blademaster (40)",5,40,[],"",8,70,[10],"","Cut your foes to ribbons with physical spells and attacks.",""
55,"DexInt2ConsoleDemo","Chaos Weaver (40)",5,40,[],"",8,70,[10],"","Call forth the powers of the void with a wide range of chaos skills.",""
56,"DexInt2ConsoleDemoKitava","Chaos Weaver (45)",5,45,[],"",8,77,[15],"","Call forth the powers of the void with a wide range of chaos skills.",""
57,"StrConsoleDemo","Sunderer (40)",0,40,"[84,82,34,81,92,91,328,471,327,50,1251,329,350,2,1255,469,1260,1262,1261,453,649,25,26,32,440,435,1264,1265,1263,429,444,734,73,772,754,467,432,464,630,628,1333,755,672,768,1237,355,354]","",8,70,[10],"","Make your foes tremble before your might with a wide range of physical attacks.",""
58,"StrConsoleDemoAct8","Earth Churner (60)",0,60,[],"",8,121,[14],"","Break the earth beneath the feet of your foes with a range of physical attacks.",""
59,"IntConsoleDemo","Winter Witch (40)",1,40,[],"",8,70,[10],"","Shatter your adversaries with a range of cold skills.",""
60,"IntConsoleDemoBrineKing","Winter Witch (51)",1,51,"[541,192,1089,388,584,1060,534,555,595,219,181,1052,182,544,216,389,540,218,895,577,729,1161,1054,568,549,594,433,1791,771,731,180,776,336,1111,1056,480,539,409,770,652,183,569,526,1088,176,1792,1793,571,191,175,1057,1058,1158,1055,1049,396,779,1050,1110,1160,1087,651,1159]","",8,98,[16],"","Shatter your adversaries with a range of cold skills.",""
61,"IntConsoleDemoAct8","Cryomancer (60)",1,60,[],"",8,121,[14],"","Lock your enemies in place with a range of cold skills.",""
62,"Int2ConsoleDemo","Necromancer (40)",1,40,[],"",8,70,[10],"","Master death with a range of necromancy skills.",""
63,"StrDexConsoleDemo","Combatant (40)",4,40,"[644,672,1235,483,596,1223,645,479,484,710,1198,342,612,912,55,1374,728,913,341,340,646,642,56,727,1392,755,487,499,768,1199,466,694,1226,1385,1394,803,1222,1229,477,911,380,1228,54,1379,1371,1333,733,1227]","",8,70,[10],"","Go toe-to-toe with your enemies using a range of attacks.",""
64,"StrDexConsoleDemoBrineKing","Gladiator (51)",4,51,"[644,467,672,1201,1235,483,754,596,1223,645,73,479,464,484,710,1198,432,342,612,912,55,1374,728,913,341,340,630,646,642,56,727,1392,755,487,499,768,1199,466,628,694,663,1226,1385,1394,803,1222,734,1229,477,911,380,1228,54,1379,1371,1333,1200,1285,733,1227,1283,1284,772]","",8,98,[16],"","Conquer your foes with this master of melee attacks.",""
65,"DexConsoleDemo","Marksman (40)",3,40,"[309,505,1045,268,273,274,339,896,502,728,287,504,512,269,922,898,727,1048,499,1777,501,694,769,506,1780,272,271,897,926,320,510,266,306,507,295,1390,500,319,1389,375,709,923,733,321,597,1391,301,349]","",8,70,[10],"","Dispose of your enemies from afar with a range of bow skills.",""
66,"DexConsoleDemoAct8","Toxic Archer (61)",3,61,"[309,672,505,1045,268,483,614,273,274,339,496,1393,896,930,751,502,690,270,745,612,728,750,508,287,514,504,512,516,269,1099,692,922,898,727,1048,1392,755,499,693,768,1777,264,501,694,769,506,1385,674,1780,272,928,1394,271,897,261,266,306,689,507,295,1390,500,319,1389,375,691,709,267,1333,752,923,733,497,1100,929,1391,301,349]","",8,121,[14],"","Outmaneuver your enemies and slay them from a safe distance with a range of bow skills.",""
67,"StrDexIntMapDemo","High-level Scion (80)",2,80,[],"",8,163,[13],"","Explore the endgame with this high-level Scion",""
68,"DexIntMapDemo","High-level Shadow (83)",5,83,[],"",8,155,[19],"","Explore the endgame with this high-level Shadow",16
69,"StrIntSkillDemo","Totem Caller (50)",6,50,[],"",8,58,[10],"","Let your totems do the work for you!",""
70,"PCStrInt2ConsoleDemo","Stormcaller (41)",6,41,[],"",8,65,[18],"","Strike down your enemies with a wide range of lightning skills.",""
71,"PCStrInt2ConsoleDemoKitava","Stormcaller (45)",6,45,[],"",8,77,[15],"","Strike down your enemies with a wide range of lightning skills.",""
72,"PCDexInt2ConsoleDemo","Abberath Assassin (85)",5,85,[],"",8,155,[19],"","Explore the endgame with this high-level Shadow",15
73,"PCDexInt2ConsoleDemoKitava","Chaos Weaver (45)",5,45,[],"",8,77,[15],"","Call forth the powers of the void with a wide range of chaos skills.",""
74,"PCStrConsoleDemo","Sunderer (40)",0,40,[],"",8,70,[10],"","Make your foes tremble before your might with a wide range of physical attacks.",""
75,"PCStrConsoleDemoAct8","Earth Churner (61)",0,61,[],"",8,121,[14],"","Break the earth beneath the feet of your foes with a range of physical attacks.",""
76,"PCIntConsoleDemo","Winter Witch (40)",1,40,[],"",8,70,[10],"","Shatter your adversaries with a range of cold skills.",""
77,"PCIntConsoleDemoBrineKing","Winter Witch (50)",1,50,"[541,192,1089,388,584,1060,534,555,595,219,181,1052,182,544,216,389,540,218,895,577,729,1161,1054,568,549,594,433,1791,771,731,180,776,336,1111,1056,480,539,409,770,652,183,569,526,1088,176,1792,1793,571,191,175,1057,1058,1158,1055,1049,396,779,1050,1110,1160,1087,651,1159]","",8,98,[16],"","Shatter your adversaries with a range of cold skills.",""
78,"PCIntConsoleDemoAct8","Cryomancer (60)",1,60,[],"",8,131,[14],"","Lock your enemies in place with a range of cold skills.",""
79,"PCInt2ConsoleDemo","Necromancer (40)",1,40,[],"",8,70,[10],"","Master death with a range of necromancy skills.",""
80,"PCStrDexConsoleDemo","Combatant (40)",4,40,"[644,672,1235,483,596,1223,645,479,484,710,1198,342,612,912,55,1374,728,913,341,340,646,642,56,727,1392,755,487,499,768,1199,466,694,1226,1385,1394,803,1222,1229,477,911,380,1228,54,1379,1371,1333,733,1227]","",8,70,[10],"","Go toe-to-toe with your enemies using a range of attacks.",""
81,"PCStrDexConsoleDemoBrineKing","Gladiator (50)",4,50,"[644,467,672,1201,1235,483,754,596,1223,645,73,479,464,484,710,1198,432,342,612,912,55,1374,728,913,341,340,630,646,642,56,727,1392,755,487,499,768,1199,466,628,694,663,1226,1385,1394,803,1222,734,1229,477,911,380,1228,54,1379,1371,1333,1200,1285,733,1227,1283,1284,772]","",8,98,[16],"","Conquer your foes with this master of melee attacks.",""
82,"PCDexConsoleDemo","Marksman (40)",3,40,"[309,505,1045,268,273,274,339,896,502,728,287,504,512,269,922,898,727,1048,499,1777,501,694,769,506,1780,272,271,897,926,320,510,266,306,507,295,1390,500,319,1389,375,709,923,733,321,597,1391,301,349]","",8,70,[10],"","Dispose of your enemies from afar with a range of bow skills.",""
83,"PCDexConsoleDemoAct8","Sharpshooter (60)",3,60,"[309,672,505,1045,268,483,614,273,274,339,496,1393,896,930,751,502,690,270,745,612,728,750,508,287,514,504,512,516,269,1099,692,922,898,727,1048,1392,755,499,693,768,1777,264,501,694,769,506,1385,674,1780,272,928,1394,271,897,261,266,306,689,507,295,1390,500,319,1389,375,691,709,267,1333,752,923,733,497,1100,929,1391,301,349]","",8,131,[14],"","Outmaneuver your enemies and slay them from a safe distance with a range of bow skills.",""
84,"PCStrIntSkillDemo","Totem Caller (50)",6,50,[],"",8,58,[10],"","Let your totems do the work for you!",""
85,"DexIntDemoArakaali","Cremator (54)",5,54,"[894,388,557,530,544,389,518,540,509,732,85,447,400,524,208,1161,893,594,433,1134,1791,771,398,776,336,1056,480,539,474,409,523,1886,397,652,399,526,1875,740,202,1792,753,86,1793,1890,1132,778,622,522,1130,1057,1245,1247,1158,1102,1131,396,779,1887,521,1888,1160,77,1876,1159,1259,975,777,78,80]","",8,113,[17],"","Burn your enemies to the bone with a mix of fire and lightning spells.",""
86,"AscendancyTest","Hello",1,80,"[1570,1565,1564,409,1571,1563,1569,1049,396,1050]","",8,58,[13],"","",8
87,"PCStrAtlasWarDemo","Juggernaut (85)",0,85,[],"",8,155,[19],"","Explore the Atlas of Worlds!",0
88,"PCDexAtlasWarDemo","Deadeye (85)",3,85,"[927,672,505,1045,378,483,584,215,555,1494,595,404,339,616,262,496,1393,896,343,389,639,781,751,502,373,690,270,498,371,745,420,612,55,728,750,508,287,514,504,1096,771,516,776,336,692,898,56,1495,727,1048,1392,784,1496,755,1236,374,1094,693,1777,294,264,501,531,263,694,638,652,769,705,506,1385,1780,272,1394,403,897,372,368,554,510,261,266,1499,1497,689,507,419,295,1229,477,284,500,319,704,691,618,709,267,1500,1333,752,369,592,733,344,497,706,405,610,597,513,301,349,345]","",8,155,[19],"","Explore the Atlas of Worlds!",4
89,"PCIntAtlasWarDemo","Necromancer (85)",1,85,[],"",8,155,[19],"","Explore the Atlas of Worlds!",8
90,"StrExileRoyale","Marauder",0,1,[],"",9,1348,[],"","",""
91,"DexExileRoyale","Ranger",3,1,[],"",9,1348,[],"","",""
92,"IntExileRoyale","Witch",1,1,[],"",9,1348,[],"","",""
93,"DexIntExileRoyale","Shadow",5,1,[],"",9,1348,[],"","",""
94,"StrDexExileRoyale","Duelist",4,1,[],"",9,1348,[],"","",""
95,"StrIntExileRoyale","Templar",6,1,[],"",9,1348,[],"","",""
96,"StrDexIntExileRoyale","Scion",2,1,[],"",9,1348,[],"","",""
97,"StrEndlessDelve","Marauder",0,1,[],"",10,305,[],"","",""
98,"DexEndlessDelve","Ranger",3,1,[],"",10,305,[],"","",""
99,"IntEndlessDelve","Witch",1,1,[],"",10,305,[],"","",""
100,"DexIntEndlessDelve","Shadow",5,1,[],"",10,305,[],"","",""
101,"StrDexEndlessDelve","Duelist",4,1,[],"",10,305,[],"","",""
102,"StrIntEndlessDelve","Templar",6,1,[],"",10,305,[],"","",""
103,"StrDexIntEndlessDelve","Scion",2,1,[],"",10,305,[],"","",""
