"rownum","GrantedEffectsKey","SetId","StatsKeys","StatsValuesPermille","Weight","[i32]","[i32]"
164,907,0,[527],[350],50,[],[]
165,909,0,[526],[500],10000,[],[]
166,909,1,[12938],[100],1,[],[]
167,910,0,[216],[500],50,[],[]
168,910,1,[3351],[500],5,[],[]
169,910,2,[1331],[500],50,[],[]
170,912,0,"[611,215]","[1000,1000]",50,[],[]
171,912,1,[554],[3000],100,[],[]
172,912,2,"[11597,13015]","[200,-2000]",20,[],[]
173,935,0,[1390],[500],50,[],[]
174,935,1,[13129],[2000],100,[],[]
175,935,2,[2032],[1000],100,[],[]
176,954,0,[141],[-250],50,[],[]
177,954,1,[1390],[500],100,[],[]
178,954,2,[621],[-500],100,[],[]
179,961,0,[12636],[250],50,[],[]
180,961,1,[477],[200],100,[],[]
181,961,2,[12433],[100],100,[],[]
182,967,0,[1390],[500],50,[],[]
183,967,1,[13129],[2000],100,[],[]
184,967,2,[2081],[1000],100,[],[]
185,970,0,[1390],[500],50,[],[]
186,970,1,[13129],[2000],100,[],[]
187,970,2,[840],[500],100,[],[]
188,980,0,[12635],[250],50,[],[]
189,980,1,[477],[200],100,[],[]
190,980,2,[9088],[1000],100,[],[]
191,988,0,[731],[250],50,[],[]
192,988,1,[840],[1000],100,[],[]
193,988,2,[541],[2000],100,[],[]
194,993,0,[5248],[500],50,[],[]
195,993,1,[1390],[500],100,[],[]
196,993,2,[7286],[500],100,[],[]
197,1020,0,[216],[1000],50,[],[]
198,1020,1,[434],[1000],100,[],[]
199,1020,2,"[215,24]","[1000,3000]",100,[],[]
200,1020,3,[13015],[-500],100,[],[]
201,1022,0,[216],[1000],50,[],[]
202,1051,0,[24],[1000],50,[],[]
203,1051,1,[12675],[100000],50,[],[]
204,1051,2,[12676],[500],50,[],[]
205,1051,3,[12677],[5000],50,[],"[3,57,41]"
206,1053,0,[24],[1000],50,[],[]
207,256,0,[215],[1000],50,[],[]
208,256,1,[3351],[1000],100,[],[]
209,256,2,"[9423,12691]","[10000,-10000]",10,[],[]
210,258,0,[215],[1000],50,[],[]
211,1084,0,"[341,24]","[1000,1000]",50,[],[]
212,1084,1,[402],[1000],50,[],[]
213,1084,2,[402],[-5000],10,[],[]
214,1096,0,[24],[1000],50,[],[]
215,1096,1,[4495],[1500],100,[],[]
216,1096,2,[12164],[1000],50,[],[]
217,1096,3,[8112],[100],10,[],[]
218,1108,0,[619],[500],50,[],[]
219,1108,1,[2723],[-500],10,[],[]
220,1108,2,[108],[500],50,[],[]
221,1110,0,[488],[500],50,[],[]
222,1110,1,[7425],[150],100,[],[]
223,1110,2,[12941],[2000],20,[],[]
224,1111,0,[215],[500],50,[],[]
225,1111,1,"[213,14051,215]","[1000,-1000,-500]",20,[],[]
226,1111,2,[6100],[1000],50,[],[]
227,1113,0,"[49,42]","[500,500]",50,[],[]
228,1113,1,[1108],[500],100,[],[]
229,1113,2,[3376],[3000],10,[],[]
230,1114,0,[42],[500],50,[],[]
231,1114,1,[1331],[250],100,[],[]
232,1114,2,"[1331,42]","[-500,1000]",50,[],[]
233,1116,0,[617],[500],50,[],[]
234,1116,1,[4495],[-2000],100,[],[]
235,1116,2,[12943],[1000],20,[],[]
236,1117,0,[159],[750],50,[],[]
237,1117,1,[2102],[3000],20,[],[]
238,1117,2,[12942],[1000],100,[],[]
239,1118,0,[6071],[500],50,[],[]
240,1118,1,[1879],[250],100,[],[]
241,1118,2,[2216],[2500],10,[],[]
242,1119,0,[343],[500],50,[],[]
243,1119,1,[584],[2000],100,[],[]
244,1119,2,[1304],[100],10,[],[]
245,1120,0,[24],[1000],50,[],[]
246,1120,1,"[12447,357]","[3000,-3000]",100,[],[]
247,1120,2,[108],[1000],20,[],[]
248,1253,0,"[24,175]","[1000,1000]",50,[],[]
249,1253,1,[6268],[100],100,[],[]
250,1253,2,[173],[100],20,[],[]
251,1253,3,[1106],[1000],100,[],[]
252,3123,0,[42],[1000],50,[],[]
253,3123,1,[175],[1000],100,[],[]
254,3123,2,[1234],[100],20,[],[]
255,3123,3,[1982],[2000],100,[],[]
256,1303,0,[56],[1000],50,[],[]
257,1303,1,[172],[100],100,[],[]
258,1303,2,"[19,2367]","[50,50]",10,[],[]
259,1307,0,[215],[1000],50,[],[]
260,1307,1,[9568],[250],50,[],[]
261,1307,2,[12698],[1000],50,[],[]
262,1308,0,[215],[1000],50,[],[]
263,1321,0,[24],[1000],50,[],[]
264,1321,1,[173],[50],20,[],[]
265,1321,2,[6086],[1000],20,[],[]
266,1322,0,[24],[1000],50,[],[]
267,1603,0,[9127],[500],50,[],[]
268,1603,1,[6268],[100],20,[],[]
269,1603,2,[6918],[100],20,[],[]
270,1603,3,[5440],[500],50,[],[]
271,1618,0,[659],[1000],50,[],[]
272,1618,1,[434],[1000],100,[],[]
273,1618,2,[1106],[1000],100,[],[]
274,1618,3,[12696],[1000],10,[],[]
275,1627,0,[434],[2000],50,[],[]
276,1627,1,[1345],[500],100,[],[]
277,1627,2,[175],[200],100,[],[]
278,1627,3,[13091],[250],10,[],[]
279,1632,0,[434],[2000],50,[],[]
280,1637,0,[434],[2000],50,[],[]
281,1637,1,[620],[100],100,[],[]
282,1637,2,[596],[50],5,[],[]
283,1639,0,[434],[2000],50,[],[]
284,1639,1,[3104],[2000],10,[],[]
285,1639,2,[584],[200],100,[],[]
286,1646,0,[434],[2000],50,[],[]
287,1646,1,[8902],[250],100,[],[]
288,1646,2,"[139,138]","[-500,500]",20,[],[]
289,1647,0,[434],[2000],50,[],[]
290,1651,0,[434],[2000],50,[],[]
291,1651,1,[620],[100],20,[],[]
292,1651,2,[3654],[50],100,[],[]
293,1655,0,[434],[2000],50,[],[]
294,1658,0,[434],[2000],50,[],[]
295,1658,1,[6108],[250],100,[],[]
296,1658,2,[13009],[100],10,[],[]
297,1661,0,[434],[2000],50,[],[]
298,1661,1,[209],[250],100,[],[]
299,1661,2,[177],[50],5,[],[]
300,1668,0,[434],[2000],50,[],[]
301,1668,1,[6501],[500],100,[],[]
302,1668,2,[13092],[500],20,[],[]
303,1677,0,[434],[2000],50,[],[]
304,1677,1,[1941],[250],100,[],[]
305,1677,2,[14052],[-100],1,[],[]
306,1686,0,[10228],[500],50,[],[]
307,1686,1,[554],[3000],100,[],[]
308,1686,2,[6268],[100],100,[],[]
309,1692,0,[2671],[500],50,[],[]
310,1692,1,[434],[1000],100,[],[]
311,1692,2,[1878],[1000],20,[],[]
312,1693,0,[1941],[250],100,[],[]
313,1693,1,[14053],[-100],50,[],[]
314,1693,2,[24],[500],50,[],[]
315,1698,0,[434],[2000],50,[],[]
316,1698,1,[400],[250],100,[],[]
317,1698,2,[12991],[250],100,[],[]
318,1700,0,[434],[2000],50,[],[]
319,1701,0,[24],[500],50,[],[]
320,1701,1,[2626],[3000],100,[],[]
321,1701,2,[12933],[100],50,[],[]
322,1702,0,[498],[500],50,[],[]
323,1702,1,[12950],[2000],100,[],[]
324,1702,2,[13239],[1000],5,[],[]
325,1704,0,[498],[500],50,[],[]
326,1704,1,"[70,24]","[-500,2000]",100,[],[]
327,1704,2,[175],[500],100,[],[]
328,1705,0,[25],[500],50,[],[]
329,1705,1,"[216,24]","[-500,2000]",100,[],[]
330,1705,2,[175],[500],100,[],[]
331,1706,0,[24],[500],50,[],[]
332,1706,1,[2703],[2500],20,[],[]
333,1706,2,[13016],[2000],100,[],[]
334,1707,0,[1345],[1000],50,[],[]
335,1707,1,[430],[1000],100,[],[]
336,1707,2,[167],[1000],100,[],[]
337,1717,0,[1844],[500],50,[],[]
338,1717,1,[14052],[-1000],50,[],[]
339,1717,2,[10071],[1000],20,[],[]
340,1720,0,[10071],[1000],1000,[],[]
341,1720,1,[13011],[1000],1,[],[]
342,1721,0,[166],[1000],50,[],[]
343,1721,1,"[1345,216]","[1000,500]",100,[],[]
344,1721,2,[1105],[2000],20,[30],[]
345,1721,3,[479],[1000],100,[],[]
346,1731,0,[848],[3000],50,[],[]
347,1731,1,[430],[5000],100,[],[]
348,1731,2,[1941],[3000],100,[],[]
349,1737,0,[215],[1000],50,[],[]
350,1737,1,[13028],[1000],100,[],[]
351,1737,2,[13029],[20000],100,[],[]
352,1738,0,[26],[1000],50,[],[]
353,1738,1,[215],[2000],100,[],[]
354,1738,2,[3351],[500],100,[],[]
355,1738,3,[13042],[1000],20,[],[]
356,1748,0,[680],[1000],10000,[],[]
357,1748,1,[216],[-500],1,[],[]
358,1749,0,[42],[1000],50,[],[]
359,1749,1,[215],[1000],100,[],[]
360,1749,2,"[611,3903]","[3000,-1000]",20,[],[]
361,1807,0,[166],[1000],50,[],[]
362,1807,1,[1345],[2000],100,[],[]
363,1807,2,[13038],[60000],100,[],[]
364,1807,3,[13039],[2000],10,[],[]
365,1808,0,[166],[1000],50,[],[]
366,1808,1,[430],[5000],100,[],[]
367,1808,2,[1345],[2000],100,[],[]
368,1851,0,[175],[1000],50,[],[]
369,1851,1,[173],[100],100,[],[]
370,1851,2,[12886],[500],20,[],[]
371,1885,0,[981],[1000],50,[],[]
372,1885,1,[977],[500],100,[],[]
373,1885,2,[3679],[2000],50,[],[]
374,1887,0,[49],[1000],50,[],[]
375,1887,1,[434],[500],100,[],[]
376,1887,2,[1105],[1000],100,[],[]
377,1899,0,[434],[500],50,[],[]
378,1899,1,[215],[1000],100,[],[]
379,1899,2,[173],[50],10,[],[]
380,1899,3,[8787],[2000],50,[],[]
381,1922,0,[659],[500],50,[],[]
382,1922,1,[11890],[1000],100,[],[]
383,1922,2,[7987],[500],50,[],[]
384,1922,3,[108],[1000],20,[],[]
385,2879,0,[12632],[1500],50,[],[]
386,1945,0,[215],[1000],50,[],[]
387,1945,1,[12967],[1000],100,[],[]
388,1945,2,"[3077,3078]","[-50,-50]",10,[],[]
389,1956,0,[175],[1000],50,[],[]
390,1956,1,[173],[50],20,[],[]
391,1956,2,[1104],[1000],100,[],[]
392,1956,3,"[1345,430]","[1000,1000]",100,[],[]
393,1997,0,[1345],[1000],50,[],[]
394,1997,1,[430],[1000],100,[],[]
395,1997,2,[167],[1000],50,[],[]
396,1997,3,[12697],[500],10,[],[]
397,2000,0,[42],[500],50,[],[]
398,2000,1,[209],[3000],100,[],[]
399,2000,2,[12927],[5000],10,[],[]
400,2001,0,[49],[500],50,[],[]
401,2001,1,[455],[500],100,[],[]
402,2001,2,[12480],[1000],100,[],[]
403,2002,0,[56],[500],50,[],[]
404,2002,1,[659],[500],100,[],[]
405,2002,2,[12481],[1000],100,[],[]
406,2004,0,[11890],[500],100,[],[]
407,2004,1,[175],[500],50,[],[]
408,2004,2,[13237],[4000],50,[],[]
409,2007,0,[498],[500],50,[],[]
410,2007,1,[12127],[1000],100,[],[]
411,2007,2,[6268],[50],10,[],[]
412,2009,0,[207],[-500],50,[],[]
413,2009,1,[12525],[250],100,[],[]
414,2009,2,[536],[1000],100,[],[]
415,2021,0,[206],[-1000],50,[],[]
416,2021,1,[12525],[250],100,[],[]
417,2021,2,[535],[1000],100,[],[]
418,2028,0,[205],[-1000],50,[],[]
419,2028,1,[12525],[250],100,[],[]
420,2028,2,[533],[1000],100,[],[]
421,2054,0,[56],[1000],50,[],[]
422,2054,1,[216],[500],100,[],[]
423,2054,2,[12969],[500],20,[],[]
424,2123,0,[434],[500],50,[],[]
425,2123,1,[479],[1000],100,[],[]
426,2123,2,[1235],[250],100,[],[]
427,2123,3,[13035],[1000],100,[],[]
428,2132,0,[434],[500],50,[],[]
429,2173,0,[490],[500],50,[],[]
430,2173,1,"[70,12567]","[-1000,1000]",50,[],[]
431,2173,2,[70],[500],100,[],[]
432,2175,0,[25],[500],50,[],[]
433,2175,1,[216],[500],100,[],[]
434,2175,2,"[2369,12954]","[-1000,3000]",20,[],[]
435,2178,0,[434],[500],50,[],[]
436,2178,1,[1364],[1000],100,[],[]
437,2178,2,[1253],[2000],50,[],[]
438,2180,0,[554],[1000],50,[],[]
439,2180,1,[1254],[1000],100,[],[]
440,2180,2,[6160],[100],10,[],[]
441,2181,0,[166],[1000],50,[],[]
442,2181,1,[430],[2000],100,[],[]
443,2181,2,[24],[1000],100,[],[]
444,2181,3,[957],[100],50,[],[]
445,2192,0,[209],[500],50,[],[]
446,2192,1,[202],[1000],100,[],[]
447,2192,2,[6333],[2000],100,[],[]
448,2193,0,[10296],[100],50,[],[]
449,2193,1,[2682],[500],100,[],[]
450,2193,2,[12925],[2000],20,[],[]
451,2201,0,[462],[0],50,[],[]
452,2201,1,[2666],[1000],100,[],[]
453,2201,2,[462],[0],100,[],[]
454,2202,0,[1390],[500],50,[],[]
455,2202,1,[462],[0],100,[],[]
456,2202,2,"[1390,2032]","[-500,2000]",100,[],[]
457,2232,0,[70],[500],50,[],[]
458,2232,1,[12707],[5000],20,[],[]
459,2232,2,[3645],[1000],100,[],[]
460,2232,3,[2290],[100],10,[],[]
461,2233,0,[70],[500],50,[],[]
462,2305,0,[9351],[1000],50,[],[]
463,2305,1,[12564],[1000],50,[],[]
464,2305,2,[70],[500],100,[],[]
465,2306,0,[556],[1000],50,[],[]
466,2306,1,[462],[0],100,[],[]
467,2306,2,[462],[0],100,[],[]
468,2307,0,[2617],[500],50,[],[]
469,2307,1,[2617],[3000],100,[],[]
470,2307,2,[462],[0],100,[],[]
471,2308,0,[25],[500],50,[],[]
472,2308,1,[462],[0],100,[],[]
473,2308,2,[3351],[1000],20,[],[]
474,2309,0,[312],[1000],50,[],[]
475,2309,1,[953],[100],20,[],[]
476,2309,2,[12947],[200],50,[],[]
477,2310,0,[231],[5000],50,[],[]
478,2310,1,[13070],[-3000],5,[],[]
479,2324,0,"[56,12481]","[1000,500]",50,[],[]
480,2324,1,[175],[1000],100,[],[]
481,2324,2,[12697],[1000],10,[],[]
482,2326,0,[6495],[250],50,[],[]
483,2367,0,[434],[2000],50,[],[]
484,2367,1,[215],[1000],100,[],[]
485,2367,2,[13022],[500],20,[],[]
486,2388,0,[341],[1000],50,[],[]
487,2388,1,[3402],[100],20,[],[]
488,2388,2,[12926],[1000],100,[],[]
489,2414,0,[177],[2000],50,[],[]
490,2414,1,[2682],[3000],100,[],[]
491,2414,2,[159],[2000],100,[],[]
492,2416,0,[70],[500],50,[],[]
493,2416,1,[175],[1000],100,[],[]
494,2416,2,"[175,173]","[-500,50]",20,[],[]
495,2423,0,[70],[500],50,[],[]
496,2489,0,[498],[500],50,[],[]
497,2489,1,[11168],[750],100,[],[]
498,2489,2,[13237],[3000],20,[],[]
499,2490,0,[2978],[-500],50,[],[]
500,2490,1,[6100],[500],100,[],[]
501,2490,2,[9127],[500],20,[],[]
502,2493,0,[2488],[3000],50,[],[]
503,2493,1,[12918],[500000],100,[],[]
504,2493,2,[12919],[3000],100,[],[]
505,2495,0,[24],[500],50,[],[]
506,2495,1,[215],[1000],100,[],[]
507,2495,2,[13064],[-1000],20,[],[]
508,2496,0,[24],[500],50,[],[]
509,2496,1,[215],[1000],100,[],[]
510,2496,2,[1848],[1000],100,[],[]
511,2503,0,[177],[1000],50,[],[]
512,2503,1,[8322],[500],100,[],[]
513,2503,2,[4306],[1000],50,[],[]
514,2503,3,[6775],[5000],20,[31],[]
515,2561,0,[231],[5000],50,[],[]
516,2561,1,[13071],[-3000],5,[],[]
517,2562,0,[434],[2000],50,[],[]
518,2562,1,[192],[250],100,[],[]
519,2562,2,[593],[50],10,[],[]
520,2565,0,[434],[2000],50,[],[]
521,2565,1,[191],[250],100,[],[]
522,2565,2,[594],[50],10,[],[]
523,2568,0,[434],[2000],50,[],[]
524,2568,1,[193],[250],100,[],[]
525,2568,2,[595],[50],10,[],[]
526,2571,0,[434],[500],50,[],[]
527,2571,1,"[434,216]","[2000,-2000]",100,[],[]
528,2571,2,[215],[-500],100,[],[]
529,2571,3,[12673],[250],20,[],[]
530,2582,0,[434],[500],50,[],[]
531,2643,0,[24],[1000],50,[],[]
532,2643,1,"[1492,3380]","[2000,1000]",10,[42],[]
533,2643,2,"[13083,1215]","[100,-1000]",20,[],[]
534,2643,3,"[5740,13084]","[500,-500]",50,[],[]
535,2644,0,[24],[1000],50,[],[]
536,2691,0,[498],[500],50,[],[]
537,2691,1,[479],[1000],100,[],[]
538,2691,2,[70],[500],100,[],[]
539,2691,3,[10680],[5000],20,[],[]
540,2714,0,[26],[500],50,[],[]
541,2714,1,"[3645,3380]","[500,500]",100,[],[]
542,2714,2,[8453],[500],100,[],[]
543,2715,0,[617],[1000],50,[],[]
544,2715,1,[215],[1000],100,[],[]
545,2715,2,[2110],[100],50,[],[]
546,2715,3,[12675],[100000],20,[],[]
547,2748,0,[216],[500],50,[],[]
548,2748,1,[8704],[500],10,[],[]
549,2748,2,[9108],[250],100,[],[]
550,2769,0,[231],[5000],50,[],[]
551,2769,1,[13072],[-3000],5,[],[]
552,2776,0,[216],[1000],50,[],[]
553,2776,1,[63],[10000],100,[],[]
554,2776,2,[13007],[3000],100,[],[]
555,2776,3,[13008],[1000],10,[],[]
556,2809,0,[215],[500],50,[],[]
557,2809,1,[105],[2000],20,[],[]
558,2809,2,[8476],[500],100,[],[]
559,2818,0,[863],[500],50,[],[]
560,2818,1,"[13015,3069]","[-2000,5000]",20,[],[]
561,2818,2,"[1089,2098]","[100,100]",5,[],[]
562,2823,0,[24],[1000],50,[],[]
563,2823,1,[434],[500],100,[],[]
564,2823,2,"[434,12502]","[-1000,2000]",20,[],[]
565,2886,0,[10228],[500],50,[],[]
566,3122,0,[2280],[250],50,[],[]
567,3122,1,[12915],[2000],20,[],[]
568,3149,0,"[215,3351]","[1000,1000]",50,[],[]
569,3149,1,[177],[2000],100,[],[]
570,3149,2,"[3351,13031]","[-2000,200000]",5,[],[]
571,3258,0,[498],[1000],50,[],[]
572,3258,1,[12707],[3000],20,[],[]
573,3258,2,[70],[500],100,[],[]
574,3291,0,[848],[2000],50,[],[]
575,3291,1,[3857],[250],10,[],[]
576,3291,2,"[848,14052]","[5000,500]",50,[],[]
577,3293,0,[2464],[750],50,[],[]
578,3293,1,"[434,209]","[-1000,3000]",100,[],[]
579,3293,2,[434],[1000],100,[],[]
580,3294,0,[2505],[750],50,[],[]
581,3294,1,[434],[500],100,[],[]
582,3294,2,[13020],[500],100,[],[]
583,3295,0,[2506],[750],50,[],[]
584,3295,1,[215],[1000],100,[],[]
585,3295,2,"[13021,477]","[1500,500]",20,[],[]
586,3296,0,[617],[1000],50,[],[]
587,3296,1,"[650,9812]","[-2000,1000]",50,[],[9]
588,3296,2,[8393],[1000],100,[],[]
589,3297,0,[617],[1000],50,[],[]
590,3297,1,[10066],[500],100,[],[]
591,3297,2,[12164],[1000],50,[],[]
592,3304,0,[12637],[250],50,[],[]
593,3304,1,[477],[200],100,[],[]
594,3304,2,[1038],[-250],100,[],[]
595,3502,0,[56],[1000],50,[],[]
596,3502,1,[434],[500],100,[],[]
597,3502,2,[216],[500],100,[],[]
598,3502,3,"[634,6543]","[-2000,10000]",50,[],[]
599,3785,0,[434],[500],50,[],[]
600,3785,1,[6268],[100],10,[],[]
601,3785,2,[12694],[1500],100,[],[]
602,3796,0,[176],[1500],50,[],[]
603,3796,1,[215],[1000],100,[],[]
604,3796,2,[159],[3000],100,[],[]
605,3796,3,[9945],[50],20,[],[]
606,3798,0,[176],[1500],50,[],[]
607,3798,1,[215],[1000],100,[],[]
608,3798,2,[159],[3000],100,[],[]
609,3798,3,[9945],[100],20,[],[]
610,3882,0,[24],[1000],50,[],[]
611,3882,1,[3351],[1000],50,[],[]
612,3882,2,[12709],[1000],20,[],[]
613,3884,0,[434],[500],50,[],[]
614,3884,1,[12708],[2000],20,[],[]
615,3884,2,[3351],[1000],50,[],[]
616,3884,3,[24],[1000],100,[],[]
617,3886,0,[215],[1000],50,[],[]
618,3886,1,[24],[1000],100,[],[]
619,3886,2,"[172,24]","[50,-2000]",5,[],[]
620,3886,3,"[8128,434]","[1000,-1000]",50,[],[]
621,3896,0,"[26,56]","[500,500]",50,[],[]
622,3896,1,[1106],[500],100,[],[]
623,3896,2,[12948],[500],20,[],[]
624,3905,0,[2557],[500],50,[],[]
625,3905,1,[3351],[1000],50,[],[]
626,3905,2,[24],[1000],100,[],[]
627,3905,3,[12681],[2000],20,[],[]
628,3913,0,"[159,488]","[1000,1000]",50,[],[]
629,3913,1,[5148],[1000],100,[],[]
630,3913,2,[5147],[1000],100,[],[]
631,3916,0,"[159,488]","[1000,1000]",50,[],[]
632,3916,1,[5148],[1000],100,[],[]
633,3916,2,[5147],[1000],100,[],[]
634,3919,0,"[159,488]","[1000,1000]",50,[],[]
635,3919,1,[5148],[1000],100,[],[]
636,3919,2,[5147],[1000],100,[],[]
637,3958,0,[1390],[500],50,[],[]
638,3958,1,"[1390,434]","[-500,2000]",100,[],[]
639,3958,2,[14052],[-100],10,[],[]
640,3960,0,[24],[1000],50,[],[]
641,3960,1,[455],[500],100,[],[]
642,3960,2,[7604],[3000],100,[],[]
