"rownum","BaseItemTypesKey","GrantedEffectsKey","Str","Dex","Int","GemTagsKeys","VaalVariant_BaseItemTypesKey","IsVaalVariant","Description","Consumed_ModsKey","GrantedEffectsKey2","MinionGlobalSkillLevelStat","SupportSkillName","bool","bool","AwakenedVariant","RegularVariant"
38,4831,511,0,100,0,"[1,10,16]","","","Supports any skill that hits enemies.",12575,"","","",1,1,443,""
39,4832,513,40,60,0,"[13,10,16]","","","Supports attack skills.",12577,"","","",1,1,"",""
40,4833,514,0,0,100,"[11,16,14]","","","Supports any skill with an area of effect.",12594,"","","",1,1,461,""
41,4834,516,0,0,100,"[2,11,16]","","","Supports any skill that hits enemies.",12674,"","","",1,1,455,""
42,4814,7505,0,40,60,"[11,25,4,14,1,15]",5019,"","","","","","",1,1,"",""
43,5019,7512,0,40,60,"[11,25,24,4,14,15,1]","",1,"","",7505,"","",1,1,"",""
44,4815,538,0,0,100,"[11,25,4,8]","","","","","",10294,"",1,1,"",""
45,4820,550,0,100,0,"[10,25,13,5,14,15,3,6]","","","","","","","",1,1,"",""
46,4835,562,0,0,100,"[11,25,4,14]","","","","","","","",1,1,"",""
47,4836,563,0,100,0,"[10,25,4,15,33]","","","","","","","",1,1,"",""
48,4838,567,0,0,100,"[11,25,4,15,0]","","","","","","","",1,1,"",""
49,4839,568,40,0,60,"[11,25,4,14,0]",5036,"","","","","","",1,1,"",""
50,5036,7579,40,0,60,"[11,25,24,4,14,0,15]","",1,"","",568,"","",1,1,"",""
51,4840,610,0,0,100,"[11,25,4,15,0]","","","","","","","",1,1,"",""
52,4841,611,0,0,100,"[11,25,4,14,0,1,2,38]","","","","","","","",1,1,"",""
53,4842,616,33,33,34,"[29,25,4]",5037,"","","","","","",1,1,"",""
54,5037,617,33,33,34,"[29,25,24,4]","",1,"","",616,"","",1,1,"",""
55,4843,618,60,0,40,"[9,16]","","","Supports any skill. Minions, Totems, Traps and Mines cannot gain Inspiration Charges.",12576,"","","",1,1,"",""
56,4844,623,0,0,100,"[11,16]","","","Supports any skill that hits enemies.",12611,"","","",1,1,"",""
57,4845,625,0,0,100,"[11,16]","","","Supports any skill that hits enemies.",12600,"","","",1,1,"",""
58,4846,626,100,0,0,"[9,16]","","","Supports any skill that hits enemies.",12595,"","","",1,1,"",""
59,4847,628,100,0,0,"[9,16]","","","Supports any skill that hits enemies, causing those hits to leech life based on damage dealt.",12583,"","","",1,1,"",""
60,4848,630,0,100,0,"[10,16]","","","Supports attack skills that hit enemies, causing those hits to leech mana based on damage dealt.",12574,"","","",1,1,"",""
61,4849,631,0,0,100,"[3,11,16]","","","Supports any skill that hits enemies.",12675,"","","",1,1,454,""
62,4851,632,0,60,40,"[10,25,13,7,36]","","","","","","","",1,1,"",""
63,4852,633,0,100,0,"[10,25,13,7,36,22,15]","","","","","","","",1,1,"",""
64,4853,775,0,0,100,"[11,25,4,5,15,2]",5007,"","","","","","",1,1,"",""
65,5007,2880,0,0,100,"[11,25,24,4,5,15,2]","",1,"","",775,"","",1,1,"",""
66,4922,4845,0,0,0,"[16,26]","","","","","","","",1,1,"",""
67,4854,792,100,0,0,"[9,16]","","","Supports any skill that hits enemies, making it easier to stun enemies with those skills.",12589,"","","",1,1,"",""
68,4855,794,0,0,100,"[11,25,4,5,1]","","","","","","","",1,1,"",""
69,4856,809,0,100,0,"[10,16,5]","","","Supports projectile skills.",12665,"","","",1,1,"",""
70,4857,810,0,60,40,"[10,16,20]","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a trap that will use the skill for you when an enemy walks near it. Traps cannot use channelling skills.",12604,"","","",1,1,"",""
71,4858,812,0,0,100,"[11,25,4,8]","","","","","",10293,"",1,1,"",""
72,4859,7569,100,0,0,"[9,25,13,14,7,36,0,15]","","","","","","","",1,1,"",""
73,4860,820,100,0,0,"[9,25,13,7,36,1]",5024,"","","","","","",1,1,"",""
74,5024,827,100,0,0,"[9,25,24,13,7,36,15,14,1]","",1,"","",820,"","",1,1,"",""
75,4861,837,0,0,100,"[11,25,4,15,1]","","","","","","","",1,1,"",""
76,4862,845,0,0,100,"[11,25,4,5,1]","","","","","","","",1,1,"",""
77,4863,861,0,0,100,"[11,25,4,14,2,38]","","","","","","","",1,1,"",""
78,4864,4033,0,0,100,"[11,25,4,14,2,38]","","","","","","","",1,1,"",""
79,4865,897,0,100,0,"[10,25,13,15,7,36,3]","","","","","","","",1,1,"",""
80,4866,4371,0,100,0,"[10,25,4,15,22,33,35]","","","","","","","",1,1,"",""
81,4867,4371,0,100,0,"[10,25,4,15,22,33,35]","","","","","","","",1,1,"",""
82,4868,906,100,0,0,"[7,33,9,16,13]","","","Supports melee attack skills.",12667,"","","",1,1,440,""
83,4869,907,100,0,0,"[9,16]","","","Supports any skill that can kill enemies.",12612,"","","",1,1,"",""
84,4870,909,0,0,100,"[11,16]","","","Supports any skill that can kill enemies.",12613,"","","",1,1,"",""
85,4871,910,0,0,100,"[11,16,4]","","","Supports non-instant spell skills.",12606,"","","",1,1,"",""
86,4872,912,0,100,0,"[10,25,13,5,14,15,0,6]","","","","","","","",1,1,"",""
87,4873,935,0,60,40,"[10,25,4,14,15,17,42]","","","","","","","",1,1,"",""
88,4874,954,0,0,100,"[11,25,4,14,15,17,42]","","","","","","","",1,1,"",""
89,4875,961,60,40,0,"[9,25,4,15,17,43]","","","","","","","",1,1,"",""
90,4876,967,60,0,40,"[9,25,4,14,15,17,33,42]","","","","","","","",1,1,"",""
91,4877,4266,60,0,40,"[9,25,4,14,15,17,33,42]","","","","","","","",1,1,"",""
92,4878,970,0,0,100,"[11,25,4,14,15,17,42]","","","","","","","",1,1,"",""
93,4879,980,0,40,60,"[11,25,4,15,17,43]","","","","","","","",1,1,"",""
94,4880,988,0,100,0,"[10,25,4,15,17,43]","","","","","","","",1,1,"",""
95,4881,7380,0,40,60,"[11,25,4,14,15,3,17,42]","","","","","","","",1,1,"",""
96,4882,1020,0,0,100,"[11,25,4,14,15,22,2,35]","","","","","","","",1,1,"",""
97,5010,1022,0,0,100,"[11,25,24,4,14,15,2,22,35]","",1,"","",1020,"","",1,1,"",""
98,4883,1051,0,0,100,"[11,25,4,8,15]",5025,"","","","",10295,"",1,1,"",""
99,5025,1053,0,0,100,"[11,25,24,4,8,15]","",1,"","",1051,10295,"",1,1,"",""
100,4888,1084,100,0,0,"[9,25,13,7,36]","","","","","","","",1,1,"",""
101,5022,1086,100,0,0,"[9,25,24,13,7,36]","",1,"","","","","",1,1,"",""
102,4889,1096,60,0,40,"[9,25,13,8,15,7,36]","","","","","","","",1,1,"",""
103,4890,7528,0,100,0,"[10,25,13,14,5,6]",5018,"","","","","","",1,1,"",""
104,5018,7531,0,100,0,"[10,25,24,13,14,5,6]","",1,"","",7528,"","",1,1,"",""
105,4891,1108,0,0,100,"[11,16,14]","","","Supports any skill with an area of effect, regardless of whether that skill deals damage.",12672,"","","",1,1,"",""
106,4892,1110,0,0,100,"[11,16,8]","","","Supports skills which create Minions.",12599,"","","",1,1,463,""
107,4893,1111,100,0,0,"[9,16,15]","","","Supports any skill with a duration.",12614,"","","",1,1,"",""
108,4894,1113,60,0,40,"[1,0,9,16]","","","Supports any skill that hits enemies.",12608,"","","",1,1,"",""
109,4895,1114,0,0,100,"[0,11,16]","","","Supports any skill that hits enemies.",12615,"","","",1,1,"",""
110,4896,1116,0,0,100,"[22,11,16,8]","","","Supports skills which create Minions.",12597,"","","",1,1,"",""
111,4897,1117,0,0,100,"[11,16,8]","","","Supports skills which create Minions.",12596,"","","",1,1,"",""
112,4898,1118,60,0,40,"[13,9,16]","","","Supports attack skills.",12593,"","","",1,1,437,""
113,4899,3973,100,0,0,"[13,33,9,16,7]","","","Supports melee attack skills, causing them to deal more damage against bleeding enemies, but preventing those skills from inflicting bleeding on enemies in any way.",12616,"","","",1,1,"",""
114,4900,1119,100,0,0,"[13,9,16]","","","Supports attack skills.",12617,"","","",1,1,"",""
115,4901,1120,0,0,100,"[11,25,4,14,15,0]","","","","","","","",1,1,"",""
116,4902,1253,0,60,40,"[10,25,13,5,7,36,2]",5021,"","","","","","",1,1,"",""
117,5021,7517,0,60,40,"[10,25,24,13,7,36,15,2,5]","",1,"","",1253,"","",1,1,"",""
118,4903,1303,40,0,60,"[11,25,4,2,18,15]","","","","","","","",1,1,"",""
119,4904,1307,100,0,0,"[9,25,4,14,15,0,33,34]",5009,"","","","","","",1,1,"",""
120,5009,1308,100,0,0,"[9,25,24,4,14,15,0,33,34]","",1,"","",1307,"","",1,1,"",""
121,4905,1321,0,0,100,"[11,25,13,5]",5012,"","","","","","",1,1,"",""
122,5012,1322,0,0,100,"[11,25,24,13,5]","",1,"","",1321,"","",1,1,"",""
123,4906,1603,0,60,40,"[10,25,13,5,15,7,36,33,6]","","","","","","","",1,1,"",""
124,4907,1618,0,100,0,"[10,25,13,14,5,2,6]","","","","","","","",1,1,"",""
125,4909,1627,0,100,0,"[12,10,25,4,14]",5033,"","","","","","",1,1,"",""
126,5033,1632,0,100,0,"[12,10,25,24,4,14,15]","",1,"","",1627,"","",1,1,"",""
127,4910,1637,40,0,60,"[12,11,25,4,14]","","","","","","","",1,1,"",""
128,4911,1639,75,0,0,"[12,9,25,4,14]","","","","","","","",1,1,"",""
129,4912,1646,0,0,100,"[12,11,25,4,14]",5032,"","","","","","",1,1,"",""
130,5032,1647,0,0,100,"[12,11,25,24,4,14,15]","",1,"","",1646,"","",1,1,"",""
131,4913,1651,0,100,0,"[12,10,25,4,14]",5031,"","","","","","",1,1,"",""
132,5031,1655,0,100,0,"[12,10,25,24,4,14,15]","",1,"","",1651,"","",1,1,"",""
133,4914,1658,100,0,0,"[12,9,25,4,14,33]","","","","","","","",1,1,"",""
134,4915,1661,60,0,40,"[12,9,25,4,14,0]","","","","","","","",1,1,"",""
135,4916,1668,0,60,40,"[12,10,25,4,14,1]","","","","","","","",1,1,"",""
136,4917,1677,0,0,100,"[12,11,25,4,14,2]","","","","","","","",1,1,"",""
137,4918,1686,0,100,0,"[10,25,13,5,0,15,6]",5008,"","","","","","",1,1,"",""
138,5008,2886,0,100,0,"[10,25,24,13,5,14,0,6,15]","",1,"","",1686,"","",1,1,"",""
139,4919,1692,0,0,100,"[1,0,2,11,16,14]","","","Supports any skill that hits enemies, or could otherwise apply elemental ailments.",12670,"","","",1,1,"",""
140,4920,1693,100,0,0,"[12,9,16]","","","Supports any skill with a reservation.",12578,"","","",1,1,"",""
141,4921,1698,0,0,75,"[12,11,25,4,14]",5030,"","","","","","",1,1,"",""
142,5030,1700,0,0,75,"[12,11,25,24,4,14,15]","",1,"","",1698,"","",1,1,"",""
143,4923,1701,0,100,0,"[10,16]","","","Supports any skill that hits enemies. If enemies are left below 10% of maximum life after being hit by these skills, they will be killed.",12618,"","","",1,1,"",""
144,4924,1702,0,100,0,"[5,13,10,16]","","","Supports projectile skills.",12619,"","","",1,1,"",""
145,4925,1704,100,0,0,"[5,33,9,16]","","","Supports attack skills that fire projectiles, making the increase to physical melee damage from strength also increase their physical projectile damage.",12620,"","","",1,1,"",""
146,4926,1705,100,0,0,"[4,9,16]","","","Supports spell skills, making the increase to physical melee damage from strength also increase their spell damage.",12605,"","","",1,1,"",""
147,4927,1706,100,0,0,"[13,9,16]","","","Supports attack skills, providing a bonus to all damage dealt by those skills while your life is full.",12621,"","","",1,1,"",""
148,4928,1707,60,0,40,"[9,16,4,19]","","","Supports spell skills that are not triggered. Instead of casting that spell, you will summon a totem that casts the spell for you.",12609,"","","",1,1,"",""
149,4929,1717,0,40,60,"[11,16,21]","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a mine that will use the skill for you when you detonate it. Mines cannot use channelling skills.",12587,"","","",1,1,"",""
150,5069,1720,33,33,34,"[29,21,25,4]","","","","","","","",1,1,"",""
151,4930,1721,100,0,0,"[19,9,25,4,14,33,38]","","","","","","","",1,1,"",""
152,4931,1731,100,0,0,"[19,12,9,25,4,14]","","","","","","","",1,1,"",""
153,4932,8348,0,40,60,"[21,11,25,4,5,1,12,14]","","","","","","","",1,1,"",""
154,4933,1737,0,40,60,"[20,11,25,4,15]","","","","","","","",1,1,"",""
155,4934,1738,0,100,0,"[20,10,25,4,15,33]","","","","","","","",1,1,"",""
156,4935,1748,0,60,40,"[10,16]","","","Supports any skill that hits enemies.",12607,"","","",1,1,"",""
157,4936,1749,0,60,40,"[20,10,25,4,15,14,0]","","","","","","","",1,1,"",""
158,5034,1751,0,60,40,"[20,10,25,24,4,15,14,0]","",1,"","","","","",1,1,"",""
159,4937,1807,100,0,0,"[19,9,25,4,14]","","","","","","","",1,1,"",""
160,4938,1808,100,0,0,"[19,9,25,4]","","","","","","","",1,1,"",""
161,4939,1851,0,60,40,"[10,25,4,5,33,15]","","","","","","","",1,1,"",""
162,4943,1885,0,100,0,"[10,16]","","","Supports any skill that hits enemies.",12601,"","","",1,1,"",""
163,4822,1887,0,100,0,"[10,25,13,5,14,1,6]","","","","","","","",1,1,"",""
164,4821,1899,0,40,60,"[11,25,4,5,15,14,1]","","","","","","","",1,1,"",""
165,4908,1922,0,0,100,"[11,25,4,18,2]",5006,"","","","","","",1,1,"",""
166,5006,2879,0,0,100,"[11,25,24,4,18,2,15]","",1,"","",1922,"","",1,1,"",""
167,4940,1945,0,60,40,"[10,25,4,15,1]","","","","","","","",1,1,"",""
168,4941,1945,0,60,40,"[10,25,4,15,1]","","","","","","","",1,1,"",""
169,4942,1956,60,0,40,"[19,9,25,4,5,0,30,33]","","","","","","","",1,1,"",""
170,4944,1997,60,40,0,"[6,5,9,16,19]","","","Supports any bow or wand attack skill, causing it to summon a ballista totem that uses the skill for you.",12622,"","","",1,1,"",""
171,4945,2000,100,0,0,"[0,9,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy fire resistance.",12623,"","","",1,1,438,""
172,4946,2001,0,100,0,"[1,10,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy cold resistance.",12572,"","","",1,1,447,""
173,4947,2002,0,0,100,"[2,11,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy lightning resistance.",12624,"","","",1,1,462,""
174,4948,2003,0,0,100,"[11,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy elemental resistances.",12743,"","","",1,1,"",""
175,4949,2004,0,100,0,"[10,16,18,5]","","","Supports projectile skills, and any other skills that chain.",12625,"","","",1,1,446,""
176,4950,2006,0,100,0,"[10,16,5]","","","","","","","",1,1,"",""
177,4951,2007,0,100,0,"[10,16,5]","","","Supports projectile skills, making their projectiles fork into two projectiles the first time they hit an enemy and don't pierce it.",12579,"","","",1,1,449,""
178,4952,2008,0,100,0,"[10,16,5]","","","Supports projectile skills.","","","","",1,1,"",""
179,4953,2009,40,0,60,"[11,25,4,14,15,0,17,42]","","","","","","","",1,1,"",""
180,4954,2021,0,40,60,"[11,25,4,14,15,1,17,42]","","","","","","","",1,1,"",""
181,4955,2028,0,0,100,"[11,25,4,14,15,2,17,42]","","","","","","","",1,1,"",""
182,5132,8121,40,0,60,"[14,11,25,4,2,30,15,33]","","","","","","","",1,1,"",""
183,4956,7525,0,0,100,"[11,25,4,0,30,14]","","","","","","","",1,1,"",""
184,4957,2123,40,60,0,"[10,25,13,14,22,30,33,7]",5013,"","","","","","",1,1,"",""
185,5013,2132,40,60,0,"[10,25,24,13,14,15,7,22,30,33]","",1,"","",2123,"","",1,1,"",""
186,4958,2173,60,40,0,"[13,7,9,16]","","","Supports melee attack skills, making them repeat twice when used, targeting a random enemy each time. Cannot support Vaal skills, channelling skills or triggered skills.",12585,"","","",1,1,442,""
187,4959,2175,0,0,100,"[4,11,16]","","","Supports spell skills, making them repeat when cast. Cannot support Vaal skills, totem skills, channelling skills, triggered skills, instant skills, or skills with a reservation.",12626,"","","",1,1,465,""
188,4960,2178,100,0,0,"[9,16,7,13,36,14]","","","Supports melee strike skills, causing their melee strike to deal splash damage around each target hit.",12584,"","","",1,1,441,""
189,4961,2180,0,0,100,"[11,16]","","","Supports any skill that hits enemies.",12627,"","","",1,1,"",""
190,4962,2181,60,0,40,"[9,25,4,19,0]","","","","","","","",1,1,"",""
191,4963,2192,60,0,40,"[0,9,16]","","","Supports any skill that hits enemies, or can deal burning damage directly.",12628,"","","",1,1,436,""
192,4964,2193,40,0,60,"[11,16,8]","","","Supports skills which create Minions.",12629,"","","",1,1,"",""
193,4965,2201,0,0,100,"[11,16,42,26]","","","Must support both a skill that hits enemies, and a hex curse skill to work. The hex will be applied when enemies are hit by the other skill. Cannot support totems, traps, or mines. Minions cannot apply hexes this way.",12630,2202,"","",1,1,459,""
194,4966,2232,0,60,40,"[10,25,13,14,7]",5028,"","","","","","",1,1,"",""
195,5028,2233,0,60,40,"[10,25,24,13,14,7]","",1,"","",2232,"","",1,1,"",""
196,4967,2305,0,60,40,"[26,10,16,4]","","","Must support both an attack skill and a spell skill to work. The attack skill will trigger a spell when it critically strikes an enemy. Cannot support totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",12590,2306,"","",1,1,445,""
197,4968,2307,60,0,40,"[9,16,7,13,4,26]","","","Must support both a melee attack skill and a spell skill to work. The attack skill will trigger a spell when it kills an enemy. Cannot support totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",12631,2308,"","",1,1,"",""
198,4969,2309,0,60,40,"[10,16,20]","","","Supports traps skills, making them throw extra traps in a line.",12632,"","","",1,1,"",""
199,4970,2310,100,0,0,"[29,9,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the level of supported gems. Cannot support skills that don't come from gems.",12633,"","","",1,1,"",""
200,4971,2324,0,40,60,"[20,11,25,4,5,2]",5042,"","","","","","",1,1,"",""
201,5042,2326,0,40,60,"[20,11,25,24,4,5,15,2]","",1,"","",2324,"","",1,1,"",""
202,4972,2367,0,60,40,"[21,10,25,4,14,15,22,35,37]","","","","","","","",1,1,"",""
203,4973,2388,100,0,0,"[9,16,7,13]","","","Supports melee attack skills.",12602,"","","",1,1,"",""
204,4974,2414,60,0,40,"[9,25,4,8,33]","","","","","","","",1,1,"",""
205,4795,5222,40,60,0,"[10,25,13,5,33]","","","","","","","",1,1,"",""
206,4975,2416,40,60,0,"[10,25,13,5]",5020,"","","","","","",1,1,"",""
207,5020,2423,40,60,0,"[10,25,24,13,5]","",1,"","",2416,"","",1,1,"",""
208,4976,2489,0,100,0,"[10,16,5]","","","Supports projectile skills.",12634,"","","",1,1,"",""
209,4977,2490,100,0,0,"[9,16,15]","","","Supports any skill that has a duration.",12635,"","","",1,1,"",""
210,4978,2493,0,60,40,"[10,16,4,26]","","","Each supported spell skill will be triggered when you die. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",12673,"","","",1,1,"",""
211,4979,2495,60,0,40,"[9,16,4,26]","","","Each supported spell skill will track damage you take, and be triggered when the total damage taken reaches a threshold. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",12636,"","","",1,1,"",""
212,4980,2496,0,40,60,"[11,16,4,26]","","","Each supported spell skill will have a chance to be triggered when you are stunned. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",12591,"","","",1,1,"",""
213,4981,2503,0,60,40,"[10,25,15,8,4,33]","","","","","","","",1,1,"",""
214,4982,2561,0,100,0,"[29,10,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the quality of supported gems. Cannot support skills that don't come from gems.",12637,"","","",1,1,"",""
215,4983,2562,60,0,40,"[12,9,25,4,14,0]",4984,"","","","","","",1,1,"",""
216,4984,7048,60,0,40,"[12,9,25,24,4,14,15,0]","",1,"","",2562,"","",1,1,"",""
217,4985,2565,0,60,40,"[12,10,25,4,14,1]",4986,"","","","","","",1,1,"",""
218,4986,7049,0,60,40,"[12,10,25,24,4,14,15,1]","",1,"","",2565,"","",1,1,"",""
219,4987,2568,0,0,100,"[12,11,25,4,14,2]",4988,"","","","","","",1,1,"",""
220,4988,7050,0,0,100,"[12,11,25,24,4,14,15,2]","",1,"","",2568,"","",1,1,"",""
221,4989,2571,0,0,100,"[11,25,4,14,15,2]",5026,"","","","","","",1,1,"",""
222,5026,2582,0,0,100,"[11,25,24,4,14,15,2]","",1,"","",2571,"","",1,1,"",""
223,4990,2643,0,0,100,"[11,25,4,14,0,30]",5039,"","","","","","",1,1,"",""
224,5039,2644,0,0,100,"[11,25,24,4,14,0,30]","",1,"","",2643,"","",1,1,"",""
225,4991,2691,0,100,0,"[10,25,13,5,6]","","","","","","","",1,1,"",""
226,4992,2054,0,0,100,"[11,25,4,5,14,2]","","","","","","","",1,1,"",""
227,4993,2712,0,60,40,"[21,10,25,4,14,15]","","","","","","","",1,1,"",""
228,4994,2713,0,0,100,"[11,25,4,18,14,0]","","","","","","","",1,1,"",""
229,4995,2714,0,100,0,"[5,13,33,3,10,16]","","","Supports projectile attack skills.",12638,"","","",1,1,453,""
230,4996,2715,0,0,100,"[11,25,4,8,15,0]","","","","","","","",1,1,"",""
231,4997,2748,0,0,100,"[11,25,4,14,0]","","","","","","","",1,1,"",""
232,4998,2769,0,0,100,"[29,11,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will apply a mana multiplier to supported gems. Cannot support skills that don't come from gems.",12639,"","","",1,1,"",""
233,4999,2776,0,60,40,"[10,25,4,14,15,3]","","","","","","","",1,1,"",""
234,5000,2809,0,0,100,"[8,11,25,4,15]","","","","","","","",1,1,"",""
235,5001,2818,0,0,100,"[8,11,25,4,15]","","","","","","","",1,1,"",""
236,5002,4877,0,0,100,"[8,11,25,4,15,3]","","","","","","","",1,1,"",""
237,5003,2823,0,0,100,"[11,25,4,14,1,33]","","","","","","","",1,1,"",""
238,5027,3122,0,60,40,"[10,16,15]","","","Supports any skill that hits enemies.",12676,"","","",1,1,"",""
239,5029,3123,100,0,0,"[9,25,13,5,14,7,36,0]","","","","","","","",1,1,"",""
240,5004,3149,0,0,100,"[8,11,25,4,15]","","","","","","","",1,1,"",""
241,5038,3153,60,40,0,"[9,25,13,7,36]","","","","","","","",1,1,"",""
242,5040,8346,0,40,60,"[21,11,25,4,5,0,14,12,38]","","","","","","","",1,1,"",""
243,5041,3258,0,100,0,"[10,25,13,5,6]","","","","","","","",1,1,"",""
244,5043,3291,60,0,40,"[9,16,12]","","","Supports aura skills that affect you and allies, increasing the aura's effect on allies, but preventing it from affecting you at all. Cannot support curse auras, or other auras that only affect enemies. Cannot support skills used by totems.",12668,"","","",1,1,439,""
245,5044,3292,100,0,0,"[9,25,4,14,15,31]","","","","","","","",1,1,"",""
246,5045,3293,60,0,40,"[9,25,4,14,0,31,15]","","","","","","","",1,1,"",""
247,5046,3294,0,60,40,"[10,25,4,14,1,31]","","","","","","","",1,1,"",""
248,5047,3295,0,0,100,"[11,25,4,14,15,2,31]","","","","","","","",1,1,"",""
249,5048,3296,0,100,0,"[10,25,4,31,8,3,33]","","","","","","","",1,1,"",""
250,5049,3297,60,0,40,"[9,25,4,31,8,15,33]","","","","","","","",1,1,"",""
251,5050,3304,0,100,0,"[10,25,4,15,17,43]","","","","","","","",1,1,"",""
252,5051,3502,0,0,100,"[11,25,4,14,2,30]","","","","","","","",1,1,"",""
253,5052,3502,0,0,100,"[11,25,4,14,2,30]","","","","","","","",1,1,"",""
254,5053,3552,0,0,100,"[11,25,4,14,2]","","","","","","","",1,1,"",""
255,5054,3598,0,0,100,"[11,25,4,14,2]","","","","","","","",1,1,"",""
256,5057,3785,0,0,100,"[11,25,13,5,14]","","","","","","","",1,1,"",""
257,5058,2254,100,0,0,"[9,25,13,14,2,40,7]","","","","","","","",1,1,"",""
258,5056,3796,0,100,0,"[10,25,13,8,15,22,35,6]","","","","","","","",1,1,"",""
259,5055,3798,0,100,0,"[10,25,13,8,15,22,35,6]","","","","","","","",1,1,"",""
260,4885,3882,0,100,0,"[26,10,25,13,7,36,33]","","","","","","","",1,1,"",""
