"rownum","Id","BuffVisualOrbTypesKey","BuffVisualOrbArtKeys","Player_BuffVisualOrbArtKeys","BuffVisualOrbArtKeys2"
39,"CurseAssassinsMark",3,[40],[],[]
40,"CurseSnipersMark",3,[41],[],[]
41,"CursePoachersMark",3,[42],[],[]
42,"CurseAlchemistsMark",3,[43],[],[]
43,"CursePenanceMark",3,[44],[],[]
44,"FlaskCurseImmunity",1,[45],[],[]
45,"DoedreRedOrb",0,[46],[],[]
46,"DoedreGreenOrb",0,[47],[],[]
47,"DoedrePurpleOrb",0,[48],[],[]
48,"ShrinePlus",2,[49],[],[]
49,"ShrineFist",2,[50],[],[]
50,"ShrineSword",2,[51],[],[]
51,"ShrineWing",2,[52],[],[]
52,"ShrineThorns",2,[53],[],[]
53,"ShrineFire",2,[54],[],[]
54,"ShrineLightning",2,[55],[],[]
55,"ShrineArc",2,[56],[],[]
56,"ShrineCold",2,[57],[],[]
57,"ShrineSmoke",2,[58],[],[]
58,"ShrineMassive",2,[59],[],[]
59,"ShrineShield",2,[60],[],[]
60,"ShrineResistance",2,[61],[],[]
61,"ShrineGodMode",2,[62],[],[]
62,"ShrineEchoing",2,[63],[],[]
63,"ShrineCurse",2,[64],[],[]
64,"ShrineSkeletons",2,[65],[],[]
65,"ShrineResonating",2,[66],[],[]
66,"Blind",1,[67],[],[]
67,"BlindAura",1,[67],[],[67]
68,"BlindOrbSand",2,[68],[],[]
69,"CorruptedBlood",7,[69],[71],[]
70,"CorruptedBloodHeritage",7,[70],[72],[]
71,"Stun",1,[73],[],[]
72,"Debilitate",1,[74],[],[]
73,"DebilitateCelestial",1,[75],[],[]
74,"Malediction",1,[76],[],[]
75,"TormentTouched",1,[77],[],[]
76,"PietysRage",0,[78],[],[]
77,"Bonespire",0,[79],[],[]
78,"AtlasAdjudicatorCharges",0,[80],[],[]
79,"SeaWitchScreechOrb",1,[81],[],[]
80,"RighteousFireOrb",1,[82],[],[]
81,"ViperStrikeOrb",0,[83],[],[]
82,"Deathmark",2,[84],[],[]
83,"WintertideBrandOrb",5,[85],[],[]
84,"HackyInvisibleSymbol",1,[86],[],[]
85,"SteelOrb",6,[95],[],[]
86,"HeistConversionOrb",1,[96],[],[]
87,"SteelOrbTemple",6,[97],[],[]
88,"ChargeFanatacism",0,[98],[],[]
89,"ChargeBloodScythe",0,[99],[],[]
90,"UltimatumFrostInfection",1,[100],[],[]
91,"UltimatumPhysBuff",0,[101],[],[]
92,"UltimatumEleBuff",0,[102],[],[]
93,"WintertideBrandCelestialOrb",5,[103],[],[]
94,"SkadiDebuffOrb",1,[104],[],[]
95,"ShrineGreed",2,[105],[],[]
96,"TangleTentacleZapped",0,[106],[],[]
97,"CleansingFirePhantasmPossessionOrb",3,[107],[],[]
98,"ChargePowerCrystalStygian",0,[108],[],[]
99,"ChargeEnduranceCrystalStygian",0,[109],[],[]
100,"ChargeFrenzyCrystalStygian",0,[110],[],[]
101,"ChargeEnduranceCrystalDemonic",0,[111],[],[]
102,"ChargePowerCrystalDemonic",0,[112],[],[]
103,"ChargeFrenzyCrystalDemonic",0,[113],[],[]
104,"ChargeEnduranceCrystalGhostflame",0,[114],[],[]
105,"ChargePowerCrystalGhostflame",0,[115],[],[]
106,"ChargeFrenzyCrystalGhostflame",0,[116],[],[]
107,"ChargePowerEldritchVoidBattery",0,[117],[],[]
108,"ChargeFrenzyScalingHelmet",0,"[118,119,120,121,122,123,124]",[],[]
109,"ShrineBrineKing",2,[125],[],[]
110,"ShrineLunaris",2,[126],[],[]
111,"ShrineSolaris",2,[127],[],[]
112,"ShrineArakaali",2,[128],[],[]
113,"TricksterHeartstopperHit",11,[129],[],[]
114,"TricksterHeartstopperDot",11,[130],[],[]
115,"ChargeEndurancePredatorFarruls",0,[131],[],[]
116,"ChargePowerPredatorFarruls",0,[132],[],[]
117,"ChargeFrenzyPredatorFarruls",0,[133],[],[]
118,"SunprismAlchemistsMark",3,[134],[],[]
119,"StarfallChargeBloodScythe",0,[135],[],[]
120,"ChargeFlameChargedHelmet",0,[136],[],[]
121,"ChargePowerFlameChargedHelmet",0,[136],[],[]
122,"ChargeFrenzyFlameChargedHelmet",0,[136],[],[]
123,"MTXGullHarpyShrineSymbolWing",2,[137],[],[]
124,"MTXGullHarpyShrineSymbolFist",2,[138],[],[]
125,"MTXGullHarpyShrineSymbolPlus",2,[139],[],[]
126,"MTXGullHarpyShrineSymbolResistance",2,[140],[],[]
127,"MTXGullHarpyShrineSymbolMassive",2,[141],[],[]
128,"MTXGullHarpyShrineSymbolShield",2,[142],[],[]
129,"MTXDruidGloveChargeEndurance",0,[143],[],[]
130,"MTXDruidGloveChargePower",0,[144],[],[]
131,"MTXDruidGloveChargeFrenzy",0,[145],[],[]
132,"MTXPlanetaryOrbEndurance",13,[146],[],[]
133,"MTXPlanetaryOrbPower",13,[147],[],[]
134,"MTXPlanetaryOrbFrenzy",13,[148],[],[]
135,"MTXEldritchPlanetaryOrbEndurance",13,[149],[],[]
136,"MTXEldritchPlanetaryOrbPower",13,[150],[],[]
137,"MTXEldritchPlanetaryOrbFrenzy",13,[151],[],[]
138,"MTXVoidEmperorPlanetaryOrbEndurance",13,[152],[],[]
139,"MTXVoidEmperorPlanetaryOrbPower",13,[153],[],[]
140,"MTXVoidEmperorPlanetaryOrbFrenzy",13,[154],[],[]
141,"MTXDarkrayAltFrenzy",0,[155],[],[]
142,"MTXSkullChargeEndurance",0,[156],[],[]
143,"MTXSkullChargePower",0,[157],[],[]
144,"MTXSkullChargeFrenzy",0,[158],[],[]
145,"VineChargeBloodScythe",15,[159],[],[]
146,"MTXSentinelChargeEndurance",0,[160],[],[]
147,"MTXSentinelChargePower",0,[161],[],[]
148,"MTXSentinelChargeFrenzy",0,[162],[],[]
149,"MTXCurrencyCharge",0,[163],[],[]
150,"MTXWaterOrbLife",16,[164],[],[]
151,"MTXWaterOrbMana",16,[165],[],[]
152,"MTXWaterOrbES",16,[166],[],[]
153,"InstabilityOrb",17,[167],[],[]
154,"MTXVoodooKingCurseImp",18,[168],[],[]
