"rownum","WorldAreasKey","ItemVisualIdentityKey","bool","Tier","i32","i32","bool"
57,1141,7956,"",5,1,5,""
58,1142,9116,"",5,0,0,""
59,1143,7953,"",4,11,15,""
60,1144,12073,"",4,0,0,""
61,1145,7982,"",10,6,10,""
62,1146,8035,"",10,6,10,""
63,1147,8029,"",0,6,10,""
64,1148,7985,"",12,6,10,""
65,1149,7990,"",16,6,10,""
66,1150,7937,"",3,1,5,""
67,1151,7925,"",2,1,5,""
68,1152,12314,"",2,0,0,""
69,1153,7945,"",1,6,10,""
70,1154,9292,"",1,0,0,""
71,1155,7975,"",15,6,10,""
72,1156,11686,"",15,0,0,""
73,1157,7974,"",5,11,15,""
74,1158,7950,"",8,6,10,""
75,1159,7976,"",16,6,10,""
76,1160,8051,"",2,11,15,""
77,1161,8045,"",2,11,15,""
78,1162,8014,"",8,6,10,""
79,1163,7915,"",4,11,15,""
80,1164,8058,"",4,0,0,""
81,1165,7934,"",0,6,10,""
82,1166,7969,"",0,1,5,""
83,1167,7971,"",5,11,15,""
84,1168,10359,"",5,0,0,1
85,1169,7949,"",13,6,10,""
86,1170,7958,"",6,0,0,""
87,1171,9228,"",6,0,0,""
88,1172,7959,"",5,0,0,""
89,1174,8003,"",11,6,10,""
90,1175,8039,"",4,6,10,""
91,1176,12312,"",4,0,0,""
92,1177,8054,"",9,11,15,""
93,1178,7931,"",0,11,15,""
94,1179,7922,"",6,11,15,""
95,1180,7988,"",7,6,10,""
96,1181,7986,"",3,6,10,""
97,1182,7992,"",15,6,10,""
98,1183,7968,"",14,6,10,""
99,1184,9211,"",14,0,0,""
100,1185,7951,"",10,6,10,""
101,1186,7962,"",12,6,10,""
102,1187,12072,"",12,0,0,""
103,1188,7998,"",0,6,10,""
104,1189,8038,"",5,6,10,""
105,1191,7991,"",0,11,15,""
106,1192,8030,"",0,6,10,""
107,1193,7943,"",0,0,0,""
108,1194,7984,"",8,6,10,""
109,1195,7980,"",4,11,15,""
110,1196,7952,"",7,6,10,""
111,1197,7957,"",1,0,0,""
112,1198,7961,"",7,0,0,""
113,1199,9135,"",7,0,0,""
114,1200,7963,"",12,6,10,""
115,1201,7966,"",6,6,10,""
116,1202,10358,"",6,0,0,""
117,1203,7993,"",0,11,15,""
118,1204,7947,"",4,6,10,""
119,1205,7929,"",0,6,10,""
120,1206,7938,"",8,6,10,""
121,1207,7960,"",10,11,15,""
122,1208,8001,"",0,6,10,""
123,1209,7906,"",0,6,10,""
124,1210,7926,"",15,0,0,""
125,1211,7927,"",0,6,10,""
126,1213,8032,"",0,11,15,""
127,1214,8027,"",8,11,15,""
128,1215,7965,"",3,6,10,""
129,1216,9178,"",3,0,0,""
130,1217,7944,"",3,0,0,""
131,1218,7902,"",6,11,15,""
132,1219,7921,"",0,6,10,""
133,1220,7981,"",0,11,15,""
134,1221,9232,"",10,0,0,""
135,1222,7987,"",12,6,10,""
136,1223,9446,"",12,0,0,""
137,1224,7935,"",11,11,15,""
138,1225,8009,"",7,11,15,""
139,1226,7907,"",11,6,10,""
140,1227,8037,"",9,6,10,""
141,1228,7972,"",0,11,15,""
142,1229,7996,"",0,11,15,""
143,1230,8006,"",0,11,15,""
144,1231,7970,"",0,6,10,""
145,1232,7908,"",0,11,15,""
146,1233,8011,"",2,11,15,""
147,1234,8010,"",12,11,15,""
148,1235,7917,"",4,11,15,""
149,1236,8013,"",6,11,15,""
150,1237,8053,"",13,11,15,""
151,1238,7997,"",14,11,15,""
152,1239,8049,"",7,11,15,""
153,1240,8005,"",6,11,15,""
154,1241,8028,"",0,11,15,""
155,1242,8031,"",12,11,15,""
156,1243,8026,"",0,11,15,""
157,1244,7967,"",14,11,15,""
158,1245,8025,"",10,11,15,""
159,1259,7933,"",16,0,0,""
160,1260,7955,"",15,0,0,""
161,1269,8012,"",0,0,0,""
162,1246,8015,"",16,0,0,1
163,1247,8016,"",16,0,0,1
164,1249,8017,"",16,0,0,1
165,1248,8018,"",16,0,0,1
166,1251,8020,"",16,0,0,1
167,1257,7901,"",5,0,0,""
