"rownum","rid","rid","rid","bool","bool","bool","bool"
145,10017,17651,13805,1,"","",""
146,10015,17651,13805,1,"","",""
147,10018,17651,13806,1,"","",""
148,10012,17651,13804,1,"","",""
149,10011,17651,13804,1,"","",""
150,10010,17651,13804,1,"","",""
151,10013,17651,13805,1,"","",""
152,10016,17651,13804,1,"","",""
153,10014,17651,13805,1,"","",""
154,48,17651,13806,1,"","",""
155,49,17651,13806,1,"","",""
156,297,17651,13805,1,"","",""
157,298,17651,13805,1,"","",""
158,299,17651,13805,1,"","",""
159,295,17651,13805,1,"","",""
160,296,17651,13805,1,"","",""
161,294,17651,13806,1,"","",""
162,18,17651,13804,1,"","",""
163,221,17651,13806,1,"","",""
164,210,17651,13806,1,"","",""
165,17,17651,13802,1,"","",""
166,10462,17651,13804,1,"","",""
167,161,17651,13805,1,"","",""
168,160,17651,13804,1,"","",""
169,159,17651,13803,1,"","",""
170,158,17651,13802,1,"","",""
171,140,17651,13805,1,"","",""
172,139,17651,13805,1,"","",""
173,138,17651,13804,1,"","",""
174,137,17651,13803,1,"","",""
175,136,17651,13802,1,"","",""
176,87,17651,13805,1,"","",""
177,86,17651,13805,1,"","",""
178,85,17651,13804,1,"","",""
179,84,17651,13804,1,"","",""
180,83,17651,13803,1,"","",""
181,82,17651,13803,1,"","",""
182,81,17651,13802,1,"","",""
183,119,17651,13805,1,"","",""
184,118,17651,13805,1,"","",""
185,117,17651,13804,1,"","",""
186,116,17651,13804,1,"","",""
187,115,17651,13803,1,"","",""
188,114,17651,13802,1,"","",""
189,130,17651,13805,1,"","",""
190,129,17651,13804,1,"","",""
191,128,17651,13804,1,"","",""
192,127,17651,13803,1,"","",""
193,126,17651,13802,1,"","",""
194,157,17651,13805,1,"","",""
195,156,17651,13804,1,"","",""
196,155,17651,13803,1,"","",""
197,154,17651,13802,1,"","",""
198,107,17651,13805,1,"","",""
199,106,17651,13805,1,"","",""
200,105,17651,13804,1,"","",""
201,104,17651,13804,1,"","",""
202,103,17651,13803,1,"","",""
203,102,17651,13802,1,"","",""
204,170,17651,13805,1,"","",""
205,169,17651,13804,1,"","",""
206,168,17651,13803,1,"","",""
207,135,17651,13805,1,"","",""
208,134,17651,13805,1,"","",""
209,133,17651,13804,1,"","",""
210,132,17651,13803,1,"","",""
211,131,17651,13802,1,"","",""
212,164,17651,13805,1,"","",""
213,163,17651,13804,1,"","",""
214,162,17651,13803,1,"","",""
215,153,17651,13805,1,"","",""
216,152,17651,13804,1,"","",""
217,151,17651,13803,1,"","",""
218,150,17651,13802,1,"","",""
219,175,17651,13806,1,"","",""
220,174,17651,13806,1,"","",""
221,176,17651,13806,1,"","",""
222,80,17651,13805,1,"","",""
223,79,17651,13805,1,"","",""
224,78,17651,13804,1,"","",""
225,77,17651,13804,1,"","",""
226,76,17651,13803,1,"","",""
227,75,17651,13803,1,"","",""
228,74,17651,13802,1,"","",""
229,94,17651,13805,1,"","",""
230,93,17651,13805,1,"","",""
231,92,17651,13804,1,"","",""
232,91,17651,13804,1,"","",""
233,90,17651,13803,1,"","",""
234,89,17651,13803,1,"","",""
235,88,17651,13802,1,"","",""
236,125,17651,13805,1,"","",""
237,124,17651,13805,1,"","",""
238,123,17651,13804,1,"","",""
239,122,17651,13803,1,"","",""
240,121,17651,13803,1,"","",""
241,120,17651,13802,1,"","",""
242,173,17651,13805,1,"","",""
243,172,17651,13804,1,"","",""
244,171,17651,13803,1,"","",""
245,167,17651,13805,1,"","",""
246,166,17651,13804,1,"","",""
247,165,17651,13803,1,"","",""
248,145,17651,13805,1,"","",""
249,144,17651,13804,1,"","",""
250,143,17651,13804,1,"","",""
251,142,17651,13803,1,"","",""
252,141,17651,13802,1,"","",""
253,177,17651,13806,1,"","",""
254,101,17651,13805,1,"","",""
255,100,17651,13805,1,"","",""
256,99,17651,13804,1,"","",""
257,98,17651,13804,1,"","",""
258,97,17651,13803,1,"","",""
259,96,17651,13803,1,"","",""
260,95,17651,13802,1,"","",""
261,149,17651,13805,1,"","",""
262,148,17651,13804,1,"","",""
263,147,17651,13803,1,"","",""
264,146,17651,13802,1,"","",""
265,113,17651,13805,1,"","",""
266,112,17651,13805,1,"","",""
267,111,17651,13804,1,"","",""
268,110,17651,13804,1,"","",""
269,109,17651,13803,1,"","",""
270,108,17651,13802,1,"","",""
271,9988,17651,13803,1,"","",""
272,10441,17651,13805,1,"","",""
273,10443,17651,13805,1,"","",""
274,311,17651,13806,1,"","",""
275,310,17651,13805,1,"","",""
276,309,17651,13804,1,"","",""
277,308,17651,13803,1,"","",""
278,307,17651,13806,1,"","",""
279,306,17651,13805,1,"","",""
280,305,17651,13804,1,"","",""
281,304,17651,13803,1,"","",""
282,10442,17651,13805,1,"","",""
283,218,17651,13806,1,"","",""
284,5,17651,13806,1,"","",""
285,260,17651,13804,1,"","",""
286,254,17651,13804,1,"","",""
287,258,17651,13804,1,"","",""
288,266,17651,13805,1,"","",""
289,264,17651,13804,1,"","",""
290,256,17651,13805,1,"","",""
291,245,17651,13804,1,"","",""
292,262,17651,13806,1,"","",""
293,255,17651,13805,1,"","",""
294,253,17651,13804,1,"","",""
295,265,17651,13805,1,"","",""
296,244,17651,13804,1,"","",""
297,247,17651,13804,1,"","",""
298,259,17651,13806,1,"","",""
299,242,17651,13804,1,"","",""
300,257,17651,13804,1,"","",""
301,250,17651,13804,1,"","",""
302,248,17651,13804,1,"","",""
303,263,17651,13804,1,"","",""
304,243,17651,13804,1,"","",""
305,246,17651,13804,1,"","",""
306,251,17651,13804,1,"","",""
307,249,17651,13804,1,"","",""
308,252,17651,13804,1,"","",""
309,261,17651,13804,1,"","",""
310,33,17651,13804,1,"","",""
311,12,17651,13803,1,"","",""
312,312,17651,13806,1,"","",""
313,195,17651,13804,1,"","",""
314,194,17651,13804,1,"","",""
315,192,17651,13804,1,"","",""
316,193,17651,13805,1,"","",""
317,196,17651,13806,1,"","",""
318,9,17651,13804,1,"","",""
319,4,17651,13803,1,"","",""
320,53,17651,13805,1,"","",""
321,51,17651,13805,1,"","",""
322,56,17651,13805,1,"","",""
323,68,17651,13805,1,"","",""
324,63,17651,13805,1,"","",""
325,65,17651,13805,1,"","",""
326,58,17651,13805,1,"","",""
327,72,17651,13805,1,"","",""
328,55,17651,13805,1,"","",""
329,69,17651,13805,1,"","",""
330,70,17651,13805,1,"","",""
331,73,17651,13805,1,"","",""
332,59,17651,13805,1,"","",""
333,67,17651,13805,1,"","",""
334,52,17651,13805,1,"","",""
335,62,17651,13805,1,"","",""
336,64,17651,13805,1,"","",""
337,61,17651,13805,1,"","",""
338,66,17651,13805,1,"","",""
339,50,17651,13805,1,"","",""
340,60,17651,13805,1,"","",""
341,71,17651,13805,1,"","",""
342,54,17651,13805,1,"","",""
343,57,17651,13805,1,"","",""
344,13,17651,13805,1,"","",""
345,15,17651,13802,1,"","",""
346,300,17651,13806,1,"","",""
347,9702,17651,13806,1,"","",""
348,9701,17651,13806,1,"","",""
349,9699,17651,13806,1,"","",""
350,9700,17651,13806,1,"","",""
351,9698,17651,13806,1,"","",""
352,10518,17651,13805,1,"","",""
353,10519,17651,13806,1,"","",""
354,10520,17651,13805,1,"","",""
355,10521,17651,13806,1,"","",""
356,2,17777,13817,"","","",""
357,9049,18734,13831,"","","",""
