"rownum","Id","AOFile","PreloadGroupsKeys","i32","i32","HASH32"
20,"RaiseSpectreSummonEffect","Metadata/Effects/Spells/raise_specter_02/summon.ao",[],3,0,-408996808
21,"InfernalBlowEffect","Metadata/Effects/Spells/inner_fire_player/rig.ao",[],4,0,-33448746
22,"GlacialHammerOneHand","Metadata/Effects/Spells/icehammer/Onehander/rig.ao",[],4,0,-2073383279
23,"GlacialHammerTwoHand","Metadata/Effects/Spells/icehammer/Twohanded/rig.ao",[],4,0,319940684
24,"GlacialHammerStaff","Metadata/Effects/Spells/icehammer/Staff/rig.ao",[],4,0,-1357516223
25,"RaisedZombie","Metadata/Monsters/Zombies/Raised/Raised.ao",[],4,0,748149779
26,"ShockNovaEffect","Metadata/Effects/Spells/shock_nova/rig.ao",[],4,0,-2067899624
27,"ViperStrikeOrb","Metadata/Effects/Spells/orbs/rig_poisonstrikes.ao",[],4,0,-858519167
28,"ViperStrikeEffect","Metadata/Effects/Spells/viper_strike/rig.ao",[],4,0,-1213116132
29,"PhaseRunEffect","Metadata/Effects/Spells/phase_run/rig.ao",[],4,0,-488689653
30,"FuseArrow","Metadata/Effects/Spells/explosivearrow_2/projectile/arrow_base_stuck.ao",[],3,0,-1508864767
31,"FuseArrowExplode","Metadata/Effects/Spells/explosivearrow_2/explosion/explosion.ao",[],4,165,1681772990
32,"IncaBossExplosion","Metadata/Effects/Spells/monsters_effects/inca_shadow/red/largeslam.ao",[],4,0,1677068079
33,"IncaBossSummon","Metadata/Effects/Spells/monsters_effects/inca_shadow/black/rig.ao",[],4,0,558268571
34,"TemporalChainsOrb","Metadata/Effects/Spells/curses/temporal_chains.ao",[],4,0,-1005380323
35,"ElementalWeaknessOrb","Metadata/Effects/Spells/curses/reduce_resistance.ao",[],4,0,-152810986
36,"FireWeaknessOrb","Metadata/Effects/Spells/curses/ele_weakness/fire.ao",[],4,0,-527783990
37,"ColdWeaknessOrb","Metadata/Effects/Spells/curses/ele_weakness/ice.ao",[],4,0,-1233388832
38,"LightningWeaknessOrb","Metadata/Effects/Spells/curses/ele_weakness/light.ao",[],4,0,2001116390
39,"WarlordsMarkOrb","Metadata/Effects/Spells/curses_02/marks/mark_warlord.ao",[],4,0,1877035532
40,"PunishmentOrb","Metadata/Effects/Spells/curses/punishment.ao",[],4,0,-1237332116
41,"EnfeebleOrb","Metadata/Effects/Spells/curses/enfeeble.ao",[],4,0,-1142997318
42,"AssassinsMarkOrb","Metadata/Effects/Spells/curses_02/marks/mark_assassin.ao",[],4,0,-813634773
43,"ProjectileWeaknessOrb","Metadata/Effects/Spells/curses_02/marks/mark_sniper.ao",[],4,0,1688788628
44,"VulnerabilityOrb","Metadata/Effects/Spells/curses/vulnerability.ao",[],4,0,-563779232
45,"MinionSacrificeOrb","Metadata/Effects/Spells/curses_02/orbs/minion_sacrifice_orb/minion_sacrifice.ao",[],4,0,1683309194
46,"PoachersMarkOrb","Metadata/Effects/Spells/curses_02/marks/mark_poacher.ao",[],4,0,115418229
47,"AlchemistsMarkOrb","Metadata/Effects/Spells/curses_02/marks/mark_alchemy.ao",[],4,0,-1072063827
48,"PenanceMarkOrb","Metadata/Effects/Spells/curses_02/marks/mark_penance.ao",[],4,0,-1545877409
49,"TemporalChainsCast","Metadata/Effects/Spells/curses_02/area/temporal_chains_aoe.ao",[],4,300,1131452644
50,"ElementalWeaknessCast","Metadata/Effects/Spells/curses_02/area/elemental_weakness_aoe.ao",[],4,300,858825092
51,"FireWeaknessCast","Metadata/Effects/Spells/curses_02/area/flammability_aoe.ao",[],4,300,1983381802
52,"ColdWeaknessCast","Metadata/Effects/Spells/curses_02/area/frostbite_aoe.ao",[],4,300,711321843
53,"LightningWeaknessCast","Metadata/Effects/Spells/curses_02/area/conductivity_aoe.ao",[],4,300,2140727851
54,"DrainEssenceCast","Metadata/Effects/Spells/curses/area/mark/mark_warlord.ao",[],4,0,-954827653
55,"PunishmentCast","Metadata/Effects/Spells/curses_02/area/punishment_aoe.ao",[],4,300,1300810275
56,"EnfeebleCast","Metadata/Effects/Spells/curses_02/area/enfeeble_aoe.ao",[],4,300,-1318569133
57,"CriticalWeaknessCast","Metadata/Effects/Spells/curses/area/mark/mark_assassin.ao",[],4,0,-469557133
58,"ProjectileWeaknessCast","Metadata/Effects/Spells/curses/area/projectile_weakness.ao",[],4,0,-896203968
59,"VulnerabilityCast","Metadata/Effects/Spells/curses_02/area/vulnerability_aoe.ao",[],4,300,1102344911
60,"PacifyCast","Metadata/Effects/Spells/curses_02/area/pacify_aoe/pacify_aoe.ao",[],4,300,-1207495837
61,"MinionSacrificeCast","Metadata/Effects/Spells/curses_02/area/minion_sacrifice_aoe/minion_sacrifice_aoe.ao",[],4,300,-720313330
62,"MinionSacrificeExplode","Metadata/Effects/Spells/curses/minion_sacrifice_explosion/minion_sacrifice_explosion.ao",[],4,100,-586064996
63,"PoachersMarkCast","Metadata/Effects/Spells/curses/area/mark/mark_hunter.ao",[],4,0,-1751485439
64,"TeleportBallEffect","Metadata/Effects/Spells/fade/rig.ao",[],4,0,-135151553
65,"RaiseSkeletonEffect","Metadata/Effects/Spells/raise_skeleton_02/rig.ao",[],3,0,1223116327
66,"HeavyStrikeEffect","Metadata/Effects/Spells/heavy_strike_02/heavy_strike_hit.ao",[],4,0,-552200663
67,"ConversionStrikeHit","Metadata/Effects/Spells/dominating_blow/monster_hit/monster_hit.ao",[],4,0,1209439309
68,"ConversionStrikeConvert","Metadata/Effects/Spells/dominating_blow/monster_covert/monster_convert.ao",[],4,0,-148035131
69,"RainOfArrows","Metadata/Effects/Spells/rain_of_arrows/rig.ao",[],4,0,-1340957303
70,"BladeFlurry","Metadata/Effects/Spells/flurry/rig.ao",[],4,0,-1104663965
71,"BladeFlurryTrail","Metadata/Effects/Spells/flurry/trail/rig.ao",[],4,0,-1802525423
72,"FireStormEffect","Metadata/Effects/Spells/firestorm/rig.ao",[],4,0,-1331794428
73,"ImmortalCallCast","Metadata/Effects/Spells/immortal_call/rig.ao",[],4,0,1750845284
74,"DischargeFire","Metadata/Effects/Spells/discharge_03/discharge_core.ao",[],4,200,1282324092
75,"DischargeCold","Metadata/Effects/Spells/discharge_03/discharge_core_ice.ao",[],4,0,-1458684114
76,"DischargeLightning","Metadata/Effects/Spells/discharge_03/discharge_core_lightning.ao",[],4,0,-802881727
77,"DischargeFireNoSound","Metadata/Effects/Spells/discharge/fire_discharge_NoSound.ao",[],4,0,-1668943467
78,"DischargeColdNoSound","Metadata/Effects/Spells/discharge/ice_discharge_NoSound.ao",[],4,0,-1193860176
79,"DischargeLightningNoSound","Metadata/Effects/Spells/discharge/light_discharge_NoSound.ao",[],4,0,-1770637684
80,"GlacialHammerShatter","Metadata/Effects/Spells/icehammer_explosion/rig.ao",[],4,0,-460060070
81,"LightningWarpTarget","Metadata/Effects/Spells/lightning_warp_02/marker.ao",[],4,0,1211236602
82,"LightningWarpUp","Metadata/Effects/Spells/lightning_warp_02/warp_Up.ao",[],4,0,2090490654
83,"LightningWarpDown","Metadata/Effects/Spells/lightning_warp_02/warp_Down.ao",[],4,0,-1372976443
84,"QuestReward","Metadata/Effects/misc/quest_hand_in/blue.ao",[],3,0,73685695
85,"ForsakenRainOfArrows","Metadata/Effects/Spells/monsters_effects/forsaken_skeleton/rain.ao",[],4,0,-351987162
86,"FireShield","Metadata/Effects/Spells/molten_armour/spinner.ao",[],4,0,301495872
87,"GemLevelUpStr","Metadata/Effects/misc/gem_levelup/red.ao",[],3,0,-689301924
88,"GemLevelUpDex","Metadata/Effects/misc/gem_levelup/green.ao",[],3,0,-278241992
89,"GemLevelUpInt","Metadata/Effects/misc/gem_levelup/blue.ao",[],3,0,-1518747816
90,"PowerSiphonPlayer1","Metadata/Effects/Spells/power_siphon/absorb/player_absorb_01.ao",[],4,315,-259903842
91,"PowerSiphonPlayer2","Metadata/Effects/Spells/power_siphon/absorb/player_absorb_02.ao",[],4,315,203083463
92,"PowerSiphonPlayer3","Metadata/Effects/Spells/power_siphon/absorb/player_absorb_03.ao",[],4,315,-508600341
93,"PowerSiphonMonster","Metadata/Effects/Spells/power_siphon/onkill/main/siphon_main.ao",[],4,0,-1251426378
94,"PowerSiphonMonsterSubtle","Metadata/Effects/Spells/power_siphon/onkill/subtle/siphon_sub.ao",[],4,0,-1758426553
95,"PowerSiphonMonsterHit","Metadata/Effects/Spells/power_siphon/projectile/soul_hit.ao",[],4,0,1484534509
96,"IncaBossLaser","Metadata/Effects/Spells/monsters_effects/act2/inca_boss/bluebeam.ao",[],4,0,1572373651
97,"IncaBossLaserAtziri","Metadata/Effects/Spells/monsters_effects/act2/AtziriOversoul/laser.ao",[],4,0,1966892374
98,"LightningSlashEffect1","Metadata/Effects/Spells/lightning_blade/lightninglong.ao",[],4,0,2001697980
99,"LightningSlashEffect2","Metadata/Effects/Spells/lightning_blade/lightninglong1.ao",[],4,0,-2113208611
100,"LightningSlashStrike","Metadata/Effects/Spells/lightning_strike_02/strike.ao",[],4,0,1844141954
101,"LightningSlashStrikeLite","Metadata/Effects/Spells/lightning_strike_02/lite/strike.ao",[],4,0,122980523
102,"FireShieldCast","Metadata/Effects/Spells/molten_armour/moltsheild_cast.ao",[],4,0,1205789722
103,"LightningArrowMainHit","Metadata/Effects/Spells/lightning_arrows/explode.ao",[],4,0,1243146284
104,"LightningArrowHit","Metadata/Effects/Spells/soul_siphon/rig.ao",[],4,0,1682495318
105,"LightningArrow","Metadata/Effects/Spells/lightning_arrows/rig.ao",[],4,0,1420959379
106,"LightningArrowBloodMTXExplode","Metadata/Effects/Spells/blood_arrow/explode.ao",[],4,0,-512320324
107,"LightningArrowBloodMTXBeam","Metadata/Effects/Spells/blood_arrow/small_beams.ao",[],4,0,528368734
108,"RighteousFireOrb","Metadata/Effects/Spells/ri_fire/firebuff.ao",[],4,0,946749918
109,"RighteousFireRing","Metadata/Effects/Spells/ri_fire/rifire.ao",[],4,400,80442054
110,"RaiseSkeletonBigEffect","Metadata/Effects/Spells/raise_skeleton_large/raiseskelington.ao",[],4,0,1279108040
111,"BurningArrow","Metadata/Effects/Spells/firearrow/rig.ao",[],4,0,-1489875971
112,"KiwiUnsummon","Metadata/Effects/Microtransactions/pets/summon/unsummon.ao",[],3,0,-846457931
113,"GroundFireTrapExplode","Metadata/Effects/Spells/traps/fireground_trap/rig.ao",[],4,0,-883286810
114,"GroundCausticTrapExplode","Metadata/Effects/Spells/monsters_effects/act3/pyro/trap_explode_poison.ao",[],4,0,2105229602
115,"GroundIceTrapExplode","Metadata/Effects/Spells/traps/cold_trap/rig.ao",[],4,0,1706042182
116,"IceTrapEffect","Metadata/Effects/Spells/traps/ice_trap/rig.ao",[],4,0,1900185277
117,"BearTrapEffect","Metadata/Effects/Spells/bear_trap/bear_trap.ao",[],4,0,-1372746260
118,"ConvertTrapEffect","Metadata/Effects/Spells/traps/gas_trap/gastrap.ao",[],4,0,507684914
119,"TotemEarthquakeSpell","Metadata/Effects/Spells/totems/spells/earthshock.ao",[],4,0,-863555518
120,"NecromancerReviveCast","Metadata/Effects/Spells/monsters_effects/necro_cast/rig.ao",[],4,0,848653540
121,"ShadowProjectileHitGround","Metadata/Effects/Spells/ninja_shotgun/ninjashotgunground.ao",[],4,0,766854003
122,"GroundFireOnDeathEffect","Metadata/Effects/Spells/monsters_effects/hell_lion_death/rig.ao",[],3,0,-1786275797
123,"PietyPortalRunes","Metadata/Effects/Environment/piety_portal/circle.ao",[],4,0,-379279890
124,"PietyPortal","Metadata/Effects/Environment/piety_portal/close.ao",[],4,0,1679203443
125,"BlindOrb","Metadata/Effects/Spells/curses/blinded.ao",[],3,0,279204848
126,"IncaRock1","Metadata/Effects/Spells/monsters_effects/act2/inca_boss/rock_fall/rockdrop_01.ao",[],4,0,-1233159927
127,"IncaRock2","Metadata/Effects/Spells/monsters_effects/act2/inca_boss/rock_fall/rockdrop_02.ao",[],4,0,2126790828
128,"IncaRock3","Metadata/Effects/Spells/monsters_effects/act2/inca_boss/rock_fall/rockdrop_03.ao",[],4,0,670027782
129,"IncaRock4","Metadata/Effects/Spells/monsters_effects/act2/inca_boss/rock_fall/rockdrop_04.ao",[],4,0,910051078
130,"IncaTeleportEnd","Metadata/Effects/Spells/monsters_effects/act2/inca_boss/teleportup.ao",[],4,0,-498512059
131,"IncaTeleportEndAtziri","Metadata/Effects/Spells/monsters_effects/act2/AtziriOversoul/teleportup.ao",[],4,0,1202770722
132,"IceShotArrow","Metadata/Effects/Spells/icearrow/rig.ao",[],4,0,-422761551
133,"IceShotHit","Metadata/Effects/Spells/icearrow_02/cone.ao",[],4,0,1641020163
134,"IceShotHitVaalOrb","Metadata/Effects/Microtransactions/Spells/VallOrbIceShot/cone.ao",[],4,0,1946952582
135,"IceShotWideVaalOrb","Metadata/Effects/Microtransactions/Spells/VallOrbIceShot/cone_lv1.ao",[],4,0,1844125829
136,"IceShotVeryWideVaalOrb","Metadata/Effects/Microtransactions/Spells/VallOrbIceShot/cone_lv2.ao",[],4,0,-1213076397
137,"IceShotSurgeVaalOrb","Metadata/Effects/Microtransactions/Spells/VallOrbIceShot/surge_ice.ao",[],4,0,222950819
138,"IceShotMuzzleFlashVaalOrb","Metadata/Effects/Microtransactions/Spells/VallOrbIceShot/ice_flash.ao",[],4,0,-492398524
139,"IceShield","Metadata/Effects/Spells/frozen_barrier/rig.ao",[],4,0,-562477919
140,"IceShieldDemon","Metadata/Effects/Spells/monsters_effects/act3/demon_icesheild/icefeet.ao",[],4,0,-1181587301
141,"ArcticBreathExplosion","Metadata/Effects/Spells/arcticbreath/explosion.ao",[],4,120,1962339864
142,"Arc","Metadata/Effects/Spells/arc/rig.ao",[],4,0,1950446294
143,"ArcHitSoundEffect","Metadata/Effects/impact_sounds/ArcImpact.ao",[],4,0,-1528925775
144,"BrutusHook","Metadata/Effects/Spells/monsters_effects/act1/brute/chain.ao",[],4,0,562065829
145,"BrutusHookBlood","Metadata/Effects/Spells/monsters_effects/brute_hook/player_hit.ao",[],4,0,-1147667168
146,"BrutusHookBleeding","Metadata/Effects/Spells/monsters_effects/brute_hook/playerdrag.ao",[],4,0,-834710689
147,"ConsumeCorpseEffect","Metadata/Effects/Spells/totems/spells/devouringtotem.ao",[],4,0,-46552312
148,"FireballExplosion","Metadata/Effects/Spells/fireball/explode_new2.ao",[],4,200,1432603515
149,"FireballExplosionLarge","Metadata/Effects/Spells/fireball/explode_largeaoe.ao",[],4,210,-318001713
150,"DragonFireballExplosion","Metadata/Effects/Microtransactions/Spells/fireball/dragon_fireball/mid.ao",[],4,175,-1276352749
151,"StygianFireballExplosion","Metadata/Effects/Microtransactions/Spells/fireball/stygian/aoe.ao",[],4,175,-128326384
152,"GoatmanMoltenShell","Metadata/Effects/Spells/molten_armour/small/spinners.ao",[],4,0,-1733528952
153,"ConsumeCorpseRoots","Metadata/Effects/Spells/totems/spells/devouringtotem_roots.ao",[],4,0,-78381609
154,"FlaskCurseImmune","Metadata/Effects/misc/flask_effects/curse_immune/curse_immune.ao",[],3,0,-27102583
155,"UndyingFreezingPulseLeaves","Metadata/Effects/Spells/monsters_effects/act3/undying_freezing_pulse/particles.ao",[],4,0,769176655
156,"BallLightningBeam","Metadata/Effects/Spells/monsters_effects/act3/piety/lightning_ball/lightningball_beam.ao",[],4,0,63351852
157,"BallLightningGroundBeam","Metadata/Effects/Spells/monsters_effects/act3/piety/lightning_ball/lightningball_beamsmall.ao",[],4,0,-1975255585
158,"InsectJuicyExplode","Metadata/Effects/Spells/monsters_effects/act3/insect_explode_particles/insect_exploderparticles.ao",[],4,90,-2080980466
159,"InsectPartsExplode","Metadata/Effects/Spells/monsters_effects/insect_minion_explode/insect_exploder.ao",[],4,0,748806800
160,"CleaveSoundEffect","Metadata/Effects/impact_sounds/cleave_impact.ao",[],4,0,-250335530
161,"DoubleStrikeSoundEffect","Metadata/Effects/impact_sounds/DoubleStrike_impact.ao",[],4,0,-1995014929
162,"DualStrikeSoundEffect","Metadata/Effects/impact_sounds/DualStrike_impact.ao",[],4,0,820300523
163,"FlickerStrikeSoundEffect","Metadata/Effects/impact_sounds/FlickerStrike_impact.ao",[],4,0,-2026629729
164,"ShieldChargeSoundEffect","Metadata/Effects/impact_sounds/ShieldChargeImpact.ao",[],4,0,19351813
165,"SweepSoundEffect","Metadata/Effects/impact_sounds/sweep_impact.ao",[],4,0,849179768
166,"WhirlingBladesSoundEffect","Metadata/Effects/impact_sounds/WhirlingBladesImpact.ao",[],4,0,783009536
167,"WhirlingBladesSoundEffectMossMonster","Metadata/Effects/impact_sounds/WhirlingBladesImpact_STONE.ao",[],4,0,-1310395747
168,"GuardianArc","Metadata/Effects/Spells/monsters_effects/act3/cloth_lightning_head/arc.ao",[],4,0,976604421
169,"PietyArc","Metadata/Effects/Spells/monsters_effects/act3/piety/arc/arc_piety.ao",[],4,0,-205320364
170,"BallistaFirestorm","Metadata/Effects/Microtransactions/Spells/firestorm/ballista_ball/ballistaball.ao",[],4,0,-787776661
171,"ColdSnapHand","Metadata/Effects/Microtransactions/Spells/coldsnap/demon_hand_coldsnap/demonhand_coldsnap_hand.ao",[],4,0,-29671407
172,"ColdSnapHandBurst","Metadata/Effects/Microtransactions/Spells/coldsnap/demon_hand_coldsnap/demonhand_coldsnap.ao",[],4,0,1421475427
173,"PietyLightningStorm","Metadata/Effects/Spells/monsters_effects/act3/piety/lightning_strike/lightningslashpiety.ao",[],4,0,-34952611
174,"LightningStrikeAlternate","Metadata/Effects/Spells/lightning_strike/LightningStrikeHit.ao",[],4,0,128674319
175,"LightningArrowBeam","Metadata/Effects/Spells/lightning_arrows/small_beams.ao",[],4,0,-118814660
176,"CycloneEffect","Metadata/Effects/Spells/whirlwind/whirlwind.ao",[],4,0,706094753
177,"FlamethrowerPulse","Metadata/Effects/Spells/flaming_wrath/flamethrower_powerup.ao",[],4,0,1846426640
178,"CycloneHandsSoundEffect","Metadata/Effects/Spells/whirlwind/whirlwind_soundhands_rig.ao",[],4,0,190928160
179,"FlamethrowerBluePulse","Metadata/Effects/Microtransactions/Spells/incinerate/blue/powerup/flamethrower_powerup.ao",[],4,0,-1436666199
180,"CycloneEnd","Metadata/Effects/Spells/whirlwind/whirlwind_end.ao",[],4,0,-48517977
181,"CycloneWhite","Metadata/Effects/Microtransactions/Spells/whirlwind/white/whirlwindwhite.ao",[],4,0,21598391
182,"CycloneWhiteEnd","Metadata/Effects/Microtransactions/Spells/whirlwind/white/whirlwindwhite_end.ao",[],4,0,-103771552
183,"CycloneBlue","Metadata/Effects/Microtransactions/Spells/whirlwind/blue/whirlwindblue.ao",[],4,0,2002934349
184,"CycloneBlueEnd","Metadata/Effects/Microtransactions/Spells/whirlwind/blue/whirlwindblue_end.ao",[],4,0,-1499872015
185,"CycloneImpactSound","Metadata/Effects/impact_sounds/WhirlwindImpact.ao",[],4,0,2123049782
186,"CycloneSaw","Metadata/Effects/Microtransactions/Spells/whirlwind/sawblade/whirlwind_sawblade.ao",[],4,0,-1237239962
187,"CycloneSawEnd","Metadata/Effects/Microtransactions/Spells/whirlwind/sawblade/whirlwindend.ao",[],4,0,1557942983
188,"CycloneSawSound","Metadata/Effects/impact_sounds/WhirlwindImpact_BladeMTX.ao",[],4,0,-362584150
189,"CycloneSawHandsSound","Metadata/Effects/Spells/whirlwind/whirlwind_soundhands_rig_BladeMTX.ao",[],4,0,678655161
190,"CloudIceShield","Metadata/Effects/Microtransactions/Spells/ice_sheilds/cloud/cloud.ao",[],4,0,-1766494885
191,"SearingBondBeam","Metadata/Effects/Spells/totems/spells/searingbond.ao",[],4,0,699520906
192,"SearingBondStartSound","Metadata/Effects/Spells/totems/spells/sear_start.ao",[],4,0,1566124846
193,"SearingBondStopSound","Metadata/Effects/Spells/totems/spells/sear_end.ao",[],4,0,-1962357112
194,"SearingBondLoopSound","Metadata/Effects/Spells/totems/spells/sear_loop.ao",[],4,0,498117749
195,"SearingBondGreenBeam","Metadata/Effects/Microtransactions/Spells/totem/spell/searing_bond/green/searingbond_corrupt.ao",[],4,0,280671932
196,"SearingBondGreenLoopSound","Metadata/Effects/Microtransactions/Spells/totem/spell/searing_bond/green/sear_loop.ao",[],4,0,760019017
197,"ChillingBondBeam","Metadata/Effects/Spells/monsters_effects/act3/dominus/cold_totem_beams/icebeam.ao",[],4,0,652197857
198,"ChillingBondStartSound","Metadata/Effects/Spells/monsters_effects/act3/dominus/cold_totem_beams/sear_start.ao",[],4,0,-1142556000
199,"ChillingBondStopSound","Metadata/Effects/Spells/monsters_effects/act3/dominus/cold_totem_beams/sear_end.ao",[],4,0,-1928438024
200,"ChillingBondLoopSound","Metadata/Effects/Spells/monsters_effects/act3/dominus/cold_totem_beams/sear_loop.ao",[],4,0,-348915935
201,"RaisedSkeleton","Metadata/Monsters/Skeletons/Skeleton/SkeletonRaised.ao",[],4,0,-1754713432
202,"DemonHandCleave","Metadata/Effects/Microtransactions/Spells/cleave/demon_hand_cleave/cleaveclaw.ao",[],4,0,-958607623
203,"BloodSlamFenceSpike","Metadata/Effects/Microtransactions/Spells/ground_slam/blood_slam1/fencespike.ao",[],4,0,1112098382
204,"BloodSlamGrinder","Metadata/Effects/Microtransactions/Spells/ground_slam/blood_slam1/grinder.ao",[],4,0,-1468329761
205,"BloodSlamSawSpike","Metadata/Effects/Microtransactions/Spells/ground_slam/blood_slam1/sawspike.ao",[],4,0,1071194579
206,"BloodSlamSpike","Metadata/Effects/Microtransactions/Spells/ground_slam/blood_slam1/spike.ao",[],4,0,-1541728157
207,"ExtraGoreRedBloodGib1","Metadata/Effects/Microtransactions/Misc/Extra_Blood/blood_gibs_01.ao",[],3,0,752444146
208,"ExtraGoreRedBloodGib2","Metadata/Effects/Microtransactions/Misc/Extra_Blood/blood_gibs_02.ao",[],3,0,-1129451236
209,"ExtraGoreRedBloodGib3","Metadata/Effects/Microtransactions/Misc/Extra_Blood/blood_gibs_03.ao",[],3,0,72001588
210,"ExtraGoreRedBloodGib4","Metadata/Effects/Microtransactions/Misc/Extra_Blood/blood_gibs_04.ao",[],3,0,-1496961390
211,"ExtraGoreRedBloodGib5","Metadata/Effects/Microtransactions/Misc/Extra_Blood/blood_gibs_05.ao",[],3,0,123072758
212,"ExtraGoreRedBloodGib6","Metadata/Effects/Microtransactions/Misc/Extra_Blood/blood_gibs_06.ao",[],3,0,31880260
213,"ExtraGoreZombieBloodGib1","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_zombie_01.ao",[],3,0,1264414492
214,"ExtraGoreZombieBloodGib2","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_zombie_02.ao",[],3,0,1612175783
215,"ExtraGoreZombieBloodGib3","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_zombie_03.ao",[],3,0,1799196302
216,"ExtraGoreZombieBloodGib4","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_zombie_04.ao",[],3,0,-313756517
217,"ExtraGoreZombieBloodGib5","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_zombie_05.ao",[],3,0,-1803145540
218,"ExtraGoreZombieBloodGib6","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_zombie_06.ao",[],3,0,653247722
219,"ExtraGoreSpiderBloodGib1","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_yellow_01.ao",[],3,0,1649048730
220,"ExtraGoreSpiderBloodGib2","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_yellow_02.ao",[],3,0,-608611152
221,"ExtraGoreSpiderBloodGib3","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_yellow_03.ao",[],3,0,298282658
222,"ExtraGoreSpiderBloodGib4","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_yellow_04.ao",[],3,0,-1075182098
223,"ExtraGoreSpiderBloodGib5","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_yellow_05.ao",[],3,0,-1435906869
224,"ExtraGoreSpiderBloodGib6","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_yellow_06.ao",[],3,0,-111468072
225,"MapBossFirestorm","Metadata/Effects/Spells/firestorm_mapboss/rig.ao",[],4,0,324444793
226,"TempestShieldStart","Metadata/Effects/Spells/electrical_repulse/Start.ao",[],4,0,-1548147813
227,"TemporalChainsCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/purple.ao",[],4,350,1450555587
228,"ElementalWeaknessCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/blue.ao",[],4,350,-561601268
229,"FireWeaknessCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/orange.ao",[],4,350,1199627518
230,"ColdWeaknessCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/white.ao",[],4,0,443658065
231,"LightningWeaknessCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/blue.ao",[],4,350,-174174422
232,"DrainEssenceCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/mint.ao",[],4,0,309589390
233,"PunishmentCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/yellow.ao",[],4,350,1105095748
234,"EnfeebleCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/green.ao",[],4,350,1401737300
235,"CriticalWeaknessCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/white.ao",[],4,0,848425318
236,"ProjectileWeaknessCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/orange.ao",[],4,0,-785351717
237,"VulnerabilityCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/red.ao",[],4,350,-1135101274
