"rownum","InfluenceMod","UpgradedMod","bool"
204,20785,24714,1
205,20786,20787,""
206,20787,24715,1
207,20788,20789,""
208,20789,24716,1
209,20790,20791,""
210,20791,20792,""
211,20792,24717,1
212,20793,20794,""
213,20794,20795,""
214,20795,24718,1
215,20796,20797,""
216,20797,20798,""
217,20798,24719,1
218,20799,20800,""
219,20800,20801,""
220,20801,24720,1
221,20802,20803,""
222,20803,20804,""
223,20804,24721,1
224,20805,24722,1
225,20806,20807,""
226,20807,24723,1
227,20808,24724,1
228,20809,24725,1
229,20810,24726,1
230,14584,14585,""
231,14585,14586,""
232,14586,24727,1
233,14587,14588,""
234,14588,14589,""
235,14589,24728,1
236,14590,14591,""
237,14591,14592,""
238,14592,24729,1
239,14593,24730,1
240,14594,14595,""
241,14595,14596,""
242,14596,24731,1
243,14597,14598,""
244,14598,14599,""
245,14599,24732,1
246,14600,14601,""
247,14601,14602,""
248,14602,24733,1
249,14603,24734,1
250,14608,14609,""
251,14609,14610,""
252,14610,24737,1
253,14611,14612,""
254,14612,14613,""
255,14613,24738,1
256,14614,14615,""
257,14615,14616,""
258,14616,24739,1
259,14617,14618,""
260,14618,14619,""
261,14619,24740,1
262,14620,14621,""
263,14621,14622,""
264,14622,24741,1
265,14623,14624,""
266,14624,14625,""
267,14625,24742,1
268,14626,14627,""
269,14627,14628,""
270,14628,24743,1
271,14629,14630,""
272,14630,24744,1
273,14633,14634,""
274,14634,14635,""
275,14635,24745,1
276,14636,14637,""
277,14637,24746,1
278,14638,14639,""
279,14639,14640,""
280,14640,24747,1
281,14641,14642,""
282,14642,14643,""
283,14643,24748,1
284,14644,14645,""
285,14645,14646,""
286,14646,24749,1
287,18096,18097,""
288,18097,24750,1
289,18110,18111,""
290,18111,24751,1
291,18125,18126,""
292,18126,24752,1
293,18141,18142,""
294,18142,24753,1
295,20615,20616,""
296,20616,20617,""
297,20617,24754,1
298,20660,20661,""
299,20661,24755,1
300,20664,20665,""
301,20665,24757,1
302,20666,20667,""
303,20667,24758,1
304,20668,20669,""
305,20669,24759,1
306,20670,24760,1
307,20671,24761,1
308,20672,20673,""
309,20673,20674,""
310,20674,24762,1
311,20675,20676,""
312,20676,20677,""
313,20677,24763,1
314,20678,24764,1
315,20679,20680,""
316,20680,20681,""
317,20681,24765,1
318,20682,20683,""
319,20683,20684,""
320,20684,24766,1
321,20685,20686,""
322,20686,20687,""
323,20687,24767,1
324,20688,20689,""
325,20689,20690,""
326,20690,24768,1
327,20691,24769,1
328,20692,20693,""
329,20693,24770,1
330,20694,24771,1
331,20695,20696,""
332,20696,24772,1
333,20697,20698,""
334,20698,24773,1
335,20699,20700,""
336,20700,24774,1
337,20701,20702,""
338,20702,24775,1
339,20703,20704,""
340,20704,24776,1
341,20705,20706,""
342,20706,20707,""
343,20707,24777,1
344,20708,20709,""
345,20709,24778,1
346,20710,20711,""
347,20711,24779,1
348,20712,24780,1
349,20713,24781,1
350,20714,24782,1
351,20715,24783,1
352,20716,20717,""
353,20717,24784,1
354,20719,20720,""
355,20720,24785,1
356,20721,20722,""
357,20722,24786,1
358,20723,20724,""
359,20724,24787,1
360,20725,20726,""
361,20726,24788,1
362,20727,20728,""
363,20728,24789,1
364,20729,20730,""
365,20730,24790,1
366,20947,24791,1
367,14546,24792,1
368,14547,24793,1
369,14548,24794,1
370,14549,24795,1
371,14550,24796,1
372,14551,24797,1
373,14552,24798,1
374,14553,14554,""
375,14554,14555,""
376,14555,24799,1
377,14556,14557,""
378,14557,14558,""
379,14558,24800,1
380,14559,14560,""
381,14560,14561,""
382,14561,24801,1
383,14562,14563,""
384,14563,14564,""
385,14564,24802,1
386,14565,14566,""
387,14566,24803,1
388,14567,14568,""
389,14568,24804,1
390,14569,14570,""
391,14570,14571,""
392,14571,24805,1
393,14572,14573,""
394,14573,14574,""
395,14574,24806,1
396,14575,14576,""
397,14576,14577,""
398,14577,24807,1
399,14578,14579,""
400,14579,14580,""
401,14580,24808,1
402,14581,24809,1
403,14582,24810,1
404,14583,24811,1
405,20589,24812,1
406,20590,24813,1
407,20591,20592,""
408,20592,24814,1
409,20595,20596,""
410,20596,24816,1
411,20597,20598,""
412,20598,24817,1
413,20599,20600,""
414,20600,20601,""
415,20601,24818,1
416,20602,20603,""
417,20603,20604,""
418,20604,24819,1
419,20605,20606,""
420,20606,20607,""
421,20607,24820,1
422,20608,20609,""
423,20609,24821,1
424,20610,24822,1
425,20611,24823,1
426,20612,24824,1
427,20613,20614,""
428,20614,24825,1
429,20618,20619,""
430,20619,24826,1
431,20620,20621,""
432,20621,24827,1
433,20622,20623,""
434,20623,24828,1
435,20626,24829,1
436,20627,24830,1
437,20628,24831,1
438,20629,20630,""
439,20630,24832,1
440,20631,20632,""
441,20632,24833,1
442,20633,24834,1
443,20634,20635,""
444,20635,20636,""
445,20636,24835,1
446,20637,20638,""
447,20638,20639,""
448,20639,24836,1
449,20640,20641,""
450,20641,24837,1
451,20642,20643,""
452,20643,24838,1
453,20644,24839,1
454,20645,24840,1
455,20646,20647,""
456,20647,24841,1
457,20648,20649,""
458,20649,24842,1
459,20650,20651,""
460,20651,20652,""
461,20652,24843,1
462,20653,24844,1
463,20654,20655,""
464,20655,24845,1
465,20656,20657,""
466,20657,24846,1
467,20658,20659,""
468,20659,24847,1
469,20815,20816,""
470,20816,24629,1
471,14604,24735,1
472,24606,24606,1
473,24607,24607,1
474,24608,24608,1
475,24609,24609,1
476,24610,24610,1
477,24611,24611,1
478,24612,24612,1
479,24613,24613,1
480,24614,24614,1
481,24615,24615,1
482,24616,24616,1
483,24617,24617,1
484,24618,24618,1
485,24619,24619,1
486,24620,24620,1
487,24621,24621,1
488,24622,24622,1
489,24623,24623,1
490,24624,24624,1
491,24625,24625,1
492,24626,24626,1
493,24627,24627,1
494,24630,24630,1
495,24631,24631,1
496,24632,24632,1
497,24633,24633,1
498,24634,24634,1
499,24635,24635,1
500,24636,24636,1
501,24637,24637,1
502,24638,24638,1
503,24639,24639,1
504,24640,24640,1
505,24641,24641,1
506,24642,24642,1
507,24643,24643,1
508,24644,24644,1
509,24645,24645,1
510,24646,24646,1
511,24647,24647,1
512,24648,24648,1
513,24649,24649,1
514,24650,24650,1
515,24651,24651,1
516,24652,24652,1
517,24653,24653,1
518,24654,24654,1
519,24656,24656,1
520,24657,24657,1
521,24658,24658,1
522,24659,24659,1
523,24660,24660,1
524,24661,24661,1
525,24662,24662,1
526,24663,24663,1
527,24664,24664,1
528,24665,24665,1
529,24667,24667,1
530,24668,24668,1
531,24669,24669,1
532,24670,24670,1
533,24671,24671,1
534,24672,24672,1
535,24673,24673,1
536,24674,24674,1
537,24675,24675,1
538,24676,24676,1
539,24677,24677,1
540,24678,24678,1
541,24679,24679,1
542,24680,24680,1
543,24681,24681,1
544,24682,24682,1
545,24683,24683,1
546,24684,24684,1
547,24685,24685,1
548,24686,24686,1
549,24687,24687,1
550,24688,24688,1
551,24690,24690,1
552,24691,24691,1
553,24692,24692,1
554,24693,24693,1
555,24694,24694,1
556,24695,24695,1
557,24696,24696,1
558,24697,24697,1
559,24698,24698,1
560,24699,24699,1
561,24700,24700,1
562,24701,24701,1
563,24702,24702,1
564,24703,24703,1
565,24704,24704,1
566,24705,24705,1
567,24706,24706,1
568,24707,24707,1
569,24708,24708,1
570,24709,24709,1
571,24710,24710,1
572,24711,24711,1
573,24713,24713,1
574,24714,24714,1
575,24715,24715,1
576,24716,24716,1
577,24717,24717,1
578,24718,24718,1
579,24719,24719,1
580,24720,24720,1
581,24721,24721,1
582,24722,24722,1
583,24723,24723,1
584,24724,24724,1
585,24725,24725,1
586,24726,24726,1
587,24727,24727,1
588,24728,24728,1
589,24729,24729,1
590,24730,24730,1
591,24731,24731,1
592,24732,24732,1
593,24733,24733,1
594,24734,24734,1
595,24737,24737,1
596,24738,24738,1
597,24739,24739,1
598,24740,24740,1
599,24741,24741,1
600,24742,24742,1
601,24743,24743,1
602,24744,24744,1
603,24745,24745,1
604,24746,24746,1
605,24747,24747,1
606,24748,24748,1
607,24749,24749,1
608,24750,24750,1
609,24751,24751,1
610,24752,24752,1
611,24753,24753,1
612,24754,24754,1
613,24755,24755,1
614,24757,24757,1
615,24758,24758,1
616,24759,24759,1
617,24760,24760,1
618,24761,24761,1
619,24762,24762,1
620,24763,24763,1
621,24764,24764,1
622,24765,24765,1
623,24766,24766,1
624,24767,24767,1
625,24768,24768,1
626,24769,24769,1
627,24770,24770,1
628,24771,24771,1
629,24772,24772,1
630,24773,24773,1
631,24774,24774,1
632,24775,24775,1
633,24776,24776,1
634,24777,24777,1
635,24778,24778,1
636,24779,24779,1
637,24780,24780,1
638,24781,24781,1
639,24782,24782,1
640,24783,24783,1
641,24784,24784,1
642,24785,24785,1
643,24786,24786,1
644,24787,24787,1
645,24788,24788,1
646,24789,24789,1
647,24790,24790,1
648,24791,24791,1
649,24792,24792,1
650,24793,24793,1
651,24794,24794,1
652,24795,24795,1
653,24796,24796,1
654,24797,24797,1
655,24798,24798,1
656,24799,24799,1
657,24800,24800,1
658,24801,24801,1
659,24802,24802,1
660,24803,24803,1
661,24804,24804,1
662,24805,24805,1
663,24806,24806,1
664,24807,24807,1
665,24808,24808,1
666,24809,24809,1
667,24810,24810,1
668,24811,24811,1
669,24812,24812,1
670,24813,24813,1
671,24814,24814,1
672,24816,24816,1
673,24817,24817,1
674,24818,24818,1
675,24819,24819,1
676,24820,24820,1
677,24821,24821,1
678,24822,24822,1
679,24823,24823,1
680,24824,24824,1
681,24825,24825,1
682,24826,24826,1
683,24827,24827,1
684,24828,24828,1
685,24829,24829,1
686,24830,24830,1
687,24831,24831,1
688,24832,24832,1
689,24833,24833,1
690,24834,24834,1
691,24835,24835,1
692,24836,24836,1
693,24837,24837,1
694,24838,24838,1
695,24839,24839,1
696,24840,24840,1
697,24841,24841,1
698,24842,24842,1
699,24843,24843,1
700,24844,24844,1
701,24845,24845,1
702,24846,24846,1
703,24847,24847,1
704,24629,24629,1
705,24735,24735,1
706,20779,20781,""
707,20781,24712,1
708,20593,20594,""
709,20594,24815,1
710,20662,20663,""
711,20663,24756,1
712,20733,20734,""
713,20734,24689,1
