"rownum","Id","MinLevel","MaxLevel","Weight","TopologiesKey","MonsterPacksKeys","ArtFile","Name","SynthesisAreaSizeKey","AchievementItemsKey"
14,"ForestCave_Small",17,50,100,2257,[1631],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/ForestCave","Sprawling Caverns Memory",0,""
15,"Glacier_Small",6,50,100,2258,"[1632,1633,1634,1635]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Glacier","Glacial Cavern Memory",0,""
16,"Library_Small",32,50,100,2363,"[1636,1637]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Library","Reading Chambers Memory",0,""
17,"Lunaris_Small",31,50,100,2366,"[1652,1653,1654,1655]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Lunaris","Bloodbath Memory",0,""
18,"Mesa_Small",6,50,100,2259,"[1643,1644]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Mesa","Rocky Mesa Memory",0,""
19,"Mineshaft_Small",36,50,100,2372,[1645],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Mines","Deep Dig Memory",0,""
20,"MoonTemple_Small",60,100,0,2375,"[1638,1639,1640,1641,1642]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/MoonTemple","Moonlight Temple Memory",0,""
21,"Mushroom_Small",6,50,100,2260,[1560],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Mushroom","Mushroom Grotto Memory",0,""
22,"Ossuary_Small",46,50,100,2261,[1646],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Ossuary","Grim Sepulchre Memory",0,""
23,"Plateau_Small",39,50,100,2262,"[1647,1648,1649,1650,1651]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Plateau","Volcanic Plateau Memory",0,""
24,"PoolsAndStreams_Small",21,50,100,2263,"[1656,1657,1658]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/PoolsAndStreams","Lush Wetlands Memory",0,""
25,"Prison_Small",51,100,0,2264,"[1563,1564]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Prison","Detention Centre Memory",0,""
26,"Reef_Small",52,100,0,2389,[1659],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Reef","Rockpools Memory",0,""
27,"Ridge_Small",48,50,100,2266,"[1660,1661]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Ridge","Cliffside Path Memory",0,""
28,"RuinedTemple_Small",17,50,100,2267,[1662],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/RuinedTemple","Reclaimed Temple Memory",0,""
29,"Sanctuary_Small",45,50,100,2395,"[1565,1566,1567]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Sanctuary","Ritual Memory",0,""
30,"Scepter_Small",34,50,100,2398,"[1568,1569,1570]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Scepter","Eternal Residence Memory",0,""
31,"Sewers_Small",51,100,0,2400,"[1571,1572,1573]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Sewers","Effluvia Memory",0,""
32,"Slums_Small",26,50,100,2265,"[1663,1664,1665]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Slums","Shanty Town Memory",0,""
33,"Solaris_Small",29,50,100,2403,"[1574,1575,1576]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Solaris","Pristine Palace Memory",0,""
34,"SpiderThicket_Small",19,50,100,2268,"[1666,1667,1668]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/SpiderForest","Infested Temple Memory",0,""
35,"Thicket_Small",51,100,0,2409,"[1669,1670,1671]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Thicket","Overgrowth Memory",0,""
36,"AcidCave_Medium",45,100,100,2269,[1530],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/AcidCave","Limestone Hollow Memory",1,""
37,"ArachnidTomb_Medium",56,100,100,2270,[1532],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/ArachnidTomb","Infested Tomb Memory",1,""
38,"Antiquary_Medium",46,100,100,2304,[1531],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Antiquary","Collection Memory",1,""
39,"Baths_Medium",59,100,100,2312,"[1551,1552]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Baths","State Palace Memory",1,""
40,"Bazaar_Medium",45,100,100,2315,[1535],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Bazaar","Exchange Memory",1,""
41,"Beach_Medium",45,100,100,2318,[1536],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Beach","Sandbar Memory",1,""
42,"Canals_Medium",51,100,100,2322,"[1672,1673,1674]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Canals","Waterfront Memory",1,""
43,"Causeway_Medium",56,100,100,2324,[1538],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Causeway","River Crossing Memory",1,""
44,"Cave_Medium",45,100,100,2273,[1539],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Cave","Eroded Chamber Memory",1,""
45,"CaveMine_Medium",45,100,100,2274,[1553],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/CaveMine","Abandoned Shaft Memory",1,""
46,"Colosseum_Medium",45,100,100,2275,"[1625,1626,1627,1628,1629]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Colosseum","Bloodsoaked Arena Memory",1,""
47,"ControlBlocks_Medium",45,100,100,2337,[1541],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/ControlBlocks","Slave Blocks Memory",1,""
48,"Crypt_Medium",45,100,100,2276,[1542],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Crypt","Undercroft Memory",1,""
49,"DarkForest_Medium",45,100,100,2342,"[1675,1676,1677]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/DarkForest","Grim Woods Memory",1,""
50,"DriedLake_Medium",45,100,100,2277,[1630],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/DriedLake","Salted Earth Memory",1,""
51,"Dungeon_Medium",45,100,100,2345,[1543],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Dungeon","Temple Ruins Memory",1,""
52,"Fissure_Medium",45,100,100,2349,[1544],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Fissure","Aftermath Memory",1,""
53,"Forest_Medium",45,100,100,2279,"[1554,1555,1556]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Forest","Woods Memory",1,""
54,"ForestCave_Medium",45,100,100,2280,[1631],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/ForestCave","Sprawling Caverns Memory",1,""
55,"Garden_Medium",45,100,100,2355,[1545],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Gardens","Palace Grounds Memory",1,""
56,"Glacier_Medium",45,100,100,2281,"[1632,1633,1634,1635]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Glacier","Glacial Cavern Memory",1,""
57,"Graveyard_Medium",45,100,100,2358,"[1557,1558,1559]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Graveyard","Burial Grounds Memory",1,""
58,"Haunt_Medium",45,100,100,2282,[1546],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Haunt","Bleak Halls Memory",1,""
59,"Library_Medium",45,100,100,2362,"[1636,1637]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Library","Reading Chambers Memory",1,""
60,"Lunaris_Medium",45,100,100,2365,"[1652,1653,1654,1655]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Lunaris","Bloodbath Memory",1,""
61,"Mesa_Medium",45,100,100,2284,"[1643,1644]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Mesa","Rocky Mesa Memory",1,""
62,"Mineshaft_Medium",45,100,100,2371,[1645],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Mines","Deep Dig Memory",1,""
63,"MoonTemple_Medium",60,100,100,2374,"[1638,1639,1640,1641,1642]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/MoonTemple","Moonlight Temple Memory",1,""
64,"Mushroom_Medium",45,100,100,2285,[1560],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Mushroom","Mushroom Grotto Memory",1,""
65,"Ossuary_Medium",46,100,100,2287,[1646],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Ossuary","Grim Sepulchre Memory",1,""
66,"Park_Medium",45,100,100,2380,[1547],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Park","City Park Memory",1,""
67,"Plateau_Medium",45,100,100,2289,"[1647,1648,1649,1650,1651]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Plateau","Volcanic Plateau Memory",1,""
68,"PoolsAndStreams_Medium",45,100,100,2290,"[1656,1657,1658]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/PoolsAndStreams","Lush Wetlands Memory",1,""
69,"Prison_Medium",45,100,100,2291,"[1563,1564]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Prison","Detention Centre Memory",1,""
70,"Quarry_Medium",45,100,100,2386,[1548],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Quarry","Labour Camp Memory",1,""
71,"Reef_Medium",52,100,100,2388,[1659],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Reef","Rockpools Memory",1,""
72,"Ridge_Medium",48,100,100,2292,"[1660,1661]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Ridge","Cliffside Path Memory",1,""
73,"RuinedTemple_Medium",45,100,100,2294,[1662],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/RuinedTemple","Reclaimed Temple Memory",1,""
74,"Sanctuary_Medium",45,100,100,2394,"[1565,1566,1567]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Sanctuary","Ritual Memory",1,""
75,"Scepter_Medium",45,100,100,2397,"[1568,1569,1570]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Scepter","Eternal Residence Memory",1,""
76,"Sewers_Medium",45,100,100,2295,"[1571,1572,1573]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Sewers","Effluvia Memory",1,""
77,"Solaris_Medium",45,100,100,2402,"[1574,1575,1576]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Solaris","Pristine Palace Memory",1,""
78,"SpiderThicket_Medium",45,100,100,2298,"[1666,1667,1668]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/SpiderForest","Infested Temple Memory",1,""
79,"Slums_Medium",45,100,100,2296,"[1663,1664,1665]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Slums","Shanty Town Memory",1,""
80,"Thicket_Medium",45,100,100,2300,"[1669,1670,1671]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Thicket","Overgrowth Memory",1,""
81,"VenariusToZana",68,100,0,2301,[],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/SynthesisGuardian","Templar Laboratory Memory",3,""
82,"Guardian1",68,100,0,2243,[],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Guardian1","Altered Distant Memory",3,""
83,"Guardian2",68,100,0,2244,[],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Guardian2","Augmented Distant Memory",3,""
84,"Guardian3",68,100,0,2245,[],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Guardian3","Twisted Distant Memory",3,""
85,"Guardian4",68,100,0,2246,[],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Guardian4","Rewritten Distant Memory",3,""
86,"Boss",79,100,0,2242,[],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Boss","Cortex",3,""
87,"AcidCave",11,100,0,2302,[1530],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/AcidCave","Distant Limestone Hollow Memory",2,""
88,"Antiquary",46,100,0,2303,[1531],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Antiquary","Distant Collection Memory",2,""
89,"ArachnidTomb",56,100,0,2306,[1532],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/ArachnidTomb","Distant Infested Tomb Memory",2,""
90,"Archives",32,100,0,2307,[1533],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Archives","Distant Repository Memory",2,""
91,"AshenWood",16,100,0,2310,[1534],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/AshenWood","Distant Wildfire Memory",2,""
92,"Baths",59,100,0,2311,"[1551,1552]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Baths","Distant State Palace Memory",2,""
93,"Bazaar",28,100,0,2314,[1535],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Bazaar","Distant Exchange Memory",2,""
94,"Beach",11,100,0,2317,[1536],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Beach","Distant Sandbar Memory",2,""
95,"Belly",40,100,0,2320,[1537],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Belly","Distant Nightmare Memory",2,""
96,"Cave",17,100,0,2326,[1539],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Cave","Distant Eroded Chamber Memory",2,""
97,"CaveMine",51,100,0,2327,[1553],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/CaveMine","Distant Abandoned Shaft Memory",2,""
98,"Cells",51,100,0,2329,"[1678,1679]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Cells","Distant Holding Cells Memory",2,""
99,"Chambers",45,100,0,2332,[1540],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Chambers","Distant Courthouse Memory",2,""
100,"Colosseum",40,100,0,2335,"[1625,1626,1627,1628,1629]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Colosseum","Distant Bloodsoaked Arena Memory",2,""
101,"ControlBlocks",43,100,0,2336,[1541],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/ControlBlocks","Distant Slave Blocks Memory",2,""
102,"Crypt",51,100,0,2339,[1542],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Crypt","Distant Undercroft Memory",2,""
103,"DarkForest",23,100,0,2341,"[1675,1676,1677]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/DarkForest","Distant Grim Woods Memory",2,""
104,"DriedLake",36,100,0,2343,[1630],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/DriedLake","Distant Salted Earth Memory",2,""
105,"Dungeon",11,100,0,2344,[1543],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Dungeon","Distant Temple Ruins Memory",2,""
106,"Fields",60,100,0,2347,"[1680,1681,1682]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Fields","Distant Outskirts Memory",2,""
107,"Fissure",39,100,0,2348,[1544],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Fissure","Distant Aftermath Memory",2,""
108,"Forest",51,100,0,2351,"[1554,1555,1556]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Forest","Distant Woods Memory",2,""
109,"ForestCave",17,100,0,2353,[1631],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/ForestCave","Distant Sprawling Caverns Memory",2,""
110,"Garden",32,100,0,2354,[1545],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Gardens","Distant Palace Grounds Memory",2,""
111,"Glacier",51,100,0,2356,"[1632,1633,1634,1635]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Glacier","Distant Glacial Cavern Memory",2,""
112,"Graveyard",18,100,0,2357,"[1557,1558,1559]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Graveyard","Distant Burial Grounds Memory",2,""
113,"Haunt",51,100,0,2359,[1546],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Haunt","Distant Bleak Halls Memory",2,""
114,"Iceberg",42,100,0,2360,[1683],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Iceberg","Distant Frozen Drift Memory",2,""
115,"Library",32,100,0,2361,"[1636,1637]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Library","Distant Reading Chambers Memory",2,""
116,"Lunaris",31,100,0,2364,"[1652,1653,1654,1655]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Lunaris","Distant Bloodbath Memory",2,""
117,"LushCrater",48,100,0,2367,[1685],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/LushCrater","Distant Lush Crater Memory",2,""
118,"Mesa",11,100,0,2369,"[1643,1644]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Mesa","Distant Rocky Mesa Memory",2,""
119,"Mineshaft",36,100,0,2370,[1645],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Mines","Distant Deep Dig Memory",2,""
120,"MoonTemple",60,100,0,2373,"[1638,1639,1640,1641,1642]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/MoonTemple","Distant Moonlight Temple Memory",2,""
121,"Mushroom",11,100,0,2376,[1560],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Mushroom","Distant Mushroom Grotto Memory",2,""
122,"Oasis",63,100,0,2377,[1549],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Oasis","Distant Paradise Memory",2,""
123,"Ossuary",46,100,0,2378,[1646],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Ossuary","Distant Grim Sepulchre Memory",2,""
124,"Park",51,100,0,2379,[1547],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Park","Distant City Park Memory",2,""
125,"Pier",31,100,0,2381,"[1561,1562]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Pier","Distant Landing Memory",2,""
126,"Plateau",39,100,0,2382,"[1647,1648,1649,1650,1651]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Plateau","Distant Volcanic Plateau Memory",2,""
127,"PoolsAndStreams",21,100,0,2383,"[1656,1657,1658]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/PoolsAndStreams","Distant Lush Wetlands Memory",2,""
128,"Prison",51,100,0,2384,"[1563,1564]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Prison","Distant Detention Centre Memory",2,""
129,"Quarry",38,100,0,2385,[1548],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Quarry","Distant Labour Camp Memory",2,""
130,"Reef",52,100,0,2387,[1659],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Reef","Distant Rockpools Memory",2,""
131,"Ridge",48,100,0,2390,"[1660,1661]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Ridge","Distant Cliffside Path Memory",2,""
132,"Rooftop",47,100,0,2391,[1684],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Rooftop","Distant Rooftops Memory",2,""
133,"RuinedTemple",17,100,0,2392,[1662],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/RuinedTemple","Distant Reclaimed Temple Memory",2,""
134,"Sanctuary",45,100,0,2393,"[1565,1566,1567]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Sanctuary","Distant Ritual Memory",2,""
135,"Scepter",34,100,0,2396,"[1568,1569,1570]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Scepter","Distant Eternal Residence Memory",2,""
136,"Sewers",51,100,0,2399,"[1571,1572,1573]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Sewers","Distant Effluvia Memory",2,""
137,"Solaris",29,100,0,2401,"[1574,1575,1576]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Solaris","Distant Pristine Palace Memory",2,""
138,"SpiderForest",19,100,0,2404,[1550],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/SpiderForest","Distant Tangle Memory",2,""
139,"SpiderThicket",19,100,0,2405,"[1666,1667,1668]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/SpiderForest","Distant Infested Temple Memory",2,""
140,"Slums",26,100,0,2406,"[1663,1664,1665]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Slums","Distant Shanty Town Memory",2,""
141,"SwampBog",11,100,0,2407,[1577],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/SwampBog","Distant Mud Pit Memory",2,""
142,"Thicket",51,100,0,2408,"[1669,1670,1671]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Thicket","Distant Overgrowth Memory",2,""
143,"Causeway",56,100,0,2323,[1538],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Causeway","Distant River Crossing Memory",2,""
144,"Canals",51,100,0,2321,"[1672,1673,1674]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Canals","Distant Waterfront Memory",2,""
145,"EarlyAcidCave",1,10,0,2302,[1530],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/AcidCave","Distant Limestone Hollow Memory",2,""
146,"EarlyBeach",1,10,0,2317,[1536],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Beach","Distant Sandbar Memory",2,""
147,"EarlyDungeon",1,10,0,2344,[1543],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Dungeon","Distant Temple Ruins Memory",2,""
148,"EarlyMesa",1,10,0,2369,"[1643,1644]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Mesa","Distant Rocky Mesa Memory",2,""
149,"StartBeach_Small",1,2,100,2319,[1536],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Beach","Sandbar Memory",0,""
150,"StartGlacier_Small",3,5,100,2258,"[1632,1633,1634,1635]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Glacier","Glacial Cavern Memory",0,""
151,"StartMesa_Small",3,5,100,2259,"[1643,1644]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Mesa","Rocky Mesa Memory",0,""
152,"Archives_Small",32,50,100,2309,[1533],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Archives","Repository Memory",0,""
153,"Archives_Medium",32,100,100,2308,[1533],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Archives","Repository Memory",1,""
154,"Chambers_Small",45,50,100,2334,[1540],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Chambers","Courthouse Memory",0,""
155,"Chambers_Medium",45,100,100,2333,[1540],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Chambers","Courthouse Memory",1,""
156,"Cells_Medium",51,100,100,2330,"[1678,1679]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Cells","Holding Cells Memory",1,""
157,"LushCrater_Medium",48,100,100,2368,[1685],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/LushCrater","Lush Crater Memory",1,""
158,"AshenWood_Medium",16,100,100,2271,[1534],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/AshenWood","Wildfire Memory",1,""
159,"Belly_Medium",40,100,100,2272,[1537],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Belly","Nightmare Memory",1,""
160,"Fields_Medium",60,100,100,2278,"[1680,1681,1682]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Fields","Outskirts Memory",1,""
161,"Iceberg_Medium",42,100,100,2283,[1683],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Iceberg","Frozen Drift Memory",1,""
162,"Oasis_Medium",63,100,100,2286,[1549],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Oasis","Paradise Memory",1,""
163,"Pier_Medium",31,100,100,2288,"[1561,1562]","Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Pier","Landing Memory",1,""
164,"Rooftop_Medium",47,100,100,2293,[1684],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/Rooftop","Rooftops Memory",1,""
165,"SpiderForest_Medium",19,100,100,2297,[1550],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/SpiderForest","Tangle Memory",1,""
166,"SwampBog_Medium",11,100,100,2299,[1577],"Art/2DArt/UIImages/InGame/Synthesis/Tiles/MapIslands/SwampBog","Mud Pit Memory",1,""
