"rownum","InfluenceMod","UpgradedMod","HighestTier"
408,21174,25436,1
409,21177,21178,""
410,21178,25438,1
411,21179,21180,""
412,21180,25439,1
413,21181,21182,""
414,21182,21183,""
415,21183,25440,1
416,21184,21185,""
417,21185,21186,""
418,21186,25441,1
419,21187,21188,""
420,21188,21189,""
421,21189,25442,1
422,21190,21191,""
423,21191,25443,1
424,21192,25444,1
425,21193,25445,1
426,21194,25446,1
427,21195,21196,""
428,21196,25447,1
429,21200,21201,""
430,21201,25448,1
431,21202,21203,""
432,21203,25449,1
433,21204,21205,""
434,21205,25450,1
435,21208,25451,1
436,21209,25452,1
437,21210,25453,1
438,21211,21212,""
439,21212,25454,1
440,21213,21214,""
441,21214,25455,1
442,21215,25456,1
443,21216,21217,""
444,21217,21218,""
445,21218,25457,1
446,21219,21220,""
447,21220,21221,""
448,21221,25458,1
449,21222,21223,""
450,21223,25459,1
451,21224,21225,""
452,21225,25460,1
453,21226,25461,1
454,21227,25462,1
455,21228,21229,""
456,21229,25463,1
457,21230,21231,""
458,21231,25464,1
459,21232,21233,""
460,21233,21234,""
461,21234,25465,1
462,21235,25466,1
463,21236,21237,""
464,21237,25467,1
465,21238,21239,""
466,21239,25468,1
467,21240,21241,""
468,21241,25469,1
469,21398,21399,""
470,21399,25251,1
471,14992,25357,1
472,25228,25228,1
473,25229,25229,1
474,25230,25230,1
475,25231,25231,1
476,25232,25232,1
477,25233,25233,1
478,25234,25234,1
479,25235,25235,1
480,25236,25236,1
481,25237,25237,1
482,25238,25238,1
483,25239,25239,1
484,25240,25240,1
485,25241,25241,1
486,25242,25242,1
487,25243,25243,1
488,25244,25244,1
489,25245,25245,1
490,25246,25246,1
491,25247,25247,1
492,25248,25248,1
493,25249,25249,1
494,25252,25252,1
495,25253,25253,1
496,25254,25254,1
497,25255,25255,1
498,25256,25256,1
499,25257,25257,1
500,25258,25258,1
501,25259,25259,1
502,25260,25260,1
503,25261,25261,1
504,25262,25262,1
505,25263,25263,1
506,25264,25264,1
507,25265,25265,1
508,25266,25266,1
509,25267,25267,1
510,25268,25268,1
511,25269,25269,1
512,25270,25270,1
513,25271,25271,1
514,25272,25272,1
515,25273,25273,1
516,25274,25274,1
517,25275,25275,1
518,25276,25276,1
519,25278,25278,1
520,25279,25279,1
521,25280,25280,1
522,25281,25281,1
523,25282,25282,1
524,25283,25283,1
525,25284,25284,1
526,25285,25285,1
527,25286,25286,1
528,25287,25287,1
529,25289,25289,1
530,25290,25290,1
531,25291,25291,1
532,25292,25292,1
533,25293,25293,1
534,25294,25294,1
535,25295,25295,1
536,25296,25296,1
537,25297,25297,1
538,25298,25298,1
539,25299,25299,1
540,25300,25300,1
541,25301,25301,1
542,25302,25302,1
543,25303,25303,1
544,25304,25304,1
545,25305,25305,1
546,25306,25306,1
547,25307,25307,1
548,25308,25308,1
549,25309,25309,1
550,25310,25310,1
551,25312,25312,1
552,25313,25313,1
553,25314,25314,1
554,25315,25315,1
555,25316,25316,1
556,25317,25317,1
557,25318,25318,1
558,25319,25319,1
559,25320,25320,1
560,25321,25321,1
561,25322,25322,1
562,25323,25323,1
563,25324,25324,1
564,25325,25325,1
565,25326,25326,1
566,25327,25327,1
567,25328,25328,1
568,25329,25329,1
569,25330,25330,1
570,25331,25331,1
571,25332,25332,1
572,25333,25333,1
573,25335,25335,1
574,25336,25336,1
575,25337,25337,1
576,25338,25338,1
577,25339,25339,1
578,25340,25340,1
579,25341,25341,1
580,25342,25342,1
581,25343,25343,1
582,25344,25344,1
583,25345,25345,1
584,25346,25346,1
585,25347,25347,1
586,25348,25348,1
587,25349,25349,1
588,25350,25350,1
589,25351,25351,1
590,25352,25352,1
591,25353,25353,1
592,25354,25354,1
593,25355,25355,1
594,25356,25356,1
595,25359,25359,1
596,25360,25360,1
597,25361,25361,1
598,25362,25362,1
599,25363,25363,1
600,25364,25364,1
601,25365,25365,1
602,25366,25366,1
603,25367,25367,1
604,25368,25368,1
605,25369,25369,1
606,25370,25370,1
607,25371,25371,1
608,25372,25372,1
609,25373,25373,1
610,25374,25374,1
611,25375,25375,1
612,25376,25376,1
613,25377,25377,1
614,25379,25379,1
615,25380,25380,1
616,25381,25381,1
617,25382,25382,1
618,25383,25383,1
619,25384,25384,1
620,25385,25385,1
621,25386,25386,1
622,25387,25387,1
623,25388,25388,1
624,25389,25389,1
625,25390,25390,1
626,25391,25391,1
627,25392,25392,1
628,25393,25393,1
629,25394,25394,1
630,25395,25395,1
631,25396,25396,1
632,25397,25397,1
633,25398,25398,1
634,25399,25399,1
635,25400,25400,1
636,25401,25401,1
637,25402,25402,1
638,25403,25403,1
639,25404,25404,1
640,25405,25405,1
641,25406,25406,1
642,25407,25407,1
643,25408,25408,1
644,25409,25409,1
645,25410,25410,1
646,25411,25411,1
647,25412,25412,1
648,25413,25413,1
649,25414,25414,1
650,25415,25415,1
651,25416,25416,1
652,25417,25417,1
653,25418,25418,1
654,25419,25419,1
655,25420,25420,1
656,25421,25421,1
657,25422,25422,1
658,25423,25423,1
659,25424,25424,1
660,25425,25425,1
661,25426,25426,1
662,25427,25427,1
663,25428,25428,1
664,25429,25429,1
665,25430,25430,1
666,25431,25431,1
667,25432,25432,1
668,25433,25433,1
669,25434,25434,1
670,25435,25435,1
671,25436,25436,1
672,25438,25438,1
673,25439,25439,1
674,25440,25440,1
675,25441,25441,1
676,25442,25442,1
677,25443,25443,1
678,25444,25444,1
679,25445,25445,1
680,25446,25446,1
681,25447,25447,1
682,25448,25448,1
683,25449,25449,1
684,25450,25450,1
685,25451,25451,1
686,25452,25452,1
687,25453,25453,1
688,25454,25454,1
689,25455,25455,1
690,25456,25456,1
691,25457,25457,1
692,25458,25458,1
693,25459,25459,1
694,25460,25460,1
695,25461,25461,1
696,25462,25462,1
697,25463,25463,1
698,25464,25464,1
699,25465,25465,1
700,25466,25466,1
701,25467,25467,1
702,25468,25468,1
703,25469,25469,1
704,25251,25251,1
705,25357,25357,1
706,21362,21364,""
707,21364,25334,1
708,21175,21176,""
709,21176,25437,1
710,21244,21245,""
711,21245,25378,1
712,21316,21317,""
713,21317,25311,1
