"rownum","Id","HASH16","RewardText","RewardText (French)","RewardText (German)","RewardText (Japanese)","RewardText (Korean)","RewardText (Portuguese)","RewardText (Russian)","RewardText (Spanish)","RewardText (Thai)","RewardText (Traditional Chinese)","ItemVisualIdentityKey","RewardType","SacrificeItem","SacrificeAmount","SacrificeText","SacrificeText (French)","SacrificeText (German)","SacrificeText (Japanese)","SacrificeText (Korean)","SacrificeText (Portuguese)","SacrificeText (Russian)","SacrificeText (Spanish)","SacrificeText (Thai)","SacrificeText (Traditional Chinese)","bool_68","TrialMods"
20,"Unique10",31328,"","","","","","","","","","","",4,"",0,"","","","","","","","","","","","[25580,25585]"
21,"Unique11",40848,"","","","","","","","","","","",4,"",0,"","","","","","","","","","","","[25580,25585]"
22,"Unique12",10845,"","","","","","","","","","","",4,"",0,"","","","","","","","","","","","[25581,25586]"
23,"CurrencyChaos5",10698,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,2,5,"","","","","","","","","","",1,"[25577,25582]"
24,"CurrencyChaos10",32977,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,2,10,"","","","","","","","","","",1,"[25577,25582]"
25,"CurrencyChaos20",41813,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,2,20,"","","","","","","","","","",1,"[25578,25583]"
26,"CurrencyBlessed10",33537,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,24,10,"","","","","","","","","","",1,"[25577,25582]"
27,"CurrencyBlessed20",12316,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,24,20,"","","","","","","","","","",1,"[25578,25583]"
28,"CurrencyScouring15",44257,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,13,15,"","","","","","","","","","",1,"[25577,25582]"
29,"CurrencyScouring30",34349,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,13,30,"","","","","","","","","","",1,"[25578,25583]"
30,"CurrencyFusing10",64174,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,21,10,"","","","","","","","","","",1,"[25577,25582]"
31,"CurrencyFusing20",59104,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,21,20,"","","","","","","","","","",1,"[25577,25582]"
32,"CurrencyRegret20",62668,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,9,20,"","","","","","","","","","",1,"[25577,25582]"
33,"CurrencyRegret40",19592,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,9,40,"","","","","","","","","","",1,"[25578,25583]"
34,"CurrencyGemcutters5",33199,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,19,5,"","","","","","","","","","",1,"[25577,25582]"
35,"CurrencyGemcutters10",60325,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,19,10,"","","","","","","","","","",1,"[25577,25582]"
36,"CurrencyGemcutters20",31540,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,19,20,"","","","","","","","","","",1,"[25578,25583]"
37,"CurrencyVaal5",9165,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,39,5,"","","","","","","","","","",1,"[25577,25582]"
38,"CurrencyVaal10",9804,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,39,10,"","","","","","","","","","",1,"[25577,25582]"
39,"CurrencyVaal20",54195,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,39,20,"","","","","","","","","","",1,"[25578,25583]"
40,"CurrencyRegal5",34962,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,15,5,"","","","","","","","","","",1,"[25577,25582]"
41,"CurrencyRegal10",29237,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,15,10,"","","","","","","","","","",1,"[25577,25582]"
42,"CurrencyAwakenedSextant5",4287,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,3086,5,"","","","","","","","","","",1,"[25577,25582]"
43,"CurrencyAwakenedSextant10",54692,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,3086,10,"","","","","","","","","","",1,"[25577,25582]"
44,"CurrencyStackedDeck5",18117,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,3086,5,"","","","","","","","","","",1,"[25577,25582]"
45,"CurrencyStackedDeck10",43188,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,3086,10,"","","","","","","","","","",1,"[25577,25582]"
46,"CurrencyDivine1",59332,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,23,1,"","","","","","","","","","",1,"[25578,25583]"
47,"CurrencyDivine4",53728,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,23,4,"","","","","","","","","","",1,"[25579,25584]"
48,"CurrencyDivine8",15262,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,23,8,"","","","","","","","","","",1,"[25580,25585]"
49,"CurrencyAncient1",55631,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,223,1,"","","","","","","","","","",1,"[25578,25583]"
50,"CurrencyAncient2",14932,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,223,2,"","","","","","","","","","",1,"[25579,25584]"
51,"CurrencyAncient4",43751,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,223,4,"","","","","","","","","","",1,"[25580,25585]"
52,"CurrencyAnnulment1",62284,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,217,1,"","","","","","","","","","",1,"[25578,25583]"
53,"CurrencyAnnulment4",50518,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,217,4,"","","","","","","","","","",1,"[25579,25584]"
54,"CurrencyAnnulment8",33670,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,217,8,"","","","","","","","","","",1,"[25580,25585]"
55,"CurrencyExalted1",48788,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,14,1,"","","","","","","","","","",1,"[25578,25583]"
56,"CurrencyExalted4",63287,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,14,4,"","","","","","","","","","",1,"[25579,25584]"
57,"CurrencyExalted8",35965,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,14,8,"","","","","","","","","","",1,"[25580,25585]"
58,"CurrencyUnmaking3",56656,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,10,3,"","","","","","","","","","",1,"[25578,25583]"
59,"CurrencyUnmaking10",56643,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,10,10,"","","","","","","","","","",1,"[25577,25582]"
60,"CurrencyUnmaking20",52368,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,10,20,"","","","","","","","","","",1,"[25578,25583]"
61,"CurrencyHarbinger3",26435,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,220,3,"","","","","","","","","","",1,"[25578,25583]"
62,"CurrencyHorizon10",1387,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,219,10,"","","","","","","","","","",1,"[25577,25582]"
63,"CurrencyVeiledChaos3",44803,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,3,3,"","","","","","","","","","",1,"[25579,25584]"
64,"CurrencyChisel10",11387,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,26,10,"","","","","","","","","","",1,"[25577,25582]"
65,"CurrencyChisel20",42106,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,26,20,"","","","","","","","","","",1,"[25577,25582]"
66,"CurrencySacredOrb1",55009,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,25,1,"","","","","","","","","","",1,"[25580,25585]"
67,"HardModeMirrorRare",24003,"Item and Mirrored Copy","Un Objet et sa Copie reflétée","Gegenstand und gespiegelte Kopie","アイテムおよびミラーコピー","아이템과 복제본","Item e Cópia Espelhada","Предмет и его зеркальная копия","Objeto y copia reflejada","ไอเทม และ สำเนาไอเทมที่ถูกสะท้อน","物品和複製品","",3,"",0,"Mirrorable, Rare Item","Un Objet rare et reflétable","Spiegelbarer seltener Gegenstand","ミラー可能、レアアイテム","복제 가능, 희귀 아이템","Item Raro Espelhável","Редкий предмет с возможностью сделать его копию","Reflejable, objeto raro","ไอเทมแรร์ ที่สามารถถูกสะท้อนได้","可鏡像、稀有物品","","[25581,25586]"
68,"HardModeCommonUncommon",25785,"","","","","","","","","","","",4,"",0,"","","","","","","","","","","","[25578,25583]"
69,"HardModeUncommonRare",38286,"","","","","","","","","","","",4,"",0,"","","","","","","","","","","","[25579,25584]"
70,"HardModeRareMythic",30525,"","","","","","","","","","","",4,"",0,"","","","","","","","","","","","[25580,25585]"
71,"HardModeChanceOrb1",64080,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,8,1,"","","","","","","","","","",1,"[25577,25582]"
72,"HardModeChanceOrb2",28715,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,8,2,"","","","","","","","","","",1,"[25578,25583]"
73,"HardModeChanceOrb3",34338,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,8,3,"","","","","","","","","","",1,"[25579,25584]"
74,"HardModeAlterationOrb1",37138,"Doubles sacrificed Currency","Double les Objets monétaires sacrifiés","Verdoppelt geopferte Währung","捧げたカレンシーを倍加","소모되는 화폐 2배","Dobra os Itens Monetários sacrificados","Удваивает принесенную в жертву валюту","Duplica los objetos monetarios sacrificados","เพิ่ม เงินตรา ที่สังเวยเป็น สองเท่า","翻倍獻祭的通貨","",1,12,1,"","","","","","","","","","",1,"[25577,25582]"
