"rownum","WorldAreasKey","InheritsFrom","RecipeId"
22,113,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockRunestone",171
23,114,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockVaal",174
24,107,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockDecayed",178
25,117,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockVaal",180
26,121,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockGravestone",135
27,127,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockGoldenBookstand",228
28,133,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockGoldenBookstand",230
29,144,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockGravestone",160
30,142,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockGravestone",163
31,139,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockGravestone",169
32,145,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockRobotTerminal",223
33,153,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockTemplarBook",185
34,158,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockTemplarBook",181
35,155,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockKaruiPillar",150
36,159,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockTemplarBookNoHelena",148
37,167,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockKaruiRackNoHelena",148
38,530,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",139
39,531,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",139
40,532,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",139
41,602,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",137
42,603,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",137
43,604,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",137
44,674,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",138
45,675,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",138
46,676,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",138
47,746,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",140
48,747,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",140
49,748,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",140
50,46,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",166
51,55,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",144
52,92,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",136
53,106,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",164
54,108,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",156
55,124,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",192
56,143,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",145
57,1271,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",172
58,1184,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",191
59,1193,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",175
60,1165,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",154
61,1141,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",179
62,1147,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",199
63,1176,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",153
64,1106,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",157
65,1203,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",229
66,1215,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",167
67,1183,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",195
68,1131,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",189
69,1172,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",165
70,1177,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",252
71,1202,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",261
72,1162,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",151
73,1138,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",197
74,1188,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",262
75,1129,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",193
76,1132,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",142
77,1093,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",109
78,1145,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",190
79,1179,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",198
80,1143,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",196
81,1206,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",253
82,1201,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",249
83,1223,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",250
84,1189,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",251
85,1158,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",247
86,1116,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",248
87,1174,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",237
88,1194,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",238
89,1245,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",242
90,1122,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",243
91,1229,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",155
92,1099,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",182
93,1169,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",186
94,1265,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",226
95,1241,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",227
96,1263,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",231
97,1127,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",254
98,1111,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",255
99,1200,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1495
100,1212,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1496
101,1161,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1497
102,1226,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1498
103,1219,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1499
104,1224,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1500
105,1130,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1501
106,1137,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1502
107,1102,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1503
108,1237,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1504
109,1235,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1505
110,1180,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1506
111,1182,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1507
112,1228,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1508
113,1168,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1510
114,1244,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1511
115,1117,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1512
116,1230,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1513
117,1220,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1514
118,1199,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1515
119,1107,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1516
120,1112,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1517
121,1221,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1518
122,1198,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1519
123,1124,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1520
124,1208,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1521
125,1238,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1522
126,1233,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1523
127,1190,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1524
128,1149,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1525
129,1234,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1526
130,1269,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1527
131,1191,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1528
132,1243,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1529
133,1197,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1530
134,1120,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1531
135,1210,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1532
136,1222,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1533
137,1268,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1534
138,1115,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",1535
