"rownum","BaseItemTypesKey","Critical","Speed","DamageMin","DamageMax","RangeMax","i32_36"
146,514,600,667,11,20,14,0
147,515,550,645,11,25,14,0
148,516,550,625,12,29,14,0
149,517,650,769,12,46,14,0
150,518,550,625,18,33,14,0
151,519,570,714,19,44,14,0
152,520,600,645,19,40,14,0
153,521,550,667,13,51,14,0
154,522,600,714,25,46,14,0
155,523,550,667,21,50,14,0
156,524,550,625,21,49,14,0
157,525,650,769,18,73,14,0
158,526,550,625,28,51,14,0
159,527,570,714,29,67,14,0
160,528,600,645,29,60,14,0
161,529,550,667,19,75,14,0
162,530,600,714,35,65,14,0
163,531,550,667,29,69,14,0
164,532,550,625,27,64,14,0
165,533,650,769,22,87,14,0
166,534,550,625,32,60,14,0
167,535,570,714,31,72,14,0
168,536,600,667,32,66,14,0
169,537,500,690,6,8,11,0
170,538,500,714,8,13,11,0
171,539,500,690,13,16,11,0
172,540,500,769,15,27,11,0
173,541,500,690,13,31,11,0
174,542,500,714,19,32,11,0
175,543,500,833,32,40,11,0
176,544,500,714,21,43,11,0
177,545,500,741,28,42,11,0
178,546,500,800,31,51,11,0
179,547,500,714,33,42,11,0
180,548,500,870,37,69,11,0
181,549,500,714,25,59,11,0
182,550,500,769,38,63,11,0
183,551,500,833,53,67,11,0
184,552,500,714,33,69,11,0
185,553,500,741,44,66,11,0
186,554,500,800,48,80,11,0
187,555,500,714,49,62,11,0
188,556,500,870,54,101,11,0
189,557,500,714,35,81,11,0
190,558,500,769,49,82,11,0
191,559,500,833,65,82,11,0
192,560,500,714,38,80,11,0
193,561,500,741,49,74,11,0
194,562,500,769,20,41,11,0
195,563,500,769,31,64,11,0
196,564,500,769,39,81,11,0
197,565,700,833,8,11,11,0
198,566,700,833,11,17,11,0
199,567,700,909,15,29,11,0
200,568,800,909,21,32,11,0
201,569,700,909,27,40,11,0
202,570,700,870,24,45,11,0
203,571,700,833,21,50,11,0
204,572,730,800,29,44,11,0
205,573,700,769,27,50,11,0
206,574,700,667,24,36,11,0
207,575,700,800,30,55,11,0
208,576,800,800,35,52,11,0
209,577,700,800,38,57,11,0
210,578,700,714,30,55,11,0
211,579,700,833,34,80,11,0
212,580,730,800,45,67,11,0
213,581,700,769,39,72,11,0
214,582,700,667,37,55,11,0
215,583,700,800,43,80,11,0
216,584,800,800,49,73,11,0
217,585,700,800,51,76,11,0
218,586,700,714,37,70,11,0
219,587,700,833,41,95,11,0
220,588,730,800,50,76,11,0
221,589,700,769,42,78,11,0
222,590,760,690,23,34,11,0
223,591,760,690,35,52,11,0
224,592,760,690,41,61,11,0
225,593,500,714,5,13,120,0
226,594,500,667,6,16,120,0
227,595,600,769,8,33,120,0
228,596,600,769,16,34,120,0
229,597,670,800,15,45,120,0
230,598,650,714,15,45,120,0
231,599,500,690,14,56,120,0
232,600,500,833,28,73,120,0
233,601,550,714,37,56,120,0
234,602,500,667,20,61,120,0
235,603,600,800,24,96,120,0
236,604,600,769,37,76,120,0
237,605,670,800,32,96,120,0
238,606,650,714,29,86,120,0
239,607,500,690,24,94,120,0
240,608,500,833,44,116,120,0
241,609,550,714,58,86,120,0
242,610,500,667,32,96,120,0
243,611,600,800,36,144,120,0
244,612,600,769,56,117,120,0
245,613,670,800,43,130,120,0
246,614,650,714,38,115,120,0
247,615,500,690,29,117,120,0
248,616,500,833,50,133,120,0
249,617,550,714,61,92,120,0
250,618,550,769,9,13,120,0
251,619,550,769,13,20,120,0
252,620,550,769,16,24,120,0
253,621,500,741,4,10,120,0
254,622,750,769,9,19,13,0
255,623,800,769,10,31,13,0
256,624,750,769,24,41,13,0
257,625,760,769,14,42,13,0
258,626,770,769,27,57,13,0
259,627,850,870,27,81,13,0
260,628,750,769,41,76,13,0
261,629,750,833,41,85,13,0
262,630,800,870,34,102,13,0
263,631,750,769,51,86,13,0
264,632,790,800,38,114,13,0
265,633,780,800,56,117,13,0
266,634,825,870,48,145,13,0
267,635,750,769,65,121,13,0
268,636,750,833,66,138,13,0
269,637,800,870,55,165,13,0
270,638,750,769,72,120,13,0
271,639,850,800,53,160,13,0
272,640,810,800,71,147,13,0
273,641,850,870,57,171,13,0
274,642,800,769,73,136,13,0
275,643,750,833,70,145,13,0
276,644,750,800,36,66,13,0
277,645,750,800,55,102,13,0
278,646,750,800,65,120,13,0
279,647,830,800,39,73,13,0
280,648,830,800,61,113,13,0
281,649,830,800,78,144,13,0
282,650,500,769,12,20,13,0
283,651,500,800,19,30,13,0
284,652,500,769,19,39,13,0
285,653,500,769,29,43,13,0
286,654,500,800,36,60,13,0
287,655,500,769,43,58,13,0
288,656,500,800,49,73,13,0
289,658,500,870,58,91,13,0
290,657,500,833,53,83,13,0
291,659,500,800,48,99,13,0
292,660,500,769,61,92,13,0
293,661,500,833,74,123,13,0
294,662,500,769,76,103,13,0
295,663,500,800,81,121,13,0
296,664,500,833,88,138,13,0
297,665,500,952,121,189,13,0
298,666,500,769,74,155,13,0
299,667,570,741,87,131,13,0
300,668,500,870,104,174,13,0
301,669,500,714,90,122,13,0
302,670,600,800,96,144,13,0
303,671,500,833,97,152,13,0
304,672,500,741,39,61,13,0
305,673,500,741,60,95,13,0
306,674,500,741,78,121,13,0
307,675,500,690,8,16,13,0
308,676,500,714,11,26,13,0
309,677,500,690,17,29,13,0
310,678,500,714,20,38,13,0
311,679,500,714,23,48,13,0
312,680,500,714,30,50,13,0
313,681,500,741,31,65,13,0
314,682,600,741,41,68,13,0
315,683,500,769,34,79,13,0
316,684,500,690,39,65,13,0
317,685,500,741,45,84,13,0
318,686,500,769,49,102,13,0
319,687,500,714,54,89,13,0
320,688,500,741,52,109,13,0
321,689,600,741,63,104,13,0
322,690,500,769,55,128,13,0
323,691,500,667,62,104,13,0
324,692,650,714,62,115,13,0
325,693,500,769,68,142,13,0
326,694,500,690,69,115,13,0
327,695,500,741,62,129,13,0
328,696,570,741,67,112,13,0
329,697,650,714,30,56,13,0
330,698,650,714,47,87,13,0
331,699,650,714,55,102,13,0
332,700,500,769,10,16,13,0
333,701,500,800,17,25,13,0
334,702,500,769,16,33,13,0
335,703,500,769,25,38,13,0
336,704,500,769,27,49,13,0
337,705,500,833,40,60,13,0
338,706,500,800,46,62,13,0
339,707,500,800,45,68,13,0
340,708,500,909,57,85,13,0
341,709,500,800,43,88,13,0
342,710,500,769,54,81,13,0
343,711,500,800,55,103,13,0
344,712,500,833,72,108,13,0
345,713,500,800,77,104,13,0
346,714,500,800,75,113,13,0
347,715,500,1000,112,168,13,0
348,716,550,769,65,135,13,0
349,717,500,741,77,115,13,0
350,718,500,800,74,138,13,0
351,719,500,909,102,153,13,0
352,720,600,870,101,137,13,0
353,721,500,833,91,136,13,0
354,722,500,870,39,64,13,0
355,723,500,870,62,103,13,0
356,724,500,870,81,135,13,0
357,725,500,833,8,15,13,0
358,3757,750,667,4,8,10,0
359,4082,700,588,0,0,11,0
360,4083,700,625,0,0,13,0
361,4900,600,667,5,9,120,0
