"rownum","GrantedEffectsKey","StatsKeys","StatsValuesPermille","[rid]_48","[rid]_64"
298,11815,[20989],[100],[],[]
299,2952,[231],[5000],[],[]
300,2955,[144],[500],[],[]
301,2960,[146],[500],[],[]
302,2965,[148],[500],[],[]
303,2973,[12578],[750],[],[]
304,2974,[3189],[50000],[],[]
305,2975,[12578],[750],[],[]
306,2986,[433],[500],[],[]
307,3048,[12988],[50],[],[]
308,3049,[1998],[2000],[],[]
309,3050,[12988],[50],[],[]
310,3052,[24],[1000],[],[]
311,3104,[18999],[50],[],[]
312,3105,[3441],[200],[],[]
313,3106,[18999],[50],[],[]
314,3129,[26],[500],[],[]
315,3131,[3598],[1500],[],[]
316,3132,[1094],[500],[],[]
317,3133,[3598],[1500],[],[]
318,3167,[2042],[1000],[],[]
319,3168,[19053],[750],[],[]
320,3169,[2042],[1000],[],[]
321,3189,[231],[5000],[],[]
322,3198,[216],[1000],[],[]
323,3233,[4409],[500],[],[]
324,3243,[4409],[500],[],[]
325,3249,[12409],[2500],[],[]
326,3250,[2104],[100],[],[]
327,3251,[12409],[2500],[],[]
328,3319,[7801],[1000],[],[]
329,3646,[2270],[250],[],[]
330,3681,"[215,3335]","[1000,1000]",[],[]
331,3682,"[215,3335]","[1000,1000]",[],[]
332,3880,[175],[2000],[],[]
333,3881,[19002],[200],[],[]
334,3882,[175],[2000],[],[]
335,3915,[843],[2000],[],[]
336,3917,[6501],[15000],[],[]
337,3919,[5708],[100],[],[]
338,3920,[11895],[1000],[],[]
339,3921,[11412],[250],[],[]
340,3923,[12848],[2000],[],[]
341,3932,[12542],[250],[],[]
342,4136,[95],[2000],[],[]
343,4137,[95],[2000],[],[]
344,4138,[18295],[100],[],[]
345,4474,[2505],[50],[],[]
346,4475,[2505],[50],[],[]
347,4476,[2505],[50],[],[]
348,4488,[3335],[2000],[],[]
349,4489,[3335],[2000],[],[]
350,4490,[3335],[2000],[],[]
351,4495,[3335],[2000],[],[]
352,4496,[3335],[2000],[],[]
353,4497,[3335],[2000],[],[]
354,4588,[3335],[2000],[],[]
355,4590,[3335],[2000],[],[]
356,4593,[8086],[1000],[],[]
357,4594,[8086],[1000],[],[]
358,4595,[8086],[1000],[],[]
359,4605,[26],[500],[],[]
360,4614,[2542],[1000],[],[]
361,4622,[5121],[1000],[],[]
362,4623,[12848],[2000],[],[]
363,4624,[21334],[1000],[],[]
364,4627,[5121],[1000],[],[]
365,4628,[12848],[2000],[],[]
366,4629,[3335],[2000],[],[]
367,4632,[5121],[1000],[],[]
368,4633,[12848],[2000],[],[]
369,4634,[3335],[2000],[],[]
370,4674,[2071],[1000],[],[]
371,4677,[447],[750],[],[]
372,4678,[447],[1000],[],[]
373,4679,[447],[750],[],[]
374,4697,[3335],[2000],[],[]
375,4693,[3015],[500],[],[]
376,4750,[3335],[2000],[],[]
377,10803,[461],[0],[],[]
378,4840,[3335],[500],[],[]
379,4841,[3335],[500],[],[]
380,4842,[8657],[1000],[],[]
381,4889,[19249],[200],[],[]
382,4890,[19249],[200],[],[]
383,4891,[19249],[200],[],[]
384,4892,[2948],[1000],[],[]
385,4913,[18999],[100],[],[]
386,4914,[3186],[500],[],[]
387,4915,[18999],[100],[],[]
388,4964,[1652],[100],[],[]
389,4965,[2912],[1000],[],[]
390,4966,[6265],[100000],[],[]
391,4969,[172],[100],[],[]
392,4970,[172],[100],[],[]
393,4971,[172],[100],[],[]
394,5011,[24],[500],[],[]
395,5028,[18035],[250],[],[]
396,5029,[12032],[2000],[],[]
397,5030,[779],[1000],[],[]
398,5037,[1871],[1000],[],[]
399,5038,[1871],[1000],[],[]
400,5039,[1871],[1000],[],[]
401,5047,[4156],[750],[],[]
402,5048,[4156],[750],[],[]
403,5049,[4156],[750],[],[]
404,5126,[177],[500],[],[]
405,5139,[19002],[50],[],[]
406,5140,[10144],[1000],[],[]
407,5141,[19002],[50],[],[]
408,5162,[175],[2000],[],[]
409,5163,[5708],[200],[],[]
410,5164,[175],[2000],[],[]
411,5174,[7939],[50],[],[]
412,5175,[7939],[50],[],[]
413,5176,[8433],[2000],[],[]
414,5177,[18295],[150],[],[]
415,5192,[5112],[250],[],[]
416,5193,[635],[1000],[],[]
417,5194,[5112],[250],[],[]
418,5218,[3335],[1000],[],[]
419,5219,[18295],[100],[],[]
420,5220,[356],[25000],[],[]
421,5248,[1127],[100],[],[]
422,5249,[1127],[100],[],[]
423,5250,[1127],[100],[],[]
424,5293,[5121],[1000],[],[]
425,5294,[12848],[2000],[],[]
426,5295,[5121],[1000],[],[]
427,5331,[3365],[1500],[],[]
428,5332,[356],[25000],[],[]
429,5333,[3365],[1500],[],[]
430,5363,[6053],[500],[],[]
431,5365,[18295],[100],[],[]
432,5366,[18295],[100],[],[]
433,5367,[18295],[100],[],[]
434,5371,[215],[1000],[],[]
435,5381,[3699],[2500],[],[]
436,5382,[356],[20000],[],[]
437,5383,[3699],[2500],[],[]
438,5404,[63],[500],[],[]
439,5405,[25],[500],[],[]
440,5406,[1972],[500],[],[]
441,5416,[311],[1000],[],[]
442,5417,[1229],[200],[],[]
443,5418,[1229],[200],[],[]
444,5419,[1229],[200],[],[]
445,10821,[12189],[50],[],[]
446,10822,[12190],[100],[],[]
447,10823,[12192],[-500],[],[]
448,5643,[19188],[1000],[],[]
449,5644,[19188],[1000],[],[]
450,5645,[19188],[1000],[],[]
451,5672,[5708],[100],[],[]
452,5673,[5708],[100],[],[]
453,5674,[5708],[100],[],[]
454,5702,[485],[500],[],[]
455,5703,[1837],[250],[],[]
456,5706,[356],[40000],[],[]
457,5707,[356],[50000],[],[]
458,5708,[3189],[50000],[],[]
459,5720,[1785],[500],[],[]
460,5732,[21339],[1000],[],[]
461,5733,[21341],[2000],[],[]
462,5734,[4562],[250],[],[]
463,11808,[4562],[250],[],[]
464,5741,[4409],[500],[],[]
465,5766,[5121],[1000],[],[]
466,5767,[12848],[2000],[],[]
467,5768,[5121],[1000],[],[]
468,5788,[9630],[1500],[],[]
469,5789,[9630],[1500],[],[]
470,5790,[9630],[1500],[],[]
471,5794,[11969],[1000],[],[]
472,5795,[5708],[250],[],[]
473,5796,[6034],[2000],[],[]
474,5807,[4578],[100],[],[]
475,5808,[21287],[1000],[],[]
476,5809,[4578],[100],[],[]
477,5907,[144],[-250],[],[]
478,5908,[5059],[200],[],[]
479,5909,[5059],[500],[],[]
480,6124,[173],[100],[],[]
481,6125,[19248],[1000],[],[]
482,6126,[19248],[1000],[],[]
483,6299,[6333],[500],[],[]
484,6301,[9279],[500],[],[]
485,6729,[42],[500],[],[]
486,6730,[6033],[500],[],[]
487,6732,[3360],[500],[],[]
488,6733,[1972],[500],[],[]
489,7556,[63],[500],[],[]
490,7557,[1972],[500],[],[]
491,7558,[3360],[500],[],[]
492,7559,[7754],[1000],[],[]
493,7561,[42],[500],[],[]
494,7562,[6067],[500],[],[]
495,7563,[26],[500],[],[]
496,8102,[2602],[500],[],[]
497,8104,[25],[500],[],[]
498,8392,[12588],[2000],[],[]
499,8393,[18295],[150],[],[]
500,8394,[12588],[2000],[],[]
501,8403,[9909],[1000],[],[]
502,8444,[12938],[500],[],[]
503,8445,[12938],[500],[],[]
504,8446,[12938],[500],[],[]
505,8506,[6844],[200],[],[]
506,8507,[13182],[250],[],[]
507,8508,[6844],[200],[],[]
508,8598,[433],[2000],[],[]
509,8599,[433],[2000],[],[]
510,8600,[433],[2000],[],[]
511,8614,[12122],[1500],[],[]
512,8615,[19322],[250],[],[]
513,8616,[12122],[1500],[],[]
514,8674,[8832],[-100],[],[]
515,8675,[497],[500],[],[]
516,8677,[433],[500],[],[]
517,8679,[10573],[750],[],[]
518,8681,[6885],[500],[],[]
519,8713,[2602],[500],[],[]
520,8958,[1385],[500],[],[]
521,9013,[3335],[2000],[],[]
522,9084,[7702],[100],[],[]
523,9085,[7702],[100],[],[]
524,9086,[18295],[150],[],[]
525,9087,[3335],[1000],[],[]
526,9088,[3335],[1000],[],[]
527,9089,[3335],[1000],[],[]
528,9093,[7725],[50],[],[]
529,9094,[4156],[750],[],[]
530,9095,[7725],[100],[],[]
531,9098,[7744],[200],[],[]
532,9099,[7744],[200],[],[]
533,9100,[7744],[200],[],[]
534,9102,[7736],[50],[],[]
535,9103,[7736],[50],[],[]
536,9104,[7736],[50],[],[]
537,9105,[17312],[1000],[],[]
538,9106,[1249],[1000],[],[]
539,9107,[17312],[1000],[],[]
540,9114,[17312],[1000],[],[]
541,9117,[8011],[1000],[],[]
542,9118,[8011],[1000],[],[]
543,9119,[8011],[1000],[],[]
544,9122,[18999],[50],[],[]
545,9123,[356],[40000],[],[]
546,9124,[5112],[250],[],[]
547,9129,[7770],[100],[],[]
548,9130,"[7773,7771]","[7500,4000]",[],[]
549,9131,[7770],[150],[],[]
550,9135,[19002],[200],[],[]
551,9136,[19002],[200],[],[]
552,9138,[19002],[400],[],[]
553,9141,[19002],[200],[],[]
554,9145,[1785],[500],[],[]
555,9191,[7943],[1000],[],[]
556,9192,[4281],[1500],[],[]
557,9194,[7711],[1000],[],[]
558,9195,[7711],[1000],[],[]
559,9196,[7711],[1000],[],[]
560,9199,[7779],[500],[],[]
561,9200,[7779],[500],[],[]
562,9201,[7779],[500],[],[]
563,9204,[7711],[1000],[],[]
564,9208,[1786],[1000],[],[]
565,9213,[18295],[150],[],[]
566,9249,[3365],[1500],[],[]
567,9251,[7711],[500],[],[]
568,9252,[7711],[500],[],[]
569,9253,[7711],[500],[],[]
570,9257,"[2524,19567]","[500,1000]",[],[]
571,9258,[14270],[1000],[],[]
572,9259,[2524],[500],[],[]
573,11807,[2524],[500],[],[]
574,9388,[8148],[100],[],[]
575,9389,[8148],[50],[],[]
576,9390,[8148],[50],[],[]
577,9398,[356],[10000],[],[]
578,9399,[19002],[100],[],[]
579,9400,[356],[5000],[],[]
580,9408,[4524],[2000],[],[]
581,9409,[12848],[1000],[],[]
582,9410,[4524],[2000],[],[]
583,9542,[63],[500],[],[]
584,9572,[49],[500],[],[]
585,9601,[8407],[100],[],[]
586,9602,[8407],[100],[],[]
587,9603,[8407],[100],[],[]
588,9615,[18999],[50],[],[]
589,9616,[18999],[100],[],[]
590,9617,[18999],[50],[],[]
591,9618,[8431],[50],[],[]
592,9619,[8536],[500],[],[]
593,9620,[8431],[50],[],[]
594,9622,[497],[1000],[],[]
595,9624,[356],[100000],[],[]
596,9625,[356],[100000],[],[]
597,9637,[8433],[2000],[],[]
598,9638,[8433],[2000],[],[]
599,9639,[8433],[2000],[],[]
600,9641,[1340],[500],[],[]
601,9669,[8536],[500],[],[]
602,9670,[18295],[100],[],[]
603,9671,[18295],[100],[],[]
604,9673,[3335],[1000],[],[]
605,9983,"[5708,9182]","[100,150]",[],[]
606,9984,[8833],[1500],[],[]
607,9985,"[5708,9182]","[100,150]",[],[]
608,9994,[356],[10000],[],[]
609,9995,[175],[2000],[],[]
610,9996,[356],[10000],[],[]
611,10049,[8888],[1000],[],[]
612,10050,[356],[10000],[],[]
613,10051,[8888],[1000],[],[]
614,10052,[1385],[1000],[],[]
615,10053,[461],[1],[],[]
616,10056,[3821],[750],[],[]
617,10057,[3821],[750],[],[]
618,10058,[3821],[750],[],[]
619,10061,[9025],[500],[],[]
620,10063,[433],[2000],[],[]
621,10065,[356],[20000],[],[]
622,10066,[356],[20000],[],[]
623,10067,[356],[20000],[],[]
624,10069,[9080],[1000],[],[]
625,10070,[8853],[200],[],[]
626,10071,[9080],[1000],[],[]
627,10074,[433],[2000],[],[]
628,10159,[618],[500],[],[]
629,10160,[25],[500],[],[]
630,10164,[433],[2000],[],[]
631,10185,[3335],[500],[],[]
632,10189,[3335],[500],[],[]
633,10199,[9285],[50],[],[]
634,10200,[9285],[50],[],[]
635,10201,[9285],[50],[],[]
636,10203,[3335],[500],[],[]
637,10205,[3335],[500],[],[]
638,10207,[9316],[100],[],[]
639,10208,"[9326,12028]","[250,1000]",[],[]
640,10209,[6034],[1000],[],[]
641,10212,[20537],[50],[],[]
642,10213,[12893],[2000],[],[]
643,10214,[21116],[150],[],[]
644,10219,[12971],[500],[],[]
645,10220,[1359],[500],[],[]
646,10221,[1359],[500],[],[]
647,10225,[11643],[500],[],[]
648,10226,[19057],[200],[],[]
649,10227,[11643],[500],[],[]
650,10250,[3335],[500],[],[]
651,10251,[8433],[500],[],[]
652,10254,[433],[2000],[],[]
653,10284,[433],[500],[],[]
654,10319,[2602],[500],[],[]
655,10365,[5121],[1000],[],[]
656,10366,[12848],[2000],[],[]
657,10367,[2092],[9000],[],[]
658,10361,[172],[100],[],[]
659,10362,[172],[100],[],[]
660,10363,[172],[100],[],[]
661,10373,[10092],[100],[],[]
662,10374,[9915],[200],[],[]
663,10376,[616],[500],[],[]
664,10378,[461],[0],[],[]
665,10377,[487],[500],[],[]
666,10381,[553],[1000],[],[]
667,10382,[9980],[-250],[],[]
668,10384,[18999],[50],[],[]
669,10385,[18999],[50],[],[]
670,10386,[18999],[50],[],[]
671,10390,[18999],[100],[],[]
672,10391,[18999],[100],[],[]
673,10392,[1931],[1000],[],[]
674,10387,[10024],[50],[],[]
675,10388,[10024],[50],[],[]
676,10389,[10024],[50],[],[]
677,10394,[616],[2000],[],[]
678,10411,[1787],[500],[],[]
679,10412,[487],[500],[],[]
680,10415,[10366],[1000],[],[]
681,10416,[10366],[1000],[],[]
682,10417,[10366],[1000],[],[]
683,10419,[10258],[500],[],[]
684,10420,[10258],[500],[],[]
685,10421,[10258],[500],[],[]
686,11806,[3361],[1000],[],[]
687,10425,"[1837,312]","[250,250]",[],[]
688,10424,[1787],[500],[],[]
689,10435,[175],[2000],[],[]
690,10436,[175],[2000],[],[]
691,10437,[175],[2000],[],[]
692,10438,[497],[500],[],[]
693,10440,[497],[500],[],[]
694,10442,[4524],[1000],[],[]
695,10443,[4524],[1000],[],[]
696,10444,[4524],[1000],[],[]
697,10452,[19002],[50],[],[]
698,10453,[19002],[50],[],[]
699,10454,[19002],[50],[],[]
700,10456,[42],[500],[],[]
701,10457,[10573],[750],[],[]
702,10458,[26],[500],[],[]
703,10459,[209],[500],[],[]
704,10460,[6038],[500],[],[]
705,10461,[42],[500],[],[]
706,10462,[843],[2000],[],[]
707,10463,[489],[500],[],[]
708,10464,[433],[500],[],[]
709,10465,[1359],[500],[],[]
710,10466,[49],[500],[],[]
711,10467,[497],[500],[],[]
712,10468,[9275],[1000],[],[]
713,10469,[555],[1000],[],[]
714,10470,[11795],[500],[],[]
715,10471,[49],[500],[],[]
716,10472,[1972],[500],[],[]
717,10473,[497],[500],[],[]
718,10474,[497],[500],[],[]
719,10475,[1972],[500],[],[]
720,10476,[63],[500],[],[]
721,10477,[26],[500],[],[]
722,10478,[63],[500],[],[]
723,10479,[56],[500],[],[]
724,10480,[2071],[1000],[],[]
725,10481,[6333],[500],[],[]
726,10482,[9279],[500],[],[]
727,10483,[25],[500],[],[]
728,10485,[2022],[500],[],[]
729,10486,[485],[500],[],[]
730,10487,[618],[500],[],[]
731,10488,[56],[500],[],[]
732,10489,[487],[500],[],[]
733,10490,[433],[500],[],[]
734,10491,[25],[500],[],[]
735,10492,[6067],[500],[],[]
736,10493,[25],[500],[],[]
737,10561,[4524],[1000],[],[]
738,10563,[10871],[500],[],[]
739,10564,[10871],[500],[],[]
740,10565,[10871],[500],[],[]
741,10566,[216],[500],[],[]
742,10567,[216],[500],[],[]
743,10569,[11602],[2500],[],[]
744,10570,[10829],[50],[],[]
745,10571,[11602],[2500],[],[]
746,10572,[18295],[50],[],[]
747,10573,[11590],[1000],[],[]
748,10574,[18295],[150],[],[]
749,10578,[461],[0],[],[]
750,10577,[10842],[1000],[],[]
751,10579,[25],[500],[],[]
752,10721,[3335],[250],[],[]
753,10799,[8428],[500],[],[]
754,10798,[461],[0],[],[]
755,10801,[3335],[2000],[],[]
756,10802,[3335],[2000],[],[]
757,10804,[8536],[500],[],[]
758,10805,[8536],[500],[],[]
759,10806,[8536],[1000],[],[]
760,10807,[11867],[250],[],[]
761,10808,[11867],[250],[],[]
762,10809,[11867],[250],[],[]
763,10810,"[12208,12209]","[50,150]",[],[]
764,10811,"[12208,12209]","[50,150]",[],[]
765,10812,[12048],[1000],[],[]
766,10813,[11833],[50],[],[]
767,10814,[11833],[50],[],[]
768,10815,[11833],[50],[],[]
769,10826,[433],[500],[],[]
770,10832,[11900],[250],[],[]
771,10843,[3477],[500],[],[]
772,10980,[5708],[100],[],[]
773,10981,[5708],[100],[],[]
774,10982,[5708],[100],[],[]
775,10988,[3335],[1000],[],[]
776,10989,[356],[25000],[],[]
777,10990,[3335],[1000],[],[]
778,10998,[12387],[1000],[],[]
779,11001,[8433],[2000],[],[]
780,11002,[8433],[2000],[],[]
781,11003,[8433],[2000],[],[]
782,11008,[12448],[50],[],[]
783,11009,[509],[500],[],[]
784,11010,[12448],[50],[],[]
785,10993,[12516],[500],[],[]
786,10994,[3880],[1000],[],[]
787,10995,[16454],[500],[],[]
788,2344,[485],[500],[],[]
789,11036,[497],[500],[],[]
790,11005,[12336],[-200],[],[]
791,11020,[461],[0],[],[]
792,11022,[433],[500],[],[]
793,11033,[13026],[500],[],[]
794,11034,[13026],[500],[],[]
795,11035,[18295],[100],[],[]
796,11231,[485],[500],[],[]
797,11226,[13198],[500],[],[]
798,11227,[13198],[500],[],[]
799,11228,[13198],[500],[],[]
800,11355,[356],[75000],[],[]
801,11356,[356],[100000],[],[]
802,11357,[356],[75000],[],[]
803,11387,[13913],[250],[],[]
804,11388,[13913],[250],[],[]
805,11389,[13913],[250],[],[]
806,11811,[13913],[250],[],[]
807,11363,[215],[1000],[],[]
808,11428,[13879],[-250],[],[]
809,11371,[582],[1000],[],[]
810,11429,[13880],[250],[],[]
811,11445,[14023],[100000],[],[]
