"rownum","Id","Name","Tier","MinLevel","RoomUpgrade_IncursionRoomsKey","Mods","PresentARMFile","HASH16","IncursionArchitectKey","PastARMFile","TSIFile","UIIcon","FlavourText","Description","AchievementItemsKeys","i32","i32","RoomUpgradeFrom_IncursionRoomsKey","ItemisedFlavourText","string","[rid]"
10,"TEMPLATE_OpenDoor2Trap2","",0,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/door_open_02_Trap2.arm",34812,"","Metadata/Terrain/Leagues/Incursion/Rooms/door_open_past_02_01.arm","","","","",[],90,1464,"","","",[]
11,"TEMPLATE_OpenDoor2Trap3","",0,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/door_open_02_Trap3.arm",24216,"","Metadata/Terrain/Leagues/Incursion/Rooms/door_open_past_02_01.arm","","","","",[],90,1464,"","","",[]
12,"TEMPLATE_OpenDoor2","",0,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/door_open_02_01.arm",61239,"","Metadata/Terrain/Leagues/Incursion/Rooms/door_open_past_02_01.arm","","","","",[],90,1464,"","","",[]
13,"PoisonRoomI","Poison Garden",1,0,35,"[16103,16191]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/poison_present_1.arm",56998,0,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/poison_past_1.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/PoisonRoom","Sweet scents mask foul intents.","Spreads poisonous plants throughout the Temple.",[],55,71,"","","Spreads poisonous plants throughout the Temple.",[16106]
14,"SacrificeRoomI","Sacrificial Chamber",1,0,36,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/sacrificialchamber_present_1.arm",50849,1,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/sacrificialchamber_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_black.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/SacrificeRoom","Sacred words read to bless the dead.","Allows you to sacrifice a unique item.\nAhuana drops an additional Unique Item.",[],61,72,"","","Allows you to sacrifice a unique item.",[]
15,"StormRoomI","Tempest Generator",1,0,37,"[16173,16159]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/storm_present_1.arm",37180,2,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/storm_past_1.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/StormRoom","White mists form a quiet storm.","Adds certain Tempests to the Temple.\nBuffs from Tempests have 50% increased duration.",[],64,73,"","","Adds certain Tempests to the Temple.\nBuffs from Tempests have 50% increased duration.",[16173]
16,"TrapRoomI","Trap Workshop",1,0,38,"[16135,16162,16185]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/trap_present_1.arm",4946,3,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/trap_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_white.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/TrapRoom","From the hollows, death soon follows.","Monsters throughout the Temple have increased area of effect.\nAdds traps throughout the Temple.",[],67,74,"","","Monsters throughout the Temple have increased area of effect.\nAdds traps throughout the Temple.",[16135]
17,"CartographyRoomI","Surveyor's Study",1,68,39,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/cartography_present_1.arm",54001,4,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/cartography_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_white.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/CartographyRoom","Borders drawn; liberties gone. ","Contains chests full of maps.",[],22,75,"","","Contains chests full of maps.",[]
18,"QueensChambersI","Royal Meeting Room",1,68,40,"[16150,16203]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/queenschamber_present_1.arm",42889,5,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/queenschamber_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_yellow.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/QueensChambers","A few beguile the rank and file.","Increases the number of magic monsters throughout the Temple. ",[],58,76,"","","Increases the number of magic monsters throughout the Temple. ",[16150]
19,"ChestsI","Storage Room",1,0,41,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/chests_present_1.arm",25231,6,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/chests_past_1.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/Chests","Relics rust and gather dust.","Contains chests full of items.",[],25,77,"","","Contains chests full of items.",[]
20,"CorruptionRoomI","Corruption Chamber",1,0,42,"[16113,16209]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/corruption_present_1.arm",7940,7,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/corruption_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_red.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/CorruptionRoom","Powers dance with fate and chance.","Reduces player maximum resistances throughout the Temple.",[],28,78,"","","Reduces player maximum resistances throughout the Temple.",[16113]
21,"ExplosivesRoomI","Explosives Room",1,0,43,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/explosives_present_1.arm",51256,8,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/explosives_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_yellow.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/ExplosivesRoom","Cogs assemble to make walls tremble.","Contains an Explosive Charge.\nContains one Sealed Coffer.",[],46,79,"","","Contains an Explosive Charge.",[]
22,"ArmourRoomI","Armourer's Workshop",1,0,44,"[16138,16162]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/armour_present_1.arm",47840,9,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/armour_past_1.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/ArmourRoom","An opus penned through metal's bend.","Monsters throughout the Temple have increased resistances.\nContains chests full of armour.",[],13,80,"","","Monsters throughout the Temple have increased resistances.\nContains chests full of armour.",[16138]
23,"WeaponRoomI","Sparring Room",1,0,45,"[16141,16162]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/weapons_present_1.arm",20517,10,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/weapons_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_red.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/WeaponRoom","A sharpened blade breaks the charade.","Increases monster criticals throughout the Temple.\nContains chests full of weapons.",[],73,81,"","","Increases monster criticals throughout the Temple.\nContains chests full of weapons.",[16141]
24,"BreedingRoomI","Guardhouse",1,0,46,[16116],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/breeding_present_1.arm",47693,11,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/breeding_past_1.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/BreedingRoom","Stoic they stand at their Queen's demand.","Increases monster pack size throughout the Temple.",[],19,82,"","","Increases monster pack size throughout the Temple.",[16116]
25,"BreachRoomI","Splinter Research Lab",1,0,47,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/breech_present_1.arm",36698,12,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/breech_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_black.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/BreachRoom","The Dreamer's call has entranced the Vaal.","Contains a Breach.",[],16,83,"","","Contains a Breach.",[]
26,"GemRoomI","Gemcutter's Workshop",1,0,48,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/gems_present_1.arm",29190,13,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/gems_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_magenta.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/GemRoom","Destruction stems from within these gems.","Contains chests full of gems.",[],49,84,"","","Contains chests full of gems.",[]
27,"CurrencyVaultI","Vault",1,0,49,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/currency_present_1.arm",36945,14,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/currency_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_red.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/CurrencyVault","Darkness drifts through gilded gifts.","Contains chests full of currency items.",[],31,126,"","","Contains chests full of currency items.",[]
28,"TrinketRoomI","Jeweller's Workshop",1,0,50,"[16119,16206]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/trinket_present_1.arm",56310,15,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/trinket_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_yellow.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/TrinketRoom","Earth demolished, mined and polished.","Increases the rarity of items dropped in the Temple.\nContains chests full of jewellery.",[],70,127,"","","Increases the rarity of items dropped in the Temple.\nContains chests full of jewellery.",[]
29,"WorkshopI","Workshop",1,0,51,"[16126,5639,16162]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/workshop_present_1.arm",27815,16,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/workshop_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_magenta.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/Workshop","The constant din drowns many a sin.","Increases the life of the Omnitect and Monsters throughout the Temple.\nIncreases item yield of the Temple.",[],76,128,"","","Increases the life of the Omnitect and Monsters throughout the Temple.\nIncreases item yield of the Temple.","[16126,5639]"
30,"EmpoweringRoomI","Shrine of Empowerment",1,0,52,"[16109,16162]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/empowering_present_1.arm",1623,17,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/empowering_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_magenta.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/EmpoweringRoom","Energies bloom within the gloom.","Increases the speed of monsters throughout the Temple.\nUpgrades one random adjacent and connected room by one Tier.",[],43,129,"","","Increases the speed of monsters throughout the Temple.\nUpgrades one random adjacent and connected room by one Tier.",[16109]
31,"HealingRoomI","Pools of Restoration",1,0,53,"[16132,16162,16188]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/healing_present_1.arm",29045,18,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/healing_past_1.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/HealingRoom","Cold and cruel, this pristine pool.","Heals monsters in the Temple.",[],52,130,"","","Heals monsters in the Temple.",[16132]
32,"BossMinionsI","Hatchery",1,0,54,"[16123,16162,16182,16200]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackA_present_1.arm",28140,19,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackA_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_white.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/BossMinionRoom","Darkness blessed this vile nest.","Increases monster damage throughout the Temple.\nAdds additional Minion monster packs throughout the Temple.\nAugments the Omnitect with minions.",[],34,256,"","","Increases monster damage throughout the Temple.\nAdds additional Minion monster packs throughout the Temple.\nAugments the Omnitect with minions.","[16123,16182]"
33,"BossFireI","Flame Workshop",1,0,55,"[16144,16162,16176,16197]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackB_present_1.arm",22115,20,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackB_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_yellow.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/BossFireRoom","Beneath your feet flows sweltering heat.","Monsters throughout the Temple have additional fire damage.\nAdds additional Fire monster packs throughout the Temple.\nAugments the Omnitect with fire.",[],37,257,"","","Monsters throughout the Temple have additional fire damage.\nAdds additional Fire monster packs throughout the Temple.\nAugments the Omnitect with fire.","[16144,16176]"
34,"BossLightningI","Lightning Workshop",1,0,56,"[16147,16162,16179,16194]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackC_present_1.arm",62908,21,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackC_past_1.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/BossLightningRoom","Sparks jump between arms of the machine.","Monsters throughout the Temple have additional lightning damage.\nAdds additional Lightning monster packs throughout the Temple.\nAugments the Omnitect with lightning.",[],40,258,"","","Monsters throughout the Temple have additional lightning damage.\nAdds additional Lightning monster packs throughout the Temple.\nAugments the Omnitect with lightning.","[16147,16179]"
35,"PoisonRoomII","Cultivar Chamber",2,0,57,"[16104,16192]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/poison_present_2.arm",35549,0,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/poison_past_2.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/PoisonRoom2","Madness feeds the vile seeds.","Spreads poisonous and parasitic plants throughout the Temple.",[],56,440,13,"","Spreads poisonous and parasitic plants throughout the Temple.",[16107]
36,"SacrificeRoomII","Hall of Offerings",2,0,58,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/sacrificialchamber_present_2.arm",53673,1,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/sacrificialchamber_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_black.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/SacrificeRoom2","Red gifts flow to the pits below.","Allows you to sacrifice a unique item.\nAhuana drops an additional Unique Item.",[],62,441,14,"","Allows you to sacrifice a unique item.",[]
37,"StormRoomII","Hurricane Engine",2,0,59,"[16174,16160]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/storm_present_2.arm",6913,2,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/storm_past_2.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/StormRoom2","Thunder booms through hewn stone rooms.","Adds certain Tempests to the Temple.\nBuffs from Tempests have 100% increased duration.",[],65,442,15,"","Adds certain Tempests to the Temple.",[16174]
38,"TrapRoomII","Temple Defense Workshop",2,0,60,"[16136,16163,16186]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/trap_present_2.arm",14070,3,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/trap_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_white.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/TrapRoom2","Sanguine wine sups steel spines.","Monsters throughout the Temple have increased area of effect.\nAdds traps throughout the Temple.",[],68,443,16,"","Monsters throughout the Temple have increased area of effect.\nAdds traps throughout the Temple.",[16136]
39,"CartographyRoomII","Office of Cartography",2,0,61,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/cartography_present_2.arm",61696,4,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/cartography_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_white.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/CartographyRoom2","Dark magics guide a nation's divide.","Contains chests full of maps.",[],23,444,17,"","Contains chests full of maps.",[]
40,"QueensChambersII","Hall of Lords",2,0,62,"[16151,16204]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/queenschamber_present_2.arm",12574,5,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/queenschamber_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_yellow.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/QueensChambers2","From on high they send countless to die.","Increases the number of magic monsters throughout the Temple. ",[],59,445,18,"","Increases the number of magic monsters throughout the Temple. ",[16151]
41,"ChestsII","Warehouses",2,0,63,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/chests_present_2.arm",63562,6,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/chests_past_2.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/Chests2","Secrets encased by names now erased.","Contains chests full of items.",[],26,446,19,"","Contains chests full of items.",[]
42,"CorruptionRoomII","Catalyst of Corruption",2,0,64,"[16114,16210]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/corruption_present_2.arm",961,7,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/corruption_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_red.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/CorruptionRoom2","Flesh kissed by the crimson mist.","Reduces player maximum resistances throughout the Temple.",[],29,447,20,"","Reduces player maximum resistances throughout the Temple.",[16114]
43,"ExplosivesRoomII","Demolition Lab",2,0,65,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/explosives_present_2.arm",12263,8,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/explosives_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_yellow.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/ExplosivesRoom2","Stone walls shaking with the might of unmaking.","Contains Explosive Charges.\nContains two Sealed Coffers.",[],47,448,21,"","Contains Explosive Charges.",[]
44,"ArmourRoomII","Armoury",2,0,66,"[16139,16163]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/armour_present_2.arm",33086,9,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/armour_past_2.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/ArmourRoom2","Fresh recruits drag iron suits.","Monsters throughout the Temple have increased resistances.\nContains chests full of armour.",[],14,449,22,"","Monsters throughout the Temple have increased resistances.\nContains chests full of armour.",[16139]
45,"WeaponRoomII","Arena of Valour",2,0,67,"[16142,16163]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/weapons_present_2.arm",46313,10,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/weapons_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_red.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/WeaponRoom2","Cries fill the halls, blood stains the walls.","Increases monster criticals throughout the Temple.\nContains chests full of weapons.",[],74,450,23,"","Increases monster criticals throughout the Temple.\nContains chests full of weapons.",[16142]
46,"BreedingRoomII","Barracks",2,0,68,[16117],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/breeding_present_2.arm",23727,11,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/breeding_past_2.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/BreedingRoom2","Glory charms the men at arms.","Increases monster pack size throughout the Temple.",[],20,451,24,"","Increases monster pack size throughout the Temple.",[16117]
47,"BreachRoomII","Breach Containment Chamber",2,0,69,[25472],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/breech_present_2.arm",48392,12,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/breech_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_black.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/BreachRoom2","Eyes peer through a seam from beyond the dark dream.","Contains two Breaches and Breach Splinters.\nBreaches open and close faster.",[],17,452,25,"","Contains two Breaches.",[]
48,"GemRoomII","Department of Thaumaturgy",2,0,70,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/gems_present_2.arm",33628,13,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/gems_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_magenta.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/GemRoom2","The thaumaturge's vice extracts a high price.","Contains chests full of gems.",[],50,453,26,"","Contains chests full of gems.",[]
49,"CurrencyVaultII","Treasury",2,0,71,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/currency_present_2.arm",32923,14,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/currency_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_red.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/CurrencyVault2","Lives shattered for gold scattered.","Contains chests full of currency items.",[],32,454,27,"","Contains chests full of currency items.",[]
50,"TrinketRoomII","Jewellery Forge",2,0,72,"[16120,16207]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/trinket_present_2.arm",57786,15,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/trinket_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_yellow.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/TrinketRoom2","Wealth engorged by the heat of the forge.","Increases the rarity of items dropped in the Temple.\nContains chests full of jewellery.",[],71,455,28,"","Increases the rarity of items dropped in the Temple.\nContains chests full of jewellery.",[]
51,"WorkshopII","Engineering Department",2,0,73,"[16127,5640,16163]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/workshop_present_2.arm",11869,16,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/workshop_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_magenta.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/Workshop2","Metal moans in fearful tones.","Increases the life of the Omnitect and Monsters throughout the Temple.\nIncreases item yield of the Temple.",[],77,456,29,"","Increases the life of the Omnitect and Monsters throughout the Temple.\nIncreases item yield of the Temple.","[16127,5640]"
52,"EmpoweringRoomII","Sanctum of Unity",2,0,74,"[16110,16163,16165]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/empowering_present_2.arm",47887,17,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/empowering_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_magenta.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/EmpoweringRoom2","Vicious affairs atop the stairs.","Increases the speed of monsters throughout the Temple.\nIncreases level of items dropped by one.\nUpgrades two random adjacent and connected rooms by one Tier.",[],44,457,30,"","Increases the speed of monsters throughout the Temple.\nUpgrades two random adjacent and connected rooms by one Tier.",[16110]
53,"HealingRoomII","Sanctum of Vitality",2,0,75,"[16133,16163,16189]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/healing_present_2.arm",46208,18,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/healing_past_2.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/HealingRoom2","Sons and daughters drowned in these waters.","Heals monsters in the Temple.",[],53,458,31,"","Heals monsters in the Temple.",[16133]
54,"BossMinionsII","Automaton Lab",2,0,76,"[16124,16163,16183,16201]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackA_present_2.arm",27848,19,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackA_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_white.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/BossMinionRoom2","Forged forms assemble in swarms.","Increases monster damage throughout the Temple.\nAdds additional Minion monster packs throughout the Temple.\nAugments the Omnitect with minions.",[],35,459,32,"","Increases monster damage throughout the Temple.\nAdds additional Minion monster packs throughout the Temple.\nAugments the Omnitect with minions.","[16124,16183]"
55,"BossFireII","Omnitect Forge",2,0,77,"[16145,16163,16177,16198]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackB_present_2.arm",565,20,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackB_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_yellow.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/BossFireRoom2","Flames desire to empower the spire.","Monsters throughout the Temple have additional fire damage.\nAdds additional Fire monster packs throughout the Temple.\nAugments the Omnitect with fire.",[],38,460,33,"","Monsters throughout the Temple have additional fire damage.\nAdds additional Fire monster packs throughout the Temple.\nAugments the Omnitect with fire.","[16145,16177]"
56,"BossLightningII","Omnitect Reactor Plant",2,0,78,"[16148,16163,16180,16195]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackC_present_2.arm",42207,21,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackC_past_2.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/BossLightningRoom2","Power flows to where no man goes.","Monsters throughout the Temple have additional lightning damage.\nAdds additional Lightning monster packs throughout the Temple.\nAugments the Omnitect with lightning.",[],41,461,34,"","Monsters throughout the Temple have additional lightning damage.\nAdds additional Lightning monster packs throughout the Temple.\nAugments the Omnitect with lightning.","[16148,16180]"
57,"PoisonRoomIII","Toxic Grove",3,0,"","[16105,16193]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/poison_present_3.arm",7899,0,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/PoisonRoom3","Toxins pave a verdant grave.","Spreads poisonous and parasitic plants throughout the Temple.\nContains a valuable item.",[10487],57,465,35,2452,"Spreads poisonous and parasitic plants throughout the Temple.\nContains a valuable item.",[16108]
58,"SacrificeRoomIII","Apex of Ascension",3,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/sacrificialchamber_present_3.arm",63046,1,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/SacrificeRoom3","Form sliced through, but born anew.","Allows you to sacrifice a unique item.\nAhuana drops an additional Unique Item.",[10487],63,466,36,2432,"Allows you to sacrifice a unique item.",[]
