"rownum","WorldAreasKey","ItemVisualIdentityKey","bool","Tier","i32","i32","bool"
58,1144,9460,"",5,0,0,""
59,1145,8262,"",4,11,15,""
60,1146,12464,"",4,0,0,""
61,1147,8291,"",10,6,10,""
62,1148,8344,"",11,6,10,""
63,1149,8338,"",9,6,10,""
64,1150,8294,"",0,6,10,""
65,1151,8299,"",14,6,10,""
66,1152,8246,"",8,1,5,""
67,1153,8234,"",2,1,5,""
68,1154,12705,"",2,0,0,""
69,1155,8254,"",1,6,10,""
70,1156,9636,"",1,0,0,""
71,1157,8284,"",15,6,10,""
72,1158,12077,"",15,0,0,""
73,1159,8283,"",1,11,15,""
74,1160,8259,"",0,6,10,""
75,1161,8285,"",0,6,10,""
76,1162,8360,"",0,11,15,""
77,1163,8354,"",12,11,15,""
78,1164,8323,"",0,6,10,""
79,1165,8224,"",4,11,15,""
80,1166,8372,"",4,0,0,""
81,1167,8243,"",12,6,10,""
82,1168,8278,"",3,1,5,""
83,1169,8280,"",5,11,15,""
84,1170,10709,"",5,0,0,1
85,1171,8258,"",0,6,10,""
86,1172,8267,"",6,0,0,""
87,1173,9572,"",6,0,0,""
88,1174,8268,"",2,0,0,""
89,1176,8312,"",0,6,10,""
90,1177,8348,"",4,6,10,""
91,1178,12703,"",4,0,0,""
92,1179,8363,"",16,11,15,""
93,1180,8240,"",0,11,15,""
94,1181,8231,"",0,11,15,""
95,1182,8297,"",5,6,10,""
96,1183,8295,"",6,6,10,""
97,1184,8301,"",4,6,10,""
98,1185,8277,"",14,6,10,""
99,1186,9555,"",14,0,0,""
100,1187,8260,"",0,6,10,""
101,1188,8271,"",12,6,10,""
102,1189,12463,"",12,0,0,""
103,1190,8307,"",1,6,10,""
104,1191,8347,"",1,6,10,""
105,1193,8300,"",0,11,15,""
106,1194,8339,"",6,6,10,""
107,1195,8252,"",8,0,0,""
108,1196,8293,"",0,6,10,""
109,1197,8289,"",0,11,15,""
110,1198,8261,"",3,6,10,""
111,1199,8266,"",11,0,0,""
112,1200,8270,"",7,0,0,""
113,1201,9479,"",7,0,0,""
114,1202,8272,"",16,6,10,""
115,1203,8275,"",6,6,10,""
116,1204,10708,"",6,0,0,""
117,1205,8302,"",2,11,15,""
118,1206,8256,"",5,6,10,""
119,1207,8238,"",0,6,10,""
120,1208,8247,"",7,6,10,""
121,1209,8269,"",14,11,15,""
122,1210,8310,"",0,6,10,""
123,1211,8215,"",0,6,10,""
124,1212,8235,"",4,0,0,""
125,1213,8236,"",15,6,10,""
126,1215,8341,"",6,11,15,""
127,1216,8336,"",5,11,15,""
128,1217,8274,"",3,6,10,""
129,1218,9522,"",3,0,0,""
130,1219,8253,"",6,0,0,""
131,1220,8211,"",16,11,15,""
132,1221,8230,"",0,6,10,""
133,1222,8290,"",0,11,15,""
134,1223,9576,"",10,0,0,""
135,1224,8296,"",12,6,10,""
136,1225,9790,"",12,0,0,""
137,1226,8244,"",7,11,15,""
138,1227,8318,"",13,11,15,""
139,1228,8216,"",0,6,10,""
140,1229,8346,"",0,6,10,""
141,1230,8281,"",10,11,15,""
142,1231,8305,"",15,11,15,""
143,1232,8315,"",0,11,15,""
144,1233,8279,"",0,6,10,""
145,1234,8217,"",13,11,15,""
146,1235,8320,"",0,11,15,""
147,1236,8319,"",6,11,15,""
148,1237,8226,"",0,11,15,""
149,1238,8322,"",2,11,15,""
150,1239,8362,"",0,11,15,""
151,1240,8306,"",0,11,15,""
152,1241,8358,"",10,11,15,""
153,1242,8314,"",9,11,15,""
154,1243,8337,"",2,11,15,""
155,1244,8340,"",9,11,15,""
156,1245,8335,"",0,11,15,""
157,1246,8276,"",0,11,15,""
158,1247,8334,"",2,11,15,""
159,1261,8242,"",0,0,0,""
160,1262,8264,"",7,0,0,""
161,1271,8321,"",8,0,0,""
162,1248,8324,"",16,0,0,1
163,1249,8325,"",16,0,0,1
164,1251,8326,"",16,0,0,1
165,1250,8327,"",16,0,0,1
166,1253,8329,"",16,0,0,1
167,1259,8210,"",3,0,0,""
168,1273,8370,"",17,0,0,1
169,1274,8369,"",17,0,0,1
170,1275,8371,"",17,0,0,1
171,1276,8367,"",17,0,0,1
172,1277,8368,"",17,0,0,1
