"rownum","Id","EffectVirtualPath","PreloadGroupsKeys","i32","i32","i32"
29,"SuicideExplodeGibs","Metadata/Effects/Spells/monsters_effects/gore_explode/gore_explode_gibs",[],1369345873,4,-1450973382
30,"OfferingOffensiveWard","Metadata/Effects/Spells/offering_offensive/Ward",[],-546877995,4,1397984515
31,"OfferingOffensiveEffect","Metadata/Effects/Spells/offering_offensive/Effect",[],-124563357,4,-996376367
32,"OfferingOffensiveExplosion","Metadata/Effects/Spells/offering_offensive/Explosion",[],-1397808529,4,-941958022
33,"OfferingDefensiveWard","Metadata/Effects/Spells/offering_defensive/Ward",[],1755635100,4,-1133827051
34,"OfferingDefensiveEffect","Metadata/Effects/Spells/offering_defensive/Effect",[],1587352283,4,-1781954516
35,"OfferingDefensiveExplosion","Metadata/Effects/Spells/offering_defensive/Explosion",[],991243492,4,-1940775363
36,"OfferingSpiritWard","Metadata/Effects/Spells/offering_spirit/Ward",[],825388321,4,632063094
37,"OfferingSpiritEffect","Metadata/Effects/Spells/offering_spirit/Effect",[],-1286376571,4,2076089773
38,"OfferingSpiritExplosion","Metadata/Effects/Spells/offering_spirit/Explosion",[],-874783251,4,-1979314945
39,"OfferingBloodWard","Metadata/Effects/Spells/offering_blood/Ward",[],-362570755,4,745759270
40,"OfferingBloodEffect","Metadata/Effects/Spells/offering_blood/Effect",[],1045867140,4,2101835439
41,"OfferingBloodExplosion","Metadata/Effects/Spells/offering_blood/Explosion",[],-1174915651,4,946476975
42,"AtziriFadeIn","Metadata/Monsters/Atziri/AtziriFadeIn",[5],1957896023,4,830210441
43,"AtziriFadeOut","Metadata/Monsters/Atziri/AtziriFadeOut",[5],949454913,4,755482471
44,"AtziriMirroredFadeInFire","Metadata/Monsters/Atziri/MirroredFadeIn/AtziriFadeInFire",[5],-1728773788,4,1346024658
45,"AtziriMirroredFadeInLightning","Metadata/Monsters/Atziri/MirroredFadeIn/AtziriFadeInLightning",[5],1254603668,4,-1456856085
46,"AtziriMirroredFadeInSpear","Metadata/Monsters/Atziri/MirroredFadeIn/AtziriFadeInSpear",[5],-464990618,4,344969285
47,"AtziriMirroredFadeInMirror","Metadata/Monsters/Atziri/MirroredFadeIn/AtziriFadeInMirror",[5],-1634903121,4,-1468515741
48,"VaalLightningWarpUp","Metadata/Effects/Spells/lightning_warp/VaalLightningWarpUp",[],1170740668,4,269971219
49,"VaalLightningWarpDown","Metadata/Effects/Spells/lightning_warp/VaalLightningWarpDown",[],-1381780493,4,1516691558
50,"MerveilGeyser","Metadata/Effects/Spells/monsters_effects/act1/merveil/water_geyser/WaterGeyser",[],-235614715,4,1820963985
51,"BeyondPortal1","Metadata/Monsters/BeyondDemons/BeyondPortal1",[6],-1082805434,4,470646219
52,"BeyondPortal2","Metadata/Monsters/BeyondDemons/BeyondPortal2",[6],2119099127,4,-1891039167
53,"BeyondPortal3","Metadata/Monsters/BeyondDemons/BeyondPortal3",[6],-475113111,4,1020995166
54,"FireBeacon","Metadata/Effects/Spells/monsters_effects/elemental_beacon/fire/beacon",[],1614793033,4,538725968
55,"FireBeaconAoE","Metadata/Effects/Spells/monsters_effects/elemental_beacon/fire/beacon_aoe",[],242762419,4,-1343641824
56,"ColdBeacon","Metadata/Effects/Spells/monsters_effects/elemental_beacon/ice/beacon",[],78605781,4,-1630728800
57,"ColdBeaconAoE","Metadata/Effects/Spells/monsters_effects/elemental_beacon/ice/beacon_aoe",[],-1268093629,4,-1302717189
58,"LightningBeacon","Metadata/Effects/Spells/monsters_effects/elemental_beacon/lightning/beacon",[],94918828,4,-1971502511
59,"LightningBeaconAoE","Metadata/Effects/Spells/monsters_effects/elemental_beacon/lightning/beacon_aoe",[],-1946189596,4,-883606955
60,"PhysicalBeacon","Metadata/Effects/Spells/monsters_effects/elemental_beacon/phys/beacon",[],791682066,4,1549683223
61,"PhysicalBeaconAoE","Metadata/Effects/Spells/monsters_effects/elemental_beacon/phys/beacon_aoe",[],1052089745,4,-573161291
62,"BigVisualBeyondPortal","Metadata/Monsters/BeyondDemons/BeyondPortal3VisualOnly",[6],-1269638409,4,865232075
63,"Trap","Metadata/MiscellaneousObjects/TrapNormal",[],1792123797,4,1380170033
64,"RemoteMine","Metadata/MiscellaneousObjects/RemoteMine",[],-1124494552,4,265797648
65,"MinerSpawnRocks","Metadata/Effects/Spells/monsters_effects/act4/miner/throw_spawn/rockexplosion",[],812688039,4,930964736
66,"DaressoCloneIcePrison","Metadata/Effects/Spells/monsters_effects/act4/daresso/clone/ice/IcePrison",[],473594473,4,1604246727
67,"DaressoClone1Frozen","Metadata/Effects/Spells/monsters_effects/act4/daresso/clone/clone_01/Clone",[],636174617,4,685665314
68,"DaressoClone2Frozen","Metadata/Effects/Spells/monsters_effects/act4/daresso/clone/clone_02/Clone",[],1222000272,4,1956299088
69,"DaressoClone3Frozen","Metadata/Effects/Spells/monsters_effects/act4/daresso/clone/clone_03/Clone",[],109201850,4,-185169934
70,"DaressoClone4Frozen","Metadata/Effects/Spells/monsters_effects/act4/daresso/clone/clone_04/Clone",[],-1658586987,4,-12897447
71,"MinerBeaconAoE","Metadata/Effects/Spells/monsters_effects/act4/miner/upheaval/beacon_aoe",[],2023972058,4,-621848490
72,"TempestStormYellow","Metadata/Effects/Environment/tempest_league/basic_colour/yellow/TempestStorm",[2],2037338624,4,-1437200917
73,"TempestStormGreen","Metadata/Effects/Environment/tempest_league/basic_colour/green/TempestStorm",[2],1276834143,4,790520916
74,"TempestStormRed","Metadata/Effects/Environment/tempest_league/basic_colour/red/TempestStorm",[2],-898717002,4,-1662783685
75,"TempestStormBlue","Metadata/Effects/Environment/tempest_league/basic_colour/blue/TempestStorm",[2],-1404221320,4,90215683
76,"TempestStormOrange","Metadata/Effects/Environment/tempest_league/basic_colour/orange/TempestStorm",[2],116556092,4,348293675
77,"TempestStormPink","Metadata/Effects/Environment/tempest_league/basic_colour/pink/TempestStorm",[2],897364089,4,972937872
78,"TempestStormPurple","Metadata/Effects/Environment/tempest_league/basic_colour/purple/TempestStorm",[2],395865661,4,-1930268150
79,"TempestStormTeal","Metadata/Effects/Environment/tempest_league/basic_colour/teal/TempestStorm",[2],-1220322671,4,1934426015
80,"TempestStormWhite","Metadata/Effects/Environment/tempest_league/basic_colour/white/TempestStorm",[2],8137097,4,-1520545689
81,"TempestStormIce","Metadata/Effects/Environment/tempest_league/elements/ice/TempestStorm",[2],391660782,4,-1284722399
82,"TempestStormFire","Metadata/Effects/Environment/tempest_league/elements/fire/TempestStorm",[2],55520617,4,-1101978378
83,"TempestStormLightning","Metadata/Effects/Environment/tempest_league/elements/lightning/TempestStorm",[2],-204420607,4,1457411187
84,"ChaosExplode","Metadata/Effects/Spells/chaos_explode/ChaosExplode",[],-115837266,3,578270409
85,"LightningHandBeacon","Metadata/Effects/Spells/monsters_effects/elemental_beacon/lightning_hand/beacon",[],1174694778,4,-2027881298
86,"LightningHandBeaconAoE","Metadata/Effects/Spells/monsters_effects/elemental_beacon/lightning_hand/beacon_aoe",[],-441285547,4,-1080359522
87,"BridgeMarker","Metadata/MiscellaneousObjects/BridgeMarker",[],-67371637,4,1114588475
88,"LightningGolemOrb","Metadata/Effects/Spells/monsters_effects/lightning_elemental/orb/lightning_golem_orb",[],-1435831922,4,-18615749
89,"MissionStrIntPortal","Metadata/MiscellaneousObjects/TemplarMissionPortal",[12],1899800505,4,1695370138
90,"MissionDexArrow","Metadata/Effects/Spells/Masters/Dex/Arrow",[11],57947091,4,1797165412
91,"Effect","Metadata/Effects/Effect",[],2139835176,1,-200876473
92,"ServerEffect","Metadata/Effects/ServerEffect",[],-1648314647,1,1085362608
93,"PermanentEffect","Metadata/Effects/PermanentEffect",[],-1868935107,1,-1739835127
94,"BeamEffect","Metadata/Effects/BeamEffect",[],-173099009,1,-810353414
95,"ServerResumingEffect","Metadata/Effects/ServerResumingEffect",[],839646389,2,-275409809
96,"CadiroPortal","Metadata/NPC/League/Perandus/CadiroPortal",[4],1774748602,4,450256428
97,"BeyondPortal2Visual","Metadata/Monsters/BeyondDemons/BeyondPortal2Visual",[22],1078287360,4,2018917099
98,"BeyondPortal3Visual","Metadata/Monsters/BeyondDemons/BeyondPortal3Visual",[22],1793948760,4,-210148571
99,"FireOrbs","Metadata/Effects/Spells/fire_orbs/fire_orb",[],2041103283,4,-838595288
100,"Monolith","Metadata/MiscellaneousObjects/Monolith",[25],1209225406,4,1458343448
101,"FireOrbsGhostflame","Metadata/Effects/Spells/fire_orbs/fire_orb_ghostflame",[],1361775801,4,401342883
102,"TheShaperMonsterSpawner1","Metadata/MiscellaneousObjects/TheShaperPortal1",[],-835544592,4,-813882051
103,"TheShaperMonsterSpawner2","Metadata/MiscellaneousObjects/TheShaperPortal2",[],-281914131,4,1921170350
104,"TheShaperMonsterSpawner3","Metadata/MiscellaneousObjects/TheShaperPortal3",[],753784760,4,1908908670
105,"TheShaperMonsterSpawner4","Metadata/MiscellaneousObjects/TheShaperPortal4",[],1274386642,4,-1879290716
106,"TheShaperMonsterSpawner5","Metadata/MiscellaneousObjects/TheShaperPortal5",[],-1734476,4,72844366
107,"FillGroundMaelstromBlackHoleMonster","Metadata/Effects/Microtransactions/Spells/frost_bolt/monster_black_hole",[],-15718444,4,1548333974
108,"SpiderWeb","Metadata/Effects/Spells/ground_effects/spider_web/SpiderWeb",[],1905954345,4,-1275862953
109,"BoneWallSegment","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/bone_effects/bone_wall/BoneWall_",[],-1861684403,4,-1777166503
110,"HotdogGeyser","Metadata/Effects/Spells/monsters_effects/hotdog_upheaval/hotdog_geyser",[],801117774,4,-426961660
111,"BreachKiwethBonePile","Metadata/Monsters/BreachBosses/Objects/BonePile",[],-1813605186,4,-120815819
112,"BreachPortalObject","Metadata/MiscellaneousObjects/Breach/BreachObject",[29],-535271191,4,-594386874
113,"BreachLargeChestMarker","Metadata/MiscellaneousObjects/Breach/LargeChestMarker",[29],-172029670,4,1707634020
114,"BreachLightningOrbs","Metadata/Effects/Spells/fire_orbs/breach_lightning_orb",[],1731502682,4,124381023
115,"SlavePensIntroGround","Metadata/MiscellaneousObjects/AreaTransitionEffects/SlavePensIntroGround",[],-235101866,4,-1589970620
116,"TidalWave","Metadata/Effects/Spells/monsters_effects/act6/Brine_King/tidal_wave/tidal_wave",[32],1930133411,4,-214550531
117,"DoedrePipeLiquidGreen","Metadata/Monsters/Doedre/DoedreSewer/DoedreSewersPipeLiquidGreen",[30],432134634,4,-2071152660
118,"DoedrePipeLiquidRed","Metadata/Monsters/Doedre/DoedreSewer/DoedreSewersPipeLiquidRed",[30],290546251,4,-328294424
119,"DoedrePipeLiquidPurple","Metadata/Monsters/Doedre/DoedreSewer/DoedreSewersPipeLiquidPurple",[30],-949355409,4,-1569931577
120,"DoedrePipeLiquidNeutral","Metadata/Monsters/Doedre/DoedreSewer/DoedreSewersPipeLiquidNeutral",[30],-2063963692,4,20549203
121,"DoedreCauldronLiquidGreen","Metadata/Monsters/Doedre/DoedreSewer/DoedreSewersCauldronLiquidGreen",[30],-214954458,4,1215780153
122,"DoedreCauldronLiquidRed","Metadata/Monsters/Doedre/DoedreSewer/DoedreSewersCauldronLiquidRed",[30],-341254715,4,-379676303
123,"DoedreCauldronLiquidPurple","Metadata/Monsters/Doedre/DoedreSewer/DoedreSewersCauldronLiquidPurple",[30],1925213841,4,-548563038
124,"DoedreCauldronLiquidNeutral","Metadata/Monsters/Doedre/DoedreSewer/DoedreSewersCauldronLiquidNeutral",[30],-180700442,4,-1411568493
125,"SpiderGodWeb","Metadata/Effects/Spells/monsters_effects/vaalspiderboss_e/SpiderGodWeb",[],-435792117,4,35457333
126,"Doedre2Bubble","Metadata/Effects/Spells/monsters_effects/doedre/beacon/beacon",[],-341901809,4,-673465666
127,"Doedre2BubbleAoE","Metadata/Effects/Spells/monsters_effects/doedre/beacon/beacon_aoe",[],470884534,4,-1265576333
128,"BloodWingIntro","Metadata/QuestObjects/Act5/BloodWingIntro",[],-1158468363,4,-1656138541
129,"MaligaroSpectre","Metadata/Monsters/Maligaro/MaligaroSpectre",[],-1726916377,4,2034344022
130,"DelayedTriggerSkillObject","Metadata/Effects/Spells/monsters_effects/delayed_skill_trigger/beacon",[],-505075046,4,-2038350460
131,"SandTornado","Metadata/Effects/Spells/monsters_effects/act9/Garukhan/small_tornado/SmallTornado",[],353103795,4,780816077
132,"MultiplexPortal","Metadata/MiscellaneousObjects/MultiplexPortal",[],1600303822,2,-394714071
133,"RyslathaPowerslide","Metadata/Effects/Spells/monsters_effects/act7/Ryslatha/powerslide/RyslathaPowerslide",[],1348088606,4,1287937963
134,"RyslathaSlideGroundEffect","Metadata/Effects/Spells/monsters_effects/act7/Ryslatha/powerslide/RyslathaPowerslideGroundEffect",[],-1231703481,4,-299186520
135,"SandTornadoLarge","Metadata/Effects/Spells/monsters_effects/act9/Garukhan/large_tornado/LargeTornado",[],-720086469,4,1022191159
136,"LoopEffect","Metadata/Effects/LoopEffect",[],1609411448,4,-913693711
137,"BloodFireOrbs","Metadata/Effects/Spells/fire_orbs/fire_orb_blood",[],-1678621537,4,1764295982
138,"InsectMinionHole","Metadata/Effects/Spells/monsters_effects/act2/root_spider/emerge/HoleSmall",[],327236885,4,1906524155
139,"HolyIonCannon","Metadata/Effects/Spells/monsters_effects/act9/Garukhan/large_tornado/LargeTornado",[],-720086469,4,774829051
140,"RockFireOrbs","Metadata/Effects/Spells/fire_orbs/fire_orb_rock",[],-1706397739,4,1181465769
141,"FillGroundFireBlue","Metadata/Effects/Spells/ground_effects/fire_blue/FillGroundFireBlue",[],356252878,4,1762401249
142,"KitavaXNukeMarker","Metadata/Effects/Spells/monsters_effects/act10/Kitava/X_nuke/marker",[],-391204591,4,327525172
143,"LightningTornado","Metadata/Effects/Spells/monsters_effects/act9/The_Trio/Shavronne/living_storms/LightningTornado",[],1007021710,4,-25477645
144,"HarbingerSummonZone","Metadata/Effects/Spells/monsters_effects/league_avatar/Summons/SummonCircle",[],-877341078,4,-979576465
145,"DetonateDeadEffectNoGibs","Metadata/Effects/Spells/detonate_dead/DetonateDeadNoGibs",[],-1414350197,4,1870331951
146,"BanditBossArrow","Metadata/Effects/Spells/monsters_effects/Bandits/BanditLord/BanditBossArrow",[],294384730,4,1108885018
147,"BanditBossArrowOak","Metadata/Effects/Spells/monsters_effects/Bandits/BanditLord/BanditBossArrowOak",[],1346509974,4,-1508821679
148,"BanditBossArrowAlira","Metadata/Effects/Spells/monsters_effects/Bandits/BanditLord/BanditBossArrowAlira",[],1841090814,4,-919091370
149,"SpectralSpinningWeapon","Metadata/Effects/Spells/spectral_spinning_weapon/SpinningWeapon",[],1730945118,4,2104702692
150,"LightningElderOrb","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/LightningGuardian/Orb/ElderLightningOrb",[],1962207979,4,894902066
151,"FireBearerBeacon","Metadata/Effects/Spells/monsters_effects/elemental_beacon_v2/fire/OTs/beacon",[],-2106758991,4,1016364863
152,"FireBearerBeaconAoE","Metadata/Effects/Spells/monsters_effects/elemental_beacon_v2/fire/OTs/beacon_aoe",[],1754937929,4,1243584301
153,"ElderGuardianHolyWeaponBarrage","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/GoldGuardian/sword_barrage/sword/IcePrison",[],1978136151,4,-198157518
154,"ElderGuardianHolyWeapon1","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/GoldGuardian/sword_barrage/sword_01/Clone",[],349449725,4,-519872456
155,"ElderGuardianHolyWeapon2","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/GoldGuardian/sword_barrage/sword_02/Clone",[],-649935823,4,1522062776
156,"ElderGuardianHolyWeapon3","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/GoldGuardian/sword_barrage/sword_03/Clone",[],-798214210,4,2037359280
157,"ElderGuardianHolyWeapon4","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/GoldGuardian/sword_barrage/sword_04/Clone",[],-444080519,4,-844951189
158,"RootSpiderHoleMedium","Metadata/Effects/Spells/monsters_effects/act2/root_spider/emerge/HoleMedium",[],-410352087,4,-709788383
159,"SandstormRotateObject","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/ChaosPhysical/sandstorm/SandstormRotateObject",[],89582683,4,-1220168624
160,"IceBearerBeacon","Metadata/Effects/Spells/monsters_effects/elemental_beacon_v2/ice/OTs/beacon",[],1126990490,4,-504982765
161,"IceBearerBeaconAoE","Metadata/Effects/Spells/monsters_effects/elemental_beacon_v2/ice/OTs/beacon_aoe",[],2002688798,4,1464889986
162,"LightningBearerBeacon","Metadata/Effects/Spells/monsters_effects/elemental_beacon_v2/lightning/OTs/beacon",[],1687924204,4,-1613887139
163,"LightningBearerBeaconAoE","Metadata/Effects/Spells/monsters_effects/elemental_beacon_v2/lightning/OTs/beacon_aoe",[],286691820,4,-1842294840
164,"ObsidianTornado","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/FireGuardian/obsidian_vortex/ObsidianTornado",[],1160576318,4,1252698816
165,"AbyssPitMawMortarImpactObject","Metadata/Projectiles/AbyssBoneHuskMortarObject",[38],1567259170,4,2034604864
166,"AbyssUndyingMortarImpactObject","Metadata/Projectiles/UndyingMortarImpact",[38],-1539108424,4,1903502694
167,"AbyssNodeSmallMortarSpawned","Metadata/MiscellaneousObjects/Abyss/AbyssNodeSmallMortarSpawned",[38],170952351,4,-1563661779
168,"AbyssNodeSmallMortarSpawned2","Metadata/MiscellaneousObjects/Abyss/AbyssNodeSmallMortarSpawned2",[38],-2034990229,4,1492819289
169,"AbyssBoneHuskMortarLichObject","Metadata/Projectiles/AbyssBoneHuskMortarLichObject",[38],-619914040,4,1992151937
170,"AbyssUndyingBladeBeacon","Metadata/Effects/Spells/monsters_effects/League_Abyss/UndyingAbyss/abyss_shard_rain/beacon",[38],-1748663387,4,2037706499
171,"AbyssUndyingBladeBeaconAoE","Metadata/Effects/Spells/monsters_effects/League_Abyss/UndyingAbyss/abyss_shard_rain/beacon_aoe",[38],2029219688,4,401270625
172,"ShaperInterruptElder","Metadata/Monsters/AtlasBosses/TheShaper/TheShaperInterruptElder",[],-1155418346,4,-1563205586
173,"ShaperBanishElder","Metadata/Monsters/AtlasBosses/TheShaper/TheShaperBanishElder",[],1363379937,4,-2028335589
174,"ShaperDefeat","Metadata/Monsters/AtlasBosses/TheShaper/TheShaperDeathEffect",[40],-1922950576,4,-949862345
175,"ShaperDefeatEscape","Metadata/Monsters/AtlasBosses/TheShaper/TheShaperDeathEscapeEffect",[40],779593555,4,-208548588
176,"ToraTrap","Metadata/Monsters/traps/ToraTrap",[],2070376987,4,-155331188
177,"VilentaBombTossObject","Metadata/Effects/Spells/monsters_effects/Vilenta/bomb_toss/VilentaBombTossObject",[],-1067299402,4,-1977761844
178,"ElderDrainShaperEffect","Metadata/Monsters/ElderBosses/ElderDrainShaper",[40],135571797,4,-1581863257
179,"VultureBestiaryBombTossObject","Metadata/Monsters/LeagueBestiary/Avians/VultureBestiaryBombTossObject",[],118193223,4,-60044050
180,"BestiarySpiderWebCocoon","Metadata/MiscellaneousObjects/Bestiary/BestiarySpiderWebCocoon",[],935245901,4,-1090053976
181,"DeathWalkExplode","Metadata/Effects/Spells/monsters_effects/League_Abyss/CorpseExplosion/BubonicBlast",[],-1853602615,4,-479355845
182,"DelayedTriggerSkillObjectLightning","Metadata/Effects/Spells/monsters_effects/delayed_skill_trigger/beacon_lightning",[],-1661107925,4,1642076420
183,"LightningHurricane","Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/ultimate_spells/lightning_hurricane/hurricane/LightningHurricane",[],-88878244,4,-1616608585
184,"ArchitectMapDeviceSpawner","Metadata/Projectiles/IncursionMapDeviceSpawner",[],-1763102241,4,-998326289
185,"DelayedTriggerSkillObjectLightningEpic","Metadata/Effects/Spells/monsters_effects/delayed_skill_trigger/beacon_lightning_epic",[],614040851,4,1214939500
186,"DelveLight","Metadata/Terrain/Leagues/Delve/Objects/DelveLight",[43],-1206041840,4,-1085056765
187,"DelvePathNode","Metadata/Terrain/Leagues/Delve/Objects/DelvePathNode",[],-1160182057,4,-1187502745
188,"DelvePathEndpoint","Metadata/Terrain/Leagues/Delve/Objects/DelvePathEndpoint",[],-616175816,4,1558029244
189,"BrutusHook","Metadata/Effects/Spells/monsters_effects/brute_chainhook/BruteHook",[],490192617,4,562065829
190,"DelveQiongqiBombTossObject","Metadata/Monsters/LeagueDelve/QiongqiEncounterBossSwoop",[],-1153448880,4,-1648923215
191,"RainOfSporesBloomPod","Metadata/Effects/Spells/rain_of_spores/BloomPod",[],-1639651818,4,1789114098
192,"RainOfSporesBloomPodBlackLotus","Metadata/Effects/Microtransactions/Spells/rain_of_spores/blackrose/BloomPod",[],-741753510,4,-649226835
193,"RainOfSporesBloomPodSuffering","Metadata/Effects/Microtransactions/Spells/toxic_rain_suffering/BloomPod",[],-1610035307,4,-1593738154
194,"DelveSpiderWeb","Metadata/Effects/Spells/ground_effects/spider_web/DelveSpiderWeb",[],1867579185,4,1168723871
195,"DelveDynamiteT1","Metadata/Terrain/Leagues/Delve/Objects/Dynamite/DelveDynamiteBase",[],1334112141,4,-1831812911
196,"DelveFlareT1","Metadata/Terrain/Leagues/Delve/Objects/Flares/DelveFlareBase",[],1940104838,4,-468899891
197,"DelveFlareT1Dark","Metadata/Terrain/Leagues/Delve/Objects/Flares/DelveFlareBaseDark",[],644041951,4,-1047390500
198,"DelveAbyssCrystalObject","Metadata/Projectiles/DelveAbyssCrystalMineLarge",[],948177879,4,369251083
199,"DelveAbyssCrystalObject2","Metadata/Projectiles/DelveAbyssCrystalMineLarge2",[],979993539,4,-618566548
200,"DelveAbyssCrystalObject3","Metadata/Projectiles/DelveAbyssCrystalMineLarge3",[],-1412751170,4,851018607
201,"DelveFlameGeyser","Metadata/Monsters/LeagueDelve/LavaFossilEncounter/LavaGeyser",[],-707371786,4,-370872910
202,"DelveRewardMarkerOnPath","Metadata/Terrain/Leagues/Delve/Objects/ChestLocators/PathChest",[],-421884507,4,1239597369
203,"DelveRewardMarkerOffPath","Metadata/Terrain/Leagues/Delve/Objects/ChestLocators/ExploreChest",[],881793020,4,1346271764
204,"DelveRewardMarkerDynamiteWall","Metadata/Terrain/Leagues/Delve/Objects/ChestLocators/WalledChest",[],23865981,4,-1813490059
205,"DelveRewardMarkerEncounter","Metadata/Terrain/Leagues/Delve/Objects/ChestLocators/EncounterChest",[],-1628170368,4,2011618678
206,"DelveRewardMarkerDarkCell","Metadata/Terrain/Leagues/Delve/Objects/ChestLocators/DarkCellChest",[],1611714299,4,1876168310
207,"DelveRewardMarkerDynamiteWall_Fossils","Metadata/Terrain/Leagues/Delve/Objects/ChestLocators/WalledChest",[],23865981,4,1546935310
208,"DelveRewardMarkerDynamiteWall_Resonators","Metadata/Terrain/Leagues/Delve/Objects/ChestLocators/WalledChest",[],23865981,4,-1986692382
209,"DelveRewardMarkerDynamiteWall_Azurite","Metadata/Terrain/Leagues/Delve/Objects/ChestLocators/WalledChest",[],23865981,4,1391963291
210,"DelveRewardMarkerDynamiteWall_Currency","Metadata/Terrain/Leagues/Delve/Objects/ChestLocators/WalledChest",[],23865981,4,1233799444
211,"DelveProtoBossWall1","Metadata/Monsters/LeagueDelve/CityBosses/Objects/DelveProtoVaalCityBossWall",[],796527094,4,108248013
212,"DelveProtoBossWall2","Metadata/Monsters/LeagueDelve/CityBosses/Objects/DelveProtoVaalCityBossWall2",[],565526279,4,-872974785
213,"DelveProtoBossWall3","Metadata/Monsters/LeagueDelve/CityBosses/Objects/DelveProtoVaalCityBossWall3",[],-713366438,4,1926713717
214,"DelveTaowuBlackHole","Metadata/Monsters/LeagueDelve/TaowuBlackHole",[],713615573,4,536608067
215,"DelveTaowuFlameGeyser","Metadata/Monsters/LeagueDelve/TaowuFlameGeyser",[],-437896726,4,733237362
216,"DelveAzuriteShard","Metadata/Terrain/Leagues/Delve/Objects/DelveAzuriteShard",[43],1274212571,4,652189938
217,"DelveBombAzurite","Metadata/Monsters/RockGolem/Delve/AzuriteBomb",[],-729708766,4,734160307
218,"DelveBombGeodite","Metadata/Monsters/RockGolem/Delve/GeoditeBomb",[],-1118486342,4,-959879740
219,"DelveBombSulphite","Metadata/Monsters/RockGolem/Delve/SulphiteBomb",[],2098349008,4,1815943647
220,"DelveBombVaalite","Metadata/Monsters/RockGolem/Delve/VaaliteBomb",[],-2009994224,4,-41856118
