"rownum","BaseItemTypesKey","Critical","Speed","DamageMin","DamageMax","RangeMax","i32"
97,5114,500,833,26,79,11,0
98,5115,500,769,35,65,11,0
99,5116,500,714,24,71,11,0
100,5117,500,833,45,83,11,0
101,5118,500,769,45,75,11,0
102,5119,500,741,40,71,11,0
103,5120,500,769,49,77,11,0
104,5121,500,667,38,70,11,0
105,5122,500,833,38,114,11,0
106,5123,500,769,47,87,11,0
107,5124,500,714,30,90,11,0
108,5125,500,833,54,100,11,0
109,5126,500,769,51,85,11,0
110,5127,500,741,44,79,11,0
111,5128,500,769,19,39,11,0
112,5129,500,769,29,60,11,0
113,5130,500,769,34,71,11,0
114,5131,500,690,5,11,11,0
115,5132,500,909,3,23,11,0
116,5133,500,645,4,9,11,0
117,5134,500,667,6,14,11,0
118,5135,500,645,5,22,11,0
119,5136,500,690,15,21,11,0
120,5137,500,714,16,30,11,0
121,5138,500,690,18,33,11,0
122,5139,500,667,20,33,11,0
123,5140,500,769,19,54,11,0
124,5141,500,870,28,60,11,0
125,5142,500,769,25,53,11,0
126,5143,500,645,13,53,11,0
127,5144,500,769,37,53,11,0
128,5145,500,833,38,70,11,0
129,5146,500,769,36,66,11,0
130,5147,500,667,34,55,11,0
131,5148,500,769,30,86,11,0
132,5149,500,870,44,94,11,0
133,5150,500,769,39,83,11,0
134,5151,500,645,20,80,11,0
135,5152,500,769,54,78,11,0
136,5153,500,833,53,98,11,0
137,5154,500,769,46,86,11,0
138,5155,500,667,41,68,11,0
139,5156,500,769,35,99,11,0
140,5157,500,714,37,80,11,0
141,5158,650,625,18,33,11,0
142,5159,650,625,27,51,11,0
143,5160,650,625,34,63,11,0
144,5161,550,645,5,11,14,0
145,5162,550,625,4,17,14,0
146,5163,600,667,11,20,14,0
147,5164,550,645,11,25,14,0
148,5165,550,625,12,29,14,0
149,5166,650,769,12,46,14,0
150,5167,550,625,18,33,14,0
151,5168,570,714,19,44,14,0
152,5169,600,645,19,40,14,0
153,5170,550,667,13,51,14,0
154,5171,600,714,25,46,14,0
155,5172,550,667,21,50,14,0
156,5173,550,625,21,49,14,0
157,5174,650,769,18,73,14,0
158,5175,550,625,28,51,14,0
159,5176,570,714,29,67,14,0
160,5177,600,645,29,60,14,0
161,5178,550,667,19,75,14,0
162,5179,600,714,35,65,14,0
163,5180,550,667,29,69,14,0
164,5181,550,625,27,64,14,0
165,5182,650,769,22,87,14,0
166,5183,550,625,32,60,14,0
167,5184,570,714,31,72,14,0
168,5185,600,667,32,66,14,0
169,5186,500,690,6,8,11,0
170,5187,500,714,8,13,11,0
171,5188,500,690,13,16,11,0
172,5189,500,769,15,27,11,0
173,5190,500,690,13,31,11,0
174,5191,500,714,19,32,11,0
175,5192,500,833,32,40,11,0
176,5193,500,714,21,43,11,0
177,5194,500,741,28,42,11,0
178,5195,500,800,31,51,11,0
179,5196,500,714,33,42,11,0
180,5197,500,870,37,69,11,0
181,5198,500,714,25,59,11,0
182,5199,500,769,38,63,11,0
183,5200,500,833,53,67,11,0
184,5201,500,714,33,69,11,0
185,5202,500,741,44,66,11,0
186,5203,500,800,48,80,11,0
187,5204,500,714,49,62,11,0
188,5205,500,870,54,101,11,0
189,5206,500,714,35,81,11,0
190,5207,500,769,49,82,11,0
191,5208,500,833,65,82,11,0
192,5209,500,714,38,80,11,0
193,5210,500,741,49,74,11,0
194,5211,500,769,20,41,11,0
195,5212,500,769,31,64,11,0
196,5213,500,769,39,81,11,0
197,5214,600,833,8,11,11,0
198,5215,600,833,11,17,11,0
199,5216,600,909,15,29,11,0
200,5217,650,909,21,32,11,0
201,5218,600,909,27,40,11,0
202,5219,600,870,24,45,11,0
203,5220,600,833,21,50,11,0
204,5221,620,800,29,44,11,0
205,5222,600,769,27,50,11,0
206,5223,600,667,24,36,11,0
207,5224,600,800,30,55,11,0
208,5225,650,800,35,52,11,0
209,5226,600,800,38,57,11,0
210,5227,600,714,30,55,11,0
211,5228,600,833,34,80,11,0
212,5229,620,800,45,67,11,0
213,5230,600,769,39,72,11,0
214,5231,600,667,37,55,11,0
215,5232,600,800,43,80,11,0
216,5233,650,800,49,73,11,0
217,5234,600,800,51,76,11,0
218,5235,600,714,37,70,11,0
219,5236,600,833,41,95,11,0
220,5237,620,800,50,76,11,0
221,5238,600,769,42,78,11,0
222,5239,630,690,23,34,11,0
223,5240,630,690,35,52,11,0
224,5241,630,690,41,61,11,0
225,5242,500,714,5,13,120,0
226,5243,500,667,6,16,120,0
227,5244,600,769,8,33,120,0
228,5245,600,769,16,34,120,0
229,5246,670,800,15,45,120,0
230,5247,650,714,15,45,120,0
231,5248,500,690,14,56,120,0
232,5249,500,833,28,73,120,0
233,5250,550,714,37,56,120,0
234,5251,500,667,20,61,120,0
235,5252,600,800,24,96,120,0
236,5253,600,769,37,76,120,0
237,5254,670,800,32,96,120,0
238,5255,650,714,29,86,120,0
239,5256,500,690,24,94,120,0
240,5257,500,833,44,116,120,0
241,5258,550,714,58,86,120,0
242,5259,500,667,32,96,120,0
243,5260,600,800,36,144,120,0
244,5261,600,769,56,117,120,0
245,5262,670,800,43,130,120,0
246,5263,650,714,38,115,120,0
247,5264,500,690,29,117,120,0
248,5265,500,833,50,133,120,0
249,5266,550,714,61,92,120,0
250,5267,550,769,9,13,120,0
251,5268,550,769,13,20,120,0
252,5269,550,769,16,24,120,0
253,5270,500,741,4,10,120,0
254,5271,600,769,9,19,13,0
255,5272,620,769,10,31,13,0
256,5273,600,769,24,41,13,0
257,5274,640,769,14,42,13,0
258,5275,620,769,27,57,13,0
259,5276,650,870,27,81,13,0
260,5277,610,769,41,76,13,0
261,5278,600,833,41,85,13,0
262,5279,620,870,34,102,13,0
263,5280,600,769,51,86,13,0
264,5281,660,800,38,114,13,0
265,5282,630,800,56,117,13,0
266,5283,650,870,48,145,13,0
267,5284,610,769,65,121,13,0
268,5285,600,833,66,138,13,0
269,5286,620,870,55,165,13,0
270,5287,600,769,72,120,13,0
271,5288,730,800,53,160,13,0
272,5289,680,800,71,147,13,0
273,5290,700,870,57,171,13,0
274,5291,650,769,73,136,13,0
275,5292,600,833,70,145,13,0
276,5293,600,800,36,66,13,0
277,5294,600,800,55,102,13,0
278,5295,600,800,65,120,13,0
279,5296,700,800,39,73,13,0
280,5297,700,800,61,113,13,0
281,5298,700,800,78,144,13,0
282,5299,500,769,12,20,13,0
283,5300,500,800,19,30,13,0
284,5301,500,769,19,39,13,0
285,5302,500,769,29,43,13,0
286,5303,500,800,36,60,13,0
287,5304,500,769,43,58,13,0
288,5305,500,800,49,73,13,0
289,5307,500,870,58,91,13,0
290,5306,500,833,53,83,13,0
291,5308,500,800,48,99,13,0
292,5309,500,769,61,92,13,0
293,5310,500,833,74,123,13,0
294,5311,500,769,76,103,13,0
295,5312,500,800,81,121,13,0
296,5313,500,833,88,138,13,0
297,5314,500,952,121,189,13,0
298,5315,500,769,74,155,13,0
299,5316,570,741,87,131,13,0
300,5317,500,870,104,174,13,0
301,5318,500,714,90,122,13,0
302,5319,600,800,96,144,13,0
303,5320,500,833,97,152,13,0
304,5321,500,741,39,61,13,0
305,5322,500,741,60,95,13,0
306,5323,500,741,71,111,13,0
307,5324,500,690,8,16,13,0
308,5325,500,714,11,26,13,0
309,5326,500,690,17,29,13,0
310,5327,500,714,20,38,13,0
311,5328,500,714,23,48,13,0
312,5329,500,714,30,50,13,0
313,5330,500,741,31,65,13,0
314,5331,600,741,41,68,13,0
315,5332,500,769,34,79,13,0
316,5333,500,690,39,65,13,0
317,5334,500,741,45,84,13,0
318,5335,500,769,49,102,13,0
319,5336,500,714,54,89,13,0
320,5337,500,741,52,109,13,0
321,5338,600,741,63,104,13,0
322,5339,500,769,55,128,13,0
323,5340,500,667,62,104,13,0
324,5341,650,714,62,115,13,0
325,5342,500,769,68,142,13,0
326,5343,500,690,69,115,13,0
327,5344,500,741,62,129,13,0
328,5345,570,741,67,112,13,0
329,5346,650,714,30,56,13,0
330,5347,650,714,47,87,13,0
331,5348,650,714,55,102,13,0
332,5349,500,769,10,16,13,0
333,5350,500,800,17,25,13,0
334,5351,500,769,16,33,13,0
335,5352,500,769,25,38,13,0
336,5353,500,769,27,49,13,0
337,5354,500,833,40,60,13,0
338,5355,500,800,46,62,13,0
339,5356,500,800,45,68,13,0
340,5357,500,909,57,85,13,0
341,5358,500,800,43,88,13,0
342,5359,500,769,54,81,13,0
343,5360,500,800,55,103,13,0
344,5361,500,833,72,108,13,0
345,5362,500,800,77,104,13,0
346,5363,500,800,75,113,13,0
347,5364,500,1000,112,168,13,0
348,5365,550,769,65,135,13,0
349,5366,500,741,77,115,13,0
350,5367,500,800,74,138,13,0
351,5368,500,909,102,153,13,0
352,5369,600,870,101,137,13,0
353,5370,500,833,91,136,13,0
354,5371,500,870,39,64,13,0
355,5372,500,870,62,103,13,0
356,5373,500,870,81,135,13,0
357,5374,500,833,8,15,13,0
358,9703,600,667,4,8,10,0
359,10019,700,588,0,0,11,0
360,10020,700,625,0,0,13,0
361,10850,600,667,5,9,120,0
