"rownum","BaseItemTypesKey","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","Display_Wand_ModsKey","Display_Bow_ModsKey","Display_Quiver_ModsKey","Display_Amulet_ModsKey","Display_Ring_ModsKey","Display_Belt_ModsKey","Display_Gloves_ModsKey","Display_Boots_ModsKey","Display_BodyArmour_ModsKey","Display_Helmet_ModsKey","Display_Shield_ModsKey","i32","DropLevelMinimum","DropLevelMaximum","Monster_ModsKeys","EssenceTypeKey","Level","i32","Display_Weapon_ModsKey","Display_MeleeWeapon_ModsKey","Display_OneHandWeapon_ModsKey","Display_TwoHandWeapon_ModsKey","Display_TwoHandMeleeWeapon_ModsKey","Display_Armour_ModsKey","Display_RangedWeapon_ModsKey","Helmet_ModsKey","BodyArmour_ModsKey","Boots_ModsKey","Gloves_ModsKey","Bow_ModsKey","Wand_ModsKey","Staff_ModsKey","TwoHandSword_ModsKey","TwoHandAxe_ModsKey","TwoHandMace_ModsKey","Claw_ModsKey","Dagger_ModsKey","OneHandSword_ModsKey","OneHandThrustingSword_ModsKey","OneHandAxe_ModsKey","OneHandMace_ModsKey","Sceptre_ModsKey","Display_Monster_ModsKey","ItemLevelRestriction","Belt_ModsKey","Amulet_ModsKey","Ring_ModsKey","Display_Jewellery_ModsKey","Shield_ModsKey","Display_Items_ModsKey","IsScreamingEssence","[rid]","i32","i32","i32"
10,84,"","","","","","","","","","","","","",13612,2004,654,654,749,749,"","",738,-1245983058,48,100,[12596],1,4,931,"","",2349,2361,"",737,"",737,737,749,749,2361,2349,2361,2361,2361,2361,2349,2349,2349,2349,2349,2349,2349,12541,75,654,2004,654,"",738,"","",[12604],841,48,100
11,85,"","","","","","","","","","","","","",13608,2005,655,655,"","",739,753,746,-182539987,68,100,[12597],1,5,1024,"","",2354,2366,"",750,"",753,739,750,750,2366,2354,2366,2366,2366,2366,2354,2354,2354,2354,2354,2354,2354,12542,0,655,2005,655,"",746,"",1,[12605],56,68,100
12,86,"","","","","","","","","","","","","",13609,2011,657,656,"","",741,754,747,910335598,0,0,[12598],1,6,0,"","",2355,2367,"",751,"",754,741,751,751,2367,2355,2367,2367,2367,2367,2355,2355,2355,2355,2355,2355,2355,12543,0,656,2011,657,"",747,"","",[12606],0,0,0
13,87,"","","","","","","","","","","","","",13610,2012,658,657,"","",745,755,748,1591416724,0,0,[12599],1,7,0,"","",2356,2368,"",752,"",755,745,752,752,2368,2356,2368,2368,2368,2368,2356,2356,2356,2356,2356,2356,2356,12544,0,657,2012,658,"",748,"","",[12607],0,0,0
14,88,"","","","","","","","","","","","","",1044,"","",4704,"","","","","",1724552963,1,47,[12593],2,1,700,9510,"","","","",317,"",317,317,317,317,9510,9510,9510,9510,9510,9510,9510,9510,9510,9510,9510,9510,9510,12531,35,4704,2907,2907,2907,317,"","",[12601],1905,1,100
15,89,"","","","","","","","","","","","","",1045,"","",4705,"","","","","",-1337235593,12,67,[12594],2,2,770,9511,"","","","",318,"",318,318,318,318,9511,9511,9511,9511,9511,9511,9511,9511,9511,9511,9511,9511,9511,12532,45,4705,2908,2908,2908,318,"","",[12602],1905,12,100
16,90,"","","","","","","","","","","","","",1046,"","",4706,"","","","","",1334812465,30,100,[12595],2,3,847,9512,"","","","",319,"",319,319,319,319,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,12533,60,4706,2909,2909,2909,319,"","",[12603],1905,30,100
17,91,"","","","","","","","","","","","","",1047,"","",4707,310,310,"","","",-669856137,48,100,[12596],2,4,931,9513,"","","","",311,"",311,311,310,310,9513,9513,9513,9513,9513,9513,9513,9513,9513,9513,9513,9513,9513,12534,75,4707,2910,2910,2910,311,"","",[12604],841,48,100
18,92,"","","","","","","","","","","","","",1048,"","",4708,"","",313,312,313,181619222,68,100,[12597],2,5,1024,9514,"","","","",311,"",312,313,311,311,9514,9514,9514,9514,9514,9514,9514,9514,9514,9514,9514,9514,9514,12535,0,4708,2911,2911,2911,313,"",1,[12605],56,68,100
19,93,"","","","","","","","","","","","","",1049,"","",4709,"","",315,313,314,2059925248,0,0,[12598],2,6,0,9515,"","","","",312,"",313,315,312,312,9515,9515,9515,9515,9515,9515,9515,9515,9515,9515,9515,9515,9515,12536,0,4709,2912,2912,2912,314,"","",[12606],0,0,0
20,94,"","","","","","","","","","","","","",1050,"","",4710,"","",320,322,321,-1356244188,0,0,[12599],2,7,0,9516,"","","","",323,"",322,320,323,323,9516,9516,9516,9516,9516,9516,9516,9516,9516,9516,9516,9516,9516,12537,0,4710,2913,2913,2913,321,"","",[12607],0,0,0
21,95,"","","","","","","","","","","","","",756,"","",4785,756,4785,4785,4785,4785,1018082169,1,47,[12593],3,1,700,"","",1346,1357,"",4785,"",4785,4785,4785,756,1357,1346,1357,1357,1357,1357,1346,1346,1346,1346,1346,1346,1346,12506,35,4785,756,756,756,4785,"","",[12601],1905,1,100
22,96,"","","","","","","","","","","","","",757,"","",4786,757,4786,4786,4786,4786,829889309,12,67,[12594],3,2,770,"","",1347,1358,"",4786,"",4786,4786,4786,757,1358,1347,1358,1358,1358,1358,1347,1347,1347,1347,1347,1347,1347,12507,45,4786,757,757,757,4786,"","",[12602],1905,12,100
23,97,"","","","","","","","","","","","","",759,"","",4787,758,4787,4787,4787,4787,2051179612,30,100,[12595],3,3,847,"","",1348,1359,"",4787,"",4787,4787,4787,758,1359,1348,1359,1359,1359,1359,1348,1348,1348,1348,1348,1348,1348,12508,60,4787,759,759,759,4787,"","",[12603],1905,30,100
24,98,"","","","","","","","","","","","","",761,761,760,4788,778,4788,4788,4788,4788,-743698363,48,100,[12596],3,4,931,"","",1349,1360,"",4788,"",4788,4788,4788,778,1360,1349,1360,1360,1360,1360,1349,1349,1349,1349,1349,1349,1349,12509,75,4788,761,760,"",4788,"","",[12604],841,48,100
25,99,"","","","","","","","","","","","","",763,763,775,4789,779,4789,4789,4789,4789,-205989316,68,100,"[12597,12513]",3,5,1024,"","",1351,1362,"",4789,"",4789,4789,4789,779,1362,1351,1362,1362,1362,1362,1351,1351,1351,1351,1351,1351,1351,12510,0,4789,763,775,"",4789,"",1,"[12605,12513]",56,68,100
26,100,"","","","","","","","","","","","","",764,764,776,4790,780,4790,4790,4790,4790,-1738015661,0,0,"[12598,12513]",3,6,0,"","",1352,1363,"",4790,"",4790,4790,4790,780,1363,1352,1363,1363,1363,1363,1352,1352,1352,1352,1352,1352,1352,12511,0,4790,764,776,"",4790,"","","[12606,12513]",0,0,0
27,101,"","","","","","","","","","","","","",774,774,777,4791,781,4791,4791,4791,4791,1330507188,0,0,"[12599,12513]",3,7,0,"","",1356,1367,"",4791,"",4791,4791,4791,781,1367,1356,1367,1367,1367,1367,1356,1356,1356,1356,1356,1356,1356,12512,0,4791,774,777,"",4791,"","","[12607,12513]",0,0,0
28,102,"","","","","","","","","","","","","",83,"","","","","","","","",535092733,12,67,"[12594,12609]",4,2,669,"","",8812,8818,"",83,"",83,83,83,83,8818,8812,8818,8818,8818,8818,8812,8812,8812,8812,8812,8812,8812,12500,45,83,83,83,83,83,83,"","[12602,12609]",1657,12,100
29,103,"","","","","","","","","","","","","",84,"","","","","","","","",-267836319,30,100,"[12595,12609]",4,3,736,"","",8813,8819,"",84,"",84,84,84,84,8819,8813,8819,8819,8819,8819,8813,8813,8813,8813,8813,8813,8813,12501,60,84,84,84,84,84,84,"","[12603,12609]",1657,30,100
30,104,"","","","","","","","","","","","","",86,"","","","","","","","",-880120152,48,100,"[12596,12609]",4,4,810,"","",8814,8820,"",86,"",86,86,86,86,8820,8814,8820,8820,8820,8820,8814,8814,8814,8814,8814,8814,8814,12502,75,86,86,86,86,86,86,"","[12604,12609]",731,48,100
31,105,"","","","","","","","","","","","","",87,"","","","","","","","",1066624914,68,100,"[12597,12609]",4,5,891,"","",8815,8821,"",87,"",87,87,87,87,8821,8815,8821,8821,8821,8821,8815,8815,8815,8815,8815,8815,8815,12503,0,87,87,87,87,87,87,1,"[12605,12609]",49,68,100
32,106,"","","","","","","","","","","","","",89,"","","","","","","","",993214565,0,0,"[12598,12609]",4,6,0,"","",8816,8822,"",89,"",89,89,89,89,8822,8816,8822,8822,8822,8822,8816,8816,8816,8816,8816,8816,8816,12504,0,89,89,89,89,89,89,"","[12606,12609]",0,0,0
33,107,"","","","","","","","","","","","","",92,"","","","","","","","",-558420537,0,0,"[12599,12609]",4,7,0,"","",8817,8823,"",92,"",92,92,92,92,8823,8817,8823,8823,8823,8823,8817,8817,8817,8817,8817,8817,8817,12505,0,92,92,92,92,92,92,"","[12607,12609]",0,0,0
34,108,"","","","","","","","","","","","",1839,3104,"","",3104,"","","","","",-36091224,12,67,"[12594,12611]",5,2,669,1827,"","","",1839,3104,"",3104,3104,3104,3104,1839,1827,1839,1839,1839,1839,1827,1827,1827,1827,1827,1827,1827,12440,45,3104,3654,3654,3654,3104,"","","[12602,12611]",1657,12,100
35,109,"","","","","","","","","","","","",1841,3105,"","",3105,"","","","","",-1327428615,30,100,"[12595,12611]",5,3,736,1829,"","","",1841,3105,"",3105,3105,3105,3105,1841,1829,1841,1841,1841,1841,1829,1829,1829,1829,1829,1829,1829,12441,60,3105,3655,3655,3655,3105,"","","[12603,12611]",1657,30,100
36,110,"","","","","","","","","","","","",1843,3106,"","",3106,"","","","","",891153638,48,100,"[12596,12611]",5,4,810,1831,"","","",1843,3106,"",3106,3106,3106,3106,1843,1831,1843,1843,1843,1843,1831,1831,1831,1831,1831,1831,1831,12442,75,3106,3656,3656,3656,3106,"","","[12604,12611]",731,48,100
37,111,"","","","","","","","","","","","",1845,3108,"","",3108,"","","","","",128783824,68,100,"[12597,12611]",5,5,891,1833,"","","",1845,3108,"",3108,3108,3108,3108,1845,1833,1845,1845,1845,1845,1833,1833,1833,1833,1833,1833,1833,12443,0,3108,3657,3657,3657,3108,"",1,"[12605,12611]",49,68,100
38,112,"","","","","","","","","","","","",1846,3109,"","",3109,"","","","","",-452117587,0,0,"[12598,12611]",5,6,0,1834,"","","",1846,3109,"",3109,3109,3109,3109,1846,1834,1846,1846,1846,1846,1834,1834,1834,1834,1834,1834,1834,12444,0,3109,3658,3658,3658,3109,"","","[12606,12611]",0,0,0
39,113,"","","","","","","","","","","","",1858,3110,"","",3110,"","","","","",1536872438,0,0,"[12599,12611]",5,7,0,1836,"","","",1858,3110,"",3110,3110,3110,3110,1858,1836,1858,1858,1858,1858,1836,1836,1836,1836,1836,1836,1836,12445,0,3110,3659,3659,3659,3110,"","","[12607,12611]",0,0,0
40,114,"","","","","","","","","","","","","",985,"","",4779,975,4779,12066,4779,12066,-475311494,12,67,"[12594,12610]",6,2,669,"","",9779,9817,"",4779,"",4779,12066,4779,975,9817,9779,9817,9817,9817,9817,9779,9779,9779,9779,9779,9779,9779,12464,45,4779,976,976,976,12066,"","","[12602,12610]",1657,12,100
41,115,"","","","","","","","","","","","","",987,"","",4780,976,4780,12067,4780,12067,1008794806,30,100,"[12595,12610]",6,3,736,"","",9781,9819,"",4780,"",4780,12067,4780,976,9819,9781,9819,9819,9819,9819,9781,9781,9781,9781,9781,9781,9781,12465,60,4780,978,978,978,12067,"","","[12603,12610]",1657,30,100
42,116,"","","","","","","","","","","","","",989,"","",4781,977,4781,12068,4781,12068,-1179354155,48,100,"[12596,12610]",6,4,810,"","",9783,9821,"",4781,"",4781,12068,4781,977,9821,9783,9821,9821,9821,9821,9783,9783,9783,9783,9783,9783,9783,12466,75,4781,980,980,980,12068,"","","[12604,12610]",731,48,100
43,117,"","","","","","","","","","","","","",991,"","",4782,978,4782,12069,4782,12069,747230036,68,100,"[12597,12610]",6,5,891,"","",9784,9822,"",4782,"",4782,12069,4782,978,9822,9784,9822,9822,9822,9822,9784,9784,9784,9784,9784,9784,9784,12467,0,4782,982,982,982,12069,"",1,"[12605,12610]",49,68,100
44,118,"","","","","","","","","","","","","",992,"","",4783,979,4783,12070,4783,12070,-826006652,0,0,"[12598,12610]",6,6,0,"","",9785,9823,"",4783,"",4783,12070,4783,979,9823,9785,9823,9823,9823,9823,9785,9785,9785,9785,9785,9785,9785,12468,0,4783,983,983,983,12070,"","","[12606,12610]",0,0,0
45,119,"","","","","","","","","","","","","",993,"","",4784,980,4784,12071,4784,12071,-1551618851,0,0,"[12599,12610]",6,7,0,"","",9786,9824,"",4784,"",4784,12071,4784,980,9824,9786,9824,9824,9824,9824,9786,9786,9786,9786,9786,9786,9786,12469,0,4784,994,994,994,12071,"","","[12607,12610]",0,0,0
46,120,"","","","","","","","","","","","","",4588,"","",4605,4637,"","",4631,"",697488794,12,67,[12594],7,2,669,"","",20207,20218,"",4605,"",4631,4605,4605,4637,20218,20207,20218,20218,20218,20218,20207,20207,20207,20207,20207,20207,20207,12472,45,4605,4588,4588,4588,4605,"","",[12602],1657,12,100
47,121,"","","","","","","","","","","","","",4589,"","",4606,4638,"","",4632,"",-185991819,30,100,[12595],7,3,736,"","",20208,20219,"",4606,"",4632,4606,4606,4638,20219,20208,20219,20219,20219,20219,20208,20208,20208,20208,20208,20208,20208,12473,60,4606,4589,4589,4589,4606,"","",[12603],1657,30,100
48,122,"","","","","","","","","","","","","",4590,"","",4607,4639,"","",4633,"",2034631909,48,100,[12596],7,4,810,"","",20209,20220,"",4607,"",4633,4607,4607,4639,20220,20209,20220,20220,20220,20220,20209,20209,20209,20209,20209,20209,20209,12474,75,4607,4590,4590,4590,4607,"","",[12604],731,48,100
49,123,"","","","","","","","","","","","","",4591,"","",4608,4640,"","",4634,"",-575837846,68,100,[12597],7,5,891,"","",20214,20221,"",4608,"",4634,4608,4608,4640,20221,20214,20221,20221,20221,20221,20214,20214,20214,20214,20214,20214,20214,12475,0,4608,4591,4591,4591,4608,"",1,[12605],49,68,100
50,124,"","","","","","","","","","","","","",4592,"","",4609,4641,"","",4635,"",117284401,0,0,[12598],7,6,0,"","",20215,20222,"",4609,"",4635,4609,4609,4641,20222,20215,20222,20222,20222,20222,20215,20215,20215,20215,20215,20215,20215,12476,0,4609,4592,4592,4592,4609,"","",[12606],0,0,0
51,125,"","","","","","","","","","","","","",4593,"","",4610,4642,"","",4636,"",-779044208,0,0,[12599],7,7,0,"","",20216,20223,"",4610,"",4636,4610,4610,4642,20223,20216,20223,20223,20223,20223,20216,20216,20216,20216,20216,20216,20216,12477,0,4610,4593,4593,4593,4610,"","",[12607],0,0,0
52,126,"","","","","","","","","","","","","",940,"","",4826,929,4826,12061,4826,12061,836789809,30,100,"[12595,12609]",8,3,640,"","",9763,9809,"",4826,"",4826,12061,4826,929,9809,9763,9809,9809,9809,9809,9763,9763,9763,9763,9763,9763,9763,12478,60,4826,931,931,931,12061,"","","[12603,12609]",1441,30,100
53,127,"","","","","","","","","","","","","",942,"","",4827,930,4827,12062,4827,12062,-1267169214,48,100,"[12596,12609]",8,4,704,"","",9765,9811,"",4827,"",4827,12062,4827,930,9811,9765,9811,9811,9811,9811,9765,9765,9765,9765,9765,9765,9765,12479,75,4827,933,933,933,12062,"","","[12604,12609]",636,48,100
54,128,"","","","","","","","","","","","","",943,"","",4828,931,4828,12063,4828,12063,-1833058895,68,100,"[12597,12609]",8,5,775,"","",9766,9812,"",4828,"",4828,12063,4828,931,9812,9766,9812,9812,9812,9812,9766,9766,9766,9766,9766,9766,9766,12480,0,4828,934,934,934,12063,"",1,"[12605,12609]",42,68,100
55,129,"","","","","","","","","","","","","",945,"","",4829,932,4829,12064,4829,12064,864068417,0,0,"[12598,12609]",8,6,0,"","",9767,9813,"",4829,"",4829,12064,4829,932,9813,9767,9813,9813,9813,9813,9767,9767,9767,9767,9767,9767,9767,12481,0,4829,936,936,936,12064,"","","[12606,12609]",0,0,0
56,130,"","","","","","","","","","","","","",946,"","",4830,933,4830,12065,4830,12065,222024053,0,0,"[12599,12609]",8,7,0,"","",9768,9814,"",4830,"",4830,12065,4830,933,9814,9768,9814,9814,9814,9814,9768,9768,9768,9768,9768,9768,9768,12482,0,4830,947,947,947,12065,"","","[12607,12609]",0,0,0
57,131,"","","","","","","","","","","","","",2,"","","","","","","","",-1583709973,30,100,"[12595,12611,8159]",9,3,640,"","",8801,8806,"",2,"",2,2,2,2,8806,8801,8806,8806,8806,8806,8801,8801,8801,8801,8801,8801,8801,12523,60,2,2,2,2,2,2,"","[12603,12611,8159]",1441,30,100
58,132,"","","","","","","","","","","","","",4,"","","","","","","","",292711936,48,100,"[12596,12611,8159]",9,4,704,"","",8802,8807,"",4,"",4,4,4,4,8807,8802,8807,8807,8807,8807,8802,8802,8802,8802,8802,8802,8802,12524,75,4,4,4,4,4,4,"","[12604,12611,8159]",636,48,100
59,133,"","","","","","","","","","","","","",5,"","","","","","","","",-645724387,68,100,"[12597,12611,8159]",9,5,775,"","",8803,8808,"",5,"",5,5,5,5,8808,8803,8808,8808,8808,8808,8803,8803,8803,8803,8803,8803,8803,12525,0,5,5,5,5,5,5,1,"[12605,12611,8159]",42,68,100
60,134,"","","","","","","","","","","","","",7,"","","","","","","","",-193173256,0,0,"[12598,12611,8159]",9,6,0,"","",8804,8809,"",7,"",7,7,7,7,8809,8804,8809,8809,8809,8809,8804,8804,8804,8804,8804,8804,8804,12526,0,7,7,7,7,7,7,"","[12606,12611,8159]",0,0,0
61,135,"","","","","","","","","","","","","",10,"","","","","","","","",-954409300,0,0,"[12599,12611,8159]",9,7,0,"","",8805,8810,"",10,"",10,10,10,10,8810,8805,8810,8810,8810,8810,8805,8805,8805,8805,8805,8805,8805,12527,0,10,10,10,10,10,10,"","[12607,12611,8159]",0,0,0
62,136,"","","","","","","","","","","","",1947,3263,"","",3263,"","","","","",1046769873,30,100,"[12595,12610]",10,3,640,1935,"",1935,"",1947,3263,"",3263,3263,3263,3263,1947,1935,1947,1947,1947,1947,1935,1935,1935,1935,1935,1935,1935,12453,60,3263,3719,3719,3719,3263,"","","[12603,12610]",1441,30,100
63,137,"","","","","","","","","","","","",1949,3264,"","",3264,"","","","","",-383181272,48,100,"[12596,12610]",10,4,704,1937,"",1937,"",1949,3264,"",3264,3264,3264,3264,1949,1937,1949,1949,1949,1949,1937,1937,1937,1937,1937,1937,1937,12454,75,3264,3720,3720,3720,3264,"","","[12604,12610]",636,48,100
64,138,"","","","","","","","","","","","",1951,3266,"","",3266,"","","","","",491155825,68,100,"[12597,12610]",10,5,775,1939,"",1939,"",1951,3266,"",3266,3266,3266,3266,1951,1939,1951,1951,1951,1951,1939,1939,1939,1939,1939,1939,1939,12455,0,3266,3722,3722,3722,3266,"",1,"[12605,12610]",42,68,100
65,139,"","","","","","","","","","","","",1952,3267,"","",3267,"","","","","",-150361862,0,0,"[12598,12610]",10,6,0,1940,"",1940,"",1952,3267,"",3267,3267,3267,3267,1952,1940,1952,1952,1952,1952,1940,1940,1940,1940,1940,1940,1940,12456,0,3267,3723,3723,3723,3267,"","","[12606,12610]",0,0,0
66,140,"","","","","","","","","","","","",1964,3268,"","",3268,"","","","","",1926779813,0,0,"[12599,12610]",10,7,0,1942,"",1942,"",1964,3268,"",3268,3268,3268,3268,1964,1942,1964,1964,1964,1964,1942,1942,1942,1942,1942,1942,1942,12457,0,3268,3724,3724,3724,3268,"","","[12607,12610]",0,0,0
67,141,"","","","","","","","","","","","","",2870,1992,"","","","","","","",-557327777,30,100,[12595],11,3,640,4392,"","","","",2048,"",2048,2048,2048,2048,4392,4392,4392,4392,4392,4392,4392,4392,4392,4392,4392,4392,4392,12545,60,2024,1992,2024,2024,2048,"","",[12603],1441,30,100
68,142,"","","","","","","","","","","","","",2871,1993,"","",2062,2062,"","",2051,-1074439089,48,100,[12596],11,4,704,4393,"","","","",2050,"",2050,2050,2062,2062,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,12546,75,2025,1993,2025,2025,2051,"","",[12604],636,48,100
69,143,"","","","","","","","","","","","","",2872,1994,"","",2063,2063,2052,2058,2066,1419643846,68,100,[12597],11,5,775,4394,"","","","",2063,"",2058,2052,2063,2063,4394,4394,4394,4394,4394,4394,4394,4394,4394,4394,4394,4394,4394,12547,0,2026,1994,2026,2026,2066,"",1,[12605],42,68,100
70,144,"","","","","","","","","","","","","",2873,1997,"","",2064,2064,2054,2059,2067,2044538361,0,0,[12598],11,6,0,4395,"","","","",2064,"",2059,2054,2064,2064,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,12548,0,2027,1997,2027,2027,2067,"","",[12606],0,0,0
71,145,"","","","","","","","","","","","","",2874,1998,"","",2065,2065,2056,2060,2068,-444339820,0,0,[12599],11,7,0,4396,"","","","",2065,"",2060,2056,2065,2065,4396,4396,4396,4396,4396,4396,4396,4396,4396,4396,4396,4396,4396,12549,0,2029,1998,2029,2029,2068,"","",[12607],0,0,0
72,146,"","","","","","","","","","","","","",895,"","",6284,883,6284,12057,6284,12057,-964777382,48,100,"[12596,12611,12660]",12,4,612,"","",9747,9801,"",6284,"",6284,12057,6284,883,9801,9747,9801,9801,9801,9801,9747,9747,9747,9747,9747,9747,9747,12515,75,6284,886,886,886,12057,"","","[12604,12611,12660]",553,48,100
73,147,"","","","","","","","","","","","","",897,"","",6285,884,6285,12058,6285,12058,1027011185,68,100,"[12597,12611,12660]",12,5,673,"","",9748,9802,"",6285,"",6285,12058,6285,884,9802,9748,9802,9802,9802,9802,9748,9748,9748,9748,9748,9748,9748,12516,0,6285,888,888,888,12058,"",1,"[12605,12611,12660]",37,68,100
74,148,"","","","","","","","","","","","","",898,"","",6286,885,6286,12059,6286,12059,-1839053998,0,0,"[12598,12611,12660]",12,6,0,"","",9749,9803,"",6286,"",6286,12059,6286,885,9803,9749,9803,9803,9803,9803,9749,9749,9749,9749,9749,9749,9749,12517,0,6286,889,889,889,12059,"","","[12606,12611,12660]",0,0,0
75,149,"","","","","","","","","","","","","",899,"","",6287,886,6287,12060,6287,12060,1845632009,0,0,"[12599,12611,12660]",12,7,0,"","",9750,9804,"",6287,"",6287,12060,6287,886,9804,9750,9804,9804,9804,9804,9750,9750,9750,9750,9750,9750,9750,12518,0,6287,900,900,900,12060,"","","[12607,12611,12660]",0,0,0
76,150,"","","","","","","","","","","","","",3018,3018,3030,3551,3030,9237,"","",5918,-1618168670,48,100,[12596],13,4,612,3992,"","","","",6500,"",6500,6500,9237,3030,3992,3992,3992,3992,3992,3992,3992,3992,3992,3992,3992,3992,3992,12493,75,3551,3018,3030,"",5918,"","",[12604],553,48,100
77,151,"","","","","","","","","","","","","",3019,3019,3031,3552,3031,9238,"","",5919,-2058874949,68,100,[12597],13,5,673,3993,"","","","",6501,"",6501,6501,9238,3031,3993,3993,3993,3993,3993,3993,3993,3993,3993,3993,3993,3993,3993,12494,0,3552,3019,3031,"",5919,"",1,[12605],37,68,100
78,152,"","","","","","","","","","","","","",3020,3020,3032,3553,3032,9239,"","",5920,-697952158,0,0,[12598],13,6,0,3994,"","","","",6502,"",6502,6502,9239,3032,3994,3994,3994,3994,3994,3994,3994,3994,3994,3994,3994,3994,3994,12495,0,3553,3020,3032,"",5920,"","",[12606],0,0,0
