"rownum","BaseItemType","i32","i32"
176,4690,160,105
177,4724,0,0
178,4723,350,0
179,687,100,0
180,438,90,0
181,2227,110,217
182,2226,125,217
183,2204,110,217
184,2203,125,217
185,1051,110,217
186,425,10,200
187,1695,125,217
188,1694,110,217
189,2011,115,200
190,736,90,62
191,1141,110,270
192,410,75,200
193,618,110,131
194,2237,125,200
195,1549,95,131
196,1115,95,0
197,1882,120,220
198,1640,100,131
199,1637,125,62
200,1601,120,0
201,2046,110,205
202,2181,120,205
203,2179,120,271
204,2052,125,270
205,1660,0,271
206,1747,110,200
207,411,95,131
208,448,100,200
209,443,95,200
210,441,25,62
211,428,95,200
212,1572,110,217
213,1573,125,217
214,1827,135,200
215,683,80,131
216,2010,120,200
217,2320,110,217
218,2319,125,217
219,676,100,200
220,828,100,131
221,753,95,200
222,1885,95,131
223,1636,110,131
224,1161,125,131
225,939,125,131
226,935,120,131
227,2183,125,0
228,1641,125,131
229,444,90,62
230,1873,130,200
231,1875,0,0
232,1909,110,217
233,1913,125,217
234,415,80,0
235,686,90,131
236,2093,110,217
237,2092,125,217
238,2291,0,0
239,2048,125,205
240,1886,115,205
241,1587,110,217
242,1588,125,217
243,2246,120,270
244,2245,125,270
245,1226,125,217
246,2107,110,217
247,2106,125,217
248,440,90,0
249,2343,110,217
250,2342,125,217
251,1120,90,131
252,1123,100,131
253,1118,90,131
254,1121,125,131
255,1119,80,131
256,1122,85,200
257,734,75,0
258,739,75,0
259,1726,95,0
260,1050,125,0
261,447,65,0
262,735,75,0
263,1031,90,0
264,722,90,131
265,760,125,131
266,1638,130,220
267,682,95,62
268,449,80,0
269,685,80,62
270,1136,110,131
271,738,90,131
272,632,110,131
273,1147,110,217
274,1798,110,217
275,1793,125,217
276,2184,0,220
277,427,35,62
278,782,120,131
279,419,15,62
280,844,110,131
281,784,120,200
282,1116,110,131
283,740,75,131
284,684,90,131
285,832,110,131
286,1091,125,217
287,418,90,200
288,2185,0,0
289,1132,110,131
290,1018,120,200
291,938,125,131
292,1131,100,131
293,437,120,131
294,1635,115,160
295,834,100,0
296,835,100,131
297,737,95,131
298,619,95,131
299,1833,0,220
300,620,95,0
301,1639,130,0
302,833,100,131
303,720,90,131
304,1090,125,131
305,1052,110,217
306,1139,115,0
307,1140,95,62
308,1138,110,131
309,1127,95,0
310,1135,125,0
311,1137,90,0
312,1741,100,131
313,1133,105,200
314,1924,110,217
315,1928,125,217
316,2408,0,269
317,2406,125,200
318,2407,125,269
319,2404,0,200
320,2405,125,200
321,2372,0,269
322,426,70,131
323,1129,125,131
324,2278,115,0
325,2151,125,270
326,2388,0,0
327,2403,125,269
328,2139,125,200
329,1144,125,200
330,2387,125,269
331,2386,125,269
332,2273,120,200
333,1130,100,131
334,2284,125,200
335,2385,135,200
336,2287,120,200
337,1648,120,131
338,1751,125,200
339,1154,95,220
340,1155,130,200
341,2276,115,200
342,2289,135,200
343,2277,115,200
344,1874,125,131
345,2140,150,270
346,2280,125,200
347,2288,120,200
348,2279,0,271
349,2013,120,271
350,1156,100,200
351,2071,0,0
352,2070,0,0
353,2069,0,0
354,2068,130,0
355,2286,0,0
356,1654,115,131
357,2186,0,0
358,838,90,220
359,1797,110,217
360,1792,125,217
361,645,100,131
362,831,120,131
363,830,100,131
364,1896,0,0
365,423,25,62
366,2285,115,0
367,1709,110,217
368,1710,125,217
369,2150,120,270
370,1752,120,200
371,446,55,62
372,1117,110,217
373,1134,85,160
374,1632,100,62
375,994,110,131
376,717,70,131
377,854,110,131
378,1160,100,160
379,2402,0,269
380,716,80,0
381,721,90,131
382,1871,110,131
383,439,90,0
384,445,70,62
385,2283,0,0
386,2282,0,0
387,2281,0,0
388,463,0,0
389,746,200,200
390,842,0,0
391,2220,320,411
392,2225,180,272
393,2224,150,189
394,2215,130,91
395,2214,100,133
396,2217,80,52
397,2222,80,161
398,2219,230,244
399,2216,80,52
400,2218,250,184
401,2221,180,272
402,681,100,0
403,628,60,0
404,497,40,0
405,2196,320,411
406,2202,180,272
407,2201,150,189
408,2190,100,133
409,2191,130,91
410,2193,80,52
411,2199,80,161
412,2195,230,244
413,2192,80,52
414,2194,250,184
415,2197,180,272
416,2248,180,0
417,2249,180,0
418,2250,130,0
419,2252,80,0
420,2251,80,0
421,2253,250,0
422,2254,210,0
423,911,150,0
424,432,15,62
425,2256,180,340
426,2255,130,145
427,2258,80,100
428,2257,80,100
429,2259,250,275
430,2260,275,407
431,1692,320,411
432,1701,180,272
433,982,130,0
434,984,80,0
435,986,160,0
436,983,80,0
437,985,250,0
438,1699,180,272
439,1696,150,189
440,1700,180,0
441,1697,100,91
442,1687,130,133
443,1689,80,52
444,1698,80,161
445,1691,230,244
446,1688,80,52
447,1690,250,184
448,1153,150,0
449,1148,100,0
450,1150,80,0
451,1152,110,0
452,1149,80,0
453,1151,250,0
454,635,160,131
455,634,150,131
456,633,160,131
457,2045,320,650
458,2271,175,234
459,2122,130,145
460,2124,80,100
461,2127,190,340
462,2123,80,100
463,2125,250,275
464,384,70,97
465,883,250,407
466,453,85,131
467,564,110,88
468,563,70,42
469,489,90,62
470,562,70,42
471,561,215,136
472,372,50,62
473,371,50,0
474,1988,0,0
475,1986,0,0
476,1982,0,0
477,1984,0,0
478,1983,0,0
479,1985,0,0
480,1987,0,0
481,822,320,510
482,455,195,131
483,2274,150,0
484,560,110,88
485,559,70,42
486,482,175,200
487,558,70,42
488,557,215,136
489,1162,0,0
490,670,0,0
491,1947,0,0
492,1949,0,0
493,1029,320,411
494,1033,180,272
495,1040,180,272
496,1766,180,478
497,1047,150,189
498,1024,130,133
499,1026,80,52
500,1034,80,161
501,1028,230,244
502,1025,80,52
503,1027,250,184
504,2128,180,0
505,981,220,0
506,979,150,0
507,980,120,0
508,388,65,97
509,921,65,0
510,456,15,28
511,2109,640,489
512,2117,300,377
513,2111,200,266
514,2112,260,181
515,2114,160,106
516,2118,160,322
517,2116,360,544
518,2113,160,106
519,2115,500,370
520,2110,460,489
521,2189,0,200
522,773,240,200
523,429,90,200
524,829,160,303
525,1072,190,0
526,1250,0,0
527,1249,0,0
528,1248,0,0
529,1247,0,0
530,1246,0,0
531,1245,0,0
532,1244,0,0
533,1069,175,165
534,2142,100,0
535,1852,80,97
536,502,0,0
537,501,0,0
538,500,0,0
539,499,0,0
540,523,0,0
541,522,0,0
542,521,0,0
543,520,0,0
544,519,0,0
545,518,0,0
546,513,0,0
547,512,0,0
548,511,0,0
549,510,0,0
550,584,0,305
551,583,0,305
552,582,0,200
553,581,0,200
554,2053,0,0
555,2054,0,0
556,2056,0,0
557,2058,0,0
558,2057,0,0
559,2059,0,0
560,2162,180,338
561,1887,110,234
562,1191,0,0
563,1192,0,0
564,1186,0,0
565,1188,0,0
566,1190,0,0
567,1187,0,0
568,1189,0,0
569,1740,160,165
570,1611,110,131
571,1742,130,0
572,1744,80,0
573,1743,80,0
574,1745,250,0
575,434,40,62
576,1054,210,200
577,861,130,113
578,863,80,65
579,862,80,65
580,864,250,229
581,1087,300,407
582,639,110,88
583,641,70,42
584,640,70,42
585,643,0,338
586,642,215,136
587,644,100,407
588,1071,190,0
589,742,190,200
590,927,90,97
591,1843,0,0
592,1842,0,0
593,1841,0,0
594,1819,0,0
595,1818,0,0
596,825,175,165
597,1633,150,97
598,386,130,97
599,1088,130,0
600,1676,175,0
601,1807,130,0
602,1809,80,0
603,1808,80,0
604,1810,250,0
605,1933,640,0
606,1937,360,0
607,1935,300,0
608,1936,200,0
609,1929,260,0
610,1931,160,0
611,1938,160,0
612,1934,460,0
613,1930,160,0
614,1932,500,0
615,706,0,0
616,702,0,0
617,1962,0,0
618,1955,0,0
619,1074,190,0
620,395,225,165
621,2272,120,166
622,393,200,0
623,624,80,0
624,623,80,0
625,622,80,0
626,621,80,0
627,771,190,200
628,1560,320,411
629,1568,180,272
630,1569,180,272
631,2041,180,0
632,1574,150,189
633,1570,180,0
634,1566,100,91
635,1562,130,133
636,1564,80,52
637,1571,80,161
638,1561,230,244
639,1563,80,52
640,1565,250,184
641,1590,640,821
642,1599,360,544
643,2043,360,0
644,1598,300,377
645,1600,360,0
646,1596,200,181
647,1592,260,266
648,1594,160,106
649,1597,160,322
650,1591,460,489
651,1593,160,106
652,1595,500,370
653,382,75,165
654,755,0,0
655,757,0,0
656,756,0,0
657,758,0,0
658,514,130,165
659,1822,0,0
660,1824,0,0
661,1823,0,0
662,1825,0,0
663,391,90,0
664,567,300,510
665,653,190,338
666,475,220,338
667,612,180,338
668,1749,320,0
669,626,200,338
670,1845,150,165
671,552,0,0
672,548,130,113
673,531,95,113
674,544,0,0
675,540,0,0
676,535,130,113
677,527,120,113
678,1806,320,0
679,551,0,0
680,547,80,65
681,532,60,65
682,543,0,0
683,539,0,0
684,536,80,65
685,526,80,65
686,487,150,131
687,718,110,200
688,646,150,338
689,550,0,0
690,546,80,65
691,530,60,65
692,542,0,0
693,538,0,0
694,534,80,65
695,525,80,65
696,549,0,0
697,545,250,229
698,529,190,229
699,541,0,0
700,537,0,0
701,533,250,229
702,524,240,229
703,528,335,0
704,2299,0,0
705,2051,150,0
706,2301,0,330
707,2302,0,0
708,2304,0,0
709,2303,0,0
710,2305,0,0
711,1169,0,0
712,1164,0,0
713,1166,0,0
714,1168,0,0
715,1165,0,0
716,1167,0,0
717,1628,130,113
718,1630,80,65
719,1629,80,65
720,1631,250,229
721,1176,0,0
722,1171,0,0
723,1173,0,0
724,1175,0,0
725,1172,0,0
726,1174,0,0
727,1844,150,0
728,1001,80,0
729,1890,170,337
730,431,70,62
731,498,0,0
732,592,180,200
733,1073,190,0
734,2313,320,411
735,2315,180,272
736,2314,180,272
737,2316,150,189
738,2308,130,91
739,2307,100,133
740,2310,80,52
741,2318,80,161
742,2312,230,244
743,2309,80,52
744,2311,250,184
745,1075,260,510
746,468,0,0
747,461,35,50
748,1083,50,97
749,910,150,0
750,1085,40,97
751,1183,0,0
752,1184,0,0
753,1178,0,0
754,1180,0,0
755,1182,0,0
756,1179,0,0
757,1181,0,0
758,488,0,0
759,615,160,131
760,486,0,0
761,675,310,510
762,2012,0,0
763,996,100,0
764,998,80,0
765,2141,280,0
766,1000,310,0
767,997,80,0
768,999,250,0
769,849,0,303
770,450,155,338
771,733,190,338
772,732,190,338
773,728,130,113
774,772,150,200
775,730,80,65
776,483,160,131
777,729,80,65
778,731,250,229
779,1835,130,160
780,1837,80,110
781,1836,80,110
782,1838,250,300
783,460,25,50
784,2035,130,0
785,2037,80,0
786,2034,230,0
787,2036,80,0
788,2038,250,0
789,1055,320,411
790,1021,180,272
791,1805,180,0
792,1048,150,189
793,1042,130,133
794,1044,80,52
795,1022,80,161
796,1046,230,244
797,1043,80,52
798,1045,250,184
799,627,0,0
800,748,0,0
801,749,0,0
802,759,0,0
803,747,0,0
804,507,0,0
805,506,140,165
806,509,125,97
807,503,75,97
808,1092,100,113
809,1094,80,65
810,1096,230,303
811,1093,80,65
812,1095,250,229
813,1202,180,0
814,946,80,0
815,1970,0,0
816,1968,0,0
817,1964,0,0
818,1966,0,0
819,1965,0,0
820,1967,0,0
821,1969,0,0
822,1005,100,0
823,1007,80,0
824,1006,80,0
825,1008,250,0
826,1010,30,0
827,1009,30,0
828,909,150,0
829,396,0,0
830,881,320,650
831,812,0,0
832,805,0,0
833,807,0,0
834,806,0,0
835,808,0,0
836,1243,190,405
837,874,220,40
838,725,0,0
839,726,0,0
840,724,0,0
841,953,0,0
842,955,0,0
843,957,0,0
844,954,0,0
845,956,0,0
846,397,0,0
847,1781,640,821
848,940,0,0
849,1796,360,544
850,2014,360,0
851,1789,300,377
852,1801,200,181
853,1775,260,266
854,1777,160,106
855,1804,160,322
856,1784,460,489
857,1776,160,106
858,1778,500,370
859,1610,270,650
860,1834,300,580
861,454,85,131
862,2120,185,338
863,1872,160,0
864,1854,80,165
865,658,130,88
866,660,80,42
867,484,70,62
868,2119,230,0
869,659,80,42
870,661,250,136
871,908,150,0
872,743,100,97
873,1900,320,411
874,1910,180,272
875,1912,180,272
876,1908,150,189
877,1902,100,91
878,1903,130,133
879,1905,80,52
880,1911,80,161
881,1901,230,244
882,1906,80,52
883,1904,250,184
884,2361,0,476
885,2362,0,234
886,2357,130,166
887,2359,80,97
888,2275,80,200
889,2358,80,97
890,2360,250,338
891,809,0,0
892,793,0,0
893,795,0,0
894,794,0,0
895,796,0,0
896,1951,0,0
897,1953,0,0
898,1952,0,0
899,1954,0,0
900,1957,0,0
901,1959,0,0
902,1958,0,0
903,1960,0,0
904,631,0,0
905,630,0,0
906,629,0,0
907,381,55,97
908,1612,0,0
909,1627,210,338
910,1615,0,0
911,1617,0,0
912,1616,0,0
913,1618,0,0
914,873,290,407
915,719,125,165
916,1649,130,113
917,1651,80,65
918,1653,160,303
919,1650,80,65
920,1652,250,229
921,1830,290,0
922,2129,100,0
923,2130,130,145
924,2132,80,100
925,2131,80,100
926,2133,250,275
927,1736,130,0
928,1738,80,0
929,1737,80,0
930,1739,250,0
931,2081,320,244
932,2090,180,272
933,2089,150,189
934,2083,100,133
935,2084,130,91
936,2085,80,52
937,2094,80,161
938,2088,180,272
939,2082,230,411
940,2086,80,52
941,2087,250,184
942,752,390,510
943,668,0,0
944,789,130,113
945,791,80,65
946,790,80,65
947,792,250,229
948,941,0,0
949,595,0,0
950,2188,0,653
951,474,270,338
952,406,220,0
953,774,130,88
954,776,80,42
955,479,175,131
956,1030,80,97
957,775,80,42
958,777,250,136
959,2290,0,0
960,1102,0,0
961,1097,0,0
962,1099,0,0
963,1101,0,0
964,1098,0,0
965,1100,0,0
966,942,0,0
967,2270,0,236
968,958,0,234
969,960,0,131
970,962,0,0
971,2267,100,0
972,959,0,131
973,961,0,441
974,928,100,0
975,1603,180,338
976,1619,180,338
977,1647,160,165
978,945,0,0
979,973,0,331
980,975,0,155
981,977,0,0
982,974,0,155
983,976,0,504
984,617,0,0
985,879,150,165
986,744,160,200
987,2327,640,821
988,2328,300,377
989,2322,260,181
990,2321,200,266
991,2324,160,106
992,2329,160,322
993,2326,460,489
994,2323,160,106
995,2325,500,370
996,1068,175,165
997,467,70,50
998,1729,130,0
999,1731,80,0
1000,1733,320,580
1001,1730,80,0
1002,1732,250,0
1003,978,180,272
1004,392,200,0
1005,727,60,97
1006,1575,320,411
1007,1583,180,272
1008,1584,180,272
1009,2042,180,0
1010,1589,150,189
1011,1585,180,0
1012,1581,100,91
1013,1577,130,133
1014,1579,80,52
1015,1586,80,161
1016,1576,230,244
1017,1578,80,52
1018,1580,250,184
1019,876,320,510
1020,473,280,480
1021,398,220,0
1022,1126,210,200
1023,654,130,113
1024,656,80,65
1025,478,120,131
1026,2076,180,0
1027,655,80,65
1028,657,250,229
1029,741,200,338
1030,1662,80,165
1031,1686,100,0
1032,2244,180,338
1033,2243,210,338
1034,2247,150,235
1035,2238,130,145
1036,2240,80,100
1037,2239,80,100
1038,2241,250,275
1039,2242,210,407
1040,1111,320,411
1041,1146,180,272
1042,1224,180,272
1043,1204,150,189
1044,1228,100,91
1045,1211,130,133
1046,1213,80,52
1047,1143,80,161
1048,380,95,97
1049,1215,230,244
1050,1212,80,52
1051,1214,250,184
1052,821,320,407
1053,810,0,0
1054,797,0,0
1055,799,0,0
1056,798,0,0
1057,800,0,0
1058,616,180,407
1059,2095,320,244
1060,2104,180,272
1061,2103,150,189
1062,2097,100,133
1063,2098,130,91
1064,2100,80,52
1065,2108,80,161
1066,2102,180,272
1067,2096,230,411
1068,2099,80,52
1069,2101,250,184
1070,379,65,97
1071,378,65,97
1072,903,150,165
1073,1019,100,91
1074,848,220,407
1075,666,0,0
1076,1677,0,0
1077,1679,0,0
1078,1678,0,0
1079,1680,0,0
1080,466,0,0
1081,1602,0,0
1082,1876,130,0
1083,1878,80,0
1084,1879,80,0
1085,1877,250,0
1086,1605,0,0
1087,1607,0,0
1088,1609,0,0
1089,1606,0,0
1090,1608,0,0
1091,2336,320,411
1092,2338,180,272
1093,2337,180,272
1094,2339,150,189
1095,2331,130,91
1096,2330,100,133
1097,2333,80,52
1098,2341,80,161
1099,2335,230,244
1100,2332,80,52
1101,2334,250,184
1102,1062,0,0
1103,1056,0,0
1104,1058,0,0
1105,1036,0,0
1106,1038,0,0
1107,1037,0,0
1108,1060,0,0
1109,1032,100,0
1110,1057,0,0
1111,1059,0,0
1112,1666,150,0
1113,377,30,97
1114,376,0,0
1115,407,50,97
1116,1892,170,160
1117,1755,130,145
1118,1757,80,100
1119,1756,80,100
1120,1758,250,275
1121,459,20,50
1122,435,25,62
1123,907,150,0
1124,723,115,97
1125,850,0,0
1126,1555,130,113
1127,1557,80,65
1128,1554,160,165
1129,1556,80,65
1130,1558,250,229
1131,1763,50,0
1132,1893,170,280
1133,1759,80,0
1134,1761,80,0
1135,1760,80,0
1136,1762,250,0
1137,1831,0,420
1138,920,320,0
1139,827,150,0
1140,692,130,0
1141,694,80,0
1142,485,175,0
1143,693,80,0
1144,695,250,0
1145,906,150,0
1146,1828,150,0
1147,761,130,88
1148,763,80,42
1149,762,80,42
1150,764,250,136
1151,1750,320,0
1152,476,220,338
1153,491,220,0
1154,1634,210,0
1155,708,130,113
1156,710,80,65
1157,490,120,131
1158,709,80,65
1159,711,250,229
1160,855,300,0
1161,745,120,200
1162,2143,130,145
1163,2145,80,100
1164,2144,80,100
1165,2146,250,275
1166,590,180,200
1167,1811,0,0
1168,636,90,131
1169,637,90,131
1170,370,0,0
1171,1110,320,411
1172,1145,180,272
1173,1223,180,272
1174,1203,150,189
1175,1227,100,91
1176,1206,130,133
1177,1208,80,52
1178,1142,80,161
1179,375,95,97
1180,1210,230,244
1181,1207,80,52
1182,1209,250,184
1183,1109,640,0
1184,1225,360,0
1185,1205,300,0
1186,1229,200,0
1187,1216,260,0
1188,1218,160,0
1189,1220,460,0
1190,1217,160,0
1191,1219,500,0
1192,1035,90,0
1193,917,75,97
1194,1004,250,407
1195,1646,310,580
1196,1642,130,145
1197,1644,80,100
1198,1643,80,100
1199,1645,250,275
1200,1780,320,411
1201,1786,180,272
1202,1889,180,0
1203,1788,150,189
1204,1800,100,91
1205,1771,130,133
1206,1773,80,52
1207,1803,80,161
1208,1783,230,244
1209,1795,180,272
1210,1772,80,52
1211,1774,250,184
1212,647,130,97
1213,1081,40,0
1214,368,140,0
1215,2157,130,145
1216,2159,80,100
1217,2158,80,100
1218,2160,250,275
1219,2156,275,650
1220,1076,120,88
1221,1078,70,42
1222,1077,70,42
1223,1079,220,136
1224,470,0,0
1225,471,0,0
1226,813,0,0
1227,814,0,0
1228,815,0,0
1229,1998,0,0
1230,1997,0,0
1231,1991,0,0
1232,1992,0,0
1233,1994,0,0
1234,1993,0,0
1235,1995,0,0
1236,1996,0,0
1237,884,250,0
1238,1940,130,145
1239,1942,80,100
1240,1941,80,100
1241,1943,250,275
1242,943,0,0
1243,963,0,234
1244,965,0,131
1245,967,0,0
1246,964,0,131
1247,966,0,441
1248,457,120,131
1249,481,80,62
1250,1053,200,338
1251,847,200,0
1252,1814,0,0
1253,1816,0,0
1254,1815,0,0
1255,1817,0,0
1256,837,290,407
1257,770,150,200
1258,1125,190,200
1259,1946,160,235
1260,769,80,97
1261,1864,340,0
1262,1866,190,340
1263,1862,165,340
1264,1868,165,0
1265,1863,165,340
1266,1855,0,166
1267,1856,130,270
1268,1858,80,166
1269,1867,95,200
1270,1857,80,166
1271,1859,250,478
1272,765,80,113
1273,767,80,65
1274,2121,320,580
1275,1853,175,0
1276,766,80,65
1277,768,250,229
1278,2063,0,0
1279,2065,0,0
1280,2064,0,0
1281,2066,0,0
1282,2061,0,0
1283,1199,0,0
1284,1200,0,0
1285,1194,0,0
1286,1196,0,0
1287,1198,0,0
1288,1195,0,0
1289,1197,0,0
1290,469,0,0
1291,902,220,0
1292,385,80,97
1293,878,0,0
1294,916,95,97
1295,2350,640,821
1296,2351,300,377
1297,2345,260,181
1298,2344,200,266
1299,2347,160,106
1300,2352,160,322
1301,2349,460,489
1302,2346,160,106
1303,2348,500,370
1304,591,180,200
1305,1089,90,110
1306,993,30,0
1307,992,30,0
1308,991,60,0
1309,987,60,0
1310,989,50,0
1311,988,50,0
1312,990,175,0
1313,568,350,510
1314,2018,130,145
1315,2020,80,100
1316,2019,80,100
1317,2021,250,275
1318,2022,250,407
1319,750,150,407
1320,652,200,338
1321,751,150,165
1322,389,250,165
1323,648,130,113
1324,650,80,65
1325,649,80,65
1326,651,250,229
1327,843,0,0
1328,436,95,0
1329,877,90,0
1330,1826,90,0
1331,1840,100,0
1332,869,325,0
1333,870,130,0
1334,867,80,0
1335,868,80,0
1336,866,250,0
1337,394,0,0
1338,1734,200,338
1339,2136,200,338
1340,2135,60,97
1341,1049,100,91
1342,880,150,165
1343,1891,0,0
1344,905,150,0
1345,2164,0,0
1346,2166,0,0
1347,2167,0,0
1348,2169,0,0
1349,2168,0,0
1350,2170,0,0
1351,1655,0,0
1352,1657,0,0
1353,1656,0,0
1354,1658,0,0
1355,1659,0,0
1356,589,120,200
1357,2006,0,0
1358,2008,0,0
1359,2007,0,0
1360,2002,0,0
1361,2001,0,0
1362,2004,0,0
1363,2003,0,0
1364,2005,0,0
1365,2134,190,0
1366,2044,0,0
1367,504,0,0
1368,1667,0,0
1369,1670,0,0
1370,1914,320,411
1371,1925,180,272
1372,1927,180,272
1373,1923,150,189
1374,1916,100,91
1375,1917,100,0
1376,1918,130,133
1377,1920,80,52
1378,1926,80,161
1379,1915,230,244
1380,1921,80,52
1381,1919,250,184
1382,2369,180,338
1383,2370,0,234
1384,2364,0,166
1385,2366,0,97
1386,2365,0,97
1387,2367,0,338
1388,1672,0,0
1389,1675,0,0
1390,1681,0,0
1391,1683,0,0
1392,1685,0,0
1393,1682,0,0
1394,1684,0,0
1395,995,170,338
1396,2047,170,405
1397,2015,170,338
1398,1850,80,97
1399,1846,130,113
1400,1848,80,65
1401,1847,80,65
1402,1849,250,229
1403,914,0,0
1404,898,220,0
1405,890,75,97
1406,893,130,0
1407,895,80,0
1408,894,80,0
1409,896,250,0
1410,891,55,0
1411,897,200,0
1412,889,130,0
1413,887,80,0
1414,888,80,0
1415,886,250,0
1416,922,0,0
1417,924,0,0
1418,892,80,97
1419,926,0,0
1420,923,0,0
1421,925,0,0
1422,811,0,0
1423,801,0,0
1424,803,0,0
1425,802,0,0
1426,804,0,0
1427,1159,110,165
1428,705,0,0
1429,701,0,0
1430,2039,340,650
1431,882,275,338
1432,1231,190,200
1433,1237,210,338
1434,1041,175,303
1435,875,160,113
1436,1550,130,0
1437,1552,80,65
1438,836,150,131
1439,1551,80,65
1440,1553,250,229
1441,826,320,0
1442,477,195,0
1443,820,190,0
1444,816,120,113
1445,818,70,65
1446,817,70,65
1447,819,220,229
1448,1665,200,0
1449,383,65,97
1450,390,60,97
1451,845,0,405
1452,853,0,165
1453,871,0,0
1454,872,0,200
1455,1113,320,0
1456,1003,0,97
1457,1002,0,97
1458,824,175,165
1459,458,35,50
1460,1086,140,165
1461,430,15,62
1462,2180,0,0
1463,433,15,62
1464,625,190,0
1465,2172,0,0
1466,2173,0,0
1467,1779,320,411
1468,1785,180,272
1469,1832,180,0
1470,1787,150,189
1471,2174,0,0
1472,2176,0,0
1473,2175,0,0
1474,2177,0,0
1475,1799,100,91
1476,1767,130,133
1477,1769,80,52
1478,1802,80,161
1479,1782,230,244
1480,1768,80,52
1481,1770,250,184
1482,1794,180,272
1483,2356,100,0
1484,1070,80,110
1485,918,175,0
1486,929,250,0
1487,931,130,130
1488,933,80,80
1489,932,80,80
1490,934,250,280
1491,1082,50,0
1492,904,150,0
1493,1084,40,0
1494,1067,175,165
1495,1898,100,0
1496,1626,100,0
1497,944,0,0
1498,968,0,331
1499,970,0,115
1500,972,0,0
1501,969,0,115
1502,971,0,503
1503,688,0,0
1504,690,0,0
1505,689,0,0
1506,691,0,0
1507,823,175,165
1508,778,120,88
1509,780,70,42
1510,1735,0,0
1511,779,70,42
1512,781,240,136
1513,865,300,407
1514,2293,0,0
1515,2294,0,0
1516,2296,0,0
1517,2295,0,0
1518,2297,0,0
1519,580,20,0
1520,579,20,62
1521,587,220,200
1522,586,180,200
1523,585,180,200
1524,1880,80,0
1525,664,0,0
1526,662,0,0
1527,1707,320,411
1528,1716,180,272
1529,1714,180,272
1530,1711,150,189
1531,1715,180,0
1532,1702,130,133
1533,1712,100,91
1534,1704,80,52
1535,1713,80,161
1536,1706,230,244
1537,1703,80,52
1538,1705,250,184
1539,1979,0,0
1540,1974,0,0
1541,1975,0,0
1542,1977,0,0
1543,1973,0,0
1544,1978,0,0
