"rownum","Id","Text","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool","[i32]","i32","[rid]","bool","[rid]","bool"
19,"EvasionTopPopup","Estimated Evasion Chance",[659],1,[],[],22,"",[],0,[],"",[],""
20,"MeleeEvadeChanceTop","Estimated chance to Evade Melee Attacks",[10075],1,[],[10077],22,1,[],0,[],"",[],""
21,"ProjectileEvadeChanceTop","Estimated chance to Evade Projectile Attacks",[10076],1,[],[10077],22,1,[],0,[],"",[],""
22,"BlockChanceAttackTop","Block",[907],1,[],[],25,"",[],0,[],"",[],""
23,"BlockChanceTopPopup","Block Chance",[907],1,[],[],25,"",[],0,[],"",[],""
24,"MaxBlockChanceTop","Maximum Block chance",[14158],1,[],[],25,1,[],0,[],"",[],""
25,"LifeStats","Maximum Life",[237],0,[],[],26,"",[],0,[],"",[],""
26,"LifeUnreserved","[Reservation|Unreserved] maximum Life",[10058],0,[3980],[],26,1,[],0,[],"",[],""
27,"LifeRecovery","Total Life Recovery per second",[1376],0,[],[],26,1,[2],0,[],"",[],""
28,"LifeRecoveryRegen","Life Recovery per second from Regeneration",[240],0,[],[],26,1,[2],0,[],"",[],""
29,"LifeRecoveryRecharge","Life Recovery per second from [LifeRecharge|Recharge]",[12685],0,[],[],26,1,[2],0,[],"",[],""
30,"LifeRecoveryFlasks","Life Recovery per second from [Flask|Flasks]",[12686],0,[],[],26,1,[2],0,[],"",[],""
31,"LifeRecoveryLeech","Life Recovery per second from [Leech]",[12688],0,[],[],26,1,[2],0,[],"",[],""
32,"LifeRecoveryOther","Life Recovery per second from other sources",[12687],0,[],[],26,1,[2],0,[],"",[],""
33,"LifeRecoup","Damage taken [Recoup|Recouped] as Life",[9013],1,[],[],26,1,[],0,[],"",[],""
34,"InfernalLegionBurning","",[9574],12,[],[],26,1,[],0,[],"",[],""
35,"ManaStats","Mana",[238],0,[],[],28,"",[],0,[],"",[],""
36,"ManaUnreserved","[Reservation|Unreserved] Mana",[10059],0,[2808],[],28,1,[],0,[],"",[],""
37,"ManaRecovery","Total Mana Recovery per second",[1377],0,[],[],28,1,[2],0,[],"",[],""
38,"ManaRecoveryRegen","Mana Recovery per second from Regeneration",[241],0,[],[],28,1,[2],0,[],"",[],""
39,"ManaRecoveryFlasks","Mana Recovery per second from [Flask|Flasks]",[12689],0,[],[],28,1,[2],0,[],"",[],""
40,"ManaRecoveryLeech","Mana Recovery per second from [ManaLeech|Leech]",[8707],0,[],[],28,1,[2],0,[],"",[],""
41,"ManaRecoveryOther","Mana Recovery per second from other sources",[12690],0,[],[],28,1,[2],0,[],"",[],""
42,"ManaRecoup","Damage taken [Recoup|Recouped] as Mana",[1039],1,[],[],28,1,[],0,[],"",[],""
43,"EnergyShieldStats","Maximum [EnergyShield|Energy Shield]",[239],0,[],[],27,1,[],0,[],"",[],""
44,"EnergyShieldRecharge","[EnergyShield|Energy Shield] [ESRecharge|Recharge] per Second",[242],0,[239],[],27,1,[2],0,[],"",[],""
45,"EnergyShieldDelay","[EnergyShield|Energy Shield] [ESRecharge|Recharge] delay modifier",[3713],7,[239],[],27,1,[],0,[],"",[],""
46,"EnergyShieldRecovery","Total [EnergyShield|Energy Shield] Recovery per second",[1378],0,[239],[],27,1,[2],0,[],"",[],""
47,"EnergyShieldRecoveryRegen","[EnergyShield|Energy Shield] Recovery per second from Regeneration",[1020],0,[239],[],27,1,[2],0,[],"",[],""
48,"EnergyShieldRecoveryRecharge","[EnergyShield|Energy Shield] Recovery per second from [ESRecharge|Recharge]",[12691],0,[239],[],27,1,[2],0,[],"",[],""
49,"EnergyShieldRecoveryFlasks","[EnergyShield|Energy Shield] Recovery per second from [Flask|Flasks]",[12692],0,[239],[],27,1,[2],0,[],"",[],""
50,"EnergyShieldRecoveryLeech","[EnergyShield|Energy Shield] Recovery per second from [EnergyShieldLeech|Leech]",[8708],0,[239],[],27,1,[2],0,[],"",[],""
51,"ArmourStats","[Armour]",[233],0,[],[],29,1,[],0,[],"",[],""
52,"ArmourEstimateReduction","Estimated [Physical] damage reduction",[699],1,[233],[],29,"",[],0,[],"",[],""
53,"ArmourVsProjectiles","[Armour] against [Projectile|Projectiles]",[1033],0,[4988],[],29,"",[],0,[],"",[],""
54,"ArmourVsProjEstimateReduction","Estimated [Physical] damage reduction against [Projectile|Projectiles]",[1038],1,[4988],[],29,"",[],0,[],"",[],""
55,"ArmourVsHitsEstimateReduction","Estimated [Physical] damage reduction against [HitDamage|Hits]",[6922],1,[6921],[],29,"",[],0,[],"",[],""
56,"EvasionStats","[Evasion] Rating",[274],0,[],[],30,1,[],0,[],"",[],""
57,"EvadeChance","Estimated chance to [Evasion|Evade]",[659],1,"[10077,274]",[],30,"",[],0,[],"",[],""
58,"MeleeEvadeChance","Estimated chance to [Evasion|Evade] [Strike|Strikes]",[10075],1,[],[10077],30,1,[],0,[],"",[],""
59,"ProjectileEvadeChance","Estimated chance to [Evasion|Evade] [Projectile|Projectiles]",[10076],1,[],[10077],30,1,[],0,[],"",[],""
60,"Ward","Ward",[13688],0,[],[],41,1,[],0,[],"",[],""
61,"WardDelay","Ward Restoration time",[13693],9,[13688],[],41,"",[9],0,[],"",[],""
62,"BlockChanceStats","","[907,14158]",12,[6849],[],32,1,[],0,[],"",[],""
63,"ProjBlockChance","Chance to [Block] [Projectile|Projectiles]",[1037],1,"[1034,6849]",[],32,1,[],0,[],"",[],""
64,"BlockRec","[Block] Recovery modifier",[17102],7,[6849],[],32,1,[],0,[],"",[],""
65,"FireResist","","[299,137]",12,[],[],31,"",[],0,[],"",[],""
66,"ColdResist","","[298,139]",12,[],[],31,"",[],0,[],"",[],""
67,"LightningResist","","[300,141]",12,[],[],31,"",[],0,[],"",[],""
68,"ChaosResist","","[301,143]",12,[],[],31,"",[],0,[],"",[],""
69,"ChaosResistAgainstDegen","Chaos Resistance against Damage over time",[5637],11,[5771],[677],31,"",[],0,[],"",[],""
70,"FireResistTop","",[299],11,[],[1959],43,"",[],0,[],"",[],""
71,"FireResistUncappedTop","",[2001],11,[],[1959],43,"",[],0,[],"",[],""
72,"ColdResistTop","",[298],11,[],[1959],43,"",[],0,[],"",[],""
73,"ColdResistUncappedTop","",[2002],11,[],[1959],43,"",[],0,[],"",[],""
74,"LightningResistTop","",[300],11,[],[1959],43,"",[],0,[],"",[],""
75,"LightningResistUncappedTop","",[2003],11,[],[1959],43,"",[],0,[],"",[],""
76,"ChaosResistTop","",[301],11,[],[],43,"",[],0,[],"",[],""
77,"ChaosResistUncappedTop","",[2004],11,[],[],43,"",[],0,[],"",[],""
78,"StunImmune","",[1150],12,[],[],34,1,[],0,[],"",[],""
79,"StunRec","[StunRecovery|Stun Recovery] modifier",[273],7,[],[],34,1,[],0,[],"",[],""
80,"BleedingCannotBe","",[7688],12,[],[4518],35,1,[],0,[],"",[],""
81,"BleedingImmune","",[4518],12,[],[],35,1,[],0,[],"",[],""
82,"BleedingDurationRed","[Bleeding] duration on self",[16232],1,[],[7688],35,1,[],0,[],"",[],""
83,"IgniteCannotBe","",[6507],12,[],[4736],35,1,[],0,[],"",[],""
84,"IgniteImmune","",[4736],12,[],[],35,1,[],0,[],"",[],""
85,"IgniteDurationRed","[Ignite] duration on self",[618],1,[],[6507],35,1,[1],0,[],"",[],""
86,"ChillCannotBe","",[6997],12,[],[4737],35,1,[],0,[],"",[],""
87,"ChillImmune","",[4737],12,[],[],35,1,[],0,[],"",[],""
88,"ChillDurationRed","[Chill] duration on self",[615],1,[],[6997],35,1,[1],0,[],"",[],""
89,"FreezeCannotBe","",[6441],12,[],[4735],35,1,[],0,[],"",[],""
90,"FreezeImmune","",[4735],12,[],[],35,1,[],0,[],"",[],""
91,"FreezeDurationRed","[Freeze] duration on self",[617],1,[],[6441],35,1,[1],0,[],"",[],""
92,"ShockCannotBe","",[4755],12,[],[4598],35,1,[],0,[],"",[],""
93,"ShockImmune","",[4598],12,[],[],35,1,[],0,[],"",[],""
94,"ShockDurationRed","[Shock] duration on self",[616],1,[],[4755],35,1,[1],0,[],"",[],""
95,"PoisonCannotBe","",[11174],12,[],[8264],35,1,[],0,[],"",[],""
96,"PoisonImmune","",[8264],12,[],[],35,1,[],0,[],"",[],""
97,"PoisonDurationRed","[Poison] duration on self",[16233],1,[],[11174],35,1,[],0,[],"",[],""
98,"CombinedThorns","","[20438,20439]",12,[],[],33,1,[],0,[],"",[],""
99,"PhysicalThorns","","[20411,20412]",12,[],[],33,1,[],0,[],"",[],""
100,"FireThorns","","[20415,20416]",12,[],[],33,1,[],0,[],"",[],""
101,"ColdThorns","","[20413,20414]",12,[],[],33,1,[],0,[],"",[],""
102,"LightningThorns","","[20417,20418]",12,[],[],33,1,[],0,[],"",[],""
103,"ChaosThorns","","[20419,20420]",12,[],[],33,1,[],0,[],"",[],""
104,"ThornsCritChance","",[20424],12,[],[],33,1,[],0,"[20438,20439]","",[],""
105,"ThornsCritDamage","",[20421],12,[20424],[],33,1,[],0,"[20438,20439]","",[],""
106,"ThornsAnyHit","",[20450],12,[],[],33,1,[],0,"[20438,20439]","",[],""
107,"PhysicalTakenAsFire","[Physical] damage from [HitDamage|Hits] taken as [Fire]",[6819],1,[],[],36,1,[],0,[],"",[],""
108,"PhysicalTakenAsCold","[Physical] damage from [HitDamage|Hits] taken as [Cold]",[6820],1,[],[],36,1,[],0,[],"",[],""
109,"PhysicalTakenAsLightning","[Physical] damage from [HitDamage|Hits] taken as [Lightning]",[6821],1,[],[],36,1,[],0,[],"",[],""
110,"PhysicalTakenAsChaos","[Physical] damage from [HitDamage|Hits] taken as [Chaos]",[1018],1,[],[],36,1,[],0,[],"",[],""
111,"PhysicalTakenAsRandomElement","[Physical] damage from [HitDamage|Hits] taken as damage of a Random Element",[8005],1,[],[],36,1,[],0,[],"",[],""
112,"FireTakenAsPhysical","[Fire] damage from [HitDamage|Hits] taken as [Physical]",[9439],1,[],[],36,1,[],0,[],"",[],""
113,"FireTakenAsCold","[Fire] damage from [HitDamage|Hits] taken as [Cold]",[3213],1,[],[],36,1,[],0,[],"",[],""
114,"FireTakenAsLightning","[Fire] damage from [HitDamage|Hits] taken as [Lightning]",[3212],1,[],[],36,1,[],0,[],"",[],""
115,"FireTakenAsChaos","[Fire] damage from [HitDamage|Hits] taken as [Chaos]",[2199],1,[],[],36,1,[],0,[],"",[],""
116,"ColdTakenAsFire","[Cold] damage from [HitDamage|Hits] taken as [Fire]",[8994],1,[],[],36,1,[],0,[],"",[],""
117,"ColdTakenAsLightning","[Cold] damage from [HitDamage|Hits] taken as [Lightning]",[3216],1,[],[],36,1,[],0,[],"",[],""
118,"ColdTakenAsChaos","[Cold] damage from [HitDamage|Hits] taken as [Chaos]",[2200],1,[],[],36,1,[],0,[],"",[],""
119,"LightningTakenAsFire","[Lightning] damage from [HitDamage|Hits] taken as [Fire]",[8993],1,[],[],36,1,[],0,[],"",[],""
120,"LightningTakenAsCold","[Lightning] damage from [HitDamage|Hits] taken as [Cold]",[3214],1,[],[],36,1,[],0,[],"",[],""
121,"LightningTakenAsChaos","[Lightning] damage from [HitDamage|Hits] taken as [Chaos]",[2201],1,[],[],36,1,[],0,[],"",[],""
122,"DamageTaken","Damage taken modifier",[2218],7,"[10067,10065]",[],36,1,[],0,[],"",[],""
123,"DamageTakenFinal","Damage taken modifier",[6116],8,"[10070,10068]",[],36,1,[],0,[],"",[],""
124,"DamageTakenWhenHit","Damage taken when [HitDamage|Hit] modifier",[10060],7,[10065],[10067],36,1,[],0,[],"",[],""
125,"DamageTakenWhenHitFinal","Damage taken when [HitDamage|Hit] modifier",[9945],8,[10068],[10070],36,1,[],0,[],"",[],""
126,"DamageTakenOverTime","Damage taken over time modifier",[9957],7,[10066],[10067],36,1,[],0,[],"",[],""
127,"DamageTakenOverTimeFinal","Damage taken over time modifier",[9944],8,[10069],[10070],36,1,[],0,[],"",[],""
128,"PhysicalDamageTaken","[Physical] damage taken modifier",[3440],7,[10067],[10065],36,1,[],0,[],"",[],""
129,"PhysicalDamageTakenFinal","[Physical] damage taken modifier",[9944],8,[10070],[10068],36,1,[],0,[],"",[],""
130,"PhysicalDamageTakenWhenHit","[Physical] damage taken when [HitDamage|Hit] modifier",[10060],7,[],"[10065,10067]",36,1,[],0,[],"",[],""
131,"PhysicalDamageTakenWhenHitFinal","[Physical] damage taken when [HitDamage|Hit] modifier",[9945],8,[],"[10068,10070]",36,1,[],0,[],"",[],""
132,"PhysicalDamageTakenOverTime","[Physical] damage taken over time modifier",[9957],7,[],"[10066,10067]",36,1,[],0,[],"",[],""
133,"PhysicalDamageTakenOverTimeFinal","[Physical] damage taken over time modifier",[9944],8,[],"[10069,10070]",36,1,[],0,[],"",[],""
134,"FireDamageTaken","[Fire] damage taken modifier",[5281],7,[10067],[10065],36,1,[],0,[],"",[],""
135,"FireDamageTakenFinal","[Fire] damage taken modifier",[9950],8,[10070],[10068],36,1,[],0,[],"",[],""
136,"FireDamageTakenWhenHit","[Fire] damage taken when [HitDamage|Hit] modifier",[10063],7,[],"[10065,10067]",36,1,[],0,[],"",[],""
137,"FireDamageTakenWhenHitFinal","[Fire] damage taken when [HitDamage|Hit] modifier",[9951],8,[],"[10068,10070]",36,1,[],0,[],"",[],""
138,"FireDamageTakenOverTime","[Fire] damage taken over time modifier",[9960],7,[],"[10066,10067]",36,1,[],0,[],"",[],""
139,"FireDamageTakenOverTimeFinal","[Fire] damage taken over time modifier",[9950],8,[],"[10069,10070]",36,1,[],0,[],"",[],""
140,"ColdDamageTaken","[Cold] damage taken modifier",[5284],7,[10067],[10065],36,1,[],0,[],"",[],""
141,"ColdDamageTakenFinal","[Cold] damage taken modifier",[9946],8,[10070],[10068],36,1,[],0,[],"",[],""
142,"ColdDamageTakenWhenHit","[Cold] damage taken when [HitDamage|Hit] modifier",[10061],7,[],"[10065,10067]",36,1,[],0,[],"",[],""
143,"ColdDamageTakenWhenHitFinal","[Cold] damage taken when [HitDamage|Hit] modifier",[9947],8,[],"[10068,10070]",36,1,[],0,[],"",[],""
144,"ColdDamageTakenOverTime","[Cold] damage taken over time modifier",[9958],7,[],"[10066,10067]",36,1,[],0,[],"",[],""
145,"ColdDamageTakenOverTimeFinal","[Cold] damage taken over time modifier",[9946],8,[],"[10069,10070]",36,1,[],0,[],"",[],""
146,"LightningDamageTaken","[Lightning] damage taken modifier",[5283],7,[10067],[10065],36,1,[],0,[],"",[],""
147,"LightningDamageTakenFinal","[Lightning] damage taken modifier",[9948],8,[10070],[10068],36,1,[],0,[],"",[],""
148,"LightningDamageTakenWhenHit","[Lightning] damage taken when [HitDamage|Hit] modifier",[10062],7,[],"[10065,10067]",36,1,[],0,[],"",[],""
149,"LightningDamageTakenWhenHitFinal","[Lightning] damage taken when [HitDamage|Hit] modifier",[9949],8,[],"[10068,10070]",36,1,[],0,[],"",[],""
150,"LightningDamageTakenOverTime","[Lightning] damage taken over time modifier",[9959],7,[],"[10066,10067]",36,1,[],0,[],"",[],""
151,"LightningDamageTakenOverTimeFinal","[Lightning] damage taken over time modifier",[9948],8,[],"[10069,10070]",36,1,[],0,[],"",[],""
152,"ChaosDamageTaken","[Chaos] damage taken modifier",[5282],7,[10067],[10065],36,1,[],0,[],"",[],""
153,"ChaosDamageTakenFinal","[Chaos] damage taken modifier",[9952],8,[10070],[10068],36,1,[],0,[],"",[],""
154,"ChaosDamageTakenWhenHit","[Chaos] damage taken when [HitDamage|Hit] modifier",[10064],7,[],"[10065,10067]",36,1,[],0,[],"",[],""
155,"ChaosDamageTakenWhenHitFinal","[Chaos] damage taken when [HitDamage|Hit] modifier",[9953],8,[],"[10068,10070]",36,1,[],0,[],"",[],""
156,"ChaosDamageTakenOverTime","[Chaos] damage taken over time modifier",[9961],7,[],"[10066,10067]",36,1,[],0,[],"",[],""
157,"ChaosDamageTakenOverTimeFinal","[Chaos] damage taken over time modifier",[9952],8,[],"[10069,10070]",36,1,[],0,[],"",[],""
158,"DamageTakenReflected","Additional Reflected damage taken modifier",[4637],7,[10071],[],36,1,[],0,[],"",[],""
159,"CannotTakeReflectedPhysicalDamage","Cannot take Reflected [Physical] damage",[7277],4,[],[],36,1,[],0,[],"",[],""
160,"PhysicalDamageTakenReflected","Additional Reflected [Physical] damage taken modifier",[6945],7,[],"[10071,7277]",36,1,[],0,[],"",[],""
161,"CannotTakeReflectedElementalDamage","Cannot take Reflected [ElementalDamage|Elemental] damage",[7276],4,[],[],36,1,[],0,[],"",[],""
162,"FireDamageTakenReflected","Additional Reflected [Fire] damage taken modifier",[6962],7,[],"[10071,7276]",36,1,[],0,[],"",[],""
163,"ColdDamageTakenReflected","Additional Reflected [Cold] damage taken modifier",[6964],7,[],"[10071,7276]",36,1,[],0,[],"",[],""
164,"LightningDamageTakenReflected","Additional Reflected [Lightning] damage taken modifier",[6963],7,[],"[10071,7276]",36,1,[],0,[],"",[],""
165,"ChaosDamageTakenReflected","Additional Reflected [Chaos] damage taken modifier",[9955],7,[],[10071],36,1,[],0,[],"",[],""
166,"SpellDamageTaken","Additional [Spell] damage taken modifier",[1106],7,[],[],36,1,[],0,[],"",[],""
167,"AreaDamageTakenFromHits","Additional Area damage taken when [HitDamage|Hit] modifier",[7467],7,[],[],36,1,[],0,[],"",[],""
168,"MeleeDamageTaken","Additional damage taken from [Melee] [Attack|Attacks] modifier",[1323],7,[],[],36,1,[],0,[],"",[],""
169,"ProjectileDamageTaken","Additional damage taken from [Projectile|Projectiles] modifier",[711],7,[],[],36,1,[],0,[],"",[],""
170,"AttackProjectileDamageTaken","Additional damage taken from [Projectile] [Attack|Attacks] modifier",[9943],7,[],[],36,1,[],0,[],"",[],""
171,"DamageRemovedFromManaBeforeLife","Damage taken from Mana before Life",[1617],1,[10072],[],37,1,[],0,[],"",[],""
172,"PhysicalDamageRemovedFromManaBeforeLife","[Physical] damage taken from Mana before Life",[8988],1,[],[10072],37,1,[],0,[],"",[],""
173,"FireDamageRemovedFromManaBeforeLife","[Fire] damage taken from Mana before Life",[8989],1,[],[10072],37,1,[],0,[],"",[],""
174,"ColdDamageRemovedFromManaBeforeLife","[Cold] damage taken from Mana before Life",[8990],1,[],[10072],37,1,[],0,[],"",[],""
175,"LightningDamageRemovedFromManaBeforeLife","[Lightning] damage taken from Mana before Life",[8991],1,[],[10072],37,1,[],0,[],"",[],""
176,"ChaosDamageRemovedFromManaBeforeLife","[Chaos] damage taken from Mana before Life",[8992],1,[],[10072],37,1,[],0,[],"",[],""
177,"PhysicalDamageBypassesEnergyShield","[Physical] damage bypasses [EnergyShield|Energy Shield]",[2864],1,[239],[],37,1,[],0,[],"",[],""
178,"FireDamageBypassesEnergyShield","[Fire] damage bypasses [EnergyShield|Energy Shield]",[8949],1,[239],[],37,1,[],0,[],"",[],""
179,"ColdDamageBypassesEnergyShield","[Cold] damage bypasses [EnergyShield|Energy Shield]",[8962],1,[239],[],37,1,[],0,[],"",[],""
180,"LightningDamageBypassesEnergyShield","[Lightning] damage bypasses [EnergyShield|Energy Shield]",[8969],1,[239],[],37,1,[],0,[],"",[],""
181,"ChaosDamageDamagesEnergyShield","[Chaos] damage bypasses [EnergyShield|Energy Shield]",[2863],1,[239],[],37,1,[],0,[],"",[],""
182,"FlaskDuration","[Flask] duration modifier",[720],7,[],[],38,1,[],0,[],"",[],""
183,"FlaskRate","[Flask] Recovery rate modifier",[391],7,[],[],38,1,[],0,[],"",[],""
184,"FlaskLifeAmount","[Flask] Life amount modifier",[389],7,[],[],38,1,[],0,[],"",[],""
185,"FlaskLifeSpeed","[Flask] Life Recovery rate modifier",[721],7,[],[],38,1,[],0,[],"",[],""
186,"FlaskManaAmount","[Flask] Mana amount modifier",[390],7,[],[],38,1,[],0,[],"",[],""
187,"FlaskManaSpeed","[Flask] Mana Recovery rate modifier",[722],7,[],[],38,1,[],0,[],"",[],""
188,"FlaskChargesUsed","[Flask] Charges used modifier",[719],7,[],[],38,1,[],0,[],"",[],""
189,"FlaskChargesGained","[Flask] Charges gained modifier",[449],7,[],[],38,1,[],0,[],"",[],""
190,"FlaskChargesPerSecond","[Flask] Charges gained per second",[19836],0,[],[],38,1,[2],0,[],"",[],""
191,"CharmDuration","[Charm] duration modifier",[20299],7,[],[],39,1,[],0,[],"",[],""
192,"CharmChargesUsed","[Charm] Charges used modifier",[20296],7,[],[],39,1,[],0,[],"",[],""
193,"CharmChargesGained","[Charm] Charges gained modifier",[20297],7,[],[],39,1,[],0,[],"",[],""
194,"CharmChargesPerSecond","[Charm] Charges gained per second",[19801],0,[],[],39,1,[2],0,[],"",[],""
195,"Presence","[Presence] range",[18663],0,[14923],[],41,1,[],0,[],"",[],""
196,"MoveSpeed","Movement speed modifier",[235],7,[],[],41,1,[16],0,[],"",[],""
197,"EnemyCritReduce","Enemy [CriticalDamageBonus|Critical Damage Bonus]",[279],7,[],[],41,1,[],0,[],"",[],""
198,"Experience","Experience gain modifier",[151],7,[],[],41,1,[],0,[],"",[],""
199,"ExplodeOnLowLifeDamage","[Fire] damage from Life for [LowLife|Low Life] explosion",[670],1,[],[],41,1,[],0,[],"",[],""
200,"InfernalHoundIgnite","","[20953,20952]",12,[],[],41,1,[],0,[],"",[],""
201,"DPSComparison","Damage per second",[658],0,[],[2050],42,1,[14],0,[],"",[],""
202,"SkillDPS","",[658],12,[],"[2050,1161]",1,1,[],0,[],1,[],1
203,"SkillDamagePerUse","",[1952],12,[],[1161],1,1,[],0,[],1,[],1
204,"MH_TotalDamage","","[649,650]",12,[7233],"[424,1598,1161,20392]",1,1,[],0,[],1,[],1
205,"MH_PhysicalDamage","","[269,270]",12,[7233],"[424,1598,1161,20392]",1,1,[],0,[],1,[],1
206,"MH_FireDamage","","[257,258]",12,[7233],"[424,1598,20392]",1,1,[],0,[],1,[],1
207,"MH_ColdDamage","","[253,254]",12,[7233],"[424,1598,20392]",1,1,[],0,[],1,[],1
208,"MH_LightningDamage","","[261,262]",12,[7233],"[424,1598,20392]",1,1,[],0,[],1,[],1
209,"MH_ChaosDamage","","[265,266]",12,[7233],"[424,1598,20392]",1,1,[],0,[],1,[],1
210,"OH_TotalDamage","","[651,652]",12,[7234],"[424,1598,20392]",1,1,[],0,[],1,[],1
211,"OH_PhysicalDamage","","[271,272]",12,[7234],"[424,1598,20392]",1,1,[],0,[],1,[],1
212,"OH_FireDamage","","[259,260]",12,[7234],"[424,1598,20392]",1,1,[],0,[],1,[],1
213,"OH_ColdDamage","","[255,256]",12,[7234],"[424,1598,20392]",1,1,[],0,[],1,[],1
214,"OH_LightningDamage","","[263,264]",12,[7234],"[424,1598,20392]",1,1,[],0,[],1,[],1
215,"OH_ChaosDamage","","[267,268]",12,[7234],"[424,1598,20392]",1,1,[],0,[],1,[],1
216,"Spell_TotalDamage","","[653,654]",12,[424],"[1598,20392]",1,1,[],0,[],1,[],1
217,"Spell_PhysicalDamage","","[251,252]",12,[424],"[1598,20392]",1,1,[],0,[],1,[],1
218,"Spell_FireDamage","","[245,246]",12,[424],"[1598,20392]",1,1,[],0,[],1,[],1
219,"Spell_ColdDamage","","[243,244]",12,[424],"[1598,20392]",1,1,[],0,[],1,[],1
220,"Spell_LightningDamage","","[247,249]",12,[424],"[1598,20392]",1,1,[],0,[],1,[],1
221,"Spell_ChaosDamage","","[248,250]",12,[424],"[1598,20392]",1,1,[],0,[],1,[],1
222,"Secondary_TotalDamage","","[1599,1600]",12,[1598],[20392],1,1,[],0,[],1,[],1
223,"Secondary_PhysicalDamage","","[685,686]",12,[1598],[20392],1,1,[],0,[],1,[],1
224,"Secondary_FireDamage","","[689,690]",12,[1598],[20392],1,1,[],0,[],1,[],1
225,"Secondary_ColdDamage","","[687,688]",12,[1598],[20392],1,1,[],0,[],1,[],1
226,"Secondary_LightningDamage","","[691,692]",12,[1598],[20392],1,1,[],0,[],1,[],1
227,"Secondary_ChaosDamage","","[693,694]",12,[1598],[20392],1,1,[],0,[],1,[],1
228,"MH_FirePenetration","",[13584],12,[7233],"[424,20392]",1,1,[],0,"[257,258]",1,[],1
229,"MH_ColdPenetration","",[13585],12,[7233],[424],1,1,[],0,"[253,254]",1,[],1
230,"MH_LightningPenetration","",[13586],12,[7233],"[424,20392]",1,1,[],0,"[261,262]",1,[],1
231,"MH_ChaosPenetration","",[13594],12,[7233],"[424,20392]",1,1,[],0,"[265,266]",1,[],1
232,"OH_FirePenetration","",[13587],12,[7234],"[424,20392]",1,1,[],0,"[259,260]",1,[],1
233,"OH_ColdPenetration","",[13588],12,[7234],"[424,20392]",1,1,[],0,"[255,256]",1,[],1
234,"OH_LightningPenetration","",[13589],12,[7234],"[424,20392]",1,1,[],0,"[263,264]",1,[],1
235,"OH_ChaosPenetration","",[13595],12,[7234],"[424,20392]",1,1,[],0,"[267,268]",1,[],1
236,"FirePenetration","",[578],12,[],[20392],1,1,[],0,"[245,246,689,690]",1,[],1
237,"ColdPenetration","",[577],12,[],[20392],1,1,[],0,"[243,244,687,688]",1,[],1
238,"LightningPenetration","",[579],12,[],[20392],1,1,[],0,"[247,249,691,692]",1,[],1
239,"ChaosPenetration","",[584],12,[],[20392],1,1,[],0,"[248,250,693,694]",1,[],1
240,"PhysicalDamageOverTime","",[7620],12,[],"[2876,603]",1,1,[],0,[],1,[],1
241,"FireDamageOverTime","",[7624],12,[],"[2876,603]",1,1,[],0,[],1,[],1
242,"ColdDamageOverTime","",[7629],12,[],"[2876,603]",1,1,[],0,[],1,[],1
243,"LightningDamageOverTime","",[7633],12,[],"[2876,603]",1,1,[],0,[],1,[],1
244,"ChaosDamageOverTime","",[7637],12,[],"[2876,603]",1,1,[],0,[],1,[],1
