"rownum","Id","bool","bool","bool","Mainhand_AnimationKey","Offhand_AnimationKey","bool","rid","row","bool","row","[i32]"
102,"SpellBuffFast","","","","","","","","","","",[]
103,"IncreasingPulses","","","","","","","","","","",[]
104,"Pant","","","","","","","","","","",[]
105,"CastFast","","","","","","","","","","",[]
106,"ChannelEnd","","","","","","","","","","",[]
107,"ChannelUnleash","","","","","","","","","","",[]
108,"ChannelAttackUnleash","","","","","","","","","","",[]
109,"SpectralThrow","","","","",110,"","","","","",[]
110,"SpectralThrowOff","","","",109,"","","","","","",[]
111,"Teleport","","","","","","","","","","",[]
112,"Knockdown","",1,"","","","","","","","",[]
113,"ThrowOff","","","",46,"","","","","","",[]
114,"IdleRelaxed",1,"","","","","","","","","",[]
115,"ChannelBow","",1,"","","","","","","","",[]
116,"ChannelBowEnd","","","","","","","","","","",[]
117,"RainOfSpores","","","","","","","","","","",[]
118,"GroundSlamOffhand","","","",13,"","","","","","",[]
119,"LeapSlamOffhand","","","",14,"","","","","","",[]
120,"DoubleStrikeOffhand","","","",16,"","","","","","",[]
121,"AttackChannelEnd","","","","","","","","","","",[]
122,"ChangeToStance4","","","","","","","","","","",[]
123,"ChainStrikeThrow","","","","","","","","","","",[]
124,"SliceAndDice","","","","","","","","","","",[]
125,"ChargeStart","","","","","","","","","","",[]
126,"CoilingAssault","","","","","","","","","","",[]
127,"AttackProjectileUpward","","","","","","","","","","",[]
128,"ChannelBowUpwards","",1,"","","","","","","","",[]
129,"ChannelBowUpwardsEnd","","","","","","","","","","",[]
130,"DeathFromDegen",1,"","",6,"","","","","","",[]
131,"DeathWhileMoving",1,"","",6,"","","","","","",[]
132,"DeathForward",1,"","",6,"","","","","","",[]
133,"DeathBackward",1,"","",6,"","","","","","",[]
134,"DeathLeft",1,"","",6,"","","","","","",[]
135,"DeathRight",1,"","",6,"","","","","","",[]
136,"TakeHitForward",1,"","",5,"","","","","","",[]
137,"TakeHitBackward",1,"","",5,"","","","","","",[]
138,"TakeHitLeft",1,"","",5,"","","","","","",[]
139,"TakeHitRight",1,"","",5,"","","","","","",[]
140,"Warcry","","","","","","","","","","",[]
141,"RunBackwards",1,"",1,4,"","","","","","",[]
142,"ChangeToStance5","","","","","","","","","","",[]
143,"SummonMinion","","","",23,"","","","","","",[]
144,"RunLeft",1,"",1,4,"","","","","","",[]
145,"RunRight",1,"",1,4,"","","","","","",[]
146,"ShieldBash","","","",113,"","","","","","",[]
147,"ReviveFromDegen","","","",77,"","","","","","",[]
148,"ReviveWhileMoving","","","",77,"","","","","","",[]
149,"ReviveForward","","","",77,"","","","","","",[]
150,"ReviveBackward","","","",77,"","","","","","",[]
151,"ReviveLeft","","","",77,"","","","","","",[]
152,"ReviveRight","","","",77,"","","","","","",[]
153,"Fling","","","",46,"","","","","","",[]
154,"ChargeEndLeft","","","",11,"","","","","","",[]
155,"ChargeEndRight","","","",11,"","","","","","",[]
156,"ChargeEnd180","","","",11,"","","","","","",[]
157,"WhirlwindSpear","","","","","","","","","","",[317]
158,"SpearCleaveRight","","","","","","","","","","",[]
159,"SpearCleaveLeft","","","","","","","","","","",[]
160,"GuardedAssaultChannel","","","","","","","","","","",[]
161,"GuardedAssaultChannelEnd","","","","","","","","","","",[]
162,"SpearWall","","","","","","","","","","",[]
163,"SpearDoubleThrow","","","","","","","","","","",[]
164,"FlinchForward","","","","","",1,"","","","",[]
165,"FlinchBackward","","","","","",1,"","","","",[]
166,"FlinchLeft","","","","","",1,"","","","",[]
167,"FlinchRight","","","","","",1,"","","","",[]
168,"ChangeAmmoDefault","","","","","",1,"","","","","[169,0,590]"
169,"ChangeAmmoDefaultMoving","","","","","",1,"","","","",[]
170,"TreeToTreeJumpLeft","","","","","","","","","","",[]
171,"TreeToTreeJumpRight","","","","","","","","","","",[]
172,"TreeToVineJumpLeft","","","","","","","","","","",[]
173,"TreeToVineJumpRight","","","","","","","","","","",[]
174,"VineToTreeJump","","","","","","","","","","",[]
175,"VineToVineJump","","","","","","","","","","",[]
176,"TreeToGroundJumpLeft","","","","","","","","","","",[]
177,"TreeToGroundJumpRight","","","","","","","","","","",[]
178,"VineToGroundJumpLeft","","","","","","","","","","",[]
179,"VineToGroundJumpRight","","","","","","","","","","",[]
180,"InteractPlaceGemstone","","","","","","","","","","",[]
181,"Chop","","","",1,"","","","","","",[]
182,"Slash","","","",1,"","","","","","",[]
183,"Sunder","","","",13,"","","","","","",[243]
184,"FixedRun",1,"",1,4,"","","","","","",[]
185,"WhirlingAssault","","","","","","","","","","",[288]
186,"LightningStrike","","","",1,"","","","","","","[245,0]"
187,"DoubleSlam","","","",16,"","","","","","","[201,0]"
188,"WeaponSpell","","","",1,"","","","","","",[]
189,"EscapeShot","","","","","","","","","","",[]
190,"FlaskDash","","","","","","","","","","",[]
191,"InteractPullLever","","","","","","","","","","",[]
192,"SpellNovaEpic","","","",37,"","","","","","",[]
193,"SpellNovaEpicFire","","","",192,"","","","","","",[]
194,"SpellNovaEpicCold","","","",192,"","","","","","",[]
195,"SpellNovaEpicLightning","","","",192,"","","","","","",[]
196,"SpellNovaEpicChaos","","","",192,"","","","","","",[]
197,"SpreadShot","","","","","","","","","","",[]
198,"GaleStrike","","","","","",1,"","","","",[]
199,"BladeDance","","","","","","","","","","",[]
200,"ClawRake","","","","","","","","","","",[]
201,"DoubleSlamMoving","","","",187,"","","","","","",[]
202,"DoubleSlamMovingNear","","","",201,"","","","","","",[]
203,"LeapSlamMoving","","","",14,"","","","","","",[]
204,"LeapSlamMovingNear","","","",203,"","","","","","",[]
205,"GlacialStrikeChannel",1,"","","","","","","","","",[]
206,"GlacialStrikeChannelEnd","","","","","","","","","","",[]
207,"RingOfIce","","","","","","","","","","",[]
208,"RingOfIceStatueWindup","","","","","","","","","","",[]
209,"RingOfIceStatueAttack","","","","","","","","","","",[]
210,"Execute","","","","","","","","","","",[]
211,"LeapingChop","","","","","","","","","","",[]
212,"WhirlingSlash","","","","","","","","","","",[]
213,"RaisedChop","","","","","","","","","","",[]
214,"HeavyCleave","","","","","","","","","","",[]
215,"ThrowNear","","","",46,"","","","","","",[]
216,"ChannelUpward",1,"","",84,"","","","","","",[]
217,"ChannelUpwardEnd","","","",121,"","","","","","",[]
218,"ChannelProjectile",1,"","",84,"","","","","","",[]
219,"ChannelProjectileEnd","","","",121,"","","","","","",[]
220,"HeavyStun","","","","","","","","","","",[]
221,"HeavyStunBack","",1,"",220,"","","","","","",[]
222,"HeavyStunForward","",1,"",220,"","","","","","",[]
223,"HeavyStunDeath","","","",6,"","","","","","",[]
224,"HeavyStunBackDeath","","","",223,"","","","","","",[]
225,"HeavyStunForwardDeath","","","",223,"","","","","","",[]
226,"ShieldBuff","","","",24,"","","","","","",[]
227,"FlickerStrike","","","","","","","","","","","[228,0]"
228,"FlickerStrikeFirst","","","","","","","","","","",[]
229,"PalmStrike","","","",1,"","","","","","",[]
230,"Vortex","","","",20,"","","","","","",[]
231,"BackflipKnifeThrow","","","","","","","","","","",[]
232,"WeaponBuff","","","","","","","","","","",[]
233,"WeaponAreaOfEffect","","","","","","","","","","",[]
234,"BurstShot","","","","","","","","","","",[]
235,"SpellAoeEpic","","","",37,"","","","","","",[]
236,"SpellAoeEpicBackflip","","","",192,"","","","","","",[]
237,"SpellAoeEpicFire","","","",192,"","","","","","",[]
238,"SpellAoeEpicCold","","","",192,"","","","","","",[]
239,"SpellAoeEpicLightning","","","",192,"","","","","","",[]
240,"SpellAoeEpicChaos","","","",192,"","","","","","",[]
241,"BladeNova","","","",37,"","","","","","",[]
242,"SpellWall","","","",37,"","","","","","",[]
243,"SunderMoving","","","",183,"","","","","","",[]
244,"GroundSlamMoving","","","",13,"","","","","","",[]
245,"LightningStrikeStationary","","","",186,"","","","","","",[]
246,"LightningStrikeMoving","","","",186,"","","","","","",[]
247,"WeaponSwap","","","","","",1,"","","","",[]
248,"Meditate",1,"","",83,"",1,"","",1,249,[]
249,"MeditateEnd","","","",106,"",1,"","","","",[]
250,"SpellChannelEpicEnd","","","",143,"","","","","","",[]
251,"Electrocute","","","","","","","","","","",[]
252,"PestilentSlash","","","",1,"","","","","","",[]
253,"ViperStrike","","","",1,"","","","","","",[]
254,"DodgeRoll","","","","","","","","","","","[375,0,672]"
255,"IcePath","","","",1,"","","","","","",[]
256,"InteractPullLeverWallMounted","","","","","","","","","","",[]
257,"LeapingCatch","","","","","","","","","","",[]
258,"ShadowThiefSlash","","","",1,"","","","","","",[]
259,"PlungingBlade","","","",1,"","","","","","",[]
260,"PlungingBladeMoving","","","",259,"","","","","","",[]
261,"ShadowDash","","","",1,"","","","","","",[]
262,"ShadowDashStationary","","","",1,"","","","","","",[]
263,"BearMaul","","","",1,"","","","","","",[]
264,"BearMaulMoving","","","",263,"","","","","","",[]
265,"ShadowThiefSlashClone","","","",258,"","","","","","",[]
266,"ChannelVolcanoEnd","","","",250,"",1,"","","","",[]
267,"ChannelVolcano",1,"","",83,"",1,"",310,1,266,[]
268,"ChannelStart","","","","","","","","","","",[]
269,"SpiralVolley","","","",1,"","","","","","",[270]
270,"SpiralVolleyEmpowered","","","",269,"","","","","","",[]
271,"HeatSeeking",1,"","","","","","",273,1,"",[]
272,"HeatSeekingEnd","","","","","","","","","","",[]
273,"HeatSeekingStart","","","","","","","","","","",[]
274,"LeapAttack","","","",1,"","","","","","",[]
275,"LeapAttackFar","","","",1,"","","","","","",[]
276,"SummonMinionLightning","","","",143,"","","","","","",[]
277,"SummonMinionCold","","","",143,"","","","","","",[]
278,"SummonMinionFire","","","",143,"","","","","","",[]
279,"SummonMinionChaos","","","",143,"","","","","","",[]
280,"SpellWallLightning","","","",242,"","","","","","",[]
281,"SpellWallCold","","","",242,"","","","","","",[]
282,"SpellWallFire","","","",242,"","","","","","",[]
283,"SpellWallChaos","","","",242,"","","","","","",[]
284,"Spark","","","",35,"","","","","","",[]
285,"SparkAdditive","","","",35,"",1,"","","","",[]
286,"Arc","","","",27,"",1,"","","","",[]
287,"IceNova","","","",39,"",1,"","","","",[]
288,"WhirlingAssaultMoving","","","",185,"","","","","","",[]
289,"RampageStart","","","",268,"","","","","","",[]
290,"RampageLoop",1,"","",83,"","","",289,"","",[]
291,"RampageEnd","","","",106,"","","","","","",[]
292,"FrostBomb","","","",277,"",1,"","","","",[]
293,"ComboAttack","","","",1,"","","","","","",[294]
294,"ComboAttackMoving","","","","","","","","","","",[]
295,"LightningStorm","","","",35,"",1,"","","","",[]
296,"MinionSurplusDeath","","","",6,"","","","","","",[]
297,"MinionDiedAfterTime","","","",296,"","","","","","",[]
298,"UnleashBuff","","","",232,"",1,"","","","",[]
299,"JumpOffBoat","","","","","","","","","","",[]
300,"ShapeshiftBearToHuman","","","",0,"","","","","","",[]
301,"ShapeshiftBearMaul","","","","","","","","","","",[]
302,"ShapeshiftBearRampage","","","","","","","","","","",[]
303,"ShapeshiftBearSlam","","","","","","","","","","",[]
304,"ShapeshiftBearWarcry","","","",140,"","","","","","",[]
305,"ShapeshiftWolfToHuman","","","",0,"","","","","","",[]
306,"ShapeshiftWolfHowl","","","",140,"","","","","","",[]
307,"ShapeshiftWolfLeapAttack","","","","","","","","","","",[]
308,"LookLeft","","","","","",1,"","","","",[]
309,"LookRight","","","","","",1,"","","","",[]
310,"ChannelVolcanoStart","","","","","",1,"","","","",[]
311,"Tornado","","","",23,"",1,"","","","",[]
312,"SummonWolf","","","",143,"",1,"","","","",[]
313,"LightningBolt","","","",27,"","","","","","",[]
314,"LightningBoltAdditive","","","","","",1,"","","","",[]
315,"InteractPlaceGemstoneJungleOutskirts","","","","","","","","","","",[]
316,"InteractPlaceGemstoneGenerator","","","","","","","","","","",[]
317,"WhirlwindSpearMoving","","","",157,"","","","","","",[]
318,"FrostWall","","","",281,"",1,"","","","",[]
319,"Comet","","","",235,"",1,"","","","",[]
320,"Engage","","","","","","","","","","","[321,0]"
321,"EngageFar","","","","","","","","","","",[]
322,"EngageFarMoving","","","","","","","","","","",[]
323,"BearSlam","","","",1,"","","","","","",[]
324,"CometStationary","","","",235,"","","","","","",[319]
325,"ManaTempest","","","",280,"",1,"","","","","[510,0,511,0,512]"
326,"TownPortal","","","","","","","","","","",[]
327,"InteractStabPrison","","","","","","","","","","",[]
328,"ArcticArmour","","","",43,"","","","","","",[]
329,"Hex","","","",23,"","","","","","",[]
330,"Bladestorm","","","",20,"","","","","","",[]
331,"PhalanxBash","","","",1,"","","","","","",[]
332,"AdvancingWhirlLoop","","","",83,"","","","","","",[]
333,"AdvancingWhirlEnd","","","",106,"","","","","","",[]
334,"PowerShotDefault","","","","","",1,"","","","",[]
335,"PowerShotPiercing","","","","","",1,"","","","",[]
336,"PowerShotFire","","","","","",1,"","","","",[]
337,"PowerShotLightning",1,"","","","",1,"",625,1,362,[362]
338,"PowerShotIce","","","","","",1,"","","","",[]
339,"BurstShotDefault","","","","","",1,"","","","",[]
340,"BurstShotPiercing","","","","","",1,"","","","",[]
341,"BurstShotFire","","","","","",1,"","","","",[]
342,"BurstShotLightning","","","","","",1,"","","","",[]
343,"BurstShotIce","","","","","",1,"","","","",[]
344,"RapidShotDefault","","","","","",1,"","","","",[]
345,"RapidShotPiercing","","","","","",1,"","","","",[]
346,"RapidShotFire","","","","","",1,"","","","",[374]
347,"RapidShotLightning","","","","","",1,"","","","",[]
348,"RapidShotIce","","","","","",1,"","","","",[]
349,"SiegeCascadeDefault","","","","","",1,"","","","",[]
350,"SiegeCascadePiercing","","","","","",1,"","","","",[]
351,"SiegeCascadeFire","","","","","",1,"","","","",[]
352,"SiegeCascadeLightning","","","","","",1,"","","","",[]
353,"SiegeCascadeIce","","","","","",1,"","","","",[]
354,"ChangeAmmoPiercing","","","","","",1,"","","","","[358,0,592]"
355,"ChangeAmmoFire","","","","","",1,"","","","","[359,0,593]"
356,"ChangeAmmoLightning","","","","","",1,"","","","","[360,0,594]"
357,"ChangeAmmoIce","","","","","",1,"","","","","[361,0,595]"
358,"ChangeAmmoPiercingMoving","","","","","",1,"","","","",[]
359,"ChangeAmmoFireMoving","","","","","",1,"","","","",[]
360,"ChangeAmmoLightningMoving","","","","","",1,"","","","",[]
361,"ChangeAmmoIceMoving","","","","","",1,"","","","",[]
362,"PowerShotLightningChannelEnd","","","","","",1,"","","","",[]
363,"RaiseSpectre","","","",143,"","","","","","",[]
364,"BindSpectre","","","",143,"","","","","","",[]
365,"AimUp","","","","","",1,"","","","",[]
366,"AimDown","","","","","",1,"","","","",[]
367,"ExplosiveGrenade","","","","","",1,"","","","",[]
368,"FlashGrenade","","","","","",1,"","","","",[]
369,"ToxicGrenade","","","","","",1,"","","","",[]
370,"OilGrenade","","","","","",1,"","","","",[]
371,"ShockGrenade","","","","","",1,"","","","",[]
372,"RaiseZombie","","","",143,"","","","","","",[]
373,"SummonSkeletonsEnd","","","","","","","","","","",[]
374,"RapidShotChargeFire","","","",346,"",1,"","",1,"",[]
375,"DodgeRollBack","","","","","","","","","","",[]
376,"RollingMagma","","","","","",1,"","","","",[]
377,"Firestorm","","","","","",1,"","","","",[]
378,"CommandMinion","","","","","",1,"","","","","[489,0,382]"
379,"SummonOffering","","","",143,"",1,"","","","",[]
380,"TempestFlurry","","","","","","","","","","",[381]
381,"TempestFlurryMoving","","","","","","","","","","",[]
382,"CommandMinionChannel",1,"","","","",1,"","","",383,[]
383,"CommandMinionChannelEnd","","","","","",1,"","","","",[]
384,"ChargedStrike","","","","","","","","","","","[385,0]"
385,"ChargedStrikeStationary","","","","","","","","","","",[]
386,"ChargedStrikeFlourish","","","","","","","","","","",[]
387,"TempestBellSlam","","","","","","","","","","",[388]
388,"TempestBellSlamStationary","","","",387,"","","","","","",[]
389,"RapidAssault","","","","","","","","","","",[]
390,"IceSpear","","","","","",1,"","","","",[]
391,"StormSpear","","","","","",1,"","","","",[]
392,"FreezingBackflip","","","","","","","","","","",[]
393,"GlacialCascade","","","","","",1,"","","","",[]
394,"ChargeStaff","","","","","",1,"","","","",[]
395,"Chaosbolt","","","","","",1,"","","","",[]
396,"Frostbolt","","","","","",1,"","","","",[]
397,"BoneSpike",1,"","",218,"",1,"","",1,398,[]
398,"BoneSpikeEnd","","","",219,"",1,"","","","",[]
399,"Contagion","","","","","",1,"","","","",[]
400,"EssenceDrain","","","","","","","","","","",[]
401,"OrbOfIce","","","","","","","","","","",[]
402,"Hexblast","","","","","",1,"","","","",[]
403,"ForbiddenRite",1,"","",218,"",1,"","",1,404,[]
404,"ForbiddenRiteEnd","","","",219,"",1,"","","","",[]
405,"ConsumeCorpse","","","","","",1,"","","","",[]
406,"WindPalm","","","","","","","","","","",[]
407,"BoneCone","","","","","",1,"","","","",[]
408,"FixedRunLayerBase",1,"",1,4,"","","","","","",[]
409,"FixedRunLayerNoTwist",1,"",1,"","",1,"","","","",[]
410,"IdleLayerBase",1,"","",0,"","","","","","",[]
411,"IdleLayerBaseStatic",1,"","",0,"","","","","","",[]
412,"MeleeAdditive","","","",1,"",1,"","","","",[]
413,"DetonatingArrow",1,"","","","","","","","",415,[]
414,"DetonatingArrowStart","","","","","","","","","","",[]
415,"DetonatingArrowEnd","","","","","","","","","","",[]
416,"LightningArrow","","","","","",1,"","","","",[]
417,"ShockingArrow","","","","","",1,"","","","",[]
418,"RipwireArrow","","","","","",1,"","","","",[]
419,"PoisonArrow","","","","","",1,"","","","",[]
420,"StormRain","","","","","",1,"","","","",[]
421,"Mark","","","","","",1,"","","","",[]
422,"SnipersMark","","","","","",1,"","","","",[423]
423,"SnipersMarkMoving","","","","","",1,"","","","",[]
424,"FixedRunLayerBaseSwitched",1,"",1,4,"","","","","","",[]
425,"FixedRunLayerNoTwistSwitched",1,"",1,"","",1,"","","","",[]
426,"FixedRunLayerBaseFrontal",1,"",1,4,"","","","","","",[]
427,"FixedRunLayerNoTwistFrontal",1,"",1,"","",1,"","","","",[]
428,"ElectrocutingArrow","","","","","","","","","","",[]
429,"PerfectStrike",1,"","","","","","","","",430,[431]
430,"PerfectStrikeEnd","","","","","","","","","","",[]
431,"PerfectStrikePerfectEnd","","","","","","","","","","",[]
432,"SolarOrb","","","","","",1,"","","","",[]
433,"GreaterFireball","","","","","",1,"","","","",[]
434,"Shatter","","","","","",1,"","","","",[]
435,"LightningWarp","","","","","",1,"","","","",[]
436,"ChannelFlameblast",1,"","","","",1,"","",1,437,"[458,0,457]"
437,"ChannelFlameblastEnd","","","","","",1,"","","","",[]
438,"Flamewall","","","","","",1,"","","","",[]
439,"FrozenOrb","","","","","","","","","","",[]
440,"OrbOfStorms","","","","","",1,"","","","",[]
441,"ShockingRemnants","","","","","","","","","","",[]
442,"LightningConduit","","","",235,"",1,"","","","",[]
443,"LightningConduitStationary","","","","","","","","","","",[442]
444,"Boneshatter","","","","","","","","","","",[464]
445,"ActiveBlockChannel",1,"","","","",1,"","",1,"",[447]
446,"ActiveBlockEnd","","","","","",1,"","","","",[448]
447,"ActiveBlockChannelMoving",1,"","","","",1,"","",1,"",[]
448,"ActiveBlockEndMoving","","","","","",1,"","","","",[]
449,"GreaterFrostbolt","","","","","",1,"","","","",[]
450,"PlagueNova","","","","","",1,"","","","",[]
451,"ShieldDrum",1,"","",445,"",1,"","","","",[]
452,"ShieldDrumEnd","","","",446,"",1,"","","","",[]
453,"BaronSwordImpaledStart","","","","","","","","","","",[]
454,"BaronSwordImpaledLoop",1,"","","","","","",453,"",455,[]
455,"BaronSwordImpaledEnd","","","","","","","","","","",[]
456,"PlaceTotemStomp","","","",1,"","","","","","",[]
457,"FlameblastOrbStart","","","","","",1,"","","","",[]
458,"FlameblastOrb",1,"","","","",1,"",457,1,459,[]
459,"FlameblastOrbEnd","","","","","",1,"","","","",[]
460,"VineArrow","","","","","","","","","","",[468]
461,"SnipeChannelEndPerfect","","","","","","","","","","",[]
462,"FreezingShards","","","","","",1,"","","","",[]
463,"VineRain","","","","","",1,"","","","",[]
464,"BoneshatterMoving","","","","","","","","","","",[]
465,"PowerSiphon","","","","","",1,"","","","",[]
466,"IdleLayerBaseSwitched",1,"","","","","","","","","",[]
467,"IdleLayerBaseStaticSwitched",1,"","","","","","","","","",[]
468,"VineArrowStationary","","","","","","","","","","",[]
469,"Mount","","","","","","","","","","",[]
470,"Dismount","","","","","","","","","","",[]
471,"MountedLayerIdleSync",1,"","","","",1,"","","","",[]
472,"MountedLayerRunSync",1,"","","","",1,"","","","",[]
473,"FixedIdle",1,"","",0,"","","","","","",[]
474,"FixedIdleLayerBase",1,"","","","","","","","","",[]
475,"VolcanicFissure","","","","","","","","","","",[]
476,"AssassinsMark","","","","","",1,"","","","",[]
477,"EssenceDrainAdditive","","","","","",1,"","","","",[]
478,"BoneRing","","","","","",1,"","","","",[]
479,"DetonateDead","","","","","",1,"","","","",[]
480,"SummonRagingSpirit","","","","","",1,"","","","",[]
481,"Vulnerability","","","","","",1,"","","","",[]
482,"Enfeeble","","","","","",1,"","","","",[]
483,"Despair","","","","","",1,"","","","",[]
484,"InteractUseHornOfTheVastiri","","","","","","","","","","",[]
485,"KnockdownStart","","","","","","","","","","",[]
486,"KnockdownLoop",1,"","","","","","",485,"",487,[]
487,"KnockdownEnd","","","","","","","","","","",[]
488,"CorpseCloud","","","","","",1,"","","","",[]
489,"CommandMinionPoint","","","","","",1,"","","","",[]
490,"FlickerStrikeFirstMoving","","","","","","","","","","",[]
491,"DoryaniHumanBossCrystalTossLeft","","","","","",1,"","","","",[]
492,"DoryaniHumanBossCrystalTossRight","","","","","",1,"","","","",[]
493,"DoryaniHumanBossFlamethrower","","","","","",1,"","","","",[]
494,"DoryaniHumanBossLightningTendrils","","","","","",1,"","","","",[]
495,"Spearstorm","","","",1,"","","","","","",[]
496,"DoryaniHumanBossLightningZap","","","","","",1,"","","","",[]
497,"RaiseZombieAdditive","","","",250,"",1,"","","","",[]
498,"RemoteSpearMine","","","",391,"",1,"","","","",[]
499,"DoryaniHumanBossDodgeLeft","","","","","",1,"","","","",[]
500,"DoryaniHumanBossDodgeRight","","","","","",1,"","","","",[]
501,"DoryaniHumanBossFireball","","","","","",1,"","","","",[25]
502,"DoryaniHumanBossFlameblastSelf","","","","","",1,"","","","",[]
503,"DoryaniHumanBossFlameblastTargeted","","","","","",1,"","","","",[]
504,"DoryaniHumanBossSolarOrb","","","","","",1,"","","","",[]
505,"DoryaniHumanBossSoulCoresArena","","","","","",1,"","","","",[]
506,"DoryaniHumanBossSoulCoresLeft","","","","","",1,"","","","",[]
