"rownum","GrantedEffect","Stats","StatsValuesPermille","AddTypes","AddMinionTypes","[i32]"
70,292,[17749],[200],[],[],[]
71,91,[18425],[500],[],[],[]
72,5215,[18636],[100],[],[],[]
73,321,[625],[1000],[],[],[]
74,75,[20573],[100],[],[],[0]
75,115,[1878],[1000],[],[],[]
76,157,[19824],[2500],[],[],"[1,2]"
77,44,[19394],[1000],[],[],[]
78,50,[18742],[-27500],[],[],[]
79,69,"[17989,17990]","[500,2500]",[],[],[]
80,295,[9612],[1000],[],[],[]
81,5289,[10157],[1500],[],[],[]
82,5296,[11187],[25],[],[],[]
83,28,[20017],[1000],[],[],[]
84,98,[11593],[150],[],[],[]
85,297,[19394],[1000],[],[],[]
86,99,[20069],[-2500],[],[],[]
87,167,[349],[200000],[],[],[]
88,5295,[20511],[100],[],[],[]
89,97,[3349],[2000],[],[],[]
90,161,[17992],[100],[],[],[]
91,5294,[18939],[1500],[],[],[]
92,104,[828],[20000],[],[],[]
93,5292,[3219],[1000],[],[],[]
94,263,[3219],[1000],[],[],[]
95,145,[621],[1000],[],[],[]
96,181,[19394],[1500],[],[],[]
97,149,[18425],[100],[],[],[]
98,264,[3219],[1000],[],[],[]
99,290,[18175],[2500],[],[],[]
100,143,[20070],[1000],[],[],[]
101,141,[9612],[1000],[],[],[]
102,179,[17545],[100],[],[],[]
103,183,[18539],[10000],[],[],[1]
104,148,[18445],[100],[],[],[]
105,139,[7379],[1500],[],[],[]
106,94,[70],[1000],[],[],[]
107,266,[3219],[500],[],[],[]
108,136,[18445],[250],[],[],[]
109,151,[14423],[1500],[],[],[]
110,133,[18438],[2000],[],[],[]
111,280,[18462],[2000],[],[],[]
112,173,[70],[500],[],[],[]
113,201,[555],[10000],[],[],[]
114,332,[555],[10000],[],[],[]
115,323,[17752],[500],[],[],[]
116,322,[18939],[1000],[],[],[]
117,330,"[1348,12631]","[500,500]",[],[],[]
118,324,[18897],[-100],[],[],[]
119,5337,[19916],[1000],[],[],[]
120,84,[13318],[-500],[],[],[]
121,5298,[20288],[100],[],[],[]
122,116,[169],[1500],[],[],[]
123,90,[9612],[1000],[],[],[]
124,5336,[630],[1000],[],[],[]
125,205,[18425],[200],[],[],[]
126,343,[20286],[750],[],[],[]
127,113,[13176],[50],[],[],[]
128,47,[19110],[500],[],[],[]
129,5286,[19135],[1500],[],[],[]
130,159,[169],[2000],[],[],[]
131,5287,[17749],[200],[],[],[]
132,88,[19019],[500],[],[],[]
133,121,[15846],[-500],[],[],[]
134,5229,"[349,3070]","[50000,50000]",[],[],[]
135,174,[210],[500],[],[],[]
136,100,[17749],[400],[],[],[]
137,26,[18694],[1000],[],[],[]
138,79,[4415],[125],[],[],[]
139,214,[18693],[2000],[],[],[]
140,5228,[18425],[50],[],[],[]
141,5293,[349],[-25000],[],[],[]
142,114,[349],[25000],[],[],[]
143,92,[349],[5000],[],[],[]
144,176,[3219],[500],[],[],[]
145,38,[1697],[500],[],[],[]
146,49,[132],[1000],[],[],[]
147,5290,[349],[50000],[],[],[]
148,59,[21103],[400],[],[],[]
149,60,[21104],[400],[],[],[]
150,61,[21105],[400],[],[],[]
151,68,[18163],[100],[],[],[0]
152,93,[9408],[100],[],[],[]
153,310,[18919],[50],[],[],[]
154,67,[17749],[200],[],[],[1]
155,257,[19110],[1000],[],[],[]
156,5227,[18675],[1500],[],[],[]
157,54,[17596],[50],[],[],[]
158,302,[2055],[50],[],[],[]
159,344,[3219],[500],[],[],[]
160,221,[19469],[750],[],[],[]
161,239,[19469],[750],[],[],[]
162,5281,[13318],[-500],[],[],[]
163,5280,[19073],[1000],[],[],[]
164,5282,[19469],[1000],[],[],[]
165,66,[17980],[100],[],[],[]
166,298,[18779],[10000],[],[],[]
167,5285,[19128],[100],[],[],[]
168,222,[19469],[750],[],[],[]
169,223,[19469],[750],[],[],[]
170,338,[20199],[500],[],[],[]
171,326,[19900],[100],[],[],[]
172,328,[19900],[100],[],[],[]
173,327,[18263],[500],[],[],[]
174,241,[18208],[5000],[],[],[]
175,226,[13318],[-500],[],[],[]
176,243,[13318],[-500],[],[],[]
177,364,[20517],[250],[],[],[]
178,154,[18445],[100],[],[],[]
179,5197,[20021],[500],[],[],[]
180,265,"[18444,18439]","[3000,500]",[],[],[1]
181,267,[3219],[500],[],[],[]
182,186,[18445],[350],[],[],[]
183,339,[3219],[500],[],[],[]
184,258,[8450],[100],[],[],[]
185,283,[16719],[1000],[],[],[1]
186,336,[20141],[2000],[],[],[]
187,346,[20350],[40000],[],[],[]
188,350,[19469],[1000],[],[],[]
189,356,[20486],[-10000],[],[],[]
190,347,[13318],[-250],[],[],[]
191,359,[19584],[500],[],[],[]
192,349,[20694],[100],[],[],[]
193,363,[19110],[1000],[],[],[]
194,362,[349],[50000],[],[],[]
195,352,[20360],[250],[],[],[]
196,360,[20484],[1000],[],[],[]
197,337,[20159],[-250],[],[],[]
198,348,"[20353,20355]","[-250,-250]",[],[],[]
199,353,[20368],[100],[],[],[]
200,137,[582],[1000],[],[],[]
201,355,[760],[1000],[],[],[]
202,29,[3219],[500],[],[],[]
203,5350,[20565],[-15000],[],[],[]
204,5327,[20571],[750],[],[],[]
205,5341,[349],[50000],[],[],[]
206,5334,[3219],[1000],[],[],[0]
207,5329,[19760],[1000],[],[],[]
208,5330,[19758],[1000],[],[],[]
209,5331,[19759],[1000],[],[],[]
210,5332,[8600],[1000],[],[],[]
211,5333,[8601],[1000],[],[],[]
212,132,[634],[1000],[],[],[]
213,5320,[20871],[500],[],[],[]
214,5343,[3219],[500],[],[],[]
215,5344,[3219],[500],[],[],[]
216,5342,[3219],[500],[],[],[]
217,325,[3219],[500],[],[],[]
218,5303,[19242],[500],[],[],[]
219,5348,[20135],[3500],[],[],[]
220,5349,[634],[1000],[],[],[]
221,5339,[19918],[750],[],[],[]
222,366,[20814],[100],[],[],[2]
223,340,[349],[-20000],[],[],[]
224,341,[349],[-20000],[],[],[]
