"rownum","BaseItemTypesKey","ModsKeys","AchievementItemsKey","MapFragmentFamilies","bool","bool","bool","bool","bool","bool","MinAreaLevel","i32","MapFragmentLimit","bool","[rid]"
177,3646,[18695],[],78,1,"","","","","",1,100,2,"",[]
178,3648,[18696],[],79,1,"","","","","",1,100,1,"",[]
179,3647,[18697],[],80,1,"","","","","",1,100,1,"",[]
180,3649,[18698],[],12,1,"","","","","",1,100,1,"",[]
181,3650,[18699],[],81,1,"","","","","",1,100,2,"",[]
182,3651,[18700],[],82,1,"","","","","",1,100,1,"",[]
183,3652,[18701],[],83,1,"","","","","",1,100,1,"",[]
184,3653,[18702],[],84,1,"","","","","",1,100,1,"",[]
185,3654,[18703],[],85,1,"","","","","",1,100,1,"",[]
186,3655,[18704],[],86,1,"","","","","",1,100,2,"",[]
187,3656,[18705],[],87,1,"","","","","",1,100,5,"",[]
188,3657,[18706],[],88,1,"","","","","",78,100,1,"",[]
189,3658,[18707],[],89,1,"","","","","",1,100,1,"",[]
190,3659,[18708],[],13,1,"","","","","",1,100,1,"",[]
191,3660,[18709],[],90,1,"","","","","",1,100,2,"",[1]
192,3661,[18710],[],91,1,"","","","","",1,100,1,"",[]
193,3662,[18711],[],92,1,"","","","","",1,100,1,"",[]
194,3663,[18712],[],135,1,"","","","","",1,100,1,"",[]
195,3664,[18713],[],107,1,"","","","","",1,100,1,"",[]
196,3665,[18714],[],108,1,"","","","","",1,100,2,"",[]
197,3666,[18729],[],112,1,"","","","","",1,100,2,"",[]
198,3667,[18716],[],110,1,"","","","","",1,100,1,"",[]
199,3668,[18717],[],111,1,"","","","","",1,100,1,"",[]
200,3669,[18723],[],128,1,"","","","","",1,100,1,"",[]
201,3670,[18724],[],129,1,"","","","","",1,100,1,"",[]
202,3671,[18725],[],130,1,"","","","","",1,100,2,"",[]
203,3672,[18726],[],131,1,"","","","","",1,100,1,"",[]
204,3673,[18727],[],132,1,"","","","","",1,100,1,"",[1]
205,3674,[18728],[],133,1,"","","","","",1,100,1,"",[]
206,3675,[18730],[],113,1,"","","","","",1,100,1,"",[]
207,3676,[18731],[],114,1,"","","","","",1,100,1,"",[]
208,3677,[18732],[],115,1,"","","","","",1,100,1,"",[]
209,3678,[18733],[],116,1,"","","","","",1,100,1,"",[]
210,3679,[18734],[],117,1,"","","","","",1,100,1,"",[]
211,3680,[18735],[],118,1,"","","","","",1,100,1,"",[]
212,3681,[18736],[],119,1,"","","","","",1,100,1,"",[]
213,2896,"[20574,20579]",[],15,"","","",1,"","",1,100,1,"",[]
214,2897,"[20575,20580]",[],16,"","","",1,"","",1,100,1,"",[]
215,2898,"[20576,20581]",[],17,"","","",1,"","",1,100,1,"",[]
216,2899,"[20577,20582]",[],18,"","","",1,"","",1,100,1,"",[]
217,2900,"[20578,20583]",[],19,"","","",1,"","",1,100,1,"",[]
218,2901,"[20584,20589]",[],15,"","","",1,"","",1,100,1,"",[]
219,2902,"[20585,20590]",[],16,"","","",1,"","",1,100,1,"",[]
220,2903,"[20586,20591]",[],17,"","","",1,"","",1,100,1,"",[]
221,2904,"[20587,20592]",[],18,"","","",1,"","",1,100,1,"",[]
222,2905,"[20588,20593]",[],19,"","","",1,"","",1,100,1,"",[]
223,3685,[20939],[],139,"","","","","","",1,100,1,"",[]
224,3686,[20940],[],139,"","","","","","",1,100,1,"",[]
225,3687,[20941],[],139,"","","","","","",1,100,1,"",[]
226,3688,[20942],[],139,"","","","","","",1,100,1,"",[]
227,3689,[20943],[],139,"","","","","","",1,100,1,"",[]
228,3690,[20944],[],139,"","","","","","",1,100,1,"",[]
229,3691,[20946],[],139,"","","","","","",1,100,1,"",[]
230,3692,[20947],[],139,"","","","","","",1,100,1,"",[]
231,3693,[20948],[],139,"","","","","","",1,100,1,"",[]
232,3694,[20950],[],139,"","","","","","",1,100,1,"",[]
233,3695,[20951],[],139,"","","","","","",1,100,1,"",[]
234,3696,[20953],[],139,"","","","","","",1,100,1,"",[]
235,3697,[20954],[],139,"","","","","","",1,100,1,"",[]
236,2906,[8347],[],139,"","","",1,"","",1,100,1,"",[]
237,2923,[24355],[9592],139,1,"","","","","",1,100,4,"",[]
