"rownum","HideoutNPCsKey","Order","AddMod","Cost_BaseItemTypes","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClasses","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","CraftingItemClassCategories","i32","UnlockCategory","UnveilsRequired","UnveilsRequired2","[rid]","[rid]","i32","i32","rid","AddEnchantment","SortCategory","rid","bool","i32","rid","rid","rid","MapDevice","[rid]","Tags"
37,6,9,"",[2],[1],101,"Alternate of Same Tier (Tier 1-10)",3,[35],0,"",0,0,[],"Requires a Rare Map of Tier 10 or below. Opens a random Map of the same Tier with random Mods. Excludes the Map placed in the device.",1,"",[],0,[14],0,"",0,0,[],[],1470,1470,"","",3,"","",0,"","","","",[],[]
38,6,10,"",[2],[2],101,"Shaped (Tier 1-5)",4,[35],0,"",0,0,[],"Requires a Rare Map of Tier 5 or below. Opens a version of your Map that is 5 Tiers higher, with random Mods.",1,"",[],0,[14],0,"",0,0,[],[],1470,1470,"","",3,"","",0,"","","","",[],[]
39,6,11,"",[2],[6],101,"Shaped (Tier 1-10)",5,[35],0,"",0,0,[],"Requires a Rare Map of Tier 10 or below. Opens a version of your Map that is 5 Tiers higher, with random Mods and a chance to be Corrupted.",1,"",[],0,[14],0,"",0,0,[],[],1470,1470,"","",3,"","",0,"","","","",[],[]
40,6,12,"",[2],[15],101,"Elder (Tier 1-15)",6,[35],0,"",0,0,[],"Requires a Rare Map of Tier 15 or below. Opens a version of your Map that is set to Tier 16, with random Mods and a chance to be Corrupted.",1,"",[],0,[14],0,"",0,0,[],[],1470,1470,"","",3,"","",0,"","","","",[],[]
41,6,13,9025,[],[],101,"Infused Anarchy",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7182],1470,1470,"","",0,2001,"",1,"","","","",[],[]
42,6,14,9017,[],[],101,"Infused Nemesis",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7182],1470,1470,"","",0,1987,"",1,"","","","",[],[]
43,6,15,9011,[],[],101,"Infused Domination",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7182],1470,1470,"","",0,1983,"",1,"","","","",[],[]
44,6,16,9109,[],[],101,"Infused Bloodlines",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7182],1470,1470,"","",0,2026,"",1,"","","","",[],[]
45,6,17,9038,[],[],101,"Infused Rampage",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7182],1470,1470,"","",0,2002,"",1,"","","","",[],[]
46,6,18,9006,[],[],101,"Infused Ambush",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7182],1470,1470,"","",0,1980,"",1,"","","","",[],[]
47,6,19,13920,[],[],101,"Infused Harbinger",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7182],1470,1470,"","",0,4870,"",1,"","","","",[],[]
48,6,20,31563,[],[],68,"Corrupting Tempest",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1470,1470,"","",0,10638,"",2,"","","","",[],[]
49,6,21,31564,[],[],101,"Monstrous Treasure",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1470,1470,"","",0,10639,"",2,"","","","",[],[]
50,6,22,31565,[],[],68,"Alluring Vaal Side Area",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1470,1470,"","",0,10640,"",2,"","","","",[],[]
51,6,23,31566,[],[],68,"Improved Labyrinth Trial",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1470,1470,"","",0,10641,"",2,"","","","",[],[]
52,6,24,31567,[],[],68,"Breachstone Bargain",7,[85],0,"",0,0,[],"Rare Monsters drop an additional Reward Type\nArea has an additional random Modifier",1,"",[],0,[17],0,"",0,0,[],[],1470,1470,"","",0,10642,"",3,"","","","",[],[]
53,6,25,31568,[],[],68,"Enriched Breachstone Bargain",7,[85],0,"",0,0,[],"Rare Monsters drop 2 additional Reward Types\nArea has 2 additional random Modifiers",1,"",[],0,[17],0,"",0,0,[],[],1470,1470,"","",0,10642,"",3,"","","","",[],[]
54,6,26,31569,[],[],68,"Pure Breachstone Bargain",7,[85],0,"",0,0,[],"Rare Monsters drop 3 additional Reward Types\nArea has 3 additional random Modifiers",1,"",[],0,[17],0,"",0,0,[],[],1470,1470,"","",0,10642,"",3,"","","","",[],[]
55,6,27,5999,[],[],68,"Nullify Prefixes",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1470,1470,"","",0,5742,"",5,"","","","",[],[]
56,6,28,6000,[],[],68,"Nullify Suffixes",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1470,1470,"","",0,5743,"",5,"","","","",[],[]
57,6,29,6001,[],[],68,"Imbued Abyss",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1470,1470,"","",0,5744,"",4,"","","","",[],[]
58,6,30,6005,[],[],68,"Imbued Ambush",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1470,1470,"","",0,5748,"",4,"","","","",[],[]
59,6,31,6003,[],[],68,"Imbued Anarchy",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1470,1470,"","",0,5746,"",4,"","","","",[],[]
60,6,32,6008,[],[],68,"Imbued Beyond",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1470,1470,"","",0,5751,"",4,"","","","",[],[]
61,6,33,6009,[],[],68,"Imbued Blight",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1470,1470,"","",0,5752,"",4,"","","","",[],[]
62,6,34,6006,[],[],68,"Imbued Breach",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1470,1470,"","",0,5749,"",4,"","","","",[],[]
63,6,35,6014,[],[],68,"Imbued Delirium",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1470,1470,"","",0,5757,"",4,"","","","",[],[]
64,6,36,6004,[],[],68,"Imbued Domination",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1470,1470,"","",0,5747,"",4,"","","","",[],[]
65,6,37,6002,[],[],68,"Imbued Essence",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1470,1470,"","",0,5745,"",4,"","","","",[],[]
66,6,38,6013,[],[],68,"Imbued Expedition",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1470,1470,"","",0,5756,"",4,"","","","",[],[]
67,6,39,6010,[],[],68,"Imbued Harbinger",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1470,1470,"","",0,5753,"",4,"","","","",[],[]
68,6,40,6017,[],[],68,"Imbued Harvest",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1470,1470,"","",0,5760,"",4,"","","","",[],[]
69,6,41,6011,[],[],101,"Imbued Heist",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1470,1470,"","",0,5754,"",4,"","","","",[],[]
70,6,42,6012,[],[],68,"Imbued Legion",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1470,1470,"","",0,5755,"",4,"","","","",[],[]
71,6,43,6015,[],[],68,"Imbued Ritual",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1470,1470,"","",0,5758,"",4,"","","","",[],[]
72,6,44,6007,[],[],68,"Imbued Torment",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1470,1470,"","",0,5750,"",4,"","","","",[],[]
73,6,45,6016,[],[],68,"Imbued Ultimatum",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1470,1470,"","",0,5759,"",4,"","","","",[],[]
74,6,46,14811,[2],[4],73,"Abyss",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],310,1470,"","",7,5220,"",0,"","","",1,"[3336,3340,3348,3350,3353,3357,3373,3374,3375,3376,3377]",[]
75,6,47,12908,[2],[6],79,"Essence",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],297,1470,"","",7,4217,"",0,"","","",1,"[3723,3728,3734,3739]",[]
76,6,48,9024,[2],[2],69,"Anarchy",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],298,1470,"","",7,2001,"",0,"","","",1,"[3409,3410,3415,3420]",[]
77,6,49,9010,[2],[3],71,"Domination",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],299,1470,"","",7,1983,"",0,"","","",1,"[3702,3706,3708,3711]",[]
78,6,50,9005,[2],[4],73,"Ambush",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],305,1470,"","",7,1980,"",0,"","","",1,"[4085,4090,4094,4099,4103,4104]",[]
79,6,51,13168,[2],[6],79,"Breach",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],308,1470,"","",7,4417,"",0,"","","",1,"[3538,3541,3544,3550,3553,3560,3562,3563,3564,3565,3566,3567,3568,3569,3588]",[]
80,6,52,9274,[2],[2],69,"Torment",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],309,1470,"","",7,2157,"",0,"","","",1,"[4134,4139,4144]",[]
81,6,53,9039,[2],[5],76,"Beyond",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],302,1470,"","",7,2003,"",0,"","","",1,"[3456,3461,3465,3468,3469,3470,3482]",[]
82,6,54,20962,[2],[4],73,"Blight",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],316,1470,"","",7,4517,"",0,17623,17624,17622,1,"[3489,3493,3500,3501,3507,3523,3524]",[]
83,6,55,13919,[2],[4],73,"Harbinger",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],315,1470,"","",7,4870,"",0,"","","",1,"[3781,3785,3790]",[]
84,6,56,22781,[2],[5],76,"Heist",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1105,1470,"","",7,8222,"",0,"","","",1,"[3834,3839,3843,3860,3861,3862,3863,3864]",[]
85,6,57,20808,[2],[5],76,"Legion",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],303,1470,"","",7,7445,"",0,"","","",1,"[3895,3900,3901,3908,3914,3915,3934,3935,3936]",[]
86,6,58,25486,[2],[6],79,"Expedition",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1211,1470,"","",7,9445,"",0,"","","",1,"[3742,3743,3748,3756,3774,3775,3776,3777,3778]",[]
87,6,59,22040,[2],[7],82,"Delirium",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],745,1470,"","",7,7759,"",0,"","","",1,"[3628,3632,3633,3642,3648,3651,3667,3668,3669]",[]
88,6,60,24349,[2],[4],73,"Ritual",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1114,1470,"","",7,9447,"",0,"","","",1,"[4004,4009,4014,4019,4037,4038]",[]
89,6,61,22788,[2],[5],76,"Ultimatum",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],731,1470,"","",7,8229,"",0,"","","",1,"[3959,3967,3968,3971,3972,3977,3983,3989,3990,3991,3992]",[]
90,6,62,22785,[2],[6],79,"Harvest",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1106,1470,"","",7,8227,"",0,"","","",1,"[3796,3800,3801,3806,3828,3829,3830,3831]",[]
91,3,0,18025,[11],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,7,8,5,4,9,10,11,13]",0,"",0,0,[],[10411],1470,1470,"","",1,0,1,0,"","","","",[],[]
92,3,1,17989,[10],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,[],[10409],1470,1470,"","",2,114,"",0,"","","","",[],[1190]
93,3,2,17992,[10],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,[],[10409],1470,1470,"","",2,115,"",0,"","","","",[],[1191]
94,3,3,17995,[10],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,[],[10409],1470,1470,"","",2,116,"",0,"","","","",[],[1189]
95,3,4,18011,[15],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,[],[10410],1470,1470,"","",2,370,"",0,"","","","",[],[]
96,3,5,18014,[15],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,13]",0,"",0,0,[],[10410],1470,1470,"","",2,374,"",0,"","","","",[],[]
97,3,6,18017,[15],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,13]",0,"",0,0,[],[10410],1470,1470,"","",2,378,"",0,"","","","",[],[]
98,3,7,"",[12],[1],0,"Remove Crafted Mods",0,[],0,"",0,0,[],"","","",[],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,[],[10414],1470,1470,"","",3,"","",0,"","","","",[],[1169]
99,3,8,17990,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[133],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[10413],1470,1470,"","",2,114,"",0,"","","","",[],[1190]
100,3,9,17991,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[135],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[10420],1470,1470,"","",2,114,"",0,"","","","",[],"[1178,1190]"
101,3,10,17993,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[133],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[10413],1470,1470,"","",2,115,"",0,"","","","",[],[1191]
102,3,11,17994,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[135],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[10420],1470,1470,"","",2,115,"",0,"","","","",[],"[1178,1191]"
103,3,12,17996,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[133],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[10413],1470,1470,"","",2,116,"",0,"","","","",[],[1189]
104,3,13,17997,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[135],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[10420],1470,1470,"","",2,116,"",0,"","","","",[],"[1178,1189]"
105,3,14,17998,[10],[6],0,"",7,[],0,"",0,0,[],"","","",[136],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[10409],1470,1470,"","",2,1388,"",0,"","","","",[],[]
106,3,15,17999,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[137],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[10413],1470,1470,"","",2,1388,"",0,"","","","",[],[]
107,3,16,18000,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[138],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[10420],1470,1470,"","",2,1388,"",0,"","","","",[],[1178]
108,3,17,18001,[10],[6],0,"",7,[],0,"",0,0,[],"","","",[136],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[10409],1470,1470,"","",2,1390,"",0,"","","","",[],[]
109,3,18,18002,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[137],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[10413],1470,1470,"","",2,1390,"",0,"","","","",[],[]
110,3,19,18003,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[138],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[10420],1470,1470,"","",2,1390,"",0,"","","","",[],[1178]
111,3,20,18004,[10],[6],0,"",7,[],0,"",0,0,[],"","","",[136],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[10409],1470,1470,"","",2,1389,"",0,"","","","",[],[]
112,3,21,18005,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[137],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[10413],1470,1470,"","",2,1389,"",0,"","","","",[],[]
113,3,22,18006,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[138],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[10420],1470,1470,"","",2,1389,"",0,"","","","",[],[1178]
114,3,23,18007,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[139],1,"[9,10]",1,"",0,0,[],[10411],1470,1470,"","",2,117,1,0,"","","","",[],[]
115,3,24,18008,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[140],2,"[9,10]",1,"",0,0,[],[10420],1470,1470,"","",2,117,1,0,"","","","",[],[1178]
116,3,25,18009,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[139],1,"[9,10]",1,"",0,0,[],[10411],1470,1470,"","",2,7388,1,0,"","","","",[],[]
117,3,26,18010,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[140],2,"[9,10]",1,"",0,0,[],[10420],1470,1470,"","",2,7388,1,0,"","","","",[],[1178]
118,3,27,18012,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[141],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[10413],1470,1470,"","",2,370,"",0,"","","","",[],[]
119,3,28,18013,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[142],3,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[10420],1470,1470,"","",2,370,"",0,"","","","",[],[1178]
120,3,29,18015,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[141],2,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[],[10413],1470,1470,"","",2,374,"",0,"","","","",[],[]
121,3,30,18016,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[142],3,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[],[10420],1470,1470,"","",2,374,"",0,"","","","",[],[1178]
122,3,31,18018,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[141],2,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[],[10413],1470,1470,"","",2,378,"",0,"","","","",[],[]
123,3,32,18019,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[142],3,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[],[10420],1470,1470,"","",2,378,"",0,"","","","",[],[1178]
