"rownum","Mod","Name","Visual","TextStyles","bool","bool"
25,7370,"Consecrator",26,"[""outlinecolour:archnemesismodholyoutline"",""archnemesismodholy""]","",""
26,7371,"Frenzied",27,"[""outlinecolour:archnemesismodphysicalredoutline"",""archnemesismodphysicalred""]","",""
27,7372,"Heralding Minions",28,"[""outlinecolour:archnemesismodlightningoutline"",""archnemesismodlightning""]","",""
28,7373,"Empowering Minions",29,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
29,7345,"Assassin",30,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
30,7348,"Trickster",31,"[""outlinecolour:archnemesismodcoldoutline"",""archnemesismodcold""]","",""
31,7354,"Necromancer",32,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
32,7364,"Rejuvenating",33,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
33,7374,"Executioner",34,"[""outlinecolour:archnemesismodphysicalredoutline"",""archnemesismodphysicalred""]","",""
34,7375,"Hexer",35,"[""outlinecolour:archnemesismodchaospurpleoutline"",""archnemesismodchaospurple""]","",""
35,7376,"Drought Bringer",36,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
36,7377,"Entangler",37,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
37,7378,"Temporal Bubble",38,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
38,7380,"Treant Horde",39,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
39,7381,"Frost Strider",40,"[""outlinecolour:archnemesismodcoldoutline"",""archnemesismodcold""]","",""
40,7382,"Ice Prison",41,"[""outlinecolour:archnemesismodcoldoutline"",""archnemesismodcold""]","",""
41,7383,"Soul Eater",42,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
42,7384,"Flame Strider",43,"[""outlinecolour:archnemesismodfireoutline"",""archnemesismodfire""]","",""
43,7385,"Corpse Detonator",44,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
44,7386,"Prismatic",45,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
45,7387,"Magma Barrier",46,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
46,7388,"Mirror Image",47,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
47,7389,"Storm Strider",48,"[""outlinecolour:archnemesismodlightningoutline"",""archnemesismodlightning""]","",""
48,7390,"Mana Siphoner",49,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
49,7391,"Corrupter",50,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
50,7392,"Benevolent Guardian",51,"[""outlinecolour:archnemesismodholyoutline"",""archnemesismodholy""]","",""
51,7393,"Crystal-skinned",52,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
52,7394,"Empowered Elements",53,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
53,7395,"Effigy",54,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
54,7397,"Lunaris-touched",55,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
55,7398,"Solaris-touched",56,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
56,7399,"Arakaali-touched",57,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
57,7400,"Brine King-touched",58,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
58,7401,"Tukohama-touched",59,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
59,7402,"Abberath-touched",60,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
60,7403,"Shakari-touched",61,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
61,7404,"Innocence-touched",62,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
62,7405,"Kitava-touched",63,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
63,7409,"Bloodletter",15,"[""outlinecolour:archnemesismodphysicalredoutline"",""archnemesismodphysicalred""]","",""
64,7410,"Heralds of the Obelisk","","[""outlinecolour:archnemesismodlightningoutline"",""archnemesismodlightning""]","",""
65,7411,"Spirit Walkers","","[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
66,7412,"Union of Souls","","[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
67,7413,"Voidspawn of Abaxoth","","[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]","",""
68,7406,"Storm Herald",12,"[""outlinecolour:archnemesismodlightningoutline"",""archnemesismodlightning""]","",""
69,7407,"Final Gasp","","[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
70,7414,"Arcane Buffer",9,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
71,7415,"Prismatic",45,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
72,7416,"Deadeye",5,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
73,7417,"Hasted",4,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
74,7418,"Bonebreaker",13,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
75,7408,"Splinterer","","[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
76,7421,"Permafrost",3,"[""outlinecolour:archnemesismodcoldoutline"",""archnemesismodcold""]","",""
77,7419,"Toxic",0,"[""outlinecolour:archnemesismodchaosgreenoutline"",""archnemesismodchaosgreen""]","",""
78,7420,"Incendiary",8,"[""outlinecolour:archnemesismodfireoutline"",""archnemesismodfire""]","",""
79,7422,"Electrocuting",12,"[""outlinecolour:archnemesismodlightningoutline"",""archnemesismodlightning""]","",""
80,7424,"Consecrator",26,"[""outlinecolour:archnemesismodholyoutline"",""archnemesismodholy""]","",""
81,7425,"Flame Strider",43,"[""outlinecolour:archnemesismodfireoutline"",""archnemesismodfire""]","",""
82,7426,"Frost Strider",40,"[""outlinecolour:archnemesismodcoldoutline"",""archnemesismodcold""]","",""
83,7427,"Storm Strider",48,"[""outlinecolour:archnemesismodlightningoutline"",""archnemesismodlightning""]","",""
84,7428,"Corrupter",50,"[""outlinecolour:archnemesismodphysicalredoutline"",""archnemesismodphysicalred""]","",""
85,7423,"Sentinel",19,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
86,32222,"Crush on Hit",16,[],"",""
87,32223,"Extra Fire Damage and Exposure",7,[],"",""
88,32224,"Extra Cold Damage and Exposure",2,[],"",""
89,32225,"Extra Lightning Damage and Exposure",11,[],"",""
90,32226,"Extra Chaos Damage",1,[],"",""
91,32227,"Elemental Equilibrium and Random Elemental Damage",45,[],"",""
92,32228,"Physical Resistant",16,[],"",""
93,32229,"Fire and Ignite Resistant",7,[],"",""
94,32230,"Cold, Chill and Freeze Resistant",2,[],"",""
95,32231,"Lightning and Shock Resistant",11,[],"",""
96,32232,"Chaos and Wither Resistant",1,[],"",""
97,32233,"Evasive","",[],"",""
98,32234,"Fast Energy Shield Recharge","",[],"",""
99,32235,"Extra Life","",[],"",""
100,32236,"Accurate","",[],"",""
101,32237,"Extra Crits","",[],"",""
102,32238,"Life Regen","",[],"",""
103,32239,"Ignites",8,[],"",""
104,32240,"Shocks",12,[],"",""
105,32241,"Poisons",0,[],"",""
106,32242,"Bleeds",14,[],"",""
107,32243,"Chance to Freeze",3,[],"",""
108,32244,"Stuns",13,[],"",""
109,32245,"Increased Area of Effect",17,[],"",""
110,32246,"Hasted",4,[],"",""
111,32247,"Triple Actions",10,[],"",""
112,32248,"Extra Projectiles","",[],"",""
113,32249,"Leeches Life",21,[],"",""
114,32250,"Life Cannot Be Leeched",21,[],"",""
115,32251,"Gains Random Charges",22,[],"",""
116,32252,"Endurance Charge when Hit","",[],"",""
117,32253,"Frenzy Charge on Hit","",[],"",""
118,32254,"Power Charge on Cast","",[],"",""
119,32255,"Cannot be Slowed",20,[],"",""
120,32256,"Cannot be Stunned",20,[],"",""
121,32257,"Periodically Enrages",27,[],"",""
122,32258,"Always Crits","",[],"",""
123,32259,"Blinds","",[],"",""
124,32260,"Crit Resistant","",[],"",""
125,32261,"Hexproof","",[],"",""
126,32262,"Chaining",5,[],"",""
127,32263,"Far Shot",5,[],"",""
128,32264,"Extra Damage to Injured Foes",34,[],"",""
129,32265,"Charge Removal","",[],"",""
130,32266,"Inflicts Corrupted Blood",50,[],"",""
131,32267,"Spell Resistant","",[],"",""
132,32268,"Blocks Attacks","",[],"",""
133,32269,"Reflects Certain Ailments","",[],"",""
134,32270,"Reflects Hexes","",[],"",""
135,32271,"Haste Aura","",[],"",""
136,32272,"Energy Shield Aura","",[],"",""
137,32273,"Applies Random Mark","",[],"",""
138,32274,"Precision Aura","",[],"",""
139,32275,"Minions Fire Explode on Death","",[],"",""
140,32276,"Minions Cold Explode on Death","",[],"",""
141,32277,"Minions Lightning Explode on Death","",[],"",""
142,32278,"Life Shared with Treant Minions",39,[],"",""
143,32279,"Inflicts Grasping Vines",37,[],"",""
144,32280,"Hinder Aura",25,[],"",""
145,32281,"Extra Physical Damage Aura","",[],"",""
146,32282,"Revives Nearby Allies on Death",23,[],"",""
147,32283,"Powerful Minions","",[],"",""
148,32284,"Constantly Revives Minions","",[],"",""
149,32285,"Summons Undead","",[],"",""
150,32286,"Heals Allies and Suppresses Foe Recovery",33,[],"",""
151,32287,"Prevents Recovery above 50%",34,[],"",""
152,32289,"Temporal Proximity Shield",38,[],"",""
153,32291,"Soul Eater",23,[],"",""
154,32292,"Siphons Mana and Deals Lightning Damage",49,[],"",""
155,32294,"Invulnerability Aura",51,[],"",""
156,32295,"Siphons Flask Charges",36,[],"",""
157,32296,"Gain a Mod on Minion Death","",[],"",""
158,32297,"Shocked Ground on Death",12,[],"",""
159,32298,"Burning Ground on Death",8,[],"",""
160,32299,"Burning Ground on Death",8,[],"",""
161,32300,"Chilled Ground on Death",3,[],"",""
162,32301,"Consecrated Ground",26,[],"",""
163,32302,"Trail of Fire",43,[],"",""
164,32303,"Trail of Cold",40,[],"",""
165,32304,"Trail of Lightning",48,[],"",""
166,32305,"Energy Shield Explodes",9,[],"",""
167,32306,"Inferno Bolt when Hit","",[],"",""
168,32307,"Snow Bolt when Hit","",[],"",""
169,32308,"Lightning Mirage when Hit","",[],"",""
170,32310,"Ice Prison",41,[],"",""
171,32311,"Caustic Orb on Death",0,[],"",""
172,32312,"Caustic Orb on Death",0,[],"",""
173,32313,"Ambushes",30,[],"",""
174,32315,"Curses",35,[],"",""
175,32316,"Mirror Images",47,[],"",""
176,32317,"Fires Mortars",6,[],"",""
177,32318,"Explodes Corpses",44,[],"",""
178,32319,"Molten Shell",46,[],"",""
179,32320,"Exploding Orbs",46,[],"",""
180,32321,"Lightning Storm",12,[],"",""
181,32322,"Exploding Crystals when Hit",52,[],"",""
182,32323,"Lightning Totem Minions",28,[],"",""
183,32324,"Temporarily Revives","",[],"",""
184,32325,"Enrages as Life Lost",18,[],"",""
185,32326,"Adaptive Resistances",53,[],"",""
186,32327,"Creates Voodoo Doll",54,[],"",""
187,32328,"Creates Frost Walls and Flees",31,[],"",""
188,32329,"Lunaris-touched",55,[],1,""
189,32330,"Solaris-touched",56,[],1,""
190,32331,"Arakaali-touched",57,[],1,""
191,32333,"Brine King-touched",58,[],1,""
192,32334,"Tukohama-touched",59,[],1,""
193,32335,"Abberath-touched",60,[],1,""
194,32336,"Shakari-touched",61,[],1,""
195,32337,"Innocence-touched",62,[],1,""
196,32338,"Kitava-touched",63,[],1,""
197,32339,"Spirit Walkers","",[],"",""
198,32340,"Empowers Allies",29,[],"",""
199,5868,"Shaper-touched","",[],"",""
200,18737,"","",[],"",""
