"rownum","Id","WorldAreasKey","MonsterVarietiesKeys","[i32]"
96,"ProxyKey40",519,"[4830,4829,4832]",[1274]
97,"ProxyKey5",520,"[4830,4829,4832]",[1274]
98,"ProxyKey6",521,"[4830,4829,4832]",[1274]
99,"ProxyKey9",522,"[4830,4829,4832]",[1274]
100,"ProxyKey10",523,"[4830,4829,4832]",[1274]
101,"ProxyKey14",524,"[4830,4829,4832]",[1274]
102,"ProxyKey117",525,"[4830,4829,4832]",[1274]
103,"ProxyKey118",526,"[4830,4829,4832]",[1274]
104,"ProxyKey119",527,"[4830,4829,4832]",[1274]
105,"ProxyKey120",528,"[4830,4829,4832]",[1274]
106,"ProxyKey121",529,"[4830,4829,4832]",[1274]
107,"ProxyKey62",519,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
108,"ProxyKey63",520,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
109,"ProxyKey64",521,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
110,"ProxyKey66",522,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
111,"ProxyKey67",523,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
112,"ProxyKey69",524,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
113,"ProxyKey42",525,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
114,"ProxyKey122",526,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
115,"ProxyKey123",527,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
116,"ProxyKey124",528,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
117,"ProxyKey125",529,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
118,"ProxyKey38",519,[4849],[2158]
119,"ProxyKey24",520,[4849],[2158]
120,"ProxyKey25",521,[4849],[2158]
121,"ProxyKey27",522,[4849],[2158]
122,"ProxyKey28",523,[4849],[2158]
123,"ProxyKey30",524,[4849],[2158]
124,"ProxyKey41",525,[4849],[2158]
125,"ProxyKey126",526,[4849],[2158]
126,"ProxyKey127",527,[4849],[2158]
127,"ProxyKey128",528,[4849],[2158]
128,"ProxyKey129",529,[4849],[2158]
129,"ProxyKey130",591,"[4830,4829,4832]",[1274]
130,"ProxyKey131",592,"[4830,4829,4832]",[1274]
131,"ProxyKey132",593,"[4830,4829,4832]",[1274]
132,"ProxyKey133",594,"[4830,4829,4832]",[1274]
133,"ProxyKey134",595,"[4830,4829,4832]",[1274]
134,"ProxyKey135",596,"[4830,4829,4832]",[1274]
135,"ProxyKey136",597,"[4830,4829,4832]",[1274]
136,"ProxyKey137",598,"[4830,4829,4832]",[1274]
137,"ProxyKey138",599,"[4830,4829,4832]",[1274]
138,"ProxyKey139",600,"[4830,4829,4832]",[1274]
139,"ProxyKey140",601,"[4830,4829,4832]",[1274]
140,"ProxyKey141",591,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
141,"ProxyKey142",592,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
142,"ProxyKey143",593,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
143,"ProxyKey144",594,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
144,"ProxyKey145",595,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
145,"ProxyKey146",596,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
146,"ProxyKey147",597,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
147,"ProxyKey148",598,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
148,"ProxyKey149",599,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
149,"ProxyKey150",600,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
150,"ProxyKey151",601,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
151,"ProxyKey152",591,[4849],[2158]
152,"ProxyKey153",592,[4849],[2158]
153,"ProxyKey154",593,[4849],[2158]
154,"ProxyKey155",594,[4849],[2158]
155,"ProxyKey156",595,[4849],[2158]
156,"ProxyKey157",596,[4849],[2158]
157,"ProxyKey158",597,[4849],[2158]
158,"ProxyKey159",598,[4849],[2158]
159,"ProxyKey160",599,[4849],[2158]
160,"ProxyKey161",600,[4849],[2158]
161,"ProxyKey162",601,[4849],[2158]
162,"ProxyKey163",663,"[4830,4829,4832]",[1274]
163,"ProxyKey164",664,"[4830,4829,4832]",[1274]
164,"ProxyKey165",665,"[4830,4829,4832]",[1274]
165,"ProxyKey166",666,"[4830,4829,4832]",[1274]
166,"ProxyKey167",667,"[4830,4829,4832]",[1274]
167,"ProxyKey168",668,"[4830,4829,4832]",[1274]
168,"ProxyKey169",669,"[4830,4829,4832]",[1274]
169,"ProxyKey170",670,"[4830,4829,4832]",[1274]
170,"ProxyKey171",671,"[4830,4829,4832]",[1274]
171,"ProxyKey172",672,"[4830,4829,4832]",[1274]
172,"ProxyKey173",673,"[4830,4829,4832]",[1274]
173,"ProxyKey174",663,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
174,"ProxyKey175",664,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
175,"ProxyKey176",665,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
176,"ProxyKey177",666,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
177,"ProxyKey178",667,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
178,"ProxyKey179",668,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
179,"ProxyKey180",669,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
180,"ProxyKey181",670,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
181,"ProxyKey182",671,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
182,"ProxyKey183",672,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
183,"ProxyKey184",673,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
184,"ProxyKey185",663,[4849],[2158]
185,"ProxyKey186",664,[4849],[2158]
186,"ProxyKey187",665,[4849],[2158]
187,"ProxyKey188",666,[4849],[2158]
188,"ProxyKey189",667,[4849],[2158]
189,"ProxyKey190",668,[4849],[2158]
190,"ProxyKey191",669,[4849],[2158]
191,"ProxyKey192",670,[4849],[2158]
192,"ProxyKey193",671,[4849],[2158]
193,"ProxyKey194",672,[4849],[2158]
194,"ProxyKey195",673,[4849],[2158]
195,"ProxyKey196",735,"[4830,4829,4832]",[1274]
196,"ProxyKey197",736,"[4830,4829,4832]",[1274]
197,"ProxyKey198",737,"[4830,4829,4832]",[1274]
198,"ProxyKey199",738,"[4830,4829,4832]",[1274]
199,"ProxyKey200",739,"[4830,4829,4832]",[1274]
200,"ProxyKey201",740,"[4830,4829,4832]",[1274]
201,"ProxyKey202",741,"[4830,4829,4832]",[1274]
202,"ProxyKey203",742,"[4830,4829,4832]",[1274]
203,"ProxyKey204",743,"[4830,4829,4832]",[1274]
204,"ProxyKey205",744,"[4830,4829,4832]",[1274]
205,"ProxyKey206",745,"[4830,4829,4832]",[1274]
206,"ProxyKey207",735,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
207,"ProxyKey208",736,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
208,"ProxyKey209",737,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
209,"ProxyKey210",738,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
210,"ProxyKey211",739,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
211,"ProxyKey212",740,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
212,"ProxyKey213",741,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
213,"ProxyKey214",742,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
214,"ProxyKey215",743,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
215,"ProxyKey216",744,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
216,"ProxyKey217",745,"[4825,4826,4827,4828,4833,4834]","[7942,0]"
217,"ProxyKey218",735,[4849],[2158]
218,"ProxyKey219",736,[4849],[2158]
219,"ProxyKey220",737,[4849],[2158]
220,"ProxyKey221",738,[4849],[2158]
221,"ProxyKey222",739,[4849],[2158]
222,"ProxyKey223",740,[4849],[2158]
223,"ProxyKey224",741,[4849],[2158]
224,"ProxyKey225",742,[4849],[2158]
225,"ProxyKey226",743,[4849],[2158]
226,"ProxyKey227",744,[4849],[2158]
227,"ProxyKey228",745,[4849],[2158]
228,"ProxyKey230",134,"[1542,1536,1539]","[18924,0]"
229,"ProxyKey231",134,"[1551,1550,1549]","[19088,0]"
230,"ProxyKey232",124,"[1110,3969,1108]",[2158]
231,"ProxyKey233",124,"[1987,1989,706,708,4892]","[7942,0]"
232,"ProxyKey234",133,[1936],[984]
233,"ProxyKey236",117,"[287,5539,4336,835]",[19478]
234,"ProxyKey4",215,"[939,1449,1953,1967,4282]","[7942,0]"
235,"ProxyKey235",215,"[3969,1900]",[2158]
236,"ProxyKey252",268,"[939,1449,1953,1967,4282]","[7942,0]"
237,"ProxyKey253",268,"[3969,1900]",[2158]
238,"ProxyKey237",134,"[2784,2785,2786,1476,1458,1459,1297,1322,1358,1296]",[19088]
239,"ProxyKey238",134,"[5454,5455,5456,1361,1313,1318,1288,1293,1895,1899]",[18924]
240,"ProxyKey239",136,"[1911,3957]",[20336]
241,"ProxyKey240",140,"[1522,1507]","[20446,0,20482]"
242,"ProxyKey241",140,"[5959,5955,5962]",[20628]
243,"ProxyKey243",148,"[3761,1914,1916,3763]",[20752]
244,"ProxyKey244",148,"[1604,1605,1000,5541]",[20878]
245,"ProxyKey245",148,"[6035,1445,2042,2044]",[21008]
246,"ProxyKey242",148,"[4240,4235,4245,4535,589,591,752,754]",[21204]
247,"ProxyKey246",38,"[123,182,942,140,2723,4022]",[21360]
248,"ProxyKey247",38,"[633,606,653,785,811,774,287,422,1615,1621]",[21588]
249,"ProxyKey248",53,"[1348,1347,1353,1284,1339]",[21730]
250,"ProxyKey249",53,"[1347,1417,1431,1435,1438]",[21882]
251,"ProxyKey250",1532,"[1110,3969,1108]",[2158]
252,"ProxyKey251",1532,"[1987,1989,706,708,4892]","[7942,0]"
