"rownum","Metadata","AreaLevel","SpawnsMonsters","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool","bool","bool","bool","i32","i32","i32","i32","rid","bool","bool","Script1","bool","bool","Script2","[i32]","i32","i32","i32","i32","i32","i32","i32","i32"
28,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1",60,"[7177,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
29,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1",70,"[7177,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
30,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1",80,"[7177,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,25,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
31,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2",1,"[7176,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,0,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
32,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2",10,"[7176,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,10,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
33,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2",20,"[7176,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,15,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
34,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2",30,"[7176,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,15,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
35,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2",40,"[7176,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
36,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2",50,"[7176,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
37,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2",60,"[7176,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
38,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2",70,"[7176,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
39,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2",80,"[7176,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,25,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
40,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3",1,"[7181,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,0,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
41,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3",10,"[7181,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,10,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
42,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3",20,"[7181,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,15,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
43,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3",30,"[7181,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,15,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
44,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3",40,"[7181,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
45,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3",50,"[7181,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
46,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3",60,"[7181,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
47,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3",70,"[7181,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
48,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3",80,"[7181,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,25,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
49,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4",1,"[7235,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,0,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
50,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4",10,"[7235,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,10,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
51,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4",20,"[7235,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,15,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
52,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4",30,"[7235,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,15,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
53,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4",40,"[7235,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
54,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4",50,"[7235,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
55,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4",60,"[7235,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
56,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4",70,"[7235,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
57,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4",80,"[7235,7217]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,25,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
58,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_1",1,[7185],150,0,0,6000,8000,0,0,256,"",1,"","","","",1,10,0,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
59,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_1",10,[7185],150,0,0,5500,7500,0,0,256,"",1,"","","","",1,15,10,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
60,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_1",20,[7185],150,0,0,5000,7000,0,0,256,"",1,"","","","",1,15,10,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
61,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_1",30,[7185],150,0,0,4500,6500,0,0,256,"",1,"","","","",1,15,15,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
62,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_1",40,[7185],150,0,0,4000,6000,0,0,256,"",1,"","","","",1,18,15,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
63,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_1",50,[7185],150,0,0,3750,5750,0,0,256,"",1,"","","","",1,18,20,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
64,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_1",60,[7185],150,0,0,3500,5500,0,0,256,"",1,"","","","",1,18,20,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
65,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_1",70,[7185],150,0,0,3250,5250,0,0,256,"",1,"","","","",1,20,20,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
66,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_1",80,[7185],150,0,0,3000,5000,0,0,256,"",1,"","","","",1,20,25,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
67,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2",1,"[7189,7192,7194,7196,7198,7202,7205,7207,7209,7211]",150,0,0,7000,9000,0,0,256,"",1,"","","","",1,10,0,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
68,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2",10,"[7189,7192,7194,7196,7198,7202,7205,7207,7209,7211]",150,0,0,6500,8500,0,0,256,"",1,"","","","",1,15,5,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
69,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2",20,"[7189,7192,7194,7196,7198,7202,7205,7207,7209,7211]",150,0,0,6000,8000,0,0,256,"",1,"","","","",1,15,5,0,"","","","PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
