"rownum","Id","TimeoutInSeconds","ChargesShared","Player_ShrineBuffsKey","i32","i32","Monster_ShrineBuffsKey","SummonMonster_MonsterVarietiesKey","SummonPlayer_MonsterVarietiesKey","i32","i32","ShrineSoundsKey","bool","AchievementItemsKeys","IsPVPOnly","bool","IsLesserShrine","Description","Name","bool","rid","[rid]"
23,"CTFDefence",45,"",390,100,0,"","","",0,20,6,1,[],1,"","",6082,6081,"","",[]
24,"AccelerationLesser",0,"",397,30,1,"","","",0,20,3,"",[],"",1,1,6036,6083,"","",[]
25,"BrutalLesser",0,"",398,30,1,"","","",0,20,5,"",[],"",1,1,6048,6084,"","",[]
26,"RegenLesser",0,"",399,30,1,"","","",0,20,4,"",[],"",1,1,6052,6085,"","",[]
27,"MassiveLesser",0,"",400,60,1,"","","",0,20,4,"",[],"",1,1,6054,6086,"","",[]
28,"ResistanceLesser",0,"",401,80,1,"","","",0,20,6,"",[],"",1,1,6058,6087,"","",[]
29,"DefenceLesser",0,"",402,80,1,"","","",0,20,6,"",[],"",1,1,6056,6088,"","",[]
30,"Resonating",0,"",403,10,60,404,"","",50,45,10,"",[10390],"",1,"",6090,6089,"","",[]
31,"Gloom",0,"",405,10,60,406,"","",50,45,11,"",[10390],"",1,"",6092,6091,"","",[]
32,"RoyaleShrineAccelerating",60,"",413,100,0,"","","",0,10,3,"",[],"","","",6036,6035,1,"",[]
33,"RoyaleShrineBrutal",60,"",414,100,0,"","","",0,10,5,"",[],"","","",6048,6047,1,"",[]
34,"RoyaleShrineBurning",60,"",415,0,0,"",2819,2820,0,10,1,"",[],"","","",6042,6041,1,"",[]
35,"RoyaleShrineCharged",60,"",416,100,0,"","","",0,10,10,"",[],"","","",6090,6089,1,"",[]
36,"RoyaleShrineDiamond",60,"",417,100,0,"","","",0,10,7,"",[],"","","",6046,6045,1,"",[]
37,"RoyaleShrineEchoing",60,"",418,100,0,"","","",0,10,7,"",[],"","","",6062,6061,1,"",[]
38,"RoyaleShrineFreezing",60,"",419,0,0,"",2823,2824,0,10,0,"",[],"","","",6040,6039,1,"",[]
39,"RoyaleShrineGloom",60,"",420,0,0,"","","",0,10,11,"",[],"","","",6064,6091,1,"",[]
40,"RoyaleShrineHexing",60,"",421,100,0,"","",3106,0,10,5,"",[],"","","",6064,6063,1,"",[]
41,"RoyaleShrineImpenetrable",60,"",422,0,0,"","","",0,10,6,"",[],"","","",6056,6055,1,"",[]
42,"RoyaleShrineLightning",60,"",423,0,0,"",2821,2822,0,10,2,"",[],"","","",6038,6037,1,"",[]
43,"RoyaleShrineMassive",60,"",424,100,0,"","","",0,10,4,"",[],"","","",6054,6053,1,"",[]
44,"RoyaleShrineReplenishing",60,"",425,100,0,"","","",0,10,4,"",[],"","","",6052,6051,1,"",[]
45,"RoyaleShrineResistance",60,"",426,100,0,"","","",0,10,6,"",[],"","","",6058,6057,1,"",[]
46,"RoyaleShrineShrouded",60,"",427,0,0,"",2825,2826,0,10,9,"",[],"","","",6068,6067,1,"",[]
47,"RoyaleShrineStatic",60,"",428,0,0,"",2827,2828,0,10,2,"",[],"","","",6044,6043,1,"",[]
48,"Greed",0,"",433,0,0,432,"","",50,45,12,"",[10390],"",1,"",6109,6108,"","",[]
49,"BrineKing",0,"",497,0,0,498,"","",50,45,0,"",[10390],"",1,"",6455,6439,"",32326,"[2854,2855,2856,2857,2858]"
50,"Lunaris",0,"",499,0,0,500,"","",50,45,0,"",[10390],"",1,"",6456,6440,"",32323,"[2859,2860,2861,2862]"
51,"Solaris",0,"",501,0,0,502,"","",50,45,1,"",[10390],"",1,"",6457,6441,"",32324,"[2863,2864,2865,2866]"
52,"Arakaali",0,"",503,0,0,504,"","",50,45,11,"",[10390],"",1,"",6458,6442,"",32325,"[2867,2868,2869,2870]"
53,"Warlord",0,"",625,0,0,407,10066,10066,50,45,1,"",[],"",1,"",6449,6443,"","","[2481,2482,2483]"
54,"Crusader",0,"",626,0,0,409,10067,10067,50,45,2,"",[],"",1,"",6450,6444,"","","[2454,2455,2456,2457]"
55,"Redeemer",0,"",627,0,0,410,10068,10068,50,45,0,"",[],"",1,"",6452,6446,"","","[2463,2464,2465,2466,2467]"
56,"Hunter",0,"",628,0,0,408,10069,10069,50,45,11,"",[],"",1,"",6451,6445,"","","[2473,2474,2475,2476,2477]"
57,"Vaal",0,"",629,0,0,411,10070,10070,50,45,5,"",[],"",1,"",6453,6447,"","",[]
58,"UpgradeOnKill",0,"",630,0,0,412,"","",50,45,9,"",[],"",1,"",6454,6448,"","",[]
