"rownum","BaseItemTypesKey","ModsKeys","AchievementItemsKey","MapFragmentFamilies","bool","bool","bool","bool","bool","bool","MinAreaLevel","i32","MapFragmentLimit","bool","[rid]"
35,10110,[18544],[7006],2,1,"","","","","",1,100,1,"",[1]
36,10111,[18545],[7006],2,1,"","","","","",1,100,1,"",[1]
37,10112,[18546],[7006],2,1,"","","","","",1,100,1,"",[1]
38,10113,[18547],"[7006,7145]",2,1,"","","","","",1,100,1,"",[1]
39,10114,[18548],[],29,1,"","","","","",1,100,1,"",[]
40,10115,[18549],[],30,1,"","","","","",1,100,5,"",[]
41,10118,[18550],[],31,1,"","","","","",1,100,3,"",[]
42,10117,[18551],[],32,1,"","","","","",1,100,1,"",[]
43,10116,[18552],[],33,1,"","","","","",1,100,1,"",[1]
44,10119,[18553],[7006],3,1,"","","","","",1,100,1,"",[1]
45,10120,[18554],[7006],3,1,"","","","","",1,100,1,"",[1]
46,10121,[18555],[7006],3,1,"","","","","",1,100,1,"",[1]
47,10122,[18556],"[7006,7146]",3,1,"","","","","",1,100,1,"",[1]
48,10123,[18557],[],3,1,"","","","","",1,100,1,"",[]
49,10124,[18558],[],101,1,"","","","","",1,100,3,"",[]
50,10125,[18559],[],102,1,"","","","","",1,100,2,"",[]
51,10126,[18560],[7006],0,1,"","","","","",1,100,1,"",[1]
52,10127,[18561],[7006],0,1,"","","","","",1,100,1,"",[1]
53,10128,[18562],[7006],0,1,"","","","","",1,100,1,"",[1]
54,10129,[18563],"[7006,7147]",0,1,"","","","","",1,100,1,"",[1]
55,10130,[18564],[7006],0,1,"","","","","",1,100,1,"",[1]
56,10131,[18565],[7006],0,1,"","","","","",1,100,1,"",[1]
57,10132,[18566],[7006],0,1,"","","","","",1,100,1,"",[1]
58,10133,[18567],[7006],0,1,"","","","","",1,100,1,"",[1]
59,10134,[18568],[],126,1,"","","","","",1,100,1,"",[]
60,10136,[18569],[],123,1,"","","","","",1,100,1,"",[]
61,10135,[18570],[],124,1,"","","","","",1,100,2,"",[]
62,10137,[18571],[],125,1,"","","","","",1,100,1,"",[1]
63,10138,[18572],[7006],4,1,1,"","","","",1,100,1,"",[1]
64,10139,[18573],[7006],4,1,1,"","","","",1,100,1,"",[1]
65,10140,[18574],[7006],4,1,1,"","","","",1,100,1,"",[1]
66,10141,[18575],"[7006,7148]",4,1,1,"","","","",1,100,1,"",[1]
67,10142,[18576],[7006],5,1,"",1,"","","",1,100,1,"",[1]
68,10143,[18577],[7006],5,1,"",1,"","","",1,100,1,"",[1]
69,10144,[18578],[7006],5,1,"",1,"","","",1,100,1,"",[1]
70,10145,[18579],"[7006,7149]",5,1,"",1,"","","",1,100,1,"",[1]
71,10146,[18580],[],20,1,1,"","","","",1,100,1,"",[]
72,10147,[18581],[],21,1,"",1,"","","",1,100,1,"",[]
73,10149,"[18582,18583,18584,18585]",[],22,1,"","","","",1,1,100,1,"",[]
74,10148,[18586],[],23,1,"","","","","",1,100,1,"",[]
75,10150,[18587],[7006],0,1,"","","","","",1,100,1,"",[1]
76,10151,[18588],[7006],0,1,"","","","","",1,100,1,"",[1]
77,10152,[18589],[7006],0,1,"","","","","",1,100,1,"",[1]
78,10153,[18590],"[7006,7150]",0,1,"","","","","",1,100,1,"",[1]
79,10154,[18591],[],122,1,"","","","","",1,100,1,"",[]
80,10155,[18592],[],120,1,"","","","","",1,100,1,"",[1]
81,10156,[18593],[],121,1,"","","","","",1,100,1,"",[]
82,10157,[18594],[7006],6,1,"","","","","",1,100,1,"",[1]
83,10158,[18595],[7006],6,1,"","","","","",1,100,1,"",[1]
84,10159,[18596],[7006],6,1,"","","","","",1,100,1,"",[1]
85,10160,[18597],"[7006,7151]",6,1,"","","","","",1,100,1,"",[1]
86,10161,[18598],[],70,1,"","","","","",1,100,5,"",[]
87,10163,[18599],[],71,1,"","","","","",1,100,1,"",[]
88,10162,[18600],[],72,1,"","","","","",1,100,5,"",[]
89,10164,[18601],[7006],7,1,"","","","","",1,100,1,"",[1]
90,10165,[18602],[7006],7,1,"","","","","",1,100,1,"",[1]
91,10166,[18603],[7006],7,1,"","","","","",1,100,1,"",[1]
92,10167,[18604],"[7006,7152]",7,1,"","","","","",1,100,1,"",[1]
93,10168,[18605],[],73,1,"","","","","",1,100,2,"",[]
94,10169,[18606],[],74,1,"","","","","",1,100,1,"",[]
95,10170,[18607],[],75,1,"","","","","",1,100,1,"",[1]
96,10171,[18608],[],127,1,"","","","","",1,100,4,"",[]
97,10172,[18609],[7006],8,1,"","","","","",1,100,1,"",[1]
98,10173,[18610],[7006],8,1,"","","","","",1,100,1,"",[1]
99,10174,[18611],[7006],8,1,"","","","","",1,100,1,"",[1]
100,10175,[18612],"[7006,7153]",8,1,"","","","","",1,100,1,"",[1]
101,10176,[18613],[],37,1,"","","","","",1,100,3,"",[]
102,10177,[18614],[],38,1,"","","","","",1,100,1,"",[]
103,10178,[18615],[],39,1,"","","","","",1,100,1,"",[]
104,10179,[18616],[],40,1,"","","","","",1,100,1,"",[]
105,10180,[18617],[],41,1,"","","","","",1,100,1,"",[]
106,10181,[18618],[7006],9,1,"","","","","",1,100,1,"",[1]
107,10182,[18619],[7006],9,1,"","","","","",1,100,1,"",[1]
108,10183,[18620],[7006],9,1,"","","","","",1,100,1,"",[1]
109,10184,[18621],"[7006,7154]",9,1,"","","","","",1,100,1,"",[1]
110,10185,[18622],[],66,1,"","","","","",1,100,4,"",[]
111,10186,[18623],[],67,1,"","","","","",1,100,1,"",[]
112,10188,[18624],[],68,1,"","","","","",1,100,1,"",[]
113,10187,[18625],[],69,1,"","","","","",1,100,1,"",[]
114,10189,[18626],[7006],10,1,"","","","","",1,100,1,"",[1]
115,10190,[18627],[7006],10,1,"","","","","",1,100,1,"",[1]
116,10191,[18628],[7006],10,1,"","","","","",1,100,1,"",[1]
117,10192,[18629],"[7006,7155]",10,1,"","","","","",1,100,1,"",[1]
118,10193,[18630],[],10,1,"","","","","",1,100,1,"",[]
119,10194,[18631],[],103,1,"","","","","",1,100,2,"",[]
120,10195,[18632],[],104,1,"","","","","",1,100,1,"",[]
121,10197,[18633],[],105,1,"","","","","",1,100,1,"",[]
122,10196,[18634],[],106,1,"","","","","",1,100,1,"",[1]
123,10198,[18635],[7006],11,1,"","","","","",1,100,1,"",[1]
124,10199,[18636],[7006],11,1,"","","","","",1,100,1,"",[1]
125,10200,[18637],[7006],11,1,"","","","","",1,100,1,"",[1]
126,10201,[18638],"[7006,7156]",11,1,"","","","","",1,100,1,"",[1]
127,10202,[18639],[],96,1,"","","","","",1,100,5,"",[]
128,10203,[18640],[],97,1,"","","","","",1,100,1,"",[]
129,10204,[18641],[],98,1,"","","","","",1,100,1,"",[]
130,10205,[18642],[],99,1,"","","","","",1,100,1,"",[1]
131,10206,[18643],[],100,1,"","","","","",1,100,1,"",[]
132,10207,[18661],[7006],12,1,"","","","","",1,100,1,"",[1]
133,10208,[18662],[7006],12,1,"","","","","",1,100,1,"",[1]
134,10209,[18663],[7006],12,1,"","","","","",1,100,1,"",[1]
135,10210,[18664],"[7006,7157]",12,1,"","","","","",1,100,1,"",[1]
136,10211,[18648],[],13,1,"","","","","",1,100,1,"",[1]
137,10212,[18649],[],13,1,"","","","","",1,100,1,"",[1]
138,10213,[18650],[],13,1,"","","","","",1,100,1,"",[1]
139,10214,[18651],[],13,1,"","","","","",1,100,1,"",[1]
140,10215,[18652],[],14,1,"","","","","",1,100,1,"",[1]
141,10216,[18653],[],14,1,"","","","","",1,100,1,"",[1]
142,10217,[18654],[],14,1,"","","","","",1,100,1,"",[1]
143,10218,[18655],[],14,1,"","","","","",1,100,1,"",[1]
144,10219,[18656],[],14,1,"","","","","",1,100,2,"",[]
145,10220,[18657],[],93,1,"","","","","",1,100,2,"",[]
146,10221,[18658],[],94,1,"","","","","",1,100,1,"",[]
147,10222,[18659],[],95,1,"","","","","",1,100,1,"",[1]
148,10223,[18660],[],138,1,"","","","","",1,100,1,"",[]
149,10224,[18665],[],34,1,"","","","","",1,100,5,"",[]
150,10225,[18666],[],35,1,"","","","","",1,100,2,"",[]
151,10226,[18667],[],36,1,"","","","","",1,100,1,"",[]
152,10227,[18668],[],42,1,"","","","","",1,100,5,"",[]
153,10228,[18669],[],43,1,"","","","","",1,100,1,"",[]
154,10230,[18670],[],44,1,"","","","","",1,100,1,"",[]
155,10229,[18671],[],45,1,"","","","","",1,100,1,"",[]
156,10231,[18672],[],137,1,"","","","","",1,100,1,"",[]
157,10233,[18673],[],46,1,"","","","","",1,100,1,"",[]
158,10234,[18674],[],47,1,"","","","","",1,100,2,"",[]
159,10232,[18675],[],48,1,"","","","","",1,100,4,"",[]
160,10235,[18676],[],49,1,"","","","","",1,100,1,"",[]
161,10236,[18678],[],50,1,"","","","","",1,100,2,"",[]
162,10237,[18679],[],51,1,"","","","","",1,100,1,"",[]
163,10238,[18680],[],52,1,"","","","","",1,100,2,"",[]
164,10239,[18681],[],53,1,"","","","","",1,100,1,"",[]
165,10241,[18682],[],54,1,"","","","","",1,100,1,"",[]
166,10240,[18683],[],55,1,"","","","","",1,100,1,"",[]
167,10242,[18684],[],60,1,"","","","","",1,100,1,"",[]
168,10243,[18685],[],57,1,"","","","","",1,100,3,"",[]
169,10245,[18686],[],58,1,"","","","","",1,100,1,"",[]
170,10244,[18687],[],59,1,"","","","","",1,100,2,"",[]
171,10246,[18688],[],65,1,"","","","","",1,100,1,"",[]
172,10247,[18689],[],62,1,"","","","","",1,100,1,"",[]
173,10249,[18690],[],63,1,"","","","","",1,100,2,"",[1]
174,10248,[18691],[],64,1,"","","","","",1,100,1,"",[]
175,10250,[18692],[],76,1,"","","","","",1,100,1,"",[]
176,10251,[18693],[],77,1,"","","","","",1,100,1,"",[1]
177,10252,[18694],[],78,1,"","","","","",1,100,2,"",[]
178,10254,[18695],[],79,1,"","","","","",1,100,1,"",[]
179,10253,[18696],[],80,1,"","","","","",1,100,1,"",[]
180,10255,[18697],[],12,1,"","","","","",1,100,1,"",[]
181,10256,[18698],[],81,1,"","","","","",1,100,2,"",[]
182,10257,[18699],[],82,1,"","","","","",1,100,1,"",[]
183,10258,[18700],[],83,1,"","","","","",1,100,1,"",[]
184,10259,[18701],[],84,1,"","","","","",1,100,1,"",[]
185,10260,[18702],[],85,1,"","","","","",1,100,1,"",[]
186,10261,[18703],[],86,1,"","","","","",1,100,2,"",[]
187,10262,[18704],[],87,1,"","","","","",1,100,5,"",[]
188,10263,[18705],[],88,1,"","","","","",78,100,1,"",[]
189,10264,[18706],[],89,1,"","","","","",1,100,1,"",[]
190,10265,[18707],[],13,1,"","","","","",1,100,1,"",[]
191,10266,[18708],[],90,1,"","","","","",1,100,2,"",[1]
192,10267,[18709],[],91,1,"","","","","",1,100,1,"",[]
193,10268,[18710],[],92,1,"","","","","",1,100,1,"",[]
194,10269,[18711],[],135,1,"","","","","",1,100,1,"",[]
195,10270,[18712],[],107,1,"","","","","",1,100,1,"",[]
196,10271,[18713],[],108,1,"","","","","",1,100,2,"",[]
197,10272,[18728],[],112,1,"","","","","",1,100,2,"",[]
198,10273,[18715],[],110,1,"","","","","",1,100,1,"",[]
199,10274,[18716],[],111,1,"","","","","",1,100,1,"",[]
200,10275,[18722],[],128,1,"","","","","",1,100,1,"",[]
201,10276,[18723],[],129,1,"","","","","",1,100,1,"",[]
202,10277,[18724],[],130,1,"","","","","",1,100,2,"",[]
203,10278,[18725],[],131,1,"","","","","",1,100,1,"",[]
204,10279,[18726],[],132,1,"","","","","",1,100,1,"",[1]
205,10280,[18727],[],133,1,"","","","","",1,100,1,"",[]
206,10281,[18729],[],113,1,"","","","","",1,100,1,"",[]
207,10282,[18730],[],114,1,"","","","","",1,100,1,"",[]
208,10283,[18731],[],115,1,"","","","","",1,100,1,"",[]
209,10284,[18732],[],116,1,"","","","","",1,100,1,"",[]
210,10285,[18733],[],117,1,"","","","","",1,100,1,"",[]
211,10286,[18734],[],118,1,"","","","","",1,100,1,"",[]
212,10287,[18735],[],119,1,"","","","","",1,100,1,"",[]
213,7927,"[20573,20578]",[],15,"","","",1,"","",1,100,1,"",[]
214,7928,"[20574,20579]",[],16,"","","",1,"","",1,100,1,"",[]
215,7929,"[20575,20580]",[],17,"","","",1,"","",1,100,1,"",[]
216,7930,"[20576,20581]",[],18,"","","",1,"","",1,100,1,"",[]
217,7931,"[20577,20582]",[],19,"","","",1,"","",1,100,1,"",[]
218,7932,"[20583,20588]",[],15,"","","",1,"","",1,100,1,"",[]
219,7933,"[20584,20589]",[],16,"","","",1,"","",1,100,1,"",[]
220,7934,"[20585,20590]",[],17,"","","",1,"","",1,100,1,"",[]
221,7935,"[20586,20591]",[],18,"","","",1,"","",1,100,1,"",[]
222,7936,"[20587,20592]",[],19,"","","",1,"","",1,100,1,"",[]
223,10291,[20938],[],139,"","","","","","",1,100,1,"",[]
224,10292,[20939],[],139,"","","","","","",1,100,1,"",[]
225,10293,[20940],[],139,"","","","","","",1,100,1,"",[]
226,10294,[20941],[],139,"","","","","","",1,100,1,"",[]
227,10295,[20942],[],139,"","","","","","",1,100,1,"",[]
228,10296,[20943],[],139,"","","","","","",1,100,1,"",[]
229,10297,[20945],[],139,"","","","","","",1,100,1,"",[]
230,10298,[20946],[],139,"","","","","","",1,100,1,"",[]
231,10299,[20947],[],139,"","","","","","",1,100,1,"",[]
232,10300,[20949],[],139,"","","","","","",1,100,1,"",[]
233,10301,[20950],[],139,"","","","","","",1,100,1,"",[]
234,10302,[20952],[],139,"","","","","","",1,100,1,"",[]
235,10303,[20953],[],139,"","","","","","",1,100,1,"",[]
236,7937,[8347],[],139,"","","",1,"","",1,100,1,"",[]
237,7954,[24354],[9592],139,1,"","","","","",1,100,4,"",[]
