"rownum","Id","Name","IsCategory","Category","bool","SubFlagArt","IsGuild","Parent","CategoryArt"
218,"VaalImmortalCall","Vaal Immortal Call","",10,"","","","",""
219,"VaalLightningArrowMtx","Vaal Lightning Arrow","",10,"","","","",""
220,"VaalLightningWarpMtx","Vaal Lightning Warp","",10,"","","","",""
221,"VaalMoltenShellMtx","Vaal Molten Shell","",10,"","","","",""
222,"VaalMoltenStrikeMtx","Vaal Molten Strike","",10,"","","","",""
223,"VaalPurityOfFireMtx","Vaal Impurity of Fire","",10,"","","","",""
224,"VaalPurityOfIceMtx","Vaal Impurity of Ice","",10,"","","","",""
225,"VaalPurityOfLightningMtx","Vaal Impurity of Lightning","",10,"","","","",""
226,"VaalRainOfArrowsMtx","Vaal Rain of Arrows","",10,"","","","",""
227,"VaalReapMtx","Vaal Reap","",10,"","","","",""
228,"VaalReaveMtx","Vaal Reave","",10,"","","","",""
229,"VaalRejuvenationTotemMtx","Vaal Rejuvenation Totem","",10,"","","","",""
230,"VaalRighteousFireMtx","Vaal Righteous Fire","",10,"","","","",""
231,"VaalSmiteMtx","Vaal Smite","",10,"","","","",""
232,"VaalSparkMtx","Vaal Spark","",10,"","","","",""
233,"VaalStormCallMtx","Vaal Storm Call","",10,"","","","",""
234,"VaalSummonSkeletonsMtx","Vaal Summon Skeletons","",10,"","","","",""
235,"VaalThrownWeaponMtx","Vaal Spectral Throw","",10,"","","","",""
236,"VaalPowerSiphonMtx","Vaal Power Siphon","",10,"","","","",""
237,"VaalFlickerStrikeMtx","Vaal Flicker Strike","",10,"","","","",""
238,"VaalVenomGyreMtx","Vaal Venom Gyre","",10,"","","","",""
239,"VaalBladeFlurryMtx","Vaal Blade Flurry","",10,"","","","",""
240,"VaalCleaveMtx","Vaal Cleave","",10,"","","","",""
241,"VaalCausticArrowMtx","Vaal Caustic Arrow","",10,"","","","",""
242,"VitalityMtx","Vitality","",10,"","","","",""
243,"VolatileDeadMtx","Volatile Dead","",10,"","","","",""
244,"WhirlingBladesMtx","Whirling Blades","",10,"","","","",""
245,"WitherMtx","Wither","",10,"","","","",""
246,"WrathMtx","Wrath","",10,"","","","",""
247,"RangedAttackTotemMtx","Ranged Attack Totem","",10,"","","","",""
248,"SpellTotemMtx","SpellTotem","",10,"","","","",""
249,"WarBannerMtx","War Banner","",10,"","","","",""
250,"DreadBannerMtx","Dread Banner","",10,"","","","",""
251,"ZealotryMtx","Zealotry","",10,"","","","",""
252,"MalevolenceMtx","Malevolence","",10,"","","","",""
253,"SoulrendMtx","Soulrend","",10,"","","","",""
254,"DivineIreMtx","Divine Ire","",10,"","","","",""
255,"WinterOrbMtx","Winter Orb","",10,"","","","",""
256,"BaneMtx","Bane","",10,"","","","",""
257,"IceDashMtx","Ice Dash","",10,"","","","",""
258,"QuickDodgeMtx","Dash","",10,"","","","",""
259,"PrecisionMtx","Precision","",10,"","","","",""
260,"PrideMtx","Pride","",10,"","","","",""
261,"LightningTrapMtx","Lightning Trap","",10,"","","","",""
262,"VaalLightningTrapMtx","Vaal Lightning Trap","",10,"","","","",""
263,"BladestormMtx","Bladestorm","",10,"","","","",""
264,"BloodAndSandMtx","Blood and Sand","",10,"","","","",""
265,"FleshAndStoneMtx","Flesh and Stone","",10,"","","","",""
266,"StormBrandMtx","Storm Brand","",10,"","","","",""
267,"BlightMtx","Blight","",10,"","","","",""
268,"VaalBlightMtx","Vaal Blight","",10,"","","","",""
269,"PyroclastMineMtx","Pyroclast Mine","",10,"","","","",""
270,"HailstormMineMtx","Icicle Mine","",10,"","","","",""
271,"StormblastMineMtx","Stormblast Mine","",10,"","","","",""
272,"BlastChainMineMtx","Remote Mine","",10,"","","","",""
273,"HighImpactMineMtx","Remote Mine","",10,"","","","",""
274,"LocusMineMtx","Remote Mine","",10,"","","","",""
275,"SummonSkitterbotsMtx","Summon Skitterbots","",10,"","","","",""
276,"ArtilleryBallistaMtx","Artillery Ballista","",10,"","","","",""
277,"ShrapnelBallistaMtx","Shrapnel Ballista","",10,"","","","",""
278,"ExplosiveArrowMtx","Explosive Arrow","",10,"","","","",""
279,"BlasphemyPlusMtx","Awakened Blasphemy","",10,"","","","",""
280,"SummonCarrionGolemMtx","Summon Carrion Golem","",10,"","","","",""
281,"BladeBlastMtx","Blade Blast","",10,"","","","",""
282,"AnimateWeaponMtx","Animated Weapon","",10,"","","","",""
283,"KineticBoltMtx","Kinetic Bolt","",10,"","","","",""
284,"PowerSiphonMtx","Power Siphon","",10,"","","","",""
285,"StormbindMtx","Stormbind","",10,"","","","",""
286,"DominatingBlowMtx","Dominating Blow","",10,"","","","",""
287,"EnduringCryMtx","Enduring Cry","",10,"","","","",""
288,"RallyingCryMtx","Rallying Cry","",10,"","","","",""
289,"AbyssalCryMtx","Abyssal Cry","",10,"","","","",""
290,"IntimidatingCryMtx","Intimidating Cry","",10,"","","","",""
291,"GeneralsCryMtx","General's Cry","",10,"","","","",""
292,"AncestralCryMtx","Ancestral Cry","",10,"","","","",""
293,"SeismicCryMtx","Seismic Cry","",10,"","","","",""
294,"TectonicSlamMtx","Tectonic Slam","",10,"","","","",""
295,"FistOfWarMtx","Fist of War","",10,"","","","",""
296,"IceCrashMtx","Ice Crash","",10,"","","","",""
297,"LancingSteelMtx","Lancing Steel","",10,"","","","",""
298,"ShatteringSteelMtx","Shattering Steel","",10,"","","","",""
299,"DetonateDeadMtx","Detonate Dead","",10,"","","","",""
300,"VaalDetonateDeadMtx","Vaal Detonate Dead","",10,"","","","",""
301,"VoidSphereMtx","Void Sphere","",10,"","","","",""
302,"SmiteMtx","Smite","",10,"","","","",""
303,"EarthshatterMtx","Earthshatter","",10,"","","","",""
304,"ConsecratedPathMtx","Consecrated Path","",10,"","","","",""
305,"CracklingLanceMtx","Crackling Lance","",10,"","","","",""
306,"BodyswapMtx","Bodyswap","",10,"","","","",""
307,"FlameWallMtx","Flame Wall","",10,"","","","",""
308,"EnsnaringArrowMtx","Ensnaring Arrow","",10,"","","","",""
309,"SigilOfPowerMtx","Sigil of Power","",10,"","","","",""
310,"SteelskinMtx","Steelskin","",10,"","","","",""
311,"PunctureMtx","Puncture","",10,"","","","",""
312,"WaveOfConvictionMtx","Wave of Conviction","",10,"","","","",""
313,"BoneOfferingMtx","Bone Offering","",10,"","","","",""
314,"SpiritOfferingMtx","Spirit Offering","",10,"","","","",""
315,"FleshOfferingMtx","Flesh Offering","",10,"","","","",""
316,"FrenzyMtx","Frenzy","",10,"","","","",""
317,"WitheringStepMtx","Withering Step","",10,"","","","",""
318,"IceShotMtx","Ice Shot","",10,"","","","",""
319,"DefianceBannerMtx","Defiance Banner","",10,"","","","",""
320,"PenanceBrandMtx","Penance Brand","",10,"","","","",""
321,"ArcanistBrandMtx","Arcanist Brand","",10,"","","","",""
322,"WintertideBrandMtx","Wintertide Brand","",10,"","","","",""
323,"ArmageddonBrandMtx","Armageddon Brand","",10,"","","","",""
324,"SmokeMineMtx","Smoke Mine","",10,"","","","",""
325,"ArcaneCloakMtx","Arcane Cloak","",10,"","","","",""
326,"PlagueBearerMtx","Plague Bearer","",10,"","","","",""
327,"ChainHookMtx","Chain Hook","",10,"","","","",""
328,"BloodOfferingMtx","Blood Offering","",10,"","","","",""
329,"EarthbreakerMtx","Earthbreaker","",10,"","","","",""
330,"BurningArrowMtx","Burning Arrow","",10,"","","","",""
331,"VaalBurningArrowMtx","Vaal Burning Arrow","",10,"","","","",""
332,"ExsanguinateMtx","Exsanguinate","",10,"","","","",""
333,"HydrosphereMtx","Hydrosphere","",10,"","","","",""
334,"LightningStrikeMtx","Lightning Strike","",10,"","","","",""
335,"VaalLightningStrikeMtx","Vaal Lightning Strike","",10,"","","","",""
336,"InfernalBlowMtx","Infernal Blow","",10,"","","","",""
337,"SweepMtx","Sweep","",10,"","","","",""
338,"VaalSweepMtx","Vaal Sweep","",10,"","","","",""
339,"DualStrikeMtx","Dual Strike","",10,"","","","",""
340,"EyeOfWinterMtx","Eye of Winter","",10,"","","","",""
341,"SpectralHelixMtx","Spectral Helix","",10,"","","","",""
342,"EnergyBladeMtx","Energy Blade","",10,"","","","",""
343,"TornadoMtx","Tornado","",10,"","","","",""
344,"ForbiddenRiteMtx","ForbiddenRite","",10,"","","","",""
345,"ShockwaveSupportMtx","Shockwave","",10,"","","","",""
346,"CastWhenDamageTakenMtx","Cast when Damage Taken","",10,"","","","",""
347,"PoisonousConcoctionMtx","Poisonous Concoction","",10,"","","","",""
348,"CorruptingFeverMtx","Corrupting Fever","",10,"","","","",""
349,"SeismicTrapMtx","Seismic Trap","",10,"","","","",""
350,"FireTrapMtx","Fire Trap","",10,"","","","",""
351,"BoneshatterMtx","Boneshatter","",10,"","","","",""
352,"EnvyMtx","Envy","",10,"","","","",""
353,"DeathAuraMtx","Death Aura","",10,"","","","",""
354,"GluttonyOfElementsMtx","Gluttony Of Elements","",10,"","","","",""
355,"BlindingAuraMtx","Blinding Aura","",10,"","","","",""
356,"GalvanicFieldMtx","Galvanic Field","",10,"","","","",""
357,"AlchemistsMarkMtx","Alchemist's Mark","",10,"","","","",""
358,"LightningConduitMtx","Lightning Conduit","",10,"","","","",""
359,"LightningTendrilsMtx","Lightning Tendrils","",10,"","","","",""
360,"CobraLashMtx","Cobra Lash","",10,"","","","",""
361,"VenomGyreMtx","Venom Gyre","",10,"","","","",""
362,"VolleyMtx","Volley","",10,"","","","",""
363,"GreaterVolleyMtx","Greater Volley","",10,"","","","",""
364,"ReapMtx","Reap","",10,"","","","",""
365,"RageVortexMtx","Rage Vortex","",10,"","","","",""
366,"CreepingFrostMtx","Creeping Frost","",10,"","","","",""
367,"ImpendingDoomMtx","Impending Doom","",10,"","","","",""
368,"PoachersMarkMtx","Poacher's Mark","",10,"","","","",""
369,"AssassinsMarkMtx","Assassin's Mark","",10,"","","","",""
370,"SnipersMarkMtx","Sniper's Mark","",10,"","","","",""
371,"WarlordsMarkMtx","Warlord's Mark","",10,"","","","",""
372,"MantraofDestructionMtx","Mantra of Destruction","",10,"","","","",""
373,"VaultingImpactMtx","Vaulting Impact","",10,"","","","",""
374,"TempestBellMtx","Tempest Bell","",10,"","","","",""
375,"WindBlastMtx","Wind Blast","",10,"","","","",""
376,"KillingPalmMtx","Killing Palm","",10,"","","","",""
377,"WhirlingAssaultMtx","Whirling Assault","",10,"","","","",""
378,"DodgeRollMtx","Dodge Roll","",10,"","","","",""
379,"SolarOrbMtx","Solar Orb","",10,"","","","",""
380,"EmberFusiladeMtx","Ember Fusilade","",10,"","","","",""
381,"LightningRodMtx","Lightning Rod","",10,"","","","",""
382,"ShockchainArrowMtx","Shockchain Arrow","",10,"","","","",""
383,"MagneticSalvoMtx","Magnetic Salvo","",10,"","","","",""
384,"StormcallerArrowMtx","Stormcaller Arrow","",10,"","","","",""
385,"VoltaicMarkMtx","Voltaic Mark","",10,"","","","",""
386,"ElectrocutingArrowMtx","Electrocuting Arrow","",10,"","","","",""
387,"VoltaicGrenadesMtx","Voltaic Grenades","",10,"","","","",""
388,"StormblastBoltsMtx","Stormblast Bolts","",10,"","","","",""
389,"PlasmaBlastMtx","Plasma Blast","",10,"","","","",""
390,"ShockburstRoundsMtx","Shockburst Rounds","",10,"","","","",""
391,"GalvanicShardsMtx","Galvanic Shards","",10,"","","","",""
392,"RollingSlamMtx","Rolling Slam","",10,"","","","",""
393,"MoltenBlastMtx","Molten Blast","",10,"","","","",""
394,"PerfectStrikeMtx","Perfect Strike","",10,"","","","",""
395,"UnearthMtx","Unearth","",10,"","","","",""
396,"PainOfferingMtx","Pain Offering","",10,"","","","",""
397,"SoulOfferingMtx","Soul Offering","",10,"","","","",""
398,"VolcanicFissureMtx","Volcanic Fissure","",10,"","","","",""
399,"BonestormMtx","Bonestorm","",10,"","","","",""
