"rownum","Id","MonsterPacksKey","Flag","Weight","MonsterVarietiesKey","string"
116,"114",239,1,85,817,""
117,"2003",239,1,15,813,""
118,"115",240,1,100,817,""
119,"116",241,1,50,814,""
120,"117",241,1,40,815,""
121,"2002",241,1,10,813,""
122,"118",242,1,60,814,""
123,"119",242,1,40,815,""
124,"120",243,1,100,813,""
125,"121",245,1,20,824,""
126,"1726",245,1,40,815,""
127,"1725",245,1,40,814,""
128,"122",246,1,50,840,""
129,"123",246,1,50,841,""
130,"1398",247,1,100,841,""
131,"125",248,1,30,843,""
132,"1399",248,1,70,840,""
133,"126",249,1,100,931,""
134,"127",250,1,100,830,""
135,"128",258,1,100,830,""
136,"129",251,1,100,918,""
137,"130",252,1,100,922,""
138,"131",259,1,100,935,""
139,"132",260,1,50,937,""
140,"1718",260,1,50,935,""
141,"133",261,1,50,936,""
142,"1719",261,1,50,935,""
143,"134",262,1,100,933,""
144,"135",255,1,40,840,""
145,"136",255,1,40,841,""
146,"1717",255,1,20,843,""
147,"1716",256,1,45,840,""
148,"1715",256,1,45,841,""
149,"138",256,1,10,842,""
150,"139",257,1,30,843,""
151,"140",257,1,70,840,""
152,"141",253,"",1,926,""
153,"142",263,1,30,867,""
154,"143",264,"",1,866,""
155,"144",265,1,100,868,""
156,"145",266,1,100,869,""
157,"146",267,1,100,870,""
158,"147",263,1,50,872,""
159,"148",263,1,20,871,""
160,"149",269,1,100,873,""
161,"150",268,1,100,932,""
162,"151",254,"",1,925,""
163,"152",270,"",1,1008,""
164,"153",270,"",2,1005,""
165,"154",270,"",2,1004,""
166,"155",270,"",2,1007,""
167,"156",271,"",2,1008,""
168,"157",271,"",2,1004,""
169,"158",271,"",2,1007,""
170,"159",272,"",2,1021,""
171,"160",272,"",2,1005,""
172,"161",272,"",2,1007,""
173,"162",273,"",1,1021,""
174,"163",273,"",4,1003,""
175,"164",273,"",1,1021,""
176,"165",274,"",1,1024,""
177,"166",275,1,25,1008,""
178,"167",275,1,25,1005,""
179,"168",275,1,25,1004,""
180,"169",275,1,25,1007,""
181,"170",276,1,25,1021,""
182,"171",276,1,25,1003,""
183,"172",276,1,50,1007,""
184,"173",279,1,50,1040,""
185,"174",279,1,50,1042,""
186,"175",280,1,50,1041,""
187,"176",280,1,50,1040,""
188,"177",277,1,33,1046,""
189,"178",277,1,33,1047,""
190,"179",278,1,33,1049,""
191,"180",278,1,34,1048,""
192,"181",281,1,100,917,""
193,"182",283,1,65,832,""
194,"183",283,1,35,945,""
195,"184",284,1,65,833,""
196,"185",284,1,35,946,""
197,"186",289,1,100,947,""
198,"187",287,1,100,899,""
199,"188",285,1,100,445,""
200,"189",288,1,50,1050,""
201,"190",288,1,50,1051,""
202,"191",282,1,100,1023,""
203,"192",291,1,0,951,""
204,"193",291,1,100,953,""
205,"194",292,1,40,952,""
206,"195",292,1,60,953,""
207,"196",293,1,25,1010,""
208,"197",293,1,75,1008,""
209,"198",294,1,40,1004,""
210,"199",294,1,60,1003,""
211,"200",295,1,60,1005,""
212,"201",295,1,40,1007,""
213,"202",286,1,100,445,""
214,"203",290,1,100,1057,""
215,"204",296,1,35,958,""
216,"205",296,1,65,977,""
217,"206",297,1,65,990,""
218,"207",297,1,35,958,""
219,"208",298,1,35,972,""
220,"209",298,1,65,988,""
221,"210",299,1,65,1001,""
222,"211",299,1,35,972,""
223,"212",302,1,60,964,""
224,"213",302,1,40,982,""
225,"214",303,1,40,995,""
226,"215",303,1,60,964,""
227,"216",300,1,60,961,""
228,"217",300,1,40,979,""
229,"218",301,1,40,992,""
230,"219",301,1,60,961,""
231,"220",304,1,35,970,""
232,"221",304,1,65,986,""
233,"222",305,1,65,999,""
234,"223",305,1,35,970,""
235,"224",306,1,100,954,""
236,"225",307,"",1,816,"my_handler"
237,"226",307,"",3,838,"my_dog"
238,"227",244,1,100,813,""
239,"228",308,1,100,446,""
240,"229",309,1,100,902,""
241,"230",311,1,25,1074,""
242,"231",311,1,75,1070,""
243,"232",312,1,75,1067,""
244,"233",313,1,75,1076,""
245,"234",313,1,25,1068,""
246,"235",312,1,25,1072,""
247,"236",314,1,100,831,""
248,"237",315,1,100,1078,""
249,"238",316,1,33,964,""
250,"239",316,1,33,982,""
251,"240",316,1,33,995,""
252,"241",317,1,28,972,""
253,"242",317,1,28,988,""
254,"243",317,1,28,1001,""
255,"244",317,1,16,1013,""
256,"245",318,"",1,1086,""
257,"246",319,1,100,1003,""
258,"247",320,1,100,1005,""
259,"248",321,1,100,1093,""
260,"249",322,1,70,966,""
261,"250",322,1,15,984,""
262,"251",322,1,15,997,""
263,"252",323,1,70,963,""
264,"253",323,1,15,981,""
265,"254",323,1,15,994,""
266,"255",324,1,100,1094,""
267,"256",325,1,70,959,""
268,"257",325,1,30,978,""
269,"258",326,1,30,991,""
270,"259",326,1,70,959,""
271,"260",327,1,70,971,""
272,"261",327,1,30,987,""
273,"262",328,1,30,1000,""
274,"263",328,1,70,971,""
275,"264",329,1,100,1015,""
276,"265",333,1,20,943,""
277,"266",333,1,80,833,""
278,"267",334,1,20,944,""
279,"268",334,1,80,945,""
280,"269",330,1,35,946,""
281,"270",330,1,65,832,""
282,"271",331,1,100,942,""
283,"272",332,1,100,1095,""
284,"273",335,1,100,1130,""
285,"274",336,1,100,1123,""
286,"275",337,1,100,1133,""
287,"276",338,1,100,1134,""
288,"277",339,1,100,1128,""
289,"278",340,1,100,1129,""
290,"279",341,1,100,1132,""
291,"284",342,1,29,1122,""
292,"285",342,1,28,1121,""
293,"286",342,1,28,1117,""
294,"287",342,1,15,1120,""
295,"288",343,1,29,1122,""
296,"289",343,1,28,1121,""
297,"290",343,1,28,1117,""
298,"291",343,1,15,1119,""
299,"292",344,1,29,1122,""
300,"293",344,1,28,1121,""
301,"294",344,1,28,1117,""
302,"295",344,1,15,1118,""
303,"296",345,1,34,1121,""
304,"298",345,1,33,1050,""
305,"299",345,1,33,1051,""
306,"309",346,1,100,1057,""
307,"310",348,1,100,1107,""
308,"316",347,1,100,1135,""
309,"323",25,1,45,192,""
310,"324",25,1,25,193,""
311,"325",25,1,20,194,""
312,"326",25,1,10,195,""
313,"327",26,1,91,184,""
314,"328",26,1,9,185,""
315,"329",27,1,50,184,""
316,"330",27,1,50,185,""
317,"331",28,1,45,192,""
318,"332",28,1,25,193,""
319,"333",28,1,20,194,""
320,"334",28,1,10,195,""
321,"335",29,1,30,192,""
322,"336",29,1,20,193,""
323,"337",29,1,30,194,""
324,"338",29,1,20,195,""
325,"339",30,1,45,204,""
326,"340",30,1,25,205,""
327,"341",30,1,20,206,""
328,"342",30,1,10,207,""
329,"343",31,1,50,209,""
330,"344",31,1,50,208,""
331,"345",32,1,50,209,""
332,"346",32,1,50,208,""
333,"347",33,1,100,333,""
334,"348",34,1,100,333,""
335,"349",35,1,66,221,""
336,"350",35,1,34,222,""
337,"354",36,"",1,161,""
338,"355",37,1,34,225,""
339,"356",37,1,66,228,""
340,"357",38,1,100,230,""
341,"358",39,1,100,235,""
342,"359",40,1,100,235,""
343,"360",41,1,100,208,""
344,"361",42,1,66,157,""
345,"362",42,1,34,158,""
346,"363",44,1,35,311,""
347,"364",44,1,35,313,""
348,"365",44,1,15,315,""
349,"366",44,1,15,317,""
350,"367",45,1,100,329,""
351,"368",46,1,70,157,""
352,"369",46,1,30,158,""
353,"370",47,1,50,157,""
354,"371",47,1,50,158,""
355,"372",48,1,70,217,""
356,"373",48,1,30,218,""
357,"374",49,1,50,217,""
358,"375",49,1,50,218,""
359,"385",50,1,100,337,""
360,"386",53,1,100,251,""
361,"387",52,1,100,238,""
362,"388",51,1,100,132,""
363,"389",54,1,40,342,""
364,"390",54,1,40,345,""
365,"391",54,1,20,348,""
366,"396",56,1,100,354,""
367,"397",57,1,100,356,""
368,"398",58,1,100,247,""
369,"399",59,1,100,135,""
370,"400",60,1,100,1262,""
371,"401",61,1,30,342,""
372,"402",61,1,50,338,""
373,"403",61,1,20,345,""
374,"404",62,1,100,1364,""
375,"405",63,1,100,331,""
376,"407",64,1,100,285,""
377,"408",65,1,40,342,""
378,"409",65,1,40,345,""
379,"410",65,1,20,348,""
380,"411",66,1,100,330,""
381,"412",67,1,100,187,""
382,"413",68,1,40,188,""
383,"414",68,1,60,187,""
384,"415",69,1,50,234,""
385,"416",69,1,50,233,""
386,"417",70,1,100,368,""
387,"418",71,1,100,572,""
388,"419",74,1,100,232,""
389,"420",75,1,30,256,""
390,"421",75,1,30,257,""
391,"422",75,1,20,258,""
392,"423",75,1,20,259,""
393,"424",76,1,25,256,""
394,"425",76,1,25,257,""
395,"426",76,1,25,258,""
396,"427",76,1,25,259,""
397,"428",77,1,100,247,""
398,"429",78,1,70,247,""
399,"430",78,1,30,249,""
400,"431",79,1,40,258,""
401,"432",79,1,40,259,""
402,"433",79,1,20,260,""
403,"434",80,1,100,249,""
404,"435",84,1,50,246,""
405,"436",84,1,30,247,""
406,"437",84,1,20,249,""
407,"438",85,1,100,237,""
408,"439",86,1,100,332,""
409,"440",105,1,100,655,""
410,"441",106,1,100,605,""
411,"442",107,1,16,289,""
412,"443",107,1,9,290,""
413,"444",107,1,9,291,""
414,"445",107,1,8,292,""
415,"446",107,1,8,294,""
416,"447",107,1,8,295,""
417,"448",107,1,8,296,""
418,"449",107,1,17,307,""
419,"450",107,1,17,308,""
420,"451",108,1,16,289,""
421,"452",108,1,9,290,""
422,"453",108,1,9,291,""
423,"454",108,1,8,292,""
424,"455",108,1,8,294,""
425,"456",108,1,8,295,""
426,"457",108,1,8,296,""
427,"458",108,1,17,307,""
428,"459",108,1,17,308,""
429,"460",109,1,100,583,""
430,"461",110,1,100,388,""
431,"462",111,1,100,741,""
432,"463",115,1,50,408,""
433,"464",115,1,50,407,""
434,"465",116,1,20,404,""
435,"466",116,1,20,405,""
436,"467",116,1,20,406,""
437,"468",116,1,20,409,""
438,"469",116,1,20,410,""
439,"470",117,1,30,403,""
440,"471",117,1,70,411,""
441,"472",122,1,50,412,""
442,"473",122,1,50,420,""
443,"474",118,1,50,412,""
444,"475",118,1,50,420,""
445,"476",119,1,50,416,""
446,"477",119,1,50,418,""
447,"478",120,1,33,424,""
448,"479",120,1,33,414,""
449,"480",120,1,34,425,""
450,"481",121,1,34,422,""
451,"482",121,1,33,427,""
452,"483",121,1,33,428,""
453,"484",123,1,20,414,""
454,"485",123,1,20,416,""
455,"486",123,1,20,418,""
456,"487",123,1,20,424,""
457,"488",123,1,20,425,""
458,"489",124,1,34,422,""
459,"490",124,1,33,427,""
460,"491",124,1,33,428,""
461,"492",125,1,100,669,""
462,"493",126,1,75,588,""
463,"494",126,1,25,592,""
464,"495",127,1,100,611,""
465,"496",128,1,25,720,""
466,"497",128,1,25,722,""
467,"498",128,1,25,723,""
468,"499",128,1,25,724,""
469,"500",129,1,100,166,""
470,"501",133,1,100,611,""
471,"502",134,1,13,307,""
472,"503",134,1,12,308,""
473,"1710",134,1,25,292,""
474,"1711",134,1,25,297,""
475,"1712",134,1,25,296,""
476,"504",135,1,25,292,""
477,"505",135,1,25,297,""
478,"506",135,1,25,296,""
479,"1714",135,1,13,307,""
480,"1713",135,1,12,308,""
481,"508",136,1,63,586,""
482,"509",136,1,32,588,""
483,"510",136,1,5,590,""
484,"511",137,1,100,749,""
485,"512",138,1,100,307,""
486,"513",138,1,0,666,""
487,"514",139,1,18,292,""
488,"515",139,1,28,293,""
489,"516",139,1,18,297,""
490,"517",139,1,28,298,""
491,"518",139,1,0,307,""
492,"519",139,1,8,378,""
493,"520",140,1,100,666,""
494,"521",141,1,100,745,""
495,"522",142,1,100,678,""
496,"523",144,1,20,702,""
497,"524",144,1,20,703,""
498,"525",144,1,60,704,""
499,"526",145,1,20,702,""
500,"527",145,1,20,703,""
501,"528",145,1,60,704,""
502,"529",143,1,100,678,""
503,"530",146,1,40,702,""
504,"531",146,1,20,703,""
505,"532",146,1,40,704,""
506,"533",147,1,100,677,""
507,"534",148,1,100,585,""
508,"535",149,1,100,625,""
509,"536",150,1,100,628,""
510,"537",151,1,100,699,""
511,"538",152,1,60,1355,""
512,"539",152,1,40,1358,""
513,"540",153,1,100,392,""
514,"541",154,1,100,781,""
515,"542",155,1,100,669,""
516,"543",156,1,17,727,""
517,"544",156,1,33,729,""
518,"545",156,1,33,731,""
519,"546",156,1,17,733,""
520,"547",157,1,100,752,""
521,"548",158,1,100,578,""
522,"549",163,1,100,651,""
523,"550",164,1,75,736,""
524,"551",164,1,25,737,""
525,"552",165,1,100,761,""
526,"553",166,1,60,761,""
527,"554",166,1,40,762,""
528,"555",167,1,100,761,""
529,"556",169,"",1,668,""
530,"557",170,1,100,757,""
531,"558",172,1,100,668,""
532,"559",173,1,80,774,""
533,"560",173,1,20,776,""
534,"561",174,1,100,778,""
535,"562",171,1,100,7,""
536,"563",175,1,100,6,""
537,"564",176,1,25,763,""
538,"565",176,1,25,764,""
539,"566",176,1,25,765,""
540,"567",176,1,25,766,""
541,"568",177,1,100,770,""
542,"569",178,1,100,769,""
543,"570",179,1,100,767,""
544,"571",180,1,100,767,""
545,"572",182,1,100,780,""
546,"573",183,1,100,442,""
547,"574",184,1,50,432,""
548,"575",184,1,50,436,""
549,"576",185,1,15,433,""
550,"577",185,1,10,434,""
551,"578",185,1,55,435,""
552,"579",185,1,10,438,""
553,"580",185,1,15,439,""
554,"1413",186,1,10,433,""
555,"1412",186,1,15,434,""
556,"1411",186,1,10,435,""
557,"1410",186,1,50,438,""
558,"1414",186,1,15,439,""
559,"581",187,1,34,437,""
560,"582",187,1,33,440,""
561,"583",187,1,33,441,""
562,"584",349,1,50,1050,""
563,"585",349,1,50,1051,""
564,"587",350,1,45,1050,""
565,"588",350,1,45,1051,""
566,"589",350,1,10,1110,""
567,"590",351,1,40,1050,""
568,"591",351,1,40,1051,""
569,"593",351,1,20,1108,""
570,"624",310,1,100,837,""
571,"657",352,1,100,1181,""
572,"658",353,1,100,1180,""
573,"659",354,1,100,1182,""
574,"660",355,1,100,1185,""
575,"661",356,1,100,1183,""
576,"662",357,1,100,1184,""
577,"663",358,1,100,1187,""
578,"664",359,1,100,1188,""
579,"676",362,1,100,1197,""
580,"677",363,1,100,1198,""
581,"678",364,1,100,1199,""
582,"679",365,"",100,1200,""
583,"680",360,"",1,1189,""
584,"681",361,"",1,1201,""
585,"729",366,1,100,790,""
586,"788",367,1,100,238,""
587,"789",368,"",1,327,""
588,"821",370,1,100,585,""
589,"826",371,1,100,790,""
590,"845",375,1,100,232,""
591,"846",376,1,100,232,""
592,"847",377,1,100,230,""
593,"848",378,1,100,230,""
594,"849",379,1,100,260,""
595,"850",384,1,100,1307,""
596,"851",380,1,100,261,""
597,"852",381,1,100,271,""
598,"853",382,1,80,271,""
599,"854",382,1,20,1231,""
600,"855",383,1,18,360,""
601,"856",383,1,33,362,""
602,"857",383,1,18,363,""
603,"858",383,1,15,361,""
604,"859",383,1,15,364,""
605,"860",385,1,100,1334,""
606,"869",386,1,100,1172,""
607,"870",387,1,100,1173,""
608,"871",388,1,100,1171,""
609,"872",389,1,100,1174,""
610,"873",81,1,100,250,""
611,"874",82,1,100,250,""
612,"875",83,1,100,255,""
613,"876",72,1,100,1337,""
614,"877",73,1,100,1336,""
615,"878",390,1,33,262,""
616,"879",390,1,34,263,""
617,"880",390,1,33,264,""
618,"881",188,1,100,429,""
619,"882",189,1,100,431,""
620,"883",190,1,100,599,""
621,"884",191,1,15,1338,""
622,"885",191,1,43,1341,""
623,"886",191,1,42,1343,""
624,"887",372,1,100,1251,""
625,"888",373,1,100,1250,""
626,"889",374,1,100,1252,""
627,"890",87,"",1,16,""
628,"891",88,1,100,16,""
629,"892",89,1,100,19,""
630,"893",90,1,100,19,""
631,"894",92,1,84,143,""
632,"895",92,1,16,141,""
633,"896",91,1,15,141,""
634,"897",91,1,42,258,""
635,"898",91,1,43,259,""
636,"899",91,1,0,260,""
637,"900",159,1,100,784,""
638,"901",160,1,100,1367,""
639,"902",161,1,100,786,""
640,"1415",192,"",1,615,""
641,"903",192,1,100,390,""
642,"904",193,1,100,584,""
643,"905",194,1,100,671,""
644,"906",195,1,60,8,""
645,"907",195,1,40,740,""
646,"908",196,1,100,743,""
647,"909",204,1,100,747,""
648,"910",205,1,100,750,""
649,"911",197,1,100,725,""
650,"912",199,1,100,1379,""
651,"1442",200,1,100,725,""
652,"913",201,1,100,667,""
653,"914",202,1,100,591,""
654,"915",203,1,100,587,""
655,"916",198,1,100,647,""
656,"917",206,1,100,1357,""
657,"918",207,1,100,783,""
658,"919",208,1,100,612,""
659,"1416",209,"",1,640,""
660,"1421",209,1,75,738,""
661,"1420",209,1,25,740,""
662,"920",210,1,100,751,""
663,"921",211,1,100,1380,""
664,"922",212,1,100,785,""
665,"923",213,1,100,735,""
666,"925",214,1,100,1357,""
667,"927",215,1,25,1369,""
668,"1525",215,1,75,753,""
669,"1526",216,"",1,133,""
670,"929",93,1,100,144,""
671,"930",95,1,100,143,""
672,"931",94,1,13,143,""
673,"932",94,1,37,258,""
674,"933",94,1,38,259,""
675,"934",94,1,12,260,""
676,"935",96,1,100,146,""
677,"936",98,1,100,142,""
678,"937",97,1,13,142,""
679,"938",97,1,38,258,""
680,"939",97,1,37,259,""
681,"940",97,1,12,260,""
682,"941",99,1,100,365,""
683,"942",100,1,100,366,""
684,"943",101,1,100,366,""
685,"944",391,1,50,889,""
686,"945",391,1,50,892,""
687,"946",392,1,69,887,""
688,"947",392,1,31,886,""
689,"948",393,1,33,889,""
690,"949",393,1,33,891,""
691,"950",393,1,34,890,""
692,"951",394,1,100,893,""
693,"952",395,1,25,894,""
694,"953",395,1,75,896,""
695,"954",181,1,100,771,""
696,"955",181,1,20,773,""
697,"956",168,1,100,761,""
698,"957",396,"",3,1210,""
699,"958",397,1,65,184,""
700,"959",397,1,35,185,""
701,"960",398,1,30,192,""
702,"961",398,1,10,193,""
703,"962",398,1,45,194,""
704,"963",398,1,15,195,""
705,"964",399,1,50,209,""
706,"965",399,1,50,208,""
707,"966",400,1,100,333,""
708,"967",401,1,50,221,""
709,"968",401,1,50,222,""
710,"969",402,1,20,161,""
711,"1474",402,1,80,223,""
712,"970",403,1,80,230,""
713,"971",403,1,20,235,""
714,"972",404,1,50,157,""
715,"973",404,1,50,158,""
716,"974",405,1,100,358,""
717,"975",406,1,35,311,""
718,"976",406,1,35,313,""
719,"977",406,1,15,315,""
720,"978",406,1,15,317,""
721,"979",407,1,100,329,""
722,"980",408,1,50,217,""
723,"981",408,1,50,218,""
724,"982",409,1,100,337,""
725,"983",412,1,20,251,""
726,"1477",412,1,40,342,""
727,"1478",412,1,40,345,""
728,"984",411,1,10,327,""
729,"1475",411,1,45,356,""
730,"1476",411,1,45,345,""
731,"985",410,1,60,351,""
732,"986",410,1,35,345,""
733,"987",410,1,5,132,""
734,"988",413,1,34,342,""
735,"989",413,1,35,345,""
736,"990",413,1,28,348,""
737,"1522",413,1,3,657,""
738,"991",414,1,65,354,""
739,"992",414,1,35,345,""
740,"993",415,1,65,356,""
741,"994",415,1,35,345,""
742,"996",416,1,80,247,""
743,"997",416,1,20,249,""
744,"998",417,1,12,1360,""
745,"1480",417,1,43,342,""
746,"1479",417,1,45,345,""
747,"999",418,1,12,1364,""
748,"1482",418,1,43,345,""
749,"1481",418,1,45,348,""
750,"1000",420,1,10,331,""
751,"1484",420,1,90,354,""
752,"1001",421,1,65,187,""
753,"1002",421,1,35,188,""
754,"1003",422,1,100,368,""
755,"1004",423,1,70,572,""
756,"1005",423,1,30,573,""
757,"1006",424,1,20,256,""
758,"1007",424,1,20,257,""
759,"1008",424,1,20,258,""
760,"1009",424,1,20,259,""
761,"1010",424,1,0,260,""
762,"1011",426,1,100,246,""
763,"1012",427,1,40,237,""
764,"1485",427,1,60,247,""
765,"1013",428,1,100,332,""
766,"1014",437,1,100,260,""
767,"1015",441,1,50,1307,""
768,"1016",441,1,50,1309,""
769,"1017",438,1,100,261,""
770,"1018",439,1,5,1231,""
771,"1487",439,1,95,271,""
772,"1019",440,1,18,360,""
773,"1020",440,1,34,362,""
774,"1021",440,1,18,363,""
775,"1022",440,1,15,361,""
776,"1023",440,1,15,364,""
777,"1024",425,1,100,255,""
778,"1025",429,1,7,16,""
779,"1486",429,1,93,188,""
780,"1026",430,1,100,19,""
781,"1027",432,1,80,143,""
782,"1028",432,1,20,141,""
783,"1029",431,1,40,264,""
784,"1030",431,1,40,262,""
785,"1031",431,1,20,261,""
786,"1032",433,1,100,143,""
787,"1033",434,1,100,146,""
788,"1034",435,1,40,263,""
789,"1035",435,1,40,264,""
790,"1036",435,1,10,261,""
791,"1037",436,1,50,365,""
792,"1038",436,1,50,366,""
793,"1039",442,1,50,889,""
794,"1040",442,1,50,892,""
795,"1041",443,1,75,887,""
796,"1042",443,1,25,886,""
797,"1043",444,1,33,889,""
798,"1044",444,1,33,891,""
799,"1045",444,1,34,890,""
800,"1046",445,1,40,893,""
801,"1488",445,1,30,890,""
802,"1489",445,1,30,891,""
803,"1047",448,1,65,625,""
804,"1048",448,1,35,629,""
805,"1049",449,1,60,635,""
806,"1050",449,1,40,636,""
807,"1051",450,1,40,638,""
808,"1052",450,1,60,635,""
809,"1053",554,1,100,835,""
810,"1054",451,1,100,655,""
811,"1507",452,1,3,602,""
812,"1055",452,1,100,605,""
813,"1056",453,1,0,289,""
814,"1057",453,1,10,290,""
815,"1058",453,1,10,291,""
816,"1059",453,1,10,292,""
817,"1060",453,1,10,294,""
818,"1061",453,1,10,295,""
819,"1062",453,1,10,296,""
820,"1063",453,1,15,307,""
821,"1064",453,1,15,308,""
822,"1065",463,1,30,397,""
823,"1066",463,1,30,396,""
824,"1067",463,1,20,401,""
825,"1068",463,1,20,432,""
826,"1069",464,1,30,400,""
827,"1070",464,1,30,399,""
828,"1071",464,1,20,402,""
829,"1072",464,1,20,398,""
830,"1073",465,1,30,433,""
831,"1074",465,1,30,434,""
832,"1075",465,1,20,440,""
833,"1076",465,1,20,432,""
834,"1077",466,1,30,439,""
835,"1078",466,1,30,438,""
836,"1079",466,1,20,441,""
837,"1080",466,1,20,437,""
838,"1081",454,1,100,582,""
839,"1082",455,1,90,388,""
840,"1083",455,1,10,613,""
841,"1084",456,1,10,741,""
842,"1508",456,1,45,292,""
843,"1509",456,1,45,297,""
844,"1085",457,1,100,669,""
845,"1086",458,1,75,588,""
846,"1087",458,1,25,592,""
847,"1088",459,1,90,611,""
848,"1089",459,1,10,705,""
849,"1090",460,1,30,720,""
850,"1091",460,1,30,722,""
851,"1092",460,1,20,723,""
852,"1093",460,1,20,724,""
853,"1094",461,1,50,307,""
854,"1095",461,1,50,308,""
855,"1096",462,1,50,292,""
856,"1097",462,1,50,297,""
857,"1098",462,1,0,307,""
858,"1099",462,1,0,308,""
859,"1100",467,1,75,586,""
860,"1101",467,1,25,590,""
861,"1102",468,1,90,749,""
862,"1103",468,1,10,666,""
863,"1104",469,1,17,292,""
864,"1105",469,1,17,293,""
865,"1106",469,1,17,297,""
866,"1107",469,1,17,298,""
867,"1108",469,1,17,307,""
868,"1510",469,1,5,378,""
869,"1109",470,1,100,164,""
870,"1110",471,1,100,745,""
871,"1111",472,1,95,678,""
872,"1491",472,1,5,673,""
873,"1490",473,1,5,675,""
874,"1112",473,1,95,678,""
875,"1492",474,1,5,701,""
876,"1113",474,1,18,702,""
877,"1114",474,1,12,703,""
878,"1115",474,1,65,704,""
879,"1116",475,1,10,677,""
880,"1511",475,1,15,702,""
881,"1512",475,1,10,703,""
882,"1513",475,1,65,704,""
883,"1117",476,1,100,585,""
884,"1493",477,1,50,699,""
885,"1118",477,1,50,700,""
886,"1119",478,1,100,1355,""
887,"1120",479,1,100,392,""
888,"1121",480,1,15,781,""
889,"1514",480,1,85,790,""
890,"1122",481,1,0,727,""
891,"1123",481,1,20,729,""
892,"1124",481,1,20,731,""
893,"1125",481,1,60,733,""
894,"1126",482,1,100,752,""
895,"1127",483,1,15,578,""
896,"1515",483,1,85,582,""
897,"1129",487,1,25,736,""
898,"1130",487,1,50,737,""
899,"1131",487,1,25,739,""
900,"1132",488,1,60,761,""
901,"1133",489,1,8,757,""
902,"1549",489,1,92,651,""
903,"1134",491,1,100,668,""
904,"1135",490,1,100,7,""
