"rownum","rid","i32"
490,2134,1362
491,2135,1878
492,2136,56
493,2137,258
494,2138,551
495,2139,1004
496,2140,1362
497,2141,1878
498,2142,46
499,2143,258
500,2144,551
501,2145,1004
502,2146,1362
503,2147,1878
504,2148,25
505,2149,145
506,2150,258
507,2151,409
508,2152,551
509,2153,1004
510,2154,1362
511,2155,1878
512,2156,25
513,2157,145
514,2158,258
515,2159,388
516,2160,551
517,2161,1004
518,2162,1362
519,2163,1878
520,2164,25
521,2165,145
522,2166,258
523,2167,431
524,2168,551
525,2169,1004
526,2170,1362
527,2171,1878
528,2172,65
529,2173,258
530,2174,551
531,2175,1004
532,2176,1362
533,2177,1878
534,2178,56
535,2179,258
536,2180,551
537,2181,1004
538,2182,1362
539,2183,1878
540,2184,56
541,2185,258
542,2186,551
543,2187,1004
544,2188,1362
545,2189,1878
546,2190,30
547,2191,78
548,2192,195
549,2193,310
550,2194,417
551,2195,517
552,2196,661
553,2197,794
554,2198,1205
555,2199,1303
556,2200,1635
557,2201,1890
558,2202,2253
559,2203,30
560,2204,118
561,2205,310
562,2206,491
563,2207,661
564,2208,904
565,2209,1205
566,2210,1518
567,2211,1635
568,2212,1759
569,2213,2253
570,2214,30
571,2215,98
572,2216,310
573,2217,517
574,2218,661
575,2219,829
576,2220,1205
577,2221,1462
578,2222,1635
579,2223,1759
580,2224,2253
581,2225,30
582,2226,67
583,2227,174
584,2228,310
585,2229,394
586,2230,517
587,2231,661
588,2232,829
589,2233,1205
590,2234,1462
591,2235,1635
592,2236,1823
593,2237,2253
594,2238,30
595,2239,78
596,2240,153
597,2241,310
598,2242,372
599,2243,466
600,2244,661
601,2245,794
602,2246,1205
603,2247,1462
604,2248,1635
605,2249,1823
606,2250,2253
607,2251,250
608,2252,250
609,2253,250
610,2254,250
611,2255,250
612,2256,250
613,2257,250
614,2258,250
615,2259,250
616,2260,250
617,2261,250
618,2262,1500
619,2263,1500
620,2264,1500
621,2265,1500
622,2266,1500
623,2267,1500
624,2268,1500
625,2269,1500
626,2270,1500
627,2271,1500
628,2272,1000
629,2273,1000
630,2274,1000
631,2275,1000
632,2276,1000
633,2277,1000
634,2278,1000
635,2279,1000
636,2280,1000
637,2281,1000
638,2282,1000
639,2283,800
640,2284,800
641,2285,800
642,2286,800
643,2287,800
644,2288,800
645,2289,800
646,2290,800
647,2291,800
648,2292,800
649,2293,800
650,2294,30
651,2295,50
652,2296,80
653,2297,120
654,2298,200
655,2299,350
656,2300,700
657,2301,1400
658,2302,2500
659,2303,30
660,2304,50
661,2305,80
662,2306,120
663,2307,200
664,2308,350
665,2309,700
666,2310,1400
667,2311,2500
668,2312,750
669,2313,750
670,2314,750
671,2315,750
672,2316,750
673,2317,600
674,2318,750
675,2319,600
676,2320,600
677,2321,600
678,2322,900
679,2323,900
680,495,1000
681,496,1000
682,497,1000
683,498,1000
684,499,5000
685,500,5000
686,501,5000
687,502,5000
688,2334,5000
689,2335,2500
690,2336,2000
691,2337,2000
692,2324,1000
693,2325,1000
694,2326,1000
695,2327,1000
696,2328,1000
697,2329,1500
698,2330,1500
699,2331,1500
700,2332,1500
701,2333,3000
702,2338,3000
703,2339,3000
704,2340,3000
705,2341,3000
706,2342,3000
707,2343,3000
708,2344,1000
709,2345,300
710,2346,360
711,2347,300
712,2348,360
713,2349,300
714,2350,360
715,2351,300
716,2352,300
717,2353,300
718,2354,360
719,2355,300
720,2356,300
721,2357,360
722,2358,300
723,2359,360
724,2360,300
725,2361,350
726,2362,350
727,2363,350
728,2364,350
729,2365,350
730,2366,350
731,2367,350
732,2368,300
733,2369,300
734,2370,300
735,2371,300
736,2372,300
737,2373,300
738,2374,250
739,2375,250
740,2376,250
741,2377,250
742,2378,250
743,2379,250
744,2380,250
745,2381,250
746,2382,250
747,2383,250
748,2384,250
749,2385,250
750,2386,300
751,2387,300
752,2388,300
753,2389,300
754,2390,300
755,2391,500
756,2392,1500
757,2393,1000
758,2394,800
759,2786,228
760,2788,228
761,3126,228
762,2395,1300
763,2396,1429
764,2397,1565
765,2398,1760
766,2399,1970
767,2400,2138
768,2401,1891
769,2402,2078
770,2403,2277
771,2404,2560
772,2405,2865
773,2406,3110
774,2407,1891
775,2408,2078
776,2409,2277
777,2410,2560
778,2411,2865
779,2412,3110
780,2413,1300
781,2414,1429
782,2415,1565
783,2416,1760
784,2417,1970
785,2418,2138
786,2419,1891
787,2420,2078
788,2421,2277
789,2422,2560
790,2423,2865
791,2424,3110
792,2425,1300
793,2426,1429
794,2427,1565
795,2428,1760
796,2429,1970
797,2430,2138
798,2431,1969
799,2432,2165
800,2433,2372
801,2434,2667
802,2435,2985
803,2436,3239
804,2437,1969
805,2438,2165
806,2439,2372
807,2440,2667
808,2441,2985
809,2442,3239
810,2443,1969
811,2444,2165
812,2445,2372
813,2446,2667
814,2447,2985
815,2448,3239
816,2449,1969
817,2450,2165
818,2451,2372
819,2452,2667
820,2453,2985
821,2454,3239
822,2455,1969
823,2456,2165
824,2457,2372
825,2458,2667
826,2459,2985
827,2460,3239
828,2461,1969
829,2462,2165
830,2463,2372
831,2464,2667
832,2465,2985
833,2466,3239
834,2467,1182
835,2468,1299
836,2469,1423
837,2470,1600
838,2471,1791
839,2472,1182
840,2473,1299
841,2474,1423
842,2475,1600
843,2476,1791
844,2477,1182
845,2478,1299
846,2479,1466
847,2480,1600
848,2481,1791
849,2482,1182
850,2483,1299
851,2484,1423
852,2485,1600
853,2486,1791
854,2487,1182
855,2488,1299
856,2489,1423
857,2490,1600
858,2491,1791
859,2492,1182
860,2493,1299
861,2494,1423
862,2495,1600
863,2496,1791
864,2497,985
865,2498,1186
866,2499,1333
867,2500,1492
868,2501,985
869,2502,1186
870,2503,1333
871,2504,1492
872,2505,985
873,2506,1186
874,2507,1333
875,2508,1492
876,2509,985
877,2510,1186
878,2511,1492
879,2512,985
880,2513,1186
881,2514,1492
882,2515,985
883,2516,1186
884,2517,1492
885,2518,985
886,2519,1186
887,2520,1333
888,2521,1492
889,2522,985
890,2523,1186
891,2524,1333
892,2525,1492
893,2526,985
894,2527,1186
895,2528,1333
896,2529,1492
897,2530,985
898,2531,1186
899,2532,1492
900,2533,985
901,2534,1186
902,2535,1492
903,2536,985
904,2537,1186
905,2538,1492
906,2539,1182
907,2540,1299
908,2541,1423
909,2542,1600
910,2543,1791
911,2544,1892
912,2545,1182
913,2546,1299
914,2547,1423
915,2548,1600
916,2549,1791
917,2550,1944
918,2551,1182
919,2552,1299
920,2553,1423
921,2554,1600
922,2555,1791
923,2556,1944
924,2557,1182
925,2558,1299
926,2559,1423
927,2560,1600
928,2561,1791
929,2562,1892
930,2563,1182
931,2564,1299
932,2565,1423
933,2566,1600
934,2567,1791
935,2568,1892
936,2569,3509
937,2570,3992
938,2571,4522
939,2572,3509
940,2573,3992
941,2574,4522
942,2575,3509
943,2576,3992
944,2577,4522
945,2578,3509
946,2579,3992
947,2580,3992
948,2581,3992
949,2582,4522
950,2583,3509
951,2584,3992
952,2585,4522
953,2586,3509
954,2587,3992
955,2588,4522
956,2589,2105
957,2590,2395
958,2591,2713
959,2592,2105
960,2593,2395
961,2594,2713
962,2595,2105
963,2596,2395
964,2597,2713
965,2598,2105
966,2599,2395
967,2600,2713
968,2601,2105
969,2602,2395
970,2603,2713
971,2604,2105
972,2605,2395
973,2606,2713
974,2607,1754
975,2608,1996
976,2609,2261
977,2610,1754
978,2611,1996
979,2612,2261
980,2613,1754
981,2614,1996
982,2615,2261
983,2616,1754
984,2617,1996
985,2618,2261
986,2619,1754
987,2620,1996
988,2621,2261
989,2622,1754
990,2623,1996
991,2624,2261
992,2625,1754
993,2626,1996
994,2627,2261
995,2628,1754
996,2629,1996
997,2630,2261
998,2631,1754
999,2632,1996
1000,2633,2261
1001,2634,1754
1002,2635,1996
1003,2636,2261
1004,2637,1754
1005,2638,1996
1006,2639,2261
1007,2640,1754
1008,2641,1996
1009,2642,2261
1010,2643,2105
1011,2644,2395
1012,2645,2713
1013,2646,2105
1014,2647,2395
1015,2648,2713
1016,2649,2105
1017,2650,2395
1018,2651,2713
1019,2652,2105
1020,2653,2395
1021,2654,2713
1022,2655,2105
1023,2656,2395
1024,2657,2713
1025,2658,2448
1026,2659,2780
1027,2660,3144
1028,2661,3221
1029,2662,3299
1030,2663,3144
1031,2664,3561
1032,2665,4044
1033,2666,4573
1034,2667,4684
1035,2668,4798
1036,2669,4573
1037,2670,3561
1038,2671,4044
1039,2672,4573
1040,2673,4684
1041,2674,4798
1042,2675,4573
1043,2676,2448
1044,2677,2780
1045,2678,3144
1046,2679,3221
1047,2680,3299
1048,2681,3144
1049,2682,3561
1050,2683,4044
1051,2684,4573
1052,2685,4684
1053,2686,4798
1054,2687,4573
1055,2688,2448
1056,2689,2780
1057,2690,3144
1058,2691,3221
1059,2692,3299
1060,2693,3144
1061,2760,4546
1062,2761,9092
1063,2762,13638
1064,2763,4546
1065,2764,9092
1066,2765,13638
1067,576,5000
1068,577,6000
1069,578,7000
1070,579,8000
1071,580,9000
1072,581,10000
1073,582,11000
1074,583,12000
1075,584,13000
1076,585,14000
1077,586,15000
1078,587,16000
1079,588,17000
1080,589,18000
1081,590,19000
1082,591,20000
1083,3107,20000
1084,3108,20000
1085,3109,20000
1086,645,20000
1087,681,20000
1088,686,20000
1089,3236,970
1090,3237,970
1091,3238,970
1092,3239,970
1093,3240,970
1094,3241,970
1095,3242,970
1096,3243,970
1097,3244,970
1098,3245,970
1099,3246,970
1100,3247,970
1101,3248,970
1102,3249,970
1103,3250,970
1104,3251,970
1105,3252,970
1106,3253,970
1107,3254,970
1108,3255,970
1109,3256,970
1110,1709,570
1111,1710,768
1112,1711,1200
1113,1712,570
1114,1713,1200
1115,1714,768
1116,1715,1200
1117,1728,2500
1118,3110,2500
1119,3112,10000
1120,3113,10000
1121,3114,10000
1122,884,273
1123,885,273
1124,886,273
1125,887,273
1126,888,273
1127,889,273
1128,890,273
1129,891,273
1130,892,273
1131,893,273
1132,699,20000
1133,700,20000
1134,701,20000
1135,702,20000
1136,703,20000
1137,704,20000
1138,705,20000
1139,706,20000
1140,707,20000
1141,708,20000
1142,709,20000
1143,710,20000
1144,711,20000
1145,57,273
1146,58,273
1147,59,273
1148,60,273
1149,61,273
1150,62,273
1151,63,273
1152,64,273
1153,65,273
1154,66,273
1155,67,273
1156,68,273
1157,69,567
1158,70,567
1159,71,567
1160,72,567
1161,73,567
1162,74,567
1163,75,567
1164,76,567
1165,77,567
1166,78,567
1167,79,567
1168,80,567
1169,81,945
1170,82,945
1171,83,945
1172,84,945
