"rownum","BaseItemType","ReqStr","ReqInt","ReqDex"
221,2172,8,0,8
222,2173,17,0,17
223,2174,32,0,32
224,2175,43,0,43
225,2176,50,0,50
226,2177,61,0,61
227,2178,7,7,0
228,2179,17,17,0
229,2180,32,32,0
230,2181,43,43,0
231,2182,50,50,0
232,2183,61,61,0
233,2184,0,7,7
234,2185,0,17,17
235,2186,0,32,32
236,2187,0,43,43
237,2188,0,50,50
238,2189,0,61,61
239,2190,0,0,0
240,2191,13,0,0
241,2192,23,0,0
242,2193,30,0,0
243,2194,40,0,0
244,2195,52,0,0
245,2196,61,0,0
246,2197,66,0,0
247,2198,83,0,0
248,2199,92,0,0
249,2200,95,0,0
250,2201,106,0,0
251,2202,118,0,0
252,2203,0,0,0
253,2204,10,0,10
254,2205,18,0,18
255,2206,27,0,27
256,2207,34,0,34
257,2208,38,0,38
258,2209,46,0,46
259,2210,48,0,48
260,2211,53,0,53
261,2212,58,0,58
262,2213,65,0,65
263,2214,0,0,0
264,2215,10,10,0
265,2216,18,18,0
266,2217,30,30,0
267,2218,34,34,0
268,2219,37,37,0
269,2220,46,46,0
270,2221,50,50,0
271,2222,53,53,0
272,2223,58,58,0
273,2224,65,65,0
274,2225,0,0,0
275,2226,0,0,11
276,2227,0,0,22
277,2228,0,0,30
278,2229,0,0,42
279,2230,0,0,49
280,2231,0,0,61
281,2232,0,0,72
282,2233,0,0,83
283,2234,0,0,88
284,2235,0,0,95
285,2236,0,0,101
286,2237,0,0,118
287,2238,0,0,0
288,2239,0,13,0
289,2240,0,20,0
290,2241,0,30,0
291,2242,0,42,0
292,2243,0,49,0
293,2244,0,61,0
294,2245,0,66,0
295,2246,0,83,0
296,2247,0,94,0
297,2248,0,95,0
298,2249,0,104,0
299,2250,0,118,0
300,268,0,0,0
301,269,0,0,0
302,270,0,0,0
303,936,0,0,0
304,1232,0,0,0
305,1233,0,0,0
306,1740,0,0,0
307,1741,10,0,10
308,1742,16,0,16
309,1743,22,0,22
310,1744,28,0,28
311,1745,37,0,37
312,1746,43,0,43
313,1747,51,0,51
314,1748,57,0,57
315,1749,63,0,63
316,1750,66,0,66
317,1751,68,0,68
318,1752,81,0,81
319,1753,0,0,0
320,1754,10,0,10
321,1755,16,0,16
322,1756,22,0,22
323,1757,30,0,30
324,1758,37,0,37
325,1759,43,0,43
326,1760,46,0,46
327,1761,57,0,57
328,1762,62,0,62
329,1763,66,0,66
330,1764,68,0,68
331,1765,81,0,81
332,1766,0,0,0
333,1767,10,0,0
334,1768,20,0,10
335,1769,30,0,14
336,1770,37,0,16
337,1771,48,0,20
338,1772,60,0,25
339,1773,67,0,27
340,1774,81,0,33
341,1775,86,0,35
342,1776,93,0,37
343,1777,96,0,38
344,1778,116,0,45
345,1779,0,0,0
346,1780,10,0,0
347,1781,20,0,10
348,1782,30,0,14
349,1783,37,0,16
350,1784,50,0,21
351,1785,60,0,25
352,1786,72,0,29
353,1787,81,0,33
354,1788,89,0,36
355,1789,93,0,37
356,1790,102,0,40
357,1791,116,0,45
358,1792,0,0,0
359,1793,11,0,0
360,1794,25,0,0
361,1795,38,0,0
362,1796,52,0,0
363,1797,61,0,0
364,1798,76,0,0
365,1799,83,0,0
366,1800,104,0,0
367,1801,110,0,0
368,1802,119,0,0
369,1803,126,0,0
370,1804,148,0,0
371,1805,0,0,0
372,1806,11,0,0
373,1807,27,0,0
374,1808,38,0,0
375,1809,52,0,0
376,1810,65,0,0
377,1811,76,0,0
378,1812,88,0,0
379,1813,104,0,0
380,1814,115,0,0
381,1815,119,0,0
382,1816,124,0,0
383,1817,148,0,0
384,1818,0,0,0
385,1819,0,0,11
386,1820,10,0,20
387,1821,14,0,30
388,1822,17,0,39
389,1823,20,0,48
390,1824,25,0,60
391,1825,29,0,72
392,1826,33,0,81
393,1827,36,65,91
394,1828,37,0,93
395,1829,39,0,98
396,1830,45,0,116
397,1831,0,0,0
398,1832,0,0,16
399,1833,0,0,29
400,1834,0,0,38
401,1835,0,0,52
402,1836,0,0,65
403,1837,0,0,76
404,1838,0,0,83
405,1839,0,0,104
406,1840,0,0,112
407,1841,0,0,119
408,1842,0,0,126
409,1843,0,0,148
410,1844,0,0,0
411,1845,0,10,10
412,1846,0,18,18
413,1847,0,22,22
414,1848,0,27,27
415,1849,0,36,36
416,1850,0,43,43
417,1851,0,50,50
418,1852,0,57,57
419,1853,0,62,62
420,1854,0,66,66
421,1855,0,71,71
422,1856,0,81,81
423,1857,0,0,0
424,1858,0,0,10
425,1859,0,11,22
426,1860,0,14,30
427,1861,0,16,37
428,1862,0,22,51
429,1863,0,25,60
430,1864,0,27,67
431,1865,0,33,81
432,1866,0,34,84
433,1867,0,37,93
434,1868,0,40,100
435,1869,0,45,116
436,1870,0,0,0
437,1871,13,0,0
438,1872,22,11,0
439,1873,30,14,0
440,1874,37,16,0
441,1875,48,20,0
442,1876,60,25,0
443,1877,69,28,0
444,1878,81,33,0
445,1879,84,34,0
446,1880,93,37,0
447,1881,103,41,0
448,1882,116,45,0
449,1909,0,0,0
450,1910,0,0,14
451,1911,0,0,27
452,1912,0,0,38
453,1913,0,0,52
454,1914,0,0,65
455,1915,0,0,76
456,1916,0,0,90
457,1917,0,0,104
458,1918,0,0,115
459,1919,119,0,119
460,1920,0,0,128
461,1921,0,0,148
462,1922,0,0,0
463,1923,8,0,8
464,1924,15,0,15
465,1925,22,0,22
466,1926,27,0,27
467,1927,34,0,34
468,1928,43,0,43
469,1929,49,0,49
470,1930,57,0,57
471,1931,61,0,61
472,1932,66,0,66
473,1933,71,0,71
474,1934,81,0,81
475,2333,0,0,0
476,2334,51,51,51
477,2335,46,46,46
478,2336,40,40,40
479,2337,43,43,43
480,2431,94,0,0
481,2432,99,0,0
482,2433,105,0,0
483,2434,113,0,0
484,2435,122,0,0
485,2436,128,0,0
486,2437,0,0,94
487,2438,0,0,99
488,2439,0,0,105
489,2440,0,0,113
490,2441,0,0,122
491,2442,0,0,128
492,2443,0,94,0
493,2444,0,99,0
494,2445,0,105,0
495,2446,0,113,0
496,2447,0,122,0
497,2448,0,128,0
498,2449,51,0,51
499,2450,55,0,55
500,2451,59,0,59
501,2452,62,0,62
502,2453,67,0,67
503,2454,70,0,70
504,2455,51,51,0
505,2456,55,55,0
506,2457,59,59,0
507,2458,62,62,0
508,2459,67,67,0
509,2460,70,70,0
510,2461,0,51,51
511,2462,0,55,55
512,2463,0,59,59
513,2464,0,62,62
514,2465,0,67,67
515,2466,0,70,70
516,2467,83,0,0
517,2468,88,0,0
518,2469,94,0,0
519,2470,101,0,0
520,2471,108,0,0
521,2472,0,0,83
522,2473,0,0,88
523,2474,0,0,94
524,2475,0,0,101
525,2476,0,0,108
526,2477,0,83,0
527,2478,0,88,0
528,2479,0,94,0
529,2480,0,101,0
530,2481,0,108,0
531,2482,46,0,46
532,2483,49,0,49
533,2484,52,0,52
534,2485,55,0,55
535,2486,59,0,59
536,2487,46,46,0
537,2488,49,49,0
538,2489,52,52,0
539,2490,55,55,0
540,2491,59,59,0
541,2492,0,46,46
542,2493,0,49,49
543,2494,0,52,52
544,2495,0,55,55
545,2496,0,59,59
546,2497,73,0,0
547,2498,82,0,0
548,2499,88,0,0
549,2500,95,0,0
550,2501,0,0,73
551,2502,0,0,82
552,2503,0,0,88
553,2504,0,0,95
554,2505,0,73,0
555,2506,0,82,0
556,2507,0,88,0
557,2508,0,95,0
558,2509,40,0,40
559,2510,46,0,46
560,2511,52,0,52
561,2512,40,40,0
562,2513,46,46,0
563,2514,52,52,0
564,2515,0,40,40
565,2516,0,46,46
566,2517,0,52,52
567,2518,78,0,0
568,2519,88,0,0
569,2520,95,0,0
570,2521,101,0,0
571,2522,0,0,78
572,2523,0,0,88
573,2524,0,0,95
574,2525,0,0,101
575,2526,0,78,0
576,2527,0,88,0
577,2528,0,95,0
578,2529,0,101,0
579,2530,43,0,43
580,2531,49,0,49
581,2532,56,0,56
582,2533,43,43,0
583,2534,49,49,0
584,2535,56,56,0
585,2536,0,43,43
586,2537,0,49,49
587,2538,0,56,56
588,2539,83,0,0
589,2540,88,0,0
590,2541,94,0,0
591,2542,101,0,0
592,2543,108,0,0
593,2544,112,0,0
594,2545,46,0,46
595,2546,49,0,49
596,2547,52,0,52
597,2548,55,0,55
598,2549,59,0,59
599,2550,62,0,62
600,2551,46,46,0
601,2552,49,49,0
602,2553,52,52,0
603,2554,55,55,0
604,2555,59,59,0
605,2556,62,62,0
606,2557,0,0,83
607,2558,0,0,88
608,2559,0,0,94
609,2560,0,0,101
610,2561,0,0,108
611,2562,0,0,112
612,2563,0,83,0
613,2564,0,88,0
614,2565,0,94,0
615,2566,0,101,0
616,2567,0,108,0
617,2568,0,112,0
618,2395,104,0,0
619,2396,110,0,0
620,2397,117,0,0
621,2398,126,0,0
622,2399,135,0,0
623,2400,142,0,0
624,2401,104,0,0
625,2402,110,0,0
626,2403,117,0,0
627,2404,126,0,0
628,2405,135,0,0
629,2406,142,0,0
630,2407,0,33,81
631,2408,0,35,86
632,2409,0,36,91
633,2410,0,39,98
634,2411,0,42,105
635,2412,0,44,110
636,2413,0,0,104
637,2414,0,0,110
638,2415,0,0,117
639,2416,0,0,126
640,2417,0,0,135
641,2418,0,0,142
642,2419,57,0,57
643,2420,61,0,61
644,2421,65,0,65
645,2422,69,0,69
646,2423,74,0,74
647,2424,78,0,78
648,2425,33,0,81
649,2426,35,0,86
650,2427,36,0,91
651,2428,39,0,98
652,2429,42,0,105
653,2430,44,0,110
654,2569,157,0,0
655,2570,157,0,0
656,2571,157,0,0
657,2572,0,0,157
658,2573,0,0,157
659,2574,0,0,157
660,2575,0,157,0
661,2576,0,157,0
662,2577,0,157,0
663,2578,86,0,86
664,2579,86,0,86
665,2580,86,0,86
666,2581,86,0,86
667,2582,86,0,86
668,2583,86,86,0
669,2584,86,86,0
670,2585,86,86,0
671,2586,0,86,86
672,2587,0,86,86
673,2588,0,86,86
674,2589,118,0,0
675,2590,129,0,0
676,2591,139,0,0
677,2592,0,0,118
678,2593,0,0,129
679,2594,0,0,139
680,2595,0,118,0
681,2596,0,129,0
682,2597,0,139,0
683,2598,65,0,65
684,2599,70,0,70
685,2600,76,0,76
686,2601,65,65,0
687,2602,70,70,0
688,2603,76,76,0
689,2604,0,65,65
690,2605,0,70,70
691,2606,0,76,76
692,2607,104,0,0
693,2608,113,0,0
694,2609,122,0,0
695,2610,0,0,104
696,2611,0,0,113
697,2612,0,0,122
698,2613,0,104,0
699,2614,0,113,0
700,2615,0,122,0
701,2616,57,0,57
702,2617,62,0,62
703,2618,67,0,67
704,2619,57,57,0
705,2620,62,62,0
706,2621,67,67,0
707,2622,0,57,57
708,2623,0,62,62
709,2624,0,67,67
710,2625,111,0,0
711,2626,121,0,0
712,2627,131,0,0
713,2628,0,0,111
714,2629,0,0,121
715,2630,0,0,131
716,2631,0,111,0
717,2632,0,121,0
718,2633,0,131,0
719,2634,61,0,61
720,2635,66,0,66
721,2636,71,0,71
722,2637,61,61,0
723,2638,66,66,0
724,2639,71,71,0
725,2640,0,61,61
726,2641,0,66,66
727,2642,0,71,71
728,2643,118,0,0
729,2644,129,0,0
730,2645,139,0,0
731,2646,65,0,65
732,2647,70,0,70
733,2648,76,0,76
734,2649,65,65,0
735,2650,70,70,0
736,2651,76,76,0
737,2652,0,0,118
738,2653,0,0,129
739,2654,0,0,139
740,2655,0,118,0
741,2656,0,129,0
742,2657,0,139,0
743,2658,174,0,0
744,2659,193,0,0
745,2660,212,0,0
746,2661,212,0,0
747,2662,212,0,0
748,2663,212,0,0
749,2664,174,0,0
750,2665,193,0,0
751,2666,212,0,0
752,2667,212,0,0
753,2668,212,0,0
754,2669,212,0,0
755,2670,0,53,135
756,2671,0,59,150
757,2672,0,64,165
758,2673,0,64,165
759,2674,0,64,165
760,2675,0,64,165
761,2676,0,0,174
762,2677,0,0,193
763,2678,0,0,212
764,2679,0,0,212
765,2680,0,0,212
766,2681,0,0,212
767,2682,95,0,95
768,2683,106,0,106
769,2684,116,0,116
770,2685,116,0,116
771,2686,116,0,116
772,2687,116,0,116
773,2688,53,0,135
774,2689,59,0,150
775,2690,64,0,165
776,2691,64,0,165
777,2692,64,0,165
778,2693,64,0,165
