"rownum","rid","[rid]","[i32]"
87,3541,[20037],[3]
88,3543,[19184],[1]
89,3549,[4456],[12]
90,3550,[15411],[10]
91,3871,[451],[1]
92,3881,[793],[1]
93,3886,[2277],[1]
94,2886,[119],[480]
95,2937,[99],[8]
96,2949,[101],[5]
97,2960,[70],[5]
98,2961,[70],[6]
99,2962,[70],[5]
100,2966,[70],[-5]
101,2967,[70],[7]
102,2998,[210],[-10]
103,2999,[210],[9]
104,3189,[18417],[45]
105,3197,[17893],[25]
106,3200,[25],[15]
107,3265,[18772],[1]
108,3314,[19817],[1]
109,3332,[2053],[6000]
110,3333,[2054],[6000]
111,3334,[2055],[6000]
112,3335,[2056],[6000]
113,3336,[1799],[1]
114,3338,[20268],[12]
115,3343,[19619],[1]
116,3344,[9226],[800]
117,3345,[19620],[1]
118,3346,[5710],[1]
119,3351,[3435],[25]
120,3375,[2111],[1]
121,3376,[3266],[25]
122,3377,[3266],[25]
123,3379,[19066],[1]
124,3382,[19742],[1]
125,3872,[18016],[100]
126,3877,[19372],[33]
127,3878,[19373],[33]
128,3879,[19374],[33]
129,3885,[19202],[1]
130,2431,[117],[50]
131,2747,[171],[10]
132,2748,[171],[15]
133,2749,[171],[15]
134,2750,[171],[10]
135,2751,[171],[15]
136,2753,[171],[10]
137,2755,[171],[10]
138,2756,[171],[20]
139,2757,[171],[20]
140,2760,[171],[15]
141,2763,[171],[12]
142,2765,[171],[15]
143,2770,[171],[10]
144,2882,[119],[1350]
145,3135,[199],[40]
146,3136,[198],[40]
147,3137,[200],[40]
148,3151,[132],[-5]
149,3243,[18661],[1]
150,3261,[20724],[1]
151,3262,[11265],[1]
152,3348,[1082],[10]
153,3367,[19729],[1]
154,3368,[19710],[30]
155,3370,[174],[1]
156,3371,[175],[1]
157,3373,[172],[5]
158,3374,[3370],[12]
159,3391,[133],[100]
160,3420,[19446],[90]
161,3421,[19442],[25]
162,3431,[18926],[1]
163,3464,[19723],[40]
164,3476,[19741],[1]
165,3510,[19795],[1]
166,3523,[215],[200]
167,3676,[844],[15]
168,3882,[704],[1]
169,2256,[138],[22]
170,2769,[171],[-10]
171,2885,[119],[240]
172,3145,[947],[5]
173,3287,[19589],[200]
174,3288,[6577],[1]
175,3413,[21495],[8000]
176,3427,[19595],[1]
177,3433,[19678],[1]
178,3434,[19677],[1]
179,3442,[19625],[1]
180,3443,[19626],[1]
181,3477,[439],[180]
182,3478,[772],[180]
183,3479,[1243],[25]
184,3507,[2794],[4]
185,3544,[209],[40]
186,3545,[3239],[40]
187,3756,[2357],[50]
188,3274,[14599],[20]
189,2964,[70],[7]
190,3187,[18228],[50]
191,3514,[18122],[7]
192,3515,[18888],[7]
193,3522,[17769],[1]
194,2227,[592],[75]
195,2347,[135],[-30]
196,2452,[118],[-5]
197,2454,[118],[-20]
198,2457,[118],[8]
199,2764,[171],[-10]
200,2992,[18220],[15]
201,3008,[18221],[15]
202,3036,[543],[150]
203,3037,[543],[25]
204,3054,[18223],[40]
205,3062,[18224],[40]
206,3217,[18627],[-50]
207,3267,[2538],[25]
208,3269,[480],[4]
209,3311,[24],[10]
210,3339,[20268],[-10]
211,3341,[20268],[22]
212,3407,[19257],[100]
213,3542,[20036],[2]
214,3555,[1606],[1]
215,3584,[4777],[100]
216,3585,[18140],[10]
217,3586,[19347],[50]
218,3588,[1193],[1]
219,3590,[19068],[100]
220,3598,[15774],[1]
221,3599,[17031],[12]
222,3600,[19047],[1]
223,3748,[21715],[1]
224,2456,[118],[-20]
225,2880,[119],[750]
226,2883,[119],[273]
227,2930,[3018],[500]
228,2947,[101],[5]
229,3001,[210],[12]
230,3191,[18417],[25]
231,3193,[18229],[15]
232,3227,[153],[12]
233,3277,[739],[1]
234,3303,[196],[-50]
235,3304,[9614],[50]
236,3306,"[12588,12726]","[1,1]"
237,3317,[19406],[1]
238,3340,[20268],[7]
239,3399,[18412],[12]
240,3406,[2038],[1]
241,3415,[7752],[25]
242,3516,[18109],[35]
243,3520,[1400],[4000]
244,3538,[1993],[-30]
245,3554,[5076],[1]
246,3612,[8181],[1]
247,3613,[8179],[1]
248,3614,[8189],[1]
249,3674,[7394],[1]
250,3675,[7698],[-1]
251,3874,[1475],[100]
252,3875,[18015],[100]
253,3880,[19796],[100]
254,2243,[138],[40]
255,2523,[127],[50]
256,2876,[119],[570]
257,3144,[947],[4]
258,3279,[17022],[75]
259,3286,[1886],[1]
260,3402,[16860],[1]
261,3408,[5491],[-5]
262,3409,[5492],[15]
263,3551,[4888],[300]
264,3552,[20296],[1]
265,3423,[19597],[1]
266,3424,[19582],[40]
267,3425,[19585],[1]
268,3323,[18782],[1]
269,3560,[20172],[1]
270,2940,[99],[15]
271,2942,[99],[30]
272,3198,[18768],[40]
273,3435,[19674],[1]
274,3436,[19623],[1]
275,3556,[20760],[1]
276,3559,[18899],[100]
277,3565,[4011],[10000]
278,3186,[18228],[100]
279,3275,[2322],[1]
280,3558,[20017],[100]
281,2941,[99],[12]
282,2954,[101],[12]
283,2993,[210],[7]
284,3271,[20743],[1]
285,3461,[19034],[25]
286,3607,[18979],[25]
287,2943,[99],[7]
288,2996,[210],[15]
289,2997,[210],[15]
290,3002,[210],[15]
291,3185,[18228],[100]
292,3188,[18417],[100]
293,2939,[99],[25]
294,2951,[101],[15]
295,2972,[70],[50]
296,3159,[168],[3]
297,3210,[169],[25]
298,3272,[170],[50]
299,3273,[1080],[-50]
300,3465,[1128],[2]
301,2952,[101],[5]
302,3190,[18417],[40]
303,3562,[19195],[-30]
304,3563,[20734],[100]
305,3566,[4381],[2]
306,3897,[193],[30]
307,3437,[19681],[50]
308,3527,[958],[1]
309,3799,[22209],[1]
310,3697,[21059],[10]
311,2354,[135],[12]
312,2355,[135],[12]
313,2356,[135],[35]
314,2357,[135],[10]
315,2359,[135],[15]
316,2362,[135],[15]
317,3735,[696],[1]
318,3784,"[21142,21144,21145]","[1,60,5000]"
319,3158,[18902],[20]
320,3733,[8015],[1]
321,3732,[12480],[1]
322,3745,[21700],[1]
323,3296,[9038],[50]
324,3378,[3266],[15]
325,3767,[21061],[100]
326,3349,[1082],[20]
327,3298,[21158],[20]
328,3760,[21586],[1]
329,3801,[21867],[1]
330,3708,[21529],[1]
331,3744,[3118],[1]
332,3472,[7390],[25]
333,3734,[1617],[1]
334,3793,[21691],[6000]
335,3791,[22377],[2]
336,2388,[144],[20]
337,2390,[144],[20]
338,3898,[193],[25]
339,3485,[9487],[1]
340,3486,[9488],[1]
341,3812,[15815],[1]
342,2302,[140],[25]
343,2303,[140],[30]
344,2304,[140],[25]
345,2305,[140],[30]
346,2308,[140],[25]
347,3696,[21523],[1]
348,3792,[21690],[1]
349,3787,[21941],[1]
350,3773,[21542],[10]
351,3730,[21157],[4]
352,3717,[471],[25]
353,3752,[21716],[15]
354,3213,[9019],[7]
355,3705,[21230],[1]
356,3693,[1326],[1]
357,3687,[21166],[1]
358,3471,[2229],[20]
359,3821,[585],[10]
360,3820,[21841],[1]
361,3698,[21060],[5]
362,3700,[21164],[1]
363,3701,[21162],[100]
364,3699,[21064],[10]
365,3685,[21168],[1]
366,3822,[2609],[1]
367,3814,[22036],[100]
368,3393,[133],[40]
369,3763,[21063],[10000]
370,3154,[132],[40]
371,3155,[132],[75]
372,3156,[132],[1000]
373,3768,[21860],[100]
374,3751,[1233],[150]
375,3873,[18017],[100]
376,2270,[138],[30]
377,2273,[138],[25]
378,3797,[21742],[1]
379,3460,[19034],[15]
380,3783,[451],[1]
381,3845,[451],[1]
382,3786,[21940],[1]
383,2995,[210],[20]
384,2520,[113],[125]
385,3526,[160],[-25]
386,3761,[5686],[1]
387,2958,[335],[5]
388,3790,[21702],[1]
389,2931,[3013],[650]
390,2932,[3013],[1000]
391,2933,[3013],[800]
392,3731,[14764],[5000]
393,3714,[21624],[1]
394,2890,[119],[2700]
395,2891,[119],[900]
396,2892,[119],[750]
397,2893,[119],[600]
398,2895,[119],[450]
399,2896,[119],[1800]
400,2897,[119],[1350]
401,2898,[119],[300]
402,3876,[1478],[100]
403,2331,[142],[40]
404,2334,[142],[30]
405,2336,[142],[30]
406,2820,[1105],[15]
407,2830,[1107],[50]
408,3324,[4822],[1]
409,3796,[21543],[1]
410,3819,[22158],[1]
411,3804,[21965],[40]
412,3800,[21870],[32]
413,3742,[2764],[15]
414,3743,[2764],[20]
415,2985,[70],[25]
416,2973,[70],[10]
417,3808,[18544],[25]
418,3829,[22238],[1]
419,3737,[104],[1]
420,3432,[4629],[5]
421,3276,[5153],[100]
422,3199,[18768],[175]
423,3716,[12653],[1]
424,3686,[21169],[1]
425,3688,[21167],[1]
426,3740,[19871],[-20]
427,3736,[1245],[1]
428,3229,[153],[-50]
429,3759,[15942],[1]
430,3813,[21942],[1]
431,3487,[9485],[1]
432,3488,[9486],[1]
433,3769,[21876],[1]
434,3805,[21873],[50]
435,3806,[21873],[100]
436,3772,[21874],[50]
437,3218,[18627],[-50]
438,3219,[18627],[45]
439,3807,[21967],[1]
440,3211,[169],[25]
441,3771,[15737],[1]
442,3689,[21139],[1]
443,3528,[1276],[1]
444,3141,[14121],[-40]
445,3142,[14121],[-50]
446,3134,[201],[40]
447,3138,[14120],[-50]
448,3192,[18229],[75]
449,3707,[19393],[25]
450,3747,[20747],[4]
451,3524,[2398],[1]
452,3738,[21556],[25]
453,3715,[21493],[1]
454,3694,[21496],[1]
455,3741,[20192],[1]
456,10018,[3239],[22]
