"rownum","Id","ChestsKey","UniqueChestsKey","MinLevel","MaxLevel","Weight","i32"
40,"MapsRoom1",705,"",58,100,2400,0
41,"MapsRoom2",706,"",58,100,1200,2
42,"MapsRoom3",707,"",58,100,1200,1
43,"MapsRoom4",708,"",58,100,200,1
44,"MapsRoom7",711,"",58,100,200,1
45,"MapsRoom8",712,"",81,100,200,1
46,"MapsRoom9",713,"",58,100,200,1
47,"MapsRoom10",714,"",58,100,1200,1
48,"GemsRoom1",716,"",1,100,2400,0
49,"GemsRoom2",717,"",1,100,1200,2
50,"GemsRoom3",718,"",1,100,1200,1
51,"GemsRoom4",720,"",68,100,40,1
52,"GemsRoom5",719,"",1,100,200,1
53,"GemsRoom6",721,"",1,100,200,1
54,"ArmourRoom1",651,"",1,100,1200,0
55,"ArmourRoom2",652,"",50,100,2,0
56,"ArmourRoom4",654,"",35,100,30,0
57,"ArmourRoom6",656,"",1,100,150,0
58,"ArmourRoom8",658,"",60,100,50,0
59,"ArmourRoom9",659,"",60,100,10,0
60,"ArmourRoom11",660,"",55,100,30,0
61,"ArmourRoom12",661,"",81,100,12,0
62,"ArmourRoom14",663,"",80,100,150,0
63,"ArmourRoom15",664,"",68,100,50,0
64,"ArmourRoom16",665,"",80,100,5,0
65,"ArmourRoom17",666,"",1,100,150,0
66,"WeaponsRoom1",626,"",1,100,1200,0
67,"WeaponsRoom2",627,"",50,100,2,0
68,"WeaponsRoom5",629,"",35,100,30,0
69,"WeaponsRoom7",631,"",1,100,150,0
70,"WeaponsRoom9",633,"",60,100,50,0
71,"WeaponsRoom10",634,"",60,100,10,0
72,"WeaponsRoom11",635,"",55,100,30,0
73,"WeaponsRoom12",636,"",81,100,12,0
74,"WeaponsRoom14",638,"",80,100,150,0
75,"WeaponsRoom15",639,"",68,100,50,0
76,"WeaponsRoom16",640,"",80,100,5,0
77,"WeaponsRoom17",641,"",1,100,150,0
78,"StrongboxRoom1",280,"",1,100,4753,0
79,"StrongboxRoom2",263,"",1,100,2454,0
80,"StrongboxRoom3",262,"",1,100,2550,0
81,"StrongboxRoom4",264,"",1,100,220,0
82,"StrongboxRoom5",273,"",1,100,323,0
83,"StrongboxRoom6",276,"",1,100,1110,0
84,"StrongboxRoom7",275,"",20,100,817,0
85,"StrongboxRoom8",278,"",1,100,855,0
86,"StrongboxRoom9",259,"",26,100,693,0
87,"StrongboxRoom10",265,"",68,100,200,0
88,"StrongboxRoom11",282,"",55,100,431,0
89,"StrongboxRoom13","",2,20,100,18,0
90,"StrongboxRoom14","",3,60,100,12,0
91,"StrongboxRoom15","",15,30,100,30,0
92,"StrongboxRoom16","",16,35,100,30,0
93,"StrongboxRoom17","",17,40,100,30,0
94,"StrongboxRoom18","",18,56,100,9,0
95,"StrongboxRoom19","",19,56,100,9,0
96,"StrongboxRoom20","",20,56,100,9,0
97,"StrongboxRoom21","",21,56,100,3,0
98,"StrongboxRoom22","",26,40,100,18,0
99,"MinionBoss3RoomChest",730,"",1,100,1,0
100,"FireBoss3RoomChest",729,"",1,100,1,0
101,"LightningBoss3RoomChest",728,"",1,100,1,0
102,"Poison3RoomChest",725,"",1,100,1,0
103,"Trap3RoomChest",726,"",1,100,1,0
104,"Healing3RoomChest",724,"",1,100,1,0
105,"Storm3RoomChest",727,"",1,100,1,0
106,"ExplosivesRoomChest",732,"",1,100,1,0
107,"BreachRoomChest",723,"",1,100,1,0
108,"HardModeCurrency1",734,"",1,100,1,0
109,"HardModeCurrency2",735,"",1,100,1,0
110,"HardModeCurrency3",736,"",1,100,1,1
111,"HardModeGems1",737,"",1,100,1,0
112,"HardModeGems2",738,"",1,100,1,0
113,"HardModeGems3",739,"",1,100,1,1
114,"HardModeTrinkets1",740,"",1,100,1,0
115,"HardModeTrinkets2",741,"",1,100,1,0
116,"HardModeTrinkets3",742,"",1,100,1,1
117,"HardModeArmour1",743,"",1,100,1,0
118,"HardModeArmour2",744,"",1,100,1,0
119,"HardModeArmour3",745,"",1,100,1,1
120,"HardModeWeapons1",746,"",1,100,1,0
121,"HardModeWeapons2",747,"",1,100,1,0
122,"HardModeWeapons3",748,"",1,100,1,1
123,"HardModeMaps1",749,"",68,100,1,0
124,"HardModeMaps2",750,"",68,100,1,0
125,"HardModeMaps3",751,"",68,100,1,1
126,"HardModeGeneric1",752,"",1,100,100,0
127,"HardModeGeneric2",753,"",1,100,100,0
128,"HardModeGeneric3",754,"",1,100,100,0
129,"HardModeGeneric4",755,"",1,100,1,1
130,"HardModeStrongbox1",286,"",26,100,10,0
131,"HardModeStrongbox2",287,"",1,100,100,0
132,"HardModeStrongbox3",288,"",1,100,100,0
133,"HardModeStrongbox4",289,"",1,100,10,0
134,"HardModeStrongbox5",290,"",62,67,5,0
135,"HardModeStrongbox6",291,"",68,71,4,0
136,"HardModeStrongbox7",292,"",72,75,3,0
137,"HardModeStrongbox8",293,"",76,79,2,0
138,"HardModeStrongbox9",294,"",80,100,1,0
139,"HardModeStrongbox10",295,"",12,100,10,0
140,"HardModeStrongbox11",296,"",20,100,10,0
141,"HardModeStrongbox12",297,"",1,100,60,0
142,"HardModeStrongbox13",298,"",1,100,40,0
143,"HardModeStrongbox14",299,"",1,100,500,0
144,"HardModeHealingRoom",756,"",1,100,1,0
145,"HardModePoisonRoom",757,"",1,100,1,0
146,"HardModeTrapRoom",758,"",1,100,1,0
147,"HardModeBossLightningRoom",759,"",1,100,1,0
148,"HardModeBossFireRoom",760,"",1,100,1,0
149,"HardModeBossMinionRoom",761,"",1,100,1,0
