"rownum","UniqueName","Value"
351,442,3.73
352,443,2.19
353,445,2.86
354,446,10.16
355,447,13.26
356,448,4.44
357,449,25.54
358,450,6.35
359,451,5.32
360,452,3.84
361,453,4.38
362,454,8.54
363,455,4.38
364,464,8.29
365,465,5.32
366,466,11.44
367,467,5.17
368,469,5.64
369,470,5.81
370,471,1.75
371,472,6.52
372,473,2.29
373,474,5.72
374,475,44.78
375,476,6.83
376,477,8.16
377,478,6.83
378,479,6.74
379,480,4.65
380,481,7.92
381,483,5.46
382,484,3.78
383,485,5.15
384,486,1.19
385,487,2.39
386,488,9.9
387,489,13.66
388,490,2.36
389,492,683
390,936,3.51
391,494,1.51
392,495,2.36
393,496,25.54
394,497,1.75
395,498,10.52
396,499,10.52
397,500,3.17
398,502,1.75
399,501,1.75
400,503,1.75
401,504,3.51
402,505,3.51
403,506,1.75
404,507,1.75
405,508,1.75
406,509,4.26
407,510,2.36
408,511,1.75
409,512,1.75
410,514,1.75
411,515,1.75
412,516,3.51
413,517,1.75
414,518,1.75
415,520,17.82
416,521,8.51
417,522,5.72
418,523,1.75
419,524,1.75
420,525,1.75
421,526,1.75
422,527,3.51
423,528,3.51
424,530,3.51
425,529,3.51
426,531,1.75
427,532,3.51
428,533,1.75
429,534,1.75
430,535,1.75
431,536,1.75
432,537,1.75
433,539,1.75
434,540,1.75
435,542,3.51
436,541,1.75
437,543,1.75
438,544,1.75
439,545,1.75
440,546,1.75
441,547,3.51
442,548,1.75
443,550,1.75
444,551,3.51
445,552,3.51
446,553,3.51
447,554,6.33
448,555,1.75
449,556,1.75
450,557,1.75
451,558,3.51
452,559,3.51
453,560,1.75
454,561,3.17
455,562,3.51
456,563,3.17
457,564,5.89
458,565,1.13
459,566,1.51
460,568,1.16
461,569,1.43
462,570,1.38
463,571,1.75
464,572,1.56
465,573,3.84
466,574,1.3
467,575,2.22
468,576,1.3
469,577,1.75
470,578,2.5
471,579,2.22
472,580,9.87
473,581,9.87
474,582,9.87
475,583,3.83
476,584,5.46
477,585,6.72
478,586,3.03
479,587,6.52
480,588,6.72
481,589,7.56
482,590,2.01
483,591,4.46
484,592,5.64
485,593,14.93
486,594,6.33
487,596,1
488,597,6.83
489,599,42.21
490,600,43.48
491,601,22.03
492,602,3.31
493,603,3.13
494,604,1.75
495,605,1.75
496,606,7.69
497,607,1.75
498,608,1.75
499,609,8.54
500,610,61.99
501,611,1.34
502,612,1.65
503,613,6.18
504,614,8.65
505,615,12.88
506,616,9.92
507,617,4.59
508,618,69.77
509,619,3.51
510,621,1.65
511,622,23.37
512,623,3.17
513,624,1.75
514,625,1.75
515,626,1.75
516,627,1.75
517,628,5.39
518,629,3.67
519,630,1.03
520,631,3.67
521,632,3.67
522,633,3.67
523,634,5.55
524,635,5.17
525,636,1.75
526,637,1.75
527,638,2.36
528,639,7.25
529,640,1.75
530,641,6.94
531,642,10.52
532,643,1.75
533,644,1.75
534,645,2.19
535,646,3.13
536,648,1.97
537,649,3.17
538,650,4.65
539,651,7.59
540,652,5
541,654,7.34
542,655,1.63
543,656,4.59
544,657,8.51
545,658,2.78
546,659,4.46
547,660,11.44
548,661,65.76
549,662,3.51
550,663,11.82
551,664,11.82
552,665,56.73
553,666,8.16
554,676,1.51
555,669,1.75
556,670,7.15
557,672,9.87
558,671,8.29
559,673,2.16
560,674,6.07
561,675,4.71
562,667,3.36
563,677,3.78
564,679,4.71
565,686,6.33
566,688,3.56
567,689,3.26
568,690,5.32
569,692,1.75
570,694,3.46
571,695,1.73
572,696,851.24
573,697,2.7
574,699,8.05
575,700,1.3
576,701,38.63
577,702,2.22
578,703,34.61
579,704,9.06
580,705,106.41
581,707,7.69
582,708,1.75
583,710,2.16
584,711,1.75
585,712,7.25
586,713,1.75
587,714,1.75
588,716,42.21
589,717,10.52
590,718,10.52
591,719,10.52
592,720,6
593,721,4.26
594,723,9.45
595,724,4.87
596,726,2.03
597,727,6.07
598,728,4.93
599,730,6.44
600,731,127.05
601,732,10.52
602,733,4.46
603,734,10.47
604,735,7.13
605,736,4.46
606,737,7.15
607,706,2.7
608,738,1.75
609,739,7.46
610,740,36.41
611,741,6.07
612,742,1.75
613,743,9.06
614,744,7.03
615,745,6.94
616,746,2.09
617,747,2.69
618,815,6
619,748,14.49
620,749,14.49
621,754,14.49
622,755,4.93
623,756,2.81
624,757,2.03
625,758,11.44
626,760,2.16
627,761,14.49
628,762,17.3
629,763,12.88
630,764,8.54
631,787,1.86
632,768,1.06
633,788,5.89
634,789,2.99
635,790,56.73
636,791,18.91
637,792,18.91
638,793,9.45
639,794,11.82
640,795,11.82
641,796,18.91
642,797,18.91
643,798,43.48
644,799,703.49
645,800,10.52
646,801,14.93
647,803,13.66
648,804,2.36
649,805,8.02
650,806,9.92
651,807,9.18
652,809,7.92
653,811,3.51
654,812,3.51
655,814,3.51
656,816,5.81
657,817,4.71
658,818,43.48
659,820,10.78
660,819,32.35
661,821,13.26
662,822,39.79
663,823,5.46
664,824,7.16
665,825,12.14
666,826,36.41
667,828,13.26
668,829,39.79
669,831,5.46
670,832,7.16
671,833,14.49
672,834,43.48
673,835,12.14
674,836,36.41
675,837,6.33
676,838,7.16
677,839,14.49
678,840,43.48
679,842,12.88
680,843,38.63
681,844,12.88
682,845,38.63
683,846,17.91
684,847,17.91
685,848,6.37
686,849,26.52
687,850,10.52
688,851,43.84
689,852,10.52
690,853,43.84
691,854,10.52
692,855,43.84
693,858,8.02
694,856,147.29
695,860,734.29
696,861,6.92
697,862,2.62
698,863,8.79
699,864,58.91
700,866,156.26
701,867,53.91
702,868,55.53
703,869,181.15
704,870,160.95
705,872,10.5
706,873,116.27
707,874,74.63
708,875,12.2
709,890,4.71
710,877,1.75
711,878,1.75
712,879,1.75
713,880,1.75
714,881,1.75
715,882,1.75
716,883,1.75
717,884,1.75
718,885,1.75
719,886,1.75
720,887,1.75
721,888,1.75
722,889,1.75
723,891,1.75
724,896,1.75
725,897,1.75
726,923,1.75
727,924,1.75
728,892,151.71
729,893,5.08
730,894,6.83
731,895,2.46
732,898,165.78
733,899,112.89
734,900,3.41
735,912,62.5
736,765,1.03
737,913,7.81
738,914,9.06
739,915,9.06
740,916,11.78
741,918,6.92
742,920,12.14
743,921,9.33
744,935,1.75
745,925,5.72
746,926,12.14
747,927,3.51
748,928,14.49
749,933,4.85
750,934,7.34
751,944,13.66
752,929,10.96
753,930,10.96
754,931,10.96
755,932,10.96
756,937,5.72
757,938,5.72
758,939,2.19
759,940,6.94
760,941,4.26
761,942,6.52
762,945,1
763,946,1
764,947,1
765,948,9.45
766,949,9.45
767,950,9.45
768,951,1
769,952,1
770,953,9.45
771,954,9.45
772,955,9.45
773,956,10.96
774,957,10.96
775,958,10.96
776,959,8.16
777,960,39.79
778,962,13.66
779,963,14.49
780,979,1.75
781,964,43.48
782,966,72.46
783,967,175.87
784,971,1.92
785,972,1.92
786,973,66.31
787,974,7.15
788,975,70.35
789,961,18.36
790,965,48.93
791,969,8.65
792,976,15.37
793,977,8.31
794,978,2.7
795,980,10.52
796,982,5.64
797,983,10.52
798,984,2.16
799,985,3.51
800,986,3.51
801,987,1.03
802,988,18.91
803,989,14.49
804,990,46.12
805,991,9.45
806,992,20.66
807,1076,33.32
808,994,14.93
809,995,6.83
810,996,36.41
811,997,236.36
812,998,9.03
813,999,5.63
814,1000,5.32
815,1001,9.3
816,1002,47.51
817,1004,2
818,1005,14.49
819,1006,17.82
820,1007,17.82
821,1008,17.82
822,1009,18.91
823,1010,18.91
824,1011,18.91
825,1012,18.91
826,1013,18.91
827,1014,19.48
828,1015,19.48
829,1016,44.78
830,1017,38.63
831,1018,703.49
832,1019,13.66
833,1020,2.09
834,1021,7.15
835,1022,6.07
836,1023,8.77
837,1024,13.26
838,1025,11.11
839,1026,11.44
840,1027,10.16
841,1028,10.78
842,1029,14.93
843,1030,9.58
844,1031,44.78
845,1033,31.41
846,1034,33.32
847,1035,44.78
848,1036,13.26
849,1037,9.58
850,1038,8.51
851,1039,12.5
852,1040,38.63
853,1042,10.82
854,1043,12.17
855,1044,5.01
856,1077,15.37
857,1078,4.59
858,1079,7.34
859,1080,6.74
860,1081,10.78
861,1082,7.59
862,1083,36.41
863,1084,16.31
864,1085,1.33
865,1086,26.52
866,1087,2.19
867,1088,2.19
868,1089,2.19
869,1090,10.52
870,1091,10.52
871,1092,10.52
872,1093,2.7
873,1094,53.91
874,1095,1.63
875,1096,6.17
876,1097,9.87
877,1098,1.29
878,1099,2.06
879,1100,6.35
880,1101,10.16
881,1102,4.13
882,1103,2.73
883,1105,2.19
884,1106,10.16
885,1107,10.52
886,1108,5.39
887,1109,3.67
888,1110,14.49
889,1111,3.32
890,1112,5.63
891,1113,4.13
892,1114,5.32
893,1115,4.08
894,1116,5.8
895,1117,2.19
896,1118,7.79
897,1119,13.26
898,1120,32.35
899,1121,1.95
900,1122,9.35
901,1123,3.12
902,1124,2.46
903,1125,1.54
904,1126,7.38
905,1127,8.31
906,1128,2.77
907,1129,1.73
908,1130,3.12
909,1131,12.2
910,1135,1.75
911,1136,1.75
912,1137,7.03
913,1138,8.4
914,1139,5.55
915,1140,16.8
916,1141,16.8
917,1142,16.8
918,1143,39.79
919,1145,12.2
920,1146,7.34
921,1147,10.47
922,1148,40.98
923,1150,2.61
924,1151,43.48
925,1152,4.31
926,1153,28.74
927,1154,14.49
928,1156,14.49
929,1158,12.94
930,1159,31.41
931,1160,30.49
932,1161,10.78
933,1162,10.78
934,1163,3.12
935,1164,2.46
936,1165,2.77
937,1166,5.97
938,1167,2.06
939,1168,8.05
940,1170,12.14
941,1171,5.39
942,1172,43.48
943,1174,3.03
944,1180,1.38
945,1175,8.02
946,1176,9.87
947,1177,12.14
948,1181,1.54
949,1182,5.39
950,1183,14.49
951,1184,14.49
952,1185,43.48
953,1186,14.49
954,1187,14.49
955,1188,1.75
956,1189,21.28
957,1190,21.28
958,1191,21.28
959,1192,21.28
960,1193,21.28
961,1195,2.5
962,1196,5.17
963,1197,5.17
964,1198,5.39
965,1199,43.48
966,1200,3.56
967,1202,2.9
968,1203,42.21
969,1204,3.51
970,1205,3.51
971,1206,12.14
972,1210,7.15
973,1211,7.15
974,1212,6.94
975,1208,7.81
976,1213,11.11
977,1214,42.21
978,1215,8.02
979,1216,6.33
980,1217,12.5
981,1218,16.8
982,1219,210
983,1220,16.8
984,1221,16.8
985,1223,8.4
986,1224,10.5
987,1225,13.66
988,1227,6.33
989,1228,53.47
990,1229,53.47
991,1230,606.84
992,1231,10.5
993,1232,3.51
994,1233,10.5
995,1234,1
996,1235,1
997,1236,1
998,1237,1
999,1238,1
1000,1239,1
1001,1240,1
1002,1226,1
1003,1241,11.14
1004,1242,21.92
1005,1243,20.66
1006,1244,9.03
1007,1245,2
1008,1246,2
1009,1247,2
1010,1248,2
1011,1249,2
1012,1251,2
1013,1252,2
1014,1255,3.51
1015,1254,2
1016,1253,6
1017,1256,17.82
1018,1257,14.93
1019,1258,6.35
1020,1259,1.75
1021,1260,22.03
1022,1261,42.21
1023,1262,9.3
1024,1264,9.61
1025,1265,7.36
1026,1266,33.32
1027,1267,22.69
1028,1268,2.36
1029,1269,12.14
1030,1270,9.03
1031,1280,67.73
1032,1274,36.41
1033,1271,10.52
1034,1276,43.48
1035,1272,14.56
1036,1273,22.03
1037,1275,40.98
1038,1277,2.19
1039,1278,3.32
1040,1279,1.63
1041,1281,4.01
1042,1282,11.44
1043,1283,11.11
1044,1284,8.91
1045,87,4.71
1046,653,3.13
1047,204,34.32
1048,1285,29.6
1049,1286,7.69
1050,647,5
1051,116,4.33
1052,1173,91.79
1053,361,156.26
1054,195,7.79
1055,857,589.16
1056,698,4.31
1057,1287,2.06
1058,1288,7.81
1059,1289,16.8
1060,1290,5.72
1061,1291,2.19
1062,1292,4.93
1063,1293,2.25
1064,1294,11.44
1065,1295,36.41
1066,1296,12.14
1067,1297,32.35
1068,1298,11.44
1069,1299,2.73
1070,73,43.48
1071,69,2.39
1072,216,6.37
1073,668,3.03
1074,428,206
1075,859,10.52
1076,411,7.34
1077,1300,13.66
1078,1301,10.64
1079,1302,10.33
1080,1303,10.64
1081,1304,10.33
1082,1305,10.96
1083,1306,11.29
1084,444,2.46
1085,595,9.35
1086,352,7.34
1087,381,19
1088,830,39.79
1089,1041,38.63
1090,1003,791.78
1091,729,9.87
1092,943,6.52
1093,182,12.88
1094,1263,4.65
1095,236,5.55
1096,405,5.8
1097,138,1.41
1098,260,170.75
1099,567,1.89
1100,131,10.52
1101,1207,36.41
1102,1149,40.98
1103,538,1.75
1104,693,3.51
1105,725,7.79
1106,620,3.51
1107,482,15.84
1108,1307,1.75
1109,1308,2.19
1110,1309,2.19
1111,1310,5.17
1112,1311,6.74
1113,1312,5.48
1114,1313,5.99
1115,1314,12.2
1116,1169,7.16
1117,63,2.25
1118,1201,7.83
1119,307,316.7
1120,1032,186.58
1121,1144,165.78
1122,349,103.31
1123,1209,37.5
1124,802,14.93
1125,759,11.44
1126,919,6.92
1127,267,2.78
1128,1222,34.32
1129,722,8.51
1130,211,1.33
1131,170,8.51
1132,395,13.66
1133,1104,5.46
1134,287,14.07
1135,827,36.41
1136,513,1.75
1137,981,1.75
1138,423,1.37
1139,841,43.48
1140,134,3.72
1141,917,11.78
1142,304,8.51
1143,341,2.33
1144,519,1.75
1145,426,1.29
1146,678,4.73
1147,598,40.98
1148,691,25.54
1149,687,79.18
1150,871,643.79
1151,338,1.37
1152,491,2.95
1153,143,19
1154,393,12.94
1155,715,1.75
1156,549,1.75
1157,1194,1064.09
1158,970,51.91
1159,208,229.47
1160,709,1.75
1161,813,10.52
1162,249,703.49
1163,1157,181.15
1164,280,12.14
1165,151,9.3
1166,1315,28.74
1167,1316,17.91
1168,1317,20.76
1169,1318,2.61
1170,1319,43.48
1171,1320,5.72
1172,1321,43.48
1173,1322,3.51
1174,1323,3.51
1175,1324,3.51
1176,1325,7.34
1177,1326,10.5
1178,1327,8.77
1179,1328,1
1180,1329,1
1181,1330,1
1182,1333,1
1183,1336,1
1184,1332,1
1185,1331,1
1186,1334,1
1187,1335,1
1188,786,1.09
1189,750,1.19
1190,751,1
1191,752,2.5
1192,753,2.5
1193,766,1.09
1194,767,3.67
1195,769,1.27
1196,770,1.06
1197,771,1
1198,772,2.58
1199,773,2.29
1200,774,1.19
1201,775,1.56
1202,776,1.16
1203,777,1.43
1204,778,2.22
1205,779,1
1206,780,1.27
1207,781,1.6
1208,782,1.97
1209,783,1.43
1210,784,2.16
1211,1045,3.07
1212,1046,1.27
1213,1047,1.27
1214,1048,2.16
1215,1049,2.58
1216,1050,1.65
1217,1051,2.73
1218,1052,1.38
1219,1053,1.75
1220,1054,2.03
1221,1055,28.74
1222,1056,1.86
1223,1057,1.09
1224,1058,2.22
1225,1059,2.03
1226,1060,1.23
1227,1061,1.38
1228,1062,1.6
1229,1063,1.06
1230,1064,1.51
1231,1065,1.75
1232,1066,1.75
1233,1068,1.47
1234,1069,1.56
1235,1070,1.13
1236,1071,2.16
1237,1072,11.44
1238,1073,1
1239,1074,5.55
1240,1075,3.67
1241,1132,3.17
1242,1155,1.92
1243,1134,4.65
1244,1337,22.69
1245,1338,389.5
1246,1339,38.63
1247,1340,9.87
1248,1341,12.14
1249,1342,4.71
1250,1343,14.49
1251,1344,7.34
1252,1345,8.26
1253,1346,20.66
1254,1347,20.66
1255,1348,20.66
1256,1349,20.66
1257,1350,5.17
1258,1351,8.26
1259,1352,5.01
1260,1353,9.33
1261,1354,2.54
1262,1355,14.49
1263,1356,14.93
1264,1357,5.01
1265,1358,12.94
1266,1359,4.31
1267,1360,4.31
1268,1361,2.7
1269,1362,33.32
1270,1363,203.28
1271,1364,891.16
1272,1365,791.78
1273,1366,367.15
1274,1367,768.72
1275,1368,7.69
1276,1369,10.52
1277,1370,10.52
1278,1371,12.2
1279,1372,12.2
1280,1373,4.59
1281,1374,6.74
1282,1375,15.37
1283,1376,5.01
1284,1377,19.48
1285,1378,9.61
1286,1379,9.61
1287,1380,14.07
1288,1381,3.51
1289,1382,3.51
1290,1383,1.75
1291,1384,16.8
1292,1385,13.26
1293,1386,4.07
1294,1387,2.46
1295,1388,3.51
1296,1389,6
1297,1390,5.39
1298,1391,6.07
1299,1392,10.33
1300,1393,10.33
1301,1394,10.33
1302,1395,10.33
1303,1396,10.33
1304,1397,10.33
1305,1398,10.33
1306,1399,10.33
1307,1400,1.13
1308,1401,5.39
1309,1402,2.99
1310,1403,4.79
1311,1404,5.72
1312,1405,7.03
1313,1406,7.25
1314,1407,14.93
1315,1408,282.22
1316,1409,317.64
1317,1410,12.14
1318,1411,1
1319,1412,1
1320,1413,1
1321,1414,1
1322,1415,1.68
1323,1416,1.65
1324,1417,2.36
1325,1418,165.78
1326,1419,8.54
1327,1421,41.32
1328,1422,43.84
1329,1423,317.64
1330,1424,134.79
1331,1425,30.75
1332,1426,165.78
1333,1427,11.11
1334,1430,10.52
1335,1429,10.52
1336,1428,10.52
1337,1431,493.41
1338,1434,10.52
1339,1432,24.79
1340,1433,3.95
1341,1435,703.49
1342,1436,10.52
1343,1437,28.74
1344,1438,1
1345,1439,8.91
1346,1440,11.29
1347,1441,1
1348,1442,10.96
1349,1443,8.91
1350,1444,11.29
1351,1446,1
1352,1447,10.33
1353,1448,10.33
1354,1445,1128.89
1355,1449,6.33
1356,1450,6.72
1357,1451,10.52
1358,1452,4.59
1359,1453,2
1360,1454,1.47
1361,1455,5.17
1362,1456,3.07
1363,1457,10.52
1364,1458,29.6
1365,1459,4.46
1366,1460,5.17
1367,1461,3.96
1368,1462,3.46
1369,1463,4.52
1370,1464,5.72
1371,1465,4.73
1372,1466,10.47
1373,1467,9.03
1374,1468,768.72
1375,1469,6.35
1376,1470,6.54
1377,1471,3.56
1378,1472,2.43
1379,1473,30.49
1380,1474,27.91
1381,1475,8.26
1382,1476,891.16
1383,1477,2.19
1384,1478,10.52
1385,1482,10.52
1386,1483,1.51
1387,1484,4.13
1388,1485,5.39
1389,1486,3.51
1390,1487,2.4
1391,1488,5.32
1392,1489,3.84
1393,1490,3.51
1394,1491,11.11
1395,1492,24.79
1396,1493,10.52
1397,1494,4.31
1398,1495,39.79
1399,1496,3.51
1400,1497,3.51
1401,1498,3.51
1402,1499,3.51
1403,1500,7.13
1404,1501,16.39
1405,1502,37.5
1406,1503,28.74
1407,1504,43.48
1408,1505,21.39
1409,1506,50.4
1410,1507,27.91
1411,1508,151.26
1412,1509,3.51
1413,1510,5
1414,1511,3.32
1415,1512,2.54
1416,1513,1
1417,1514,1
1418,1515,1
1419,1516,1
1420,1517,1
1421,1518,14.14
1422,1519,7.25
1423,1520,7.25
1424,1521,7.25
1425,1522,1
1426,1523,26.3
1427,1524,11.78
1428,1525,6.15
1429,1526,7.36
1430,1527,8.02
1431,1528,9.03
1432,1529,5.81
1433,1530,1.65
1434,1531,3.31
1435,1532,3.31
1436,1533,5
1437,1534,11.44
1438,1535,9.03
