"rownum","ActiveSkill","i32","MiscAnimated","MeleeTrailsKey1","MeleeTrailsKey2","MeleeTrailsKey3","MeleeTrailsKey4","MeleeTrailsKey5","MeleeTrailsKey6","MeleeTrailsKey7","bool","SurgeEffect_EPKFile","string","string"
97,1327,1,"",6,5,8,7,9,9,9,1,"","",""
98,1327,3,"",169,170,171,172,173,173,173,1,"","",""
99,1328,0,"",87,86,89,88,92,91,90,"","Metadata/Effects/Spells/smite/weaponfx/smite_weapon_surge.epk","",""
100,1328,1,"",6,5,8,7,9,9,9,1,"","",""
101,1328,3,"",169,170,171,172,173,173,173,1,"","",""
102,1329,0,"",87,86,89,88,92,91,90,"","Metadata/Effects/Spells/smite/weaponfx/smite_weapon_surge.epk","",""
103,1329,1,"",6,5,8,7,9,9,9,1,"","",""
104,1329,3,"",169,170,171,172,173,173,173,1,"","",""
105,337,0,"",10,11,12,13,16,14,15,"","","",""
106,189,0,"",87,86,89,88,92,91,90,"","Metadata/Effects/Spells/smite/weaponfx/holy_phys_weapon_surge.epk","",""
107,189,1,"",129,129,130,130,133,131,132,"","Metadata/Effects/Microtransactions/Spells/dominating_blow/celestial/holy_celestial_weapon_surge.epk","",""
108,190,0,"",87,86,89,88,92,91,90,"","Metadata/Effects/Spells/smite/weaponfx/holy_phys_weapon_surge.epk","",""
109,190,1,"",129,129,130,130,133,131,132,"","Metadata/Effects/Microtransactions/Spells/dominating_blow/celestial/holy_celestial_weapon_surge.epk","",""
110,191,0,"",87,86,89,88,92,91,90,"","Metadata/Effects/Spells/smite/weaponfx/holy_phys_weapon_surge.epk","",""
111,191,1,"",129,129,130,130,133,131,132,"","Metadata/Effects/Microtransactions/Spells/dominating_blow/celestial/holy_celestial_weapon_surge.epk","",""
112,225,0,"",10,11,12,13,16,14,15,"","","",""
113,226,0,"",10,11,12,13,16,14,15,"","","",""
114,227,0,"",10,11,12,13,16,14,15,"","","",""
115,1481,0,"",46,47,46,47,46,46,47,1,"","",""
116,584,0,"",85,84,79,78,83,80,81,"","Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/ice_surge_frostblades.epk","",""
117,584,1,"",122,121,116,115,120,117,118,"","Metadata/Effects/Microtransactions/Spells/automaton_icecrash/weaponsurge/ice_surge_automaton.epk","",""
118,586,0,"",85,84,79,78,83,80,81,"","Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/ice_surge_frostblades.epk","",""
119,586,1,"",122,121,116,115,120,117,118,"","Metadata/Effects/Microtransactions/Spells/automaton_icecrash/weaponsurge/ice_surge_automaton.epk","",""
120,587,0,"",85,84,79,78,83,80,81,"","Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/ice_surge_frostblades.epk","",""
121,587,1,"",122,121,116,115,120,117,118,"","Metadata/Effects/Microtransactions/Spells/automaton_icecrash/weaponsurge/ice_surge_automaton.epk","",""
122,1213,0,"",56,55,58,57,59,60,61,"","Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
123,1214,0,"",56,55,58,57,59,60,61,"","Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
124,1215,0,"",56,55,58,57,59,60,61,"","Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
125,1324,0,"",87,86,89,88,92,91,90,"","Metadata/Effects/Spells/smite/weaponfx/holy_fire_weapon_surge.epk","",""
126,1324,2,"",139,138,137,136,140,134,135,"","","",""
127,1325,0,"",87,86,89,88,92,91,90,"","Metadata/Effects/Spells/smite/weaponfx/holy_fire_weapon_surge.epk","",""
128,1325,2,"",139,138,137,136,140,134,135,"","","",""
129,1326,0,"",87,86,89,88,92,91,90,"","Metadata/Effects/Spells/smite/weaponfx/holy_fire_weapon_surge.epk","",""
130,1326,2,"",139,138,137,136,140,134,135,"","","",""
131,1494,0,"","","","","","","","",1,"","",""
132,1499,0,"",10,11,12,13,16,14,15,"","","",""
133,1499,1,"",10,11,12,13,16,14,15,"","","",""
134,1499,2,"",10,11,12,13,16,14,15,"","","",""
135,1499,3,"",10,11,12,13,16,14,15,"","","",""
136,1499,4,"",10,11,12,13,16,14,15,"","","",""
137,111,0,"",94,93,96,95,"","","","","","",""
138,111,1,"",166,165,168,167,"","","",1,"","",""
139,112,0,"",94,93,96,95,"","","","","","",""
140,112,1,"",166,165,168,167,"","","",1,"","",""
141,113,0,"",94,93,96,95,"","","","","","",""
142,113,1,"",166,165,168,167,"","","",1,"","",""
143,1500,0,"",10,11,12,13,16,14,15,"","","",""
144,40,0,"",97,"",98,"","","","",1,"","",""
145,40,1,"",97,"",98,"","","","",1,"","",""
146,40,2,"",155,"",156,"","","","",1,"Metadata/Effects/Microtransactions/Spells/nightfall_dualstrike/weapon_surge.epk","",""
147,41,0,"",97,"",98,"","","","",1,"","",""
148,41,1,"",97,"",98,"","","","",1,"","",""
149,41,2,"",155,"",156,"","","","",1,"Metadata/Effects/Microtransactions/Spells/nightfall_dualstrike/weapon_surge.epk","",""
150,42,0,"",97,"",98,"","","","",1,"","",""
151,42,1,"",97,"",98,"","","","",1,"","",""
152,42,2,"",155,"",156,"","","","",1,"Metadata/Effects/Microtransactions/Spells/nightfall_dualstrike/weapon_surge.epk","",""
153,24,0,"","","","","","","","",1,"","",""
154,24,25,"",99,99,100,100,101,102,102,1,"","",""
155,25,0,"","","","","","","","",1,"","",""
156,25,25,"",99,99,100,100,101,102,102,1,"","",""
157,26,0,"","","","","","","","",1,"","",""
158,26,25,"",99,99,100,100,101,102,102,1,"","",""
159,1514,0,"",106,106,107,107,107,107,107,"","","",""
160,1515,0,"",106,106,107,107,107,107,107,"","","",""
161,1516,0,"",106,106,107,107,107,107,107,"","","",""
162,1517,0,"","","","","","","","","","","",""
163,1518,0,"","","","","","","","","","","",""
164,1519,0,"","","","","","","","","","","",""
165,625,0,"","","","","","","","","","","",""
166,28,0,"","","","","","","","","","","",""
167,208,0,"","","","","","","","",1,"Metadata/Effects/Spells/lightning_strike_02/weaponsurge.epk","",""
168,208,1,"","","","","","","","",1,"Metadata/Effects/Spells/lightning_strike_02/weaponsurge.epk","",""
169,208,2,"","","","","","","","",1,"Metadata/Effects/Microtransactions/Spells/MyrmidonLightningStrike/weaponsurge.epk","",""
170,208,3,"","","","","","","","",1,"Metadata/Effects/Microtransactions/Spells/VulcanLightningStrike/weaponsurge.epk","",""
171,208,4,"","","","","","","","",1,"Metadata/Effects/Microtransactions/Spells/lightning_strike_02/void_emperor/epk/weaponsurge.epk","",""
172,208,5,"","","","","","","","",1,"Metadata/Effects/Microtransactions/Spells/lightning_strike_02/Sawblade/epk/vaal_weaponsurge.epk","",""
173,209,0,"","","","","","","","",1,"Metadata/Effects/Spells/lightning_strike_02/weaponsurge.epk","",""
174,209,1,"","","","","","","","",1,"Metadata/Effects/Spells/lightning_strike_02/weaponsurge.epk","",""
175,209,2,"","","","","","","","",1,"Metadata/Effects/Microtransactions/Spells/MyrmidonLightningStrike/weaponsurge.epk","",""
176,209,3,"","","","","","","","",1,"Metadata/Effects/Microtransactions/Spells/VulcanLightningStrike/weaponsurge.epk","",""
177,209,4,"","","","","","","","",1,"Metadata/Effects/Microtransactions/Spells/lightning_strike_02/void_emperor/epk/weaponsurge.epk","",""
178,209,5,"","","","","","","","",1,"Metadata/Effects/Microtransactions/Spells/lightning_strike_02/Sawblade/epk/vaal_weaponsurge.epk","",""
179,210,0,"","","","","","","","",1,"Metadata/Effects/Spells/lightning_strike_02/weaponsurge.epk","",""
180,210,1,"","","","","","","","",1,"Metadata/Effects/Spells/lightning_strike_02/weaponsurge.epk","",""
181,210,2,"","","","","","","","",1,"Metadata/Effects/Microtransactions/Spells/MyrmidonLightningStrike/weaponsurge.epk","",""
182,210,3,"","","","","","","","",1,"Metadata/Effects/Microtransactions/Spells/VulcanLightningStrike/weaponsurge.epk","",""
183,210,4,"","","","","","","","",1,"Metadata/Effects/Microtransactions/Spells/lightning_strike_02/void_emperor/epk/weaponsurge.epk","",""
184,210,5,"","","","","","","","",1,"Metadata/Effects/Microtransactions/Spells/lightning_strike_02/Sawblade/epk/vaal_weaponsurge.epk","",""
185,1221,1,"","","","","",127,"","",1,"","",""
186,1699,0,"",160,160,157,157,158,158,159,1,"Metadata/Effects/Spells/trauma_strike/weapon_buildup.epk","",""
187,1699,1,"",129,129,130,130,133,131,132,1,"Metadata/Effects/Microtransactions/Spells/trauma_strike/celestial/weapon_buildup.epk","",""
188,1700,0,"",160,160,157,157,158,158,159,1,"Metadata/Effects/Spells/trauma_strike/weapon_buildup.epk","",""
189,1700,1,"",129,129,130,130,133,131,132,1,"Metadata/Effects/Microtransactions/Spells/trauma_strike/celestial/weapon_buildup.epk","",""
190,1701,0,"",160,160,157,157,158,158,159,1,"Metadata/Effects/Spells/trauma_strike/weapon_buildup.epk","",""
191,1701,1,"",129,129,130,130,133,131,132,1,"Metadata/Effects/Microtransactions/Spells/trauma_strike/celestial/weapon_buildup.epk","",""
192,130,1,"",148,149,150,151,152,153,154,"","Metadata/Effects/Microtransactions/Spells/StygianInfernalBlow/fire_surge.epk","",""
193,131,1,"",148,149,150,151,152,153,154,"","Metadata/Effects/Microtransactions/Spells/StygianInfernalBlow/fire_surge.epk","",""
194,132,1,"",148,149,150,151,152,153,154,"","Metadata/Effects/Microtransactions/Spells/StygianInfernalBlow/fire_surge.epk","",""
195,1754,0,"","","","","","","","","","","",""
196,1755,0,"",49,48,51,50,52,53,54,1,"Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
197,1756,0,"",49,48,51,50,52,53,54,1,"Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
198,1757,0,"",49,48,51,50,52,53,54,1,"Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
199,450,0,371,49,48,51,50,52,53,54,1,"Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
200,450,3,1886,10,11,12,13,16,14,15,"","","",""
201,450,5,4285,10,11,12,13,16,14,15,1,"Metadata/Effects/Microtransactions/Spells/molten_strike/celestial/Celestial_surge.epk","",""
202,1758,0,"",49,48,51,50,52,53,54,1,"Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
203,1520,0,"","","","","","","","","","","",""
204,1330,0,"",87,86,89,88,92,91,90,"","Metadata/Effects/Spells/smite/weaponfx/smite_weapon_surge.epk","",""
205,1771,0,"","","","","","","","","","","",""
