"rownum","Id","HASH16","Stats","Stat1Value","Stat2Value","Stat3Value","AchievementItem"
90,"Claw6",22056,[15319],40,0,0,8881
91,"Cold1",4116,[482],40,0,0,8881
92,"Cold2",13267,[18145],10,0,0,8881
93,"Cold3",38814,[17778],20,0,0,8881
94,"Cold4",33129,[942],1,0,0,8881
95,"Cold5",19495,[17779],10,0,0,8881
96,"Cold6",26782,[17773],5,0,0,8881
97,"Criticals1",9986,[12568],50,0,0,8881
98,"Criticals2",2987,[14933],25,0,0,8881
99,"Criticals3",59734,[14949],100,0,0,8881
100,"Criticals4",38070,[14961],3,0,0,8881
101,"Criticals5",61534,[97],30,0,0,8881
102,"Criticals6",52684,[4114],150,0,0,8881
103,"Curse1",13382,[14911],20,0,0,8881
104,"Curse2",43250,[17307],-40,0,0,8881
105,"Curse3",45691,[12063],1,0,0,8881
106,"Curse4",35426,[12198],20,0,0,8881
107,"Curse5",34663,[11486],1,0,0,8881
108,"Curse6",18130,"[17353,17352]",1,1,0,8881
109,"Dagger1",63223,[3608],100,0,0,8881
110,"Dagger2",33315,[2038],1,0,0,8881
111,"Dagger3",20515,[15284],10,0,0,8881
112,"Dagger4",42559,[15286],8,0,0,8881
113,"Dagger5",58309,[18311],50,0,0,8881
114,"Dagger6",44869,[10328],40,0,0,8881
115,"DamageOverTime1",2459,[13910],30,0,0,8881
116,"DamageOverTime2",1251,[15154],10,0,0,8881
117,"DamageOverTime3",34420,"[215,6066]",15,15,0,8881
118,"DamageOverTime4",11521,[15287],-10,0,0,8881
119,"DualWield1",14796,"[14912,2850]",1,15,0,8881
120,"DualWield2",6090,[14913],100,0,0,8881
121,"DualWield3",46493,[14914],60,0,0,8881
122,"DualWield4",7972,[14937],20,0,0,8881
123,"DualWield5",60440,[14939],15,0,0,8881
124,"DualWield6",33959,"[14944,14945]",20,20,0,8881
125,"Duration1",17852,[14947],10,0,0,8881
126,"Duration2",21730,[14948],-10,0,0,8881
127,"Duration3",24352,[6330],15,0,0,8881
128,"Duration4",14881,[620],20,0,0,8881
129,"Elemental1",48385,[14965],-18,0,0,8881
130,"Elemental2",4119,[1667],-60,0,0,8881
131,"Elemental3",59343,[17800],-50,0,0,8881
132,"Elemental4",17942,[17801],25,0,0,8881
133,"Elemental5",30502,[17802],1,0,0,8881
134,"Elemental6",25681,[17803],3,0,0,8881
135,"EnergyShield1",51424,"[1733,1209]",1,30,0,8881
136,"EnergyShield2",30520,[18315],-10,0,0,8881
137,"EnergyShield3",571,[14940],60,0,0,8881
138,"EnergyShield4",35810,[1408],120,0,0,8881
139,"EnergyShield5",29586,[15157],30,0,0,8881
140,"EnergyShield6",31556,[18339],100,0,0,8881
141,"Evasion1",25487,[7665],1,0,0,8881
142,"Evasion2",37190,[4634],40,0,0,8881
143,"Evasion3",6462,[6753],10,0,0,8881
144,"Evasion4",61741,"[4427,5265,12048]",30,30,30,8881
145,"Evasion5",57074,[15307],15,0,0,8881
146,"Evasion6",28676,[15304],100,0,0,8881
147,"EvasionEnergyShield1",11541,[15155],30,0,0,8881
148,"EvasionEnergyShield2",46099,[15156],20,0,0,8881
149,"EvasionEnergyShield3",47151,"[18393,18394]",20,40,0,8881
150,"EvasionEnergyShield4",38423,[18396],100,0,0,8881
151,"EvasionEnergyShield5",4606,"[18398,18395]",1,1,0,8881
152,"EvasionEnergyShield6",27103,[18397],1,0,0,8881
153,"Fire1",24180,[14917],-5,0,0,8881
154,"Fire2",65020,[481],40,0,0,8881
155,"Fire3",37,[18248],3,0,0,8881
156,"Fire4",36313,[18249],50,0,0,8881
157,"Fire5",55308,[18250],60,0,0,8881
158,"Fire6",6216,"[18251,18252]",1,100,0,8881
159,"Flask1",29214,"[10984,9985]",1,1,0,8881
160,"Flask2",59906,[9980],1,0,0,8881
161,"Flask3",11869,[14935],1,0,0,8881
162,"Flask4",40906,[3625],25,0,0,8881
163,"Flask5",20464,[4745],100,0,0,8881
164,"Flask6",10815,[13418],4,0,0,8881
165,"Fortify1",37925,[17811],100,0,0,8881
166,"Fortify2",51153,[17812],20,0,0,8881
167,"Fortify3",27173,[17813],-2,0,0,8881
168,"Fortify4",4710,[17814],4,0,0,8881
169,"Fortify5",28469,"[2757,14817]",100,-3,0,8881
170,"Fortify6",23472,[15084],-10,0,0,8881
171,"Impale1",43295,[18342],10,0,0,8881
172,"Impale2",56133,[10780],20,0,0,8881
173,"Impale3",29209,"[12657,12655]",40,40,0,8881
174,"Impale4",43308,"[13121,12656]",4,10,0,8881
175,"Impale5",20273,[15158],20,0,0,8881
176,"Impale6",36787,[18343],20,0,0,8881
177,"Leech1",62252,[17694],10,0,0,8881
178,"Leech2",2249,[17695],40,0,0,8881
179,"Leech3",5995,[17696],25,0,0,8881
180,"Leech4",53627,[17697],25,0,0,8881
181,"Leech5",57298,[11960],100,0,0,8881
182,"Leech6",52876,[17698],25,0,0,8881
183,"Life1",64381,[17674],10,0,0,8881
184,"Life2",34242,[17676],15,0,0,8881
185,"Life3",47642,[123],50,0,0,8881
186,"Life4",31822,[17677],55,0,0,8881
187,"Life5",21468,[17678],90,0,0,8881
188,"Life6",38454,[17679],30,0,0,8881
189,"Link1",59815,[15137],1,0,0,8881
190,"Link2",26985,[15140],1,0,0,8881
191,"Link3",18365,[18163],1,0,0,8881
192,"Link4",46059,[17767],1,0,0,8881
193,"Link5",64655,[17965],1,0,0,8881
194,"Link6",18435,[17768],1,0,0,8881
195,"Lightning1",53046,[483],40,0,0,8881
196,"Lightning2",64241,[18245],60,0,0,8881
197,"Lightning3",50993,[16487],15,0,0,8881
198,"Lightning4",28569,[16827],10,0,0,8881
199,"Lightning5",64063,[15338],1,0,0,8881
200,"Lightning6",20364,[18246],-1,0,0,8881
201,"Mace1",37132,[14920],1,0,0,8881
202,"Mace2",17821,[14921],20,0,0,8881
203,"Mace3",12139,[14936],1,0,0,8881
204,"Mace4",22542,[14966],12,0,0,8881
205,"Mace5",40991,[340],50,0,0,8881
206,"Mace6",16425,[2606],1,0,0,8881
207,"Mana1",2902,[131],300,0,0,8881
208,"Mana2",55886,[12055],10,0,0,8881
209,"Mana3",59064,[1072],10,0,0,8881
210,"Mana4",12119,[213],10,0,0,8881
211,"Mana5",64642,[3720],10,0,0,8881
212,"Mana6",64875,[14707],12,0,0,8881
213,"Mark1",2800,[17868],1,0,0,8881
214,"Mark2",34031,[15161],1,0,0,8881
215,"Mark3",48980,[15481],10,0,0,8881
216,"Mark4",50841,[17869],1,0,0,8881
217,"Mark5",52153,[12435],100,0,0,8881
218,"Mark6",23152,[17870],50,0,0,8881
219,"Mine1",29161,[10037],2,0,0,8881
220,"Mine2",47823,[10038],-2,0,0,8881
221,"Mine3",18391,[10112],30,0,0,8881
222,"Mine4",21313,[3714],5,0,0,8881
223,"Mine5",533,[15166],1,0,0,8881
224,"Mine6",6510,[15168],150,0,0,8881
225,"MinionDefence1",61283,[10238],8,0,0,8881
226,"MinionDefence2",20153,[14902],1,0,0,8881
227,"MinionDefence3",15574,[3113],100,0,0,8881
228,"MinionDefence4",58106,[4350],40,0,0,8881
229,"MinionDefence5",43400,"[159,15113]",30,-15,0,8881
230,"MinionDefence6",46636,[11448],5,0,0,8881
231,"MinionOffence1",47429,[14941],20,0,0,8881
232,"MinionOffence2",9876,[14942],8,0,0,8881
233,"MinionOffence3",40073,[9968],25,0,0,8881
234,"MinionOffence4",41544,[2669],30,0,0,8881
235,"MinionOffence5",11723,[8109],250,0,0,8881
236,"MinionOffence6",57179,[4408],20,0,0,8881
237,"Physical1",62782,[1668],-60,0,0,8881
238,"Physical2",32255,[18369],10,0,0,8881
239,"Physical3",20173,[18368],1,0,0,8881
240,"Physical4",39010,[18370],40,0,0,8881
241,"Physical5",18859,[15169],40,0,0,8881
242,"Physical6",59010,[18371],6,0,0,8881
243,"Poison1",34563,[11449],300,0,0,8881
244,"Poison2",62897,[9076],20,0,0,8881
245,"Poison3",45300,[11092],12,0,0,8881
246,"Poison4",64264,[15283],1,0,0,8881
247,"Poison5",16264,[5207],3,0,0,8881
248,"Poison6",52120,[15310],20,0,0,8881
249,"Projectile1",16644,[7120],20,0,0,8881
250,"Projectile2",2198,[7890],20,0,0,8881
251,"Projectile3",52404,[15172],1,0,0,8881
252,"Projectile4",14813,[15171],1,0,0,8881
253,"Projectile5",1167,[15173],15,0,0,8881
254,"Projectile6",44240,[15174],-15,0,0,8881
255,"Recovery1",19002,[17684],3,0,0,8881
256,"Recovery2",24305,[18365],1,0,0,8881
257,"Recovery3",6630,[17685],10,0,0,8881
258,"Recovery4",36081,[17028],-50,0,0,8881
259,"Recovery5",16013,"[16466,17686]",1,6,0,8881
260,"Recovery6",45653,[125],3000,0,0,8881
261,"Reservation1",28638,[15045],8,0,0,8881
262,"Reservation2",34383,[18310],1,0,0,8881
263,"Reservation3",23621,[14708],20,0,0,8881
264,"Reservation4",56471,[843],30,0,0,8881
265,"Reservation5",61097,[15052],10,0,0,8881
266,"Reservation6",12046,[11630],50,0,0,8881
267,"Resistance1",19422,[17748],-65,0,0,8881
268,"Resistance2",4319,[17749],1,0,0,8881
269,"Resistance3",9074,[7894],1,0,0,8881
270,"Resistance4",46807,"[5846,6395]",100,1,0,8881
271,"Resistance5",53837,[12048],100,0,0,8881
272,"Resistance6",31331,"[17751,17750]",1,1,0,8881
273,"Shield1",45263,[15072],50,0,0,8881
274,"Shield2",30612,[15073],1,0,0,8881
275,"Shield3",10059,[15074],1,0,0,8881
276,"Shield4",50228,[9211],20,0,0,8881
277,"Shield5",35302,[11399],2,0,0,8881
278,"Shield6",45307,[11400],1,0,0,8881
279,"Staff1",50863,"[15075,15076]",2,2,0,8881
280,"Staff2",28589,[15077],30,0,0,8881
281,"Staff3",47249,[15078],8,0,0,8881
282,"Staff4",22149,[3823],20,0,0,8881
283,"Staff5",9143,"[3227,5564]",100,0,0,8881
284,"Staff6",65233,[6934],60,0,0,8881
285,"Stun1",52274,"[108,340]",-100,200,0,8881
286,"Stun2",45652,[8040],20,0,0,8881
287,"Stun3",6906,[17714],50,0,0,8881
288,"Stun4",52557,[17715],1,0,0,8881
289,"Stun5",18881,[17716],25,0,0,8881
290,"Stun6",4842,[17717],2000,0,0,8881
291,"Suppression1",58447,[14746],3,0,0,8881
292,"Suppression2",7677,[17661],1,0,0,8881
293,"Suppression3",42014,"[17662,17663]",-2,1,0,8881
294,"Suppression4",2474,[17664],-50,0,0,8881
295,"Suppression5",13757,"[17665,17668]",1,8,0,8881
296,"Suppression6",45317,[17666],1,0,0,""
297,"Sword1",47595,[9829],3,0,0,8881
298,"Sword2",47299,[8410],20,0,0,8881
299,"Sword3",8018,[12781],8,0,0,8881
300,"Sword4",23247,[15179],1,0,0,8881
301,"Sword5",50922,"[2380,614]",120,-20,0,8881
302,"Sword6",54067,[223],50,0,0,8881
303,"Totem1",60050,[10552],1,0,0,8881
304,"Totem2",27718,[15048],30,0,0,8881
305,"Totem3",12747,[15046],5,0,0,8881
306,"Totem4",53005,[18938],100,0,0,8881
307,"Totem5",32279,[3038],4000,0,0,8881
308,"Totem6",16950,[17074],3000,0,0,8881
309,"Trap1",13257,[14067],5,0,0,8881
310,"Trap2",8298,[4155],8,0,0,8881
311,"Trap3",50265,[948],5,0,0,8881
312,"Trap4",20694,[311],60,0,0,8881
313,"Trap5",763,[4735],30,0,0,8881
314,"Trap6",43061,[15167],1,0,0,8881
315,"TwoHand1",35582,[12615],3,0,0,8881
316,"TwoHand2",27095,[3400],40,0,0,8881
317,"TwoHand3",31564,"[15289,15290]",10,10,0,8881
318,"TwoHand4",31038,[15293],15,0,0,8881
319,"TwoHand5",1626,"[11579,70]",60,-10,0,8881
320,"TwoHand6",60246,[15311],1,0,0,8881
321,"Wand1",16545,[15080],10,0,0,8881
322,"Wand2",26785,[15081],1,0,0,8881
323,"Wand3",42540,[15082],1,0,0,8881
324,"Wand4",61352,[11628],100,0,0,8881
325,"Wand5",15133,"[2690,2691]",50,50,0,8881
326,"Wand6",63280,[15288],1,0,0,8881
327,"Warcry1",14206,[12319],1,0,0,8881
328,"Warcry2",23021,[12317],15,0,0,8881
329,"Warcry3",60034,[10962],1,0,0,8881
330,"Warcry4",12916,[12143],1,0,0,8881
331,"Warcry5",63994,[17746],1,0,0,8881
332,"Warcry6",14032,[17747],10,0,0,8881
