"rownum","BaseItemTypesKey","ModsKeys","AchievementItemsKey","MapFragmentFamilies","bool","bool","bool","bool","bool","bool"
85,9454,[18223],[],13,1,"","","","",""
86,9455,[18224],[],13,1,"","","","",""
87,9456,[18225],[],13,1,"","","","",""
88,9457,[18226],[],13,1,"","","","",""
89,9458,[18227],[],14,1,"","","","",""
90,9459,[18228],[],14,1,"","","","",""
91,9460,[18229],[],14,1,"","","","",""
92,9461,[18230],[],14,1,"","","","",""
93,7335,"[20066,20071]",[],15,"","","",1,"",""
94,7336,"[20067,20072]",[],16,"","","",1,"",""
95,7337,"[20068,20073]",[],17,"","","",1,"",""
96,7338,"[20069,20074]",[],18,"","","",1,"",""
97,7339,"[20070,20075]",[],19,"","","",1,"",""
98,7340,"[20076,20081]",[],15,"","","",1,"",""
99,7341,"[20077,20082]",[],16,"","","",1,"",""
100,7342,"[20078,20083]",[],17,"","","",1,"",""
101,7343,"[20079,20084]",[],18,"","","",1,"",""
102,7344,"[20080,20085]",[],19,"","","",1,"",""
103,9464,[20427],[],20,"","","","","",""
104,9465,[20428],[],20,"","","","","",""
105,9466,[20429],[],20,"","","","","",""
106,9467,[20430],[],20,"","","","","",""
107,9468,[20431],[],20,"","","","","",""
108,9469,[20432],[],20,"","","","","",""
109,9470,[20434],[],20,"","","","","",""
110,9471,[20435],[],20,"","","","","",""
111,9472,[20436],[],20,"","","","","",""
112,9473,[20438],[],20,"","","","","",""
113,9474,[20439],[],20,"","","","","",""
114,9475,[20441],[],20,"","","","","",""
115,9476,[20442],[],20,"","","","","",""
116,7345,[8059],[],20,"","","",1,"",""
117,7362,[23814],[9592],20,1,"","","",1,""
