"rownum","Id","Name","Description","ModsKey","ArtFile","BetrayalUpgradeSlotsKey","[i32]","ItemVisualIdentityKey0","ItemVisualIdentityKey1","GrantedEffectsKey","i32","ItemClassesKey"
21,"BackAttachment1","Akanilim's Hide","Fire Resistance",[9878],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/AkanilimsHide",3,[],"","","",1,""
22,"BackAttachment2","Shiaphet's Pall","Lightning Resistance",[9879],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/ShiaphetsPall",3,[],"","","",1,""
23,"BackAttachment3","Xunti's Parasol","Cold Resistance",[9880],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/XuntisParasol",3,[],"","","",1,""
24,"BackAttachment4","Tekiton's Spine","Physical Reduction",[9881],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/TekitonsSpine",3,[],"","","",1,""
25,"BackAttachment5","Gogori's Plague","Chaos Resistance",[9882],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/GogorisPlague",3,[],"","","",1,""
26,"BackAttachment6","Harimal's Campaign","Multiple Projectiles",[9883],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/HarimalsCampaign",3,[],"","","",1,""
27,"BackAttachment7","Tau Poh's Banner","Ailment Avoidance",[9884],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/TauPohsBanner",3,[],"","","",1,""
28,"BackAttachment8","Bu's Bottle","Creates Unholy Relics",[9885],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/BusBottle",3,[],"","","",1,""
29,"BackAttachment9","Rithkin's Dance","Physical Damage added as Lightning. All Damage Shocks",[9886],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/RithkinsDance",3,[],"","","",1,""
30,"BackAttachment10","Cantar's Coffin","Explodes corpses into Acid",[9887],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/CantarsCoffine",3,[],"","","",1,""
31,"TwoHandAxe1","Silas' Flattener","Increased Area of Effect",[9871],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/SilasFlattener",4,[],"","","",1,16
32,"TwoHandMace1","Moknuma's Storm","Maim on Hit",[9888],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/MoknumasStorm",4,[],"","","",1,17
33,"Bow1","Gogori's Stinger","Far Shot",[9889],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/GogorisStinger",4,[],"","","",1,13
34,"Bow2","Xunti's Zither","Point Blank",[9890],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/XuntisZither",4,[],"","","",1,13
35,"Bow3","Rithkin's Burden","Gain Frenzy Charge on Hit",[9891],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/RithkinsBurden",4,[],"","","",1,13
36,"OneHandSword1","Sen-Kin's Haunt","Critical Strike Chance and Multiplier",[9892],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/SenkinsHaunt",4,[],"","","",1,9
37,"OneHandSword2","Akanilim's Pattern","Attack Speed",[9859],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/AkanilimsPattern",4,[],"","","",1,9
38,"OneHandSword3","Korim's Decapitator","Attack Damage",[9893],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/KorimsDecapitator",4,[],"","","",1,9
39,"OneHandSword4","Shiaphet's Needle","Impale on Hit",[9894],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/ShiaphetsNeedle",4,[],"","","",1,9
40,"OneHandMace1","Raust's Judgement","Gain Endurance Charge on Hit",[9895],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/RaustsJudgement",4,[],"","","",1,12
41,"OneHandMace2","Elgan's Ritual","Attack Speed",[9859],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/ElgansRitual",4,[],"","","",1,12
42,"Sceptre1","Urdamel's Tyranny","Elemental Damage",[9896],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/UrdamelsTyranny",4,[],"","","",1,32
43,"Dagger1","Tau Poh's Deception","Gain Power Charge on Hit",[9897],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/TauPohsDeceoption",4,[],"","","",1,7
44,"Dagger2","Bu's Blossom","Blind on Hit",[9898],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/BusBlossom",4,[],"","","",1,7
45,"Shield1","Tekiton's Mountain","Additional Block Chance",[9899],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/TekitonsMountain",4,[],"","","",1,26
46,"Shield2","Harimal's Feint","Fortify on Hit",[9900],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/HarimalsFeint",4,[],"","","",1,26
47,"Claw1","Cantar's Pack","Life Leech",[9901],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/CantarsPack",4,[],"","","",1,6
48,"Gloves1","Moknuma's Conjuring","Arcane Surge on Hit",[9902],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/MoknumasConjuring",2,[],"","","",1,""
49,"Gloves2","Azal's Manipulation","Hinder on Hit",[9903],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/AzalsManipulation",2,[],"","","",1,""
