"rownum","Id","BaseItem","UniqueCraft","bool","i32","CraftItemType","Name","CraftTag","bool"
80,"Metadata/Items/Armours/BodyArmours/BodyStrInt8",6018,"","",6,1,"","",""
81,"Metadata/Items/Armours/BodyArmours/BodyStrInt9",6019,"","",6,1,"","",""
82,"Metadata/Items/Armours/BodyArmours/BodyStrInt10",6020,"","",6,1,"","",""
83,"Metadata/Items/Armours/BodyArmours/BodyStrInt11",6021,"","",6,1,"","",""
84,"Metadata/Items/Armours/BodyArmours/BodyStrInt12",6022,"","",6,1,"","",""
85,"Metadata/Items/Armours/BodyArmours/BodyStrInt13",6023,"","",6,1,"","",""
86,"Metadata/Items/Armours/BodyArmours/BodyStrInt14",6024,"","",6,1,"","",""
87,"Metadata/Items/Armours/BodyArmours/BodyStrInt15",6025,"","",6,1,"","",""
88,"Metadata/Items/Armours/BodyArmours/BodyStrInt16",6026,"","",6,1,"","",""
89,"Metadata/Items/Armours/BodyArmours/BodyStrInt17",6027,"","",6,1,"","",""
90,"Metadata/Items/Armours/BodyArmours/BodyDexInt1",6028,"","",5,1,"","",""
91,"Metadata/Items/Armours/BodyArmours/BodyDexInt2",6029,"","",5,1,"","",""
92,"Metadata/Items/Armours/BodyArmours/BodyDexInt3",6030,"","",5,1,"","",""
93,"Metadata/Items/Armours/BodyArmours/BodyDexInt4",6031,"","",5,1,"","",""
94,"Metadata/Items/Armours/BodyArmours/BodyDexInt5",6032,"","",5,1,"","",""
95,"Metadata/Items/Armours/BodyArmours/BodyDexInt6",6033,"","",5,1,"","",""
96,"Metadata/Items/Armours/BodyArmours/BodyDexInt7",6034,"","",5,1,"","",""
97,"Metadata/Items/Armours/BodyArmours/BodyDexInt8",6035,"","",5,1,"","",""
98,"Metadata/Items/Armours/BodyArmours/BodyDexInt9",6036,"","",5,1,"","",""
99,"Metadata/Items/Armours/BodyArmours/BodyDexInt10",6037,"","",5,1,"","",""
100,"Metadata/Items/Armours/BodyArmours/BodyDexInt11",6038,"","",5,1,"","",""
101,"Metadata/Items/Armours/BodyArmours/BodyDexInt12",6039,"","",5,1,"","",""
102,"Metadata/Items/Armours/BodyArmours/BodyDexInt13",6040,"","",5,1,"","",""
103,"Metadata/Items/Armours/BodyArmours/BodyDexInt14",6041,"","",5,1,"","",""
104,"Metadata/Items/Armours/BodyArmours/BodyDexInt15",6042,"","",5,1,"","",""
105,"Metadata/Items/Armours/BodyArmours/BodyDexInt16",6043,"","",5,1,"","",""
106,"Metadata/Items/Armours/BodyArmours/BodyDexInt17",6044,"","",5,1,"","",""
107,"Metadata/Items/Armours/Shields/ShieldStr1",5766,"","",1,4,"","",""
108,"Metadata/Items/Armours/Shields/ShieldStr2",5767,"","",1,4,"","",""
109,"Metadata/Items/Armours/Shields/ShieldStr3",5768,"","",1,4,"","",""
110,"Metadata/Items/Armours/Shields/ShieldStr4",5769,"","",1,4,"","",""
111,"Metadata/Items/Armours/Shields/ShieldStr5",5770,"","",1,4,"","",""
112,"Metadata/Items/Armours/Shields/ShieldStr6",5771,"","",1,4,"","",""
113,"Metadata/Items/Armours/Shields/ShieldStr7",5772,"","",1,4,"","",""
114,"Metadata/Items/Armours/Shields/ShieldStr8",5773,"","",1,4,"","",""
115,"Metadata/Items/Armours/Shields/ShieldStr9",5774,"","",1,4,"","",""
116,"Metadata/Items/Armours/Shields/ShieldStr10",5775,"","",1,4,"","",""
117,"Metadata/Items/Armours/Shields/ShieldStr11",5776,"","",1,4,"","",""
118,"Metadata/Items/Armours/Shields/ShieldStr12",5777,"","",1,4,"","",""
119,"Metadata/Items/Armours/Shields/ShieldStr13",5778,"","",1,4,"","",""
120,"Metadata/Items/Armours/Shields/ShieldStr14",5779,"","",1,4,"","",""
121,"Metadata/Items/Armours/Shields/ShieldStr15",5780,"","",1,4,"","",""
122,"Metadata/Items/Armours/Shields/ShieldStr16",5781,"","",1,4,"","",""
123,"Metadata/Items/Armours/Shields/ShieldStr17",5782,"","",1,4,"","",""
124,"Metadata/Items/Armours/Shields/ShieldDex1",5786,"","",2,4,"","",""
125,"Metadata/Items/Armours/Shields/ShieldDex2",5787,"","",2,4,"","",""
126,"Metadata/Items/Armours/Shields/ShieldDex3",5788,"","",2,4,"","",""
127,"Metadata/Items/Armours/Shields/ShieldDex4",5789,"","",2,4,"","",""
128,"Metadata/Items/Armours/Shields/ShieldDex5",5790,"","",2,4,"","",""
129,"Metadata/Items/Armours/Shields/ShieldDex6",5791,"","",2,4,"","",""
130,"Metadata/Items/Armours/Shields/ShieldDex7",5792,"","",2,4,"","",""
131,"Metadata/Items/Armours/Shields/ShieldDex8",5793,"","",2,4,"","",""
132,"Metadata/Items/Armours/Shields/ShieldDex9",5794,"","",2,4,"","",""
133,"Metadata/Items/Armours/Shields/ShieldDex10",5795,"","",2,4,"","",""
134,"Metadata/Items/Armours/Shields/ShieldDex11",5796,"","",2,4,"","",""
135,"Metadata/Items/Armours/Shields/ShieldDex12",5797,"","",2,4,"","",""
136,"Metadata/Items/Armours/Shields/ShieldDex13",5798,"","",2,4,"","",""
137,"Metadata/Items/Armours/Shields/ShieldDex14",5799,"","",2,4,"","",""
138,"Metadata/Items/Armours/Shields/ShieldDex15",5800,"","",2,4,"","",""
139,"Metadata/Items/Armours/Shields/ShieldDex16",5801,"","",2,4,"","",""
140,"Metadata/Items/Armours/Shields/ShieldInt1",5805,"","",3,4,"","",""
141,"Metadata/Items/Armours/Shields/ShieldInt2",5806,"","",3,4,"","",""
142,"Metadata/Items/Armours/Shields/ShieldInt3",5807,"","",3,4,"","",""
143,"Metadata/Items/Armours/Shields/ShieldInt4",5808,"","",3,4,"","",""
144,"Metadata/Items/Armours/Shields/ShieldInt5",5809,"","",3,4,"","",""
145,"Metadata/Items/Armours/Shields/ShieldInt6",5810,"","",3,4,"","",""
146,"Metadata/Items/Armours/Shields/ShieldInt7",5811,"","",3,4,"","",""
147,"Metadata/Items/Armours/Shields/ShieldInt8",5812,"","",3,4,"","",""
148,"Metadata/Items/Armours/Shields/ShieldInt9",5813,"","",3,4,"","",""
149,"Metadata/Items/Armours/Shields/ShieldInt10",5814,"","",3,4,"","",""
150,"Metadata/Items/Armours/Shields/ShieldInt11",5815,"","",3,4,"","",""
151,"Metadata/Items/Armours/Shields/ShieldInt12",5816,"","",3,4,"","",""
152,"Metadata/Items/Armours/Shields/ShieldInt13",5817,"","",3,4,"","",""
153,"Metadata/Items/Armours/Shields/ShieldInt14",5818,"","",3,4,"","",""
154,"Metadata/Items/Armours/Shields/ShieldInt15",5819,"","",3,4,"","",""
155,"Metadata/Items/Armours/Shields/ShieldInt16",5820,"","",3,4,"","",""
156,"Metadata/Items/Armours/Shields/ShieldStrDex1",5824,"","",4,4,"","",""
157,"Metadata/Items/Armours/Shields/ShieldStrDex2",5825,"","",4,4,"","",""
158,"Metadata/Items/Armours/Shields/ShieldStrDex3",5826,"","",4,4,"","",""
159,"Metadata/Items/Armours/Shields/ShieldStrDex4",5827,"","",4,4,"","",""
160,"Metadata/Items/Armours/Shields/ShieldStrDex5",5828,"","",4,4,"","",""
161,"Metadata/Items/Armours/Shields/ShieldStrDex6",5829,"","",4,4,"","",""
162,"Metadata/Items/Armours/Shields/ShieldStrDex7",5830,"","",4,4,"","",""
163,"Metadata/Items/Armours/Shields/ShieldStrDex8",5831,"","",4,4,"","",""
164,"Metadata/Items/Armours/Shields/ShieldStrDex9",5832,"","",4,4,"","",""
165,"Metadata/Items/Armours/Shields/ShieldStrDex10",5833,"","",4,4,"","",""
166,"Metadata/Items/Armours/Shields/ShieldStrDex11",5834,"","",4,4,"","",""
167,"Metadata/Items/Armours/Shields/ShieldStrDex12",5835,"","",4,4,"","",""
168,"Metadata/Items/Armours/Shields/ShieldStrDex13",5836,"","",4,4,"","",""
169,"Metadata/Items/Armours/Shields/ShieldStrInt1",5837,"","",6,4,"","",""
170,"Metadata/Items/Armours/Shields/ShieldStrInt2",5838,"","",6,4,"","",""
171,"Metadata/Items/Armours/Shields/ShieldStrInt3",5839,"","",6,4,"","",""
172,"Metadata/Items/Armours/Shields/ShieldStrInt4",5840,"","",6,4,"","",""
173,"Metadata/Items/Armours/Shields/ShieldStrInt5",5841,"","",6,4,"","",""
174,"Metadata/Items/Armours/Shields/ShieldStrInt6",5842,"","",6,4,"","",""
175,"Metadata/Items/Armours/Shields/ShieldStrInt7",5843,"","",6,4,"","",""
176,"Metadata/Items/Armours/Shields/ShieldStrInt8",5844,"","",6,4,"","",""
177,"Metadata/Items/Armours/Shields/ShieldStrInt9",5845,"","",6,4,"","",""
178,"Metadata/Items/Armours/Shields/ShieldStrInt10",5846,"","",6,4,"","",""
179,"Metadata/Items/Armours/Shields/ShieldStrInt11",5847,"","",6,4,"","",""
180,"Metadata/Items/Armours/Shields/ShieldStrInt12",5848,"","",6,4,"","",""
181,"Metadata/Items/Armours/Shields/ShieldStrInt13",5849,"","",6,4,"","",""
182,"Metadata/Items/Armours/Shields/ShieldDexInt1",5850,"","",5,4,"","",""
183,"Metadata/Items/Armours/Shields/ShieldDexInt2",5851,"","",5,4,"","",""
184,"Metadata/Items/Armours/Shields/ShieldDexInt3",5852,"","",5,4,"","",""
185,"Metadata/Items/Armours/Shields/ShieldDexInt4",5853,"","",5,4,"","",""
186,"Metadata/Items/Armours/Shields/ShieldDexInt5",5854,"","",5,4,"","",""
187,"Metadata/Items/Armours/Shields/ShieldDexInt6",5855,"","",5,4,"","",""
188,"Metadata/Items/Armours/Shields/ShieldDexInt7",5856,"","",5,4,"","",""
189,"Metadata/Items/Armours/Shields/ShieldDexInt8",5857,"","",5,4,"","",""
190,"Metadata/Items/Armours/Shields/ShieldDexInt9",5858,"","",5,4,"","",""
191,"Metadata/Items/Armours/Shields/ShieldDexInt10",5859,"","",5,4,"","",""
192,"Metadata/Items/Armours/Shields/ShieldDexInt11",5860,"","",5,4,"","",""
193,"Metadata/Items/Armours/Shields/ShieldDexInt12",5861,"","",5,4,"","",""
194,"Metadata/Items/Armours/Shields/ShieldDexInt13",5862,"","",5,4,"","",""
195,"Metadata/Items/Armours/Helmets/HelmetStr1",5864,"","",1,0,"","",""
196,"Metadata/Items/Armours/Helmets/HelmetStr2",5865,"","",1,0,"","",""
197,"Metadata/Items/Armours/Helmets/HelmetStr3",5866,"","",1,0,"","",""
198,"Metadata/Items/Armours/Helmets/HelmetStr4",5867,"","",1,0,"","",""
199,"Metadata/Items/Armours/Helmets/HelmetStr5",5868,"","",1,0,"","",""
200,"Metadata/Items/Armours/Helmets/HelmetStr6",5869,"","",1,0,"","",""
201,"Metadata/Items/Armours/Helmets/HelmetStr7",5870,"","",1,0,"","",""
202,"Metadata/Items/Armours/Helmets/HelmetStr8",5871,"","",1,0,"","",""
203,"Metadata/Items/Armours/Helmets/HelmetStr9",5872,"","",1,0,"","",""
204,"Metadata/Items/Armours/Helmets/HelmetStr10",5873,"","",1,0,"","",""
205,"Metadata/Items/Armours/Helmets/HelmetStr11",5874,"","",1,0,"","",""
206,"Metadata/Items/Armours/Helmets/HelmetDex1",5875,"","",2,0,"","",""
207,"Metadata/Items/Armours/Helmets/HelmetDex2",5876,"","",2,0,"","",""
208,"Metadata/Items/Armours/Helmets/HelmetDex3",5877,"","",2,0,"","",""
209,"Metadata/Items/Armours/Helmets/HelmetDex4",5878,"","",2,0,"","",""
210,"Metadata/Items/Armours/Helmets/HelmetDex5",5879,"","",2,0,"","",""
211,"Metadata/Items/Armours/Helmets/HelmetDex6",5880,"","",2,0,"","",""
212,"Metadata/Items/Armours/Helmets/HelmetDex7",5881,"","",2,0,"","",""
213,"Metadata/Items/Armours/Helmets/HelmetDex8",5882,"","",2,0,"","",""
214,"Metadata/Items/Armours/Helmets/HelmetDex9",5883,"","",2,0,"","",""
215,"Metadata/Items/Armours/Helmets/HelmetDex10",5884,"","",2,0,"","",""
216,"Metadata/Items/Armours/Helmets/HelmetInt1",5885,"","",3,0,"","",""
217,"Metadata/Items/Armours/Helmets/HelmetInt2",5886,"","",3,0,"","",""
218,"Metadata/Items/Armours/Helmets/HelmetInt3",5887,"","",3,0,"","",""
219,"Metadata/Items/Armours/Helmets/HelmetInt4",5888,"","",3,0,"","",""
220,"Metadata/Items/Armours/Helmets/HelmetInt5",5889,"","",3,0,"","",""
221,"Metadata/Items/Armours/Helmets/HelmetInt6",5890,"","",3,0,"","",""
222,"Metadata/Items/Armours/Helmets/HelmetInt7",5891,"","",3,0,"","",""
223,"Metadata/Items/Armours/Helmets/HelmetInt8",5892,"","",3,0,"","",""
224,"Metadata/Items/Armours/Helmets/HelmetInt9",5893,"","",3,0,"","",""
225,"Metadata/Items/Armours/Helmets/HelmetInt10",5894,"","",3,0,"","",""
226,"Metadata/Items/Armours/Helmets/HelmetInt11",5895,"","",3,0,"","",""
227,"Metadata/Items/Armours/Helmets/HelmetStrDex1",5896,"","",4,0,"","",""
228,"Metadata/Items/Armours/Helmets/HelmetStrDex2",5897,"","",4,0,"","",""
229,"Metadata/Items/Armours/Helmets/HelmetStrDex3",5898,"","",4,0,"","",""
230,"Metadata/Items/Armours/Helmets/HelmetStrDex4",5899,"","",4,0,"","",""
231,"Metadata/Items/Armours/Helmets/HelmetStrDex5",5900,"","",4,0,"","",""
232,"Metadata/Items/Armours/Helmets/HelmetStrDex6",5901,"","",4,0,"","",""
233,"Metadata/Items/Armours/Helmets/HelmetStrDex7",5902,"","",4,0,"","",""
234,"Metadata/Items/Armours/Helmets/HelmetStrDex8",5903,"","",4,0,"","",""
235,"Metadata/Items/Armours/Helmets/HelmetStrDex9",5904,"","",4,0,"","",""
236,"Metadata/Items/Armours/Helmets/HelmetStrDex10",5905,"","",4,0,"","",""
237,"Metadata/Items/Armours/Helmets/HelmetStrInt1",5909,"","",6,0,"","",""
238,"Metadata/Items/Armours/Helmets/HelmetStrInt2",5910,"","",6,0,"","",""
239,"Metadata/Items/Armours/Helmets/HelmetStrInt3",5911,"","",6,0,"","",""
240,"Metadata/Items/Armours/Helmets/HelmetStrInt4",5912,"","",6,0,"","",""
241,"Metadata/Items/Armours/Helmets/HelmetStrInt5",5913,"","",6,0,"","",""
242,"Metadata/Items/Armours/Helmets/HelmetStrInt6",5914,"","",6,0,"","",""
243,"Metadata/Items/Armours/Helmets/HelmetStrInt7",5915,"","",6,0,"","",""
244,"Metadata/Items/Armours/Helmets/HelmetStrInt8",5916,"","",6,0,"","",""
245,"Metadata/Items/Armours/Helmets/HelmetStrInt9",5917,"","",6,0,"","",""
246,"Metadata/Items/Armours/Helmets/HelmetStrInt10",5918,"","",6,0,"","",""
247,"Metadata/Items/Armours/Helmets/HelmetDexInt1",5922,"","",5,0,"","",""
248,"Metadata/Items/Armours/Helmets/HelmetDexInt2",5923,"","",5,0,"","",""
249,"Metadata/Items/Armours/Helmets/HelmetDexInt3",5924,"","",5,0,"","",""
250,"Metadata/Items/Armours/Helmets/HelmetDexInt4",5925,"","",5,0,"","",""
251,"Metadata/Items/Armours/Helmets/HelmetDexInt5",5926,"","",5,0,"","",""
252,"Metadata/Items/Armours/Helmets/HelmetDexInt6",5927,"","",5,0,"","",""
253,"Metadata/Items/Armours/Helmets/HelmetDexInt7",5928,"","",5,0,"","",""
254,"Metadata/Items/Armours/Helmets/HelmetDexInt8",5929,"","",5,0,"","",""
255,"Metadata/Items/Armours/Helmets/HelmetDexInt9",5930,"","",5,0,"","",""
256,"Metadata/Items/Armours/Helmets/HelmetDexInt10",5931,"","",5,0,"","",""
257,"Metadata/Items/Armours/Helmets/HelmetDexInt11",5932,"","",5,0,"","",""
258,"Metadata/Items/Armours/Gloves/GlovesStr1",6119,"","",1,2,"","",""
259,"Metadata/Items/Armours/Gloves/GlovesStr2",6120,"","",1,2,"","",""
260,"Metadata/Items/Armours/Gloves/GlovesStr3",6121,"","",1,2,"","",""
261,"Metadata/Items/Armours/Gloves/GlovesStr4",6122,"","",1,2,"","",""
262,"Metadata/Items/Armours/Gloves/GlovesStr5",6123,"","",1,2,"","",""
263,"Metadata/Items/Armours/Gloves/GlovesStr6",6124,"","",1,2,"","",""
264,"Metadata/Items/Armours/Gloves/GlovesStr7",6125,"","",1,2,"","",""
265,"Metadata/Items/Armours/Gloves/GlovesStr8",6126,"","",1,2,"","",""
266,"Metadata/Items/Armours/Gloves/GlovesStr9",6127,"","",1,2,"","",""
267,"Metadata/Items/Armours/Gloves/GlovesDex1",6131,"","",2,2,"","",""
268,"Metadata/Items/Armours/Gloves/GlovesDex2",6132,"","",2,2,"","",""
269,"Metadata/Items/Armours/Gloves/GlovesDex3",6133,"","",2,2,"","",""
270,"Metadata/Items/Armours/Gloves/GlovesDex4",6134,"","",2,2,"","",""
271,"Metadata/Items/Armours/Gloves/GlovesDex5",6135,"","",2,2,"","",""
272,"Metadata/Items/Armours/Gloves/GlovesDex6",6136,"","",2,2,"","",""
273,"Metadata/Items/Armours/Gloves/GlovesDex7",6137,"","",2,2,"","",""
274,"Metadata/Items/Armours/Gloves/GlovesDex8",6138,"","",2,2,"","",""
275,"Metadata/Items/Armours/Gloves/GlovesDex9",6139,"","",2,2,"","",""
276,"Metadata/Items/Armours/Gloves/GlovesInt1",6143,"","",3,2,"","",""
277,"Metadata/Items/Armours/Gloves/GlovesInt2",6144,"","",3,2,"","",""
278,"Metadata/Items/Armours/Gloves/GlovesInt3",6145,"","",3,2,"","",""
279,"Metadata/Items/Armours/Gloves/GlovesInt4",6146,"","",3,2,"","",""
280,"Metadata/Items/Armours/Gloves/GlovesInt5",6147,"","",3,2,"","",""
281,"Metadata/Items/Armours/Gloves/GlovesInt6",6148,"","",3,2,"","",""
282,"Metadata/Items/Armours/Gloves/GlovesInt7",6149,"","",3,2,"","",""
283,"Metadata/Items/Armours/Gloves/GlovesInt8",6150,"","",3,2,"","",""
284,"Metadata/Items/Armours/Gloves/GlovesInt9",6151,"","",3,2,"","",""
285,"Metadata/Items/Armours/Gloves/GlovesStrDex1",6155,"","",4,2,"","",""
286,"Metadata/Items/Armours/Gloves/GlovesStrDex2",6156,"","",4,2,"","",""
287,"Metadata/Items/Armours/Gloves/GlovesStrDex3",6157,"","",4,2,"","",""
288,"Metadata/Items/Armours/Gloves/GlovesStrDex4",6158,"","",4,2,"","",""
289,"Metadata/Items/Armours/Gloves/GlovesStrDex5",6159,"","",4,2,"","",""
290,"Metadata/Items/Armours/Gloves/GlovesStrDex6",6160,"","",4,2,"","",""
291,"Metadata/Items/Armours/Gloves/GlovesStrDex7",6161,"","",4,2,"","",""
292,"Metadata/Items/Armours/Gloves/GlovesStrDex8",6162,"","",4,2,"","",""
293,"Metadata/Items/Armours/Gloves/GlovesStrInt1",6163,"","",6,2,"","",""
294,"Metadata/Items/Armours/Gloves/GlovesStrInt2",6164,"","",6,2,"","",""
295,"Metadata/Items/Armours/Gloves/GlovesStrInt3",6165,"","",6,2,"","",""
296,"Metadata/Items/Armours/Gloves/GlovesStrInt4",6166,"","",6,2,"","",""
297,"Metadata/Items/Armours/Gloves/GlovesStrInt5",6167,"","",6,2,"","",""
298,"Metadata/Items/Armours/Gloves/GlovesStrInt6",6168,"","",6,2,"","",""
299,"Metadata/Items/Armours/Gloves/GlovesStrInt7",6169,"","",6,2,"","",""
300,"Metadata/Items/Armours/Gloves/GlovesStrInt8",6170,"","",6,2,"","",""
301,"Metadata/Items/Armours/Gloves/GlovesDexInt1",6171,"","",5,2,"","",""
302,"Metadata/Items/Armours/Gloves/GlovesDexInt2",6172,"","",5,2,"","",""
303,"Metadata/Items/Armours/Gloves/GlovesDexInt3",6173,"","",5,2,"","",""
304,"Metadata/Items/Armours/Gloves/GlovesDexInt4",6174,"","",5,2,"","",""
305,"Metadata/Items/Armours/Gloves/GlovesDexInt5",6175,"","",5,2,"","",""
306,"Metadata/Items/Armours/Gloves/GlovesDexInt6",6176,"","",5,2,"","",""
307,"Metadata/Items/Armours/Gloves/GlovesDexInt7",6177,"","",5,2,"","",""
308,"Metadata/Items/Armours/Gloves/GlovesDexInt8",6178,"","",5,2,"","",""
309,"Metadata/Items/Armours/Boots/BootsStr1",6048,"","",1,3,"","",""
310,"Metadata/Items/Armours/Boots/BootsStr2",6049,"","",1,3,"","",""
311,"Metadata/Items/Armours/Boots/BootsStr3",6050,"","",1,3,"","",""
312,"Metadata/Items/Armours/Boots/BootsStr4",6051,"","",1,3,"","",""
313,"Metadata/Items/Armours/Boots/BootsStr5",6052,"","",1,3,"","",""
314,"Metadata/Items/Armours/Boots/BootsStr6",6053,"","",1,3,"","",""
315,"Metadata/Items/Armours/Boots/BootsStr7",6054,"","",1,3,"","",""
316,"Metadata/Items/Armours/Boots/BootsStr8",6055,"","",1,3,"","",""
317,"Metadata/Items/Armours/Boots/BootsStr9",6056,"","",1,3,"","",""
