"rownum","Id","BaseItemTypesKeys1","BaseItemTypesKeys2","BaseItemTypesKeys3","BaseItemTypesKeys4","BaseItemTypesKeys5","BaseItemTypesKeys6","BaseItemTypesKeys7","BaseItemTypesKeys8","BaseItemTypesKeys9","BaseItemTypesKeys10","BaseItemTypesKeys11","BaseItemTypesKeys12","WorldAreasKey","BaseItemTypesKeys13","BaseItemTypesKeys14"
10,"Descent11","[5750,5751,6,6,5658,5659,5660,2,14,11,11]","[5752,5753,6225,6,6,5658,5659,5660,2,2]","[5750,5751,6,6,5658,5659,5660,2,14,11,11]","[5752,5753,6225,6,6,5658,5659,5660,2,2]","[5750,5751,6,6,5658,5659,5660,2,14,11,11]","[5752,5753,6225,6,6,5658,5659,5660,2,2]","[5750,5751,6,6,5658,5659,5660,2,14,11,11]","[5752,5753,6225,6,6,5658,5659,5660,2,2]","[5750,5751,6,6,5658,5659,5660,2,14,11,11]","[5752,5753,6225,6,6,5658,5659,5660,2,2]","[5750,5751,6,6,5658,5659,5660,2,14,11,11]","[5752,5753,6225,6,6,5658,5659,5660,2,2]",1334,"[5750,5751,6,6,5658,5659,5660,2,14,11,11]","[5752,5753,6225,6,6,5658,5659,5660,2,2]"
11,"Descent12","[5701,1,1,1,6514,6504,6192,6207,6544,6543,14,6,2,15,15]","[1,1,1,5701,6543,6192,6207,6504,6544,6514,12,12,6,2]","[5701,1,1,1,6514,6504,6192,6207,6544,6503,14,6,2,15,15]","[1,1,1,5701,6544,6503,6192,6207,6514,6504,12,12,6,2]","[5701,1,1,1,6508,6192,6207,6679,6544,6541,14,6,2,15,15]","[1,1,1,5701,6544,6192,6207,6541,6679,6508,12,12,6,2]","[5701,1,1,1,6544,6507,6192,6207,6545,6502,14,6,2,15,15]","[1,1,1,5701,6545,6507,6502,6544,12,12,6,2]","[5701,1,1,1,6192,6207,6545,6543,6502,14,6,2,15,15]","[1,1,1,5701,6545,6192,6207,6543,6502,12,12,6,2]","[5701,1,1,1,6192,6207,6543,6502,6544,6503,14,6,2,15,15]","[1,1,1,5701,6192,6207,6543,6502,6544,6503,12,12,6,2]",1335,"[5701,1,1,1,6192,6207,6543,6544,6502,14,6,2,15,15]","[1,1,1,5701,6192,6207,6543,6544,6502,12,12,6,2]"
12,"Descent13","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]",1336,"[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]"
13,"Descent14","[6,6,2,2,13,13,6586,6723,6738]","[21,21,20,20,20,19,19,13,13,6586,6723,6738]","[6,6,2,2,13,13,6586,6723,6738]","[21,21,20,20,20,19,19,13,13,6586,6723,6738]","[6,6,2,2,13,13,6671,6586,6711]","[21,21,20,20,20,19,19,13,13,6671,6586,6711]","[6,6,2,2,13,13,6621,6632,6735,6708,6712]","[21,21,20,20,20,19,19,13,13,6621,6632,6735,6708,6712]","[6,6,2,2,13,13,6619,6621,6632,6735,6712]","[21,21,20,20,20,19,19,13,13,6619,6621,6632,6735,6712]","[6,6,2,2,13,13,6619,6735,6723,6738]","[21,21,20,20,20,19,19,13,13,6619,6735,6723,6738]",1337,"[6,6,2,2,13,13,6619,6586,6735,6723,6738]","[21,21,20,20,20,19,19,13,13,6586,6619,6735,6723,6738]"
14,"Descent15",[],[],[],[],[],[],[],[],[],[],[],[],1338,[],[]
15,"Descent2_2_1","[5654,5656,10,10,15,11,5751,5696,6565,6515,6701,6188,6188,6203,6736]",[],"[5654,5656,10,10,15,11,5751,5696,6188,6188,6203,6513,6565,6534,6701,6736]",[],"[5654,5656,10,10,15,11,5751,5696,6188,6203,6188,6534,6448,6713]",[],"[5654,5656,10,10,15,11,5751,5696,6188,6203,6188,6562,6534,6724,6719]",[],"[5654,5656,10,10,15,11,5751,5696,6188,6203,6188,6724,6719]",[],"[5654,5656,10,10,15,11,5751,5696,6188,6203,6188,6571,6701,6719,6736]",[],1340,"[5654,5656,10,10,15,11,5751,5696,6188,6203,6188,6565,6701,6719,6736]",[]
16,"Descent2_2_2","[5655,10,10,15,11,1,1,1,5750,6,5695,6565,6515,6701,6188,6203,6736]",[],"[5655,10,10,15,11,1,1,1,5750,6,5695,6188,6203,6513,6565,6534,6701,6736]",[],"[5655,10,10,15,11,1,1,1,5750,6,5695,6188,6203,6534,6448,6713]",[],"[5655,10,10,15,11,1,1,1,5750,6,5695,6188,6203,6562,6534,6724,6719]",[],"[5655,10,10,15,11,1,1,1,5750,6,5695,6188,6203,6724,6719]",[],"[5655,10,10,15,11,1,1,1,5750,6,5695,6188,6203,6571,6701,6719,6736]",[],1341,"[5655,10,10,15,11,1,1,1,5750,6,5695,6188,6203,6565,6701,6719,6736]",[]
17,"Descent2_3","[8,8,8,12,12,14,15,11,11,10,10,1,1,6189,6204]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],1342,"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[]
18,"Descent2_4","[6589,6453,6189]",[],"[6189,6453,6589,6456]",[],"[6189,6456,6459,6589]",[],"[6189,6462,6459,6456,6728,6598]",[],"[6189,6462,6456,6728]",[],"[6189,6453,6462,6589]",[],1345,"[6189,6459,6462,6453,6589,6456]",[]
19,"Descent2_5_1","[5697,5699,6,11,11,14,1,1,5752]",[],"[5698,5699,6,11,11,14,1,1,5752]",[],"[5698,5699,6,11,11,14,1,1,5752]",[],"[5697,5699,6,11,11,14,1,1,5752]",[],"[5698,5699,6,11,11,14,1,1,5752]",[],"[5698,5697,6,11,11,14,1,1,5752]",[],1346,"[5698,5699,6,11,11,14,1,1,5752]",[]
20,"Descent2_5_2","[5697,5698,6,6,2,5750]",[],"[5697,5699,6,6,2,5750]",[],"[5697,5698,6,6,2,5750]",[],"[5697,5698,6,6,2,5750]",[],"[5697,5698,6,6,2,5750]",[],"[5699,5698,6,6,2,5750]",[],1347,"[5697,5698,6,6,2,5750]",[]
21,"Descent2_6_1","[6,6,2,6430,6190,6205,6733]",[],"[6,6,2,6595,6733,6430]",[],"[6,6,2,6595,6518,6535]",[],"[6,6,2,6595,6426,6600,6727,6715]",[],"[6,6,2,6426,6529,6536,6727,6715]",[],"[6,6,2,6426,6529,6618,6591,6733]",[],1348,"[6,6,2,6426,6733,6529]",[]
22,"Descent2_6_2","[21,20,19,23,21,20,19,23,6430,6190,6205,6733]",[],"[21,20,19,23,21,20,19,23,6595,6733,6430]",[],"[21,20,19,23,21,20,19,23,6595,6518,6535]",[],"[21,20,19,23,21,20,19,23,6595,6426,6600,6727,6715]",[],"[21,20,19,23,21,20,19,23,6426,6529,6536,6727,6715]",[],"[21,20,19,23,21,20,19,23,6426,6529,6618,6591,6733]",[],1350,"[21,20,19,23,21,20,19,23,6426,6733,6529]",[]
23,"Descent2_8_1","[6,2,2,5702,5703,21,20,19,21,20,19,6675,6676,6674,6435]",[],"[6,2,2,5702,5704,21,20,19,21,20,19,6674,6675,6676,6435,6442]",[],"[6,2,2,5702,5703,21,20,19,21,20,19,6675,6676,6674,6442,6569]",[],"[6,2,2,5702,5703,21,20,19,21,20,19,6676,6675,6674,6442,6569]",[],"[6,2,2,5703,5704,21,20,19,21,20,19,6676,6675,6628,6569]",[],"[6,2,2,5702,5703,21,20,19,21,20,19,6676,6675,6569,6674,6435]",[],1354,"[6,2,2,5702,5703,21,20,19,21,20,19,5704,6676,6675,6674,6442,6435,6569]",[]
24,"Descent2_8_2","[6,5702,5704,10,10,11,11,1,1,21,20,19,21,20,19,14,6675,6676,6674,6435,6190,6205]",[],"[6,5703,5704,10,10,11,11,1,1,21,20,19,21,20,19,14,6674,6675,6676,6435,6442]",[],"[6,5703,5704,10,10,11,11,1,1,21,20,19,21,20,19,14,6675,6676,6674,6442,6569]",[],"[6,5702,5704,10,10,11,11,1,1,21,20,19,21,20,19,14,6676,6675,6674,6442,6569]",[],"[6,5702,5704,10,10,11,11,1,1,21,20,19,21,20,19,14,6676,6675,6628,6569]",[],"[6,5703,5704,10,10,11,11,1,1,21,20,19,21,20,19,14,6676,6675,6569,6674,6435]",[],1355,"[6,5703,5704,10,10,11,11,1,1,21,20,19,21,20,19,14,5702,6676,6675,6674,6442,6435,6569]",[]
25,"Descent2_9_1","[6,2,13,13,13,2,6,6,6,2,5660,6496,6454,6526,6191,6191,6206,6206,5660]",[],"[6,2,13,13,13,2,6,6,6,2,5660,6624,6454,6526,6496,5660]",[],"[6,2,13,13,13,2,6,6,6,2,5660,6624,6454,6526,5660]",[],"[6,2,13,13,13,2,6,6,6,2,5660,6499,6454,6496,6707,5660]",[],"[6,2,13,13,13,2,6,6,6,2,5660,6499,6519,5660]",[],"[6,2,13,13,13,2,6,6,6,2,5660,6499,6519,6526,6496,5660]",[],1356,"[6,2,13,13,13,2,6,6,6,2,5660,6496,6454,6526,6499,6519,6624,5660]",[]
26,"Descent2_9_2","[6,2,13,13,13,1,1,21,20,19,5658,6496,6454,6526,6191,6191,6206,6206,5658]",[],"[6,2,13,13,13,1,1,21,20,19,5658,6624,6454,6526,6496,5658]",[],"[6,2,13,13,13,1,1,21,20,19,5658,6624,6454,6526,5658]",[],"[6,2,13,13,13,1,1,21,20,19,5658,6499,6454,6496,6707,5658]",[],"[6,2,13,13,13,1,1,21,20,19,5658,6499,6519,5658]",[],"[6,2,13,13,13,1,1,21,20,19,5658,6499,6519,6526,6496,5658]",[],1357,"[6,2,13,13,13,1,1,21,20,19,5658,6496,6454,6526,6499,6519,6624,5658]",[]
27,"Descent2_9_3","[6,2,13,13,13,2,6,12,14,13,5659,6496,6454,6526,6191,6191,6206,6206,5659]",[],"[6,2,13,13,13,2,6,12,14,13,5659,6624,6454,6526,6496,5659]",[],"[6,2,13,13,13,2,6,12,14,13,5659,6624,6454,6526,5659]",[],"[6,2,13,13,13,2,6,12,14,13,5659,6499,6454,6496,6707,5659]",[],"[6,2,13,13,13,2,6,12,14,13,5659,6499,6519,5659]",[],"[6,2,13,13,13,2,6,12,14,13,5659,6499,6519,6526,6496,5659]",[],1358,"[6,2,13,13,13,2,6,12,14,13,5659,6496,6454,6526,6499,6519,6624,5659]",[]
28,"Descent2_11","[5,21,20,19,2,6,13,5665]",[],"[5,21,20,19,2,6,13,5665]",[],"[5,21,20,19,2,6,13,5665]",[],"[5,21,20,19,2,6,13,5665]",[],"[5,21,20,19,2,6,13,5665]",[],"[5,21,20,19,2,6,13,5665]",[],1362,"[5,21,20,19,2,6,13,5665]",[]
29,"Descent2_12","[1,1,1,6,2,8,8,8,12,12,13,6543,6503,6514,6504,6542,6192,6207]",[],"[1,1,1,6,2,8,8,8,12,12,13,6503,6679,6544,6541,6504]",[],"[1,1,1,6,2,8,8,8,12,12,13,6679,6508,6544,6541]",[],"[1,1,1,6,2,8,8,8,12,12,13,6582,6584,6583,6545,6544,6507]",[],"[1,1,1,6,2,8,8,8,12,12,13,6582,6584,6583,6538,6545]",[],"[1,1,1,6,2,8,8,8,12,12,13,6582,6584,6583,6503,6543]",[],1363,"[1,1,1,6,2,8,8,8,12,12,13,6582,6584,6583,6543,6545,6544]",[]
30,"Descent2_3_S1","[6225,6225,6111]",[],"[6225,6225,6111]",[],"[6225,6225,6111]",[],"[6225,6225,6111]",[],"[6225,6225,6111]",[],"[6225,6225,6111]",[],1343,"[6225,6225,6111]",[]
31,"Descent2_6_1_S1","[6427,5464,6699,6510,6685,5520]",[],"[6427,5464,6699,6510,6685,5520]",[],"[6427,5464,6699,6510,6685,5520]",[],"[6427,5464,6699,6510,6685,5520]",[],"[6427,5464,6699,6510,6685,5520]",[],"[6427,5464,6699,6510,6685,5520]",[],1349,"[6427,5464,6699,6510,6685,5520]",[]
32,"Descent2_6_2_S1","[6549,6695]",[],"[6549,6695]",[],"[6549,6695]",[],"[6549,6695]",[],"[6549,6695]",[],"[6549,6695]",[],1351,"[6549,6695]",[]
