"rownum","Id","Name","GrantedEffect","GrantedEffectHardmode","GrantedEffect2","GrantedEffect2Hardmode","SupportText","SupportName","GemTags","Consumed_ModsKey","ItemColor"
77,"SplitArrowAltY","[DNT] SplitArrowAltY",371,"","","","","","[10,25,13,5,33,6]","",2
78,"AddedFireDamageSupport","",580,"","","","Supports any skill that hits enemies.","","[0,33,9,16]",13757,3
79,"FasterAttackSupport","",581,"","","","Supports attack skills.","","[13,10,16]",13852,3
80,"GreaterMultipleProjectilesSupport","",583,"","","","Supports projectile skills.","","[10,16,5]",13796,3
81,"LesserMultipleProjectilesSupport","",585,"","","","Supports projectile skills.","","[10,16,5]",13784,3
82,"FasterProjectilesSupport","",587,"","","","Supports projectile skills.","","[10,16,5]",13772,3
83,"AddedColdDamageSupport","",589,"","","","Supports any skill that hits enemies.","","[1,10,16]",13761,3
84,"AdditionalAccuracySupport","",591,"","","","Supports attack skills.","","[13,10,16]",13763,3
85,"IncreasedAreaOfEffectSupport","",592,"","","","Supports any skill with an area of effect.","","[11,16,14]",13780,3
86,"AddedLightningDamageSupport","",594,"","","","Supports any skill that hits enemies.","","[2,11,16]",13860,3
87,"ColdSnap","",8665,"","","","","","[11,25,4,14,1,15]","",3
88,"ColdSnapAltX","Cold Snap of Power",8666,"","","","","","[47,11,25,4,14,1]","",1
89,"ColdSnapAltY","[DNT] ColdSnapAltY",8667,"","","","","","[11,25,4,14,1,15]","",2
90,"VaalColdSnap","",8674,"",8665,"","","","[11,25,4,14,15,24,1]","",3
91,"VaalColdSnapAltX","Vaal Cold Snap",8674,"",8666,"","","","[47,11,25,4,14,15,24,1]","",1
92,"VaalColdSnapAltY","Vaal Cold Snap",8674,"",8667,"","","","[11,25,4,14,15,24,1]","",2
93,"RaiseZombie","",614,"","","","","","[11,25,4,8]","",3
94,"RaiseZombieAltX","Raise Zombie of Slamming",615,"","","","","","[11,25,4,8]","",1
95,"RaiseZombieAltY","Raise Zombie of Falling",616,"","","","","","[11,25,4,8]","",2
96,"PoisonArrow","",628,"","","","","","[10,25,13,5,14,15,3,6]","",3
97,"PoisonArrowAltX","Caustic Arrow of Poison",629,"","","","","","[10,25,13,5,14,3,6]","",1
98,"PoisonArrowAltY","[DNT] PoisonArrowAltY",630,"","","","","","[10,25,13,5,14,15,3,6]","",2
99,"DamageInfusion","",643,"","","","","","[11,25,4,14]","",3
100,"BloodRage","",644,"","","","","","[10,25,4,15,33]","",3
101,"Ignite","",648,"","","","","","[11,25,4,15,0]","",3
102,"RighteousFire","",649,"","","","","","[11,25,4,14,0]","",3
103,"RighteousFireAltX","Righteous Fire of Arcane Devotion",650,"","","","","","[11,25,4,14,0]","",1
104,"RighteousFireAltY","[DNT] RighteousFireAltY",651,"","","","","","[11,25,4,14,0]","",2
105,"VaalRighteousFire","",8761,"",649,"","","","[11,25,4,14,0,24,15]","",3
106,"VaalRighteousFireAltX","Vaal Righteous Fire",8761,"",650,"","","","[11,25,4,14,0,24,15]","",1
107,"VaalRighteousFireAltY","Vaal Righteous Fire",8761,"",651,"","","","[11,25,4,14,0,24,15]","",2
108,"FireWeapon","",695,"","","","","","[11,25,4,15,0]","",3
109,"Discharge","",696,"","","","","","[11,25,4,14,0,1,2,38]","",3
110,"DischargeAltX","Discharge of Misery",697,"","","","","","[11,25,4,14,0,1,2,38]","",1
111,"DischargeAltY","[DNT] DischargeAltY",698,"","","","","","[11,25,4,14,0,1,2,38]","",2
112,"Portal","",703,"","","","","","[29,25,4]","",3
113,"VaalPortal","",704,"",703,"","","","[29,25,4,24]","",3
114,"ReducedManaSupport","",705,"","","","Supports any skill. Minions, Totems, Traps and Mines cannot gain Inspiration Charges.","","[47,9,16]",13762,3
115,"IncreasedCriticalStrikesSupport","",710,"","","","Supports any skill that hits enemies.","","[47,11,16]",13797,3
116,"IncreasedCriticalDamageSupport","",712,"","","","Supports any skill that hits enemies.","","[47,11,16]",13786,3
117,"KnockbackSupport","",713,"","","","Supports any skill that hits enemies.","","[9,16]",13781,3
118,"LifeLeechSupport","",715,"","","","Supports any skill that hits enemies, causing those hits to leech life based on damage dealt.","","[9,16]",13769,3
119,"ManaLeechSupport","",717,"","","","Supports attack skills that hit enemies, causing those hits to leech mana based on damage dealt.","","[10,16]",13760,3
120,"AddedChaosDamageSupport","",718,"","","","Supports any skill that hits enemies.","","[3,11,16]",13861,3
121,"Backstab","",719,"","","","","","[10,25,13,7,36]","",3
122,"FlickerStrike","",720,"","","","","","[10,25,13,7,36,22,15]","",3
123,"FlickerStrikeAltX","Flicker Strike of Power",721,"","","","","","[47,10,25,13,7,36,22,15]","",1
124,"FlickerStrikeAltY","[DNT] FlickerStrikeAltY",722,"","","","","","[10,25,13,7,36,22,15]","",2
125,"VaalFlickerStrike","",730,"",720,"","","","[10,25,13,7,36,22,24,15]","",3
126,"VaalFlickerStrikeAltX","Vaal Flicker Strike",730,"",721,"","","","[47,10,25,13,7,36,22,24,15]","",1
127,"VaalFlickerStrikeAltY","Vaal Flicker Strike",730,"",722,"","","","[10,25,13,7,36,22,24,15]","",2
128,"Spark","",872,"","","","","","[11,25,4,5,15,2]","",3
129,"SparkAltX","Spark of the Nova",873,"","","","","","[11,25,4,5,15,2]","",1
130,"SparkAltY","Spark of Unpredictability",874,"","","","","","[11,25,4,5,15,2]","",2
131,"VaalSpark","",3168,"",872,"","","","[11,25,4,5,15,24,2]","",3
132,"VaalSparkAltX","Vaal Spark",3168,"",873,"","","","[11,25,4,5,15,24,2]","",1
133,"VaalSparkAltY","Vaal Spark",3168,"",874,"","","","[11,25,4,5,15,24,2]","",2
134,"CastLinkedCursesOnCurseSupport","",5420,"","","","","","[16,26]","",3
135,"StunSupport","",888,"","","","Supports any skill that hits enemies, making it easier to stun enemies with those skills.","","[9,16]",13775,3
136,"IceSpear","",890,"","","","","","[47,11,25,4,5,1]","",3
137,"IceSpearAltX","Ice Spear of Splitting",891,"","","","","","[11,25,4,5,1]","",1
138,"IceSpearAltY","[DNT] IceSpearAltY",892,"","","","","","[47,11,25,4,5,1]","",2
139,"PierceSupport","",908,"","","","Supports projectile skills.","","[10,16,5]",13851,3
140,"TrapSupport","",909,"","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a trap that will use the skill for you when an enemy walks near it. Traps cannot use channelling skills.","","[10,16,20]",13790,3
141,"RaiseSpectre","",911,"","","","","","[11,25,4,8]","",3
142,"RaiseSpectreAltX","Raise Spectre of Transience",912,"","","","","","[11,25,4,8,15]","",1
143,"RaiseSpectreAltY","[DNT] RaiseSpectreAltY",913,"","","","","","[11,25,4,8]","",2
144,"InfernalBlow","",8749,"","","","","","[9,25,13,14,7,36,0,15]","",3
145,"InfernalBlowAltX","Infernal Blow of Immolation",8750,"","","","","","[9,25,13,14,7,36,0,15]","",1
146,"InfernalBlowAltY","[DNT] InfernalBlowAltY",8751,"","","","","","[9,25,13,14,7,36,0,15]","",2
147,"GlacialHammer","",922,"","","","","","[9,25,13,7,36,1]","",3
148,"GlacialHammerAltX","Glacial Hammer of Shattering",923,"","","","","","[47,9,25,13,7,36,1]","",1
149,"GlacialHammerAltY","[DNT] GlacialHammerAltY",924,"","","","","","[9,25,13,7,36,1]","",2
150,"VaalGlacialHammer","",931,"",922,"","","","[9,25,13,7,36,15,14,24,1]","",3
151,"VaalGlacialHammerAltX","Vaal Glacial Hammer",931,"",923,"","","","[9,25,13,7,36,15,14,24,1]","",1
152,"VaalGlacialHammerAltY","Vaal Glacial Hammer",931,"",924,"","","","[9,25,13,7,36,15,14,24,1]","",2
153,"FrostWall","",941,"","","","","","[11,25,4,15,1]","",3
154,"FrostWallAltX","[DNT] FrostWallAltX",942,"","","","","","[11,25,4,15,1]","",1
155,"FrostWallAltY","[DNT] FrostWallAltY",943,"","","","","","[11,25,4,15,1]","",2
156,"FreezingPulse","",953,"","","","","","[11,25,4,5,1]","",3
157,"FreezingPulseAltX","[DNT] FreezingPulseAltX",954,"","","","","","[11,25,4,5,1]","",1
158,"FreezingPulseAltY","[DNT] FreezingPulseAltY",955,"","","","","","[11,25,4,5,1]","",2
159,"ShockNova","",969,"","","","","","[11,25,4,14,2,38]","",3
160,"ShockNovaAltX","[DNT] ShockNovaAltX",970,"","","","","","[11,25,4,14,2,38]","",1
161,"ShockNovaAltY","[DNT] ShockNovaAltY",971,"","","","","","[11,25,4,14,2,38]","",2
162,"NewShockNova","",4529,"","","","","","[11,25,4,14,2,38]","",3
163,"ViperStrike","",1007,"","","","","","[10,25,13,15,7,36,3]","",3
164,"ViperStrikeAltX","Viper Strike of the Mamba",1008,"","","","","","[10,25,13,15,7,36,3]","",1
165,"ViperStrikeAltY","[DNT] ViperStrikeAltY",1009,"","","","","","[10,25,13,15,7,36,3]","",2
166,"NewPhaseRun","",4884,"","","","","","[10,25,4,15,22,33,35]","",3
167,"PhaseRun","",4884,"","","","","","[10,25,4,15,22,33,35]","",3
168,"MeleePhysicalDamageSupport","",1018,"","","","Supports melee attack skills.","","[7,33,9,16,13]",13853,3
169,"ItemQuantitySupport","",1019,"","","","Supports any skill that can kill enemies.","","[9,16]",13798,3
170,"ItemRaritySupport","",1021,"","","","Supports any skill that can kill enemies.","","[11,16]",13799,3
171,"FasterCastSupport","",1022,"","","","Supports non-instant spell skills.","","[11,16,4]",13792,3
172,"ExplosiveArrow","",1024,"","","","","","[10,25,13,5,14,15,0,6]","",3
173,"ExplosiveArrowAltX","[DNT] ExplosiveArrowAltX",1025,"","","","","","[10,25,13,5,14,15,0,6]","",1
174,"ExplosiveArrowAltY","[DNT] ExplosiveArrowAltY",1026,"","","","","","[10,25,13,5,14,15,0,6]","",2
175,"TemporalChains","",1057,"","","","","","[10,25,4,14,15,17,42]","",3
176,"ElementalWeakness","",1079,"","","","","","[11,25,4,14,15,17,42]","",3
177,"WarlordsMark","",1089,"","","","","","[9,25,4,17,43]","",3
178,"Punishment","",1096,"","","","","","[9,25,4,14,15,17,42]","",3
179,"NewPunishment","",4774,"","","","","","[9,25,4,14,15,17,42]","",3
180,"Enfeeble","",1101,"","","","","","[11,25,4,14,15,17,42]","",3
181,"CriticalWeakness","",1115,"","","","","","[47,11,25,4,17,43]","",3
182,"ProjectileWeakness","",1123,"","","","","","[10,25,4,17,43]","",3
183,"Vulnerability","",8524,"","","","","","[11,25,4,14,15,3,17,42]","",3
184,"LightningWarp","",1158,1161,"","","","","[11,25,4,14,15,22,2,35]","",3
185,"LightningWarpAltX","[DNT] LightningWarpAltX",1159,1161,"","","","","[11,25,4,14,15,22,2,35]","",1
186,"LightningWarpAltY","[DNT] LightningWarpAltY",1160,1161,"","","","","[11,25,4,14,15,22,2,35]","",2
187,"VaalLightningWarp","",1163,"",1158,"","","","[11,25,4,14,15,24,2,22,35]","",3
188,"SummonSkeletons","",1194,"","","","","","[11,25,4,8,15]","",3
189,"SummonSkeletonsAltX","Summon Skeletons of Archers",1195,"","","","","","[11,25,4,8,15]","",1
190,"SummonSkeletonsAltY","Summon Skeletons of Mages",1196,"","","","","","[11,25,4,8,15,45]","",2
191,"VaalSummonSkeletons","",1198,"",1194,"","","","[11,25,4,8,15,24]","",3
192,"VaalSummonSkeletonsAltX","Vaal Summon Skeletons",1198,"",1195,"","","","[11,25,4,8,15,24]","",1
193,"VaalSummonSkeletonsAltY","Vaal Summon Skeletons",1198,"",1196,"","","","[11,25,4,8,15,24,45]","",2
194,"HeavyStrike","",1226,"","","","","","[9,25,13,7,36]","",3
195,"HeavyStrikeAltX","[DNT] Heavy Strike of Clobbering",1227,"","","","","","[9,25,13,7,36]","",1
196,"HeavyStrikeAltY","[DNT] HeavyStrikeAltY",1228,"","","","","","[9,25,13,7,36]","",2
197,"VaalHeavyStrike","",1230,"","","","","","[9,25,13,7,36,24]","",3
198,"DominatingBlow","",1241,"","","","","","[9,25,13,8,15,7,36]","",3
199,"DominatingBlowAltX","Dominating Blow of Inspiring",1242,"","","","","","[9,25,13,8,15,7,36]","",1
200,"DominatingBlowAltY","[DNT] DominatingBlowAltY",1243,"","","","","","[9,25,13,8,15,7,36]","",2
201,"RainOfArrows","",8693,"","","","","","[10,25,13,14,5,6]","",3
202,"RainOfArrowsAltX","Rain of Arrows of Artillery",8694,"","","","","","[10,25,13,14,5,6]","",1
203,"RainOfArrowsAltY","Rain of Arrows of Saturation",8695,"","","","","","[10,25,13,14,5,6]","",2
204,"VaalRainOfArrows","",8698,"",8693,"","","","[10,25,13,14,5,24,6]","",3
205,"VaalRainOfArrowsAltX","Vaal Rain of Arrows",8698,"",8694,"","","","[10,25,13,14,5,24,6]","",1
206,"VaalRainOfArrowsAltY","Vaal Rain of Arrows",8698,"",8695,"","","","[10,25,13,14,5,24,6]","",2
207,"ConcentratedEffectSupport","",1256,"","","","Supports any skill with an area of effect, regardless of whether that skill deals damage.","","[11,16,14]",13858,3
208,"MinionDamageSupport","",1258,"","","","Supports skills which create Minions.","","[11,16,8]",13785,3
209,"IncreasedDurationSupport","",1259,"","","","Supports any skill with a duration.","","[9,16,15]",13800,3
210,"ColdToFireSupport","",1261,"","","","Supports any skill that hits enemies.","","[1,0,9,16]",13794,3
211,"ChanceToIgniteSupport","",1262,"","","","Supports any skill that hits enemies.","","[0,11,16]",13801,3
212,"MinionSpeedSupport","",1264,"","","","Supports skills which create Minions.","","[22,11,16,8]",13783,3
213,"MinionLifeSupport","",1265,"","","","Supports skills which create Minions.","","[11,16,8]",13782,3
214,"WeaponElementalDamageSupport","",1266,"","","","Supports attack skills.","","[13,9,16]",13779,3
215,"BloodlustSupport","",4468,"","","","Supports melee attack skills, causing them to deal more damage against bleeding enemies, but preventing those skills from inflicting bleeding on enemies in any way.","","[13,33,9,16,7]",13802,3
216,"LifeGainOnHitSupport","",1267,"","","","Supports attack skills.","","[13,9,16]",13803,3
217,"Firestorm","",1268,"","","","","","[11,25,4,14,15,0]","",3
218,"FirestormAltX","Firestorm of Meteors",1269,"","","","","","[11,25,4,14,0]","",1
219,"FirestormAltY","Firestorm of Pelting",1270,"","","","","","[11,25,4,14,15,0]","",2
220,"LightningStrike","",1409,"","","","","","[10,25,13,5,7,36,2]","",3
221,"LightningStrikeAltX","Lightning Strike of Arcing",1410,"","","","","","[10,25,13,5,7,36,2,18]","",1
222,"LightningStrikeAltY","[DNT] LightningStrikeAltY",1411,"","","","","","[10,25,13,5,7,36,2]","",2
223,"VaalLightningStrike","",8681,"",1409,"","","","[10,25,13,7,36,15,24,2,5]","",3
224,"VaalLightningStrikeAltX","Vaal Lightning Strike",8681,"",1410,"","","","[10,25,13,7,36,15,24,2,5,18]","",1
225,"VaalLightningStrikeAltY","Vaal Lightning Strike",8681,"",1411,"","","","[10,25,13,7,36,15,24,2,5]","",2
226,"TempestShield","",1468,"","","","","","[11,25,4,2,18]","",3
227,"MoltenShell","",1472,"","","","","","[9,25,4,14,15,0,33,34]","",3
228,"VaalMoltenShell","",1473,"",1472,"","","","[9,25,4,14,15,0,33,24,34]","",3
229,"PowerSiphon","",1485,"","","","","","[47,11,25,13,5]","",3
230,"PowerSiphonAltX","Power Siphon of the Archmage",1486,"","","","","","[47,11,25,13,5]","",1
231,"PowerSiphonAltY","[DNT] PowerSiphonAltY",1487,"","","","","","[47,11,25,13,5]","",2
232,"VaalPowerSiphon","",1488,"",1485,"","","","[47,11,25,13,5,24]","",3
233,"VaalPowerSiphonAltX","Vaal Power Siphon",1488,"",1486,"","","","[47,11,25,13,5,24]","",1
234,"VaalPowerSiphonAltY","Vaal Power Siphon",1488,"",1487,"","","","[47,11,25,13,5,24]","",2
235,"Puncture","",1803,"","","","","","[10,25,13,5,15,7,36,33,6]","",3
236,"PunctureAltX","[DNT] PunctureAltX",1804,"","","","","","[10,25,13,5,15,7,36,33,6]","",1
237,"PunctureAltY","[DNT] PunctureAltY",1805,"","","","","","[10,25,13,5,15,7,36,33,6]","",2
238,"LightningArrow","",1821,"","","","","","[10,25,13,14,5,2,6]","",3
239,"LightningArrowAltX","Lightning Arrow of Electrocution",1822,"","","","","","[10,25,13,5,2,6]","",1
240,"LightningArrowAltY","[DNT] LightningArrowAltY",1823,"","","","","","[10,25,13,14,5,2,6]","",2
241,"Haste","",1832,"","","","","","[12,10,25,4,14]","",3
242,"VaalHaste","",1838,"",1832,"","","","[12,10,25,4,14,15,24]","",3
243,"Purity","",1842,"","","","","","[12,11,25,4,14]","",3
244,"Vitality","",1844,"","","","","","[12,9,25,4,14]","",3
245,"Discipline","",1851,"","","","","","[12,11,25,4,14]","",3
246,"VaalDiscipline","",1852,"",1851,"","","","[12,11,25,4,14,15,24]","",3
247,"Grace","",1857,1858,"","","","","[12,10,25,4,14]","",3
248,"VaalGrace","",1864,"",1857,1858,"","","[12,10,25,4,14,15,24]","",3
249,"Determination","",1867,1868,"","","","","[12,9,25,4,14,33]","",3
250,"Anger","",1873,"","","","","","[12,9,25,4,14,0]","",3
251,"Hatred","",1880,"","","","","","[12,10,25,4,14,1]","",3
252,"Wrath","",1889,"","","","","","[12,11,25,4,14,2]","",3
253,"BurningArrow","",1899,"","","","","","[10,25,13,5,0,6]","",3
254,"BurningArrowAltX","Burning Arrow of Vigour",1900,"","","","","","[10,25,13,5,0,6]","",1
255,"BurningArrowAltY","[DNT] BurningArrowAltY",1901,"","","","","","[10,25,13,5,0,6]","",2
256,"VaalBurningArrow","",3174,"",1899,"","","","[10,25,13,5,14,24,0,6]","",3
257,"VaalBurningArrowAltX","Vaal Burning Arrow",3174,"",1900,"","","","[10,25,13,5,14,24,0,6]","",1
258,"VaalBurningArrowAltY","Vaal Burning Arrow",3174,"",1901,"","","","[10,25,13,5,14,24,0,6]","",2
259,"ElementalProliferationSupport","",1907,"","","","Supports any skill that hits enemies, or could otherwise apply elemental ailments.","","[1,0,2,11,16,14]",13856,3
260,"BloodMagicSupport","",1908,"","","","Supports any non-blessing skill with a reservation.","","[12,9,16]",13764,3
261,"Clarity","",1914,"","","","","","[12,11,25,4,14]","",3
262,"VaalClarity","",1917,"",1914,"","","","[12,11,25,4,14,15,24]","",3
263,"CullingStrikeSupport","",1918,"","","","Supports any skill that hits enemies. If enemies are left below 10% of maximum life after being hit by these skills, they will be killed.","","[10,16]",13804,3
264,"PointBlankSupport","",1919,"","","","Supports projectile skills.","","[5,13,10,16]",13805,3
265,"IronGripSupport","",1921,"","","","Supports attack skills that fire projectiles, making the increase to physical melee damage from strength also increase their physical projectile damage.","","[5,33,9,16]",13806,3
266,"IronWillSupport","",1922,"","","","Supports spell skills, making the increase to physical melee damage from strength also increase their spell damage.","","[4,9,16]",13791,3
267,"MeleeDamageOnFullLifeSupport","",1923,"","","","Supports attack skills, providing a bonus to all damage dealt by those skills while your life is full.","","[13,9,16]",13807,3
268,"SpellTotemSupport","",1924,"","","","Supports spell skills that are not triggered. Instead of casting that spell, you will summon a totem that casts the spell for you.","","[9,16,4,19]",13795,3
269,"RemoteMineSupport","",1934,"","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a mine that will use the skill for you when you detonate it. Mines cannot use channelling skills.","","[11,16,21]",13773,3
270,"DetonateMines","",1937,"","","","","","[29,21,25,4]","",3
271,"ShockwaveTotem","",1938,"","","","","","[19,9,25,4,14,33,38]","",3
272,"ShockwaveTotemAltX","[DNT] ShockwaveTotemAltX",1939,"","","","","","[19,9,25,4,14,33,38]","",1
273,"ShockwaveTotemAltY","[DNT] ShockwaveTotemAltY",1940,"","","","","","[19,9,25,4,14,33,38]","",2
274,"RejuvenationTotem","",1950,"","","","","","[19,12,9,25,4,14]","",3
275,"FreezeMine","",9856,"","","","","","[21,47,11,25,4,5,1,12,14]","",3
276,"FreezeMineAltX","Icicle Mine of Fanning",9857,"","","","","","[21,47,11,25,4,5,1,12,14]","",1
277,"FreezeMineAltY","Icicle Mine of Sabotage",9858,"","","","","","[21,47,11,25,4,5,1,12,14]","",2
278,"ConversionTrap","",1956,"","","","","","[20,11,25,4,15]","",3
279,"BearTrap","",1957,"","","","","","[20,10,25,4,15,33]","",3
280,"BearTrapAltX","Bear Trap of Skewers",1958,"","","","","","[20,10,25,4,15,33]","",1
281,"BearTrapAltY","[DNT] BearTrapAltY",1959,"","","","","","[20,10,25,4,15,33]","",2
282,"ChanceToFleeSupport","",1970,"","","","Supports any skill that hits enemies.","","[10,16]",13793,3
283,"FireTrap","",1971,"","","","","","[20,10,25,4,15,14,0]","",3
