"rownum","Id","ArmFiles","TdtFiles","bool","[string]","[i32]","row","WorldAreasKey","bool","i32"
25,"ExpeditionSideArea","[""Metadata/Terrain/Leagues/Expedition/ExpeditionChamberEntrance.arm""]","[""Metadata/Terrain/Leagues/Expedition/Tiles/SubterraneanChamber_02.tdt""]","",[],[8],"","","",48
26,"ExpeditionSideAreaCave","[""Metadata/Terrain/Leagues/Expedition/ExpeditionCaveEntrance.arm""]","[""Metadata/Terrain/Leagues/Expedition/Tiles/SubterraneanChamber_03.tdt""]","",[],[8],"","","",48
27,"ExpeditionBossMedved","[""Metadata/Terrain/Leagues/Expedition/ExpeditionBossEncounter.arm""]","[""Metadata/Terrain/Leagues/Expedition/Tiles/SubterraneanChamber_Medved.tdt""]","",[],"[0,3]","","","",48
28,"ExpeditionBossVorana","[""Metadata/Terrain/Leagues/Expedition/ExpeditionBossEncounter.arm""]","[""Metadata/Terrain/Leagues/Expedition/Tiles/SubterraneanChamber_Vorana.tdt""]","",[],"[0,3]","","","",48
29,"TangleQuest","[""Metadata/Terrain/EndGame/MapAtlasPrimordial/tangle_quest.arm""]",[],"",[],[0],"","","",48
30,"CleansingFireQuest","[""Metadata/Terrain/EndGame/MapAtlasPrimordial/cleansing_fire_quest.arm""]",[],"",[],[0],"","","",48
31,"Excursion","[""Metadata/Terrain/Leagues/Incursion/Rooms/treasure_hunter_excursion.arm""]",[],"",[],[0],"","","",48
32,"Sanctum","[""Metadata/Terrain/Leagues/Sanctum/sanctum_encounter.arm""]","[""Metadata/Terrain/Missions/Tiles/Oriath_generic_nolight_01_02.tdt""]","","[""link""]",[0],"",1819,"",48
33,"Sanctum_1_1","[""Metadata/Terrain/Leagues/Sanctum/sanctum_encounter_1.arm""]","[""Metadata/Terrain/Missions/Tiles/Oriath_generic_nolight_01_02.tdt""]","","[""link""]",[0],"",1820,"",48
34,"Sanctum_1_2","[""Metadata/Terrain/Leagues/Sanctum/sanctum_encounter_1.arm""]","[""Metadata/Terrain/Missions/Tiles/Oriath_generic_nolight_01_02.tdt""]","","[""link""]",[0],"",1821,"",48
35,"Sanctum_1_3","[""Metadata/Terrain/Leagues/Sanctum/sanctum_encounter_1.arm""]","[""Metadata/Terrain/Missions/Tiles/Oriath_generic_nolight_01_02.tdt""]","","[""link""]",[0],"",1822,"",48
36,"Sanctum_2_1","[""Metadata/Terrain/Leagues/Sanctum/sanctum_encounter_2.arm""]","[""Metadata/Terrain/Missions/Tiles/Oriath_generic_nolight_01_02.tdt""]","","[""link""]",[0],"",1826,"",48
37,"Sanctum_2_2","[""Metadata/Terrain/Leagues/Sanctum/sanctum_encounter_2.arm""]","[""Metadata/Terrain/Missions/Tiles/Oriath_generic_nolight_01_02.tdt""]","","[""link""]",[0],"",1827,"",48
38,"Sanctum_2_3","[""Metadata/Terrain/Leagues/Sanctum/sanctum_encounter_2.arm""]","[""Metadata/Terrain/Missions/Tiles/Oriath_generic_nolight_01_02.tdt""]","","[""link""]",[0],"",1828,"",48
39,"Sanctum_3_1","[""Metadata/Terrain/Leagues/Sanctum/sanctum_encounter_3.arm""]","[""Metadata/Terrain/Missions/Tiles/Oriath_generic_nolight_01_02.tdt""]","","[""link""]",[0],"",1832,"",48
40,"Sanctum_3_2","[""Metadata/Terrain/Leagues/Sanctum/sanctum_encounter_3.arm""]","[""Metadata/Terrain/Missions/Tiles/Oriath_generic_nolight_01_02.tdt""]","","[""link""]",[0],"",1833,"",48
41,"Sanctum_3_3","[""Metadata/Terrain/Leagues/Sanctum/sanctum_encounter_3.arm""]","[""Metadata/Terrain/Missions/Tiles/Oriath_generic_nolight_01_02.tdt""]","","[""link""]",[0],"",1834,"",48
42,"Sanctum_4_1","[""Metadata/Terrain/Leagues/Sanctum/sanctum_encounter_4.arm""]","[""Metadata/Terrain/Missions/Tiles/Oriath_generic_nolight_01_02.tdt""]","","[""link""]",[0],"",1838,"",48
43,"Sanctum_4_2","[""Metadata/Terrain/Leagues/Sanctum/sanctum_encounter_4.arm""]","[""Metadata/Terrain/Missions/Tiles/Oriath_generic_nolight_01_02.tdt""]","","[""link""]",[0],"",1839,"",48
44,"Sanctum_4_3","[""Metadata/Terrain/Leagues/Sanctum/sanctum_encounter_4.arm""]","[""Metadata/Terrain/Missions/Tiles/Oriath_generic_nolight_01_02.tdt""]","","[""link""]",[0],"",1840,"",48
45,"Crucible","[""Metadata/Terrain/Leagues/Crucible/crucible_encounter.arm""]",[],"",[],[0],"","","",48
