"rownum","Id","DisplayedName","Description","ActionType","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WebsiteDescription","WebsiteImage","HideOnWebsite","GrantedEffect","bool","SkillTotemId","IsManuallyCasted","Input_Stats","Output_Stats","MinionActiveSkillTypes","bool","IsGem","SecondarySkillSpecificStats","SkillMine","AlternateSkillTargetingBehaviour","bool","AIFile","StatContextFlags","bool","bool","bool","ShapeShiftForm","VideoClip","CharacterAudioEvent","AiScript","MinionType","rid","bool","string","StatDescriptionType","StatDescription","WeaponRequirements"
10,"channel_shield_charge","Shield Charge","Channel to charge in the target direction. You will crash into enemies on your path, stopping your charge and dealing damage to enemies in an area, and extra damage to the enemies you collided with. While charging, your [Shield|Shield] is raised and you will [Block|Block] all incoming [Block|Blockable] hits.",640,"Art/2DArt/SkillIcons/BruteShieldCharge.dds","[1,2,31]","[0,9,19,7,26,89,47,78,166]","In the hands of a talented combatant, even a shield becomes a deadly weapon. With Shield Charge, a warrior dashes forward at a single enemy, slamming them senseless. The violence of the charge will push nearby foes out of its path, and inflict great damage on target. An opponent unlucky enough to be struck by the full brunt of a Shield Charge will be knocked back and stunned for a time.","http://s3.amazonaws.com/pathofexile/image/skills/strength/shield_charge.jpg",1,"","",25,1,"[4062,3868,17317]","[70,24,17242]",[],1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",221,"","","",1,"Raise your [Shield] and charge forward.",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/channel_shield_charge/",30
11,"inspiring_cry","Rallying Cry","Performs a warcry, granting increased damage and mana regeneration to the user and nearby allies if there are nearby enemies. The damage increase is proportional to the number of surrounding enemies. Shares a cooldown with other Warcry skills.",9,"Art/2DArt/SkillIcons/InspiringCry.dds",[4],"[4,7,8,62,89]","","",1,"RallyingCry","",25,1,"[9133,5322,4356,4198]","[9132,4378,4378,209]",[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
12,"leap_slam","Leap Slam","Jump into the air, damaging and [Knockback|Knocking Back] enemies with your mace where you land. Enemies you would land on are\npushed out of the way.",11,"Art/2DArt/SkillIcons/BruteLeapSlam.dds","[1,2,20,8,3,28]","[0,7,19,91,14,78,161,133]","Long ago, the marauders of Oriath perfected a devastating battle technique - the ferocious Leap Slam. With a guttural cry, the leaper hurtles forward and smashes the ground at the feet of the enemy. The force from this blow deals substantial damage in a circle around the targeted spot, and will even knock back and stun. The Leap Slam is useful not only as an offensive technique, but also because it can serve, in a pinch, to escape from danger. The Marauders of Oriath were famous for attacking their foes from above, leaping down from high ledges to crush their enemies' skulls.","http://s3.amazonaws.com/pathofexile/image/skills/strength/leap_slam.jpg","","LeapSlamPlayer","",25,1,"[4061,3864,4034]","[70,24,423]",[],1,1,[],8,8,"","Metadata/Monsters/Totems/PlayerAIScripts/GenericTotemAI.ais","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",225,"Metadata/Monsters/Companions/AIScripts/LeapSlam.ais","","",1,"Jump to the target location and [Slam] the ground.",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/leap_slam/",1
13,"leap_slam_cooldown","Leap Slam","Jump into the air, damaging and knocking back enemies with your weapon where you land. Enemies you would land on are pushed out of the way.",11,"Art/2DArt/SkillIcons/BruteLeapSlam.dds","[1,2]","[0,7,19,33,78,91,14,89]","Long ago, the marauders of Oriath perfected a devastating battle technique - the ferocious Leap Slam. With a guttural cry, the leaper hurtles forward and smashes the ground at the feet of the enemy. The force from this blow deals substantial damage in a circle around the targeted spot, and will even knock back and stun. The Leap Slam is useful not only as an offensive technique, but also because it can serve, in a pinch, to escape from danger. The Marauders of Oriath were famous for attacking their foes from above, leaping down from high ledges to crush their enemies' skulls.","http://s3.amazonaws.com/pathofexile/image/skills/strength/leap_slam.jpg","","LeapSlamPlayer","",25,1,"[4061,3864,4034]","[70,24,423]",[],1,1,[],8,6,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]",1,"",1,"","",225,"","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",12
14,"leap_slam_behind","Leap Slam","",11,"Art/2DArt/SkillIcons/BruteLeapSlam.dds",[9],"[0,7,19,33,78,91,14]","","",1,"","",25,1,[],[],[],1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",225,"","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",12
15,"double_strike","Double Strike","Performs two fast strikes with a melee weapon.",12,"Art/2DArt/SkillIcons/icondoubleswing.dds","[1,2]","[0,20,19,26]","Originally perfected by the renowned Duelist Fammal during his reign in the arenas of Oriath, the deadly Double Strike brings fame and renown to those who master it. A Double Strike performs two regular melee attacks in the blink of an eye, dealing twice as much damage in a single span of time. Foes caught unawares will find themselves cut to ribbons or stunned into submission beneath a flurry of blows.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/double_strike.jpg",1,"DoubleStrikePlayer","",25,1,"[3840,4056,4092,7527]","[24,70,543,7528]",[],1,1,[17339],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",33
16,"vaal_double_strike_two","Vaal Double Strike","Performs two fast strikes with a melee weapon, each of which summons a double of you for a duration to continuously attack monsters in this fashion.",13,"Art/2DArt/SkillIcons/icondoubleswing.dds","[1,2]","[0,20,19,8,37,26]","","",1,"VaalDoubleStrikeTwo","",25,1,"[3840,4056,4092,7527]","[24,70,543,7528]",[],1,1,[17339],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",33
17,"elemental_hit","Elemental Hit","Each attack with this skill will choose an element at random, and will only be able to deal damage of that element. If the attack hits an enemy, it will also deal damage in an area around them, with the radius being larger if that enemy is suffering from an ailment of the chosen element. It will avoid choosing the same element twice in a row.",14,"Art/2DArt/SkillIcons/iconelementalhit.dds","[1,2]","[0,2,56,14,13,15,20,19,27,28,29,40,57,7,30,101]","Cold steel tends to solve most problems, but sometimes it's not quite enough. With Elemental Hit, a player infuses their weapon with the heat of a furnace, the electricity of a Summer tempest, or the icy chill of the Winter night. The specific element is randomly chosen, but the result is the same: tons of extra damage dealt, often killing the target with a single blow.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/elemental_hit.jpg",1,"ElementalHitPlayer","",25,1,"[4129,4064,3885,17315]","[1865,70,24,17240]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
18,"dual_strike","Dual Strike","Attacks with both weapons, dealing the damage of both in one strike. Dual wield only. Does not work with wands.",15,"Art/2DArt/SkillIcons/icondualswing.dds","[1,2]","[0,3,20,19,43]","Double Strike was not the only attack Fammal mastered during his years in the arenas. He also perfected the technique of the Dual Strike, and used it to decimate countless opponents. Those who follow in his footsteps seek to duplicate the art, and at high levels of skill, a few manage. Dual Strike lashes out at a single target with tremendous force, slicing or smashing it with both weapons simultaneously. When executed by a master swordsman, just one Dual Strike is often enough to end the battle.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/dual_strike.jpg",1,"DualStrikePlayer","",25,1,"[3841,4057,4093,5208,11292,11295,11298,11301,11304]","[24,70,543,5235,11293,11296,11299,11302,11305]",[],1,1,[17339],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",34
19,"blade_flurry","Whirling Blades","Dive through enemies, dealing weapon damage. Only works with daggers, claws and one handed swords. Cannot be supported by Multistrike.",16,"Art/2DArt/SkillIcons/iconbladeflurry.dds","[1,2,9]","[0,19,33,78]","","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/blade_flurry.jpg",1,"WhirlingBladesPlayer","",25,1,"[4240,3910]","[70,24]",[],1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",17
20,"blade_flurry_cooldown","Whirling Blades","Dive through enemies, dealing weapon damage. Only works with daggers, claws and one handed swords. Cannot be supported by Multistrike.",16,"Art/2DArt/SkillIcons/iconbladeflurry.dds","[1,2,9,25]","[0,19,33,78,89]","","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/blade_flurry.jpg",1,"WhirlingBladesPlayer","",25,1,"[4240,3910]","[70,24]",[],1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",17
21,"frenzy","Frenzy","Performs an attack that gives the character a frenzy charge if it hits. Frenzy charges increase your attack speed.",17,"Art/2DArt/SkillIcons/iconfrenzy.dds","[1,2]","[0,40,57,2,56,14,13,15,20,19,30]","The bread and butter of any effective combat skill set, Frenzy is used by many and feared by all. With Frenzy active, every successful attack dealt accelerates the next attack, transforming the player into an offensive dervish. Once the Frenzy is at full intensity, it can be maintained indefinitely as long as the player strikes a new target in time. Several skills consume Frenzy charges when they are activated, enabling new ways to decimate foes.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/frenzy.jpg",1,"FrenzyPlayer","",25,1,"[3883,4127,17333]","[24,1651,7796]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
22,"caustic_arrow","Caustic Arrow","Fires an arrow which deals chaos damage in an area on impact, and spreads caustic ground. Enemies standing on the caustic ground take chaos damage over time.",18,"Art/2DArt/SkillIcons/poisonarrow.dds","[1,2]","[0,40,57,2,56,7,8,13,15,14,34,41,30,184]","Borrowing a bit of toxic chemistry from the secretive Oriath Necromancers guild, a skilled archer infuses their arrowhead with a wicked venom. Once enchanted, the arrow will explode violently when it impacts a target, showering both foes and the surrounding area with a cloud of choking death. Anything living caught in the cloud will suffocate quickly, suffering heavy chaos damage until they move far away.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/poison_arrow.jpg",1,"CausticArrowPlayer","",25,1,"[3898,4091,4050,7936,7935,7994,7996,7998,17334]","[24,209,423,7900,7934,5784,1964,7999,9292]",[],1,1,[],8,7,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",23
23,"vaal_caustic_arrow","Vaal Caustic Arrow","Fires a slow-moving serpentine arrow which deals chaos damage while piercing enemies, and leaves a trail of caustic ground. Enemies standing on the caustic ground take chaos damage over time.",19,"Art/2DArt/SkillIcons/poisonarrow.dds","[1,2]","[0,40,2,56,7,8,13,15,14,34,41,37,184]","","",1,"VaalCausticArrowPlayer","",25,1,"[3898,4091,4050,7936,7935,7994,7996,7998,17334]","[24,209,423,7900,7934,5784,1964,7999,9292]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",23
24,"backstab","Backstab","A dagger skill that deals a critical strike and additional damage to an enemy if the attack is made from behind the enemy. Has high mana cost and cooldown",20,"Art/2DArt/SkillIcons/backstab.dds","[1,2]","[0,20,19]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",14
25,"detonate_dead","Detonate Dead","Cause a [Corpse] to violently explode, damaging surrounding enemies.",22,"Art/2DArt/SkillIcons/WitchDetonateDead.dds","[6,20]","[1,6,7,13,14,15,21,30,27,55,65,69,71,26,139]","To a skilled practitioner of the occult, the corpses of slain foes are a tool to bend to their dark purpose. While most seek to animate the very souls of fallen enemies, a crafty handful have discovered an even more potent use. Infusing the enzymes and acids of the target's body with magical energy, the caster creates a volatile mixture that detonates violently when a final word is spoken. The explosion blasts outwards in every direction, showering nearby enemies with flame and toxic liquid. At higher levels of skill, the detonation will damage and stun foes in a wide area.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/detonate_dead_new.jpg","","DetonateDeadPlayer","",25,1,"[3897,4047]","[24,423]",[],1,1,[],8,3,"","Metadata/Monsters/Totems/DetonateDeadTotem.ais","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","",185,"Metadata/Monsters/Companions/AIScripts/DetonateDead.ais","",169,1,"Detonate a [Corpse], damaging nearby enemies.",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/detonate_dead/",""
26,"vaal_detonate_dead","Vaal Detonate Dead","Explodes an unused corpse, dealing fire damage to nearby enemies. Nearby corpses will also explode in a chain reaction. The explosions are not affected by modifiers to spell damage.",21,"Art/2DArt/SkillIcons/iconcorpseexplosion.dds","[6,20]","[1,6,7,13,14,15,37,27,71]","","",1,"","",25,1,"[3897,4047]","[24,423]",[],1,1,[],8,"","","","[4,18,29,10,11,16,17,19,26]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
27,"flicker_strike","Flicker Strike","Teleport to a enemy and [Strike] them. Consumes [Charges|Power Charges] to perform additional teleporting [Strike|Strikes] on nearby enemies.",23,"Art/2DArt/SkillIcons/MonkFlickerStrikeTeleport.dds","[1,2]","[0,19,20,7,130,159,170]","They should have known the rule: never corner a Duelist. He was surrounded by four hulking brutes, each one uglier than the one before. They had come for the fine mail tunic he wore, but he had given them nothing but insults and injury. As the Duelist fought, his speed grew more frenetic, until he was a blur of whirling steel. After a time though, superior numbers took their toll, and the attackers began to find openings. With blood oozing from a dozen wounds, the Duelist gathered himself for one final assault. He waited until just the right moment, right as his foes rushed in for the kill.__BREAK__ __BREAK__ There was a flash, and in the blink of an eye, he suddenly appeared behind the first assailant, plunging his sword to the hilt in the exposed neck. Then he was beheading the second in one quick swipe. Then the third fell with a shriek, his bowels spilling onto the cobblestones. The fourth turned to run, and found himself facing the Duelist, who met his momentum with a stab through the heart. Spent, panting on the ground, the victor wiped his blade clean, and recorded four more kills with Flicker Strike.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/flicker_strike.jpg","","FlickerStrikePlayer","",25,1,"[4073,3863,4117,17338]","[3239,24,3374,7573]",[],1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","Art/Videos/SkillExamples/FlickerStrike.bk2",85,"Metadata/Monsters/Companions/AIScripts/FlickerStrike.ais","","",1,"Teleport to an enemy and [Strike], Consuming [Charges|Power Charges] for additional [Strike|Strikes].",0,"Metadata/StatDescriptions/skill_stat_descriptions/",19
28,"vaal_flicker_strike","Vaal Flicker Strike","Repeatedly teleports to enemies and hits them, inflicting a wound but dealing no damage. After the repeating finishes, each enemy is hit by the total damage of their wounds, which are removed.",23,"Art/2DArt/SkillIcons/MonkFlickerStrikeTeleport.dds","[1,2]","[0,19,20,33,37]","","",1,"","",25,1,"[4073,3863,4117]","[3239,24,3374]",[],1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",33
29,"blood_rage","Blood Rage","Adds a buff that deals Physical Damage over time, while increasing Attack Speed and Life Leech. Killing an enemy while this buff is active refreshes the buff duration, and can grant a Frenzy Charge.",24,"Art/2DArt/SkillIcons/bloodrage.dds",[4],"[1,4,8,14,30,63,26,89]","Centuries ago, ravaging bands of Marauders swept across Oriath, and nearly toppled the monarchy in the capital. Before they met the order's Templars on the battlefield, they chewed the sacred root, and entered the 'Blood Rage'. Under the influence of the Rage, the Marauders knew no fear or pain, and every blow they struck on their enemies rejuvenated their depleted life. The root also drove the Marauders half-crazy with blood lust, causing them to attack with blinding speed as long as there was flesh nearby to hack. The only consequence of the Blood Rage state was a gradual loss of the Marauder's blood, but the magical invigoration from attacking was usually enough to compensate.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/blood_rage.jpg",1,"BloodRagePlayer","",25,1,"[4321,4322]","[8011,1348]",[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
30,"split_arrow","Split Arrow","Fires multiple arrows at different targets.",25,"Art/2DArt/SkillIcons/iconsplitarrow.dds","[1,2]","[0,40,57,2,56,14,13,15,30,26,184]","The Ranger paused. She was surrounded. The enemy from the front was merely a diversion, the real threats now flanked her from the left and right. They closed silently in the shadows, believing themselves unseen. Seconds ticked slowly by as she waited, wanting them to be complacent, wanting them to believe her vulnerable. As they drew nearer, her bowstring hand slid gently back, the arrow cocked and waiting. Then, in a blur, her weapon came up, the missile rocketing forth, a streak of hissing death. There was a brief pause, and then if by magic, all three foes fell as one, apparently struck by copies of the same arrow. Lowering her bow, the Ranger smirked, and silently thanked her teacher for the hours spent mastering Split Arrow.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/split_arrow.jpg",1,"SplitArrowPlayer","",25,1,"[4094,3857,4102,5952,5954,17167]","[543,24,167,8192,5885,17166]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",23
31,"vaal_split_arrow","Vaal Split Arrow","[DNT-UNUSED] Fires multiple arrows which continuously fork as they fly.",25,"Art/2DArt/SkillIcons/iconsplitarrow.dds","[1,2]","[0,40,2,56,14,13,15,26,37,184]","","",1,"","",25,1,"[4094,3857,4102,5952,5954,17167]","[543,24,167,8192,5885,17166]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",23
