"rownum","Item","TriggeredQuestFlag","rid","i32","[rid]","bool","bool","rid","rid","Script","rid","rid","i32","[rid]","rid"
117,2746,4876,4877,4205,[],1,"",965,"","","","",4205,"[357,358,359]",""
118,2747,4878,4879,4205,[],1,"",965,"","","","",4205,"[357,358,359]",""
119,2748,4971,4972,4205,[],1,"",965,"","","","",4205,"[357,358,359]",""
120,2749,4973,4974,4205,[],1,"",965,"","","","",4205,"[357,358,359]",""
121,2750,4975,4976,4205,[],1,"",965,"","","","",4205,"[357,358,359]",""
122,2751,4832,4833,4205,[],"","",966,967,"","","",4205,[],""
123,2752,3790,3791,4205,[],"","",968,969,"skill_book","","",4205,[],""
124,2723,3792,3793,4205,[],"","",970,971,"skill_book","","",4205,[],""
125,3089,4931,4932,4205,[],"","","","","","","",4205,[],""
126,3090,4933,4934,4205,[],"","","","","","","",4205,[],""
127,3091,4935,4936,4205,[],"","","","","","","",4205,[],""
128,2754,4821,4823,4205,[],"","",972,"","","","",4205,[],""
129,2753,3794,3795,4205,[],"","",973,974,"skill_book","","",4205,[],""
130,2755,4756,4757,4205,[],"","",943,944,"consume_quest_item_create_item","","",4205,[],""
131,2756,5081,5082,4205,[],"","","","","","","",4205,[],""
132,2757,5083,4187,4205,[],"","","","","","","",4205,[],""
